feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	edgeR	DSpost	HSpost	0.884631820986389	none	0.884631820986389
ko00564	edgeR	DSpost	HSpost	0.826962540382689	none	0.826962540382689
ko00680	edgeR	DSpost	HSpost	0.982077066982126	none	0.982077066982126
ko00562	edgeR	DSpost	HSpost	0.695724181750465	none	0.695724181750465
ko00563	edgeR	DSpost	HSpost	0.709920516974227	none	0.709920516974227
ko03030	edgeR	DSpost	HSpost	0.851439749453929	none	0.851439749453929
ko00561	edgeR	DSpost	HSpost	0.792484226278395	none	0.792484226278395
ko00440	edgeR	DSpost	HSpost	0.985501460670658	none	0.985501460670658
ko00250	edgeR	DSpost	HSpost	0.787742802382295	none	0.787742802382295
ko00740	edgeR	DSpost	HSpost	0.966624593954539	none	0.966624593954539
ko04111	edgeR	DSpost	HSpost	0.0003652198201443	none	0.0003652198201443
ko04940	edgeR	DSpost	HSpost	0.901103412893956	none	0.901103412893956
ko00010	edgeR	DSpost	HSpost	0.905975517352097	none	0.905975517352097
ko05412	edgeR	DSpost	HSpost	4.69350328563263e-10	none	4.69350328563263e-10
ko00195	edgeR	DSpost	HSpost	0.917592493872992	none	0.917592493872992
ko03450	edgeR	DSpost	HSpost	4.36925291143895e-39	none	4.36925291143895e-39
ko00760	edgeR	DSpost	HSpost	0.883341802955458	none	0.883341802955458
ko00920	edgeR	DSpost	HSpost	0.738878506164334	none	0.738878506164334
ko00311	edgeR	DSpost	HSpost	0.254797304311337	none	0.254797304311337
ko00310	edgeR	DSpost	HSpost	0.744006638926487	none	0.744006638926487
ko04146	edgeR	DSpost	HSpost	0.93804048921607	none	0.93804048921607
ko00600	edgeR	DSpost	HSpost	0.919674378295429	none	0.919674378295429
ko04141	edgeR	DSpost	HSpost	0.571808715699393	none	0.571808715699393
ko04142	edgeR	DSpost	HSpost	0.933028985335788	none	0.933028985335788
ko00604	edgeR	DSpost	HSpost	0.893773872360985	none	0.893773872360985
ko04260	edgeR	DSpost	HSpost	0.176664803642712	none	0.176664803642712
ko03040	edgeR	DSpost	HSpost	0.370202339360535	none	0.370202339360535
ko04110	edgeR	DSpost	HSpost	0.0003652198201443	none	0.0003652198201443
ko05142	edgeR	DSpost	HSpost	0.00592650280018701	none	0.00592650280018701
ko00513	edgeR	DSpost	HSpost	0.212419803425504	none	0.212419803425504
ko04973	edgeR	DSpost	HSpost	0.54195570186542	none	0.54195570186542
ko00510	edgeR	DSpost	HSpost	0.461857240782442	none	0.461857240782442
ko05110	edgeR	DSpost	HSpost	0.0692366051599356	none	0.0692366051599356
ko04974	edgeR	DSpost	HSpost	0.644106503277918	none	0.644106503277918
ko04976	edgeR	DSpost	HSpost	0.252818334815325	none	0.252818334815325
ko00450	edgeR	DSpost	HSpost	0.85998827088829	none	0.85998827088829
ko01051	edgeR	DSpost	HSpost	0.464058422896364	none	0.464058422896364
ko00565	edgeR	DSpost	HSpost	0.098780736269667	none	0.098780736269667
ko00524	edgeR	DSpost	HSpost	0.478650058542964	none	0.478650058542964
ko00300	edgeR	DSpost	HSpost	0.869471757163288	none	0.869471757163288
ko05222	edgeR	DSpost	HSpost	0.071879848715334	none	0.071879848715334
ko00514	edgeR	DSpost	HSpost	0.876201428965755	none	0.876201428965755
ko05416	edgeR	DSpost	HSpost	0.071879848715334	none	0.071879848715334
ko00260	edgeR	DSpost	HSpost	0.966243365228116	none	0.966243365228116
ko00190	edgeR	DSpost	HSpost	0.961939505635846	none	0.961939505635846
ko03440	edgeR	DSpost	HSpost	0.880080910455702	none	0.880080910455702
ko00750	edgeR	DSpost	HSpost	0.934391176299365	none	0.934391176299365
ko00950	edgeR	DSpost	HSpost	0.75433687977849	none	0.75433687977849
ko00592	edgeR	DSpost	HSpost	0.822934430371444	none	0.822934430371444
ko00591	edgeR	DSpost	HSpost	0.524510531922045	none	0.524510531922045
ko00590	edgeR	DSpost	HSpost	0.977203112040175	none	0.977203112040175
ko00061	edgeR	DSpost	HSpost	0.965276231750113	none	0.965276231750113
ko03070	edgeR	DSpost	HSpost	0.952645951247381	none	0.952645951247381
ko00253	edgeR	DSpost	HSpost	0.915869744211407	none	0.915869744211407
ko03060	edgeR	DSpost	HSpost	0.908983516200923	none	0.908983516200923
ko04740	edgeR	DSpost	HSpost	1	none	1
ko00380	edgeR	DSpost	HSpost	0.829030405790975	none	0.829030405790975
ko00500	edgeR	DSpost	HSpost	0.763255634672884	none	0.763255634672884
ko05120	edgeR	DSpost	HSpost	0.694389517217505	none	0.694389517217505
ko05322	edgeR	DSpost	HSpost	0.170830337461258	none	0.170830337461258
ko04964	edgeR	DSpost	HSpost	0.815045894040184	none	0.815045894040184
ko04962	edgeR	DSpost	HSpost	7.07664446510463e-07	none	7.07664446510463e-07
ko00625	edgeR	DSpost	HSpost	0.358829931293498	none	0.358829931293498
ko00624	edgeR	DSpost	HSpost	9.12965427318624e-06	none	9.12965427318624e-06
ko00627	edgeR	DSpost	HSpost	0.957726735023617	none	0.957726735023617
ko00626	edgeR	DSpost	HSpost	0.814968316981566	none	0.814968316981566
ko00621	edgeR	DSpost	HSpost	0.908540674614887	none	0.908540674614887
ko00620	edgeR	DSpost	HSpost	0.953598445737067	none	0.953598445737067
ko00623	edgeR	DSpost	HSpost	0.666070802285005	none	0.666070802285005
ko00622	edgeR	DSpost	HSpost	0.428897073776231	none	0.428897073776231
ko00270	edgeR	DSpost	HSpost	0.937621571616283	none	0.937621571616283
ko00940	edgeR	DSpost	HSpost	0.313805496469471	none	0.313805496469471
ko00941	edgeR	DSpost	HSpost	0.63197207401694	none	0.63197207401694
ko01053	edgeR	DSpost	HSpost	0.351205229783657	none	0.351205229783657
ko00100	edgeR	DSpost	HSpost	9.27292616254238e-06	none	9.27292616254238e-06
ko00945	edgeR	DSpost	HSpost	0.821674704512416	none	0.821674704512416
ko05016	edgeR	DSpost	HSpost	0.729692230781438	none	0.729692230781438
ko00071	edgeR	DSpost	HSpost	0.924502967770588	none	0.924502967770588
ko00072	edgeR	DSpost	HSpost	0.358737847043131	none	0.358737847043131
ko05219	edgeR	DSpost	HSpost	0.139512924618767	none	0.139512924618767
ko05215	edgeR	DSpost	HSpost	0.511335654894157	none	0.511335654894157
ko05214	edgeR	DSpost	HSpost	1	none	1
ko05211	edgeR	DSpost	HSpost	0.744700371154649	none	0.744700371154649
ko05210	edgeR	DSpost	HSpost	0.071879848715334	none	0.071879848715334
ko01055	edgeR	DSpost	HSpost	0.989797524942664	none	0.989797524942664
ko04910	edgeR	DSpost	HSpost	0.889725973567473	none	0.889725973567473
ko00531	edgeR	DSpost	HSpost	0.979701618804257	none	0.979701618804257
ko04916	edgeR	DSpost	HSpost	1	none	1
ko00360	edgeR	DSpost	HSpost	0.977798206240839	none	0.977798206240839
ko00633	edgeR	DSpost	HSpost	0.559986632283189	none	0.559986632283189
ko00630	edgeR	DSpost	HSpost	0.799261776106361	none	0.799261776106361
ko00363	edgeR	DSpost	HSpost	0.647613864897421	none	0.647613864897421
ko00364	edgeR	DSpost	HSpost	0.00227914360865437	none	0.00227914360865437
ko05130	edgeR	DSpost	HSpost	0.672022902329887	none	0.672022902329887
ko04115	edgeR	DSpost	HSpost	0.071879848715334	none	0.071879848715334
ko04114	edgeR	DSpost	HSpost	1	none	1
ko00121	edgeR	DSpost	HSpost	0.100015896570762	none	0.100015896570762
