D	H	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae	0.0166095238095238	0.00420705293158854	0.0063816262324221	0.644560108048033
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae	0.0149833333333333	0.00410344742976322	0.00625026757727996	0.906539845071319
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	0.0171642857142857	0.00362750150176621	0.00591664359462347	0.822441527598637
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	0.00414285714285714	0.0042819690929985	0.00433911484971856	0.638287792529696
Bacteria|Firmicutes|Clostridia|Clostridiales|Tissierellaceae	0.00979285714285714	0.00292006490241784	0.00430477878674473	0.511226401139077
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae	0.0138619047619048	0.00144723754487686	0.00397287290023358	0.584418994386988
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned	0.00350833333333333	0.00365794719985896	0.00351309292272915	0.433087471160582
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	0.0113761904761905	0.0016224726254138	0.00337111924023689	0.647200862235598
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	0.00346904761904762	0.00183852258852259	0.00209845706838741	0.371788856942904
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae	0.00799285714285714	0.000359623486248874	0.00181386625500403	0.54702633239804
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae	0.00488333333333333	0.00101322427572428	0.00163087816466299	0.310277146783274
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0.00095	0.00180222024707319	0.00151684910806428	0.46203192937196
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae	0.0014	0.00104121809562986	0.00101228815903739	0.258748794056035
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	-0.000333333333333333	0.000950881634705164	0.000862017540423113	0.143377529800422
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae	0.000175	0.000740880932792698	0.000719777384638066	0.113788875106876
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae	0.00065	0.000496575646575647	0.000702908085430969	0.208532711755733
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1	-0.000283333333333333	0.00108823619191266	0.000691916064671483	0.126943366131896
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae	0.000958333333333333	0.000568668341462459	0.000656204837474187	0.192560699712944
