module1	module2	Both	P1A2	P2A1	A1A2	p_raw	p_adj
KOmodel_34-OEmodel_12	KOmodel_34	OEmodel_1	1	2	6	500	0.0407716775257314	0.0407716775257314
KOmodel_22-OEmodel_42	KOmodel_22	OEmodel_4	1	3	5	500	0.0464588019672787	0.0464588019672787
KOmodel_26-OEmodel_82	KOmodel_26	OEmodel_8	1	3	4	501	0.0388304723830171	0.0388304723830171
KOmodel_17-OEmodel_102	KOmodel_17	OEmodel_10	1	4	4	500	0.0483470023594227	0.0483470023594227
KOmodel_22-OEmodel_92	KOmodel_22	OEmodel_9	1	3	4	501	0.0388304723830171	0.0388304723830171
KOmodel_30-OEmodel_92	KOmodel_30	OEmodel_9	1	3	4	501	0.0388304723830171	0.0388304723830171
KOmodel_23-OEmodel_72	KOmodel_23	OEmodel_7	1	3	4	501	0.0388304723830171	0.0388304723830171
KOmodel_31-OEmodel_72	KOmodel_31	OEmodel_7	1	3	4	501	0.0388304723830171	0.0388304723830171
KOmodel_38-OEmodel_72	KOmodel_38	OEmodel_7	1	2	4	502	0.0292379621273585	0.0292379621273585
KOmodel_58-OEmodel_122	KOmodel_58	OEmodel_12	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_56-OEmodel_122	KOmodel_56	OEmodel_12	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_8-OEmodel_182	KOmodel_8	OEmodel_18	1	5	3	500	0.0464588019672786	0.0464588019672786
KOmodel_55-OEmodel_182	KOmodel_55	OEmodel_18	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_35-OEmodel_182	KOmodel_35	OEmodel_18	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_10-OEmodel_172	KOmodel_10	OEmodel_17	1	4	3	501	0.0388304723830167	0.0388304723830167
KOmodel_62-OEmodel_172	KOmodel_62	OEmodel_17	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_2-OEmodel_162	KOmodel_2	OEmodel_16	2	5	2	500	0.000961806434902122	0.000961806434902122
KOmodel_48-OEmodel_112	KOmodel_48	OEmodel_11	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_33-OEmodel_112	KOmodel_33	OEmodel_11	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_47-OEmodel_142	KOmodel_47	OEmodel_14	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_13-OEmodel_152	KOmodel_13	OEmodel_15	1	4	3	501	0.0388304723830167	0.0388304723830167
KOmodel_4-OEmodel_132	KOmodel_4	OEmodel_13	1	5	3	500	0.0464588019672786	0.0464588019672786
KOmodel_43-OEmodel_132	KOmodel_43	OEmodel_13	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_22-OEmodel_192	KOmodel_22	OEmodel_19	1	3	3	502	0.0311564641784898	0.0311564641784898
KOmodel_3-OEmodel_202	KOmodel_3	OEmodel_20	1	5	3	500	0.0464588019672786	0.0464588019672786
KOmodel_28-OEmodel_202	KOmodel_28	OEmodel_20	1	3	3	502	0.0311564641784898	0.0311564641784898
KOmodel_45-OEmodel_202	KOmodel_45	OEmodel_20	1	2	3	503	0.0234365953671629	0.0234365953671629
KOmodel_20-OEmodel_512	KOmodel_20	OEmodel_51	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_60-OEmodel_542	KOmodel_60	OEmodel_54	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_3-OEmodel_472	KOmodel_3	OEmodel_47	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_18-OEmodel_472	KOmodel_18	OEmodel_47	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_11-OEmodel_242	KOmodel_11	OEmodel_24	1	4	2	502	0.0292379621273583	0.0292379621273583
KOmodel_32-OEmodel_552	KOmodel_32	OEmodel_55	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_34-OEmodel_552	KOmodel_34	OEmodel_55	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_8-OEmodel_282	KOmodel_8	OEmodel_28	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_37-OEmodel_282	KOmodel_37	OEmodel_28	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_59-OEmodel_562	KOmodel_59	OEmodel_56	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_29-OEmodel_522	KOmodel_29	OEmodel_52	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_9-OEmodel_432	KOmodel_9	OEmodel_43	1	4	2	502	0.0292379621273583	0.0292379621273583
KOmodel_56-OEmodel_432	KOmodel_56	OEmodel_43	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_5-OEmodel_532	KOmodel_5	OEmodel_53	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_29-OEmodel_532	KOmodel_29	OEmodel_53	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_32-OEmodel_452	KOmodel_32	OEmodel_45	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_3-OEmodel_262	KOmodel_3	OEmodel_26	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_10-OEmodel_592	KOmodel_10	OEmodel_59	1	4	2	502	0.0292379621273583	0.0292379621273583
KOmodel_61-OEmodel_592	KOmodel_61	OEmodel_59	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_45-OEmodel_592	KOmodel_45	OEmodel_59	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_26-OEmodel_312	KOmodel_26	OEmodel_31	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_40-OEmodel_312	KOmodel_40	OEmodel_31	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_7-OEmodel_422	KOmodel_7	OEmodel_42	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_8-OEmodel_292	KOmodel_8	OEmodel_29	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_24-OEmodel_392	KOmodel_24	OEmodel_39	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_39-OEmodel_222	KOmodel_39	OEmodel_22	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_1-OEmodel_332	KOmodel_1	OEmodel_33	1	7	2	499	0.0465041176998805	0.0465041176998805
KOmodel_60-OEmodel_332	KOmodel_60	OEmodel_33	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_44-OEmodel_332	KOmodel_44	OEmodel_33	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_47-OEmodel_372	KOmodel_47	OEmodel_37	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_42-OEmodel_352	KOmodel_42	OEmodel_35	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_10-OEmodel_492	KOmodel_10	OEmodel_49	1	4	2	502	0.0292379621273583	0.0292379621273583
KOmodel_31-OEmodel_492	KOmodel_31	OEmodel_49	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_5-OEmodel_462	KOmodel_5	OEmodel_46	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_13-OEmodel_342	KOmodel_13	OEmodel_34	1	4	2	502	0.0292379621273583	0.0292379621273583
KOmodel_7-OEmodel_412	KOmodel_7	OEmodel_41	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_3-OEmodel_412	KOmodel_3	OEmodel_41	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_43-OEmodel_412	KOmodel_43	OEmodel_41	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_15-OEmodel_442	KOmodel_15	OEmodel_44	1	4	2	502	0.0292379621273583	0.0292379621273583
KOmodel_5-OEmodel_572	KOmodel_5	OEmodel_57	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_1-OEmodel_322	KOmodel_1	OEmodel_32	1	7	2	499	0.0465041176998805	0.0465041176998805
KOmodel_18-OEmodel_322	KOmodel_18	OEmodel_32	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_19-OEmodel_322	KOmodel_19	OEmodel_32	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_39-OEmodel_482	KOmodel_39	OEmodel_48	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_27-OEmodel_302	KOmodel_27	OEmodel_30	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_26-OEmodel_302	KOmodel_26	OEmodel_30	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_19-OEmodel_252	KOmodel_19	OEmodel_25	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_41-OEmodel_252	KOmodel_41	OEmodel_25	1	2	2	504	0.017612161542315	0.017612161542315
KOmodel_12-OEmodel_582	KOmodel_12	OEmodel_58	1	4	2	502	0.0292379621273583	0.0292379621273583
KOmodel_25-OEmodel_582	KOmodel_25	OEmodel_58	1	3	2	503	0.0234365953671632	0.0234365953671632
KOmodel_6-OEmodel_232	KOmodel_6	OEmodel_23	1	5	2	501	0.0350163075908858	0.0350163075908858
KOmodel_23-WTmodel_21	KOmodel_23	WTmodel_2	1	3	5	504	0.046101889746526	0.046101889746526
KOmodel_61-WTmodel_21	KOmodel_61	WTmodel_2	1	2	5	505	0.0347459598625558	0.0347459598625558
KOmodel_37-WTmodel_11	KOmodel_37	WTmodel_1	1	2	5	505	0.0347459598625558	0.0347459598625558
KOmodel_22-WTmodel_31	KOmodel_22	WTmodel_3	1	3	5	504	0.046101889746526	0.046101889746526
KOmodel_12-WTmodel_41	KOmodel_12	WTmodel_4	1	4	4	504	0.0479759528315032	0.0479759528315032
KOmodel_30-WTmodel_51	KOmodel_30	WTmodel_5	1	3	4	505	0.0385312698238793	0.0385312698238793
KOmodel_13-WTmodel_71	KOmodel_13	WTmodel_7	1	4	4	504	0.0479759528315032	0.0479759528315032
KOmodel_11-WTmodel_71	KOmodel_11	WTmodel_7	1	4	4	504	0.0479759528315032	0.0479759528315032
KOmodel_19-WTmodel_71	KOmodel_19	WTmodel_7	1	3	4	505	0.0385312698238793	0.0385312698238793
KOmodel_26-WTmodel_91	KOmodel_26	WTmodel_9	1	3	4	505	0.0385312698238793	0.0385312698238793
KOmodel_16-WTmodel_111	KOmodel_16	WTmodel_11	1	4	3	505	0.0385312698238793	0.0385312698238793
KOmodel_12-WTmodel_111	KOmodel_12	WTmodel_11	1	4	3	505	0.0385312698238793	0.0385312698238793
KOmodel_22-WTmodel_241	KOmodel_22	WTmodel_24	1	3	3	506	0.0309156759214944	0.0309156759214944
KOmodel_4-WTmodel_281	KOmodel_4	WTmodel_28	1	5	3	504	0.0461018897465262	0.0461018897465262
KOmodel_13-WTmodel_231	KOmodel_13	WTmodel_23	1	4	3	505	0.0385312698238793	0.0385312698238793
KOmodel_18-WTmodel_221	KOmodel_18	WTmodel_22	1	3	3	506	0.0309156759214944	0.0309156759214944
KOmodel_47-WTmodel_221	KOmodel_47	WTmodel_22	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_23-WTmodel_121	KOmodel_23	WTmodel_12	1	3	3	506	0.0309156759214944	0.0309156759214944
KOmodel_39-WTmodel_121	KOmodel_39	WTmodel_12	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_55-WTmodel_291	KOmodel_55	WTmodel_29	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_35-WTmodel_291	KOmodel_35	WTmodel_29	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_11-WTmodel_271	KOmodel_11	WTmodel_27	1	4	3	505	0.0385312698238793	0.0385312698238793
KOmodel_41-WTmodel_271	KOmodel_41	WTmodel_27	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_11-WTmodel_141	KOmodel_11	WTmodel_14	1	4	3	505	0.0385312698238793	0.0385312698238793
KOmodel_21-WTmodel_141	KOmodel_21	WTmodel_14	1	3	3	506	0.0309156759214944	0.0309156759214944
KOmodel_3-WTmodel_161	KOmodel_3	WTmodel_16	1	5	3	504	0.0461018897465262	0.0461018897465262
KOmodel_25-WTmodel_161	KOmodel_25	WTmodel_16	1	3	3	506	0.0309156759214944	0.0309156759214944
KOmodel_59-WTmodel_161	KOmodel_59	WTmodel_16	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_34-WTmodel_161	KOmodel_34	WTmodel_16	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_44-WTmodel_131	KOmodel_44	WTmodel_13	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_16-WTmodel_201	KOmodel_16	WTmodel_20	1	4	3	505	0.0385312698238793	0.0385312698238793
KOmodel_31-WTmodel_201	KOmodel_31	WTmodel_20	1	3	3	506	0.0309156759214944	0.0309156759214944
KOmodel_8-WTmodel_261	KOmodel_8	WTmodel_26	1	5	3	504	0.0461018897465262	0.0461018897465262
KOmodel_19-WTmodel_261	KOmodel_19	WTmodel_26	1	3	3	506	0.0309156759214944	0.0309156759214944
KOmodel_41-WTmodel_261	KOmodel_41	WTmodel_26	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_5-WTmodel_151	KOmodel_5	WTmodel_15	1	5	3	504	0.0461018897465262	0.0461018897465262
KOmodel_10-WTmodel_151	KOmodel_10	WTmodel_15	1	4	3	505	0.0385312698238793	0.0385312698238793
KOmodel_43-WTmodel_151	KOmodel_43	WTmodel_15	1	2	3	507	0.0232549302766049	0.0232549302766049
KOmodel_57-WTmodel_301	KOmodel_57	WTmodel_30	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_5-WTmodel_411	KOmodel_5	WTmodel_41	1	5	2	505	0.0347459598625559	0.0347459598625559
KOmodel_40-WTmodel_411	KOmodel_40	WTmodel_41	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_62-WTmodel_561	KOmodel_62	WTmodel_56	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_17-WTmodel_401	KOmodel_17	WTmodel_40	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_25-WTmodel_401	KOmodel_25	WTmodel_40	1	3	2	507	0.0232549302766046	0.0232549302766046
KOmodel_59-WTmodel_531	KOmodel_59	WTmodel_53	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_38-WTmodel_531	KOmodel_38	WTmodel_53	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_17-WTmodel_571	KOmodel_17	WTmodel_57	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_13-WTmodel_501	KOmodel_13	WTmodel_50	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_32-WTmodel_381	KOmodel_32	WTmodel_38	1	3	2	507	0.0232549302766046	0.0232549302766046
KOmodel_52-WTmodel_481	KOmodel_52	WTmodel_48	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_37-WTmodel_481	KOmodel_37	WTmodel_48	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_11-WTmodel_461	KOmodel_11	WTmodel_46	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_32-WTmodel_461	KOmodel_32	WTmodel_46	1	3	2	507	0.0232549302766046	0.0232549302766046
KOmodel_6-WTmodel_361	KOmodel_6	WTmodel_36	1	5	2	505	0.0347459598625559	0.0347459598625559
KOmodel_17-WTmodel_451	KOmodel_17	WTmodel_45	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_45-WTmodel_451	KOmodel_45	WTmodel_45	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_2-WTmodel_581	KOmodel_2	WTmodel_58	1	6	2	504	0.0404575222302331	0.0404575222302331
KOmodel_36-WTmodel_581	KOmodel_36	WTmodel_58	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_26-WTmodel_551	KOmodel_26	WTmodel_55	1	3	2	507	0.0232549302766046	0.0232549302766046
KOmodel_46-WTmodel_551	KOmodel_46	WTmodel_55	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_3-WTmodel_431	KOmodel_3	WTmodel_43	1	5	2	505	0.0347459598625559	0.0347459598625559
KOmodel_17-WTmodel_441	KOmodel_17	WTmodel_44	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_47-WTmodel_441	KOmodel_47	WTmodel_44	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_51-WTmodel_441	KOmodel_51	WTmodel_44	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_15-WTmodel_421	KOmodel_15	WTmodel_42	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_46-WTmodel_421	KOmodel_46	WTmodel_42	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_1-WTmodel_311	KOmodel_1	WTmodel_31	1	7	2	503	0.0461465092525837	0.0461465092525837
KOmodel_15-WTmodel_311	KOmodel_15	WTmodel_31	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_37-WTmodel_331	KOmodel_37	WTmodel_33	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_1-WTmodel_371	KOmodel_1	WTmodel_37	1	7	2	503	0.0461465092525837	0.0461465092525837
KOmodel_44-WTmodel_371	KOmodel_44	WTmodel_37	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_9-WTmodel_471	KOmodel_9	WTmodel_47	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_19-WTmodel_471	KOmodel_19	WTmodel_47	1	3	2	507	0.0232549302766046	0.0232549302766046
KOmodel_46-WTmodel_471	KOmodel_46	WTmodel_47	1	2	2	508	0.0174753736510226	0.0174753736510226
KOmodel_4-WTmodel_341	KOmodel_4	WTmodel_34	1	5	2	505	0.0347459598625559	0.0347459598625559
KOmodel_28-WTmodel_341	KOmodel_28	WTmodel_34	1	3	2	507	0.0232549302766046	0.0232549302766046
KOmodel_24-WTmodel_341	KOmodel_24	WTmodel_34	1	3	2	507	0.0232549302766046	0.0232549302766046
KOmodel_6-WTmodel_541	KOmodel_6	WTmodel_54	1	5	2	505	0.0347459598625559	0.0347459598625559
KOmodel_16-WTmodel_521	KOmodel_16	WTmodel_52	1	4	2	506	0.0290117774458978	0.0290117774458978
KOmodel_35-WTmodel_521	KOmodel_35	WTmodel_52	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_21-WTmodel_1	OEmodel_21	WTmodel_1	1	3	5	504	0.046101889746526	0.046101889746526
OEmodel_56-WTmodel_3	OEmodel_56	WTmodel_3	1	2	5	505	0.0347459598625558	0.0347459598625558
OEmodel_52-WTmodel_3	OEmodel_52	WTmodel_3	1	2	5	505	0.0347459598625558	0.0347459598625558
OEmodel_26-WTmodel_3	OEmodel_26	WTmodel_3	1	2	5	505	0.0347459598625558	0.0347459598625558
OEmodel_48-WTmodel_3	OEmodel_48	WTmodel_3	1	2	5	505	0.0347459598625558	0.0347459598625558
OEmodel_8-WTmodel_4	OEmodel_8	WTmodel_4	1	4	4	504	0.0479759528315032	0.0479759528315032
OEmodel_38-WTmodel_4	OEmodel_38	WTmodel_4	1	2	4	506	0.0290117774458981	0.0290117774458981
OEmodel_15-WTmodel_6	OEmodel_15	WTmodel_6	1	3	4	505	0.0385312698238793	0.0385312698238793
OEmodel_5-WTmodel_5	OEmodel_5	WTmodel_5	1	4	4	504	0.0479759528315032	0.0479759528315032
OEmodel_29-WTmodel_5	OEmodel_29	WTmodel_5	1	2	4	506	0.0290117774458981	0.0290117774458981
OEmodel_6-WTmodel_10	OEmodel_6	WTmodel_10	1	4	4	504	0.0479759528315032	0.0479759528315032
OEmodel_38-WTmodel_10	OEmodel_38	WTmodel_10	1	2	4	506	0.0290117774458981	0.0290117774458981
OEmodel_32-WTmodel_7	OEmodel_32	WTmodel_7	1	2	4	506	0.0290117774458981	0.0290117774458981
OEmodel_30-WTmodel_9	OEmodel_30	WTmodel_9	1	2	4	506	0.0290117774458981	0.0290117774458981
OEmodel_57-WTmodel_8	OEmodel_57	WTmodel_8	1	2	4	506	0.0290117774458981	0.0290117774458981
OEmodel_25-WTmodel_8	OEmodel_25	WTmodel_8	1	2	4	506	0.0290117774458981	0.0290117774458981
OEmodel_4-WTmodel_24	OEmodel_4	WTmodel_24	1	5	3	504	0.0461018897465262	0.0461018897465262
OEmodel_49-WTmodel_24	OEmodel_49	WTmodel_24	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_6-WTmodel_28	OEmodel_6	WTmodel_28	1	4	3	505	0.0385312698238793	0.0385312698238793
OEmodel_13-WTmodel_28	OEmodel_13	WTmodel_28	1	3	3	506	0.0309156759214944	0.0309156759214944
OEmodel_15-WTmodel_23	OEmodel_15	WTmodel_23	1	3	3	506	0.0309156759214944	0.0309156759214944
OEmodel_51-WTmodel_23	OEmodel_51	WTmodel_23	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_17-WTmodel_25	OEmodel_17	WTmodel_25	1	3	3	506	0.0309156759214944	0.0309156759214944
OEmodel_54-WTmodel_25	OEmodel_54	WTmodel_25	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_14-WTmodel_22	OEmodel_14	WTmodel_22	1	3	3	506	0.0309156759214944	0.0309156759214944
OEmodel_47-WTmodel_22	OEmodel_47	WTmodel_22	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_5-WTmodel_12	OEmodel_5	WTmodel_12	1	4	3	505	0.0385312698238793	0.0385312698238793
OEmodel_18-WTmodel_29	OEmodel_18	WTmodel_29	1	3	3	506	0.0309156759214944	0.0309156759214944
OEmodel_24-WTmodel_27	OEmodel_24	WTmodel_27	2	1	2	508	0.000136703774275872	0.000136703774275872
OEmodel_45-WTmodel_27	OEmodel_45	WTmodel_27	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_4-WTmodel_14	OEmodel_4	WTmodel_14	2	4	2	505	0.000678170210646143	0.000678170210646143
OEmodel_47-WTmodel_16	OEmodel_47	WTmodel_16	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_48-WTmodel_13	OEmodel_48	WTmodel_13	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_49-WTmodel_20	OEmodel_49	WTmodel_20	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_25-WTmodel_26	OEmodel_25	WTmodel_26	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_22-WTmodel_21	OEmodel_22	WTmodel_21	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_7-WTmodel_18	OEmodel_7	WTmodel_18	1	4	3	505	0.0385312698238793	0.0385312698238793
OEmodel_49-WTmodel_15	OEmodel_49	WTmodel_15	1	2	3	507	0.0232549302766049	0.0232549302766049
OEmodel_46-WTmodel_41	OEmodel_46	WTmodel_41	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_17-WTmodel_56	OEmodel_17	WTmodel_56	1	3	2	507	0.0232549302766046	0.0232549302766046
OEmodel_36-WTmodel_56	OEmodel_36	WTmodel_56	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_10-WTmodel_40	OEmodel_10	WTmodel_40	1	4	2	506	0.0290117774458978	0.0290117774458978
OEmodel_56-WTmodel_53	OEmodel_56	WTmodel_53	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_3-WTmodel_57	OEmodel_3	WTmodel_57	1	5	2	505	0.0347459598625559	0.0347459598625559
OEmodel_10-WTmodel_57	OEmodel_10	WTmodel_57	1	4	2	506	0.0290117774458978	0.0290117774458978
OEmodel_2-WTmodel_50	OEmodel_2	WTmodel_50	1	6	2	504	0.0404575222302331	0.0404575222302331
OEmodel_15-WTmodel_50	OEmodel_15	WTmodel_50	1	3	2	507	0.0232549302766046	0.0232549302766046
OEmodel_1-WTmodel_38	OEmodel_1	WTmodel_38	1	6	2	504	0.0404575222302331	0.0404575222302331
OEmodel_8-WTmodel_38	OEmodel_8	WTmodel_38	1	4	2	506	0.0290117774458978	0.0290117774458978
OEmodel_50-WTmodel_51	OEmodel_50	WTmodel_51	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_28-WTmodel_48	OEmodel_28	WTmodel_48	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_55-WTmodel_46	OEmodel_55	WTmodel_46	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_59-WTmodel_45	OEmodel_59	WTmodel_45	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_34-WTmodel_45	OEmodel_34	WTmodel_45	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_8-WTmodel_39	OEmodel_8	WTmodel_39	1	4	2	506	0.0290117774458978	0.0290117774458978
OEmodel_23-WTmodel_39	OEmodel_23	WTmodel_39	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_9-WTmodel_49	OEmodel_9	WTmodel_49	1	4	2	506	0.0290117774458978	0.0290117774458978
OEmodel_50-WTmodel_49	OEmodel_50	WTmodel_49	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_20-WTmodel_43	OEmodel_20	WTmodel_43	1	3	2	507	0.0232549302766046	0.0232549302766046
OEmodel_46-WTmodel_43	OEmodel_46	WTmodel_43	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_37-WTmodel_44	OEmodel_37	WTmodel_44	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_13-WTmodel_33	OEmodel_13	WTmodel_33	1	3	2	507	0.0232549302766046	0.0232549302766046
OEmodel_27-WTmodel_32	OEmodel_27	WTmodel_32	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_4-WTmodel_35	OEmodel_4	WTmodel_35	1	5	2	505	0.0347459598625559	0.0347459598625559
OEmodel_39-WTmodel_34	OEmodel_39	WTmodel_34	1	2	2	508	0.0174753736510226	0.0174753736510226
OEmodel_23-WTmodel_54	OEmodel_23	WTmodel_54	1	2	2	508	0.0174753736510226	0.0174753736510226
