ID	group	Group
730	ASV_67	OEmodel_66	OE
731	ASV_151	OEmodel_134	OE
732	ASV_359	OEmodel_61	OE
733	ASV_323	OEmodel_135	OE
734	ASV_568	OEmodel_64	OE
735	ASV_44	WTmodel_2	WT
736	ASV_289	WTmodel_2	WT
737	ASV_53	WTmodel_2	WT
738	ASV_343	WTmodel_2	WT
739	ASV_728	WTmodel_2	WT
740	ASV_321	WTmodel_1	WT
741	ASV_20	WTmodel_1	WT
742	ASV_27	WTmodel_1	WT
743	ASV_148	WTmodel_1	WT
744	ASV_348	WTmodel_1	WT
745	ASV_150	WTmodel_3	WT
746	ASV_107	WTmodel_3	WT
747	ASV_290	WTmodel_3	WT
748	ASV_249	WTmodel_3	WT
749	ASV_468	WTmodel_3	WT
750	ASV_484	WTmodel_2	WT
751	ASV_406	WTmodel_1	WT
752	ASV_4	WTmodel_3	WT
753	ASV_57	WTmodel_4	WT
754	ASV_244	WTmodel_4	WT
755	ASV_26	WTmodel_4	WT
756	ASV_64	WTmodel_4	WT
757	ASV_479	WTmodel_6	WT
758	ASV_523	WTmodel_6	WT
759	ASV_241	WTmodel_6	WT
760	ASV_114	WTmodel_6	WT
761	ASV_115	WTmodel_5	WT
762	ASV_335	WTmodel_5	WT
763	ASV_439	WTmodel_5	WT
764	ASV_482	WTmodel_5	WT
765	ASV_43	WTmodel_10	WT
766	ASV_529	WTmodel_10	WT
767	ASV_302	WTmodel_10	WT
768	ASV_300	WTmodel_10	WT
769	ASV_36	WTmodel_7	WT
770	ASV_126	WTmodel_7	WT
771	ASV_380	WTmodel_7	WT
772	ASV_431	WTmodel_7	WT
773	ASV_539	WTmodel_9	WT
774	ASV_179	WTmodel_9	WT
775	ASV_198	WTmodel_9	WT
776	ASV_553	WTmodel_9	WT
777	ASV_240	WTmodel_8	WT
778	ASV_592	WTmodel_8	WT
779	ASV_259	WTmodel_8	WT
780	ASV_218	WTmodel_8	WT
781	ASV_1591	WTmodel_4	WT
782	ASV_28	WTmodel_6	WT
783	ASV_358	WTmodel_5	WT
784	ASV_212	WTmodel_10	WT
785	ASV_330	WTmodel_7	WT
786	ASV_11	WTmodel_9	WT
787	ASV_21	WTmodel_8	WT
788	ASV_119	WTmodel_11	WT
789	ASV_428	WTmodel_11	WT
790	ASV_659	WTmodel_11	WT
791	ASV_547	WTmodel_24	WT
792	ASV_364	WTmodel_24	WT
793	ASV_386	WTmodel_24	WT
794	ASV_331	WTmodel_19	WT
795	ASV_552	WTmodel_19	WT
796	ASV_341	WTmodel_19	WT
797	ASV_98	WTmodel_28	WT
798	ASV_153	WTmodel_28	WT
799	ASV_669	WTmodel_28	WT
800	ASV_104	WTmodel_23	WT
801	ASV_396	WTmodel_23	WT
802	ASV_299	WTmodel_23	WT
803	ASV_141	WTmodel_25	WT
804	ASV_369	WTmodel_25	WT
805	ASV_425	WTmodel_25	WT
806	ASV_18	WTmodel_22	WT
807	ASV_306	WTmodel_22	WT
808	ASV_270	WTmodel_22	WT
809	ASV_1156	WTmodel_12	WT
810	ASV_392	WTmodel_12	WT
811	ASV_329	WTmodel_12	WT
812	ASV_46	WTmodel_29	WT
813	ASV_81	WTmodel_29	WT
814	ASV_497	WTmodel_29	WT
815	ASV_83	WTmodel_27	WT
816	ASV_33	WTmodel_27	WT
817	ASV_70	WTmodel_27	WT
818	ASV_99	WTmodel_14	WT
819	ASV_74	WTmodel_14	WT
820	ASV_239	WTmodel_14	WT
821	ASV_86	WTmodel_16	WT
822	ASV_283	WTmodel_16	WT
823	ASV_236	WTmodel_16	WT
824	ASV_413	WTmodel_13	WT
825	ASV_278	WTmodel_13	WT
826	ASV_24	WTmodel_13	WT
827	ASV_42	WTmodel_20	WT
828	ASV_54	WTmodel_20	WT
829	ASV_191	WTmodel_20	WT
830	ASV_77	WTmodel_26	WT
831	ASV_433	WTmodel_26	WT
832	ASV_326	WTmodel_26	WT
833	ASV_430	WTmodel_21	WT
834	ASV_456	WTmodel_21	WT
835	ASV_276	WTmodel_21	WT
836	ASV_530	WTmodel_17	WT
837	ASV_399	WTmodel_17	WT
838	ASV_272	WTmodel_17	WT
839	ASV_254	WTmodel_18	WT
840	ASV_101	WTmodel_18	WT
841	ASV_162	WTmodel_18	WT
842	ASV_129	WTmodel_15	WT
843	ASV_229	WTmodel_15	WT
844	ASV_202	WTmodel_15	WT
845	ASV_135	WTmodel_11	WT
846	ASV_208	WTmodel_24	WT
847	ASV_106	WTmodel_19	WT
848	ASV_666	WTmodel_28	WT
849	ASV_414	WTmodel_23	WT
850	ASV_397	WTmodel_25	WT
851	ASV_2	WTmodel_22	WT
852	ASV_324	WTmodel_12	WT
853	ASV_166	WTmodel_29	WT
854	ASV_38	WTmodel_27	WT
855	ASV_50	WTmodel_14	WT
856	ASV_228	WTmodel_16	WT
857	ASV_72	WTmodel_13	WT
858	ASV_9	WTmodel_20	WT
859	ASV_588	WTmodel_26	WT
860	ASV_284	WTmodel_21	WT
861	ASV_307	WTmodel_17	WT
862	ASV_407	WTmodel_18	WT
863	ASV_105	WTmodel_15	WT
864	ASV_8	WTmodel_30	WT
865	ASV_440	WTmodel_30	WT
866	ASV_49	WTmodel_41	WT
867	ASV_394	WTmodel_41	WT
868	ASV_243	WTmodel_56	WT
869	ASV_291	WTmodel_56	WT
870	ASV_113	WTmodel_40	WT
871	ASV_718	WTmodel_40	WT
872	ASV_35	WTmodel_53	WT
873	ASV_130	WTmodel_53	WT
874	ASV_22	WTmodel_57	WT
875	ASV_160	WTmodel_57	WT
876	ASV_313	WTmodel_50	WT
877	ASV_305	WTmodel_50	WT
878	ASV_41	WTmodel_38	WT
879	ASV_217	WTmodel_38	WT
880	ASV_34	WTmodel_51	WT
881	ASV_445	WTmodel_51	WT
882	ASV_213	WTmodel_48	WT
883	ASV_186	WTmodel_48	WT
884	ASV_108	WTmodel_46	WT
885	ASV_288	WTmodel_46	WT
886	ASV_87	WTmodel_36	WT
887	ASV_152	WTmodel_36	WT
888	ASV_116	WTmodel_45	WT
889	ASV_76	WTmodel_45	WT
890	ASV_346	WTmodel_39	WT
891	ASV_363	WTmodel_39	WT
892	ASV_62	WTmodel_58	WT
893	ASV_412	WTmodel_58	WT
894	ASV_48	WTmodel_55	WT
895	ASV_157	WTmodel_55	WT
896	ASV_353	WTmodel_49	WT
897	ASV_436	WTmodel_49	WT
898	ASV_66	WTmodel_43	WT
899	ASV_377	WTmodel_43	WT
900	ASV_294	WTmodel_44	WT
901	ASV_194	WTmodel_44	WT
902	ASV_332	WTmodel_42	WT
903	ASV_309	WTmodel_42	WT
904	ASV_296	WTmodel_31	WT
905	ASV_89	WTmodel_31	WT
906	ASV_102	WTmodel_33	WT
907	ASV_223	WTmodel_33	WT
908	ASV_203	WTmodel_37	WT
909	ASV_2488	WTmodel_37	WT
910	ASV_471	WTmodel_32	WT
911	ASV_504	WTmodel_32	WT
912	ASV_246	WTmodel_35	WT
913	ASV_451	WTmodel_35	WT
914	ASV_494	WTmodel_47	WT
915	ASV_375	WTmodel_47	WT
916	ASV_78	WTmodel_34	WT
917	ASV_250	WTmodel_34	WT
918	ASV_426	WTmodel_54	WT
919	ASV_371	WTmodel_54	WT
920	ASV_344	WTmodel_52	WT
921	ASV_381	WTmodel_52	WT
922	ASV_434	WTmodel_30	WT
923	ASV_314	WTmodel_41	WT
924	ASV_237	WTmodel_56	WT
925	ASV_32	WTmodel_40	WT
926	ASV_111	WTmodel_53	WT
927	ASV_128	WTmodel_57	WT
928	ASV_192	WTmodel_50	WT
929	ASV_526	WTmodel_38	WT
930	ASV_100	WTmodel_51	WT
931	ASV_421	WTmodel_48	WT
932	ASV_187	WTmodel_46	WT
933	ASV_73	WTmodel_36	WT
934	ASV_390	WTmodel_45	WT
935	ASV_185	WTmodel_39	WT
936	ASV_710	WTmodel_58	WT
937	ASV_391	WTmodel_55	WT
938	ASV_47	WTmodel_49	WT
939	ASV_263	WTmodel_43	WT
940	ASV_345	WTmodel_44	WT
941	ASV_490	WTmodel_42	WT
942	ASV_193	WTmodel_31	WT
943	ASV_10	WTmodel_33	WT
944	ASV_142	WTmodel_37	WT
945	ASV_398	WTmodel_32	WT
946	ASV_227	WTmodel_35	WT
947	ASV_164	WTmodel_47	WT
948	ASV_245	WTmodel_34	WT
949	ASV_172	WTmodel_54	WT
950	ASV_630	WTmodel_52	WT
951	ASV_349	WTmodel_108	WT
952	ASV_7	WTmodel_59	WT
953	ASV_334	WTmodel_78	WT
954	ASV_84	WTmodel_72	WT
955	ASV_221	WTmodel_65	WT
956	ASV_230	WTmodel_63	WT
957	ASV_219	WTmodel_137	WT
958	ASV_158	WTmodel_136	WT
959	ASV_233	WTmodel_134	WT
960	ASV_112	WTmodel_131	WT
961	ASV_489	WTmodel_130	WT
962	ASV_303	WTmodel_128	WT
963	ASV_422	WTmodel_126	WT
964	ASV_492	WTmodel_125	WT
965	ASV_393	WTmodel_123	WT
966	ASV_460	WTmodel_122	WT
967	ASV_69	WTmodel_120	WT
968	ASV_264	WTmodel_119	WT
969	ASV_499	WTmodel_115	WT
970	ASV_336	WTmodel_114	WT
971	ASV_594	WTmodel_110	WT
972	ASV_359	WTmodel_106	WT
973	ASV_247	WTmodel_105	WT
974	ASV_411	WTmodel_104	WT
975	ASV_370	WTmodel_103	WT
976	ASV_215	WTmodel_102	WT
977	ASV_95	WTmodel_101	WT
978	ASV_374	WTmodel_127	WT
979	ASV_67	WTmodel_124	WT
980	ASV_295	WTmodel_118	WT
981	ASV_255	WTmodel_111	WT
982	ASV_304	WTmodel_107	WT
983	ASV_286	WTmodel_100	WT
984	ASV_124	WTmodel_99	WT
985	ASV_927	WTmodel_98	WT
986	ASV_178	WTmodel_97	WT
987	ASV_88	WTmodel_96	WT
988	ASV_183	WTmodel_109	WT
989	ASV_543	WTmodel_95	WT
990	ASV_275	WTmodel_94	WT
991	ASV_161	WTmodel_93	WT
992	ASV_267	WTmodel_92	WT
993	ASV_461	WTmodel_91	WT
994	ASV_401	WTmodel_112	WT
995	ASV_188	WTmodel_87	WT
996	ASV_273	WTmodel_113	WT
997	ASV_447	WTmodel_90	WT
998	ASV_140	WTmodel_89	WT
999	ASV_325	WTmodel_88	WT
1000	ASV_448	WTmodel_116	WT
1001	ASV_441	WTmodel_74	WT
1002	ASV_138	WTmodel_117	WT
1003	ASV_180	WTmodel_86	WT
1004	ASV_383	WTmodel_85	WT
1005	ASV_242	WTmodel_64	WT
1006	ASV_285	WTmodel_121	WT
1007	ASV_385	WTmodel_84	WT
1008	ASV_308	WTmodel_83	WT
1009	ASV_463	WTmodel_82	WT
1010	ASV_301	WTmodel_81	WT
1011	ASV_347	WTmodel_80	WT
1012	ASV_195	WTmodel_79	WT
1013	ASV_93	WTmodel_77	WT
1014	ASV_581	WTmodel_76	WT
1015	ASV_444	WTmodel_75	WT
1016	ASV_337	WTmodel_61	WT
1017	ASV_222	WTmodel_129	WT
1018	ASV_505	WTmodel_62	WT
1019	ASV_216	WTmodel_60	WT
1020	ASV_163	WTmodel_132	WT
1021	ASV_168	WTmodel_73	WT
1022	ASV_281	WTmodel_133	WT
1023	ASV_355	WTmodel_71	WT
1024	ASV_318	WTmodel_70	WT
1025	ASV_519	WTmodel_69	WT
1026	ASV_470	WTmodel_135	WT
1027	ASV_319	WTmodel_68	WT
1028	ASV_472	WTmodel_67	WT
1029	ASV_802	WTmodel_66	WT
1030	ASV_125	WTmodel_108	WT
1031	ASV_174	WTmodel_59	WT
1032	ASV_266	WTmodel_78	WT
1033	ASV_340	WTmodel_72	WT
1034	ASV_16	WTmodel_65	WT
1035	ASV_159	WTmodel_63	WT
1036	ASV_97	WTmodel_137	WT
1037	ASV_350	WTmodel_136	WT
1038	ASV_167	WTmodel_134	WT
1039	ASV_234	WTmodel_131	WT
1040	ASV_30	WTmodel_130	WT
1041	ASV_3	WTmodel_128	WT
1042	ASV_136	WTmodel_126	WT
1043	ASV_17	WTmodel_125	WT
1044	ASV_39	WTmodel_123	WT
1045	ASV_593	WTmodel_122	WT
1046	ASV_123	WTmodel_120	WT
1047	ASV_328	WTmodel_119	WT
1048	ASV_61	WTmodel_115	WT
1049	ASV_144	WTmodel_114	WT
1050	ASV_169	WTmodel_110	WT
1051	ASV_418	WTmodel_106	WT
1052	ASV_85	WTmodel_105	WT
1053	ASV_596	WTmodel_104	WT
1054	ASV_251	WTmodel_103	WT
1055	ASV_201	WTmodel_102	WT
1056	ASV_338	WTmodel_101	WT
1057	ASV_13	WTmodel_127	WT
1058	ASV_231	WTmodel_124	WT
1059	ASV_165	WTmodel_118	WT
1060	ASV_258	WTmodel_111	WT
1061	ASV_177	WTmodel_107	WT
1062	ASV_235	WTmodel_100	WT
1063	ASV_316	WTmodel_99	WT
1064	ASV_372	WTmodel_98	WT
1065	ASV_52	WTmodel_97	WT
1066	ASV_491	WTmodel_96	WT
1067	ASV_628	WTmodel_109	WT
1068	ASV_320	WTmodel_95	WT
1069	ASV_19	WTmodel_94	WT
1070	ASV_45	WTmodel_93	WT
1071	ASV_551	WTmodel_92	WT
1072	ASV_224	WTmodel_91	WT
1073	ASV_261	WTmodel_112	WT
1074	ASV_274	WTmodel_87	WT
1075	ASV_209	WTmodel_113	WT
1076	ASV_59	WTmodel_90	WT
1077	ASV_2411	WTmodel_89	WT
1078	ASV_277	WTmodel_88	WT
1079	ASV_23	WTmodel_116	WT
1080	ASV_149	WTmodel_74	WT
1081	ASV_92	WTmodel_117	WT
1082	ASV_742	WTmodel_86	WT
1083	ASV_103	WTmodel_85	WT
1084	ASV_134	WTmodel_64	WT
1085	ASV_280	WTmodel_121	WT
1086	ASV_211	WTmodel_84	WT
1087	ASV_238	WTmodel_83	WT
1088	ASV_65	WTmodel_82	WT
1089	ASV_56	WTmodel_81	WT
1090	ASV_257	WTmodel_80	WT
1091	ASV_269	WTmodel_79	WT
1092	ASV_478	WTmodel_77	WT
1093	ASV_360	WTmodel_76	WT
1094	ASV_480	WTmodel_75	WT
1095	ASV_542	WTmodel_61	WT
1096	ASV_262	WTmodel_129	WT
1097	ASV_91	WTmodel_62	WT
1098	ASV_147	WTmodel_60	WT
1099	ASV_365	WTmodel_132	WT
1100	ASV_333	WTmodel_73	WT
1101	ASV_143	WTmodel_133	WT
1102	ASV_122	WTmodel_71	WT
1103	ASV_170	WTmodel_70	WT
1104	ASV_205	WTmodel_69	WT
1105	ASV_204	WTmodel_135	WT
1106	ASV_271	WTmodel_68	WT
1107	ASV_297	WTmodel_67	WT
1108	ASV_1348	WTmodel_66	WT
