ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	DS07P016	DS10P016	DS08P017	DS07P037	DS07P049	DS10P049	DS07P054	DS10P054	DS07P060	DS07P065	DS07P076	DS10P166	DS07P172	DS08P191	DS07P193
ASV_26	-1.018	15.181	0.20374507195708	0.479475742731373	NotSig	1.572	2.994	0.214	1.278	0.258	0.301	0.123	1.23	0.404	0.007	0.093	0.55	1.211	16.011	7.746	0.022	3.138	3.364	0.361	0.16	0.263	0.347	0.243	0.179	2.726	0.084	0.487	0.084	0.148	0.136	0.831	0.379	0.925	0.434	0.44	0.083	0.582	0.013	0.051	12.092	16.262	7.058	5.474
ASV_130	-1.062	10.066	0.204273689210999	0.479475742731373	NotSig	0.064	0.139	0.116	0.268	0.307	0.079	0.01	0.007	0.002	0.637	0.098	0.001	0	0.035	0	0.001	0.003	0.003	0.052	0.008	0.001	0.01	0.014	0.011	0.002	0	0.001	0	0.482	0.535	0.203	0.073	0.009	0.234	0.004	0.034	0.047	0.344	0.012	0	0	0.01	0.098
ASV_97	0.938	11.878	0.220937082438801	0.511484478522704	NotSig	0.271	0.174	0.438	0.14	0.114	0.485	0.013	0.468	0.01	0.003	0.036	0.021	0.755	0.073	0.016	0	0.016	0.06	0.029	0.049	0.524	0.265	0.217	1.726	0.333	0.443	0.319	0.502	0.087	0.086	0.166	0.276	0.202	0.091	0.256	0.041	0.848	0.003	0.138	0.004	0.004	0.084	0.324
ASV_169	-1.386	8.332	0.233113322575808	0.532380425882588	NotSig	0.024	0.053	0.005	0.026	0.125	0.361	0	0.086	0	0.004	0.002	0	0.003	0	0	0	0	0.011	0	0	0	0	0.001	0	0	0	0	0	0.004	0.017	0.094	0.337	0	0.002	0.306	0.037	0	0.001	0	0	0	0	0
ASV_93	-1.045	9.603	0.245044048693199	0.549417012049074	NotSig	0.057	0.127	0.149	0.417	0.299	0.214	0.003	0.002	0	0.251	0.049	0.003	0.009	0.01	0	0.013	0	0.033	0	0.027	0	0.001	0.001	0.001	0	0	0	0	0.696	0.324	0.455	0.152	0.017	0.028	0.015	0.014	0.131	0.051	0.011	0	0	0.013	0.005
ASV_141	1.041	10.168	0.247075106010235	0.549417012049074	NotSig	0.086	0.076	0.017	0.062	0.781	0.036	0.006	0.055	0.01	0	0.024	0.003	0.001	0.387	0	0.047	0	0.014	0.031	0.004	0.445	0.01	0.034	0.14	0	0.002	0.061	0.062	0.048	0.477	0.255	0.01	0.06	0.172	0.022	0	0.015	0	0.067	0.008	0.006	0	0.003
ASV_67	1.356	13.209	0.262089288467657	0.57523493183161	NotSig	0.448	0.206	0.002	0.002	0.108	0.083	0.274	0.046	0.006	0.066	0.035	10.689	0.001	0.008	0.128	0.001	0.163	0	0.005	0.003	0.005	0.006	0.003	0.004	0	0	0	0	0	0.001	0.002	0.218	0.027	0	0.028	0.01	0.013	0.023	1.389	0	1.291	0.076	0.006
ASV_54	0.983	13.315	0.274011124533964	0.593690769823589	NotSig	0.605	0.495	0.115	0.112	0.1	0.092	0.641	0.626	1.439	0.011	0.127	0.013	0.003	7.76	0	0	0.083	0.412	0.045	0.01	0.014	0.019	0.015	0.175	3.055	0.106	0.556	0.193	0.027	0.239	0.128	0.078	3.004	0.685	0.397	0.02	1.748	0.008	0.167	0.444	0.004	0.261	0.219
ASV_113	-0.873	12.858	0.278533025688894	0.595849130904089	NotSig	0.323	0.448	0.312	0.203	0.08	0.088	1.467	0.748	0.082	0	0.078	1.266	0.224	0.252	0.004	0	0.017	0.029	0.01	0.125	0.064	1.235	0.164	0.496	0.553	0.311	0.294	0.288	0.179	0.143	0.175	0.081	0.566	0.209	0.579	0.23	0.679	0.003	3.506	0.086	0.003	0	0.278
ASV_48	1.162	10.922	0.292133124812954	0.612039032591184	NotSig	0.288	0.118	0.601	5.043	0.033	0.603	0.012	0.257	0.002	0.222	0.02	0	0	0	0.656	0.009	0	0	0.014	0	0	0	0.001	0.02	0	0	0	0.001	0.168	0.256	0.317	0.548	0.005	0.002	0.044	0.001	0.241	0.169	0.019	0	0.003	0.001	0
ASV_16	-1.168	12.095	0.297729670345058	0.612039032591184	NotSig	0.321	0.53	4.716	0.125	0.102	2.05	0.003	0.134	0	1.176	0.002	0	0	0	0	0.007	0	0	0.001	0.003	0.001	0.007	0	0.009	0	0.001	0.004	0	1.159	1.97	0.09	1.377	0.002	0.114	0.469	0.008	0.002	2.756	0	0.001	0	0.003	0
ASV_129	0.944	12.121	0.299606889472201	0.612039032591184	NotSig	0.358	0.141	0.247	0.102	0.03	0.06	0.006	0.055	0.001	0.001	0.004	0.067	0.392	0.048	0.01	0	1.176	3.937	0.01	0.012	0.06	0.258	0.099	0.305	0.014	0.129	0.102	2.175	0.108	0.031	0.263	0.022	0.009	0.016	0.056	0.016	0.011	0.001	0.007	0	0.243	0.004	1.331
ASV_64	-1.511	14.16	0.300587217189753	0.612039032591184	NotSig	0.879	1.822	1.447	0.081	0.008	1.567	0.012	0	0	19.713	0.006	0	0	0	0	0	0.004	0	0	0.003	0	0.001	0	0	0	0	0	0	6.254	3.328	0.081	0.418	0.003	0.012	0.003	0	0	17.227	0	0	0.001	0	0
ASV_106	1.376	14.466	0.317111161743395	0.637997456364687	NotSig	0.461	0.883	0	0.018	0	0.013	0.053	0.192	10.612	0	0.057	0	0.302	0.006	0.639	0.004	0.001	0	0.003	0.057	0.003	0.003	0.001	0.011	0	0	0	0	0	0.01	0.012	0.002	0.034	0.067	0.029	0.024	12.961	0	0.067	0	0.004	0.026	0.002
ASV_7	0.829	15.204	0.33011531977783	0.645811719475582	NotSig	1.613	1.764	0.952	0.58	0.294	0.511	3.51	4.211	7.542	0.001	0.371	2.612	0.268	0.163	2.323	0.001	0.191	0.068	0.566	0.466	0.861	1.301	6.23	5.342	0.596	1.723	1.238	0.021	0.096	0.403	0.868	2.012	6.313	3.919	0.491	1.57	5.52	0.007	4.584	0.09	0.015	0.006	0.569
ASV_235	-0.761	9.932	0.331531916151391	0.645811719475582	NotSig	0.05	0.145	0.026	0.068	0.108	0.182	0.001	0.01	0	0.19	0.068	0	0.137	0.004	0.016	0.081	0.032	0.011	0.034	0.045	0.023	0.128	0.025	0.019	0	0.008	0.048	0.034	0.532	0.911	0.376	0.103	0	0.012	0.012	0.036	0.004	0.169	0.002	0.008	0	0	0.006
ASV_77	-0.849	10.272	0.332459287540684	0.645811719475582	NotSig	0.1	0.185	0.158	0.843	0.471	0.186	0.007	0.002	0.001	0.717	0.023	0.003	0.003	0.008	0	0.012	0	0.04	0.004	0.106	0.001	0.007	0.001	0	0	0	0	0	0.723	0.358	0.894	0.127	0.009	0.139	0.008	0.01	0.137	0.234	0.004	0.004	0.001	0.117	0.006
ASV_95	-1.172	10.253	0.337736791241867	0.648608155907676	NotSig	0.067	0.099	0.007	0.096	0.191	0.073	0.003	0.002	0	1.218	0.007	0	0	0	0.001	0	0	0	0.016	0	0	0.003	0	0.122	0	0	0	0	0.01	0.071	0.118	0.103	0	0.005	0.001	0.003	0	1.166	0.001	0	0	0	0
ASV_87	0.761	12.918	0.352757586357346	0.669843057240355	NotSig	0.513	0.39	0.3	0.244	0.169	0.182	0.006	1.055	0.012	0.039	0.188	0.041	2.447	0.026	0.001	0.009	0.057	0.003	0.07	0.084	0.787	1.135	0.525	3.316	2.357	0.167	0.108	0.01	0.085	0.038	0.4	0.22	0.149	0.039	0.482	0.086	1.574	0.004	0.198	0.014	0.065	2.281	0.208
ASV_69	-0.748	12.578	0.363942930691227	0.678280064790621	NotSig	0.26	0.491	0.281	0.151	0.047	0.049	0.034	0.655	0.415	0	0.029	0.267	0.074	3.015	0.013	0	0.052	0	0.008	0.006	0.043	0.09	0.064	0.18	0.671	0.137	0.37	0.103	0.052	0.509	0.258	0.044	0.268	1.082	0.325	0.121	0.844	0	0.445	2.718	0.27	0.001	0.425
ASV_38	-0.769	14.604	0.36522772719495	0.678280064790621	NotSig	0.485	1.807	0.211	0.177	0.039	0.122	0.444	0.125	5.139	0.008	0.089	2.386	0.046	1.583	0.456	0.059	0.013	0.024	0.027	0.073	0.515	0.124	0.185	0.395	0.182	0.142	0.037	0.006	0.357	0.533	0.177	0.134	2.828	0.309	0.056	2.944	0.187	0.035	1.615	12.532	2.702	2.587	0.113
ASV_33	-0.716	10.04	0.380410563202513	0.698797665013312	NotSig	0.092	0.149	0.231	0.135	0.485	0.94	0.003	0.151	0	0.134	0.034	0	0.018	0.004	0	0.001	0.023	0.067	0.011	0.005	0.001	0.015	0.022	0.005	0	0.061	0.012	0.024	0.052	0.29	0.234	0.775	0.009	0.016	0.638	0.125	0.007	0.061	0.014	0	0	0.019	0
ASV_43	0.633	12.627	0.394360406641276	0.710820459551946	NotSig	0.37	0.345	0.341	0.797	0.321	0.464	0.06	0.23	0.004	0.2	1.819	0.007	1.137	0.192	0.378	1.262	0.186	0.163	1.371	0.147	0.009	0.191	0.014	0.023	0.108	0.004	0.032	0.151	0.594	0.697	0.495	0.428	0.041	0.142	0.298	0.093	0.129	0.708	0.02	0.619	0.032	0.622	0.262
ASV_52	0.788	13.157	0.395997575478795	0.710820459551946	NotSig	0.548	0.37	0.125	0.075	0.025	0.068	0.095	0.468	0.007	0.054	0.456	0.161	0.001	0.852	0.044	0.023	0.264	0.004	11.214	0.048	0.059	0.066	0.062	0.064	0	0	0.001	0.025	0.195	0.182	0.062	0.005	0.246	0.156	0.211	1.971	0.045	0.011	0.112	1.6	0.227	0.028	0.499
ASV_70	0.879	10.42	0.399573631109082	0.710820459551946	NotSig	0.087	0.102	0.17	0.159	0.302	0.135	0.001	0	0.002	0.081	0	0.354	0	0	0.001	0	0	0.029	0.007	0.012	0.416	0.309	0.15	0.05	0	0.08	0	0	0.16	0.161	0.727	0.066	0.002	0.005	0.008	0.003	0.004	0.035	0	0	0	0.36	0
ASV_128	-0.864	5.465	0.408921282002422	0.71270178621559	NotSig	0	0.001	0	0	0.008	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0.004	0	0	0	0	0
ASV_177	-0.79	8.933	0.411370437054753	0.71270178621559	NotSig	0.029	0.043	0.086	0.013	0.042	0.015	0.013	0.206	0.001	0	0.006	0	0	0	0	0.02	0.218	0	0.003	0.013	0.003	0.004	0.006	0.117	0	0	0	0	0.021	0.001	0.01	0.037	0.019	0.098	0.098	0.002	0	0	0.025	0	0.322	0	0.017
ASV_8	-0.67	13.947	0.413282692598389	0.71270178621559	NotSig	0.859	1.25	1.461	1.262	0.385	0.547	0.152	2.535	0.001	0	0.284	0.003	0.037	0.389	0.003	0.028	0.004	0.031	0.1	0.164	1.038	1.541	0.55	2.874	5.655	1.016	2.224	0.042	0.116	0.238	3.221	1.355	1.567	0.272	1.439	0.574	0.045	0	0.506	0.045	0.236	1.343	7.789
ASV_32	-0.633	11.101	0.428405976567375	0.729128651011231	NotSig	0.169	0.331	1.175	0.227	0.183	0.526	0.035	0.132	0.033	0.156	0.03	0	0.001	0	0	0.005	0.433	0.068	0.01	0.064	0.009	0.032	0.031	0.017	0	0.003	0.007	1.205	0.534	2.903	0.284	0.213	0.031	0.332	0.109	0.315	0.026	0.138	0.002	0.001	0.003	0.006	0.073
ASV_124	0.704	12.511	0.431437071604279	0.729128651011231	NotSig	0.21	0.275	0.118	0.083	0.039	0.041	0.178	0.043	1.625	0	0.031	0.015	0.058	1.122	0.712	0.011	0.013	0.161	0.018	0.866	0.062	0.029	0.055	0.099	0	0.04	0.005	0.042	0.002	0.044	0.168	0.083	0.142	0.197	0.24	0.123	0.176	0	0.019	0.114	2.625	0.095	0.092
ASV_3	0.649	15.32	0.454504621550199	0.750001109194822	NotSig	3.216	2.843	3.285	5.389	1.277	2.272	0.12	26.412	0.068	1.318	0.073	0.027	19.546	0.024	3.496	2.695	5.479	10.227	0.584	0.187	0.045	0.261	0.006	0.107	0	0.201	0.498	0.032	0.467	2.396	5.968	4.103	0.993	2.93	20.917	2.428	1.877	0.152	0.01	0.036	0.021	0.09	0.265
ASV_88	-0.612	12.134	0.456287012253676	0.750001109194822	NotSig	0.135	0.492	0.08	0.031	0.044	0.006	0.512	0.043	0.553	0.003	0.006	0.301	0.047	0.055	0.003	0.005	0.101	0.06	0.007	0.032	0.399	0.157	0.376	0.129	0.004	0.12	0.261	0.179	0.01	0.119	0.012	0.022	0.089	4.332	0.027	1.555	0.079	0.028	0.971	0.013	0.118	0	0.003
ASV_40	-0.563	12.372	0.458519493087159	0.750001109194822	NotSig	0.258	0.589	0.171	0.268	0.227	0.248	0.026	0.101	0.017	1.113	0.267	0.018	1.07	0.263	0.129	0.759	0.256	0.722	0.03	0.08	0.009	0.773	0.015	0.015	0	0.007	0.01	0.117	0.74	3.408	1.495	0.042	0.019	0.281	0.117	0.258	0.095	2.231	0.007	0.046	0.034	0.024	0.035
ASV_18	0.722	15.683	0.46153914411989	0.750001109194822	NotSig	1.953	2.597	0.212	2.889	0.244	0.141	11.124	8.22	14.468	0.006	0.158	3.889	1.643	0.032	5.294	0.016	0	0.003	0.102	0.084	0.048	0.269	0.249	0.138	0.282	0.457	0.764	0.043	0.004	0.146	2.634	0.117	0.713	0.065	13.082	0.1	15.538	0.007	0.085	0.001	0.089	0.231	6.137
ASV_46	0.668	10.323	0.47393297308406	0.762806404297201	NotSig	0.166	0.091	0.861	1.398	0.584	0.173	0.012	0.945	0.017	0.127	0.006	0	0.006	0	0.029	0	0.025	0.003	0.1	0	0.004	0.001	0	0.004	0	0	0.014	0.003	0.374	0.116	0.151	0.232	0.072	0.019	0.253	0.006	0.073	0.064	0.005	0.004	0	0	0.005
ASV_84	0.881	9.283	0.479327901165123	0.764211465065149	NotSig	0.103	0.04	0.07	0.089	2.29	0.107	0.006	0.012	0	0.006	0.002	0	0	0.003	0	0	0	0	0.078	0.001	0	0	0	0	0	0	0	0.006	0.002	0.062	0.059	0.144	0.017	0.019	0.018	0.274	0	0	0	0	0	0	0
ASV_20	-0.672	10.938	0.492135585466079	0.777298261156704	NotSig	0.134	0.211	0.176	0.132	0.396	0.246	0.028	0.703	0.027	0.218	0.104	0.001	0	0	0.003	0.178	1.245	0.001	0.012	0	0	0.016	0	0	0	0	0	0.008	0	0.027	0.123	0.394	0.039	0.276	0.227	0.414	1.381	0.158	0.011	0	0	0	0.119
ASV_99	-0.699	11.886	0.497683662451429	0.778637699516687	NotSig	0.188	0.39	0.086	0.057	0.039	0.169	0.047	0.067	0.079	0.008	0.047	0.126	0	3.728	0.001	0.001	0	0.006	0	0	0	0.001	0	0	0.011	0	0.006	0.412	0	0.563	0.042	0.208	0.106	0.009	0.084	4.656	0.026	0.007	0.072	0.072	0.006	0	0.003
ASV_75	0.687	11.242	0.506333060884592	0.778637699516687	NotSig	0.267	0.225	1.827	0.075	0.194	1.276	0.013	0.038	0	0.934	0.087	0	0	0	0	0.061	2.229	0.094	0.016	0.023	0.006	0.051	0.014	0.009	0	0	0	0	1.17	0.156	0.119	1.663	0.012	0.033	0.035	0.105	0	0.079	0.004	0	0	0.003	0.002
ASV_35	0.604	11.861	0.521549514157885	0.778637699516687	NotSig	0.312	0.282	0.317	0.287	0.042	0.045	0.216	1.954	0.001	0	0.101	0.101	0.169	0.632	0	0	0.033	0.009	0.01	0	0	0.001	0	0	2.372	0.107	0.963	0.756	0.021	1.078	0.097	0.039	0.166	1.302	0.997	0.092	0.002	0	0.059	0.092	0.196	0.085	0.002
ASV_5	0.523	13.009	0.523635519055111	0.778637699516687	NotSig	0.592	0.809	0.766	2.048	1.85	2.618	0.518	0.23	0.052	0.105	0.205	0.028	0.035	0.006	0.004	0.352	0	0.408	0.2	0.075	3.02	0.486	0.133	2.007	0	0.049	0.133	0.062	1.735	1.039	2.037	3.436	0.87	1.344	0.295	0.079	0.981	0.107	0.128	0.001	0.003	0	0.086
ASV_210	-0.653	12.307	0.526922589325729	0.778637699516687	NotSig	0.101	0.343	0.003	0.003	0.019	0.036	0.179	0.139	1.261	0	0.055	0	0	0.004	0.359	0	0.216	0.007	0.041	0.019	0.014	0.039	0.01	0.011	0	0	0	0.208	0.002	0.003	0.005	0.015	0.665	0.058	0.059	0.316	1.203	0	0.03	0.348	0.016	0	2.425
ASV_151	0.723	8.649	0.527030873631096	0.778637699516687	NotSig	0.06	0.039	0.005	1.283	0.039	0.098	0.004	0.005	0.006	0.031	0.001	0	0	0	0	0	0	0	0.018	0	0	0.067	0	0	0	0	0.002	0	0.006	0.047	0.405	0.034	0.044	0.005	0.001	0	0.028	0.011	0	0	0	0	0.002
ASV_27	-0.492	13.441	0.528384297028993	0.778637699516687	NotSig	0.499	0.9	0.19	0.247	0.061	0.088	0.318	0.686	0.016	0.001	0.273	0.243	0.108	0.071	5.304	0.136	0.319	0.113	0.029	0.192	0.033	0.058	0.02	0.295	1.194	2.036	0.925	0.029	0.01	0.095	0.57	0.262	3.621	0.423	0.398	0.285	0.028	0.013	0.336	1.315	5.693	0.184	0.274
ASV_41	-0.535	10.536	0.532743654787102	0.778637699516687	NotSig	0.081	0.145	0.116	0.115	0.075	0.028	0.051	0.01	0.044	0.281	0.061	0.003	0	0	0.024	0.131	0	0.063	0.016	0.006	0.004	0.306	0.008	0.004	0	0.007	0.725	0.041	0.029	0.081	0.106	0.029	0.056	0.095	0.023	1.609	0.114	0.013	0.02	0	0	0	0.003
ASV_83	0.626	9.462	0.534449545230389	0.778637699516687	NotSig	0.104	0.061	0.503	1.086	0.701	0.237	0.003	0.062	0	0	0	0	0	0.001	0	0	0.003	0	0.016	0	0	0.004	0.006	0.007	0	0.031	0.001	0.034	0.226	0.156	0.09	0.289	0.007	0.007	0.056	0.01	0.011	0	0.002	0.01	0	0.045	0.002
ASV_34	-0.447	12.918	0.555592624976059	0.791845053207917	NotSig	0.434	0.727	0.247	0.503	0.061	0.085	0.136	0.575	0.076	0.001	0.066	0.094	0.069	0.015	0.757	0	0.509	0.955	0.05	0.944	0.237	0.249	0.353	1.093	2.409	0.045	0.602	1.15	0.054	0.065	0.769	0.029	0.238	0.2	0.623	0.052	5.906	0.004	0.098	0.064	0.146	2.623	0.035
ASV_85	0.488	13.37	0.556352321191036	0.791845053207917	NotSig	0.553	0.485	0.192	0.531	0.036	0.026	0.026	0.235	0.01	0.071	7.009	0.024	0.376	0.037	0.225	0.104	0.807	2.677	0.05	0.259	0.427	0.229	0.185	0.123	0.034	0.138	0.512	0.038	0.148	0.209	0.204	0.093	0.029	0.03	0.092	0.006	0.429	0.024	0.081	0.22	0.065	3.458	2.189
ASV_44	-0.426	9.544	0.573046931292184	0.791845053207917	NotSig	0.054	0.106	0.507	0.127	0.1	0.141	0.012	0.01	0.002	0.025	0.016	0.011	0.001	0.001	0.034	0.04	0.14	0.01	0.007	0.033	0.006	0.039	0.045	0.032	0	0	0	0.074	0.116	0.875	0.23	0.056	0.005	0.156	0.021	0.055	0	0.056	0.006	0.003	0.003	0.001	0.011
ASV_140	-0.56	8.059	0.577249580369616	0.791845053207917	NotSig	0.025	0.045	0.07	0.042	0.1	0.387	0.004	0.01	0	0.015	0.007	0	0	0	0	0	0	0	0	0	0	0	0.001	0.008	0	0	0.015	0.001	0.006	0.059	0.047	0.457	0.062	0.007	0.021	0.003	0	0.006	0.001	0.001	0	0	0
ASV_146	-0.506	9.455	0.581068078955119	0.791845053207917	NotSig	0.047	0.056	0.012	0.39	0.097	0.081	0.004	0.005	0.002	0.289	0.098	0	0.028	0.026	0.028	0.013	0	0.084	0.045	0.004	0	0.004	0	0.003	0.001	0	0	0	0.012	0.123	0.111	0.064	0	0.033	0.001	0.003	0.071	0.409	0.002	0	0.001	0.01	0
ASV_103	-0.435	11.794	0.581750056033978	0.791845053207917	NotSig	0.195	0.275	0.036	0.057	0.072	0.028	0.019	0.276	0.04	0	0.055	0.001	0.257	0.069	0	0.004	0.502	0.054	0.014	0.04	0.047	0.023	0.064	0.443	0.818	0.673	1.122	0.348	0.008	0.033	0.102	0.078	0.166	0.023	0.58	0.034	1.83	0	0.02	0.133	0.205	0.134	0.776
ASV_58	0.435	9.673	0.586803515150662	0.791845053207917	NotSig	0.087	0.085	0.058	0.932	0.119	0.261	0.006	0.041	0.007	0.415	0.019	0	0.003	0.006	0.004	0.001	0	0.049	0.087	0.017	0.005	0.149	0.031	0.036	0	0	0.002	0.003	0.048	0.047	0.571	0.296	0.077	0.1	0.007	0.006	0.021	0.065	0.014	0.006	0	0.012	0.009
ASV_31	0.464	13.973	0.589468357845389	0.791845053207917	NotSig	1.035	0.743	0.24	0.292	0.033	0.09	0.09	1.424	0.276	0	0.203	0.515	1.938	0.001	7.005	0.019	5.336	0.001	0.055	0.07	0.17	0.274	0.07	0.189	7.736	0.167	0.656	0.056	0.044	0.122	0.225	0.154	0.335	0.16	0.992	0.08	1.725	0.01	0.101	1.637	3.537	0.021	2.003
ASV_118	-0.607	11.187	0.59035899162531	0.791845053207917	NotSig	0.126	0.251	0	0	0.003	0.25	0.06	0.379	0.014	0	0.127	0	0.472	0	0.001	0	0	0.472	0.026	0.956	0.013	0.435	0.029	0.038	0	0	0	0	0	0	0	0.68	0.009	0.002	0.457	0.131	2.289	0	0.015	0	0.184	0.003	0
ASV_30	0.528	11.229	0.590369684640222	0.791845053207917	NotSig	0.309	0.237	1.87	0.83	0.122	3.892	0.023	0.034	0.002	0.007	0.081	0	0	0	0	0	0.021	0.076	0.02	0.403	0.028	0.492	0.039	0.072	0	0	0	0.01	1.141	0.39	0.208	1.154	0.024	0.311	0.047	0.22	0.047	0.011	0	0	0	0.006	0.003
ASV_135	0.602	8.601	0.606575932659298	0.807175847397018	NotSig	0.057	0.04	0.058	0.096	0.089	1.154	0.009	0.012	0	0	0.001	0	0.001	0	0	0	0.015	0.04	0	0	0	0	0	0	0	0	0	0	0.002	0.01	0.026	0.44	0.031	0.023	0.065	0.001	0	0.001	0	0	0	0.003	0.002
ASV_60	-0.469	13.385	0.627094830186761	0.808630861701007	NotSig	0.332	0.622	0.226	0.244	0.025	0.141	0.257	0.022	1.839	0.011	0.018	0	0.122	0.046	0	0	0	0.003	0.03	0.094	0.075	0.16	0.918	1.86	0.473	0.64	1.434	0	0.031	0.25	0.182	0.768	0.405	0.418	0.016	0.015	0.047	0.007	0.025	0.575	0.004	0	6.589
ASV_144	-0.538	8.518	0.627475309763907	0.808630861701007	NotSig	0.026	0.028	0.082	0.041	0.055	0.118	0.004	0	0	0.355	0	0	0	0	0	0	0	0.004	0.001	0	0	0.009	0	0.009	0	0	0.001	0	0.008	0.075	0.042	0.034	0	0.026	0.004	0.005	0.011	0.212	0.002	0	0	0	0
ASV_119	-0.458	12.524	0.63574391058066	0.808630861701007	NotSig	0.29	0.276	0.065	0.005	0.017	0.004	0.013	0.005	0.003	0.036	0.017	0.078	0.001	0.046	0	0.007	0.077	1.598	0.034	0.251	0.986	0.121	0.775	0.5	0	0.103	0.04	2.754	0.064	0.074	0.016	0.002	0.007	0.808	0.03	0.185	0	0.01	2.933	0	0.009	0	0.003
ASV_63	-0.389	10.598	0.644623302824181	0.808630861701007	NotSig	0.133	0.168	0.44	0.507	0.194	0.147	0.01	1.499	0.012	0.304	0.004	0.006	0.003	0	0.025	0	0.044	0.043	0.087	0.006	0.01	0.068	0.025	0.028	0	0	0.001	0	0.592	0.133	0.348	0.122	0.185	0.007	0.134	0.007	0.853	0.071	0.004	0.001	0	0.062	0.002
ASV_66	0.515	8.748	0.648257008982773	0.808630861701007	NotSig	0.019	0.027	0	0.062	0	0	0.036	0.007	0.013	0	0.113	0	0	0.004	0	0.083	0	0	0.004	0.003	0.004	0.007	0.055	0.107	0	0.002	0	0	0	0.03	0.033	0.22	0.009	0	0	0	0.004	0	0.055	0.004	0	0	0.044
ASV_121	0.345	8.508	0.661203766843475	0.808630861701007	NotSig	0.03	0.029	0.079	0.026	0.152	0.085	0.018	0.002	0	0.127	0.04	0.001	0	0.001	0	0.003	0.007	0.011	0.03	0.048	0.009	0.015	0.001	0.019	0	0.001	0	0.103	0.031	0.11	0.055	0.034	0.007	0.072	0.009	0.041	0.013	0.034	0.006	0	0	0.021	0
ASV_207	-0.459	11.158	0.661433777240263	0.808630861701007	NotSig	0.107	0.184	0	0.003	0.003	0	0.048	0	0	0	0.119	0	0	0.177	0.015	0.031	0.258	0.034	1.636	0.088	0.018	0.149	0.014	0.016	0.002	0	0	0.185	0	0.004	0	0	0.032	0.077	0.015	0.174	0.004	0	0.03	0.046	0.267	2.095	0.014
ASV_17	0.349	10.716	0.662493243579359	0.808630861701007	NotSig	0.134	0.136	0.091	0.166	0.114	0.594	0.061	0.007	0.09	1.042	0.018	0.011	0.026	0	0.021	0.009	0.184	0.094	0.004	0.061	0.009	0.769	0.013	0.008	0	0.011	0.071	0.021	0.037	0.232	0.242	0.381	0.021	0.423	0.013	0.225	0.045	0.394	0.016	0	0.004	0	0.002
ASV_101	0.504	6	0.66377464666999	0.808630861701007	NotSig	0.004	0.002	0	0	0.069	0.013	0.004	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002	0.005	0.014	0.007	0.003	0	0	0	0	0	0	0	0
ASV_108	-0.414	8.526	0.664048666701519	0.808630861701007	NotSig	0.035	0.056	0.005	0.463	0.127	0.214	0.001	0.005	0.001	0.025	0	0	0.004	0	0	0.039	0	0.006	0.004	0.006	0.005	0.009	0.003	0.004	0	0	0	0	0.008	0.12	0.313	0.281	0.003	0	0.004	0.047	0.007	0.047	0.002	0	0	0	0
ASV_50	0.477	9.326	0.67033071910521	0.808630861701007	NotSig	0.068	0.065	0.101	0.013	0.014	0.827	0.025	0.079	0	0.584	0.01	0	0	0	0	0	0	0.098	0	0.003	0	0.001	0	0.005	0	0	0	0	0	0.007	0.029	0.399	0.041	0.299	0.08	0.091	0.004	0.007	0.001	0	0	0.013	0
ASV_137	0.369	11.263	0.67324708865364	0.808630861701007	NotSig	0.144	0.096	0.026	0.013	0	0.004	0.044	0.002	0.004	0	0.065	0.138	0.084	1.402	0.36	0.231	0.04	0.304	0.014	0.629	0.041	0.201	0.085	0.026	0	0.011	0.021	0	0.004	0.112	0.047	0.027	0.017	0.046	0.003	0.007	0.127	0	0.518	0.215	0.176	0.121	0.026
ASV_127	-0.466	10.332	0.677026758871128	0.808630861701007	NotSig	0.096	0.167	0.123	0.125	0.003	0	0.031	0.489	0	0.001	0.002	0.001	0	0	0	0	0	0.049	0	0	0	0	0	0	0.296	0.007	0.022	1.346	0.106	0.181	0.104	0.007	0.046	1.147	0.163	0.751	0	0.001	0.001	0	0.001	0	0
ASV_59	-0.38	13.378	0.678681542460932	0.808630861701007	NotSig	0.572	0.822	0.063	0.068	0.058	0.171	10.297	0.201	0.041	0	0.168	0.025	0.248	0.966	0.676	0.001	0.96	0.387	0.037	0.057	0.01	0.079	0.039	0.026	0	0.016	0.006	0.259	0.062	0.235	0.173	0.335	7.157	0.346	0.074	0.199	0.064	0.003	0.244	0.196	0	0	3.248
ASV_37	-0.383	11.215	0.679441315748775	0.808630861701007	NotSig	0.252	0.373	1.341	0.297	4.331	0.047	0.029	0.005	0.002	0.013	0.002	0.199	0.003	0	0	0	0	0.004	0.001	0.013	0.071	0.041	0.014	0.02	0	0.076	0.024	0.02	1.218	1.155	0.518	0.105	0.038	2.41	0.02	0.056	0.004	0.045	0.001	0.014	0	0.01	0
