ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083
ASV_1	-0.258	15.679	0.712840894713976	0.836597994490707	NotSig	3.761	6.242	13.375	10.78	5.455	11.016	0.352	0.839	0.042	9.19	4.258	0.091	17.509	0.073	1.777	0.184	11.853	0.645	2.035	1.311	0.188	1.611	0.516	0.195	0.254	0.698	2.843	0.699	7.266	12.853	6.493	9.103	6.478	10.534	0.447	0.054	3.83	18.874	7.61	0.427	0.229	3.189
ASV_125	-0.342	8.625	0.748786368868662	0.870578408893309	NotSig	0.017	0.032	0.003	0	0	0	0.022	0	0.004	0.006	0.02	0.007	0	0.133	0.001	0	0	0.001	0.224	0.003	0	0.007	0	0	0	0	0	0.004	0.011	0.015	0	0.002	0	0	0.08	0.062	0.004	0.258	0.011	0.004	0.001	0.007
ASV_66	-0.328	9.015	0.753770753722049	0.870578408893309	NotSig	0.019	0.054	0	0.062	0	0	0.036	0.007	0.013	0	0.113	0	0	0.004	0	0.083	0	0	0.004	0.003	0.004	0.007	0.055	0.107	0	0.002	0	0	0.092	0	0.273	0.004	0	0.107	0	0.003	0.011	0.093	0	0.1	0.071	0.002
ASV_100	0.271	10.72	0.757248675191221	0.870578408893309	NotSig	0.107	0.073	0.19	0.167	0.006	0.019	0.193	0.149	0.012	0	0.115	0	0	0.668	0.003	0.001	0	0.076	0.087	0.102	0.146	0.379	0.155	0.109	0.134	0.001	0.068	0.001	0.051	0	0.014	0.085	0.022	0	0.031	0.345	0.016	0.113	0.047	0.115	0.179	0
ASV_95	-0.285	9.829	0.785232901982193	0.896651084020206	NotSig	0.067	0.113	0.007	0.096	0.191	0.073	0.003	0.002	0	1.218	0.007	0	0	0	0.001	0	0	0	0.016	0	0	0.003	0	0.122	0	0	0	0	0.415	0.44	0.282	0.12	0.131	0.027	0.055	0.005	0.037	0.017	0.002	0.007	0.013	0.037
ASV_3	0.207	15.453	0.81036675780354	0.91805798793251	NotSig	3.216	4.647	3.285	5.389	1.277	2.272	0.12	26.412	0.068	1.318	0.073	0.027	19.546	0.024	3.496	2.695	5.479	10.227	0.584	0.187	0.045	0.261	0.006	0.107	0	0.201	0.498	0.032	5.216	17.163	3.001	0.789	2.408	25.546	0.266	0.185	0.172	0.28	0.115	0.14	0.021	9.759
ASV_96	-0.321	8.951	0.814844367987435	0.91805798793251	NotSig	0.023	0.057	0	0.005	0.003	0	0.553	0.005	0.013	0	0.004	0	0	0	0.001	0	0	0	0	0	0.003	0	0.003	0.007	0.001	0	0.002	0	0.006	0	0	0	0	0	0	0.001	0	0.744	0.052	0	0	0.001
ASV_149	-0.206	9.602	0.835148611075753	0.920080169712854	NotSig	0.075	0.091	0.82	0.346	0.028	0.436	0.01	0	0	0.001	0.01	0	0.051	0	0	0.001	0.147	0.066	0.019	0	0	0.001	0	0.004	0	0.015	0.006	0	0.141	0.685	0.089	0.061	0.037	0.115	0	0	0.005	0.104	0.019	0.007	0	0.008
ASV_146	0.177	9.204	0.835357049601794	0.920080169712854	NotSig	0.047	0.057	0.012	0.39	0.097	0.081	0.004	0.005	0.002	0.289	0.098	0	0.028	0.026	0.028	0.013	0	0.084	0.045	0.004	0	0.004	0	0.003	0.001	0	0	0	0.125	0.236	0.014	0.099	0.159	0.067	0.008	0	0.037	0.017	0.011	0.004	0.001	0.017
ASV_62	-0.172	12.272	0.8353757766651	0.920080169712854	NotSig	0.263	0.388	0.17	0.148	0.03	0.021	1.674	0.321	0.045	0	0.08	0.541	0.544	0.238	0	0	0.007	0.007	0.007	0.015	0.193	0.268	0.08	0.289	1.207	0.289	0.441	0.214	0.182	0.022	0.085	0.049	0.012	0.016	0.121	0.248	0.021	0.246	0.088	4.112	0.225	0.004
ASV_151	-0.216	8.926	0.838416249324139	0.920080169712854	NotSig	0.06	0.066	0.005	1.283	0.039	0.098	0.004	0.005	0.006	0.031	0.001	0	0	0	0	0	0	0	0.018	0	0	0.067	0	0	0	0	0.002	0	0.015	0.041	0.014	0.454	0.066	0.259	0	0	0.028	0.001	0.003	0.023	0.003	0.017
ASV_8	0.132	13.618	0.866632161298853	0.938793848234235	NotSig	0.859	0.809	1.461	1.262	0.385	0.547	0.152	2.535	0.001	0	0.284	0.003	0.037	0.389	0.003	0.028	0.004	0.031	0.1	0.164	1.038	1.541	0.55	2.874	5.655	1.016	2.224	0.042	1.958	0.187	1.576	0.592	0.322	0.324	0.866	3.094	0.078	0.627	0.467	0.659	0.256	0.321
ASV_77	-0.148	9.963	0.868010026459416	0.938793848234235	NotSig	0.1	0.124	0.158	0.843	0.471	0.186	0.007	0.002	0.001	0.717	0.023	0.003	0.003	0.008	0	0.012	0	0.04	0.004	0.106	0.001	0.007	0.001	0	0	0	0	0	0.136	0.17	0.061	0.359	0.578	0.177	0.053	0.001	0.073	0.047	0.02	0.011	0	0.052
ASV_88	0.131	11.834	0.872271855878267	0.938793848234235	NotSig	0.135	0.231	0.08	0.031	0.044	0.006	0.512	0.043	0.553	0.003	0.006	0.301	0.047	0.055	0.003	0.005	0.101	0.06	0.007	0.032	0.399	0.157	0.376	0.129	0.004	0.12	0.261	0.179	0.035	0.019	0.038	0.024	0.003	0.013	2.55	0.128	0.13	0.141	0.035	0.08	0.014	0.023
ASV_40	0.112	12.101	0.877688923201237	0.938793848234235	NotSig	0.258	0.344	0.171	0.268	0.227	0.248	0.026	0.101	0.017	1.113	0.267	0.018	1.07	0.263	0.129	0.759	0.256	0.722	0.03	0.08	0.009	0.773	0.015	0.015	0	0.007	0.01	0.117	0.573	0.185	0.176	0.177	0.181	1.239	0.295	0.007	0.032	0.067	0.529	0.057	0.45	0.852
ASV_59	0.09	13.194	0.918255325945799	0.951724228334665	NotSig	0.572	0.664	0.063	0.068	0.058	0.171	10.297	0.201	0.041	0	0.168	0.025	0.248	0.966	0.676	0.001	0.96	0.387	0.037	0.057	0.01	0.079	0.039	0.026	0	0.016	0.006	0.259	0.145	0.121	0.209	0.057	0.056	0.107	0.203	0.07	0.635	0.401	0.192	6.847	0.194	0.065
ASV_27	0.082	13.211	0.919657189481247	0.951724228334665	NotSig	0.499	0.729	0.19	0.247	0.061	0.088	0.318	0.686	0.016	0.001	0.273	0.243	0.108	0.071	5.304	0.136	0.319	0.113	0.029	0.192	0.033	0.058	0.02	0.295	1.194	2.036	0.925	0.029	0.363	0.053	0.282	0.077	0.003	0.021	0.156	0.157	0.034	0.304	0.343	8.15	0.045	0.212
ASV_199	0.115	12.415	0.923204181243061	0.951724228334665	NotSig	0.395	0.36	0.007	0.003	0	0	0.006	0.002	0	0	0.026	0	0.003	0.075	0.003	0	0.043	0.006	0.033	0.086	0.098	6.541	0.701	0.331	0	0.011	0.025	2.277	0.002	0.012	0	0	0	0	4.839	0	0.032	0.031	0.003	0.099	0.013	0.004
ASV_22	0.074	12.155	0.933227469594907	0.951724228334665	NotSig	0.331	0.327	0.086	0.17	0.814	0.342	0.172	0.297	0.017	0.017	0.026	0.042	0	0.044	0	0.003	0	2.063	1.366	0.013	0.006	0.052	0.049	0.168	0	0	0	2.852	0.055	0.075	0.372	0.254	0.506	0.187	1.408	0.153	0.661	0.337	0.058	0.288	0.015	0.209
ASV_69	-0.069	12.281	0.933548206774536	0.951724228334665	NotSig	0.26	0.342	0.281	0.151	0.047	0.049	0.034	0.655	0.415	0	0.029	0.267	0.074	3.015	0.013	0	0.052	0	0.008	0.006	0.043	0.09	0.064	0.18	0.671	0.137	0.37	0.103	0.231	0.024	0.169	0.057	0.016	0.024	3.025	0.099	0.007	0.331	0.146	0.215	0.422	0.026
ASV_35	-0.077	12.076	0.934601087508871	0.951724228334665	NotSig	0.312	0.357	0.317	0.287	0.042	0.045	0.216	1.954	0.001	0	0.101	0.101	0.169	0.632	0	0	0.033	0.009	0.01	0	0	0.001	0	0	2.372	0.107	0.963	0.756	0.297	0.002	0.146	0.061	0.15	0.07	0.043	0.12	0.007	0.037	0.042	3.904	0.082	0.032
ASV_9	-0.057	14.116	0.934929270441004	0.951724228334665	NotSig	1.19	1.072	2.666	0.89	0.186	0.293	0.241	2.585	0.06	0.028	0.148	0.471	0.931	0.792	0.403	0.003	1.789	1.933	0.138	0.831	0.529	6.011	0.743	4.725	0.602	0.778	0.557	2.6	1.52	0.801	0.814	0.256	0.29	0.281	0.338	0.094	0.155	0.776	4.169	1.399	3.887	0.23
ASV_79	0.059	11.072	0.939325712714039	0.951724228334665	NotSig	0.149	0.238	0.039	0.309	0.097	0.701	0.045	0.002	0.01	1.325	0.074	0	0.029	0.004	0.046	0.375	0.055	0.405	0.093	0.008	0.013	0.159	0.003	0.036	0.001	0.005	0.022	0.007	0.094	0.495	0.146	0.528	0.091	0.348	0.037	0	0.046	1.401	0.107	0.013	0.013	0.014
ASV_188	-0.061	11.17	0.94046121971532	0.951724228334665	NotSig	0.128	0.162	0.005	0.01	0.017	0.009	0.133	0.012	0.007	0.039	0.022	0.001	0.044	0.003	1.011	0.235	0.122	0.037	0.064	0.29	0.006	0.117	0.008	0.001	0	0.006	1.073	0.07	0.013	0.007	0.014	0.051	0.056	0.024	0.339	0.122	0.023	0.232	1.328	0.012	0.031	0.017
ASV_135	-0.069	8.797	0.951627605089457	0.957292055119751	NotSig	0.057	0.062	0.058	0.096	0.089	1.154	0.009	0.012	0	0	0.001	0	0.001	0	0	0	0.015	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.489	0.114	0.056	0.142	0.007	0.009	0.002	0.026	0.009	0.003	0	0.011
ASV_2	0.008	16.165	0.992952255249372	0.992952255249372	NotSig	3.769	6.685	8.236	5.475	4.824	5.822	0.191	1.129	0.053	14.134	22.539	0.001	0.019	0.008	0.184	23.014	7.219	0.685	1.718	1.999	0.052	0.479	0.036	0.07	0	0.001	0.074	0.029	14.458	3.443	5.379	3.005	7.822	9.023	0.917	0.448	1.565	5.13	34.182	1.353	0.534	6.326
