group	variable	value
HS00P014	dark_sulfite_oxidation	28
HS00P019	dark_sulfite_oxidation	27
HS00P025	dark_sulfite_oxidation	0
HS00P029	dark_sulfite_oxidation	0
HS00P034	dark_sulfite_oxidation	0
HS00P036	dark_sulfite_oxidation	0
HS00P040	dark_sulfite_oxidation	0
HS00P041	dark_sulfite_oxidation	0
HS00P042	dark_sulfite_oxidation	0
HS00P044	dark_sulfite_oxidation	0
HS00P045	dark_sulfite_oxidation	0
HS00P046	dark_sulfite_oxidation	0
HS00P047	dark_sulfite_oxidation	0
HS00P048	dark_sulfite_oxidation	0
HS00P050	dark_sulfite_oxidation	0
HS00P051	dark_sulfite_oxidation	0
HS00P055	dark_sulfite_oxidation	0
HS00P056	dark_sulfite_oxidation	0
HS00P057	dark_sulfite_oxidation	0
HS00P058	dark_sulfite_oxidation	0
HS00P059	dark_sulfite_oxidation	0
HS00P061	dark_sulfite_oxidation	0
HS00P063	dark_sulfite_oxidation	0
HS00P064	dark_sulfite_oxidation	0
HS00P068	dark_sulfite_oxidation	0
HS00P071	dark_sulfite_oxidation	0
HS00P072	dark_sulfite_oxidation	0
HS00P073	dark_sulfite_oxidation	0
HS00P074	dark_sulfite_oxidation	0
HS00P075	dark_sulfite_oxidation	0
HS00P077	dark_sulfite_oxidation	0
HS00P082	dark_sulfite_oxidation	0
HS00P109	dark_sulfite_oxidation	0
HS00P110	dark_sulfite_oxidation	0
HS00P118	dark_sulfite_oxidation	0
HS00P137	dark_sulfite_oxidation	0
HS00P142	dark_sulfite_oxidation	0
HS00P167	dark_sulfite_oxidation	0
HS00P176	dark_sulfite_oxidation	0
HS00P179	dark_sulfite_oxidation	0
HS00P192	dark_sulfite_oxidation	0
HS00P198	dark_sulfite_oxidation	0
HS00P201	dark_sulfite_oxidation	0
HS00P93	dark_sulfite_oxidation	0
HS00P96	dark_sulfite_oxidation	0
HS03P003	dark_sulfite_oxidation	0
HS03P004	dark_sulfite_oxidation	0
HS03P005	dark_sulfite_oxidation	1
HS03P010	dark_sulfite_oxidation	0
HS03P011	dark_sulfite_oxidation	0
HS03P012	dark_sulfite_oxidation	0
HS03P014	dark_sulfite_oxidation	22
HS03P019	dark_sulfite_oxidation	1
HS03P024	dark_sulfite_oxidation	0
HS03P025	dark_sulfite_oxidation	0
HS03P026	dark_sulfite_oxidation	0
HS03P029	dark_sulfite_oxidation	0
HS03P031	dark_sulfite_oxidation	0
HS03P034	dark_sulfite_oxidation	0
HS03P035	dark_sulfite_oxidation	0
HS03P040	dark_sulfite_oxidation	0
HS03P041	dark_sulfite_oxidation	0
HS03P042	dark_sulfite_oxidation	0
HS03P044	dark_sulfite_oxidation	0
HS03P045	dark_sulfite_oxidation	0
HS03P046	dark_sulfite_oxidation	0
HS03P047	dark_sulfite_oxidation	0
HS03P048	dark_sulfite_oxidation	0
HS03P050	dark_sulfite_oxidation	0
HS03P051	dark_sulfite_oxidation	0
HS03P055	dark_sulfite_oxidation	0
HS03P056	dark_sulfite_oxidation	0
HS03P057	dark_sulfite_oxidation	0
HS03P058	dark_sulfite_oxidation	0
HS03P059	dark_sulfite_oxidation	0
HS03P061	dark_sulfite_oxidation	0
HS03P063	dark_sulfite_oxidation	0
HS03P064	dark_sulfite_oxidation	0
HS03P066	dark_sulfite_oxidation	0
HS03P067	dark_sulfite_oxidation	0
HS03P068	dark_sulfite_oxidation	0
HS03P071	dark_sulfite_oxidation	0
HS03P072	dark_sulfite_oxidation	0
HS03P073	dark_sulfite_oxidation	0
HS03P074	dark_sulfite_oxidation	0
HS03P075	dark_sulfite_oxidation	0
HS03P077	dark_sulfite_oxidation	0
HS07P004	dark_sulfite_oxidation	0
HS07P010	dark_sulfite_oxidation	0
HS07P011	dark_sulfite_oxidation	0
HS07P012	dark_sulfite_oxidation	0
HS07P014	dark_sulfite_oxidation	0
HS07P019	dark_sulfite_oxidation	0
HS07P024	dark_sulfite_oxidation	0
HS07P025	dark_sulfite_oxidation	0
HS07P026	dark_sulfite_oxidation	0
HS07P029	dark_sulfite_oxidation	0
HS07P031	dark_sulfite_oxidation	0
HS07P034	dark_sulfite_oxidation	0
HS07P035	dark_sulfite_oxidation	0
HS07P036	dark_sulfite_oxidation	0
HS07P040	dark_sulfite_oxidation	0
HS07P041	dark_sulfite_oxidation	0
HS07P042	dark_sulfite_oxidation	0
HS07P045	dark_sulfite_oxidation	0
HS07P046	dark_sulfite_oxidation	0
HS07P047	dark_sulfite_oxidation	0
HS07P048	dark_sulfite_oxidation	0
HS07P050	dark_sulfite_oxidation	0
HS07P051	dark_sulfite_oxidation	0
HS07P055	dark_sulfite_oxidation	0
HS07P056	dark_sulfite_oxidation	0
HS07P057	dark_sulfite_oxidation	0
HS07P058	dark_sulfite_oxidation	0
HS07P059	dark_sulfite_oxidation	0
HS07P061	dark_sulfite_oxidation	0
HS07P063	dark_sulfite_oxidation	0
HS07P064	dark_sulfite_oxidation	0
HS07P066	dark_sulfite_oxidation	0
HS07P068	dark_sulfite_oxidation	0
HS07P071	dark_sulfite_oxidation	0
HS07P072	dark_sulfite_oxidation	0
HS07P073	dark_sulfite_oxidation	0
HS07P074	dark_sulfite_oxidation	0
HS07P075	dark_sulfite_oxidation	0
HS07P077	dark_sulfite_oxidation	0
HS10P003	dark_sulfite_oxidation	0
IE03P013	dark_sulfite_oxidation	0
IE03P020	dark_sulfite_oxidation	0
IE03P027	dark_sulfite_oxidation	0
IE03P052	dark_sulfite_oxidation	0
IE03P053	dark_sulfite_oxidation	0
IE03P062	dark_sulfite_oxidation	0
IE03P069	dark_sulfite_oxidation	0
IE03P070	dark_sulfite_oxidation	0
IE07P013	dark_sulfite_oxidation	0
IE07P020	dark_sulfite_oxidation	0
IE07P027	dark_sulfite_oxidation	0
IE07P052	dark_sulfite_oxidation	0
IE07P053	dark_sulfite_oxidation	0
IE07P062	dark_sulfite_oxidation	0
IE07P069	dark_sulfite_oxidation	0
IE07P070	dark_sulfite_oxidation	0
IG00P013	dark_sulfite_oxidation	0
IG00P020	dark_sulfite_oxidation	0
IG00P052	dark_sulfite_oxidation	0
IG00P053	dark_sulfite_oxidation	0
IG00P062	dark_sulfite_oxidation	0
IG00P069	dark_sulfite_oxidation	0
IG00P070	dark_sulfite_oxidation	0
IS00P013	dark_sulfite_oxidation	0
IS00P020	dark_sulfite_oxidation	0
IS00P027	dark_sulfite_oxidation	0
IS00P033	dark_sulfite_oxidation	0
IS00P038	dark_sulfite_oxidation	0
IS00P039	dark_sulfite_oxidation	0
IS00P043	dark_sulfite_oxidation	0
IS00P052	dark_sulfite_oxidation	0
IS00P053	dark_sulfite_oxidation	0
IS00P062	dark_sulfite_oxidation	0
IS00P069	dark_sulfite_oxidation	0
IS00P070	dark_sulfite_oxidation	0
IS00P081	dark_sulfite_oxidation	0
IS00P083	dark_sulfite_oxidation	0
IS03P020	dark_sulfite_oxidation	0
IS03P027	dark_sulfite_oxidation	0
IS03P033	dark_sulfite_oxidation	0
IS03P038	dark_sulfite_oxidation	0
IS03P039	dark_sulfite_oxidation	0
IS03P043	dark_sulfite_oxidation	0
IS03P052	dark_sulfite_oxidation	0
IS03P053	dark_sulfite_oxidation	0
IS03P062	dark_sulfite_oxidation	0
IS03P069	dark_sulfite_oxidation	0
IS03P070	dark_sulfite_oxidation	0
IS03P081	dark_sulfite_oxidation	0
IS03P082	dark_sulfite_oxidation	0
IS03P083	dark_sulfite_oxidation	0
IS07P013	dark_sulfite_oxidation	0
IS07P020	dark_sulfite_oxidation	0
IS07P027	dark_sulfite_oxidation	0
IS07P033	dark_sulfite_oxidation	0
IS07P038	dark_sulfite_oxidation	0
IS07P039	dark_sulfite_oxidation	0
IS07P043	dark_sulfite_oxidation	0
IS07P052	dark_sulfite_oxidation	0
IS07P053	dark_sulfite_oxidation	0
IS07P062	dark_sulfite_oxidation	0
IS07P069	dark_sulfite_oxidation	0
IS07P070	dark_sulfite_oxidation	0
DE03P016	sulfite_respiration	0
DE03P017	sulfite_respiration	0
DE03P049	sulfite_respiration	0
DE03P054	sulfite_respiration	0
DE03P060	sulfite_respiration	0
DE03P065	sulfite_respiration	0
DE03P076	sulfite_respiration	0
DE03P081	sulfite_respiration	0
DE03P083	sulfite_respiration	0
DE07P016	sulfite_respiration	0
DE07P049	sulfite_respiration	0
DE07P054	sulfite_respiration	0
DE07P060	sulfite_respiration	0
DE07P065	sulfite_respiration	0
DE07P076	sulfite_respiration	0
DE08P017	sulfite_respiration	0
DE10P016	sulfite_respiration	0
DG00P016	sulfite_respiration	0
DG00P017	sulfite_respiration	0
DG00P049	sulfite_respiration	0
DG00P054	sulfite_respiration	0
DG00P060	sulfite_respiration	0
DG00P076	sulfite_respiration	0
DG00P081	sulfite_respiration	0
DG00P083	sulfite_respiration	0
DS00P030	sulfite_respiration	0
DS00P037	sulfite_respiration	1
DS00P049	sulfite_respiration	0
DS00P054	sulfite_respiration	0
DS00P060	sulfite_respiration	2
DS00P065	sulfite_respiration	0
DS00P076	sulfite_respiration	0
DS00P119	sulfite_respiration	34
DS00P138	sulfite_respiration	41
DS00P140	sulfite_respiration	6
DS00P166	sulfite_respiration	0
DS00P172	sulfite_respiration	161
DS00P180	sulfite_respiration	3
DS00P191	sulfite_respiration	12
DS00P193	sulfite_respiration	9
DS00P194	sulfite_respiration	48
DS00P196	sulfite_respiration	0
DS03P016	sulfite_respiration	0
DS03P017	sulfite_respiration	0
DS03P030	sulfite_respiration	0
DS03P037	sulfite_respiration	0
DS03P049	sulfite_respiration	0
DS03P054	sulfite_respiration	0
DS03P060	sulfite_respiration	5
DS03P065	sulfite_respiration	0
DS03P076	sulfite_respiration	0
DS03P237	sulfite_respiration	1
DS03P239	sulfite_respiration	4
DS03P245	sulfite_respiration	2
DS03P272	sulfite_respiration	1
DS03P279	sulfite_respiration	2
DS03P288	sulfite_respiration	0
DS03P295	sulfite_respiration	1
DS03P298	sulfite_respiration	43
DS03P312	sulfite_respiration	57
DS03P313	sulfite_respiration	0
DS04P138	sulfite_respiration	2
DS04P194	sulfite_respiration	0
DS04P86	sulfite_respiration	74
DS05P114	sulfite_respiration	0
DS05P196	sulfite_respiration	0
DS06P140	sulfite_respiration	0
DS06P180	sulfite_respiration	0
DS07P016	sulfite_respiration	0
DS07P037	sulfite_respiration	4
DS07P049	sulfite_respiration	0
DS07P054	sulfite_respiration	0
DS07P060	sulfite_respiration	0
DS07P065	sulfite_respiration	0
DS07P076	sulfite_respiration	9
DS07P172	sulfite_respiration	3
DS07P193	sulfite_respiration	0
DS08P017	sulfite_respiration	0
DS08P191	sulfite_respiration	0
DS10P016	sulfite_respiration	0
DS10P049	sulfite_respiration	1
DS10P054	sulfite_respiration	0
DS10P166	sulfite_respiration	0
HE02P026	sulfite_respiration	0
HE03P003	sulfite_respiration	0
HE03P004	sulfite_respiration	0
HE03P005	sulfite_respiration	0
HE03P010	sulfite_respiration	0
HE03P011	sulfite_respiration	1
HE03P012	sulfite_respiration	0
HE03P014	sulfite_respiration	0
HE03P019	sulfite_respiration	0
HE03P021	sulfite_respiration	1
HE03P022	sulfite_respiration	0
HE03P023	sulfite_respiration	0
HE03P024	sulfite_respiration	0
HE03P025	sulfite_respiration	0
HE03P028	sulfite_respiration	1
HE03P046	sulfite_respiration	0
HE03P047	sulfite_respiration	0
HE03P048	sulfite_respiration	0
HE03P050	sulfite_respiration	0
HE03P051	sulfite_respiration	0
HE03P055	sulfite_respiration	0
HE03P056	sulfite_respiration	0
HE03P057	sulfite_respiration	0
HE03P058	sulfite_respiration	0
HE03P059	sulfite_respiration	0
HE03P061	sulfite_respiration	0
HE03P063	sulfite_respiration	0
HE03P064	sulfite_respiration	0
HE03P066	sulfite_respiration	0
HE03P067	sulfite_respiration	0
HE03P068	sulfite_respiration	0
HE03P071	sulfite_respiration	0
HE03P072	sulfite_respiration	0
HE03P073	sulfite_respiration	0
HE03P074	sulfite_respiration	0
HE03P075	sulfite_respiration	0
HE03P077	sulfite_respiration	0
HE03P078	sulfite_respiration	0
HE03P082	sulfite_respiration	0
HE05P026	sulfite_respiration	0
HE07P004	sulfite_respiration	0
HE07P010	sulfite_respiration	0
HE07P012	sulfite_respiration	0
HE07P019	sulfite_respiration	0
HE07P021	sulfite_respiration	0
HE07P022	sulfite_respiration	0
HE07P023	sulfite_respiration	0
HE07P024	sulfite_respiration	0
HE07P025	sulfite_respiration	0
HE07P028	sulfite_respiration	0
HE07P046	sulfite_respiration	0
HE07P047	sulfite_respiration	0
HE07P048	sulfite_respiration	0
HE07P051	sulfite_respiration	0
HE07P055	sulfite_respiration	0
HE07P056	sulfite_respiration	0
HE07P057	sulfite_respiration	0
HE07P058	sulfite_respiration	2
HE07P059	sulfite_respiration	1
HE07P061	sulfite_respiration	0
HE07P063	sulfite_respiration	0
HE07P064	sulfite_respiration	0
HE07P066	sulfite_respiration	0
HE07P068	sulfite_respiration	0
HE07P071	sulfite_respiration	0
HE07P072	sulfite_respiration	0
HE07P073	sulfite_respiration	1
HE07P074	sulfite_respiration	0
HE07P075	sulfite_respiration	0
HE07P077	sulfite_respiration	0
HE07P078	sulfite_respiration	0
HE10P003	sulfite_respiration	0
HE10P049	sulfite_respiration	0
HE10P054	sulfite_respiration	0
HG00P003	sulfite_respiration	0
HG00P010	sulfite_respiration	0
HG00P011	sulfite_respiration	0
HG00P012	sulfite_respiration	0
HG00P014	sulfite_respiration	0
HG00P021	sulfite_respiration	0
HG00P022	sulfite_respiration	9
HG00P023	sulfite_respiration	0
HG00P024	sulfite_respiration	0
HG00P025	sulfite_respiration	0
HG00P026	sulfite_respiration	0
HG00P028	sulfite_respiration	0
HG00P046	sulfite_respiration	0
HG00P047	sulfite_respiration	0
HG00P048	sulfite_respiration	0
HG00P050	sulfite_respiration	0
HG00P051	sulfite_respiration	1
HG00P055	sulfite_respiration	0
HG00P056	sulfite_respiration	0
HG00P058	sulfite_respiration	0
HG00P059	sulfite_respiration	0
HG00P061	sulfite_respiration	0
HG00P063	sulfite_respiration	7
HG00P064	sulfite_respiration	1
HG00P066	sulfite_respiration	0
HG00P071	sulfite_respiration	0
HG00P072	sulfite_respiration	0
HG00P073	sulfite_respiration	0
HG00P074	sulfite_respiration	0
HG00P075	sulfite_respiration	0
HG00P077	sulfite_respiration	0
HG00P078	sulfite_respiration	0
HG00P082	sulfite_respiration	0
HS00P003	sulfite_respiration	0
HS00P004	sulfite_respiration	0
HS00P010	sulfite_respiration	0
HS00P011	sulfite_respiration	0
HS00P012	sulfite_respiration	0
HS00P014	sulfite_respiration	0
HS00P019	sulfite_respiration	0
HS00P025	sulfite_respiration	3
HS00P029	sulfite_respiration	0
HS00P034	sulfite_respiration	0
HS00P036	sulfite_respiration	0
HS00P040	sulfite_respiration	0
HS00P041	sulfite_respiration	0
HS00P042	sulfite_respiration	0
HS00P044	sulfite_respiration	0
HS00P045	sulfite_respiration	0
HS00P046	sulfite_respiration	0
HS00P047	sulfite_respiration	0
HS00P048	sulfite_respiration	0
HS00P050	sulfite_respiration	0
HS00P051	sulfite_respiration	0
HS00P055	sulfite_respiration	0
HS00P056	sulfite_respiration	0
HS00P057	sulfite_respiration	2
HS00P058	sulfite_respiration	0
HS00P059	sulfite_respiration	0
HS00P061	sulfite_respiration	0
HS00P063	sulfite_respiration	0
HS00P064	sulfite_respiration	0
HS00P068	sulfite_respiration	0
HS00P071	sulfite_respiration	0
HS00P072	sulfite_respiration	0
HS00P073	sulfite_respiration	0
HS00P074	sulfite_respiration	0
HS00P075	sulfite_respiration	0
HS00P077	sulfite_respiration	0
HS00P082	sulfite_respiration	0
HS00P109	sulfite_respiration	0
HS00P110	sulfite_respiration	0
HS00P118	sulfite_respiration	0
HS00P137	sulfite_respiration	0
HS00P142	sulfite_respiration	0
HS00P167	sulfite_respiration	24
HS00P176	sulfite_respiration	6
HS00P179	sulfite_respiration	0
HS00P192	sulfite_respiration	1
HS00P198	sulfite_respiration	35
HS00P201	sulfite_respiration	62
HS00P93	sulfite_respiration	12
HS00P96	sulfite_respiration	0
HS03P003	sulfite_respiration	0
HS03P004	sulfite_respiration	0
HS03P005	sulfite_respiration	1
HS03P010	sulfite_respiration	0
HS03P011	sulfite_respiration	0
HS03P012	sulfite_respiration	0
HS03P014	sulfite_respiration	0
HS03P019	sulfite_respiration	0
HS03P024	sulfite_respiration	4
HS03P025	sulfite_respiration	0
HS03P026	sulfite_respiration	1
HS03P029	sulfite_respiration	0
HS03P031	sulfite_respiration	0
HS03P034	sulfite_respiration	0
HS03P035	sulfite_respiration	0
HS03P040	sulfite_respiration	0
HS03P041	sulfite_respiration	1
HS03P042	sulfite_respiration	0
HS03P044	sulfite_respiration	0
HS03P045	sulfite_respiration	0
HS03P046	sulfite_respiration	0
HS03P047	sulfite_respiration	0
HS03P048	sulfite_respiration	0
HS03P050	sulfite_respiration	0
HS03P051	sulfite_respiration	0
HS03P055	sulfite_respiration	0
HS03P056	sulfite_respiration	0
HS03P057	sulfite_respiration	0
HS03P058	sulfite_respiration	0
HS03P059	sulfite_respiration	0
HS03P061	sulfite_respiration	0
HS03P063	sulfite_respiration	0
HS03P064	sulfite_respiration	0
HS03P066	sulfite_respiration	0
HS03P067	sulfite_respiration	0
HS03P068	sulfite_respiration	0
HS03P071	sulfite_respiration	0
HS03P072	sulfite_respiration	0
HS03P073	sulfite_respiration	0
HS03P074	sulfite_respiration	0
HS03P075	sulfite_respiration	0
HS03P077	sulfite_respiration	0
HS07P004	sulfite_respiration	1
HS07P010	sulfite_respiration	1
HS07P011	sulfite_respiration	0
HS07P012	sulfite_respiration	0
HS07P014	sulfite_respiration	0
HS07P019	sulfite_respiration	0
HS07P024	sulfite_respiration	1
HS07P025	sulfite_respiration	0
HS07P026	sulfite_respiration	0
HS07P029	sulfite_respiration	0
HS07P031	sulfite_respiration	0
HS07P034	sulfite_respiration	0
HS07P035	sulfite_respiration	0
HS07P036	sulfite_respiration	0
HS07P040	sulfite_respiration	0
HS07P041	sulfite_respiration	0
HS07P042	sulfite_respiration	0
HS07P045	sulfite_respiration	0
HS07P046	sulfite_respiration	0
HS07P047	sulfite_respiration	0
HS07P048	sulfite_respiration	0
HS07P050	sulfite_respiration	0
HS07P051	sulfite_respiration	0
HS07P055	sulfite_respiration	0
HS07P056	sulfite_respiration	0
HS07P057	sulfite_respiration	0
HS07P058	sulfite_respiration	4
HS07P059	sulfite_respiration	2
HS07P061	sulfite_respiration	0
HS07P063	sulfite_respiration	0
HS07P064	sulfite_respiration	0
HS07P066	sulfite_respiration	0
HS07P068	sulfite_respiration	0
HS07P071	sulfite_respiration	2
HS07P072	sulfite_respiration	0
HS07P073	sulfite_respiration	0
HS07P074	sulfite_respiration	0
HS07P075	sulfite_respiration	0
HS07P077	sulfite_respiration	0
HS10P003	sulfite_respiration	0
IE03P013	sulfite_respiration	0
IE03P020	sulfite_respiration	0
IE03P027	sulfite_respiration	0
IE03P052	sulfite_respiration	0
IE03P053	sulfite_respiration	0
IE03P062	sulfite_respiration	0
IE03P069	sulfite_respiration	0
IE03P070	sulfite_respiration	0
IE07P013	sulfite_respiration	0
IE07P020	sulfite_respiration	0
IE07P027	sulfite_respiration	0
IE07P052	sulfite_respiration	0
IE07P053	sulfite_respiration	0
IE07P062	sulfite_respiration	0
IE07P069	sulfite_respiration	0
IE07P070	sulfite_respiration	0
IG00P013	sulfite_respiration	3
IG00P020	sulfite_respiration	0
IG00P052	sulfite_respiration	0
IG00P053	sulfite_respiration	0
IG00P062	sulfite_respiration	0
IG00P069	sulfite_respiration	0
IG00P070	sulfite_respiration	0
IS00P013	sulfite_respiration	1
IS00P020	sulfite_respiration	0
IS00P027	sulfite_respiration	0
IS00P033	sulfite_respiration	1
IS00P038	sulfite_respiration	1
IS00P039	sulfite_respiration	0
IS00P043	sulfite_respiration	0
IS00P052	sulfite_respiration	0
IS00P053	sulfite_respiration	0
IS00P062	sulfite_respiration	0
IS00P069	sulfite_respiration	0
IS00P070	sulfite_respiration	0
IS00P081	sulfite_respiration	0
IS00P083	sulfite_respiration	0
IS03P020	sulfite_respiration	0
IS03P027	sulfite_respiration	0
IS03P033	sulfite_respiration	0
IS03P038	sulfite_respiration	3
IS03P039	sulfite_respiration	0
IS03P043	sulfite_respiration	0
IS03P052	sulfite_respiration	0
IS03P053	sulfite_respiration	8
IS03P062	sulfite_respiration	0
IS03P069	sulfite_respiration	0
IS03P070	sulfite_respiration	0
IS03P081	sulfite_respiration	0
IS03P082	sulfite_respiration	0
IS03P083	sulfite_respiration	1
IS07P013	sulfite_respiration	1
IS07P020	sulfite_respiration	0
IS07P027	sulfite_respiration	0
IS07P033	sulfite_respiration	0
IS07P038	sulfite_respiration	2
IS07P039	sulfite_respiration	0
IS07P043	sulfite_respiration	0
IS07P052	sulfite_respiration	1
IS07P053	sulfite_respiration	0
IS07P062	sulfite_respiration	0
IS07P069	sulfite_respiration	0
IS07P070	sulfite_respiration	0
DE03P016	respiration_of_sulfur_compounds	0
DE03P017	respiration_of_sulfur_compounds	0
DE03P049	respiration_of_sulfur_compounds	0
DE03P054	respiration_of_sulfur_compounds	0
DE03P060	respiration_of_sulfur_compounds	0
DE03P065	respiration_of_sulfur_compounds	0
DE03P076	respiration_of_sulfur_compounds	0
DE03P081	respiration_of_sulfur_compounds	0
DE03P083	respiration_of_sulfur_compounds	0
DE07P016	respiration_of_sulfur_compounds	0
DE07P049	respiration_of_sulfur_compounds	0
DE07P054	respiration_of_sulfur_compounds	0
DE07P060	respiration_of_sulfur_compounds	0
DE07P065	respiration_of_sulfur_compounds	0
DE07P076	respiration_of_sulfur_compounds	0
DE08P017	respiration_of_sulfur_compounds	0
DE10P016	respiration_of_sulfur_compounds	1
DG00P016	respiration_of_sulfur_compounds	0
DG00P017	respiration_of_sulfur_compounds	0
DG00P049	respiration_of_sulfur_compounds	0
DG00P054	respiration_of_sulfur_compounds	0
DG00P060	respiration_of_sulfur_compounds	1
DG00P076	respiration_of_sulfur_compounds	1
DG00P081	respiration_of_sulfur_compounds	0
DG00P083	respiration_of_sulfur_compounds	0
DS00P030	respiration_of_sulfur_compounds	0
DS00P037	respiration_of_sulfur_compounds	1
DS00P049	respiration_of_sulfur_compounds	0
DS00P054	respiration_of_sulfur_compounds	3
DS00P060	respiration_of_sulfur_compounds	2
DS00P065	respiration_of_sulfur_compounds	1
DS00P076	respiration_of_sulfur_compounds	0
DS00P119	respiration_of_sulfur_compounds	34
DS00P138	respiration_of_sulfur_compounds	41
DS00P140	respiration_of_sulfur_compounds	6
DS00P166	respiration_of_sulfur_compounds	0
DS00P172	respiration_of_sulfur_compounds	161
DS00P180	respiration_of_sulfur_compounds	3
DS00P191	respiration_of_sulfur_compounds	12
DS00P193	respiration_of_sulfur_compounds	9
DS00P194	respiration_of_sulfur_compounds	48
DS00P196	respiration_of_sulfur_compounds	0
DS03P016	respiration_of_sulfur_compounds	0
DS03P017	respiration_of_sulfur_compounds	0
DS03P030	respiration_of_sulfur_compounds	0
DS03P037	respiration_of_sulfur_compounds	0
DS03P049	respiration_of_sulfur_compounds	1
DS03P054	respiration_of_sulfur_compounds	0
DS03P060	respiration_of_sulfur_compounds	5
DS03P065	respiration_of_sulfur_compounds	1
DS03P076	respiration_of_sulfur_compounds	0
DS03P237	respiration_of_sulfur_compounds	1
DS03P239	respiration_of_sulfur_compounds	4
DS03P245	respiration_of_sulfur_compounds	2
DS03P272	respiration_of_sulfur_compounds	1
DS03P279	respiration_of_sulfur_compounds	2
DS03P288	respiration_of_sulfur_compounds	0
DS03P295	respiration_of_sulfur_compounds	1
DS03P298	respiration_of_sulfur_compounds	43
DS03P312	respiration_of_sulfur_compounds	57
DS03P313	respiration_of_sulfur_compounds	0
DS04P138	respiration_of_sulfur_compounds	14
DS04P194	respiration_of_sulfur_compounds	0
DS04P86	respiration_of_sulfur_compounds	74
DS05P114	respiration_of_sulfur_compounds	0
DS05P196	respiration_of_sulfur_compounds	0
DS06P140	respiration_of_sulfur_compounds	0
DS06P180	respiration_of_sulfur_compounds	0
DS07P016	respiration_of_sulfur_compounds	0
DS07P037	respiration_of_sulfur_compounds	4
DS07P049	respiration_of_sulfur_compounds	0
DS07P054	respiration_of_sulfur_compounds	0
DS07P060	respiration_of_sulfur_compounds	0
DS07P065	respiration_of_sulfur_compounds	0
DS07P076	respiration_of_sulfur_compounds	9
DS07P172	respiration_of_sulfur_compounds	3
DS07P193	respiration_of_sulfur_compounds	0
DS08P017	respiration_of_sulfur_compounds	0
DS08P191	respiration_of_sulfur_compounds	0
DS10P016	respiration_of_sulfur_compounds	0
DS10P049	respiration_of_sulfur_compounds	1
DS10P054	respiration_of_sulfur_compounds	0
DS10P166	respiration_of_sulfur_compounds	0
HE02P026	respiration_of_sulfur_compounds	20
HE03P003	respiration_of_sulfur_compounds	0
HE03P004	respiration_of_sulfur_compounds	0
HE03P005	respiration_of_sulfur_compounds	0
HE03P010	respiration_of_sulfur_compounds	1
HE03P011	respiration_of_sulfur_compounds	2
HE03P012	respiration_of_sulfur_compounds	0
HE03P014	respiration_of_sulfur_compounds	0
HE03P019	respiration_of_sulfur_compounds	0
HE03P021	respiration_of_sulfur_compounds	1
HE03P022	respiration_of_sulfur_compounds	0
HE03P023	respiration_of_sulfur_compounds	0
HE03P024	respiration_of_sulfur_compounds	18
HE03P025	respiration_of_sulfur_compounds	19
HE03P028	respiration_of_sulfur_compounds	30
HE03P046	respiration_of_sulfur_compounds	0
HE03P047	respiration_of_sulfur_compounds	0
HE03P048	respiration_of_sulfur_compounds	0
HE03P050	respiration_of_sulfur_compounds	0
HE03P051	respiration_of_sulfur_compounds	0
HE03P055	respiration_of_sulfur_compounds	0
HE03P056	respiration_of_sulfur_compounds	0
HE03P057	respiration_of_sulfur_compounds	0
HE03P058	respiration_of_sulfur_compounds	0
HE03P059	respiration_of_sulfur_compounds	0
HE03P061	respiration_of_sulfur_compounds	0
HE03P063	respiration_of_sulfur_compounds	0
HE03P064	respiration_of_sulfur_compounds	1
HE03P066	respiration_of_sulfur_compounds	0
HE03P067	respiration_of_sulfur_compounds	0
HE03P068	respiration_of_sulfur_compounds	0
HE03P071	respiration_of_sulfur_compounds	0
HE03P072	respiration_of_sulfur_compounds	1
HE03P073	respiration_of_sulfur_compounds	0
HE03P074	respiration_of_sulfur_compounds	0
HE03P075	respiration_of_sulfur_compounds	0
HE03P077	respiration_of_sulfur_compounds	0
HE03P078	respiration_of_sulfur_compounds	0
HE03P082	respiration_of_sulfur_compounds	0
HE05P026	respiration_of_sulfur_compounds	18
HE07P004	respiration_of_sulfur_compounds	0
HE07P010	respiration_of_sulfur_compounds	14
HE07P012	respiration_of_sulfur_compounds	0
HE07P019	respiration_of_sulfur_compounds	0
HE07P021	respiration_of_sulfur_compounds	0
HE07P022	respiration_of_sulfur_compounds	0
HE07P023	respiration_of_sulfur_compounds	16
HE07P024	respiration_of_sulfur_compounds	0
HE07P025	respiration_of_sulfur_compounds	15
HE07P028	respiration_of_sulfur_compounds	108
HE07P046	respiration_of_sulfur_compounds	0
HE07P047	respiration_of_sulfur_compounds	0
HE07P048	respiration_of_sulfur_compounds	0
HE07P051	respiration_of_sulfur_compounds	1
HE07P055	respiration_of_sulfur_compounds	0
HE07P056	respiration_of_sulfur_compounds	0
HE07P057	respiration_of_sulfur_compounds	0
HE07P058	respiration_of_sulfur_compounds	2
HE07P059	respiration_of_sulfur_compounds	1
HE07P061	respiration_of_sulfur_compounds	0
HE07P063	respiration_of_sulfur_compounds	0
HE07P064	respiration_of_sulfur_compounds	0
HE07P066	respiration_of_sulfur_compounds	0
HE07P068	respiration_of_sulfur_compounds	0
HE07P071	respiration_of_sulfur_compounds	0
HE07P072	respiration_of_sulfur_compounds	0
HE07P073	respiration_of_sulfur_compounds	5
