group	variable	value
HE07P072	aerobic_chemoheterotrophy	1679
HE07P073	aerobic_chemoheterotrophy	5226
HE07P074	aerobic_chemoheterotrophy	5000
HE07P075	aerobic_chemoheterotrophy	2470
HE07P077	aerobic_chemoheterotrophy	1191
HE07P078	aerobic_chemoheterotrophy	341
HE10P003	aerobic_chemoheterotrophy	1053
HE10P049	aerobic_chemoheterotrophy	1198
HE10P054	aerobic_chemoheterotrophy	2146
HG00P003	aerobic_chemoheterotrophy	1079
HG00P010	aerobic_chemoheterotrophy	2403
HG00P011	aerobic_chemoheterotrophy	1259
HG00P012	aerobic_chemoheterotrophy	816
HG00P014	aerobic_chemoheterotrophy	414
HG00P021	aerobic_chemoheterotrophy	999
HG00P022	aerobic_chemoheterotrophy	463
HG00P023	aerobic_chemoheterotrophy	390
HG00P024	aerobic_chemoheterotrophy	675
HG00P025	aerobic_chemoheterotrophy	226
HG00P026	aerobic_chemoheterotrophy	471
HG00P028	aerobic_chemoheterotrophy	367
HG00P046	aerobic_chemoheterotrophy	2004
HG00P047	aerobic_chemoheterotrophy	325
HG00P048	aerobic_chemoheterotrophy	3637
HG00P050	aerobic_chemoheterotrophy	4395
HG00P051	aerobic_chemoheterotrophy	2288
HG00P055	aerobic_chemoheterotrophy	2367
HG00P056	aerobic_chemoheterotrophy	3186
HG00P058	aerobic_chemoheterotrophy	4291
HG00P059	aerobic_chemoheterotrophy	1291
HG00P061	aerobic_chemoheterotrophy	2880
HG00P063	aerobic_chemoheterotrophy	2174
HG00P064	aerobic_chemoheterotrophy	3194
HG00P066	aerobic_chemoheterotrophy	3433
HG00P071	aerobic_chemoheterotrophy	2640
HG00P072	aerobic_chemoheterotrophy	6570
HG00P073	aerobic_chemoheterotrophy	5364
HG00P074	aerobic_chemoheterotrophy	2817
HG00P075	aerobic_chemoheterotrophy	2729
HG00P077	aerobic_chemoheterotrophy	3381
HG00P078	aerobic_chemoheterotrophy	2854
HG00P082	aerobic_chemoheterotrophy	44
HS00P003	aerobic_chemoheterotrophy	2586
HS00P004	aerobic_chemoheterotrophy	1977
HS00P010	aerobic_chemoheterotrophy	4979
HS00P011	aerobic_chemoheterotrophy	1380
HS00P012	aerobic_chemoheterotrophy	750
HS00P014	aerobic_chemoheterotrophy	1326
HS00P019	aerobic_chemoheterotrophy	2814
HS00P025	aerobic_chemoheterotrophy	2815
HS00P029	aerobic_chemoheterotrophy	3245
HS00P034	aerobic_chemoheterotrophy	1240
HS00P036	aerobic_chemoheterotrophy	998
HS00P040	aerobic_chemoheterotrophy	2973
HS00P041	aerobic_chemoheterotrophy	4233
HS00P042	aerobic_chemoheterotrophy	2674
HS00P044	aerobic_chemoheterotrophy	3275
HS00P045	aerobic_chemoheterotrophy	1320
HS00P046	aerobic_chemoheterotrophy	56
HS00P047	aerobic_chemoheterotrophy	2792
HS00P048	aerobic_chemoheterotrophy	52
HS00P050	aerobic_chemoheterotrophy	584
HS00P051	aerobic_chemoheterotrophy	92
HS00P055	aerobic_chemoheterotrophy	194
HS00P056	aerobic_chemoheterotrophy	3148
HS00P057	aerobic_chemoheterotrophy	40
HS00P058	aerobic_chemoheterotrophy	5184
HS00P059	aerobic_chemoheterotrophy	188
HS00P061	aerobic_chemoheterotrophy	1386
HS00P063	aerobic_chemoheterotrophy	130
HS00P064	aerobic_chemoheterotrophy	301
HS00P068	aerobic_chemoheterotrophy	1693
HS00P071	aerobic_chemoheterotrophy	440
HS00P072	aerobic_chemoheterotrophy	1853
HS00P073	aerobic_chemoheterotrophy	855
HS00P074	aerobic_chemoheterotrophy	4130
HS00P075	aerobic_chemoheterotrophy	348
HS00P077	aerobic_chemoheterotrophy	431
HS00P082	aerobic_chemoheterotrophy	653
HS00P109	aerobic_chemoheterotrophy	329
HS00P110	aerobic_chemoheterotrophy	294
HS00P118	aerobic_chemoheterotrophy	321
HS00P137	aerobic_chemoheterotrophy	291
HS00P142	aerobic_chemoheterotrophy	399
HS00P167	aerobic_chemoheterotrophy	24
HS00P176	aerobic_chemoheterotrophy	100
HS00P179	aerobic_chemoheterotrophy	379
HS00P192	aerobic_chemoheterotrophy	77
HS00P198	aerobic_chemoheterotrophy	678
HS00P201	aerobic_chemoheterotrophy	184
HS00P93	aerobic_chemoheterotrophy	24
HS00P96	aerobic_chemoheterotrophy	260
HS03P003	aerobic_chemoheterotrophy	3594
HS03P004	aerobic_chemoheterotrophy	4436
HS03P005	aerobic_chemoheterotrophy	3582
HS03P010	aerobic_chemoheterotrophy	3183
HS03P011	aerobic_chemoheterotrophy	2127
HS03P012	aerobic_chemoheterotrophy	389
HS03P014	aerobic_chemoheterotrophy	2943
HS03P019	aerobic_chemoheterotrophy	3162
HS03P024	aerobic_chemoheterotrophy	3278
HS03P025	aerobic_chemoheterotrophy	4361
HS03P026	aerobic_chemoheterotrophy	1404
HS03P029	aerobic_chemoheterotrophy	1869
HS03P031	aerobic_chemoheterotrophy	1745
HS03P034	aerobic_chemoheterotrophy	2509
HS03P035	aerobic_chemoheterotrophy	4238
HS03P040	aerobic_chemoheterotrophy	1830
HS03P041	aerobic_chemoheterotrophy	2349
HS03P042	aerobic_chemoheterotrophy	2331
HS03P044	aerobic_chemoheterotrophy	2939
HS03P045	aerobic_chemoheterotrophy	2976
HS03P046	aerobic_chemoheterotrophy	499
HS03P047	aerobic_chemoheterotrophy	601
HS03P048	aerobic_chemoheterotrophy	1461
HS03P050	aerobic_chemoheterotrophy	260
HS03P051	aerobic_chemoheterotrophy	2471
HS03P055	aerobic_chemoheterotrophy	102
HS03P056	aerobic_chemoheterotrophy	421
HS03P057	aerobic_chemoheterotrophy	340
HS03P058	aerobic_chemoheterotrophy	6459
HS03P059	aerobic_chemoheterotrophy	381
HS03P061	aerobic_chemoheterotrophy	6963
HS03P063	aerobic_chemoheterotrophy	213
HS03P064	aerobic_chemoheterotrophy	478
HS03P066	aerobic_chemoheterotrophy	1317
HS03P067	aerobic_chemoheterotrophy	703
HS03P068	aerobic_chemoheterotrophy	1408
HS03P071	aerobic_chemoheterotrophy	731
HS03P072	aerobic_chemoheterotrophy	171
HS03P073	aerobic_chemoheterotrophy	393
HS03P074	aerobic_chemoheterotrophy	2524
HS03P075	aerobic_chemoheterotrophy	5674
HS03P077	aerobic_chemoheterotrophy	1482
HS07P004	aerobic_chemoheterotrophy	3454
HS07P010	aerobic_chemoheterotrophy	3509
HS07P011	aerobic_chemoheterotrophy	1991
HS07P012	aerobic_chemoheterotrophy	1151
HS07P014	aerobic_chemoheterotrophy	2886
HS07P019	aerobic_chemoheterotrophy	2943
HS07P024	aerobic_chemoheterotrophy	2507
HS07P025	aerobic_chemoheterotrophy	3998
HS07P026	aerobic_chemoheterotrophy	1160
HS07P029	aerobic_chemoheterotrophy	3090
HS07P031	aerobic_chemoheterotrophy	2311
HS07P034	aerobic_chemoheterotrophy	1198
HS07P035	aerobic_chemoheterotrophy	4778
HS07P036	aerobic_chemoheterotrophy	1377
HS07P040	aerobic_chemoheterotrophy	901
HS07P041	aerobic_chemoheterotrophy	2471
HS07P042	aerobic_chemoheterotrophy	2948
HS07P045	aerobic_chemoheterotrophy	2650
HS07P046	aerobic_chemoheterotrophy	90
HS07P047	aerobic_chemoheterotrophy	76
HS07P048	aerobic_chemoheterotrophy	3738
HS07P050	aerobic_chemoheterotrophy	96
HS07P051	aerobic_chemoheterotrophy	678
HS07P055	aerobic_chemoheterotrophy	138
HS07P056	aerobic_chemoheterotrophy	767
HS07P057	aerobic_chemoheterotrophy	1199
HS07P058	aerobic_chemoheterotrophy	1929
HS07P059	aerobic_chemoheterotrophy	285
HS07P061	aerobic_chemoheterotrophy	593
HS07P063	aerobic_chemoheterotrophy	535
HS07P064	aerobic_chemoheterotrophy	3086
HS07P066	aerobic_chemoheterotrophy	960
HS07P068	aerobic_chemoheterotrophy	97
HS07P071	aerobic_chemoheterotrophy	1248
HS07P072	aerobic_chemoheterotrophy	1040
HS07P073	aerobic_chemoheterotrophy	3275
HS07P074	aerobic_chemoheterotrophy	282
HS07P075	aerobic_chemoheterotrophy	1165
HS07P077	aerobic_chemoheterotrophy	394
HS10P003	aerobic_chemoheterotrophy	3183
IE03P013	aerobic_chemoheterotrophy	281
IE03P020	aerobic_chemoheterotrophy	473
IE03P027	aerobic_chemoheterotrophy	1415
IE03P052	aerobic_chemoheterotrophy	1678
IE03P053	aerobic_chemoheterotrophy	1379
IE03P062	aerobic_chemoheterotrophy	4699
IE03P069	aerobic_chemoheterotrophy	4343
IE03P070	aerobic_chemoheterotrophy	2014
IE07P013	aerobic_chemoheterotrophy	3970
IE07P020	aerobic_chemoheterotrophy	1759
IE07P027	aerobic_chemoheterotrophy	356
IE07P052	aerobic_chemoheterotrophy	1203
IE07P053	aerobic_chemoheterotrophy	1547
IE07P062	aerobic_chemoheterotrophy	2544
IE07P069	aerobic_chemoheterotrophy	1808
IE07P070	aerobic_chemoheterotrophy	5233
IG00P013	aerobic_chemoheterotrophy	523
IG00P020	aerobic_chemoheterotrophy	512
IG00P052	aerobic_chemoheterotrophy	2787
IG00P053	aerobic_chemoheterotrophy	1640
IG00P062	aerobic_chemoheterotrophy	5621
IG00P069	aerobic_chemoheterotrophy	5128
IG00P070	aerobic_chemoheterotrophy	1227
IS00P013	aerobic_chemoheterotrophy	3230
IS00P020	aerobic_chemoheterotrophy	4029
IS00P027	aerobic_chemoheterotrophy	3030
IS00P033	aerobic_chemoheterotrophy	2805
IS00P038	aerobic_chemoheterotrophy	3277
IS00P039	aerobic_chemoheterotrophy	2380
IS00P043	aerobic_chemoheterotrophy	4289
IS00P052	aerobic_chemoheterotrophy	6734
IS00P053	aerobic_chemoheterotrophy	769
IS00P062	aerobic_chemoheterotrophy	199
IS00P069	aerobic_chemoheterotrophy	1870
IS00P070	aerobic_chemoheterotrophy	1091
IS00P081	aerobic_chemoheterotrophy	4564
IS00P083	aerobic_chemoheterotrophy	1601
IS03P020	aerobic_chemoheterotrophy	3373
IS03P027	aerobic_chemoheterotrophy	4506
IS03P033	aerobic_chemoheterotrophy	2068
IS03P038	aerobic_chemoheterotrophy	4891
IS03P039	aerobic_chemoheterotrophy	2037
IS03P043	aerobic_chemoheterotrophy	5405
IS03P052	aerobic_chemoheterotrophy	230
IS03P053	aerobic_chemoheterotrophy	78
IS03P062	aerobic_chemoheterotrophy	6475
IS03P069	aerobic_chemoheterotrophy	2651
IS03P070	aerobic_chemoheterotrophy	4423
IS03P081	aerobic_chemoheterotrophy	355
IS03P082	aerobic_chemoheterotrophy	103
IS03P083	aerobic_chemoheterotrophy	4886
IS07P013	aerobic_chemoheterotrophy	4691
IS07P020	aerobic_chemoheterotrophy	4422
IS07P027	aerobic_chemoheterotrophy	3244
IS07P033	aerobic_chemoheterotrophy	2676
IS07P038	aerobic_chemoheterotrophy	3969
IS07P039	aerobic_chemoheterotrophy	1431
IS07P043	aerobic_chemoheterotrophy	4876
IS07P052	aerobic_chemoheterotrophy	2247
IS07P053	aerobic_chemoheterotrophy	54
IS07P062	aerobic_chemoheterotrophy	1510
IS07P069	aerobic_chemoheterotrophy	1646
IS07P070	aerobic_chemoheterotrophy	268
DE03P016	human_pathogens_all	0
DE03P017	human_pathogens_all	0
DE03P049	human_pathogens_all	0
DE03P054	human_pathogens_all	1
DE03P060	human_pathogens_all	0
DE03P065	human_pathogens_all	0
DE03P076	human_pathogens_all	0
DE03P081	human_pathogens_all	0
DE03P083	human_pathogens_all	0
DE07P016	human_pathogens_all	0
DE07P049	human_pathogens_all	0
DE07P054	human_pathogens_all	2
DE07P060	human_pathogens_all	4
DE07P065	human_pathogens_all	0
DE07P076	human_pathogens_all	0
DE08P017	human_pathogens_all	0
DE10P016	human_pathogens_all	0
DG00P016	human_pathogens_all	0
DG00P017	human_pathogens_all	0
DG00P049	human_pathogens_all	0
DG00P054	human_pathogens_all	1
DG00P060	human_pathogens_all	0
DG00P076	human_pathogens_all	2
DG00P081	human_pathogens_all	0
DG00P083	human_pathogens_all	0
DS00P030	human_pathogens_all	0
DS00P037	human_pathogens_all	13
DS00P049	human_pathogens_all	0
DS00P054	human_pathogens_all	0
DS00P060	human_pathogens_all	0
DS00P065	human_pathogens_all	0
DS00P076	human_pathogens_all	0
DS00P119	human_pathogens_all	0
DS00P138	human_pathogens_all	0
DS00P140	human_pathogens_all	0
DS00P166	human_pathogens_all	0
DS00P172	human_pathogens_all	0
DS00P180	human_pathogens_all	0
DS00P191	human_pathogens_all	1
DS00P193	human_pathogens_all	0
DS00P194	human_pathogens_all	0
DS00P196	human_pathogens_all	0
DS03P016	human_pathogens_all	0
DS03P017	human_pathogens_all	0
DS03P030	human_pathogens_all	1
DS03P037	human_pathogens_all	104
DS03P049	human_pathogens_all	0
DS03P054	human_pathogens_all	0
DS03P060	human_pathogens_all	0
DS03P065	human_pathogens_all	0
DS03P076	human_pathogens_all	0
DS03P237	human_pathogens_all	0
DS03P239	human_pathogens_all	0
DS03P245	human_pathogens_all	1
DS03P272	human_pathogens_all	0
DS03P279	human_pathogens_all	0
DS03P288	human_pathogens_all	0
DS03P295	human_pathogens_all	0
DS03P298	human_pathogens_all	0
DS03P312	human_pathogens_all	0
DS03P313	human_pathogens_all	0
DS04P138	human_pathogens_all	0
DS04P194	human_pathogens_all	0
DS04P86	human_pathogens_all	0
DS05P114	human_pathogens_all	0
DS05P196	human_pathogens_all	0
DS06P140	human_pathogens_all	0
DS06P180	human_pathogens_all	0
DS07P016	human_pathogens_all	0
DS07P037	human_pathogens_all	29
DS07P049	human_pathogens_all	0
DS07P054	human_pathogens_all	0
DS07P060	human_pathogens_all	0
DS07P065	human_pathogens_all	0
DS07P076	human_pathogens_all	0
DS07P172	human_pathogens_all	0
DS07P193	human_pathogens_all	0
DS08P017	human_pathogens_all	0
DS08P191	human_pathogens_all	4
DS10P016	human_pathogens_all	0
DS10P049	human_pathogens_all	0
DS10P054	human_pathogens_all	0
DS10P166	human_pathogens_all	0
HE02P026	human_pathogens_all	0
HE03P003	human_pathogens_all	0
HE03P004	human_pathogens_all	0
HE03P005	human_pathogens_all	0
HE03P010	human_pathogens_all	0
HE03P011	human_pathogens_all	0
HE03P012	human_pathogens_all	0
HE03P014	human_pathogens_all	0
HE03P019	human_pathogens_all	1
HE03P021	human_pathogens_all	0
HE03P022	human_pathogens_all	0
HE03P023	human_pathogens_all	0
HE03P024	human_pathogens_all	0
HE03P025	human_pathogens_all	0
HE03P028	human_pathogens_all	0
HE03P046	human_pathogens_all	0
HE03P047	human_pathogens_all	0
HE03P048	human_pathogens_all	2
HE03P050	human_pathogens_all	0
HE03P051	human_pathogens_all	0
HE03P055	human_pathogens_all	1
HE03P056	human_pathogens_all	47
HE03P057	human_pathogens_all	8
HE03P058	human_pathogens_all	0
HE03P059	human_pathogens_all	0
HE03P061	human_pathogens_all	2
HE03P063	human_pathogens_all	0
HE03P064	human_pathogens_all	1
HE03P066	human_pathogens_all	0
HE03P067	human_pathogens_all	0
HE03P068	human_pathogens_all	0
HE03P071	human_pathogens_all	1
HE03P072	human_pathogens_all	27
HE03P073	human_pathogens_all	0
HE03P074	human_pathogens_all	0
HE03P075	human_pathogens_all	0
HE03P077	human_pathogens_all	0
HE03P078	human_pathogens_all	0
HE03P082	human_pathogens_all	0
HE05P026	human_pathogens_all	0
HE07P004	human_pathogens_all	0
HE07P010	human_pathogens_all	0
HE07P012	human_pathogens_all	0
HE07P019	human_pathogens_all	0
HE07P021	human_pathogens_all	0
HE07P022	human_pathogens_all	0
HE07P023	human_pathogens_all	0
HE07P024	human_pathogens_all	0
HE07P025	human_pathogens_all	0
HE07P028	human_pathogens_all	0
HE07P046	human_pathogens_all	0
HE07P047	human_pathogens_all	0
HE07P048	human_pathogens_all	1
HE07P051	human_pathogens_all	0
HE07P055	human_pathogens_all	0
HE07P056	human_pathogens_all	6
HE07P057	human_pathogens_all	3
HE07P058	human_pathogens_all	0
HE07P059	human_pathogens_all	0
HE07P061	human_pathogens_all	0
HE07P063	human_pathogens_all	0
HE07P064	human_pathogens_all	0
HE07P066	human_pathogens_all	0
HE07P068	human_pathogens_all	1
HE07P071	human_pathogens_all	2
HE07P072	human_pathogens_all	0
HE07P073	human_pathogens_all	0
HE07P074	human_pathogens_all	0
HE07P075	human_pathogens_all	0
HE07P077	human_pathogens_all	0
HE07P078	human_pathogens_all	0
HE10P003	human_pathogens_all	0
HE10P049	human_pathogens_all	0
HE10P054	human_pathogens_all	1
HG00P003	human_pathogens_all	0
HG00P010	human_pathogens_all	0
HG00P011	human_pathogens_all	8
HG00P012	human_pathogens_all	0
HG00P014	human_pathogens_all	0
HG00P021	human_pathogens_all	2
HG00P022	human_pathogens_all	0
HG00P023	human_pathogens_all	0
HG00P024	human_pathogens_all	0
HG00P025	human_pathogens_all	0
HG00P026	human_pathogens_all	0
HG00P028	human_pathogens_all	0
HG00P046	human_pathogens_all	0
HG00P047	human_pathogens_all	0
HG00P048	human_pathogens_all	0
HG00P050	human_pathogens_all	0
HG00P051	human_pathogens_all	0
HG00P055	human_pathogens_all	1
HG00P056	human_pathogens_all	3
HG00P058	human_pathogens_all	0
HG00P059	human_pathogens_all	0
HG00P061	human_pathogens_all	0
HG00P063	human_pathogens_all	0
HG00P064	human_pathogens_all	0
HG00P066	human_pathogens_all	0
HG00P071	human_pathogens_all	0
HG00P072	human_pathogens_all	5
HG00P073	human_pathogens_all	0
HG00P074	human_pathogens_all	0
HG00P075	human_pathogens_all	0
HG00P077	human_pathogens_all	0
HG00P078	human_pathogens_all	0
HG00P082	human_pathogens_all	0
HS00P003	human_pathogens_all	0
HS00P004	human_pathogens_all	0
HS00P010	human_pathogens_all	28
HS00P011	human_pathogens_all	2
HS00P012	human_pathogens_all	0
HS00P014	human_pathogens_all	0
HS00P019	human_pathogens_all	0
HS00P025	human_pathogens_all	4
HS00P029	human_pathogens_all	0
HS00P034	human_pathogens_all	2
HS00P036	human_pathogens_all	3
HS00P040	human_pathogens_all	1
HS00P041	human_pathogens_all	0
HS00P042	human_pathogens_all	0
HS00P044	human_pathogens_all	0
HS00P045	human_pathogens_all	0
HS00P046	human_pathogens_all	0
HS00P047	human_pathogens_all	0
HS00P048	human_pathogens_all	0
HS00P050	human_pathogens_all	0
HS00P051	human_pathogens_all	0
HS00P055	human_pathogens_all	0
HS00P056	human_pathogens_all	0
HS00P057	human_pathogens_all	0
HS00P058	human_pathogens_all	0
HS00P059	human_pathogens_all	0
HS00P061	human_pathogens_all	0
HS00P063	human_pathogens_all	0
HS00P064	human_pathogens_all	0
HS00P068	human_pathogens_all	0
HS00P071	human_pathogens_all	1
HS00P072	human_pathogens_all	2
HS00P073	human_pathogens_all	6
HS00P074	human_pathogens_all	28
HS00P075	human_pathogens_all	0
HS00P077	human_pathogens_all	25
HS00P082	human_pathogens_all	4
HS00P109	human_pathogens_all	0
HS00P110	human_pathogens_all	0
HS00P118	human_pathogens_all	0
HS00P137	human_pathogens_all	0
HS00P142	human_pathogens_all	0
HS00P167	human_pathogens_all	0
HS00P176	human_pathogens_all	0
HS00P179	human_pathogens_all	1
HS00P192	human_pathogens_all	0
HS00P198	human_pathogens_all	0
HS00P201	human_pathogens_all	1
HS00P93	human_pathogens_all	0
HS00P96	human_pathogens_all	0
HS03P003	human_pathogens_all	0
HS03P004	human_pathogens_all	0
HS03P005	human_pathogens_all	3
HS03P010	human_pathogens_all	3
HS03P011	human_pathogens_all	0
HS03P012	human_pathogens_all	0
HS03P014	human_pathogens_all	1
HS03P019	human_pathogens_all	0
HS03P024	human_pathogens_all	1
HS03P025	human_pathogens_all	0
HS03P026	human_pathogens_all	0
HS03P029	human_pathogens_all	0
HS03P031	human_pathogens_all	2
HS03P034	human_pathogens_all	0
HS03P035	human_pathogens_all	8
HS03P040	human_pathogens_all	0
HS03P041	human_pathogens_all	12
HS03P042	human_pathogens_all	8
HS03P044	human_pathogens_all	0
HS03P045	human_pathogens_all	0
HS03P046	human_pathogens_all	0
HS03P047	human_pathogens_all	0
HS03P048	human_pathogens_all	0
HS03P050	human_pathogens_all	0
HS03P051	human_pathogens_all	0
HS03P055	human_pathogens_all	0
HS03P056	human_pathogens_all	0
HS03P057	human_pathogens_all	0
HS03P058	human_pathogens_all	0
HS03P059	human_pathogens_all	6
HS03P061	human_pathogens_all	0
HS03P063	human_pathogens_all	4
HS03P064	human_pathogens_all	0
HS03P066	human_pathogens_all	0
HS03P067	human_pathogens_all	0
HS03P068	human_pathogens_all	0
HS03P071	human_pathogens_all	2
HS03P072	human_pathogens_all	0
HS03P073	human_pathogens_all	0
HS03P074	human_pathogens_all	119
HS03P075	human_pathogens_all	1
HS03P077	human_pathogens_all	0
HS07P004	human_pathogens_all	2
HS07P010	human_pathogens_all	6
HS07P011	human_pathogens_all	0
HS07P012	human_pathogens_all	0
HS07P014	human_pathogens_all	0
HS07P019	human_pathogens_all	0
HS07P024	human_pathogens_all	0
HS07P025	human_pathogens_all	0
HS07P026	human_pathogens_all	0
HS07P029	human_pathogens_all	0
HS07P031	human_pathogens_all	1
HS07P034	human_pathogens_all	0
HS07P035	human_pathogens_all	8
HS07P036	human_pathogens_all	9
HS07P040	human_pathogens_all	0
HS07P041	human_pathogens_all	1
HS07P042	human_pathogens_all	1
HS07P045	human_pathogens_all	6
HS07P046	human_pathogens_all	0
HS07P047	human_pathogens_all	0
HS07P048	human_pathogens_all	0
HS07P050	human_pathogens_all	0
HS07P051	human_pathogens_all	3
HS07P055	human_pathogens_all	0
HS07P056	human_pathogens_all	0
HS07P057	human_pathogens_all	0
HS07P058	human_pathogens_all	2
HS07P059	human_pathogens_all	0
HS07P061	human_pathogens_all	0
HS07P063	human_pathogens_all	0
HS07P064	human_pathogens_all	0
HS07P066	human_pathogens_all	0
HS07P068	human_pathogens_all	0
HS07P071	human_pathogens_all	4
HS07P072	human_pathogens_all	1
HS07P073	human_pathogens_all	0
HS07P074	human_pathogens_all	3
HS07P075	human_pathogens_all	1
HS07P077	human_pathogens_all	0
HS10P003	human_pathogens_all	0
IE03P013	human_pathogens_all	0
IE03P020	human_pathogens_all	0
IE03P027	human_pathogens_all	0
IE03P052	human_pathogens_all	0
IE03P053	human_pathogens_all	0
IE03P062	human_pathogens_all	0
IE03P069	human_pathogens_all	0
IE03P070	human_pathogens_all	0
IE07P013	human_pathogens_all	0
IE07P020	human_pathogens_all	0
IE07P027	human_pathogens_all	0
IE07P052	human_pathogens_all	4
IE07P053	human_pathogens_all	0
IE07P062	human_pathogens_all	0
IE07P069	human_pathogens_all	0
IE07P070	human_pathogens_all	0
IG00P013	human_pathogens_all	0
IG00P020	human_pathogens_all	0
IG00P052	human_pathogens_all	0
IG00P053	human_pathogens_all	0
IG00P062	human_pathogens_all	0
IG00P069	human_pathogens_all	0
IG00P070	human_pathogens_all	0
IS00P013	human_pathogens_all	0
IS00P020	human_pathogens_all	0
IS00P027	human_pathogens_all	0
IS00P033	human_pathogens_all	11
IS00P038	human_pathogens_all	18
IS00P039	human_pathogens_all	3
IS00P043	human_pathogens_all	0
IS00P052	human_pathogens_all	3
IS00P053	human_pathogens_all	0
IS00P062	human_pathogens_all	0
IS00P069	human_pathogens_all	1
IS00P070	human_pathogens_all	1
IS00P081	human_pathogens_all	0
IS00P083	human_pathogens_all	93
IS03P020	human_pathogens_all	0
IS03P027	human_pathogens_all	0
IS03P033	human_pathogens_all	1
IS03P038	human_pathogens_all	27
IS03P039	human_pathogens_all	0
IS03P043	human_pathogens_all	0
IS03P052	human_pathogens_all	0
IS03P053	human_pathogens_all	0
IS03P062	human_pathogens_all	0
IS03P069	human_pathogens_all	0
IS03P070	human_pathogens_all	3
IS03P081	human_pathogens_all	0
IS03P082	human_pathogens_all	0
IS03P083	human_pathogens_all	0
IS07P013	human_pathogens_all	0
IS07P020	human_pathogens_all	0
IS07P027	human_pathogens_all	0
IS07P033	human_pathogens_all	3
IS07P038	human_pathogens_all	13
IS07P039	human_pathogens_all	0
IS07P043	human_pathogens_all	0
IS07P052	human_pathogens_all	0
IS07P053	human_pathogens_all	0
IS07P062	human_pathogens_all	0
IS07P069	human_pathogens_all	0
IS07P070	human_pathogens_all	1
DE03P016	human_gut	0
DE03P017	human_gut	0
DE03P049	human_gut	0
DE03P054	human_gut	0
DE03P060	human_gut	0
DE03P065	human_gut	1
DE03P076	human_gut	1
DE03P081	human_gut	0
DE03P083	human_gut	0
DE07P016	human_gut	3
DE07P049	human_gut	0
DE07P054	human_gut	0
DE07P060	human_gut	0
DE07P065	human_gut	4
DE07P076	human_gut	0
DE08P017	human_gut	10
DE10P016	human_gut	50
DG00P016	human_gut	3
DG00P017	human_gut	0
DG00P049	human_gut	0
DG00P054	human_gut	0
DG00P060	human_gut	0
DG00P076	human_gut	5
DG00P081	human_gut	0
DG00P083	human_gut	0
DS00P030	human_gut	0
DS00P037	human_gut	0
DS00P049	human_gut	0
DS00P054	human_gut	0
DS00P060	human_gut	0
DS00P065	human_gut	0
DS00P076	human_gut	0
DS00P119	human_gut	0
DS00P138	human_gut	1
DS00P140	human_gut	0
DS00P166	human_gut	0
DS00P172	human_gut	0
DS00P180	human_gut	0
DS00P191	human_gut	0
DS00P193	human_gut	0
DS00P194	human_gut	1
DS00P196	human_gut	0
DS03P016	human_gut	2
DS03P017	human_gut	1
DS03P030	human_gut	0
DS03P037	human_gut	0
DS03P049	human_gut	0
DS03P054	human_gut	1
DS03P060	human_gut	0
DS03P065	human_gut	34
DS03P076	human_gut	2
DS03P237	human_gut	0
DS03P239	human_gut	0
DS03P245	human_gut	4
DS03P272	human_gut	1
DS03P279	human_gut	1
DS03P288	human_gut	0
DS03P295	human_gut	0
DS03P298	human_gut	0
DS03P312	human_gut	0
DS03P313	human_gut	0
DS04P138	human_gut	0
DS04P194	human_gut	0
DS04P86	human_gut	0
DS05P114	human_gut	0
DS05P196	human_gut	0
DS06P140	human_gut	0
DS06P180	human_gut	0
DS07P016	human_gut	1
DS07P037	human_gut	0
DS07P049	human_gut	0
DS07P054	human_gut	1
DS07P060	human_gut	0
DS07P065	human_gut	7
DS07P076	human_gut	0
DS07P172	human_gut	0
DS07P193	human_gut	0
DS08P017	human_gut	4
DS08P191	human_gut	0
DS10P016	human_gut	1
DS10P049	human_gut	0
DS10P054	human_gut	4
DS10P166	human_gut	0
HE02P026	human_gut	0
HE03P003	human_gut	4
HE03P004	human_gut	0
HE03P005	human_gut	7
HE03P010	human_gut	10
HE03P011	human_gut	0
HE03P012	human_gut	0
HE03P014	human_gut	0
HE03P019	human_gut	0
HE03P021	human_gut	4
HE03P022	human_gut	1
HE03P023	human_gut	0
HE03P024	human_gut	0
HE03P025	human_gut	0
HE03P028	human_gut	0
HE03P046	human_gut	0
HE03P047	human_gut	0
HE03P048	human_gut	1
HE03P050	human_gut	0
HE03P051	human_gut	0
HE03P055	human_gut	0
HE03P056	human_gut	0
HE03P057	human_gut	0
HE03P058	human_gut	1
HE03P059	human_gut	0
HE03P061	human_gut	1
HE03P063	human_gut	1
HE03P064	human_gut	4
HE03P066	human_gut	0
HE03P067	human_gut	1
HE03P068	human_gut	2
HE03P071	human_gut	4
HE03P072	human_gut	0
HE03P073	human_gut	0
HE03P074	human_gut	0
HE03P075	human_gut	9
HE03P077	human_gut	0
HE03P078	human_gut	0
HE03P082	human_gut	0
HE05P026	human_gut	0
HE07P004	human_gut	6
HE07P010	human_gut	0
HE07P012	human_gut	2
HE07P019	human_gut	2
HE07P021	human_gut	0
HE07P022	human_gut	0
HE07P023	human_gut	0
HE07P024	human_gut	0
HE07P025	human_gut	3
HE07P028	human_gut	0
HE07P046	human_gut	0
HE07P047	human_gut	0
HE07P048	human_gut	0
HE07P051	human_gut	0
HE07P055	human_gut	0
HE07P056	human_gut	0
HE07P057	human_gut	0
HE07P058	human_gut	0
