DS	HS	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia	0.0056725468975469	0.00514400922218327	0.00481758145463104	0.646627862219974
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia	0.00328492063492063	0.00407136469313579	0.00382450484683985	0.747334752869526
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Fretibacterium	0.00590876623376623	0.00263705292370691	0.0033636826433005	0.415374112319477
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia	0.00160119047619048	0.00412383086749926	0.00336069656365928	0.529764942493567
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoanaerobaculum	0.0103393217893218	0.00150604091605438	0.00328329507144422	0.772266526691883
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Propionivibrio	0.00715321067821068	0.00192511681233918	0.00315184554423581	0.419662449719178
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella	1.1904761904762e-05	0.00363836689346011	0.00261206308996287	0.291312777575227
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Tannerella	0.00126313131313131	0.00279315504887419	0.00257237199741557	0.534730811322447
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia	-0.00227233044733045	0.00375160231607432	0.00237143958830277	0.411727716198114
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia	0.00129848484848485	0.00262942559792102	0.00231580130215276	0.216699161057722
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcus	0.00124722222222222	0.00276981184991853	0.00216558018693093	0.446584307635854
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Aminipila	-0.000245634920634921	0.00300405502052426	0.00212363689367437	0.297450724090735
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Filifactor	0.00229408369408369	0.00188983656585857	0.00195293840272048	0.597197607135928
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas	0.000414285714285714	0.0027204376965297	0.00192854255702476	0.484578692670837
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Unassigned	-0.000705952380952381	0.00250119036991934	0.00172560986538087	0.40577062078374
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga	-0.000951623376623377	0.00249641474646859	0.00169592901573411	0.268208408244756
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Williamwhitmaniaceae|Williamwhitmania	-0.00112301587301587	0.00270560032618553	0.00169369942983886	0.21166956638601
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinobaculum	-0.000990079365079365	0.00255534482418316	0.00167478752741161	0.208721639439661
