D	I	MeanDecreaseAccuracy	MeanDecreaseGini
ASV_602	0.001	0.000428571428571429	0.000625	0.0125887301587302
ASV_1199	0.00095	0.000583333333333333	0.000622979797979798	0.047729303670186
ASV_184	0.000785714285714286	0.000633333333333333	0.000592532467532467	0.0532599829497016
ASV_324	0.000666666666666667	0.000229761904761905	0.000579040404040404	0.0657479602526816
ASV_175	0.000592857142857143	5e-04	0.000578968253968254	0.0355150584795321
ASV_17	2.77555756156289e-20	0.00106666666666667	0.000571825396825397	0.0565674319797849
ASV_220	2e-04	0.00125	0.000553571428571429	0.0218897043152926
ASV_375	0.00116666666666667	0.000166666666666667	0.000538888888888889	0.050063722943723
ASV_148	0.000592857142857143	5e-04	0.000473845598845599	0.0407008150277652
ASV_194	0.000333333333333333	0.000416666666666667	0.000448484848484848	0.0135836888601594
ASV_67	0.000783333333333333	0.000442857142857143	0.000444444444444444	0.0370764665674883
ASV_144	0	0.000642857142857143	0.000444444444444444	0.0214628657616893
ASV_262	0.00025	0.000833333333333333	0.000440909090909091	0.0260398268398268
ASV_524	0.000342857142857143	4e-04	0.000430555555555555	0.0472140264121842
ASV_142	0.001	0.000234523809523809	0.000427020202020202	0.0346305138652198
ASV_881	0.00025	0.000773809523809524	0.000422222222222222	0.0286741365497248
ASV_223	-0.00035	0.000735714285714286	0.000420634920634921	0.0869275488237253
ASV_491	8.33333333333333e-05	0.000601190476190476	0.000411111111111111	0.0250090274706374
ASV_37	0	0.000726190476190476	0.000381493506493506	0.0183219047619048
ASV_212	4e-04	0.000333333333333333	0.000375	0.00657551282051284
ASV_256	0.000666666666666667	0.00019047619047619	0.000375	0.00655128205128205
ASV_348	0.00105	4e-04	0.000365079365079365	0.0106821428571428
ASV_25	0.00045	0.000333333333333333	0.000361111111111111	0.0205520437732202
ASV_587	0.000666666666666667	0.00015	0.000357142857142857	0.0289181465919701
ASV_333	0.000166666666666667	0.000235714285714286	0.00035479797979798	0.0185666666666667
ASV_252	-0.000333333333333333	0.00075	0.000351623376623377	0.04995784466995
ASV_100	0.00025	0.000375	0.00035	0.0106445090856856
ASV_466	0.000342857142857143	0.000333333333333333	0.00035	0.00338333333333332
ASV_105	0.000533333333333333	0.000228571428571429	0.000348484848484848	0.027987672197084
ASV_1118	0.000166666666666667	0.000533333333333333	0.000347222222222222	0.0318867391518009
ASV_174	0.00045	0.000219047619047619	0.000336616161616162	0.0369685549538181
ASV_177	0.00025	0.000119047619047619	0.000336111111111111	0.0295825396825397
ASV_533	0.00025	4e-04	0.000333333333333333	0.0034
ASV_11	0	0.000396825396825397	0.000322222222222222	0.0288879505135388
ASV_1123	0.000833333333333333	0.000142857142857143	0.000322222222222222	0.00870333333333333
ASV_165	0.000976190476190476	-0.000166666666666667	0.000320707070707071	0.0221980014430014
ASV_34	2e-04	0.000533333333333333	0.000313131313131313	0.00643333333333333
ASV_50	8.33333333333333e-05	0.000669047619047619	0.000312049062049062	0.088377791821182
ASV_488	5e-04	0.000366666666666667	0.000311940836940837	0.0628736993106653
ASV_360	0.000333333333333333	0.000285714285714286	3e-04	0.0105251282051282
ASV_594	0.000166666666666667	0.000466666666666667	3e-04	0.0214098679098679
ASV_357	0.000716666666666667	0.000226190476190476	0.000297868797868798	0.0362851526251526
ASV_149	0.000869047619047619	-9.76190476190476e-05	0.000294191919191919	0.0738418213812331
ASV_192	0.000333333333333333	0.00015	0.000288888888888889	0.0562736823204316
ASV_490	0.000583333333333333	0.000125	0.000277777777777778	0.0119294871794872
ASV_53	0.000392857142857143	0.00015	0.000267857142857143	0.0231019719461825
ASV_83	0.00101666666666667	-0.000590476190476191	0.000251551226551226	0.07304376652759
ASV_76	2e-04	2e-04	0.00025	0.0303370623442604
ASV_117	0	0.001	0.00025	0.00644444444444444
ASV_162	0.000333333333333333	2e-04	0.00025	0.00866515151515152
ASV_316	0.000333333333333333	2e-04	0.00025	0.008445
ASV_437	0.000166666666666667	5e-04	0.00025	0.00589388888888888
ASV_284	5e-04	0.00025	0.000242424242424242	0.0442796302218593
ASV_39	0	4e-04	0.000236111111111111	0.00475151515151515
ASV_190	-0.000114285714285714	0.000826190476190476	0.0002245670995671	0.0770629357622082
ASV_458	0.000166666666666667	0.00025	0.000223484848484848	0.00833333333333333
ASV_410	-8.33333333333333e-05	0.00055952380952381	0.000222222222222222	0.0313831904043669
ASV_15	5e-04	0.000142857142857143	0.000222222222222222	0.00548484848484849
ASV_87	0	4e-04	0.000222222222222222	0.00355555555555553
ASV_92	0	0.000333333333333333	0.000222222222222222	0.00453128205128205
ASV_209	-2e-04	0.000491666666666667	0.000222222222222222	0.01461443001443
ASV_147	0.00025	2e-04	0.000222222222222222	0.0104533333333333
ASV_221	0.000333333333333333	0.000133333333333333	0.000222222222222222	0.00617734265734264
ASV_151	2e-04	0.00025	0.000222222222222222	0.00721333333333334
ASV_281	0.00025	2e-04	0.000222222222222222	0.0111312656641604
ASV_183	0.000333333333333333	0.000166666666666667	0.000222222222222222	0.0214538108949873
ASV_249	0.00025	2e-04	0.000222222222222222	0.0176429239766082
ASV_573	0.000333333333333333	0.000166666666666667	0.000222222222222222	0.00151515151515152
ASV_56	0.000257142857142857	2e-04	0.000220299145299145	0.0382218126867971
ASV_507	0	0.00045	2e-04	0.00352777777777778
ASV_580	0.000142857142857143	0.000333333333333333	2e-04	0.00190909090909085
ASV_21	0.00025	0.000125	0.000197546897546898	0.0403597733827919
ASV_211	2e-04	8.33333333333333e-05	0.000192929292929293	0.014735747967203
ASV_195	-0.00134285714285714	0.000944047619047619	0.000189646464646465	0.0639163851198681
ASV_78	0.000183333333333333	-0.000319047619047619	0.00018452380952381	0.0594208345146426
ASV_79	0.000116666666666667	2e-04	0.000177777777777778	0.044130715746242
ASV_512	-0.000466666666666667	0.00111666666666667	0.000175	0.0622040051108161
ASV_173	0	0.00019047619047619	0.000174603174603175	0.0132239265722236
ASV_244	0.000333333333333333	0	0.000166666666666667	0.00961904761904762
ASV_482	0	5e-04	0.000166666666666667	0.00444444444444444
ASV_48	0.00045	-1.66666666666666e-05	0.000158730158730159	0.0784964698510983
ASV_125	0.000557142857142857	0	0.000157575757575758	0.0100998778998779
ASV_46	0	0.000333333333333333	0.000142857142857143	0.00512
ASV_662	0.001	0	0.000142857142857143	0.00443333333333333
ASV_578	0	2e-04	0.000142857142857143	0.00317948717948718
ASV_365	2e-04	0	0.000142857142857143	0.0032
ASV_996	0	5e-04	0.000142857142857143	0.0015
ASV_163	0	2e-04	0.000132575757575758	0.0119887382225617
ASV_138	-0.00025	0.000533333333333333	0.000125	0.00356837606837607
ASV_715	0	2e-04	0.000125	0.00761764705882353
ASV_300	2e-04	0	0.000125	0.00687472527472526
ASV_356	0	2e-04	0.000125	0.0112311612364244
ASV_663	2e-04	0	0.000125	0.0122698412698413
ASV_468	0.00030952380952381	-1.78571428571428e-05	0.000125	0.0287304381892616
ASV_893	0	0.00025	0.000125	0.0051990675990676
ASV_347	-5e-05	0.000125	0.000122100122100122	0.0383127869808211
ASV_214	-2e-04	0.00030952380952381	0.000116666666666667	0.00945079365079364
ASV_143	0	0.000166666666666667	0.000111111111111111	0.00184615384615385
ASV_528	0.00025	0	0.000111111111111111	0.0108489010989011
ASV_494	0	0.000142857142857143	0.000111111111111111	0.011523956043956
ASV_272	0.000476190476190476	0.000166666666666667	0.00010479797979798	0.0302361841100077
ASV_167	0.00025	0	1e-04	0.00612301587301587
ASV_341	2e-04	7.14285714285717e-06	1e-04	0.0241027777777778
ASV_420	0.00025	0	1e-04	0.0203203260791496
ASV_415	2e-04	0	1e-04	0.00357777777777778
ASV_1082	0	0.000142857142857143	1e-04	0.0048
ASV_1187	0	0.000166666666666667	1e-04	0.00311538461538461
ASV_62	0	2e-04	9.09090909090909e-05	0.0069
ASV_456	0	0.000142857142857143	9.09090909090909e-05	0.0191547987616099
ASV_270	0.000333333333333333	0	9.09090909090909e-05	0.00452380952380952
ASV_914	0	0.000142857142857143	9.09090909090909e-05	0.00393333333333333
ASV_16	0.000666666666666667	-3e-04	8.21428571428572e-05	0.0511294015788134
ASV_559	2e-04	-0.00025	7.93650793650794e-05	0.00615657696276883
ASV_134	0	0.000125	7.07070707070707e-05	0.0313124186924187
ASV_130	-0.000392857142857143	0.00065	6.5934065934066e-05	0.0963582412461979
ASV_229	-0.000266666666666667	0.000142857142857143	6.5909090909091e-05	0.0231898692810458
ASV_1208	6.66666666666667e-05	-2e-04	6.34920634920635e-05	0.0223892738977568
ASV_769	0.000333333333333333	-9.16666666666666e-05	5.55555555555556e-05	0.0182772510822511
ASV_346	0	4.16666666666667e-05	5e-05	0.0196843650793651
ASV_891	0	3e-04	4.16666666666667e-05	0.0150561403508771
ASV_38	0	8.33333333333333e-05	4.04040404040404e-05	0.0104464646464646
ASV_544	8.33333333333333e-05	7.38095238095238e-05	3.96464646464647e-05	0.0343498642533936
ASV_3	0.000416666666666667	-2e-04	3.76984126984127e-05	0.0119175880878667
ASV_4	0.000392857142857143	-0.000416666666666667	3.53174603174604e-05	0.030756045751634
ASV_47	8.33333333333333e-05	-1.66666666666666e-05	3.33333333333333e-05	0.0545827917833799
ASV_342	8.33333333333333e-05	-2e-04	2.77777777777778e-05	0.0158486215538847
ASV_404	0	0	2.5e-05	0.00870346320346321
ASV_1023	0.00025	-5e-05	2.22222222222222e-05	0.00624603174603177
ASV_935	0.000107142857142857	0	2.02020202020202e-05	0.0103249084249084
ASV_1182	0	0	1.78571428571428e-05	0.00731111111111111
ASV_226	-0.000333333333333333	0.000333333333333333	1.11111111111111e-05	0.0191756069094304
ASV_463	-3.33333333333334e-05	0	1.11111111111111e-05	0.0211946336429308
ASV_224	5e-05	-2.38095238095238e-05	6.21600621600621e-06	0.0055555555555555
ASV_14	-0.000166666666666667	0.000107142857142857	0	0.00682222222222222
ASV_54	0	0	0	0.0016
ASV_35	0	0	0	0.00327272727272727
ASV_43	-0.000333333333333333	0.000142857142857143	0	0.00828909090909091
ASV_69	0	0	0	0.00284444444444445
ASV_66	0	0	0	0.0188304675716441
ASV_74	0	0	0	0.0300620512820513
ASV_86	0	0	0	0
ASV_124	-5e-04	2e-04	0	0.00615562770562771
ASV_104	0	0	0	0
ASV_126	0	0	0	0.0035
ASV_96	0	0	0	0
ASV_189	0	0	0	0.00763714285714286
ASV_110	0	0	0	0
ASV_114	-0.00025	0.000166666666666667	0	0.0166909090909091
ASV_154	0	0	0	0.00183333333333333
ASV_210	0	0	0	0
ASV_157	0	0	0	0.005
ASV_319	0	0	0	0
ASV_139	0.000166666666666667	-5.95238095238095e-05	0	0.0166822244422244
ASV_128	0	0	0	0.0037633053221288
ASV_245	0	0	0	0.00845277777777769
ASV_131	0.000333333333333333	-0.000333333333333333	0	0.00403333333333332
ASV_156	0	0	0	0.00160952380952381
ASV_230	-0.000333333333333333	0.000166666666666667	0	0.00446666666666666
ASV_132	0	0	0	0.0123111111111111
ASV_201	0	0	0	0
ASV_153	0	0	0	0
ASV_231	0	0	0	0.0018
ASV_204	0	0	0	0
ASV_368	-0.00025	0.000142857142857143	0	0.00979092436974791
ASV_178	0	0	0	0.00752850678733029
ASV_222	0	0	0	0
ASV_234	0	0	0	0.00184615384615385
ASV_334	0	0	0	0.012083625730994
ASV_219	0	0	0	0.00643029411764706
ASV_1119	0	0	0	0.00275
ASV_264	0	0	0	0
ASV_265	0	0	0	0.00189473684210522
ASV_232	-0.000333333333333333	2e-04	0	0.00205128205128206
ASV_250	0	0	0	0.0027
ASV_233	0	0	0	0
ASV_335	0	0	0	0
ASV_327	0	0	0	0
ASV_343	0	0	0	0
ASV_377	0	0	0	0.00351568627450975
ASV_243	0	0	0	0.00133333333333333
ASV_481	0	0	0	0
ASV_474	0	0	0	0.00827272727272727
ASV_520	0	0	0	0
ASV_783	0	0	0	0
ASV_402	0	0	0	0.00186666666666669
ASV_498	-0.00025	0.000166666666666667	0	0.00876205128205128
ASV_268	0	0	0	0.00155555555555555
ASV_438	0	0	0	0.0018947368421052
ASV_1237	0	0	0	0
ASV_400	0	0	0	0
ASV_506	2e-04	-0.00025	0	0.00444078947368418
ASV_387	0	0	0	0
ASV_886	0	0	0	0.00533333333333333
ASV_1219	0	0	0	0.001
ASV_452	0	0	0	0
ASV_398	0	0	0	0
ASV_418	0	0	0	0
ASV_321	0	0	0	0.00277149321266968
ASV_471	0	0	0	0.00367532467532467
ASV_1066	0	0	0	0.001
ASV_351	0	0	0	0.00370329670329672
ASV_378	0	0	0	0
ASV_427	0	0	0	0
ASV_382	0	0	0	0
ASV_454	0	0	0	0.0015
ASV_430	0	0	0	0
ASV_408	0	0	0	0.00528246753246753
ASV_519	0	0	0	0
ASV_421	0	0	0	0.00573669467787113
ASV_637	0	0	0	0.00537822128851536
ASV_477	0	0	0	0.00926817991949564
ASV_729	0	0	0	0
ASV_734	0	0	0	0.0018
ASV_653	0	0	0	0
ASV_772	0	0	0	0
ASV_379	0	0	0	0
ASV_489	0	0	0	0.00311188811188811
ASV_934	-5e-04	0.00025	0	0.00773303167420815
ASV_624	0	0	0	0
ASV_386	0	0	0	0
ASV_842	0	0	0	0.00266666666666667
ASV_595	0	0	0	0
ASV_479	0	0	0	0.00158241758241759
ASV_1140	0	0	0	0
ASV_753	0	0	0	0.00133333333333333
ASV_1165	0	0	0	0.00524812030075188
ASV_821	0	0	0	0.00185714285714286
ASV_831	0	0	0	0
ASV_558	0	0	0	0.00133333333333333
ASV_717	0	0	0	0.0034
ASV_723	0	0	0	0
ASV_918	0	0	0	0
ASV_441	0	0	0	0.00183333333333333
ASV_709	0	0	0	0
ASV_1147	0	0	0	0
ASV_944	0	0	0	0.00448095238095238
ASV_1098	0	0	0	0
ASV_708	0	0	0	0.00186666666666667
ASV_572	0	0	0	0.00413939393939392
ASV_1045	0	0	0	0.00184615384615385
ASV_513	0	0	0	0.00183333333333333
ASV_943	0	0	0	0.00186666666666667
ASV_968	0	0	0	0.0107857142857143
ASV_429	0	0	0	0.00183333333333333
ASV_566	0	0	0	0
ASV_1091	0	0	0	0
ASV_695	0	0	0	0
ASV_1011	0	0	0	0.00511888111888112
ASV_915	0	0	0	0.0016
ASV_879	-4e-04	4e-04	0	0.00710882352941177
ASV_600	0	0	0	0.00347259358288771
ASV_798	0	0	0	0.010317958357432
ASV_911	0	0	0	0
ASV_804	0	0	0	0.00352941176470588
ASV_826	0	0	0	0.00477777777777778
ASV_1137	0	0	0	0.00183333333333333
ASV_825	0	0	0	0
ASV_810	0	0	0	0.00989336601307189
ASV_998	0	0	0	0
ASV_762	0	0	0	0.00826458874458874
ASV_872	0	0	0	0.00474285714285714
ASV_1135	0	0	0	0
ASV_992	0	0	0	0
ASV_875	0	0	0	0
ASV_983	0	0	0	0.00338241758241758
ASV_792	0	0	0	0.00175
ASV_1163	0	0	0	0
ASV_1152	0	0	0	0
ASV_1215	0	0	0	0
ASV_926	0	0	0	0
ASV_169	3.33333333333333e-05	-0.000263888888888889	-3.35497835497833e-06	0.0326138181426417
ASV_1153	-0.00035	0.000342857142857143	-7.57575757575757e-06	0.0232966303012433
ASV_60	0	-2.61904761904762e-05	-1.15440115440116e-05	0.0137507277809909
ASV_202	0.000333333333333333	-0.000183333333333333	-1.38888888888889e-05	0.034027814559022
ASV_659	-0.00025	2e-04	-1.38888888888889e-05	0.00823050505050506
ASV_652	0	-8.33333333333333e-05	-1.78571428571428e-05	0.0125056776556776
ASV_291	0.000166666666666667	-0.000166666666666667	-2.02020202020202e-05	0.0234103185703186
ASV_55	0	-3.33333333333334e-05	-2.5e-05	0.0117143939393939
ASV_311	0.000223809523809524	-0.00010952380952381	-2.7020202020202e-05	0.0377304427289257
ASV_604	-0.000333333333333333	0.00019047619047619	-2.77777777777778e-05	0.0143999134199134
ASV_579	0.000166666666666667	-0.000166666666666667	-2.77777777777778e-05	0.0180423529411765
ASV_370	-8.33333333333333e-05	0	-2.77777777777778e-05	0.0108981024531025
ASV_51	8.33333333333333e-05	8.57142857142857e-05	-2.92929292929293e-05	0.0401456733462616
ASV_65	0.000333333333333333	-2e-04	-3.17460317460317e-05	0.0170694691273639
ASV_227	0.000333333333333333	-0.00025	-3.17460317460317e-05	0.0321020978728874
ASV_141	0	-3.33333333333334e-05	-3.40909090909091e-05	0.0180492096139154
ASV_32	-5e-05	0.000158333333333333	-3.66161616161616e-05	0.0506997178329067
ASV_761	-5e-04	0.000166666666666667	-4.28571428571428e-05	0.00948
ASV_436	0	-0.000138888888888889	-5.19480519480519e-05	0.0389516813905049
ASV_1209	3.33333333333333e-05	-0.000283333333333333	-5.23809523809524e-05	0.0469728643578643
ASV_273	2e-04	-0.000283333333333333	-5.42929292929293e-05	0.0067070707070707
ASV_1024	0	5e-05	-5.55555555555556e-05	0.00288235294117642
ASV_196	8e-04	-4.16666666666667e-05	-6.82539682539683e-05	0.0231571137926401
ASV_323	-2e-04	8.33333333333333e-05	-7.07070707070707e-05	0.028146097529921
ASV_228	-8.33333333333333e-05	0	-7.5e-05	0.0186266752854988
ASV_97	-2e-04	8.0952380952381e-05	-7.97979797979798e-05	0.0188839607451372
ASV_242	0.00191666666666667	-0.001025	-8.33333333333333e-05	0.0922809759847995
ASV_668	-2e-04	0	-8.33333333333333e-05	0.001875
ASV_135	-0.00025	6.66666666666667e-05	-8.88888888888889e-05	0.0368066655944675
ASV_109	0	-0.000125	-9.09090909090909e-05	0.00762857142857143
ASV_754	0	-0.00025	-9.09090909090909e-05	0.0192558496732026
ASV_885	-0.00025	0	-9.09090909090909e-05	0.0218525835275835
ASV_651	-5e-04	0	-9.09090909090909e-05	0.00953445165945165
ASV_698	0	-0.000166666666666667	-9.09090909090909e-05	0.0133238095238095
ASV_930	0.000166666666666667	-0.000333333333333333	-9.16666666666666e-05	0.0181128205128205
ASV_120	-0.000333333333333333	-8.33333333333333e-05	-9.32539682539683e-05	0.0304673202958033
ASV_538	-8.33333333333333e-05	-0.000166666666666667	-9.72222222222222e-05	0.0208263492063492
ASV_314	-4e-04	0.000133333333333333	-1e-04	0.0202168681318681
ASV_71	0	-0.000166666666666667	-1e-04	0.00353939393939394
ASV_64	-5e-04	0	-1e-04	0.0068040404040404
ASV_129	-0.00025	0	-1e-04	0.0056187012987013
ASV_426	-0.000333333333333333	0	-1e-04	0.0015
ASV_340	0	-0.000333333333333333	-1e-04	0.0117739682539682
ASV_326	-0.00025	0	-1e-04	0.00760170221934928
ASV_601	0	-0.000166666666666667	-1e-04	0.00415098039215686
ASV_288	0	-0.000142857142857143	-1e-04	0.00664273504273505
ASV_425	0	-0.000166666666666667	-1e-04	0.0106371134421134
ASV_847	-2e-04	0	-1e-04	0.00607142857142857
ASV_309	0.000166666666666667	-0.000414285714285714	-0.000106240981240981	0.0252649572649573
ASV_522	-0.000352380952380952	-1.98412698412698e-05	-0.000107692307692308	0.0200352092352092
ASV_113	-0.000333333333333333	2.38095238095238e-05	-0.000109090909090909	0.00748179271708683
ASV_89	2e-04	-0.000275	-0.000109848484848485	0.0411245642592701
ASV_8	0	-2e-04	-0.000111111111111111	0.0141383986928105
ASV_22	0	-2e-04	-0.000111111111111111	0.00928431372549019
ASV_59	0	-0.000166666666666667	-0.000111111111111111	0.00488461538461539
ASV_99	0	-0.000333333333333333	-0.000111111111111111	0.00835286935286935
ASV_118	-5e-04	0	-0.000111111111111111	0.0132610547347389
ASV_91	-0.00025	0	-0.000111111111111111	0.00732874318663792
ASV_172	0	-2e-04	-0.000111111111111111	0.00344615384615385
ASV_358	0	-0.000111111111111111	-0.000111111111111111	0.00751190476190476
ASV_472	0	-2e-04	-0.000111111111111111	0.0114033166833167
ASV_409	0	-2e-04	-0.000111111111111111	0.00861818181818182
ASV_293	-0.00025	0	-0.000111111111111111	0.012517668997669
ASV_238	0	-0.00025	-0.000111111111111111	0.00813186813186816
ASV_292	0	-0.000142857142857143	-0.000111111111111111	0.00666825396825392
ASV_556	-0.000142857142857143	0	-0.000111111111111111	0.0247475008599931
ASV_289	0	-0.000111111111111111	-0.000111111111111111	0.0107624603174603
ASV_389	0	-0.000142857142857143	-0.000111111111111111	0.00588333333333332
ASV_385	-2e-04	0	-0.000111111111111111	0.00319047619047619
ASV_590	-0.000333333333333333	0	-0.000111111111111111	0.00327777777777778
ASV_945	-0.000333333333333333	0	-0.000111111111111111	0.0206363378142326
ASV_504	0	-0.000142857142857143	-0.000111111111111111	0.00403333333333334
ASV_636	-5e-04	0	-0.000111111111111111	0.00532378542510123
ASV_675	0	-0.000166666666666667	-0.000111111111111111	0.00720886809269161
ASV_691	-0.000142857142857143	0	-0.000111111111111111	0.010012865497076
ASV_1004	0	-0.000166666666666667	-0.000111111111111111	0.0103783433886375
ASV_20	-3e-04	-8.57142857142857e-05	-0.000115909090909091	0.015786262756851
ASV_57	0	-0.000166666666666667	-0.000125	0.0044
ASV_200	0	-0.000166666666666667	-0.000125	0.00540151515151515
ASV_123	-2e-04	0	-0.000125	0.00328205128205128
ASV_246	0	-2e-04	-0.000125	0.0109156862745098
ASV_259	0	-0.000166666666666667	-0.000125	0.002475
ASV_396	-0.00025	0	-0.000125	0.00628717948717949
ASV_422	0	-0.000333333333333333	-0.000125	0.00542857142857143
ASV_635	0.00015	-4e-04	-0.000125	0.0153846581196581
ASV_948	-2e-04	0	-0.000125	0.00629999999999998
ASV_777	0	-0.000166666666666667	-0.000125	0.00801428571428574
ASV_1154	-0.000333333333333333	0	-0.000125	0.00651282051282051
ASV_1212	5e-05	-0.000277777777777778	-0.000126923076923077	0.0284767765567766
ASV_359	0	-2e-04	-0.000128968253968254	0.0253248994143112
ASV_744	5e-05	-0.000333333333333333	-0.00012987012987013	0.024861268232971
ASV_793	-5e-04	0	-0.000131313131313131	0.0139116239316239
ASV_205	0.00025	-0.00045	-0.000133333333333333	0.0125623529411765
ASV_188	-0.000708333333333333	6.66666666666667e-05	-0.000138961038961039	0.0189636007130124
ASV_84	-5e-04	0.000142857142857143	-0.000142424242424242	0.0187790404040404
ASV_18	0	-2e-04	-0.000142857142857143	0.00498461538461538
ASV_483	-5e-04	0	-0.000142857142857143	0.0139576776165012
ASV_446	0	-0.000166666666666667	-0.000142857142857143	0.00315151515151515
ASV_248	-0.00125	0.000333333333333333	-0.000142857142857143	0.00533333333333333
ASV_630	0	-0.000333333333333333	-0.000142857142857143	0.00540574475404189
ASV_475	0	-0.00025	-0.000142857142857143	0.00342857142857143
ASV_336	0	-2e-04	-0.000142857142857143	0.00184615384615385
ASV_535	-0.00025	0	-0.000142857142857143	0.00434615384615385
ASV_555	-0.00025	0	-0.000142857142857143	0.00668055555555554
ASV_283	0.000175	-0.00045	-0.000147222222222222	0.0152920071758306
ASV_465	-5e-04	3e-04	-0.00015	0.0270681765018607
ASV_225	0	-0.000333333333333333	-0.00015	0.0130554168054168
ASV_93	-5e-04	0.000416666666666667	-0.000151515151515151	0.0586448179271709
ASV_1126	0.000333333333333333	-4e-04	-0.000163888888888889	0.00503939393939394
ASV_529	-0.00025	0	-0.000166666666666667	0.00591988795518207
ASV_247	-0.000333333333333333	-0.000125	-0.000181818181818182	0.00313333333333333
ASV_739	-0.000142857142857143	-0.00025	-0.000188034188034188	0.0233732701285642
ASV_85	-4e-04	0	-0.000190909090909091	0.0126657509157509
ASV_166	0	-0.000369047619047619	-0.000190909090909091	0.025063317703893
ASV_363	0	-0.000236111111111111	-0.000190909090909091	0.010746282051282
ASV_870	0	-0.000366666666666667	-0.000194444444444444	0.00881266233766225
ASV_286	0	-0.000476190476190476	-0.000194444444444444	0.00840929292929293
ASV_198	-0.000547619047619048	-8.33333333333333e-05	-0.00019949494949495	0.00787301587301587
ASV_137	-0.000666666666666667	-1.78571428571428e-05	-2e-04	0.0114383780529756
ASV_702	-0.000166666666666667	-0.000333333333333333	-2e-04	0.00587450980392157
ASV_159	0	-0.000333333333333333	-2e-04	0.00942857142857144
ASV_280	-0.000666666666666667	0	-2e-04	0.021571855865153
ASV_799	-0.00025	-0.000166666666666667	-2e-04	0.00718431372549019
ASV_496	-0.000583333333333333	-2.77555756156289e-20	-0.000202020202020202	0.0250171517027864
ASV_684	-0.000333333333333333	-2e-04	-0.000211111111111111	0.012681631440455
ASV_23	-0.000333333333333333	-0.000142857142857143	-0.000211111111111111	0.009
ASV_1115	-5e-04	0	-0.000211111111111111	0.00517948717948718
ASV_922	0	-0.000392857142857143	-0.000217857142857143	0.0553257078164354
ASV_146	-0.00055	2e-04	-0.000218650793650794	0.0489495044171513
ASV_40	0	-5e-04	-0.000222222222222222	0.0161818182711681
ASV_24	-5e-04	-0.000142857142857143	-0.000222222222222222	0.0067047619047619
ASV_136	-0.00025	-2e-04	-0.000222222222222222	0.011547201426025
ASV_127	-0.000333333333333333	-0.000166666666666667	-0.000222222222222222	0.00715151515151515
ASV_101	0	-0.000285714285714286	-0.000222222222222222	0.00248205128205128
