"z","module","p","roles","label","role_7"
0.771743235347786,"4",0.349635796045786,"Peripherals","","peripheral"
2.06286641178406,"4",0.27995867768595,"Peripherals","","peripheral"
0.175840230838736,"4",0.475308641975309,"Peripherals","","peripheral"
1.26832907243866,"4",0,"Peripherals","","ultra peripheral"
0.672426067929611,"4",0.516975308641975,"Peripherals","","peripheral"
0.771743235347786,"4",0.277777777777778,"Peripherals","","peripheral"
2.06286641178406,"4",0.349635796045786,"Peripherals","","peripheral"
0.771743235347786,"4",0.27995867768595,"Peripherals","","peripheral"
0.871060402765962,"4",0.349635796045786,"Peripherals","","peripheral"
-0.221428438833964,"4",0.1171875,"Peripherals","","peripheral"
-0.221428438833964,"4",0,"Peripherals","","ultra peripheral"
0.871060402765962,"4",0,"Peripherals","","ultra peripheral"
1.36764623985684,"4",0.1171875,"Peripherals","","peripheral"
1.36764623985684,"4",0.197224251278305,"Peripherals","","peripheral"
-0.420062773670314,"4",0.197224251278305,"Peripherals","","peripheral"
0.871060402765962,"4",0.277008310249307,"Peripherals","","peripheral"
0.970377570184137,"4",0.1171875,"Peripherals","","peripheral"
-0.320745606252139,"4",0.301783264746228,"Peripherals","","peripheral"
0.771743235347786,"4",0.264462809917355,"Peripherals","","peripheral"
0.573108900511436,"4",0.301783264746228,"Peripherals","","peripheral"
0.175840230838736,"4",0.515,"Peripherals","","peripheral"
0.871060402765962,"4",0.349635796045786,"Peripherals","","peripheral"
2.06286641178406,"4",0.499405469678954,"Peripherals","","peripheral"
0.175840230838736,"4",0,"Peripherals","","ultra peripheral"
0.573108900511436,"4",0.475308641975309,"Peripherals","","peripheral"
0.374474565675086,"4",0.431640625,"Peripherals","","peripheral"
0.374474565675086,"4",0.301783264746228,"Peripherals","","peripheral"
-0.122111271415789,"4",0.27995867768595,"Peripherals","","peripheral"
0.374474565675086,"4",0,"Peripherals","","ultra peripheral"
0.573108900511436,"4",0.244946492271106,"Peripherals","","peripheral"
0.573108900511436,"4",0.46639231824417,"Peripherals","","peripheral"
-0.618697108506664,"4",0.235537190082645,"Peripherals","","peripheral"
-0.221428438833964,"4",0.417009602194787,"Peripherals","","peripheral"
0.374474565675086,"4",0.332409972299169,"Peripherals","","peripheral"
0.672426067929611,"4",0.35538752362949,"Peripherals","","peripheral"
-0.420062773670314,"4",0.090702947845805,"Peripherals","","peripheral"
-0.91664861076119,"4",0.253968253968254,"Peripherals","","peripheral"
0.672426067929611,"4",0.46639231824417,"Peripherals","","peripheral"
-0.420062773670314,"4",0.309917355371901,"Peripherals","","peripheral"
0.672426067929611,"4",0.417009602194787,"Peripherals","","peripheral"
-0.420062773670314,"4",0.297520661157025,"Peripherals","","peripheral"
-0.022794103997614,"4",0.417009602194787,"Peripherals","","peripheral"
-0.022794103997614,"4",0.396694214876033,"Peripherals","","peripheral"
