OTU	Group
ASV_307	D
ASV_320	D
ASV_521	D
ASV_715	D
ASV_520	D
ASV_298	I
ASV_460	D
ASV_239	D
ASV_290	D
ASV_373	D
ASV_272	I
ASV_315	D
ASV_322	D
ASV_263	I
ASV_321	I
ASV_383	I
