SampleID	richness	chao1	ACE	shannon	simpson	invsimpson
DE03P016	505	638.287671232877	640.168686437487	4.70094437655449	0.98048274	51.2367002335369
DE03P017	437	572.015151515152	576.819244251421	4.28694235094319	0.96466078	28.2971723767531
DE03P049	328	450.625	458.157065754799	3.24396325226631	0.8492561	6.63376760187311
DE03P054	405	518.533333333333	555.602400847134	3.35683336463024	0.83186624	5.94764549368313
DE03P060	495	634.014084507042	632.9085	4.53991426103189	0.97243892	36.2830484146485
DE03P065	498	657.038961038961	657.607416406106	4.3650818648857	0.96598048	29.3948885816143
DE03P076	305	446.272727272727	465.128290013123	2.89066707721764	0.7958225	4.89769930575112
DE03P081	341	474.775510204082	476.117248992565	3.34802741497266	0.86957452	7.66721349233294
DE03P083	285	412.95652173913	420.313395279415	3.21200981171201	0.90892556	10.980029083901
DE07P016	510	649.569620253165	654.017753811332	4.45996462358962	0.97245288	36.3014355039656
DE07P049	302	445.083333333333	423.873370271717	3.59422711470575	0.93242018	14.7973167137764
DE07P054	391	482.818181818182	490.063351075807	3.9683116018728	0.94565416	18.4006724341734
DE07P060	440	619.406779661017	603.764190100133	3.84478669326944	0.91148774	11.2978699222006
DE07P065	550	676.538461538462	670.284749258815	4.7032524475283	0.97418164	38.7321270599682
DE07P076	356	490.692307692308	462.279046068753	3.84959352258269	0.9318843	14.6809032278902
DE08P017	590	697.628865979381	706.725905375624	4.74642476764163	0.97226428	36.05458953292
DE10P016	327	426.6	398.513384776748	3.9696938341721	0.9498771	19.9509605389952
DG00P016	453	592.333333333333	585.118816906947	4.42190677281269	0.96474578	28.3653985253397
DG00P017	515	674.642857142857	659.210820920857	4.47952520167579	0.95919634	24.5076054451978
DG00P049	349	441.75	460.620802742938	3.33558636179872	0.85571932	6.93093489717404
DG00P054	431	604.775510204082	563.26868370429	4.19567837860469	0.95494932	22.1972232161645
DG00P060	396	519	532.659648970248	3.88227151035531	0.93258728	14.8339957206889
DG00P076	485	659.508474576271	634.624539263679	4.52141851091632	0.9716299	35.2483776934167
DG00P081	358	477.790697674419	464.194439821941	4.1677869001796	0.96548516	28.9730446381904
DG00P083	310	407.5	436.683673469388	3.38778183437794	0.8967358	9.68389819511505
DS00P030	459	592.140845070423	602.774000883376	4.2219152891476	0.95880892	24.277100770361
DS00P037	508	661.3	648.581661349417	4.42569233683339	0.9641633	27.90435503269
DS00P049	337	485.222222222222	470.333956258032	3.77756413655077	0.95102436	20.418314084308
DS00P054	374	524.06	508.054425741879	3.70203326319109	0.9136596	11.5820635530991
DS00P060	316	454.489795918367	478.479264363416	3.87879169832358	0.95613098	22.7951296837723
DS00P065	312	453	405.299149607776	3.59269438655532	0.91435624	11.6762739048356
DS00P076	307	436.893617021277	448.518343177489	3.65718151773315	0.94149706	17.0931580532534
DS00P119	341	404.033333333333	390.441606434646	4.59573449482894	0.97269598	36.6246435506566
DS00P138	373	433.153846153846	423.021963177592	4.58734617156619	0.9739494	38.3868317812258
DS00P140	209	271.666666666667	256.088623896691	3.71789943520381	0.94104476	16.9620206787387
DS00P166	302	346.675675675676	351.984641975459	4.48031454822215	0.97938302	48.5037090786332
DS00P172	218	273.3125	288.804749340369	3.60422849180715	0.91503522	11.7695826435377
DS00P180	343	400.096774193548	396.803729950254	4.88347491854804	0.9860413	71.6399091605952
DS00P191	351	409.717391304348	413.081496430732	4.30575796966181	0.96813456	31.3819611466215
DS00P193	361	427.071428571429	423.216332586394	4.63176867574538	0.9790363	47.7015030743619
DS00P194	374	421.458333333333	427.691407987827	4.82077624696166	0.98573442	70.0987972448369
DS00P196	279	340.176470588235	338.589319313926	4.26085282208128	0.97572096	41.1877899620413
DS03P016	500	611.211764705882	633.078841741161	4.44729613604732	0.96329374	27.2433094518483
DS03P017	527	678	675.919320469963	4.60395139398582	0.97220728	35.9806452912849
DS03P030	461	558.573170731707	592.914442478916	4.28485833696633	0.96191914	26.2599111469646
DS03P037	500	688.4	669.739406762032	4.42946246879502	0.96333896	27.2769130390191
DS03P049	434	603.630769230769	617.037594804149	4.01977292084367	0.9537423	21.6180225130086
DS03P054	364	492.037735849057	501.541584280771	3.77481616775488	0.91278638	11.4660989877499
DS03P060	295	387.5	359.380624304408	3.68929519703474	0.9355142	15.5072899770182
DS03P065	251	349.75	344.473850916028	3.23411284228293	0.90829846	10.9049422725071
DS03P076	342	618.857142857143	578.810300576687	3.31963357683574	0.90895368	10.9834203073776
DS03P237	302	421.181818181818	445.436039347327	2.68087894004214	0.80284096	5.07204741917997
DS03P239	374	476.238095238095	497.361605058066	4.12092894605855	0.96381808	27.638113179179
DS03P245	380	485.019607843137	473.297714463588	3.9398505497454	0.93559554	15.5268750021349
DS03P272	420	511.714285714286	519.792309418718	4.53579917244084	0.9748191	39.7126393417233
DS03P279	422	529.053571428571	520.388977270998	4.34325370748273	0.96098172	25.629012862689
DS03P288	420	488.884057971014	508.193437204306	4.55825168147014	0.97799462	45.443432469696
DS03P295	140	206.111111111111	175.749505478324	3.30140668789536	0.9266343	13.6303476965394
DS03P298	323	360.885714285714	360.189790312856	4.62286217926425	0.981873	55.1663264743201
DS03P312	349	470.916666666667	415.299540047246	4.76648409321622	0.9837188	61.4205341129647
DS03P313	373	435.255319148936	437.816695836243	4.70027548241176	0.9829709	58.7230094367876
DS04P138	285	354.666666666667	364.431393130432	3.85382927973281	0.94840344	19.3811370370428
DS04P194	255	304.344827586207	300.703736993201	3.85548387135794	0.95641046	22.9412836198776
DS04P86	319	380.176470588235	372.987613738345	4.47844104569121	0.97414776	38.6813676493797
DS05P114	247	300.636363636364	297.038091244517	3.34302185083748	0.90872028	10.9553359716704
DS05P196	332	415.27027027027	395.459830430329	4.18345648164356	0.96516288	28.7050135028384
DS06P140	177	222.230769230769	229.948809455423	3.23692026883717	0.91940984	12.4084627701446
DS06P180	159	200.4	208.277225871186	2.81452305909435	0.88134514	8.42780481136634
DS07P016	396	472.515151515152	488.287701918257	3.52076342291859	0.8861705	8.78506889690282
DS07P037	520	684.114754098361	639.308611455817	4.44290480221251	0.96049536	25.3134821631079
DS07P049	424	542.098591549296	563.602047349247	4.28622167106475	0.97046222	33.854947799056
DS07P054	430	590.875	580.910157692496	3.72009012223799	0.91770296	12.1511053131437
DS07P060	298	418.731707317073	415.587586120244	3.75679671488203	0.9443372	17.9653197467609
DS07P065	239	336.9	351.581875942369	2.42987068602686	0.77301764	4.40562870171938
DS07P076	316	453.042553191489	464.011073397535	3.66358457418277	0.94350508	17.7007065414023
DS07P172	259	327.44	314.490101106397	3.50887574489032	0.90693184	10.7448132637413
DS07P193	248	367	362.367313152177	3.82236481252451	0.96121736	25.7847325504401
DS08P017	521	644.633802816901	635.540824468817	4.51842187704758	0.96460954	28.2562023777029
DS08P191	222	293.869565217391	283.591053789061	4.0173759653476	0.96861862	31.8660301108492
DS10P016	556	675.720930232558	680.151643613579	4.36799135863911	0.94925274	19.7054974002537
DS10P049	483	631.516666666667	611.493595209293	4.75202203010874	0.98306802	59.059838246915
DS10P054	411	530.01724137931	530.517214636815	4.30677715715701	0.96632544	29.6960079062651
DS10P166	278	317.84375	315.535207041373	3.94693398503329	0.95315242	21.3458197840742
HE02P026	375	509.444444444444	504.0917051858	3.68980552461698	0.9193866	12.4048855401211
HE03P003	401	505.21875	507.044504914522	3.7627870143435	0.91734086	12.0978756856169
HE03P004	457	604.013888888889	618.59825296827	4.07031818061392	0.94260326	17.4225922935693
HE03P005	405	553.166666666667	537.0794162225	3.94550524800408	0.93869966	16.3131232224813
HE03P010	502	684.397058823529	658.946912198817	4.54477294847526	0.9734285	37.6343074346574
HE03P011	390	552.555555555556	561.549978188031	4.19806434598249	0.9648762	28.4707235549684
HE03P012	412	517.590163934426	520.633356241681	4.45799121739058	0.97307886	37.1455294983793
HE03P014	406	530.090909090909	501.325432922859	4.27346218934268	0.95623568	22.8496638357456
HE03P019	472	656.347826086957	648.526200739967	4.00380716071493	0.92789146	13.8679829046601
HE03P021	399	510.245901639344	517.382885605588	4.17237258206709	0.96689692	30.2086694047805
HE03P022	381	541.45652173913	511.55064962334	3.90646910694144	0.93985168	16.6255682619232
HE03P023	367	486.022222222222	475.79063864381	4.12569073171818	0.9581383	23.8881841874554
HE03P024	426	586.220338983051	579.724655309271	4.07859196348859	0.9484017	19.3804834655405
HE03P025	406	539.245901639344	542.768769170684	3.77602821841746	0.90396302	10.4126556249478
HE03P028	344	455	461.62742544041	3.80899519116703	0.94137964	17.0589194607471
HE03P046	445	594.385964912281	579.12603679855	4.40992712330902	0.96790164	31.1542396558578
HE03P047	366	534.489795918367	526.775219109813	3.32350845829125	0.85223094	6.76731651402533
HE03P048	425	536.342465753425	557.083287358135	4.05572379360166	0.93764774	16.0379110556698
HE03P050	389	529	518.968977873869	3.57112508688893	0.90883884	10.9695839763338
HE03P051	460	585.891891891892	593.897076068396	3.88642768336317	0.9385418	16.2712217409556
HE03P055	341	513.92	499.8079627969	2.86330082941922	0.85071246	6.69848267310185
HE03P056	462	657.642857142857	663.998555444902	3.96637763628446	0.94811938	19.2750202291337
HE03P057	352	467.05	494.556222409949	3.20614157773152	0.86503388	7.40926685897172
