OTUID	variable	value
DS00P076	ASV_1134	3
DS00P119	ASV_1134	2
DS00P138	ASV_1134	0
DS00P140	ASV_1134	1
DS00P166	ASV_1134	3
DS00P172	ASV_1134	3
DS00P180	ASV_1134	12
DS00P191	ASV_1134	4
DS00P193	ASV_1134	19
DS00P194	ASV_1134	3
DS00P196	ASV_1134	18
DS03P016	ASV_1134	2
DS03P017	ASV_1134	0
DS03P030	ASV_1134	0
DS03P037	ASV_1134	0
DS03P049	ASV_1134	42
DS03P054	ASV_1134	0
DS03P060	ASV_1134	6
DS03P065	ASV_1134	0
DS03P076	ASV_1134	1
DS03P237	ASV_1134	0
DS03P239	ASV_1134	11
DS03P245	ASV_1134	2
DS03P272	ASV_1134	29
DS03P279	ASV_1134	6
DS03P288	ASV_1134	8
DS03P295	ASV_1134	70
DS03P298	ASV_1134	141
DS03P312	ASV_1134	759
DS03P313	ASV_1134	0
DS04P138	ASV_1134	0
DS04P194	ASV_1134	0
DS04P86	ASV_1134	5
DS05P114	ASV_1134	0
DS05P196	ASV_1134	0
DS06P140	ASV_1134	0
DS06P180	ASV_1134	0
DS07P016	ASV_1134	0
DS07P037	ASV_1134	0
DS07P049	ASV_1134	0
DS07P054	ASV_1134	0
DS07P060	ASV_1134	2
DS07P065	ASV_1134	1
DS07P076	ASV_1134	483
DS07P172	ASV_1134	0
DS07P193	ASV_1134	0
DS08P017	ASV_1134	0
DS08P191	ASV_1134	3
DS10P016	ASV_1134	2
DS10P049	ASV_1134	0
DS10P054	ASV_1134	0
DS10P166	ASV_1134	16
HE02P026	ASV_1134	0
HE03P003	ASV_1134	6
HE03P004	ASV_1134	0
HE03P005	ASV_1134	0
HE03P010	ASV_1134	0
HE03P011	ASV_1134	0
HE03P012	ASV_1134	0
HE03P014	ASV_1134	0
HE03P019	ASV_1134	1
HE03P021	ASV_1134	0
HE03P022	ASV_1134	0
HE03P023	ASV_1134	0
HE03P024	ASV_1134	0
HE03P025	ASV_1134	0
HE03P028	ASV_1134	0
HE03P046	ASV_1134	0
HE03P047	ASV_1134	0
HE03P048	ASV_1134	0
HE03P050	ASV_1134	2
HE03P051	ASV_1134	1
HE03P055	ASV_1134	0
HE03P056	ASV_1134	0
HE03P057	ASV_1134	0
HE03P058	ASV_1134	0
HE03P059	ASV_1134	1
HE03P061	ASV_1134	0
HE03P063	ASV_1134	0
HE03P064	ASV_1134	0
HE03P066	ASV_1134	0
HE03P067	ASV_1134	0
HE03P068	ASV_1134	0
HE03P071	ASV_1134	0
HE03P072	ASV_1134	1
HE03P073	ASV_1134	0
HE03P074	ASV_1134	0
HE03P075	ASV_1134	0
HE03P077	ASV_1134	0
HE03P078	ASV_1134	0
HE03P082	ASV_1134	0
HE05P026	ASV_1134	0
HE07P004	ASV_1134	0
HE07P010	ASV_1134	1
HE07P012	ASV_1134	0
HE07P019	ASV_1134	1
HE07P021	ASV_1134	0
HE07P022	ASV_1134	0
HE07P023	ASV_1134	0
HE07P024	ASV_1134	0
HE07P025	ASV_1134	0
HE07P028	ASV_1134	1
HE07P046	ASV_1134	0
HE07P047	ASV_1134	0
HE07P048	ASV_1134	0
HE07P051	ASV_1134	0
HE07P055	ASV_1134	0
HE07P056	ASV_1134	0
HE07P057	ASV_1134	0
HE07P058	ASV_1134	3
HE07P059	ASV_1134	2
HE07P061	ASV_1134	0
HE07P063	ASV_1134	0
HE07P064	ASV_1134	1
HE07P066	ASV_1134	0
HE07P068	ASV_1134	0
HE07P071	ASV_1134	0
HE07P072	ASV_1134	0
HE07P073	ASV_1134	0
HE07P074	ASV_1134	0
HE07P075	ASV_1134	0
HE07P077	ASV_1134	0
HE07P078	ASV_1134	0
HE10P003	ASV_1134	0
HE10P049	ASV_1134	0
HE10P054	ASV_1134	0
HG00P003	ASV_1134	0
HG00P010	ASV_1134	1
HG00P011	ASV_1134	37
HG00P012	ASV_1134	0
HG00P014	ASV_1134	9
HG00P021	ASV_1134	2
HG00P022	ASV_1134	4
HG00P023	ASV_1134	0
HG00P024	ASV_1134	0
HG00P025	ASV_1134	1
HG00P026	ASV_1134	1
HG00P028	ASV_1134	1
HG00P046	ASV_1134	1
HG00P047	ASV_1134	0
HG00P048	ASV_1134	0
HG00P050	ASV_1134	5
HG00P051	ASV_1134	0
HG00P055	ASV_1134	0
HG00P056	ASV_1134	0
HG00P058	ASV_1134	2
HG00P059	ASV_1134	0
HG00P061	ASV_1134	0
HG00P063	ASV_1134	0
HG00P064	ASV_1134	0
HG00P066	ASV_1134	0
HG00P071	ASV_1134	0
HG00P072	ASV_1134	0
HG00P073	ASV_1134	3
HG00P074	ASV_1134	0
HG00P075	ASV_1134	0
HG00P077	ASV_1134	0
HG00P078	ASV_1134	0
HG00P082	ASV_1134	1
HS00P003	ASV_1134	0
HS00P004	ASV_1134	0
HS00P010	ASV_1134	0
HS00P011	ASV_1134	0
HS00P012	ASV_1134	0
HS00P014	ASV_1134	8
HS00P019	ASV_1134	0
HS00P025	ASV_1134	45
HS00P029	ASV_1134	3
HS00P031	ASV_1134	0
HS00P034	ASV_1134	3
HS00P036	ASV_1134	0
HS00P040	ASV_1134	0
HS00P041	ASV_1134	0
HS00P042	ASV_1134	0
HS00P044	ASV_1134	0
HS00P045	ASV_1134	0
HS00P046	ASV_1134	0
HS00P047	ASV_1134	0
HS00P048	ASV_1134	0
HS00P050	ASV_1134	0
HS00P051	ASV_1134	0
HS00P055	ASV_1134	0
HS00P056	ASV_1134	0
HS00P057	ASV_1134	0
HS00P058	ASV_1134	0
HS00P059	ASV_1134	1
HS00P061	ASV_1134	0
HS00P063	ASV_1134	0
HS00P064	ASV_1134	5
HS00P068	ASV_1134	0
HS00P071	ASV_1134	0
HS00P072	ASV_1134	0
HS00P073	ASV_1134	4
HS00P074	ASV_1134	0
HS00P075	ASV_1134	4
HS00P077	ASV_1134	6
HS00P082	ASV_1134	3
HS00P109	ASV_1134	122
HS00P110	ASV_1134	1
HS00P118	ASV_1134	0
HS00P137	ASV_1134	0
HS00P142	ASV_1134	0
HS00P167	ASV_1134	2
HS00P176	ASV_1134	32
HS00P179	ASV_1134	8
HS00P192	ASV_1134	33
HS00P198	ASV_1134	39
HS00P201	ASV_1134	0
HS00P93	ASV_1134	3
HS00P96	ASV_1134	15
HS03P003	ASV_1134	3
HS03P004	ASV_1134	0
HS03P005	ASV_1134	0
HS03P010	ASV_1134	0
HS03P011	ASV_1134	2
HS03P012	ASV_1134	0
HS03P014	ASV_1134	0
HS03P019	ASV_1134	0
HS03P024	ASV_1134	0
HS03P025	ASV_1134	0
HS03P026	ASV_1134	8
HS03P029	ASV_1134	0
HS03P031	ASV_1134	0
HS03P034	ASV_1134	0
HS03P035	ASV_1134	0
HS03P040	ASV_1134	0
HS03P041	ASV_1134	0
HS03P042	ASV_1134	1
HS03P044	ASV_1134	1
HS03P045	ASV_1134	0
HS03P046	ASV_1134	0
HS03P047	ASV_1134	7
HS03P048	ASV_1134	2
HS03P050	ASV_1134	0
HS03P051	ASV_1134	0
HS03P055	ASV_1134	0
HS03P056	ASV_1134	0
HS03P057	ASV_1134	0
HS03P058	ASV_1134	0
HS03P059	ASV_1134	0
HS03P061	ASV_1134	9
HS03P063	ASV_1134	2
HS03P064	ASV_1134	0
HS03P066	ASV_1134	1
HS03P067	ASV_1134	11
HS03P068	ASV_1134	30
HS03P071	ASV_1134	29
HS03P072	ASV_1134	0
HS03P073	ASV_1134	0
HS03P074	ASV_1134	0
HS03P075	ASV_1134	6
HS03P077	ASV_1134	4
HS07P004	ASV_1134	0
HS07P010	ASV_1134	0
HS07P011	ASV_1134	2
HS07P012	ASV_1134	0
HS07P014	ASV_1134	0
HS07P019	ASV_1134	2
HS07P024	ASV_1134	0
HS07P025	ASV_1134	0
HS07P026	ASV_1134	0
HS07P029	ASV_1134	0
HS07P031	ASV_1134	0
HS07P034	ASV_1134	0
HS07P035	ASV_1134	0
HS07P036	ASV_1134	0
HS07P040	ASV_1134	0
HS07P041	ASV_1134	0
HS07P042	ASV_1134	0
HS07P045	ASV_1134	0
HS07P046	ASV_1134	0
HS07P047	ASV_1134	6
HS07P048	ASV_1134	0
HS07P050	ASV_1134	0
HS07P051	ASV_1134	0
HS07P055	ASV_1134	0
HS07P056	ASV_1134	0
HS07P057	ASV_1134	0
HS07P058	ASV_1134	0
HS07P059	ASV_1134	15
HS07P061	ASV_1134	0
HS07P063	ASV_1134	0
HS07P064	ASV_1134	0
HS07P066	ASV_1134	1
HS07P068	ASV_1134	61
HS07P071	ASV_1134	4
HS07P072	ASV_1134	21
HS07P073	ASV_1134	0
HS07P074	ASV_1134	0
HS07P075	ASV_1134	9
HS07P077	ASV_1134	0
HS10P003	ASV_1134	2
IE03P013	ASV_1134	1
IE03P020	ASV_1134	2
IE03P027	ASV_1134	0
IE03P052	ASV_1134	1
IE03P053	ASV_1134	0
IE03P062	ASV_1134	0
IE03P069	ASV_1134	0
IE03P070	ASV_1134	0
IE07P013	ASV_1134	2
IE07P020	ASV_1134	3
IE07P027	ASV_1134	0
IE07P052	ASV_1134	0
IE07P053	ASV_1134	0
IE07P062	ASV_1134	0
IE07P069	ASV_1134	0
IE07P070	ASV_1134	0
IG00P013	ASV_1134	4
IG00P020	ASV_1134	21
IG00P052	ASV_1134	0
IG00P053	ASV_1134	0
IG00P062	ASV_1134	1
IG00P069	ASV_1134	0
IG00P070	ASV_1134	0
IS00P013	ASV_1134	2
IS00P020	ASV_1134	0
IS00P027	ASV_1134	1
IS00P033	ASV_1134	0
IS00P038	ASV_1134	0
IS00P039	ASV_1134	0
IS00P043	ASV_1134	0
IS00P052	ASV_1134	0
IS00P053	ASV_1134	0
IS00P062	ASV_1134	0
IS00P069	ASV_1134	1
IS00P070	ASV_1134	1
IS00P081	ASV_1134	1
IS00P083	ASV_1134	0
IS03P020	ASV_1134	0
IS03P027	ASV_1134	0
IS03P033	ASV_1134	0
IS03P038	ASV_1134	0
IS03P039	ASV_1134	0
IS03P043	ASV_1134	0
IS03P052	ASV_1134	5
IS03P053	ASV_1134	0
IS03P062	ASV_1134	0
IS03P069	ASV_1134	2
IS03P070	ASV_1134	1
IS03P081	ASV_1134	1
IS03P082	ASV_1134	0
IS03P083	ASV_1134	1
IS07P013	ASV_1134	0
IS07P020	ASV_1134	0
IS07P027	ASV_1134	1
IS07P033	ASV_1134	0
IS07P038	ASV_1134	0
IS07P039	ASV_1134	0
IS07P043	ASV_1134	0
IS07P052	ASV_1134	0
IS07P053	ASV_1134	0
IS07P062	ASV_1134	0
IS07P069	ASV_1134	5
IS07P070	ASV_1134	2
DE03P016	ASV_495	62
DE03P017	ASV_495	6
DE03P049	ASV_495	0
DE03P054	ASV_495	3
DE03P060	ASV_495	19
DE03P065	ASV_495	4
DE03P076	ASV_495	0
DE03P081	ASV_495	1
DE03P083	ASV_495	0
DE07P016	ASV_495	6
DE07P049	ASV_495	0
DE07P054	ASV_495	8
DE07P060	ASV_495	1
DE07P065	ASV_495	1
DE07P076	ASV_495	0
DE08P017	ASV_495	30
DE10P016	ASV_495	12
DG00P016	ASV_495	3
DG00P017	ASV_495	120
DG00P049	ASV_495	1
DG00P054	ASV_495	0
DG00P060	ASV_495	3
DG00P076	ASV_495	2
DG00P081	ASV_495	6
DG00P083	ASV_495	0
DS00P030	ASV_495	0
DS00P037	ASV_495	18
DS00P049	ASV_495	1
DS00P054	ASV_495	335
DS00P060	ASV_495	0
DS00P065	ASV_495	8
DS00P076	ASV_495	14
DS00P119	ASV_495	4
DS00P138	ASV_495	1
DS00P140	ASV_495	0
DS00P166	ASV_495	5
DS00P172	ASV_495	83
DS00P180	ASV_495	92
DS00P191	ASV_495	35
DS00P193	ASV_495	33
DS00P194	ASV_495	199
DS00P196	ASV_495	0
DS03P016	ASV_495	1
DS03P017	ASV_495	20
DS03P030	ASV_495	8
DS03P037	ASV_495	14
DS03P049	ASV_495	82
DS03P054	ASV_495	0
DS03P060	ASV_495	94
DS03P065	ASV_495	0
DS03P076	ASV_495	0
DS03P237	ASV_495	3
DS03P239	ASV_495	14
DS03P245	ASV_495	43
DS03P272	ASV_495	0
DS03P279	ASV_495	240
DS03P288	ASV_495	20
DS03P295	ASV_495	0
DS03P298	ASV_495	277
DS03P312	ASV_495	456
DS03P313	ASV_495	103
DS04P138	ASV_495	0
DS04P194	ASV_495	12
DS04P86	ASV_495	470
DS05P114	ASV_495	0
DS05P196	ASV_495	0
DS06P140	ASV_495	0
DS06P180	ASV_495	0
DS07P016	ASV_495	2
DS07P037	ASV_495	26
DS07P049	ASV_495	2
DS07P054	ASV_495	0
DS07P060	ASV_495	0
DS07P065	ASV_495	0
DS07P076	ASV_495	0
DS07P172	ASV_495	28
DS07P193	ASV_495	0
DS08P017	ASV_495	15
DS08P191	ASV_495	0
DS10P016	ASV_495	25
DS10P049	ASV_495	12
DS10P054	ASV_495	1
DS10P166	ASV_495	9
HE02P026	ASV_495	2
HE03P003	ASV_495	1
HE03P004	ASV_495	0
HE03P005	ASV_495	0
HE03P010	ASV_495	9
HE03P011	ASV_495	0
HE03P012	ASV_495	2
HE03P014	ASV_495	8
HE03P019	ASV_495	2
HE03P021	ASV_495	0
HE03P022	ASV_495	0
HE03P023	ASV_495	0
HE03P024	ASV_495	0
HE03P025	ASV_495	4
HE03P028	ASV_495	0
HE03P046	ASV_495	47
HE03P047	ASV_495	0
HE03P048	ASV_495	2
HE03P050	ASV_495	2
HE03P051	ASV_495	117
HE03P055	ASV_495	0
HE03P056	ASV_495	13
HE03P057	ASV_495	0
HE03P058	ASV_495	0
HE03P059	ASV_495	4
HE03P061	ASV_495	15
HE03P063	ASV_495	1
HE03P064	ASV_495	12
HE03P066	ASV_495	10
HE03P067	ASV_495	21
HE03P068	ASV_495	141
HE03P071	ASV_495	0
HE03P072	ASV_495	19
HE03P073	ASV_495	1
HE03P074	ASV_495	19
HE03P075	ASV_495	2
HE03P077	ASV_495	1
HE03P078	ASV_495	0
HE03P082	ASV_495	10
HE05P026	ASV_495	2
HE07P004	ASV_495	77
HE07P010	ASV_495	26
HE07P012	ASV_495	2
HE07P019	ASV_495	18
HE07P021	ASV_495	1
HE07P022	ASV_495	8
HE07P023	ASV_495	4
HE07P024	ASV_495	0
HE07P025	ASV_495	7
HE07P028	ASV_495	7
HE07P046	ASV_495	0
HE07P047	ASV_495	1
HE07P048	ASV_495	1
HE07P051	ASV_495	23
HE07P055	ASV_495	3
HE07P056	ASV_495	4
HE07P057	ASV_495	0
HE07P058	ASV_495	8
HE07P059	ASV_495	44
HE07P061	ASV_495	1
HE07P063	ASV_495	0
HE07P064	ASV_495	0
HE07P066	ASV_495	36
HE07P068	ASV_495	0
HE07P071	ASV_495	12
HE07P072	ASV_495	1
HE07P073	ASV_495	10
HE07P074	ASV_495	20
HE07P075	ASV_495	1
HE07P077	ASV_495	0
HE07P078	ASV_495	0
HE10P003	ASV_495	9
HE10P049	ASV_495	0
HE10P054	ASV_495	2
HG00P003	ASV_495	64
HG00P010	ASV_495	16
HG00P011	ASV_495	3
HG00P012	ASV_495	0
HG00P014	ASV_495	466
HG00P021	ASV_495	82
HG00P022	ASV_495	8
HG00P023	ASV_495	0
HG00P024	ASV_495	1
HG00P025	ASV_495	0
HG00P026	ASV_495	21
HG00P028	ASV_495	131
HG00P046	ASV_495	1
HG00P047	ASV_495	2
HG00P048	ASV_495	3
HG00P050	ASV_495	2
HG00P051	ASV_495	0
HG00P055	ASV_495	2
HG00P056	ASV_495	1
HG00P058	ASV_495	0
HG00P059	ASV_495	0
HG00P061	ASV_495	0
HG00P063	ASV_495	84
HG00P064	ASV_495	6
HG00P066	ASV_495	2
HG00P071	ASV_495	16
HG00P072	ASV_495	0
HG00P073	ASV_495	9
HG00P074	ASV_495	23
HG00P075	ASV_495	3
HG00P077	ASV_495	2
HG00P078	ASV_495	2
HG00P082	ASV_495	65
HS00P003	ASV_495	5
HS00P004	ASV_495	10
HS00P010	ASV_495	3
HS00P011	ASV_495	0
HS00P012	ASV_495	0
HS00P014	ASV_495	72
HS00P019	ASV_495	1
HS00P025	ASV_495	2
HS00P029	ASV_495	1
HS00P031	ASV_495	0
HS00P034	ASV_495	17
HS00P036	ASV_495	2
HS00P040	ASV_495	3
HS00P041	ASV_495	2
HS00P042	ASV_495	2
HS00P044	ASV_495	3
HS00P045	ASV_495	7
HS00P046	ASV_495	0
HS00P047	ASV_495	0
HS00P048	ASV_495	5
HS00P050	ASV_495	7
HS00P051	ASV_495	0
HS00P055	ASV_495	1
HS00P056	ASV_495	1
HS00P057	ASV_495	0
HS00P058	ASV_495	0
HS00P059	ASV_495	0
HS00P061	ASV_495	9
HS00P063	ASV_495	0
HS00P064	ASV_495	5
HS00P068	ASV_495	3
HS00P071	ASV_495	0
HS00P072	ASV_495	0
HS00P073	ASV_495	4
HS00P074	ASV_495	4
HS00P075	ASV_495	0
HS00P077	ASV_495	4
HS00P082	ASV_495	76
HS00P109	ASV_495	0
HS00P110	ASV_495	1
HS00P118	ASV_495	44
HS00P137	ASV_495	0
HS00P142	ASV_495	6
HS00P167	ASV_495	0
HS00P176	ASV_495	0
HS00P179	ASV_495	4
HS00P192	ASV_495	0
HS00P198	ASV_495	33
HS00P201	ASV_495	334
HS00P93	ASV_495	2
HS00P96	ASV_495	35
HS03P003	ASV_495	14
HS03P004	ASV_495	2
HS03P005	ASV_495	2
HS03P010	ASV_495	17
HS03P011	ASV_495	2
HS03P012	ASV_495	0
HS03P014	ASV_495	8
HS03P019	ASV_495	2
HS03P024	ASV_495	3
HS03P025	ASV_495	2
HS03P026	ASV_495	1
HS03P029	ASV_495	2
HS03P031	ASV_495	25
HS03P034	ASV_495	6
HS03P035	ASV_495	0
HS03P040	ASV_495	1
HS03P041	ASV_495	2
HS03P042	ASV_495	0
HS03P044	ASV_495	3
HS03P045	ASV_495	2
HS03P046	ASV_495	1
HS03P047	ASV_495	0
HS03P048	ASV_495	26
HS03P050	ASV_495	147
HS03P051	ASV_495	1
HS03P055	ASV_495	0
HS03P056	ASV_495	0
HS03P057	ASV_495	0
HS03P058	ASV_495	0
HS03P059	ASV_495	0
HS03P061	ASV_495	0
HS03P063	ASV_495	88
HS03P064	ASV_495	0
HS03P066	ASV_495	0
HS03P067	ASV_495	5
HS03P068	ASV_495	2
HS03P071	ASV_495	1
HS03P072	ASV_495	0
HS03P073	ASV_495	2
HS03P074	ASV_495	1
HS03P075	ASV_495	0
HS03P077	ASV_495	14
HS07P004	ASV_495	8
HS07P010	ASV_495	17
HS07P011	ASV_495	4
HS07P012	ASV_495	1
HS07P014	ASV_495	222
HS07P019	ASV_495	6
HS07P024	ASV_495	19
HS07P025	ASV_495	5
HS07P026	ASV_495	1
HS07P029	ASV_495	4
HS07P031	ASV_495	18
HS07P034	ASV_495	0
HS07P035	ASV_495	5
HS07P036	ASV_495	7
HS07P040	ASV_495	2
HS07P041	ASV_495	4
HS07P042	ASV_495	4
HS07P045	ASV_495	1
HS07P046	ASV_495	22
HS07P047	ASV_495	57
HS07P048	ASV_495	2
HS07P050	ASV_495	4
HS07P051	ASV_495	0
HS07P055	ASV_495	1
HS07P056	ASV_495	0
HS07P057	ASV_495	3
HS07P058	ASV_495	6
HS07P059	ASV_495	0
HS07P061	ASV_495	0
HS07P063	ASV_495	0
HS07P064	ASV_495	2
HS07P066	ASV_495	0
HS07P068	ASV_495	1
HS07P071	ASV_495	31
HS07P072	ASV_495	5
HS07P073	ASV_495	0
HS07P074	ASV_495	0
HS07P075	ASV_495	3
HS07P077	ASV_495	1
HS10P003	ASV_495	19
IE03P013	ASV_495	4
IE03P020	ASV_495	1
IE03P027	ASV_495	4
IE03P052	ASV_495	1
IE03P053	ASV_495	1
IE03P062	ASV_495	1
IE03P069	ASV_495	11
IE03P070	ASV_495	7
IE07P013	ASV_495	5
IE07P020	ASV_495	18
IE07P027	ASV_495	3
IE07P052	ASV_495	0
IE07P053	ASV_495	0
IE07P062	ASV_495	1
IE07P069	ASV_495	5
IE07P070	ASV_495	0
IG00P013	ASV_495	148
IG00P020	ASV_495	402
IG00P052	ASV_495	70
IG00P053	ASV_495	1
IG00P062	ASV_495	0
IG00P069	ASV_495	3
IG00P070	ASV_495	11
IS00P013	ASV_495	14
IS00P020	ASV_495	5
IS00P027	ASV_495	0
IS00P033	ASV_495	44
IS00P038	ASV_495	6
IS00P039	ASV_495	1
IS00P043	ASV_495	0
IS00P052	ASV_495	0
IS00P053	ASV_495	3
IS00P062	ASV_495	0
IS00P069	ASV_495	75
IS00P070	ASV_495	0
IS00P081	ASV_495	1
IS00P083	ASV_495	1
IS03P020	ASV_495	40
IS03P027	ASV_495	0
IS03P033	ASV_495	24
IS03P038	ASV_495	3
IS03P039	ASV_495	0
IS03P043	ASV_495	2
IS03P052	ASV_495	0
IS03P053	ASV_495	44
IS03P062	ASV_495	0
IS03P069	ASV_495	31
IS03P070	ASV_495	4
IS03P081	ASV_495	0
IS03P082	ASV_495	0
IS03P083	ASV_495	24
IS07P013	ASV_495	7
IS07P020	ASV_495	12
IS07P027	ASV_495	1
IS07P033	ASV_495	17
IS07P038	ASV_495	2
IS07P039	ASV_495	0
IS07P043	ASV_495	2
IS07P052	ASV_495	1
IS07P053	ASV_495	0
IS07P062	ASV_495	0
IS07P069	ASV_495	3
IS07P070	ASV_495	2
DE03P016	ASV_1208	2
DE03P017	ASV_1208	1
DE03P049	ASV_1208	5
DE03P054	ASV_1208	2
DE03P060	ASV_1208	0
DE03P065	ASV_1208	3
DE03P076	ASV_1208	0
DE03P081	ASV_1208	8
DE03P083	ASV_1208	3
DE07P016	ASV_1208	0
DE07P049	ASV_1208	13
DE07P054	ASV_1208	1
DE07P060	ASV_1208	9
DE07P065	ASV_1208	0
DE07P076	ASV_1208	1
DE08P017	ASV_1208	4
DE10P016	ASV_1208	4
DG00P016	ASV_1208	0
DG00P017	ASV_1208	3
DG00P049	ASV_1208	3
DG00P054	ASV_1208	4
DG00P060	ASV_1208	1
DG00P076	ASV_1208	63
DG00P081	ASV_1208	305
DG00P083	ASV_1208	5
DS00P030	ASV_1208	1
DS00P037	ASV_1208	0
DS00P049	ASV_1208	0
DS00P054	ASV_1208	1
DS00P060	ASV_1208	4
DS00P065	ASV_1208	0
DS00P076	ASV_1208	0
DS00P119	ASV_1208	46
DS00P138	ASV_1208	289
DS00P140	ASV_1208	0
DS00P166	ASV_1208	0
DS00P172	ASV_1208	1
DS00P180	ASV_1208	321
DS00P191	ASV_1208	0
DS00P193	ASV_1208	172
DS00P194	ASV_1208	2
DS00P196	ASV_1208	0
DS03P016	ASV_1208	3
DS03P017	ASV_1208	5
DS03P030	ASV_1208	0
DS03P037	ASV_1208	4
DS03P049	ASV_1208	7
DS03P054	ASV_1208	1
DS03P060	ASV_1208	107
DS03P065	ASV_1208	0
DS03P076	ASV_1208	0
DS03P237	ASV_1208	13
DS03P239	ASV_1208	381
DS03P245	ASV_1208	17
DS03P272	ASV_1208	13
DS03P279	ASV_1208	21
DS03P288	ASV_1208	92
DS03P295	ASV_1208	0
DS03P298	ASV_1208	685
DS03P312	ASV_1208	267
DS03P313	ASV_1208	149
DS04P138	ASV_1208	2
DS04P194	ASV_1208	0
DS04P86	ASV_1208	0
DS05P114	ASV_1208	0
DS05P196	ASV_1208	3
DS06P140	ASV_1208	0
DS06P180	ASV_1208	0
DS07P016	ASV_1208	0
DS07P037	ASV_1208	4
DS07P049	ASV_1208	0
DS07P054	ASV_1208	2
DS07P060	ASV_1208	1
DS07P065	ASV_1208	1
DS07P076	ASV_1208	0
DS07P172	ASV_1208	0
DS07P193	ASV_1208	0
DS08P017	ASV_1208	1
DS08P191	ASV_1208	0
DS10P016	ASV_1208	5
DS10P049	ASV_1208	0
DS10P054	ASV_1208	1
DS10P166	ASV_1208	33
HE02P026	ASV_1208	0
HE03P003	ASV_1208	3
HE03P004	ASV_1208	6
HE03P005	ASV_1208	3
HE03P010	ASV_1208	20
HE03P011	ASV_1208	17
HE03P012	ASV_1208	2
HE03P014	ASV_1208	117
HE03P019	ASV_1208	0
HE03P021	ASV_1208	1
HE03P022	ASV_1208	0
HE03P023	ASV_1208	0
HE03P024	ASV_1208	0
HE03P025	ASV_1208	2
HE03P028	ASV_1208	1
HE03P046	ASV_1208	19
HE03P047	ASV_1208	0
HE03P048	ASV_1208	4
HE03P050	ASV_1208	2
HE03P051	ASV_1208	0
HE03P055	ASV_1208	0
HE03P056	ASV_1208	0
HE03P057	ASV_1208	0
HE03P058	ASV_1208	0
HE03P059	ASV_1208	0
HE03P061	ASV_1208	16
HE03P063	ASV_1208	1
HE03P064	ASV_1208	0
HE03P066	ASV_1208	2
HE03P067	ASV_1208	0
HE03P068	ASV_1208	9
HE03P071	ASV_1208	2
HE03P072	ASV_1208	0
HE03P073	ASV_1208	9
HE03P074	ASV_1208	1
HE03P075	ASV_1208	37
HE03P077	ASV_1208	3
HE03P078	ASV_1208	5
HE03P082	ASV_1208	6
HE05P026	ASV_1208	0
HE07P004	ASV_1208	3
HE07P010	ASV_1208	15
HE07P012	ASV_1208	1
HE07P019	ASV_1208	8
HE07P021	ASV_1208	0
HE07P022	ASV_1208	1
HE07P023	ASV_1208	0
HE07P024	ASV_1208	0
HE07P025	ASV_1208	6
HE07P028	ASV_1208	0
HE07P046	ASV_1208	1
HE07P047	ASV_1208	2
HE07P048	ASV_1208	62
HE07P051	ASV_1208	3
HE07P055	ASV_1208	0
HE07P056	ASV_1208	4
HE07P057	ASV_1208	3
HE07P058	ASV_1208	0
HE07P059	ASV_1208	4
HE07P061	ASV_1208	0
HE07P063	ASV_1208	1
HE07P064	ASV_1208	0
HE07P066	ASV_1208	4
HE07P068	ASV_1208	3
HE07P071	ASV_1208	1
HE07P072	ASV_1208	31
HE07P073	ASV_1208	6
HE07P074	ASV_1208	7
HE07P075	ASV_1208	69
HE07P077	ASV_1208	0
HE07P078	ASV_1208	10
HE10P003	ASV_1208	15
HE10P049	ASV_1208	1
HE10P054	ASV_1208	5
HG00P003	ASV_1208	10
HG00P010	ASV_1208	15
HG00P011	ASV_1208	19
HG00P012	ASV_1208	4
HG00P014	ASV_1208	44
HG00P021	ASV_1208	3
HG00P022	ASV_1208	0
HG00P023	ASV_1208	0
HG00P024	ASV_1208	0
HG00P025	ASV_1208	10
HG00P026	ASV_1208	0
HG00P028	ASV_1208	0
HG00P046	ASV_1208	12
HG00P047	ASV_1208	0
HG00P048	ASV_1208	1
HG00P050	ASV_1208	3
HG00P051	ASV_1208	1
HG00P055	ASV_1208	0
HG00P056	ASV_1208	2
HG00P058	ASV_1208	0
HG00P059	ASV_1208	3
HG00P061	ASV_1208	5
HG00P063	ASV_1208	35
HG00P064	ASV_1208	2
HG00P066	ASV_1208	5
HG00P071	ASV_1208	38
HG00P072	ASV_1208	8
HG00P073	ASV_1208	19
HG00P074	ASV_1208	6
HG00P075	ASV_1208	10
HG00P077	ASV_1208	0
HG00P078	ASV_1208	7
HG00P082	ASV_1208	12
HS00P003	ASV_1208	36
HS00P004	ASV_1208	77
HS00P010	ASV_1208	18
HS00P011	ASV_1208	10
HS00P012	ASV_1208	1
HS00P014	ASV_1208	4
HS00P019	ASV_1208	2
HS00P025	ASV_1208	0
HS00P029	ASV_1208	0
HS00P031	ASV_1208	0
HS00P034	ASV_1208	7
HS00P036	ASV_1208	1
HS00P040	ASV_1208	3
HS00P041	ASV_1208	1
HS00P042	ASV_1208	1
HS00P044	ASV_1208	0
HS00P045	ASV_1208	2
HS00P046	ASV_1208	84
HS00P047	ASV_1208	1
HS00P048	ASV_1208	0
HS00P050	ASV_1208	0
HS00P051	ASV_1208	1
HS00P055	ASV_1208	200
HS00P056	ASV_1208	0
HS00P057	ASV_1208	3
HS00P058	ASV_1208	0
HS00P059	ASV_1208	9
