feature	ko05340	ko00564	ko00680	ko00562	ko00563	ko03030	ko00561	ko00440	ko00250	ko00740	ko04111	ko04940	ko00010	ko05412	ko00195	ko03450	ko00760	ko00920	ko00311	ko00310	ko04146	ko00600	ko04141	ko04142	ko00604	ko04260	ko03040	ko04110	ko05142	ko00513	ko04973	ko00510	ko05110	ko04974	ko04976	ko00450	ko01051	ko00565	ko00524	ko00300	ko05222	ko00514	ko05416	ko00260	ko00190	ko03440	ko00750	ko00950	ko00592	ko00591	ko00590	ko00061	ko03070	ko00253	ko03060	ko00380	ko00500	ko05120	ko05322	ko04964	ko04962	ko00625	ko00624	ko00627	ko00626	ko00621	ko00620	ko00623	ko00622	ko00270	ko00940	ko00941	ko01053	ko00100	ko00945	ko05016	ko00071	ko00072	ko05219	ko05215	ko05211	ko05210	ko01055	ko04910	ko00531	ko00360	ko00633	ko00630	ko00363	ko00364	ko05130	ko04115	ko00121	ko04914	ko00430	ko02010	ko00130	ko03050	ko00361	ko00040	ko00730	ko00362	ko01040	ko00603	ko03018	ko00281	ko00280	ko03013	ko04626	ko05200	ko00601	ko03015	ko00312	ko05020	ko05143	ko00523	ko00520	ko00521	ko05146	ko05145	ko05144	ko00052	ko00053	ko00051	ko00401	ko00400	ko04020	ko00350	ko00480	ko00643	ko00642	ko00640	ko00720	ko00960	ko02020	ko00120	ko00965	ko03008	ko05414	ko00290	ko04614	ko03410	ko05010	ko05012	ko00980	ko00410	ko00983	ko05150	ko00791	ko00790	ko05131	ko00020	ko00710	ko02060	ko00340	ko00785	ko00550	ko00650	ko02030	ko03320	ko04612	ko04621	ko04622	ko00910	ko00460	ko00830	ko00780	ko00511	ko00970	ko00030	ko04972	ko00232	ko00230	ko04122	ko00540	ko05014	ko00660	ko03020	ko04512	ko00982	ko03010	ko00140	ko05100	ko00860	ko05410	ko00330	ko04080	ko04514	ko00908	ko04930	ko03430	ko00906	ko00900	ko00901	ko00903	ko00471	ko00472	ko00473	ko05111	ko04510	ko04810	ko04210	ko00240	ko04011	ko00944	ko04113	ko04070	ko03420	ko00770	ko02040	ko00670	ko04920	ko04144	ko00930	ko04112	ko04075
DS06P180	66164.58	899819.67	1283768.74	141700.75	1	1141871.93	432661.67	115907.7	1164410.5	449923.78	2	74125.02	1399824.25	97	586955.6	99	585225.87	651661.1	1367.49	167052.12	335839.75	135783.9	22810.04	86271.39	55433.4	20369.5	2011	2	20764.42	0	21960.07	60136.43	514	38653.2	1274	684863.56	122875.89	152	23031.01	923187.99	343	0	343	1172384.21	1358256.29	1610162.25	259698.12	100111.98	24813.45	37664.16	53584	954447.38	1229105.36	210438.46	1069066.33	184302.47	845069.78	96248.13	2537	43184.49	0	69632.18	402.15	114043.53	70521.95	30013.76	1460206.07	235799.39	10496.95	1431410.16	46535.57	19592.95	62192.15	0	19395.42	128654.06	194151.31	33678.03	3830.95	22195.7	64758.73	343	54452.04	129834.52	55494.73	226728.98	135899.39	641930.95	37887.61	505.12	4.33	343	2816	22195.7	191202.43	4201329.98	488478.21	7563.17	5663.31	204807.59	385175.66	157643.61	174370.81	63534.54	825098.75	25428.02	378842.45	99314.95	174137.91	87297.43	0	2003	973.4	17577.95	20818.42	158487.93	1732079.19	280259.55	3460.5	343	0	692442.06	127276.66	825846.38	226069.21	1225487.28	0	242064.46	471170.79	10949.94	23026.23	715411.21	1258656.9	156712.55	1073840.37	2820	2	101892.24	97	989328.84	22	655262.93	97040.61	20712.5	30802.59	199883.63	420209.42	10846.4	365.48	583625.67	56.29	1105925.6	976847.89	554056.75	440275.66	103061.47	1162828.27	731763.79	102012.25	156340.21	22195.7	22277.37	500.79	1303033.92	264480.79	29953.27	351211.72	197799.45	1799711.57	1079522.48	0	0	3719086.52	501213.55	1089087.65	42338.07	386642.53	547761.72	97	30929.59	3939905.5	56.45	13227.77	1509951.56	100	1141615.66	0	97	73793.12	73312.9	1322560.6	5649	754280.78	2	26160.45	261685.33	18734.67	195847.78	118399.69	97	97	729.5	3072797.61	76698.22	4.33	18510.27	200064.68	599512.35	848096.4	25270.67	795875.31	124556.81	0.2	658.64	785825.25	0
HS03P003	69783.72	634538.67	843986.36	113281.03	12	797184.33	286531.73	60392.08	915518.34	255226.58	4	52935.66	974675.29	28	402493.02	18.8	496703.77	394257.84	11501.91	96173.85	200317.51	85634.78	34658.31	54294.52	35134.44	55906.49	15325	4	676.48	19.5	20070.72	23899.25	280.33	27772.07	22	378614.64	70845.07	295.11	46604.78	672323.29	2533.32	48	2533.32	824890.99	1304252.15	1122619.17	224741.68	76180.72	18940.47	16622.47	68366.24	599595.56	974812.79	133292.32	703825.36	140783.4	630649.01	89475.85	16692.43	23728.99	2.4	77208.56	133.32	95996.69	92719.19	37744.43	1060577.53	169531.85	25959.26	954188.12	22814.31	2061.16	22055.79	16	1364.16	110548.51	187479.33	22350.6	289.77	20037.46	27763.81	2533.32	45607.13	82935.72	42085.14	169065.04	39610.64	432378.45	16777.71	2200.83	3.33	2533.32	1238.14	20037.46	143737.98	2457393.7	293398.96	471.67	4007.65	189425.71	356146.51	84847.58	130043.05	46628.94	556473.33	28881.12	226553.1	84538.91	148283.54	50334.59	0	15212	6273.29	6155	738.48	160548.68	1118066.23	308813.62	4010.55	2533.32	0	451781.4	76153.31	535742.24	171665.19	915826.86	4	234674.36	436800.51	41745.79	13623.55	490044.87	928322.81	125878.78	909253.98	1238.14	0	75516.06	28	663399.71	0	499541.92	127348.37	58435.81	99903.19	181615.69	290933.88	33946.38	4000.63	405951.94	45.44	774525.04	679766.66	341617.86	372178.1	75926.06	895080.29	529413.35	90063.87	127275.1	20037.46	28633.46	4790.12	778031.26	205610.27	35390.78	168742.32	153260.6	1274705.79	766326.36	4	0	2555029.95	238464.94	677848.88	17753.7	236892.89	510308.47	24	99905.83	2689258.49	3487.46	430.25	682064.34	28	835619.27	156	24	65530.95	51545.48	945023.54	18778.97	528566.58	0	15294.76	161712.77	4213.31	130479.29	94586.69	24	24	30018.57	2080043.52	45032.98	75.2	907.35	146949.43	462811.44	595801.09	89867.56	612655.19	90378.05	59.14	1351.16	565842	7.2
HS03P004	77748.22	714072.86	952281.66	143679.07	11	825842.05	299332.27	72223.12	973814.27	280623.37	2	59598.23	1053761.94	131	425585.84	3661	522151.26	369451.98	10516.2	132891.49	225588.16	101290.42	36420.46	84486.64	60233	61802.39	5945.8	2	1691.07	0.5	20812.07	23207.15	733.33	31022.18	1343.5	374640.62	70526.31	8248.49	56003.79	664436.26	3651.82	32	3651.82	898277.82	1427674.61	1167900.35	250131.87	82261.68	26158.05	10109.4	68925.27	627013.55	1066255.79	145661.92	733016.54	207728.97	679982.89	98951.77	18090.51	28671.27	0	101450.01	4425.84	145046.58	117029.1	51678.98	1171743.69	197937.42	33380.42	946286.34	21982.99	6517.42	30692.01	2683	3180.92	120610.83	230890.06	41303.74	1055.86	25660.72	29898.96	3651.82	54036.66	89176.99	64007.51	227176.53	39996.65	515753.32	13129.1	20044.16	258.67	3651.82	4133.86	25660.72	153784.13	2847215.27	314343.1	230.17	19084.75	217755.01	397034.29	160142.32	145380.31	81846.43	590661.97	40740.02	255886.71	78762.52	131660.83	59211.5	21.4	5929.8	6560.27	7788.31	1724.07	183119.57	1197975.71	345896.76	1829.96	3651.82	2	466068.07	103941.95	543643.65	178657.26	926585.35	72	304152.61	457097.37	55934.62	27742.58	537141.46	1001063.34	148050.11	1156071.51	5469.36	0	81592.12	131	693045.18	32	513999.08	138772.1	65382.21	106223.87	201756.15	300002.71	29469.1	15708.83	444443.72	3366.26	847243.11	720809.47	329276.49	407476.34	79207.63	938323.43	597155.1	145666.1	124468.79	25660.72	34481.89	5222.16	840319.04	227915.59	46352.62	177636.41	173297.46	1313462.07	793243.57	72	0	2701435.73	278985.28	725145.15	35967.46	257790.08	547097.62	59	104892.01	2865427.62	2571.74	5011.98	694707.94	131	944241.59	1	59	68687.67	54382.67	1006234.79	22102.27	558968.4	0	31869.9	173185.54	2157.81	122034.63	107532.57	59	59	33602.35	2181294.83	44817.58	343.07	649.7	152405.35	459371.51	624856.86	132098.64	631545.25	89232.23	5	12474.58	594398.4	0.4
HS03P005	60313.63	540504.83	718016.73	91720.98	5	662009.57	229735.85	48333.43	754918.32	214881.13	4	46869.95	819294.8	103	333435.84	389.32	415749.74	289082.43	8637.4	84399.18	167416.3	80371.05	28012.4	65396.2	45895.4	43530.29	8573	4	989.57	1	17411.25	20751.26	642.33	26028.17	228.2	292098.76	58690.88	321.12	43750.43	525137.01	742.82	64	742.82	674750.76	1066561.26	932706.67	193127.56	63751.56	18056.36	10111.02	53827.01	473352.93	776084.07	109619.1	580721.94	126618.45	532776.87	78279.8	13534.29	19588.44	2	62402.85	665.49	102161.06	85359.17	34274.55	880104.78	138609.88	23288.48	744987.74	16028.48	5567.27	20419.65	16	3371.24	86119.85	159325.38	16020.33	785.4	20127.25	20997.7	742.82	41764.01	67798.69	50429.2	142490.26	23911.87	337035.91	11186.38	1455.96	144.33	742.82	1969.6	20127.25	119120.55	2044132.73	238814.48	464.83	2388.94	154940.92	313242.94	80186.59	98840.14	61316.13	462358.39	25440.35	173768	67686.58	115415.83	41867.77	2.2	8529	4572.63	4326.08	992.97	140488.28	957449.87	266612.23	1926.65	742.82	0	378711.67	65101.8	447174.79	137844.58	720906.68	16.6	207196.64	340943.82	37092.91	22158.72	395896.79	754479.78	108763.14	781847.24	1977.6	7	62531.2	103	529567.22	6.6	407290.49	102782.57	44258.11	70508.76	149552.01	247385.64	27045.49	4763.65	351085.67	1877.74	630589.24	570638.63	278291.28	307403.97	60276.24	745895.19	433915.1	82317.59	99273.07	20127.25	28313.42	3569.87	627733.19	166256.93	27315.06	138880.1	143720.49	1054091.33	625785.67	15	31	2127175.26	206774.09	555730.16	16534.01	189007.02	423684.43	88	70588.21	2284356.09	1881.93	3042.6	540626.63	104.6	688219.69	2	88	56006.97	43511.36	800667.09	14273.37	444690.53	7	23819.44	137984.74	1070.22	102924.04	85593.62	88	88	26479.51	1740659.05	36445.76	269.36	946.87	117185.69	379159.11	478609.16	69569.43	501157.98	72905.45	284.66	3629.08	473265.73	1.2
HS03P010	81915.72	680216.57	973260.35	125592.05	9	888719.2	272794.01	62934.38	1050408.59	293144.79	4	64299.87	1074506.91	103	429268.96	409.94	579710.58	381794.69	8500.06	106740.03	232639.01	114892.39	45551.7	91841	63148.38	64248.61	5222.2	4	1728.14	2.5	22203.76	33593.08	2615	46156.87	8.17	398641.92	78638.96	431.02	61931.55	732386.49	684.34	150	684.34	923880.16	1489833.25	1261313.64	267161.98	89874.76	24512.71	19087.4	67280.31	623801.28	1007248.87	135607.16	774545.91	174572.25	705111.86	111395.58	19878.77	27176.8	0.8	90272.94	411	128734.55	125087.09	45632.46	1152789.69	190409.27	24692.04	1007167.88	24614.04	7973.17	23520.98	50.34	5020.83	123756.03	201299.55	15305.96	364.29	30792.31	26513.77	684.34	58967.82	86297.18	71683.45	185877.1	32559.6	436792.98	19986.81	735.69	117.67	684.34	3562.66	30792.31	161107.77	2461309.24	281096.64	490	2225.97	202606.07	404680.17	97398.96	130917.21	73984.48	646381.89	35863.6	236890.88	91500.94	135818.06	57990.42	1.2	5154.2	4280.97	2173.78	1731.14	213311.36	1222589.8	394504.43	1111.1	684.34	0	498938.14	75704.86	583581.9	172112.99	936042.65	32	276754.54	418336.99	52673.44	26657.15	498043.29	1051978.68	139486.87	919091.83	3563.83	0	83598.57	103	664203.97	0	536658.29	146105.99	64900.95	80326.36	212350.97	329107.35	33142.31	2272.81	487830.49	1532.56	890461.19	779816.67	288214.03	424648.54	97391.48	1010494.74	572506.73	78532.21	120817.34	30792.31	40883.64	3838.17	791916.87	231688.77	44829.41	205027.6	224911.72	1435317.71	839813.63	32	1	2868171.57	226078.32	735271.52	25934.48	216414.15	592056.29	71	80342.12	3184868.58	1417.49	2829.48	773285.03	103	918678.11	1	71	82222.91	57760.19	1062318.24	21803.22	606522.47	0	28030.06	190473.91	977.6	137153.09	106902	71	71	42010.96	2358688.32	55232.24	370.97	1562.23	153684.12	492769.9	639974.98	72792.68	705728.55	98948.95	25.28	878.08	657225.29	1.8
HS03P011	43370.59	421379.94	599211.62	72357.07	15	550789.73	208932.74	36009.46	574017.14	160328.74	5	38264.27	694721.31	225	282004.58	96.68	310663.84	234572.66	16674.77	73073.78	134877.89	68841.88	23861.04	48000	25262.82	18375.12	3074.2	5	1582.74	5.5	18210.46	21188.62	766	17919.9	8.17	248702.84	59960.99	46.27	29285.15	442983.31	2033.84	62	2033.84	564184.07	719864.79	774045.5	150176.98	38504.03	7358.22	11877.28	38593.06	400816.14	538358.13	96485.52	480641.53	91742.44	447503.66	54448.39	4171.2	11987.64	1	51555.54	973.02	77121.77	57950.72	27623.81	690621.37	89082.57	14674.94	634883.73	11850.71	2815.24	19888.56	26.34	2632.67	57272.9	118812.28	23629.02	691.92	14402.5	14721.54	2033.84	27808.2	54220.13	30104.64	83847.55	25590.8	251537.67	12745.04	1709.91	0.67	2033.84	961.45	14402.5	87479.95	1862299.45	158161.62	1159.5	3782.18	119342.81	273671.04	71361.78	87369.7	33679.24	371334.78	13376.54	144335.29	56533.4	90751.71	31157.88	0	2905.2	9235.41	6529.04	1585.91	87130.51	909459.88	177324.06	3687.75	2033.84	0	410004.36	53486.71	442288.87	92278.78	611558.48	0	134043.59	250477.61	16439.97	16094.43	319257.18	566720.03	71634.32	715700.27	978.62	1.17	48411.24	225	467083.91	35	338683.31	62626.18	20408.96	37180.18	98838.1	217215.09	48745.11	3704.86	286818.53	8.71	450547.24	449435.88	346936.47	192691.5	49566.32	654453.14	361238.63	78626.81	83358.91	14402.5	26583.67	7587.84	492871.03	124704.84	21415.57	106008.98	125830.77	887611.14	516453.11	0	13	1785132.34	196103.34	368948.84	18490.18	170327.32	343460.71	225	37216.18	1910931.23	2848.09	1080.91	433569.69	241	507149.53	0	225	44691.81	35957.71	644755.46	6021.29	372110.68	1.17	20412.69	114991.69	2344.17	107676.17	63709.21	225	225	20455.99	1483975.17	30271.85	40.87	1633	85905.56	298841.77	400033.36	75574.88	411941.75	55424.56	52.6	2133.97	387409.64	2.2
HS03P012	43702.41	376025.52	586129.17	80392.01	0	597747.93	232855.9	51373.2	582197.03	118313.37	7	40922.19	827645.74	11	298447.81	514.4	292947.74	203460.19	35021.66	87590.06	112251.87	90623.94	18287.43	79990.83	44770.69	6391	131	7	1596.97	0	25000.01	21325.57	532.33	16622.3	20	254141.1	70315.81	47.49	39810.9	495457.15	930.32	159	930.32	572726.42	614531.6	804542.72	149623.67	24156.48	4498.4	6366.22	40050.85	449993.91	452637.36	120101.8	493005.14	96109.02	553857.65	54286.31	1253	5505.03	2.2	64783.54	678.59	110674.53	74415.41	49252.06	758957.04	50346.16	25878.53	671710.1	19656.07	2646.85	13669.16	35	1964.45	47187.49	119686.91	45951.18	270.11	11584.57	6675.91	930.32	30157.2	43473.76	48781.19	54414.96	10643.31	185259.03	6547.38	962.84	0	930.32	5675.17	11584.57	95805.46	1876371.94	104826.07	572.5	7795.32	150965.69	314973.67	117722.71	82305.77	59436.59	373453.15	8471.98	170006.22	69292.94	87102.68	19190.8	0	118	16999.16	1162.92	1598.14	100574.43	1119385.38	210203.53	1926.83	930.32	1	620542.12	108622.24	585865.58	65898.83	621396.76	0	118248.24	223358.91	13442.68	21162.62	351949.9	509075.39	53444.15	776827.2	5675.17	0.17	42659.82	11	483845.67	0	356791.1	49703.23	7321.32	27109.31	78094.17	248835.6	127232.78	2063.75	283063.02	0	340402.12	437209.11	653679.81	126143.43	53968.72	738570.88	394951.94	46531.23	62866.48	11584.57	22975.24	8552.42	382637.67	136034.41	23714.21	79776.37	189968.93	969206.13	597639.49	0	102	1933624.54	159838.73	197731.34	7124	146560.82	329797.89	11	27176.81	2115983.69	1222.17	8595.17	361995.52	11	498125.03	0	11	47325.56	40400.84	684145.63	2676.83	409799.26	0.17	24249.46	123742.85	1143.33	135327.58	54447.05	11	11	14842.82	1653815.76	37608.37	10	1370.65	77677.46	304405.41	418897.95	38578.27	422143.23	31557.35	30	1514	412531.86	0
HS03P014	57020.25	556149.2	806701.07	96324.4	19	670466.83	256870.78	43353.19	755121.46	241025.37	7	47261.55	836283.13	92	342999.42	99.14	421686.91	312888.81	10079.2	109147.28	186392.76	94425.18	33030.51	58390.68	38112.82	33528.5	1999	7	1498.66	4.5	16115.56	21837.8	493.5	25487.71	260	324219.29	61661.79	215.88	34735.68	542408.22	7547.5	106	7547.5	737525.45	1015894.07	960354.73	190005.12	62086.31	11979.05	18066.54	54091.99	497333.16	745854.56	112507.48	606130.05	151822.23	542140.45	69906.8	7139	16583.67	6.4	69586.55	3440.12	105048.13	71071.32	27920.26	874462.05	137971.93	14083.65	807596.21	20660.08	4063.58	23815.85	46	2744.95	84774.91	186444.54	32974.1	1718.22	19831.45	22269.11	7547.5	40739.54	69073.93	46661.82	146570.08	46347.05	408025.58	18184	5304.54	0.67	7547.5	1455.09	19831.45	113345.4	2477348.72	236342.69	679.34	10592.49	157872.31	325150.78	100907.71	117928.37	55551.76	485077.52	29692.98	229507.16	60427.89	113075.23	49648.06	0	1855	4557.6	8987.82	1456.66	128153.3	1053588.39	239488.88	7978.14	7547.5	0	410170.93	62247.31	502629.56	130399.46	731886.44	40	194501.25	339610.11	33735.5	18643.27	432385.07	801113.06	103650.17	842321.71	1844.59	841	63047.24	92	572819.89	42	422198.33	97256.62	41076	51506.89	148480.61	264649.63	28474.69	6529.88	356778.97	8.71	642917.13	583195.29	310136.89	294854.96	63321.84	770226.15	478921.45	116339.38	116068.08	19831.45	30789.28	3230.32	671222.68	165150.02	24492.02	153510.9	147841.5	1091804.23	626726.77	0	0	2220296.4	265478.58	570767.33	32278.72	222101.4	444479.59	92	51956.06	2383677.45	8551.73	809.1	672514.47	134	719423.07	3	92	56816.19	43617.55	806217.05	18783.5	474193.81	841	29666.46	143005.81	4436.67	116311.96	87121.96	92	92	36057.86	1814484.69	35908.34	463.84	3574.62	113727.31	368100.68	514954.47	127841.24	525650.05	79027.72	17.06	6432.96	496607.48	0
HS03P019	73218.91	656972.38	881516.74	115159.87	55	816563.16	284357.16	61743.05	944480.23	274861.27	5	56004.01	989667.21	26	417383.88	115.2	510578.23	376107.59	7453.16	104107.32	212208.91	96025.5	36691.97	70571.36	49361	59788.6	10795.2	5	2021.53	4	23088.91	26220.32	2610.67	32352.81	17	370596.66	68609.36	148.76	49063.79	665284.49	3428.68	46	3428.68	841970.22	1380531.95	1149393.91	236184	79730.2	21749.68	13483.97	73331.68	613063.5	928060.07	130707.72	723645.68	156494.12	636493.91	93359.19	15110.2	26210	3.6	69526.75	978.53	108112.2	87486.25	32555.57	1061968.72	179581.62	18551.9	968986.7	21805.64	4772.14	26226.06	84	3773.57	112771.59	194764.99	23592.32	335.91	22843.75	29266.34	3428.68	49097.81	81785.55	58795.07	176538.74	40028.14	442501.95	14179.69	3351.34	2.33	3428.68	1661.49	22843.75	148683.29	2431732.57	310206.94	1050.33	5743.94	181561.76	369078.42	90757.83	129034.49	67086.35	567056.18	29345.08	236090.18	74959.04	144495.94	55538.77	0.2	10661.2	3999.13	6606.43	2083.36	173533.72	1138348.89	322809.32	6677.69	3428.68	2	431323.12	72677.39	529926.17	172570.37	909404.61	3	241473.52	432211.6	45003.22	17341.67	500966.02	984592.32	128572.74	917852.28	1686.49	2.33	77829.96	26	658076.95	98.5	517015.95	133383.59	63214.28	89415.84	191589.37	291049.24	28945.04	4574.24	414567.16	30.29	830408.42	699466.99	295611.21	368752.72	71995.55	911954.11	532691.29	100855.96	133483.77	22843.75	36168.25	2792.72	810080.51	209092.85	38560.95	169997.71	163298.52	1312101.96	760014.35	3	9	2588882.63	247121.47	710169.78	24609.94	241130.37	539073.25	23	89463.84	2811271.78	5438.89	2901.32	737791.9	45	849921.88	0	23	68428.86	52908.28	968545.13	19468.12	559458.97	2.33	20553.85	170351.24	4535	133691.43	97703.41	23	23	34762.55	2130499.47	40481.25	18.53	1952.58	150687.61	474928.13	611809.38	110365.29	623212.04	99628.41	218.6	2424.39	579956.65	2.2
HS03P024	53482.61	495398.41	654081.41	86678.81	19	628463.57	187889.5	37941.3	737713.28	206064.57	3	44783.06	728956.3	22	321363.35	634.4	401132.81	304784.83	2340.17	80788.16	163346.13	76777.63	40302.17	40988.32	34491.81	40566.1	9121.2	3	1735.17	4.5	17553.57	22933.36	658.5	32036.2	9	306584.08	54113.11	1000.13	36054.82	511047.97	1805.5	18	1805.5	659019.74	1057423.28	900711.07	176031.8	69939.64	16047.79	24334.23	50180.89	439730.04	726363.58	93295.22	547205.01	112930.61	476175.17	73907.62	11698.2	19957.07	8.2	63356.75	944.6	89099.46	82133.25	21287.78	797779.04	134109.56	15167.37	710152.44	11678.02	7455.43	19910.98	467	4994.27	82760.09	156455.07	14309.2	158.33	24697.91	19804.12	1805.5	42190.69	62635.16	36583.71	144383.92	27762.45	328513.45	24913.08	1226.04	0	1805.5	708.92	24697.91	112330.19	1775670.73	223482.49	210.84	2214.63	126522.28	257295.8	67197.76	100923.58	38778.07	455791.87	35463.93	171627.62	70117.52	116801.54	46307.53	0	9056.2	1188.51	4444.38	1739.67	145750.49	830447.23	260475.77	1058.25	1805.5	0	311702.38	48482.78	419893.09	139128.45	680532.47	0	193169.59	304313.58	35426.99	20551.98	354590.81	711323.49	108888.44	655842.71	1135.42	0	57646.96	22	459798.29	4.5	372884.66	96892.72	42371.6	62221.69	155974.87	238734.95	8268.9	1631.52	337915.48	0	609118.2	560323.87	161368.45	324793.37	65844.36	692360.73	417705.09	104715.57	101208.91	24697.91	27289.74	987.21	605112.75	155406.32	21000.54	137069.01	136957.52	1006593.83	559653.52	0	4	2023273.06	180691.37	559736.59	12036.71	155195.18	420907.07	22	62231.19	2175242.86	1038.63	663.87	527903.3	22	633585.57	15	22	56394.19	41509.04	748227.86	12569.45	428996.33	0	23796.16	135523.13	2444.66	95005.16	83206.29	22	22	31242.68	1632974.5	39944.49	3	1951.04	108035.66	362780.12	443316.56	122148.58	505930.57	76508.37	5.6	2335.9	467016.99	0
HS03P025	50376.52	622463.55	821796.7	99680.04	17	674270.71	258247.48	46337.2	753871.57	249194.89	15	48343.81	822281.9	466	330507.41	464.66	431478.65	328720.39	1914.9	135582.79	201699.17	55863.25	30630.36	24189.09	17495.15	43397.49	3213	15	2354.87	0	9474.2	17167.24	1213.33	18077.6	10	331896.96	57033.03	4265.24	30953.58	548275.65	1556.32	33	1556.32	721838.83	1066370.72	975411.39	190967.26	58376.01	22330.07	40538.03	36065.9	512041.41	768922.89	112001.16	622773.88	185547.57	450214.12	68736.02	8942	15840.67	5	95332.63	5060.11	125170.11	105908.73	14097.43	895112.74	152335.77	7832.28	784865.76	17298.42	7548.02	25685.81	3271	7253.85	91446.27	263853.95	42066.53	1772.2	20608.11	28387.2	1556.32	43480.27	66317.87	19790.35	148992.26	40398.7	441672.83	45266.81	6970.96	0	1556.32	765.41	20608.11	100287.09	2493335.21	264274.6	2670.83	11365.67	151675.43	304455.06	114663.59	131681.47	25083.25	505918.25	77850.52	263961.78	64488.41	123993.24	50551.63	0	3023	705.94	9949.79	2376.37	129211.99	937839.95	228990.37	1940.87	1556.32	0	321121.19	52676.6	453947.23	136953.73	754178.24	2	215227.92	339208.71	37584.87	33679.3	446749.1	809245.53	105549.61	960112.97	4019.41	0	69083.29	466	592548.5	12.5	420501.54	104177.14	44951.81	72089.09	177575.43	245222.86	6574.36	6011.11	354149.94	0	675875.33	567483.82	245642.11	333602.79	71063.31	749965.31	540956.83	189354.64	137485.4	20608.11	26844.78	1102.46	695730.79	156864.94	36551.96	176097.38	80134.04	1100332	593492.91	2	107	2196910.54	315537.24	629372.27	29175.15	228687.98	441024.73	464	72160.42	2325951.7	1562.79	277.21	715083.32	466	748243.7	224	464	53835.22	43806.45	802605.81	10715.08	485409	0	51365.78	143895.79	6362.33	110228.98	96139.73	464	464	18505.67	1775725.84	40959.41	14	7270.33	121119.75	376723.75	516569.88	236482.1	510506.18	85852.16	10.4	15653.59	489472.58	0
HS03P026	37733.75	354234.32	559454.96	56211.04	9	484074.81	175759.86	31431.92	572083.12	183431.2	30	37421.67	614358.45	58	250222.63	170.8	286341.98	201314.15	3634.54	65187.43	121858.9	69277.52	29643.79	48691.52	31009.77	13277.51	1861	30	2504.12	0	12927.96	21501.73	489	20999.2	6	239417.36	50979.68	114	29912.97	409152.1	1418	213	1418	503428.43	696995.94	697497.5	132307.78	45938.39	5365.78	16722.39	35383.19	313096.96	488188.9	56550.47	443058.77	84767.18	426710.09	56542.46	3013	16165.19	3.4	42495.05	2076.1	62968.81	39998.55	16817.47	592994.12	88224.74	8037.94	605312.39	27299.04	3815.27	25533.6	78	4514.94	44535.29	112271.47	21490.62	1074.73	17994.07	14963.95	1418	30388.61	45161.92	43843.75	94533.23	29240.55	252649.92	18741.8	1195.36	3.33	1418	1117.66	17994.07	80676.33	1624334.55	157624.27	2516.67	2851.57	157096.83	222270.11	80131.3	69189.95	42424.26	342645.67	10525.07	148882.2	40412.38	86143.94	34376.02	0	1186	1539.79	3099.33	2506.29	102727.7	761126.71	179614.09	3231	1418	0	310826.56	54812.34	417000.69	92905.89	525354.19	0	123244	181784.06	17060.05	14453.61	282012.89	551536.69	74292.56	549634.46	1118.66	0.17	42083.53	58	398481.92	1	301231.68	54225.6	14695.51	22095.23	105405.35	197913.89	16401.08	2040.09	252582.99	43.29	446516.79	427652.37	232305.88	232071.34	37457.89	546212.65	349281.78	99460.21	79438.53	17994.07	22861.9	1203.66	470929.99	125833.31	17808	109134.41	117570.58	822304.24	477343.48	0	25	1592448.15	158108.73	375279.57	11783.84	139779.5	337183.34	58	22141.73	1771476.81	2240.75	496.63	583700.32	58	509252.22	0	58	43860.34	33772.34	582928.2	4548	361110.64	0.17	19263.71	112597.08	5433.66	85809.85	52055.93	58	58	23678.05	1314038.29	26938.02	44.33	2813.37	62785.1	285099.38	381207.6	98928.95	389300.27	59322.14	37.46	2153.02	360008.36	0
