DS	HS	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Johnsonella	0.0217767088303853	0.0192587534855252	0.019754404937336	1.84705825669146
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus	0.0155588106338106	0.0131595636690451	0.0136074115639337	1.43347142759596
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned|Unassigned	0.00833310023310023	0.00732578762826441	0.00775135198096054	0.834526109424909
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonella	0.00590497419247419	0.00656532764621	0.00601159922603739	1.06420541973468
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema	0.00606217671217671	0.00565509090153053	0.00549118046992399	1.02332416882347
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium	0.00648647186147186	0.0047910391036552	0.00527183411370987	0.920426379768664
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia	0.00416998556998557	0.00490157933741525	0.00444185814331653	0.688635100396499
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Centipeda	0.00278394383394383	0.00503475236064245	0.00403088023198968	0.530801318823515
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia	0.00334945887445887	0.00408576311029872	0.00373286023058288	0.731431766894876
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Fretibacterium	0.00526845376845377	0.00256816808492505	0.00333805592993517	0.601410895997021
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia	0.00380903540903541	0.00207362361151061	0.00307597480508275	0.828545291928933
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcus	0.00321275668775669	0.00188079275815344	0.00245306397532148	0.546387382827016
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga	0.00316718281718282	0.00192433667553637	0.00242499318730578	0.716140145515284
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae|Vallitalea	0.00263255078255078	0.00234433311786253	0.00233917946551025	0.444516878662267
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia	0.000554678654678654	0.00330298614783909	0.00218008860537437	0.513772946966332
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Marinilabiliaceae|Saccharicrinis	0.00283477633477633	0.0019089420383538	0.00212991664840241	0.270082200247455
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Unassigned	0.00195399045399045	0.0021963632385846	0.00204246062810531	0.343239964520444
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned|Unassigned	-0.000173701298701299	0.00333868898559301	0.0018317040074116	0.398437250478779
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Eikenella	0.00291471861471862	0.00126562809825194	0.00174661426140963	0.40300314901271
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Unassigned	0.00210540570540571	0.00132402452208954	0.00174641493882873	0.471806596178065
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia	0.00304990287490288	0.000682322948809017	0.00156933007359375	0.444064829806211
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia	0.00256709956709957	0.000799387845556576	0.00154833246321422	0.425394981135031
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae|Desulfobulbus	0.00175675713175713	0.00126496930142441	0.00144098244153644	0.279900220343825
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia	0.00109410866910867	0.00155265444909408	0.00143899793358603	0.485253178364119
Bacteria|Proteobacteria|Gammaproteobacteria|Cardiobacteriales|Cardiobacteriaceae|Cardiobacterium	0.00140896880896881	0.00156701486937555	0.00142773405040459	0.388797874534181
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	0.000158427683427684	0.00207970444588092	0.00127383389161839	0.447604362823238
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter	0.00111035076035076	0.00114455687501353	0.00119807074535169	0.422495938785004
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Selenomonas	0.00225374486624487	0.000589751878892409	0.00116250925708197	0.414905287972059
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Dysgonomonadaceae|Dysgonomonas	0.00086018426018426	0.00130181709845023	0.00114420326439067	0.241210378033909
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Phocaeicola	-7.57575757575762e-06	0.00175005235562511	0.00108894518025702	0.221051328584347
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Filifactor	0.000681074481074481	0.00138676792333913	0.00103316936596136	0.292481485777508
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Arachnia	0.00171398601398601	0.000487961466637937	0.000962196224308869	0.254624327361706
