D	I	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae	-0.00137142857142857	-0.00138333333333333	-0.00103766233766234	0.0677718487394958
Bacteria|Firmicutes|Clostridia|Clostridiales|Tissierellaceae	-0.00136071428571429	-0.00121666666666667	-0.00117784992784993	0.0863950285009108
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae	-0.000288888888888889	-0.00258333333333333	-0.001277886002886	0.113206980540959
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae	-0.000741666666666666	-0.00203333333333333	-0.00142344877344877	0.0635425530266087
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned	-0.00171190476190476	-0.00111666666666667	-0.0015489898989899	0.203200219921118
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae	-0.00250952380952381	-0.00095	-0.00161111111111111	0.166437706763481
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	-0.00147738095238095	-0.00245	-0.00188968253968254	0.0910720645711358
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae	-0.00176904761904762	-0.00200238095238095	-0.00191717171717172	0.148865963869292
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	-0.00195952380952381	-0.0029	-0.00206111111111111	0.128373848966651
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	-0.00108690476190476	-0.0048	-0.00216511544011544	0.0920858308959702
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	-0.00176666666666667	-0.00348333333333333	-0.00221634199134199	0.104793006262743
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	-0.00196190476190476	-0.00465714285714286	-0.00275097402597403	0.165767149053217
