D	H	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	-0.00018	-0.000578601121101121	-0.000500760513995808	0.145922820343471
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Marinilabiliaceae	-0.0016	-0.000163367188367188	-0.000504082584082584	0.104075000800451
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae	-0.000626666666666667	-0.00051961815961816	-0.000569729992229992	0.0716506151795016
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae	-0.00337	0.000216197136197136	-0.000580436507936508	0.176426941538983
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae	-0.00212333333333333	-0.000146264846264846	-0.00060032523032523	0.0879586418560155
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae	-3.88578058618805e-19	-0.000733220113220113	-0.000618426540779482	0.285239118025994
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	-0.00155	-0.00051544178044178	-0.000764054834054834	0.14559642124893
Bacteria|SR1|Unassigned|Unassigned|Unassigned	-0.00242333333333333	-0.000541507381507382	-0.000893463921699216	0.120836183630742
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned	-0.00106666666666667	-0.000862082362082362	-0.000918870932988579	0.119092077439781
Bacteria|Tenericutes|Mollicutes|Mycoplasmoidales|Metamycoplasmataceae	-0.00085	-0.000901103341103341	-0.000944090517325811	0.142203733031896
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae	-0.00180333333333333	-0.000892796092796093	-0.00110079689917925	0.114694062530787
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	-0.00180666666666667	-0.00110543567543567	-0.00113997954659719	0.107288976478404
Bacteria|Firmicutes|Clostridia|Clostridiales|Tissierellaceae	-0.00296	-0.00115745032745033	-0.00148726945826791	0.201348493421915
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptoniphilaceae	-0.00201333333333333	-0.00163591630591631	-0.00168345349095349	0.26381513144424
