Class	HS00P003	HS03P003	HS00P004	HS03P004	HS03P005	HS00P010	HS03P010	HS00P011	HS03P011	HS00P012	HS03P012	HS00P014	HS03P014	DS03P016	DS03P017	HS00P019	HS03P019	HS03P024	HS00P025	HS03P025	HS03P026	HS00P029	HS03P029	DS00P030	DS03P030	HS00P031	HS03P031	HS00P034	HS03P034	HS03P035	HS00P036	DS00P037	DS03P037	HS00P040	HS03P040	HS00P041	HS03P041	HS00P042	HS03P042	HS00P044	HS03P044	HS00P045	HS03P045	HS00P046	HS03P046	HS00P047	HS03P047	HS00P048	HS03P048	DS00P049	DS03P049	HS00P050	HS03P050	HS00P051	HS03P051	DS00P054	DS03P054	HS00P055	HS03P055	HS00P056	HS03P056	HS00P057	HS03P057	HS00P058	HS03P058	HS00P059	HS03P059	DS00P060	DS03P060	HS00P061	HS03P061	HS00P063	HS03P063	HS00P064	HS03P064	DS00P065	DS03P065	HS03P066	HS03P067	HS00P068	HS03P068	HS00P071	HS03P071	HS00P072	HS03P072	HS00P073	HS03P073	HS00P074	HS03P074	HS00P075	HS03P075	DS00P076	DS03P076	HS00P077	HS03P077	HS00P082	HS00P93	HS00P96	HS00P109	HS00P110	HS00P118	HS00P137	HS00P142	HS00P167	HS00P176	HS00P179	HS00P192	HS00P198	HS00P201	DS04P86	DS05P114	DS00P119	DS00P138	DS04P138	DS00P140	DS06P140	DS00P166	DS00P172	DS00P180	DS06P180	DS00P191	DS00P193	DS00P194	DS04P194	DS00P196	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313
Bacteria|Actinobacteria|Actinobacteria	-0.363074041831212	-0.432645971921712	-0.207074972210731	-0.450672256256109	-0.437967711969395	-0.180532858210554	-0.376754653259401	1.47835918833552	-0.192418282442198	-0.240217727292233	-0.257659911929034	-0.201343893286415	-0.368071128113895	-0.456401779637108	-0.347894935277886	0.955911831129793	-0.252103420165341	-0.470913162338241	0.209328293787553	0.0648111838205629	0.795593574134763	0.442110089411396	0.361939505085154	-0.339344160969082	-0.367486347552706	3.7130657473569	-0.357421990325298	-0.313542319591999	-0.0300229343679674	-0.20133747219967	3.45889271050536	0.626515632304278	-0.274552906807821	-0.282542774339114	-0.142281342120732	0.053534000674856	-0.401618600406408	-0.107307274573542	-0.325540823676291	-0.356622343722266	-0.128720585261846	0.119451030756515	-0.223186919143713	-0.372440885808236	-0.395403983257122	-0.271976517290537	-0.0799416646060503	-0.311178582198721	0.464230880153664	-0.355438792809094	-0.241389759955646	-0.22580872615587	-0.374948389222386	-0.463285597003415	-0.202307672754521	-0.478154094500801	-0.435181134301655	-0.21137153589174	-0.382816559292964	0.165889555334153	-0.368086569535918	-0.208241193970601	-0.384682955662778	0.000483484601283059	-0.291290078939933	0.381475669196629	-0.342989072094941	-0.344110788803274	-0.225815508003192	-0.333073606669592	0.822935679626349	-0.330453544366284	-0.0889380795744426	-0.377980909950152	0.976463698431426	3.0546031850187	-0.0281402403438454	-0.379008841487829	0.0428875188647875	2.45888917371543	-0.141678824047842	-0.136046770964803	-0.0103912958072028	-0.375967622832155	-0.323535347807732	0.781386792414017	-0.360884995803834	-0.196746508398719	-0.473578897916374	-0.340191939498531	-0.247204934965069	-0.387068091511241	-0.385213483840373	-0.326290281036766	-0.280698229934064	-0.430780366095049	-0.439830655698846	3.07279931697564	-0.193131206258607	1.64008610195403	2.70131637584158	2.59374931724476	2.05613887136121	-0.412876222062934	0.433505131738216	1.60163688364012	-0.216465979132559	-0.47479788534186	-0.15986287403153	-0.17077680438754	-0.472079001494917	-0.0151549768382847	0.130018576067795	-0.294622570753911	0.186225526737273	-0.264029642084164	1.1837435936421	-0.454090946064879	1.58042961528523	0.166379614905312	-0.404281198033326	1.34968877093105	1.17809797761359	-0.400550494672717	2.08053707856432	0.545460591180841	-0.316596661239625	0.279605193164962	-0.207587943982201	0.893896593069858	-0.205984764746961	-0.290767783274772	-0.134548997785376	-0.336853901599855	0.347698477291429	0.775103928364096
Bacteria|Actinobacteria|Coriobacteriia	-0.474074559244817	-0.470829878636444	-0.52290734050507	-0.489747824208636	-0.498572167503363	-0.481965189954603	-0.463482097493083	-0.506087236932322	-0.426506452275177	-0.396983326877094	-0.299148238396538	-0.564246267543897	-0.56420238047038	-0.563140483210919	-0.484812424220363	-0.564614111150257	-0.461900686968434	-0.520388815155649	-0.620673419340197	-0.555704365375162	-0.608132448037854	-0.478923566953651	-0.500729112806197	-0.416308387227849	-0.516571161404066	-0.375569685247177	-0.501887907336151	-0.453157799099984	-0.462565590936326	-0.513478493144083	-0.483893193993731	-0.559399250945275	-0.565270979359485	-0.556636901456037	-0.4538844972643	-0.547618998366897	-0.522894795616276	-0.538016731564506	-0.519662021368588	-0.475006949842827	-0.534763800162807	-0.452512349045265	-0.515251883830326	-0.397725592752521	-0.408829535660177	-0.49772313517022	-0.52973197255527	-0.318577214948414	-0.503356984953542	-0.545557608828016	-0.457359180386638	-0.322926098545412	-0.401164238579763	-0.464044015086695	-0.461801591998163	-0.488659592893562	-0.44402766165874	-0.370803621003644	-0.383529650103466	-0.536743350225629	-0.374699381069761	-0.319225799451103	-0.391804725809588	-0.377743375596894	-0.449005533024441	-0.480778075469021	-0.376663708751407	-0.406674346281576	-0.379220674517912	-0.450897311661	-0.386678714692945	-0.349085361547473	0.163278539375196	-0.440481110809581	-0.427951588979964	-0.561908349624241	-0.464170052972466	-0.422582332673175	-0.528118455457235	-0.552095268339383	-0.591797781624682	-0.374921798707058	-0.369786674601272	-0.409985370040281	-0.333676347308577	-0.557395471885176	-0.386026169936425	-0.458691486214764	-0.566435069699871	-0.368751102055063	-0.343113546549547	-0.398709790003322	-0.44918772151105	-0.362983289107403	-0.462318932133049	-0.465140429718558	-0.427783703884389	-0.561660043245354	-0.395737898942017	-0.487869555198803	-0.556044205065633	-0.609561269707246	-0.431769383773442	-0.217190756259309	-0.476818736564571	-0.460774156252911	-0.31583691484775	-0.53121115517447	-0.541522029990756	-0.523620692858751	-0.545900746282987	-0.547667539284381	-0.475235768118185	-0.254662401810941	-0.367091229203328	-0.347775072173751	-0.441842196569906	-0.454875429836285	-0.679863178705126	-0.506005284461982	-0.504684421988635	-0.439777055730766	-0.755588912314863	-0.616801000866583	-0.569996555770882	-0.717802420733295	-0.398754613135093	-0.674874435654631	-0.328956136753377	-0.512932775677168	-0.428456362484626	-0.434286062362187	-0.333231138354913	-0.559073148858053	-0.606590544576741	-0.517161498037951
Bacteria|Bacteroidetes|Bacteroidia	2.98372038936623	1.95377283987226	3.92081794656215	2.19330643809465	2.20822561591926	1.47276013705019	2.79357649974511	3.15299102972794	1.26076984482266	2.37055359735646	0.653786061975483	3.27378483966167	2.46994442619621	1.44681723108688	3.7942538931977	1.60203399965226	2.46445148636585	3.17974653072713	2.67058807477243	2.02320152876566	3.16244769522801	1.58555588993763	3.55221702730055	4.01904319926539	3.44345020680267	-0.375569685247177	3.01461479371274	4.22257584275904	3.88006317767389	1.55291406549603	0.510297812954799	1.17268606374494	2.22879908914482	2.98292024711509	3.82509685917475	1.18273914816757	3.62186938426336	2.07364302208029	3.60974788877058	1.5207122923179	2.13645035222253	1.97464604218624	2.4319364463924	3.67062017405931	1.87537743667072	0.642570753586368	0.857027163451435	4.51010511377696	2.54543013902573	2.12265584498952	3.88660740224151	0.48721741096617	1.59404858142318	3.31258510228563	0.193493866243644	2.81695031817009	2.89557698900431	2.66407052426147	3.61285369571033	1.28279351868566	3.96318668397955	4.46226280776338	3.16750207765199	-0.0934089538607387	0.596098131609274	2.56169733623912	1.40751759157988	3.80946409550362	3.9542771952894	3.88132885677979	-0.0639738014744289	2.62523101359122	3.9770290910484	0.0250085589890538	0.79175960851911	0.323675889268315	0.208328384801949	3.43600323187729	3.13769995857844	0.632918796113354	1.71517981551021	1.59071949926955	0.110424334241088	1.28514004891511	1.45712284763529	3.23448395022084	2.1526517439582	0.912477884098	0.885786032429548	2.77852843885852	0.275038209289715	3.04415662787904	-0.154671674132845	1.82528118043412	1.91372881083212	2.75231880357609	3.04715427703482	1.95878128875787	2.51177300157068	0.369418822212242	0.523668122127029	0.240020534912533	-0.0575386936581152	2.32611758864787	2.87384785511714	0.480988100746969	1.99181134138966	3.33025647454504	1.89798001682505	3.19465600253863	0.381974280930281	3.42600296386637	1.88808375098106	2.91040632042908	3.6535419699874	4.14073015771827	2.39688945466424	3.99176577105233	2.30998887753232	-0.470664057775246	1.28885946540395	2.05291773202553	2.34399024880404	1.28002524633523	0.529552219602149	1.13719854874982	3.82699548188143	2.8511858553384	0.208099496492417	0.461637564320304	1.12772786944836	2.15280598184133	3.91464398566011	2.62419891472011	2.55685921010723	2.26088096032013
Bacteria|Bacteroidetes|Chitinophagia	-0.494237952446504	-0.490068495009391	-0.529736396116979	-0.491228509087534	-0.504802709431656	-0.487520556481053	-0.466570681957372	-0.569639597790801	-0.438142958526682	-0.417355608775586	-0.308050599943493	-0.618898377874974	-0.583656293507685	-0.578691246800837	-0.511344397280469	-0.614305289183731	-0.507746900452181	-0.520388815155649	-0.616649343646469	-0.571627109752946	-0.635134150807933	-0.533667365709615	-0.584664397973652	-0.443311171041235	-0.522535051830855	-0.375569685247177	-0.510249332654618	-0.457916707729517	-0.476164812872335	-0.530753735361892	-0.487791874098623	-0.564215538256663	-0.575933232051399	-0.568728792745994	-0.463345702204943	-0.570272914943651	-0.566520205568392	-0.551957311821797	-0.533181423184316	-0.48037482240136	-0.544479158864352	-0.465462784771618	-0.520193910448745	-0.400155828794771	-0.409690679926923	-0.500699189087002	-0.533151014015525	-0.311178582198721	-0.508910770998256	-0.549132188077942	-0.463323572972019	-0.323484416232867	-0.412672728613615	-0.472010127663019	-0.480411525724823	-0.483522556767297	-0.448748411024259	-0.393760245787366	-0.385312580993101	-0.541194455848357	-0.378261794723609	-0.320857624746883	-0.395975686681724	-0.380988314446321	-0.451820133492697	-0.493397470949631	-0.377088828553732	-0.410020405443059	-0.380386607100734	-0.453820623781527	-0.38969211813267	-0.355420979026366	-0.43200671700779	-0.442157749470332	-0.430635590044094	-0.564857484695006	-0.465985999092908	-0.470875241239706	-0.541771594959465	-0.562804572793015	-0.610916322947104	-0.378568442727286	-0.371268992046718	-0.411370339598953	-0.334499050145439	-0.578432751339285	-0.387264124512583	-0.47046899003142	-0.569451283195632	-0.371854184478478	-0.371664404163176	-0.400392370223821	-0.456625513512841	-0.363943401557994	-0.46584510975013	-0.475399509093262	-0.482918837340046	-0.609914162260976	-0.503362655094297	-0.493766775092835	-0.556465174703864	-0.618322672246692	-0.504446665001765	-0.45092707638658	-0.548245526305222	-0.534457863701954	-0.471252957250237	-0.578373877376655	-0.174051443165713	-0.591173209031588	-0.575841470865519	-0.514283720684661	-0.452059054475161	-0.504761211651431	-0.479414229821121	-0.385469082094267	-0.551728143183333	-0.364392163863831	-0.662960090572101	-0.508546168813481	-0.498229208705072	-0.617752982423473	-0.780202077809246	-0.627020907204965	-0.622769734647267	-0.730052314606536	-0.408814664573636	0.00588159085957438	-0.336654782318637	-0.511693485667463	-0.42686592732592	-0.437932493374842	-0.372125463559448	-0.539778347679911	-0.614902177631541	-0.440473907892646
Bacteria|Bacteroidetes|Cytophagia	-0.49003481901134	-0.488143425553094	-0.510261964774095	-0.490805440238199	-0.50428339281758	-0.484845478408298	-0.464390429103164	-0.568937261157247	-0.435068084910811	-0.402606484234622	-0.298501118547757	-0.609970411130567	-0.581332208853833	-0.576386522854648	-0.504168881589153	-0.571946025302914	-0.492376095468842	-0.506713025193117	-0.574119282832605	-0.560698011267782	-0.634691167279626	-0.527156000467495	-0.574767506303167	-0.435856321558993	-0.513391432234058	-0.375569685247177	-0.50003047699399	-0.444701784415731	-0.470723442557764	-0.520194170232556	-0.486892077750515	-0.558195410545089	-0.565270979359485	-0.565796556119647	-0.457136011920714	-0.562230727625832	-0.53067612873456	-0.545333950175639	-0.517929671955911	-0.47698433336914	-0.54573321871098	-0.440102726463424	-0.518271806281835	-0.400155828794771	-0.409862916477288	-0.501691352747864	-0.534860838690471	-0.319169350779275	-0.510453878580318	-0.548307207981066	-0.465055676128614	-0.325811089105555	-0.406673912116624	-0.472199857636741	-0.482164422241425	-0.492163231240547	-0.448158218316076	-0.390814539125406	-0.385134274796779	-0.541536905210485	-0.371307692538955	-0.320721628614838	-0.395975686681724	-0.380738668951851	-0.440284340172955	-0.493159264630216	-0.373263333594975	-0.410438729563306	-0.404378733694333	-0.452150076066305	-0.389907393281203	-0.355420979026366	-0.431565748243551	-0.442157749470332	-0.430098742816732	-0.562329619961577	-0.465804393067847	-0.46482874895381	-0.541771594959465	-0.553406215308426	-0.610916322947104	-0.377884602727065	-0.370774862995842	-0.411370339598953	-0.334636173992972	-0.577393232420154	-0.387264124512583	-0.47325994117893	-0.567499547727249	-0.37171924875305	-0.371533860147814	-0.400392370223821	-0.456625513512841	-0.363669074795281	-0.465691778076638	-0.441673500289157	-0.483104866873914	-0.598800995178876	-0.503362655094297	-0.498744522452073	-0.556675663819662	-0.616994893678176	-0.504446665001765	-0.488369909016963	-0.548447207669882	-0.537477267147866	-0.471252957250237	-0.570467214884515	-0.547535649042229	-0.555361347600356	-0.576036083950889	-0.567850694510643	-0.49016994490318	-0.505142745454423	-0.479414229821121	-0.385469082094267	-0.569673734894383	-0.465667005199889	-0.689089479185261	-0.508546168813481	-0.505858416565354	-0.609500871873909	-0.778243153152279	-0.627020907204965	-0.618346178172654	-0.726710671933375	-0.357678403413679	-0.675337598680597	-0.332348048545439	-0.514172173959633	-0.42792619518212	-0.428818407483086	-0.372125463559448	-0.560452226093878	-0.628994254041175	-0.519550519305963
Bacteria|Bacteroidetes|Flavobacteriia	-0.491926070878044	-0.477667202074601	-0.526924043997036	-0.392368257848361	-0.448826340548467	-0.402167639439804	-0.349713372898447	-0.505854058022276	-0.33947591624382	-0.387681846152886	-0.196164588836139	-0.571428105427912	-0.525654034662127	-0.513704002932937	-0.414055492608074	-0.551368014267602	-0.297269796616712	-0.1772536884741	-0.509022883672898	-0.531382887152723	-0.577197619384526	-0.498061014821638	-0.554991483603375	-0.425302860359971	-0.462611280364797	0.427062607383214	-0.449970894947059	-0.392501248372407	-0.4462649987149	-0.383939585771876	1.47039126683225	-0.470564100404083	-0.469968388447417	-0.539065570623478	-0.353487753265572	-0.556749753007544	-0.537293306914652	-0.53139940920563	-0.487474000719687	-0.440309698599443	-0.132073855584041	-0.436936227473951	-0.480979743283898	-0.271850037002898	-0.269823894134844	0.591422720846149	2.31342535922666	-0.291673412855664	-0.408663745662831	1.008936994225	-0.30949967593955	-0.226361430378353	-0.338636164062985	-0.334442227181309	-0.29938962307473	-0.440401404405069	-0.300324687650073	-0.302400948802844	-0.365894331557704	-0.428285953661762	-0.337956056527284	-0.16934573797572	-0.304919220465397	-0.352939531555497	-0.440846812222177	-0.066848946817036	-0.356559885917248	-0.403329235717619	-0.385051497762792	-0.420451981572716	-0.358951689279459	-0.346270807338536	-0.392088171827423	0.128067864579659	-0.28635709801503	-0.40870291015233	1.25895248282482	-0.242204857830933	-0.125837118371591	-0.494958161746177	-0.372195388563259	-0.252116907415593	-0.34227825878821	-0.367133975652998	-0.324905140699654	-0.469645531786473	-0.333748486655048	-0.193709870086318	-0.2696920126267	-0.362682508712434	-0.36383460547776	-0.390688655516063	1.72652585726293	-0.35544258845603	-0.447917388534951	-0.432595271147341	-0.372139873182984	0.0154264652796662	-0.419776558348413	0.333711446982103	1.39213849849765	0.853287571969079	-0.0769170257895356	-0.460367266632256	-0.502935737425266	-0.411787918117466	-0.372280829809785	0.0660510350667258	-0.464141741534086	-0.447082355302404	-0.109196362398862	-0.00598176450529971	-0.112112146397614	-0.321891916651405	-0.466445757702816	-0.171325172332533	-0.263426036295926	-0.339490833814213	0.109349409730622	2.59309721658037	-0.361996097100114	0.0910425627319141	-0.0808847161236364	1.05516594367078	0.367103499628961	0.885789997092928	-0.378352357231313	-0.529568768207871	-0.291588942330798	-0.1586047505296	-0.322863243810146	-0.393914915735357	-0.354593744725129	-0.226198132825292	-0.174232370869398	0.208967835664865
Bacteria|Bacteroidetes|Saprospiria	-0.494237952446504	-0.491138094131694	-0.529736396116979	-0.491228509087534	-0.504543048742432	-0.487726352643663	-0.466388980360166	-0.569639597790801	-0.439021636296145	-0.417161423035409	-0.308050599943493	-0.505746566784451	-0.371225005600229	-0.372235628961641	-0.513258458395697	-0.44295651314835	-0.507746900452181	-0.522213228131621	-0.629395507292425	-0.578188194551836	-0.636020151165867	-0.533667365709615	-0.586014433379165	-0.443932608457329	-0.523330424379667	-0.375569685247177	-0.510249332654618	-0.46479374111974	-0.477185319594328	-0.532034211178349	-0.488091819676049	-0.564616962407772	-0.575933232051399	-0.570561723245498	-0.465120442926504	-0.571369892573679	-0.566910266725746	-0.5599789089224	-0.535956185632287	-0.481222580629961	-0.546673833409758	-0.466520538335653	-0.520468518054587	-0.400358371466762	-0.409862916477288	-0.501691352747864	-0.534860838690471	-0.319613476506269	-0.510453878580318	-0.549682200545024	-0.465055676128614	-0.326648829243119	-0.412672728613615	-0.472199857636741	-0.482164422241425	-0.493564939547445	-0.448748411024259	-0.393760245787366	-0.385312580993101	-0.541536905210485	-0.378261794723609	-0.320993622822938	-0.395975686681724	-0.380988314446321	-0.451820133492697	-0.493397470949631	-0.377088828553732	-0.4106478971851	-0.404378733694333	-0.454029457932239	-0.389907393281203	-0.355420979026366	-0.43200671700779	-0.442157749470332	-0.430635590044094	-0.564857484695006	-0.465985999092908	-0.471022752009696	-0.541771594959465	-0.562804572793015	-0.610916322947104	-0.378568442727286	-0.371268992046718	-0.411370339598953	-0.334636173992972	-0.578432751339285	-0.387264124512583	-0.473880232823432	-0.569628726042169	-0.371854184478478	-0.371664404163176	-0.400392370223821	-0.456625513512841	-0.363943401557994	-0.466611794855026	-0.475399509093262	-0.483104866873914	-0.609914162260976	-0.503362655094297	-0.498744522452073	-0.556675663819662	-0.618588240536403	-0.506539422758276	-0.488369909016963	-0.549455655000216	-0.538483871701917	-0.471252957250237	-0.579032941448449	-0.547535649042229	-0.591618583725248	-0.576036083950889	-0.571415117815447	-0.49016994490318	-0.505524289816563	-0.479414229821121	-0.385469082094267	-0.569673734894383	-0.465667005199889	-0.689858542767108	-0.508546168813481	-0.508010995349169	-0.617752982423473	-0.780202077809246	-0.627020907204965	-0.622769734647267	-0.730052314606536	-0.409588883975701	-0.676958763246984	-0.337568564285885	-0.517064524452411	-0.430754011288137	-0.439424521478708	-0.372125463559448	-0.567694302550383	-0.632923455278196	-0.5202021343127
Bacteria|Bacteroidetes|Sphingobacteriia	-0.491715919001145	-0.491138094131694	-0.52933459825767	-0.491016973060089	-0.503244816758405	-0.487726352643663	-0.466570681957372	-0.569639597790801	-0.438582289495967	-0.417355608775586	-0.308050599943493	-0.590689208249853	-0.583365764679436	-0.578691246800837	-0.512540656341573	-0.615436266621712	-0.497569981462361	-0.520388815155649	-0.628388884942052	-0.577563212092376	-0.634691167279626	-0.533667365709615	-0.586014433379165	-0.443311171041235	-0.522137382074709	-0.375569685247177	-0.507771363246619	-0.418311873036119	-0.474804259971186	-0.531393958978139	-0.487491935252093	-0.564215538256663	-0.575933232051399	-0.568728792745994	-0.464528835836449	-0.570272914943651	-0.566910266725746	-0.559281211528051	-0.532834615045334	-0.48093998850942	-0.545419693776487	-0.466256091800116	-0.519919308167386	-0.397725592752521	-0.378386278942476	-0.501691352747864	-0.534860838690471	-0.319613476506269	-0.507367832681548	-0.549682200545024	-0.464863208988972	-0.324787283648172	-0.412510557364002	-0.472199857636741	-0.481945297242253	-0.420634766805129	-0.447863132575351	-0.393760245787366	-0.385312580993101	-0.5413656795181	-0.378261794723609	-0.320857624746883	-0.395628046780224	-0.380988314446321	-0.451820133492697	-0.493397470949631	-0.377088828553732	-0.410229565649336	-0.390496218154068	-0.451941273286465	-0.389907393281203	-0.355420979026366	-0.43200671700779	-0.442157749470332	-0.430635590044094	-0.564857484695006	-0.465985999092908	-0.470875241239706	-0.541771594959465	-0.562804572793015	-0.610299249670947	-0.378568442727286	-0.371268992046718	-0.411370339598953	-0.334636173992972	-0.577653105901994	-0.387264124512583	-0.473570083351591	-0.569628726042169	-0.371854184478478	-0.371533860147814	-0.400392370223821	-0.456470515928395	-0.363257598030975	-0.464618506266993	-0.475399509093262	-0.483104866873914	-0.609914162260976	-0.503362655094297	-0.498744522452073	-0.556675663819662	-0.618588240536403	-0.506539422758276	-0.488369909016963	-0.549455655000216	-0.509721935461484	-0.471252957250237	-0.579032941448449	-0.541134137079691	-0.591618583725248	-0.568837058260296	-0.569236763146885	-0.49016994490318	-0.505524289816563	-0.479414229821121	-0.385469082094267	-0.563468012144663	-0.461545501767789	-0.681400579841462	-0.505823811032811	-0.504880080923744	-0.547738706929267	-0.779642366354677	-0.623909836497667	-0.622769734647267	-0.729495334430252	-0.409588883975701	-0.676958763246984	-0.337307475421891	-0.516444685415366	-0.428633089863613	-0.437932493374842	-0.372125463559448	-0.567694302550383	-0.632923455278196	-0.5202021343127
Bacteria|Bacteroidetes|Unassigned	-0.494237952446504	-0.491138094131694	-0.529736396116979	-0.491228509087534	-0.504802709431656	-0.487726352643663	-0.466570681957372	-0.569639597790801	-0.439241315633174	-0.417355608775586	-0.308050599943493	-0.623796191828495	-0.586271287607668	-0.580708139258432	-0.513258458395697	-0.615719022339868	-0.507746900452181	-0.522213228131621	-0.629395507292425	-0.578188194551836	-0.636020151165867	-0.533667365709615	-0.586014433379165	-0.443932608457329	-0.523330424379667	-0.375569685247177	-0.510249332654618	-0.46479374111974	-0.477185319594328	-0.532034211178349	-0.488091819676049	-0.564616962407772	-0.575933232051399	-0.570561723245498	-0.465120442926504	-0.571369892573679	-0.566910266725746	-0.5599789089224	-0.535956185632287	-0.481222580629961	-0.546360288527335	-0.466520538335653	-0.520468518054587	-0.400358371466762	-0.409862916477288	-0.501691352747864	-0.534860838690471	-0.319613476506269	-0.510453878580318	-0.549682200545024	-0.465055676128614	-0.326648829243119	-0.412672728613615	-0.472199857636741	-0.482164422241425	-0.493331311455577	-0.448748411024259	-0.393760245787366	-0.385312580993101	-0.541536905210485	-0.378261794723609	-0.320993622822938	-0.395975686681724	-0.380988314446321	-0.451820133492697	-0.493397470949631	-0.377088828553732	-0.4106478971851	-0.404378733694333	-0.454029457932239	-0.389907393281203	-0.355420979026366	-0.43200671700779	-0.442157749470332	-0.430635590044094	-0.564857484695006	-0.465985999092908	-0.471022752009696	-0.541771594959465	-0.562804572793015	-0.610916322947104	-0.378568442727286	-0.371268992046718	-0.411370339598953	-0.334636173992972	-0.578432751339285	-0.387264124512583	-0.473880232823432	-0.569628726042169	-0.371854184478478	-0.371664404163176	-0.400392370223821	-0.456625513512841	-0.363943401557994	-0.466611794855026	-0.475399509093262	-0.483104866873914	-0.609914162260976	-0.503362655094297	-0.498744522452073	-0.556675663819662	-0.618588240536403	-0.506539422758276	-0.488369909016963	-0.549455655000216	-0.538483871701917	-0.471252957250237	-0.579032941448449	-0.547535649042229	-0.591618583725248	-0.576036083950889	-0.571415117815447	-0.49016994490318	-0.505524289816563	-0.479414229821121	-0.385469082094267	-0.569673734894383	-0.465667005199889	-0.689858542767108	-0.508546168813481	-0.507032509470694	-0.617752982423473	-0.780202077809246	-0.627020907204965	-0.622769734647267	-0.730052314606536	-0.409588883975701	-0.676958763246984	-0.337568564285885	-0.517064524452411	-0.430754011288137	-0.439424521478708	-0.372125463559448	-0.24208078321413	-0.403649410241897	-0.5202021343127
Bacteria|Campilobacterota|Campylobacteria	-0.384118591770206	-0.429876951387419	-0.345872128692399	-0.454680386324096	-0.428666943065907	-0.457506355415042	-0.423758836989372	-0.402660020058793	-0.370237334940188	-0.396401772035599	-0.296883511350825	-0.299895612249749	-0.504823988586393	-0.448395019115067	-0.390070579421958	-0.504382593243436	-0.367222434615471	-0.239447984244361	-0.198335521168624	-0.277319731973547	-0.474178075338654	-0.438337960383171	-0.481935812414104	-0.359389739063611	-0.442823949479916	-0.375569685247177	-0.394861304442681	-0.174105616613523	-0.344839881152819	-0.456681088059579	-0.464117418328177	-0.478147419041753	-0.503108794367138	-0.468250990303051	-0.433802209934967	-0.488942416328633	-0.186576912302721	-0.467116957305348	-0.423654797904989	-0.429327131109602	-0.191338686170838	-0.385852232216248	-0.489745516208449	-0.312785733780608	0.0256861236817033	-0.451925063258221	-0.364390949613528	-0.231486151531212	-0.3429387325785	-0.472880098120132	0.688608824197701	-0.273642991465356	-0.294569933485762	0.919831446978312	-0.224415546890444	-0.336079805364237	-0.377246389067925	-0.145056583889329	-0.360555916671196	-0.124659604952952	-0.368764621282002	-0.278114695622363	-0.3675052878267	-0.360661220159582	-0.440565572999813	-0.134496017458248	-0.315474091635768	-0.389331876223018	-0.23553666694341	-0.0715031883058329	-0.381299718990214	-0.346270807338536	-0.345140593035484	-0.290930646454372	0.933790447876233	-0.488992327986811	-0.44566187451049	-0.428315032786794	-0.470590226983878	-0.325442488558167	-0.564699792386503	-0.27060640447559	-0.193895648286109	-0.38923085120496	-0.31983786209094	-0.468096704534264	-0.360061679965139	-0.211332120429416	-0.247262678741396	-0.328628761141183	-0.30477570352107	-0.363820967375034	-0.441134931807624	-0.216024294940032	-0.186688157034131	0.25368471945566	-0.421671762289763	-0.206490584928767	-0.353145339388153	-0.08176206410265	-0.138658160485237	-0.129934416419347	-0.253064766089098	-0.449858786117417	-0.285343973109817	-0.372317022431625	-0.307407475339528	-0.199953628648233	-0.297582687132875	-0.477122921276432	-0.427880295034006	-0.410242122481602	-0.35213755835208	-0.464949021117722	-0.251657627741809	-0.363688213154465	-0.191408573743786	-0.263919624459641	-0.353729069103786	-0.501287768461997	-0.290711174355274	-0.294833227776516	-0.0562682453302209	-0.0542769045818431	-0.300614690945023	-0.484853187080079	-0.394423797598246	0.231007052171521	-0.220486365560038	-0.299926863602052	-0.00888524329142856	-0.166383631977293	-0.35277395120904	-0.0842834428580318	0.305546354611012	0.196320302824691
