Family	HS00P003	HS03P003	HS00P004	HS03P004	HS03P005	HS00P010	HS03P010	HS00P011	HS03P011	HS00P012	HS03P012	HS00P014	HS03P014	DS03P016	DS03P017	HS00P019	HS03P019	HS03P024	HS00P025	HS03P025	HS03P026	HS00P029	HS03P029	DS00P030	DS03P030	HS00P031	HS03P031	HS00P034	HS03P034	HS03P035	HS00P036	DS00P037	DS03P037	HS00P040	HS03P040	HS00P041	HS03P041	HS00P042	HS03P042	HS00P044	HS03P044	HS00P045	HS03P045	HS00P046	HS03P046	HS00P047	HS03P047	HS00P048	HS03P048	DS00P049	DS03P049	HS00P050	HS03P050	HS00P051	HS03P051	DS00P054	DS03P054	HS00P055	HS03P055	HS00P056	HS03P056	HS00P057	HS03P057	HS00P058	HS03P058	HS00P059	HS03P059	DS00P060	DS03P060	HS00P061	HS03P061	HS00P063	HS03P063	HS00P064	HS03P064	DS00P065	DS03P065	HS03P066	HS03P067	HS00P068	HS03P068	HS00P071	HS03P071	HS00P072	HS03P072	HS00P073	HS03P073	HS00P074	HS03P074	HS00P075	HS03P075	DS00P076	DS03P076	HS00P077	HS03P077	HS00P082	HS00P93	HS00P96	HS00P109	HS00P110	HS00P118	HS00P137	HS00P142	HS00P167	HS00P176	HS00P179	HS00P192	HS00P198	HS00P201	DS04P86	DS05P114	DS00P119	DS00P138	DS04P138	DS00P140	DS06P140	DS00P166	DS00P172	DS00P180	DS06P180	DS00P191	DS00P193	DS00P194	DS04P194	DS00P196	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae	0.48817580412136	0.243471248681844	0.220841959972395	0.0424313143099608	0.0568817776472963	0.225189231596228	0.0388354900900151	1.67784243641627	0.219815859173709	0.513837848385313	0.108867606783813	0.393000842144662	0.262052625910902	0.325387039320455	0.211090362913047	1.26627028764262	0.167857582850807	0.106886867586033	1.33931205380848	0.934265623765505	0.501177767754222	2.29935323497595	4.00795055408827	0.304576069730586	0.454155243554596	0	0.255776650626436	0.456547210213729	0.265470759555659	0.183056144659002	0.58795807993537	0.266611977030353	0.19022378010986	0.303691752870836	0.24736746550472	1.02040816326531	0.546148282999576	0.44524614120011	0.381070331293019	0.284485893349875	0.184513584017306	0.320321964641383	0.195838907955713	0.10484561483216	0.0521399734830992	1.08683679089407	2.28104043893518	0.0383670963781461	2.97970378496983	0.260177819372953	1.5132500583703	0.839725708972571	0.142165418613817	0.0252769310831908	1.01032249359061	0.0481380875425506	0.0575484366008057	1.26440297746508	0.0130699733699293	3.50725904575148	0.0328171149067838	0.377380067470982	0.0751173708920188	2.25262399311892	0.357354213137889	1.16681582546732	0.0775105147460578	0.501675205190477	1.37473413683091	0.0200323856901992	0.740476048676871	0.0244136367599616	0.375777521035372	0.28260199362861	1.53718139616362	0.736676040880719	0.417609430431018	0.1643723032669	3.2687504546667	0.34326552432402	1.68036825887901	0.155878859857482	2.5136676268297	0.0651481517228067	0.0531163947945933	5.63400599464649	0.0430810557392836	0.658986337801104	0.400218089857662	0.0785040474627749	0.814709067638082	0.0497408846936887	0.343548000957625	0.0767399815303773	0.260407584370895	0.143874184506239	0.308485463150778	10.9202958093673	1.42675923778866	14.3021899180625	2.79800220465154	5.69087723175525	11.2638703803882	0.398208713590015	5.48190996491792	8.86129264548036	1.17890692249155	0.0683153436261784	0.958005080134611	1.72153385729869	0.622064075159676	0.566607907328129	1.10722017988695	1.19006434650246	5.03509307293256	1.08492715699102	8.65363002922005	0.0619089628700995	7.30418594464369	4.9052846841029	0.244314453643078	3.53772904342808	7.81389879878676	0.952139308797607	5.64697658161482	3.58416802214422	0.414564298377199	2.5495349256654	0.124653387265003	2.28375012744141	0.109144336388442	0.0927471712112781	2.29488198838944	0.421399002229063	4.29827175208582	3.57013055998211
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0	0.00930463370758638	0.00138026224982747	0	0	0.00145283375223373	0	0	0	0	0	0.00935716290820623	0.00179488099938974	0.003425126729689	0	0	0.00307995564863866	0	0.0196668436682597	0	0.0250588883877111	0.00230165488986581	0	0	0	0	0	0.00202012039917579	0	0	0.0201970332802226	0.00256357670221493	0	0	0	0	0.00249382777625377	0.00228331354461595	0.00238168957058137	0.00213899167932237	0	0	0	0	0.00148971352808855	0.0146869836607307	0.0186276502065976	0.0122774708410068	0.0219418540866703	0.0187178287318671	0.0218888629465328	0.0377731287773129	0	0.0148687829901123	0.0944541897179868	0.0292266960079772	0	0.0458855919241358	0	0.0437078426045149	0	0	0	0.0918252298536608	0	0	0	0	0.00443105281814959	0.00500809642254979	0.0297778571853969	0	2.1519681639417	0.131880930360018	0.00291962278473621	0	0.00558674823319087	0.0262539095495742	0.464366255243823	0.0126614332742466	0.0311872356881775	0	0.0105813885133149	0.0024128945082521	0	0.0384683197358509	0	0	0.00116005243437003	0.00772170958650245	0.02092153194841	0.00347029428095503	0.0203495331577687	0.00780406591834346	0.00348760157639591	0.00868206285813509	0	0	0.249614665884632	0.00536415936917486	0	0	0.618806982359383	0.134477040982857	0.344125759888594	0	0.773462742798688	0	0	0.00699242021648533	0	0	0.00581217942197876	0.132844392167716	0.00138707798152412	0.00147009099863282	3.03438975050573	0	0	0	0.00139608259224616	0.021641898715914	0	0	0.696260048933939	0.00142681848015295	0.223646529387699	0.00257658911133442	0	0.00728236647781063	0	0	0	0	0	0.00419357544242221
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae	0.441031100296555	0.156628000744371	1.99861973775017	0.247010865447272	0.370649002733995	1.87124987287705	0.644946531852037	12.0742622514991	1.81798526152682	0.899216234674298	0.326602820351438	1.844920620068	1.06974907563629	0.30826140567201	0.902817244458878	7.96079061545878	1.66163607244056	0.215869556105126	2.9008594410683	2.90353164256933	7.84593795419235	4.36623932607545	1.8242709723092	0.515055467511886	0.600924925922849	20	0.771665149347553	0.589875156559331	3.14698832444135	2.12746958365889	33.6078633782904	7.46257178014766	1.73552482527198	1.53743949890861	2.24900145243282	2.92762703275441	0.491284071921993	2.46826194172984	0.914568795103246	0.633141537079421	2.66166147059447	4.32434652265867	1.86337812421228	0.0506753805022105	0.0417119787864794	0.414907288415642	0.254013411908149	0.0306936771025169	3.37246297312123	0.282639213851193	0.124036890030353	0.134627305129397	0.015483362423287	0.0148687829901123	1.01538253946836	0.0223498263590414	0.0239785152503357	0.20393596410727	0.00653498668496463	0.985198398166633	0.0281289556343861	0.355938018182858	0.0219092331768388	1.14723420082991	0.892247462102244	1.10096080782155	0.124525089264158	0.0354540781053341	0.135147110953563	0.909804183429878	10.8609771107538	0.179614613305432	0.110866038814784	0.0479567019490974	0.278823975942308	25.337814664929	2.95538981535797	0.0205465379083624	0.25825068503116	20.8280577361357	0.411671511083944	0.126187648456057	0.583152078067133	0.214747611234437	0.0503207950685621	2.04202663931142	0.145715335588753	0.689582132056155	0.143846501861884	0.0386085479325123	0.219060746283351	0.0173514714047751	0.0873832894421834	0.0793413368364918	0.122066055173857	0.0582938506189071	0.0112688753662384	0.194467269241304	0.346459700189598	0.291005645777736	0.0244961282508404	0.262048715803432	0.824636170521566	0.0182784327549515	0.794033368147612	5.44421950788712	0.00998016442320887	0.00546522749009428	1.08178500973478	0.0139848404329707	0.0307192135881321	0.0730294636111811	0.00145304485549469	0	0.0249674036674342	0.0455728209576173	0.0491683524387503	0.00619089628700995	0.177950557122129	0.178936605316973	0	0.663684893954696	0.583904544300584	0.184285027509214	5.31142957008039	0.166937762177896	0.0490931405972999	0.0747210842286981	0.0190796000915821	1.09818086485384	0.0251871545511789	0.155020271881708	0	0.0180447935463327	0.797079856972586	0.0615057731555257
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Corynebacteriaceae	0.0197703596684663	0.0139569505613796	0.0138026224982747	0.0015154040824986	0	0.0886228588862576	0.00138698178892911	0.0324934274658081	0.00180176933748941	0.0666688347588539	0.0901559868678449	0.0592620317519728	0.0197436909932871	0.095903548431292	0.0113664041568564	0.0948095773742568	0	0.0209582093305948	0.540838200877141	0.191593584577704	0.0501177767754222	0.0529380624669137	0.0653470199036131	0.00990491283676704	0.0332308714796046	0	0.0325139810118351	0.0747444547695043	0.0180417021057244	0.0156267440562563	0.0785440183119768	0.0589622641509434	0.010686729219655	0.0403340609281579	0.00226942628903413	0.0391578753397522	0.0124691388812689	0.0456662708923189	0.107176030676162	0.0128339500759342	0.0127250747598142	0.00410669185437671	0.0116339945320226	0.0821290649518584	0.029794270561771	0.167064439140811	0.650274334484861	0.00613873542050338	0.770159078442128	0.72250818905007	0.0481554984823722	0.036804587013792	0.170316986656157	0.0148687829901123	0.0556605046552422	0.0137537392978716	0.0143871091502014	0.0730770538051052	0.00326749334248231	0.459522993869089	0.0203153568470566	0.44742409514552	0.00312989045383412	0.115072123487499	0.0455228296990941	3.5359078705189	0.0889464923315417	0.0230451507684671	0.0188319744771358	0.0350566749578485	0.202489428860699	0.0435957799285029	0.110866038814784	0.0616586167916966	10.2405769174623	0.495232869195418	0.0432972988072293	0.470287423235851	0.0303111132665681	0.239160406291326	0.709821484262921	1.99673396674584	0.385632825818588	0.024128945082521	0.00978459904110929	1.01139623972175	0.0544848646114469	0.774308946916297	0.0823637228402724	0.176312368891806	0.110761051491582	0.047427355173052	0.0861862580799617	0.1885982596933	1.02884246503679	0.121548880013891	0.00845165652467884	13.7455491646124	0.186869995771555	1.10635786989231	19.6731127774527	14.9194121268568	6.6076447071552	0.00261120467927879	0.0294582362550548	1.16982106221383	0.01122768497611	0.575215193332422	0.545405314800727	0.90062372388331	0.00383990169851652	2.927474187862	3.44952848694439	0.218639728776033	0.195577995394901	0.00441027299589845	0.0154529107664644	0.0232158610762873	5.35220521805788	0.0107631040792164	0.497005402839632	8.15755302265185	0.881869563474566	0.213663800010683	5.94757077944775	2.99489198984105	0.0818219009954998	2.79817577490918	1.10916075199064	6.99544123858489	1.65115790946617	0.934096510056443	0	0.141173973038956	0.151470003972984	5.05465626659957
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae	0.00456239069272299	0.00155077228459773	0.00690131124913734	0	0.0458724013284647	0.00581133500893493	0.00277396357785822	0.00738486987859274	0.00540530801246824	0.0146346222641387	0.00510316906799122	0.00623810860547082	0.00358976199877948	0.0085628168242225	0.00324754404481611	0.0208902458621244	0.00153997782431933	0.0104791046652974	0.237968808385942	0.118511495615075	0.0125294441938556	0.0506364075770479	0.00544558499196776	0.00742868462757528	0.00276923928996705	28	0.0151731911388564	0.03838228758434	0.0154643160906209	0.00669717602410983	0.0583469850317542	0.112797374897457	0.014961420907517	0	0.00907770515613653	0.0276408531810015	0.00997531110501509	0.0456662708923189	0.0500154809822088	0.0149729417552566	0.00848338317320948	0.00616003778156506	0.0504139763054311	0.00349485382773865	0	0.0312098402790527	0	0	0.0307185957213385	0.0467945718296678	0.00291851505953771	0.00581125058112506	0	0	0.00168668195924976	0	0.0143871091502014	0.00339893273512117	0	0.00590646521682634	0.0125017580597271	0.0114357596203328	0.00156494522691706	0.00929875745353527	0.0113807074247735	0.594383749007953	0.0152479701139786	0.00531811171580011	0.0022155264090748	0.00166936547418326	0	0	0.0116701093489246	0.00171273935532491	0.103646608858136	0.00823101721654435	0.00279337411659544	0.0331027555190284	0.00121244453066272	0.0393911257421007	0.0536420453836654	0.00318120122158127	0.00117570983481277	0.0024128945082521	0	0.0224398531792463	0	0.00235352263500394	0.00232010486874007	0.00128695159775041	0.0147681401988776	0.00115676476031834	0.015561407708882	0.00520271061222897	0.00465013543519455	0.0024805893880386	0	0.0342371952889619	0	1.12513242768443	0.951266313740967	0.167332312500987	0.133261205156285	0	0.0937307517206288	0.0624991508267551	0.0199603288464177	0.00136630687252357	0.0244981110666993	0.0349621010824267	0.0294392463552933	0.0327373457567363	0	0	0	0	0	0	0.0533851671366387	0.0349800882574534	0	0.0230846919636416	0.521104742053153	0.0200309812510015	0.0209716882209018	0.00570727392061182	0.0531842356470749	0.0399371312256834	0.0216235467704597	0.0728236647781063	0.00979500454768068	0.0132495958873254	0.00217834075784475	0.850228213565439	0.161402463249901	0.00279571696161481
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae	0.145996502167136	0.147323367036784	0.0469289164941339	0.0106078285774902	0.0440375052753261	0.0406793450625445	0.0235786904117949	0.401736921395445	0.104502621574386	0.170737259748284	0.0935580995798391	0.322822120333115	0.13641095595362	0.104466365255514	0.193228870666558	0.290856500080347	0.326475298755698	0.0125749255983569	0.0511337935374752	0.14221379473809	0.15787099684258	0.36826478237853	0.517330574236937	0.220384310618067	0.0470770679294398	0	0.0585251658213032	0.0888852975637348	0.11082759864945	0.129478736466123	0.0314176073247907	0.0333264971287941	0.0683950670057922	0.0901584891335295	0.086238198983297	0.149721288063758	0.281802538716676	0.143848753310805	0.111939409817324	0.0470578169450921	0.08059214014549	0.108827334140983	0.0368409826847381	0.0227165498803013	0.00893828116853129	0.0293739673214614	0.0355618776671408	0.0107427869858809	0.0504662643993417	0.0280767430978007	0.0583703011907541	0.0387416705408337	0.0999380665503068	0.0639357668574827	0.156861422210228	0.036103565656913	0.0383656244005371	0.198837565004589	0.0163374667124116	0.0330762052142275	0.0328171149067838	0.0185831093830408	0.0375586854460094	0.0302209617239896	0.022761414849547	0.0894952803904021	0.00381199252849464	0.0336813742000674	0.214906061680255	0.0250404821127489	0.0297778571853969	0.0627779230970442	4.83959434699903	0.0137019148425993	0.0218971708855216	0.0192057068386035	0.0139668705829772	0.375545053991736	0.0921457843303669	0.0689344700486762	0.11601651676002	0.0339328130302002	0.0141085180177532	0.0120644725412605	0.00978459904110929	0.129830579108497	0.0114038088721633	0.115322609115193	0.0208809438186606	0.0295998867482594	0.269518558629517	0.0150379418841384	0.0574575053866411	0.0091047435714007	0.0325509480463618	0.0768982710291965	0.419765607392382	0.291700903861956	0.761120128762975	0.0791213506953292	0.00408268804180672	0.0536726285380523	0.519850641896795	2.00279398900683	0.483382876730671	0.525808073259874	1.21134245686698	0.297854898210138	0.03997060226672	0.427936117248902	0.19839492109002	0.151095441954168	0.107525319306607	1.83629696256832	0.8683108164341	0.351351748673243	0.813385030343898	0.0851248239463868	0.0533851671366387	0.0188354321386288	0.0237334040681847	1.06333862357524	0.117582608463275	0.0614283425030714	0.317371548409647	0.06278001312673	0.0954588844947498	0.0115946510010049	0.0839502404029612	0.0291294659112425	0.018190722731407	0.0410737472507089	0.372496269591452	0.0530729221950961	0.141537544696067	0.0195700187313036
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae	0	0.00930463370758638	0	0.115170710269893	0.00183489605313859	0.021792506283506	0.0457703990346607	0	0	0	0	1.1977168522504	0.00358976199877948	0	0.267922383697329	0.00160694198939418	0.00153997782431933	0.0188623883975353	0.00983342183412984	0.0671565141818756	0.00250588883877111	0.00690496466959744	0.0272279249598388	0.00247622820919176	0	0	0.00433519746824468	0	0.00773215804531045	0	0.0291734925158771	0.228158326497129	0	0	0.00226942628903413	0.449163864191275	0	0.0479495844369349	0	0	0.00424169158660474	0.00616003778156506	0.190021910689702	0.807311234207629	0	0.00734349183036534	0	0.0107427869858809	0.0065825562260011	0	0.0131333177679197	0.000968541763520843	0.194245819492146	0	0.00168668195924976	0.00515765223670185	0.0143871091502014	0.00849733183780293	0.00163374667124116	0.0224445678239401	0.00625087902986357	0.628966779118303	0.00156494522691706	0.00464937872676764	0.0022761414849547	0.00337718039209064	0	0.0372267820106008	0.645825948245303	0	0	0	0.0221732077629567	0.00171273935532491	0	0.00685918101378695	0.282130785776139	0.00114147432824236	0.0109120007759645	0	0.253240353788002	0	0	0	0	0.0128227732452836	0.00253417974936962	0.0211817037150355	0.00232010486874007	0.00257390319550082	0.0418430638968199	0.00347029428095503	0.00359109408666507	0.00780406591834346	0.0162754740231809	0.0012402946940193	0.983209375704305	0	0	0	0.0272179202787115	0	0.0699291472602288	0.366874257438669	0.0656115262044402	0	0.164672712982946	1.66142915698866	0	1.18171901658602	0	0.380256862251322	0.0711991979192398	0.00830277451048225	0.0208061697228618	0	0.338559226792538	1.58022627725929	0.342212609850248	0	0.100517946641723	0.0981099408454768	0.00400849801579348	0	0	0.0570727392061182	0.001363698349925	0.00772976733400325	0.226411254420107	0.011651786364497	0.0741621772895823	0.00794975753239526	0	0.0764250079609383	0.126638855780691	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Dysgonomonadaceae	0	0	0	0	0	0.00581133500893493	0	0	0	0.00487820742137956	0.0068042254239883	0.00623810860547082	0.00358976199877948	0	0.00162377202240805	0	0.0307995564863866	0	0	0	0.00501177767754222	0.0230165488986581	0	0	0	0	0	0.00808048159670316	0.00257738601510348	0.0178591360642929	0.00224411480891362	0	0.00427469168786201	0	0	0	0	0	0	0	0	0	0	0	0	0.0293739673214614	0.28957528957529	0.00306936771025169	0.0109709270433352	0.00748713149274684	0.00875554517861312	0.0261506276150628	0.001407578402117	0	0	0	0	0	0	0	0	0	0	0	0	0.00168859019604532	0	0.00709081562106681	0.104129741226515	0.0217017511643824	0.00397038095805293	0	0.00116701093489246	0	0	0.0329240688661774	0.00279337411659544	0	0	0.00422047775808222	0.00498995771010841	0	0	0	0	0.00160284665566045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.800655827298811	0	0.00279696808659413	0.00127996723283884	0	0.154022754682437	0	0	0	0	0.00309544814350498	0	0	0.0432785603596309	0	0.00400849801579348	0	0	0	0.001363698349925	0.882481770632037	0.0165356534127045	0.0160212062511834	0.0153921500034982	0.0172244746535231	0.0163375556838356	1.64526058804798	1.11740166865316	0.0503229053090665
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Marinilabiliaceae	0.00304159379514866	0.00775386142298865	0	0	0.00366979210627718	0.0203396725312722	0.00138698178892911	0	0.0234230013873624	0.10569449412989	0.158198241107728	0.101369264838901	0.0251283339914564	0.017125633648445	0.0178614922464886	0.0160694198939418	0	0.00209582093305948	0.00196668436682597	0	0	0	0.00272279249598388	0	0	0	0.00216759873412234	0	0.00515477203020696	0	0.0112205740445681	0.00769073010664479	0.00854938337572403	0.00711777545791022	0.00453885257806826	0.00230340443175013	0.00997531110501509	0.00913325417846379	0	0	0.00424169158660474	0.00205334592718835	0	0.0384433921051252	0.00893828116853129	0.0293739673214614	0.00338684549210865	0	0.00219418540866703	0.00374356574637342	0.220347886995097	0.012591042925771	0.00422273520635099	0.00148687829901123	0.0101200917554986	0	0	0.02889092824853	0	0.00236258608673054	0	0.0028589399050832	0.00156494522691706	0	0.0182091318796376	0.790260211749211	0.0673452013367387	0	0.0343406593406593	0	0	0	0.00933608747913968	0	0	0.0356677412716922	0.0153635576412749	0	0.0133368898372899	0.271517402436623	0.0261972779780691	0.00212080081438751	0	0	0	0.00480853996698136	0	0	0	0	0.00369203504971941	0.00115676476031834	0.00718218817333014	0.00130067765305724	0.00232506771759728	0	0.0352152355194952	0.162969049575459	0.0177321893797826	0	0.0326615043344538	0.0205218873821965	0	0.00261120467927879	0.00267802147773225	0.00135867719188598	0.079841315385671	2.94575761716081	0.403574145467205	0.737001090817554	0	2.18836565096953	1.1769663329507	0.00830277451048225	0.00138707798152412	0	0.00280962013935716	0.0123817925740199	0.0465409149396337	0.00134538800990206	0.212204554021416	0.0317414514500072	0.419556125653051	0	0	0.00856091088091773	0.00409109504977499	0.0528200767823555	0.206059680989086	0.0203906261378698	0.422584481914224	0.184169382833824	0	0.234582316102325	0.0595947556615018	0.0391400374626073
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae	0.437989506501407	1.69964642391911	4.48309178743961	1.69270636015093	2.64408521257271	3.58414086676062	8.9904159558385	2.1342273949133	1.61078178771554	4.93674591043611	4.77486519128379	3.96275849162534	3.27386294288689	2.19208110700096	9.48607615490785	1.58605174353206	1.71399531846741	1.6137821184558	4.47814030326273	4.31381844038872	4.82884779231193	4.06932584528276	6.96490320472677	1.08706418383518	1.6975436847498	0	4.83374517709282	4.4725465637752	2.22686151704941	2.2681102801652	2.026435672449	2.83787940935193	2.22070233184432	5.05124798329695	17.7378358750908	4.00562030681347	3.20207486470984	2.98657411635766	4.63238621478077	1.54862997582939	2.6001569425887	2.46196176669884	19.7467667190196	3.62591084627885	3.24608577770495	2.4362034147237	2.3284562758247	35.1903007980356	7.4009873834339	6.84136640149743	13.6717837964044	1.60196807686347	3.77512527447779	0.428220950115233	0.836594251787883	15.4849912319912	11.9053328217917	1.3238843003297	1.67622408469343	0.673337034718202	0.561016392930256	28.0490594087712	5.56025039123631	0.177838736298862	0.573587654208586	4.73987268029922	3.799285886733	8.22889152824804	18.0377082594825	12.0194314141195	0.299763762332996	0.177870782108292	11.8311568579398	0.465865104648375	4.25097077457592	3.60930104945469	1.51400877119473	6.97783256854553	4.49331943063605	1.91187642441124	1.06410848168062	7.59458771632168	0.600787725589325	1.19679567609304	4.45199256370473	1.81602526086329	4.28022959668529	2.35822968027395	1.10088976021716	22.6091656692792	2.80102392438712	14.7394965759763	0.557816614795308	11.2365542447615	8.25980306676432	4.5369979907226	20.8586883029074	3.33059435771022	3.28181904982745	3.41026431895292	3.91801962412052	3.49029946169511	0.477629269966091	4.90384238768556	13.6512144827402	1.50813168299344	6.11409822976834	12.6902582319989	7.87034052374383	19.3871842922272	1.86747219271187	20.3450012591287	7.5500210691504	2.40226942503286	17.0874136543957	5.5951663407965	1.79534726904922	35.7477828852672	9.15213403783503	0.107631040792164	5.57036954306217	4.29519549848507	7.95419622933953	1.53837936007692	2.87871373645578	2.32571412264932	0.589117687167598	1.12854603076447	2.63425678597777	3.42853813775324	5.80144126495487	9.99417017780958	0.985699192924749	3.88918373845664	3.40931664680175	0.346668903240236
