Species	HS00P003	HS03P003	HS00P004	HS03P004	HS03P005	HS00P010	HS03P010	HS00P011	HS03P011	HS00P012	HS03P012	HS00P014	HS03P014	DS03P016	DS03P017	HS00P019	HS03P019	HS03P024	HS00P025	HS03P025	HS03P026	HS00P029	HS03P029	DS00P030	DS03P030	HS00P031	HS03P031	HS00P034	HS03P034	HS03P035	HS00P036	DS00P037	DS03P037	HS00P040	HS03P040	HS00P041	HS03P041	HS00P042	HS03P042	HS00P044	HS03P044	HS00P045	HS03P045	HS00P046	HS03P046	HS00P047	HS03P047	HS00P048	HS03P048	DS00P049	DS03P049	HS00P050	HS03P050	HS00P051	HS03P051	DS00P054	DS03P054	HS00P055	HS03P055	HS00P056	HS03P056	HS00P057	HS03P057	HS00P058	HS03P058	HS00P059	HS03P059	DS00P060	DS03P060	HS00P061	HS03P061	HS00P063	HS03P063	HS00P064	HS03P064	DS00P065	DS03P065	HS03P066	HS03P067	HS00P068	HS03P068	HS00P071	HS03P071	HS00P072	HS03P072	HS00P073	HS03P073	HS00P074	HS03P074	HS00P075	HS03P075	DS00P076	DS03P076	HS00P077	HS03P077	HS00P082	HS00P93	HS00P96	HS00P109	HS00P110	HS00P118	HS00P137	HS00P142	HS00P167	HS00P176	HS00P179	HS00P192	HS00P198	HS00P201	DS04P86	DS05P114	DS00P119	DS00P138	DS04P138	DS00P140	DS06P140	DS00P166	DS00P172	DS00P180	DS06P180	DS00P191	DS00P193	DS00P194	DS04P194	DS00P196	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Unassigned	6.35591689141432	2.51730791469593	4.83247688815824	4.2509933661165	3.68635249255081	2.0081702343046	1.70079230292521	6.56596995957574	2.20993689487326	4.56582209643886	0.624837135770106	5.8425593167352	4.60343722970017	2.18616996070277	5.90454042478817	3.30964721841131	5.53362038907537	1.04608819967822	3.82536437326218	2.48541450497149	5.06814683581236	2.93947702627476	6.36496024606386	8.39724421449119	6.93948314922854	-0.243079094248861	5.07867071516877	5.09359483361814	7.59365840475684	2.94304963195223	0.896652972120128	2.17047887941911	3.6549083147201	4.4677722170113	2.23349713136133	1.52226420128161	6.62535769557268	3.54108805986099	6.14555892892369	3.28593128043026	3.68520826574074	4.1594590830766	0.562857645900942	7.97479253298222	3.8353407244406	1.34282084856274	1.7139032997175	5.40395333380584	4.16909953525097	3.43116399392539	6.38309815907542	0.914906424455721	2.0048145120887	6.965652070934	0.82413712996195	2.89598430357609	4.18457864603907	5.53049908934084	7.59492005311119	2.8754826634951	8.15663585243361	6.36316694896535	5.6764515516476	0.319790766953081	1.23937511635112	5.6438299901293	2.8627643649973	7.36669955376707	6.07442905285828	6.46042329283378	0.381340653112607	5.23237262141693	6.35766171838777	0.268335463929107	1.46540200885243	0.377688014017497	0.59463046030365	6.70092230152547	6.58442609633227	1.51355750462369	3.83807410105907	2.48131875962177	0.515207599236373	2.53109880030967	2.45886749872139	7.24878513049369	4.01910048399758	1.81294181115893	2.43700707507817	2.4515029449723	0.496803686913697	4.24560715045959	0.241755856113612	2.10550891350552	2.71942084535429	5.47443549975004	0.686502886835343	4.27629476986915	5.22701595714768	0.511010792698617	0.776410579155249	0.231430494722113	0.459459484187844	4.11880777971355	3.5323598872985	1.42685364476555	3.99234954952251	1.6364989238121	1.94415793077724	1.62660490801209	0.938074034308345	0.683783933734354	2.35632518725916	6.35653071639257	5.10088544525315	4.02515236092185	6.00174518015164	1.00783529316025	2.05465360255356	-0.223294396568166	2.02878732935309	3.52377669970511	1.98687123962865	0.514689099368867	1.33450796171231	2.68202111417311	8.25431319244946	2.36303812967013	0.109694695788431	0.680256821259485	0.60574629792355	2.69322402072175	2.13830008791751	2.4109966812772	3.39690842075301	5.08351360361364
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned|Unassigned|Unassigned	-0.240704733215795	-0.25620090454237	-0.33297955738769	-0.25420686363708	-0.259243769912253	-0.257026537357216	-0.26724920857817	-0.292576718698619	-0.224125837417316	-0.223055288942802	-0.17648769307809	-0.360489180016878	-0.288972987862923	-0.262809941455476	-0.329010457403791	-0.301974615341066	-0.26853413843113	-0.268001251236956	-0.363884847240263	-0.318329630350308	-0.368458321418259	-0.295675308731624	-0.325671444280962	-0.22927051489001	-0.274576245631152	-0.243079094248861	-0.306576736987869	-0.318299827725153	-0.269444030217113	-0.263140444905719	-0.254099186701346	-0.297545078548604	-0.298175221282994	-0.307130402672429	-0.282351636240969	-0.283352218219586	-0.311518783405312	-0.290154949325979	-0.30416851520408	-0.231779021961643	-0.267659354311719	-0.245051289897969	-0.258035856498187	-0.168949471536413	-0.212028890489621	-0.243230801973998	-0.24299394441719	-0.211923407359116	-0.280582842905485	-0.277750431228224	-0.266651328216341	-0.156709331428327	0.906877804637298	-0.233854987734983	-0.226247626590534	-0.131850573121909	-0.243345918794895	-0.121130512519021	-0.198188541055647	-0.259023270445978	-0.206426822150486	-0.234899921645597	-0.225710662505017	-0.190386335651835	-0.218517201028102	-0.312443173145508	-0.202193087060547	-0.218585953800394	0.880383754754154	-0.276844040773169	-0.196620502618051	-0.183725006065912	-0.27369211618554	-0.213986177738103	-0.248339551389676	-0.293278940325884	-0.236251155028735	-0.268825987714927	-0.122701234498049	-0.270278495333348	-0.28822697411766	-0.203322720334684	-0.185472956737516	-0.195951741938774	-0.171432417728607	-0.308501115204913	-0.203375623996887	-0.241040575887456	-0.323788780463356	-0.201386923948864	-0.184264372478379	-0.0600252786004314	-0.269771986170265	-0.196361353560673	-0.281438773677398	-0.195870659092205	0.887134581301091	-0.0283611842018292	-0.339440824843264	-0.265755104585092	-0.322551755786328	-0.373364974815898	-0.269165315047201	-0.273662253132815	-0.333558034936867	-0.251816637000092	-0.23901236562899	0.207849342032246	0.725667451546858	-0.140967469835495	-0.252190809197716	-0.401279582359118	-0.240439254714436	-0.283290008451143	-0.309279807314669	-0.280300619607932	-0.337174679830954	-0.297526928480427	-0.46056463475588	-0.241912392990555	-0.204229049056218	0.280656624859289	0.144568543981591	-0.378507470303623	-0.375028359866453	-0.40853421373614	-0.190920909048757	1.74076405715863	0.0502706113355513	-0.104053172743417	0.917910818944088	0.308762834848098	-0.215903530970338	2.29127647097312	1.22541207998038	-0.118082266286568
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Williamwhitmaniaceae|Williamwhitmania|Unassigned	-0.239840997994054	-0.260936537823246	-0.335054738262991	-0.25420686363708	-0.26036381520727	-0.2565736875805	-0.26724920857817	-0.292576718698619	-0.22746334533717	-0.226561199781367	-0.180744673027732	-0.382303036729756	-0.306037504356104	-0.310382589734163	-0.333440699879723	-0.307293828660424	-0.271428197180279	-0.274667602289592	-0.382314330126919	-0.326350386569236	-0.367367245043111	-0.298852851061584	-0.325671444280962	-0.229944597586031	-0.275448480079804	-0.243079094248861	-0.306576736987869	-0.319764755763447	-0.272647761019679	-0.264476447421529	-0.256732541828992	-0.305689171974207	-0.30255012232553	-0.322537380827635	-0.319103362641531	-0.288793723241562	-0.318772320647895	-0.306389112653045	-0.313521899068207	-0.240078359090292	-0.279035910851433	-0.246215604714459	-0.259183929066713	-0.238374727627123	-0.215055940946338	-0.246320681437165	-0.263360813162808	-0.225762765463562	-0.28199575707686	-0.280097318373015	-0.267112109048932	-0.17257650208068	-0.2095054957268	-0.237056993524284	-0.231596010074851	-0.269565950218576	-0.244011503523868	-0.200050294053864	-0.199739342583735	-0.259371255573506	-0.20681154503294	-0.248184993376706	-0.225710662505017	-0.190915471909418	-0.218517201028102	-0.313059291774109	-0.202193087060547	-0.233773027449866	-0.293495655389063	-0.285366837300771	-0.197539703379897	-0.183725006065912	-0.284690130079641	-0.213986177738103	-0.248339551389676	-0.293735944988684	-0.236251155028735	-0.270921686268072	-0.335443620819528	-0.278928877996329	-0.304527884646027	-0.202556941808159	-0.185472956737516	-0.204097290674607	-0.171432417728607	-0.310832044300054	-0.203678559988863	-0.248169458120313	-0.324623715355896	-0.20291422281095	-0.185092335436992	-0.232660981650573	-0.274340587796219	-0.196979791725245	-0.282960775738346	-0.251741602016835	-0.331775405368738	-0.404781634169501	-0.339971822362754	-0.248283963230277	-0.323560342763955	-0.373364974815898	-0.270011076266433	-0.275779444527448	-0.333558034936867	-0.274092236226357	-0.244759698228874	-0.457767242902307	-0.173273364981237	-0.409173531518191	-0.278699607051158	-0.401844978883481	-0.303910647227765	-0.285067573943874	-0.220306605421656	-0.281208801298553	-0.220148498901702	-0.297526928480427	-0.461266673653162	-0.241912392990555	-0.301032908294561	-0.285729354219056	-0.190301453198656	-0.379059806238587	-0.375028359866453	-0.409828446597595	-0.20432029258215	-0.382565839834365	-0.189867853095837	-0.325883568771564	-0.267008602278012	-0.303310918570526	-0.215903530970338	-0.107208637946987	-0.0957946945932894	-0.28958212489448
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Unassigned|Unassigned	-0.240704733215795	-0.258568602074198	-0.335573557994734	-0.254665407653687	-0.26036381520727	-0.2565736875805	-0.26724920857817	-0.292576718698619	-0.225079357191352	-0.226561199781367	-0.180744673027732	-0.369940026801809	-0.30034809668347	-0.307165624409604	-0.328377622437454	-0.304338581046499	-0.271910574250286	-0.270667572053711	-0.350488688552214	-0.311040091517749	-0.378279766178256	-0.298852851061584	-0.322563608119929	-0.228596453282409	-0.273704042757561	-0.243079094248861	-0.306576736987869	-0.300726940406746	-0.270244922605627	-0.261804519468355	-0.256074174572267	-0.305689171974207	-0.30255012232553	-0.318256771137309	-0.314200199172698	-0.288016293971411	-0.317865521200135	-0.296647416169343	-0.313521899068207	-0.238299664044818	-0.274350796904273	-0.243887036027517	-0.258609885606642	-0.23788158308567	-0.214677535081284	-0.245290673506096	-0.261832680025361	-0.202566634414225	-0.278463624342877	-0.279510575052122	-0.267112109048932	-0.165568463615467	-0.213022908217882	-0.236656716514557	-0.228030270045709	-0.246821978141032	-0.244011503523868	-0.200050294053864	-0.199739342583735	-0.260415242698841	-0.20681154503294	-0.247782298140092	-0.225710662505017	-0.190915471909418	-0.218517201028102	-0.313059291774109	-0.202193087060547	-0.232302847844941	-0.225899805405829	-0.284834075045716	-0.197080097415355	-0.183725006065912	-0.286261664542791	-0.213986177738103	-0.248339551389676	-0.293735944988684	-0.236638237641558	-0.270572390239176	-0.337735187712998	-0.279384245556308	-0.304527884646027	-0.203322720334684	-0.185472956737516	-0.204097290674607	-0.171135265014031	-0.311997584758318	-0.203678559988863	-0.240701161474082	-0.32420624463527	-0.20291422281095	-0.185092335436992	-0.232660981650573	-0.274340587796219	-0.196979791725245	-0.281058287735726	-0.251741602016835	-0.352501578566918	-0.404781634169501	-0.340502829886187	-0.275369488948485	-0.32305604459979	-0.372705840015172	-0.265359751411194	-0.192077352572569	-0.330544790458184	-0.313242909810059	-0.295722536166475	-0.457767242902307	0.631546374310653	-0.407920690620151	-0.27830373569644	-0.238870660416156	-0.207229012505055	-0.283290008451143	-0.309279807314669	-0.281208801298553	-0.316387166934351	-0.0353338890055464	-0.38763141374988	-0.241912392990555	-0.291088006472161	-0.40984611083856	-0.475019056505596	-0.379059806238587	-0.375028359866453	-0.409828446597595	-0.203012629475744	1.3657381645337	-0.188954926978476	-0.320982825529363	-0.261131619078459	-0.299629989124284	-0.215903530970338	-0.273398684344109	-0.368399258216987	-0.107023005545031
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Unassigned|Unassigned	-0.232068890330638	-0.254306918003939	-0.285293649223071	-0.253748328620876	-0.259243769912253	-0.250687420568878	-0.262101952336642	-0.291069570180033	-0.218405624346184	-0.193278235942034	-0.157923123439079	-0.3474079957234	-0.295291882786659	-0.302019263485981	-0.309399174921521	-0.215830947615005	-0.23768588453311	-0.24068833062297	-0.244368222383309	-0.28554212461255	-0.377188338296328	-0.283763004799332	-0.299783447138826	-0.212425298082928	-0.253652086599752	-0.243079094248861	-0.281383207578292	-0.264153766359915	-0.25743386811146	-0.239772870733964	-0.254099186701346	-0.2921170862868	-0.279225959522727	-0.311409225428829	-0.297046236964843	-0.270918870477522	-0.234570887533456	-0.281230415124123	-0.276128191104506	-0.231186332897594	-0.277027893506776	-0.188074408492765	-0.254591983194484	-0.23788158308567	-0.215055940946338	-0.247350737483758	-0.265398479991225	-0.224541280365938	-0.28199575707686	-0.277750431228224	-0.271259532470895	-0.170721162800885	-0.200011548019542	-0.237056993524284	-0.231596010074851	-0.266391060162688	-0.242680354344617	-0.193742037891311	-0.19935163051649	-0.261111260569476	-0.19104400749068	-0.247379610237592	-0.225710662505017	-0.190386335651835	-0.194875963953667	-0.312443173145508	-0.193641992121446	-0.23328295655796	-0.295375880368516	-0.280572396910279	-0.197539703379897	-0.183725006065912	-0.285083004561192	-0.213986177738103	-0.247067211827225	-0.288252437311724	-0.236251155028735	-0.256255707012352	-0.337735187712998	-0.259811047367745	-0.304527884646027	-0.20179119327413	-0.1844256937129	-0.204097290674607	-0.171432417728607	-0.309666554450235	-0.203678559988863	-0.246811402147868	-0.31961449888201	-0.202608753371249	-0.18481634365588	-0.232660981650573	-0.274340587796219	-0.196361353560673	-0.280677807623163	-0.177277240996148	-0.353047210845329	-0.374671849456226	-0.340502829886187	-0.287174064131417	-0.323560342763955	-0.36941038614296	-0.265359751411194	-0.280861445854798	-0.331046974880477	-0.320683014576412	-0.295722536166475	-0.432439245617637	-0.357523116256124	-0.307232182346698	-0.278699607051158	-0.391669409539832	-0.303910647227765	-0.284178775045776	-0.309279807314669	-0.281208801298553	-0.3631798067167	-0.297526928480427	-0.459160600325253	-0.241912392990555	-0.310484024516289	-0.387482124884699	-0.470102356846603	-0.379059806238587	-0.36407092631073	-0.402063850389031	-0.0951069022055597	-0.4369306247974	-0.17891556465511	-0.327517344704804	-0.263843898624906	-0.274337724925556	-0.215903530970338	-0.324726772266423	-0.406453711401982	-0.291100261797638
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Unassigned	-0.236386392553969	-0.234429256752199	-0.329348368303424	-0.176384938175409	-0.18878828850364	-0.0954519609000195	-0.00869720198273859	-0.17928658806816	-0.0215311385078419	-0.174032810062399	0.0580747825672475	-0.294411254703256	-0.196260781576022	-0.173032514458352	-0.0901781913635522	-0.192866331989188	0.17634486125931	0.456267128349419	-0.285267889324694	-0.236798513689092	-0.246499895085629	-0.226660299361899	-0.267715866718616	-0.193574279548123	-0.149303096842192	1.81460876199865	-0.195297426010124	-0.138722427804038	-0.209453571029187	0.0183645955911037	3.93617520848176	-0.155881002638455	-0.0890555908345623	-0.258400326226325	-0.0151876907243592	-0.270141988399444	-0.268038714166808	-0.262579774906183	-0.225221827036659	-0.183231893324126	0.575143460199726	-0.208987730880295	-0.228206103134431	-0.0195148909409891	0.069033332380322	1.97538539627593	5.23950196355837	-0.185897457081882	-0.0618603049618972	2.98406597740913	0.0919180516582159	0.0427799771676368	-0.155765521316192	-0.177897562104423	0.130344021894555	-0.183993096408189	0.0764381660220591	-0.00499902645855115	-0.1586851610046	-0.0532498633133405	-0.118137752158045	0.0676783647954695	-0.0181111409802569	-0.143089297682168	-0.199486731197077	0.783119202145821	-0.162319076025283	-0.222504185139041	-0.291991575290943	-0.208237863368058	-0.135593705019492	-0.164223224620796	-0.189401743060244	0.944621940478479	0.0930403699968843	-0.132473393745273	0.13754265487389	0.256505674935606	0.662732025662718	-0.205270406254774	0.179212662227358	0.0679187364547924	-0.125874154994505	-0.116420180725615	-0.15212788492184	-0.079313660870564	-0.087094921808593	0.28961970182908	0.350139982897618	-0.183068757324558	-0.173228415266343	-0.212313941449382	4.94663274022778	-0.18028889454689	-0.239620230576234	-0.158698900345295	-0.346500323216094	1.26007246827229	-0.131529874362037	1.61907692440093	4.16109587633085	3.15036759064991	0.623079658671781	-0.280014372879052	-0.327531877021744	-0.0349767966171076	-0.0847410570457937	1.31802839637466	-0.306453216590428	-0.28850633212582	0.609794967777044	0.967484134972626	0.529358552673532	-0.24332891121498	-0.276290587925644	0.328905669340237	0.34170351405799	-0.290912900928668	1.52058937456506	5.78704141308394	-0.0387471599499407	1.44133759376512	1.18234463857505	3.67112440956758	2.0316691334092	3.21797521399664	-0.144584473151428	-0.112094808216274	-0.126369542283685	0.549777315591437	-0.0805349003404235	-0.255499519638918	-0.177556399355306	0.454955186239364	0.759050738659187	1.39099330378072
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Unassigned|Unassigned	-0.240704733215795	-0.260936537823246	-0.335054738262991	-0.25420686363708	-0.26036381520727	-0.257026537357216	-0.264675441089978	-0.292074325975546	-0.224602591913052	-0.226561199781367	-0.180744673027732	-0.375030099910054	-0.304773084728787	-0.306522276556585	-0.328377622437454	-0.305520641358066	-0.271910574250286	-0.269334375049488	-0.225189630870194	-0.319787773251747	-0.378279766178256	-0.298852851061584	-0.321527740133254	-0.229944597586031	-0.274576245631152	-0.243079094248861	-0.295122131393411	-0.310244155916043	-0.272647761019679	-0.264476447421529	-0.25475749700944	-0.295735623080495	-0.30255012232553	-0.322537380827635	-0.318286106002099	-0.286461506846258	-0.317865521200135	-0.3136977458074	-0.313521899068207	-0.239485444637674	-0.277697214058884	-0.24330493194523	-0.259183929066713	-0.191574940063616	-0.213920744402049	-0.245290673506096	-0.264379624292886	-0.197279859035951	-0.27140088547275	-0.278337131480364	-0.267112109048932	-0.169484378072249	-0.134029295601134	-0.236256447015659	-0.230704518420373	-0.248936774549843	-0.240683782654612	-0.200050294053864	-0.19857622975273	-0.259719245991389	-0.20681154503294	-0.127303765631934	-0.224488196849194	-0.190650901905486	-0.218517201028102	-0.313059291774109	-0.202193087060547	-0.232302847844941	-0.290111600009504	-0.285366837300771	-0.197539703379897	-0.183725006065912	-0.285475885132128	-0.213986177738103	-0.248339551389676	-0.293735944988684	-0.236638237641558	-0.270572390239176	-0.337735187712998	-0.279384245556308	-0.303669684340654	-0.198218096618992	-0.185211135378602	-0.204097290674607	-0.171135265014031	-0.310249293049347	-0.203678559988863	-0.247829936465094	-0.323788780463356	-0.20291422281095	-0.181228826132597	-0.230502035485032	-0.273579094455091	-0.196361353560673	-0.281819265448341	-0.251375989938074	-0.035651294572967	-0.404781634169501	-0.340502829886187	-0.287174064131417	-0.3205346940331	-0.373364974815898	-0.269588192001382	-0.238120600543889	-0.223788597990876	-0.323163506209773	-0.267762281490418	-0.200437652085936	-0.237986534793484	-0.224922697398652	-0.25851857873567	-0.26362842336891	-0.218464710081338	-0.276181038363263	-0.309279807314669	-0.280754706112945	-0.270821710393552	0.00591939457833015	-0.400243309078906	-0.241912392990555	-0.241915658333069	-0.407872179361024	-0.434301731601648	-0.379059806238587	-0.374451550981352	-0.409828446597595	-0.202358830867678	-0.405412713028181	-0.148828511979443	-0.329151218081764	-0.188463443733517	-0.231167948501895	-0.215903530970338	-0.305040243662835	-0.390852419525838	-0.292618484802904
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Unassigned	-0.240704733215795	-0.260936537823246	-0.335573557994734	-0.127535575580811	-0.225107997235724	-0.254309567294295	-0.264675441089978	-0.28956251060804	-0.226986526139279	-0.226561199781367	-0.180744673027732	-0.36775881456215	-0.297819867714894	-0.310382589734163	-0.330909047522133	-0.306111690880342	-0.271910574250286	-0.272000842256935	-0.382314330126919	-0.326350386569236	-0.380462739151043	-0.298852851061584	-0.325671444280962	-0.229944597586031	-0.275448480079804	-0.243079094248861	-0.305812940903536	-0.319032281725528	-0.272647761019679	-0.264476447421529	-0.246200943226264	-0.306594227223948	-0.301820920184392	-0.322537380827635	-0.317468874455692	-0.290348653203631	-0.318772320647895	-0.312885575492155	-0.320326437756792	-0.240078359090292	-0.277697214058884	-0.246215604714459	-0.259183929066713	-0.238374727627123	-0.215055940946338	-0.230875612295056	0.0603891593804056	-0.224948434207006	-0.28199575707686	-0.279510575052122	-0.269416145182004	-0.171958034027286	-0.213022908217882	-0.235455930549266	-0.231596010074851	-0.269565950218576	-0.244011503523868	-0.200050294053864	-0.199739342583735	-0.261111260569476	-0.20681154503294	-0.248184993376706	-0.225710662505017	-0.190915471909418	-0.218517201028102	-0.313059291774109	-0.202193087060547	-0.233773027449866	-0.295375880368516	-0.285366837300771	-0.197080097415355	-0.183725006065912	-0.286261664542791	-0.213986177738103	-0.248339551389676	-0.159733268615598	3.02466586076846	-0.270921686268072	-0.337735187712998	-0.256626186172968	-0.304098780913584	-0.203322720334684	-0.185472956737516	-0.204097290674607	-0.171432417728607	-0.305005101056086	-0.203678559988863	-0.248169458120313	-0.324623715355896	-0.20291422281095	-0.185092335436992	-0.232660981650573	-0.274340587796219	-0.196979791725245	-0.282960775738346	-0.251741602016835	-0.353047210845329	-0.404781634169501	-0.340502829886187	-0.287174064131417	-0.323560342763955	-0.373364974815898	-0.270011076266433	-0.280861445854798	-0.333558034936867	-0.323163506209773	-0.295722536166475	-0.459878756155291	-0.357523116256124	-0.409173531518191	-0.278699607051158	-0.401844978883481	-0.303910647227765	-0.285067573943874	-0.309279807314669	-0.281208801298553	-0.3631798067167	-0.297526928480427	-0.461266673653162	-0.241912392990555	-0.315957264917782	-0.40984611083856	-0.475019056505596	-0.379059806238587	-0.375028359866453	-0.409828446597595	-0.204647222086892	-0.441258992226342	-0.191085154526368	-0.335142920985281	-0.271078104508419	-0.303771071466693	-0.215903530970338	-0.342713130304663	-0.417066722326967	-0.292618484802904
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia|Unassigned	-0.240272861411387	-0.257621494477846	-0.335054738262991	-0.245954610092345	-0.249165762702522	-0.233942123871099	-0.258242241714228	-0.274496804857861	-0.220312189570349	-0.21210302139267	-0.152125476808284	-0.369212939546118	-0.295291882786659	-0.307165624409604	-0.322050053803815	-0.2901578841092	-0.261782692141366	-0.262003099631608	-0.33542515167709	-0.313226747454396	-0.375005599728958	-0.294880984214211	-0.321527740133254	-0.226574394978079	-0.269343501942745	-0.243079094248861	-0.282146292257931	-0.313173210690707	-0.263838535821927	-0.239105572178966	-0.24817524794772	-0.298449853057267	-0.288698835417012	-0.313120946914582	-0.317468874455692	-0.284129504676608	-0.302454619845866	-0.307201083051747	-0.303318371545205	-0.216966621471673	-0.265652283270741	-0.232247848070493	-0.220181633942095	-0.235909114670613	-0.214299136233266	-0.241686024597525	-0.254702717497515	-0.225355595906124	-0.281289289810827	-0.275990416599081	-0.269876978804776	-0.170927301998194	-0.212319376595828	-0.236656716514557	-0.224465134143593	-0.267449309523587	-0.234695162267318	-0.199629681639288	-0.199739342583735	-0.241630756033177	-0.204118641154846	-0.243353134534908	-0.222858354475991	-0.179542347026989	-0.215055791145159	-0.312443173145508	-0.196175270540332	-0.230832767445542	-0.295375880368516	-0.276844040773169	-0.195241785224618	-0.183342416162483	-0.285475885132128	-0.208825927509467	-0.248339551389676	-0.249445135000098	-0.204147200511106	-0.258699403389031	-0.324904864056185	-0.234798239383123	-0.292944596222188	-0.197452518001442	-0.183902084610602	-0.200024092506157	-0.169946704156384	-0.309666554450235	-0.203072692727924	-0.213903543741625	-0.300421232840982	-0.201997828993071	-0.184264372478379	-0.232044117436722	-0.267488007886955	-0.195124536518217	-0.281058287735726	-0.250644783273771	-0.35195595689143	-0.38818692778226	-0.320331573919608	-0.233879546059894	-0.305915468631332	-0.299632971068682	-0.223537586266341	-0.280861445854798	-0.333558034936867	-0.303821726185187	-0.295722536166475	-0.436659276233524	-0.355974211383083	-0.406041523868118	-0.249818330390327	-0.401279582359118	-0.30288569983048	-0.285067573943874	-0.308336666235509	-0.278030317281443	-0.362601664463711	-0.297526928480427	-0.384128937620813	-0.20286969586354	-0.299540934977918	-0.399319904876296	-0.446933022606762	-0.351455709375374	-0.357729015710486	-0.343244813267344	-0.201051299535	-0.42394896990411	-0.190780822031822	-0.283983300837009	-0.268817186935042	-0.298249775187724	-0.212660082618365	-0.33200561851008	-0.38586153325017	-0.291100261797638
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Unassigned|Unassigned	-0.240704733215795	-0.260936537823246	-0.335573557994734	-0.254665407653687	-0.257563802010006	-0.256120846377332	-0.264246506942657	-0.290567207106882	-0.22746334533717	-0.226561199781367	-0.180744673027732	-0.372848540931592	-0.304140897805238	-0.311669481370294	-0.333440699879723	-0.307293828660424	-0.262264875294679	-0.272000842256935	-0.382314330126919	-0.326350386569236	-0.377188338296328	-0.292498157196422	-0.320491910842403	-0.22927051489001	-0.275448480079804	-0.243079094248861	-0.305812940903536	-0.317567393761335	-0.271846788005266	-0.263808436528319	-0.255415826299424	-0.264090327496409	-0.298904319492946	-0.322537380827635	-0.319103362641531	-0.289571176318526	-0.317865521200135	-0.3136977458074	-0.320326437756792	-0.234742708707547	-0.266990312084215	-0.235157074064653	-0.246558287157622	-0.193051317248418	-0.193497998828925	-0.24683570344577	-0.258776714514132	-0.218434915524715	-0.280582842905485	-0.280097318373015	-0.269876978804776	-0.171339587601165	-0.189116603737784	-0.0081290905280128	-0.230258786755843	-0.257397850720682	-0.242680354344617	-0.200050294053864	-0.199739342583735	-0.259719245991389	-0.20681154503294	-0.239729933246071	-0.224080724274199	-0.190915471909418	-0.218517201028102	-0.312443173145508	-0.202193087060547	-0.232302847844941	-0.248036468288002	-0.285366837300771	-0.196160918987501	-0.183725006065912	-0.278012195400954	-0.213986177738103	-0.248339551389676	-0.293735944988684	-0.23470289320278	-0.270223099385145	-0.293770328435359	-0.279384245556308	-0.304098780913584	-0.202556941808159	-0.185472956737516	-0.202933433260433	-0.171432417728607	-0.311997584758318	-0.203072692727924	-0.207124382635315	-0.320449302819042	-0.20291422281095	-0.185092335436992	-0.232660981650573	-0.274340587796219	-0.196979791725245	-0.282960775738346	-0.251741602016835	-0.353047210845329	-0.404781634169501	-0.340502829886187	-0.287174064131417	-0.24852284824652	-0.373364974815898	-0.257327727613856	-0.258000685781238	-0.333558034936867	-0.318698785705821	-0.281738491691391	-0.459878756155291	-0.307484035285829	-0.309729814832381	-0.268804802709983	-0.29742074553187	-0.264478951110811	0.091976355419489	-0.309279807314669	-0.281208801298553	-0.3631798067167	-0.28074090174904	-0.404448311516406	-0.241912392990555	-0.311976614304299	-0.367105257468982	-0.456760544946704	-0.352559375884358	-0.375028359866453	-0.409828446597595	-0.204647222086892	-0.43013006553971	-0.191085154526368	-0.334598166566491	-0.270173712576843	-0.303771071466693	-0.215903530970338	-0.342713130304663	-0.417066722326967	-0.292618484802904
