Genus	HS00P003	HS03P003	HS00P004	HS03P004	HS03P005	HS00P010	HS03P010	HS00P011	HS03P011	HS00P012	HS03P012	HS00P014	HS03P014	DS03P016	DS03P017	HS00P019	HS03P019	HS03P024	HS00P025	HS03P025	HS03P026	HS00P029	HS03P029	DS00P030	DS03P030	HS00P031	HS03P031	HS00P034	HS03P034	HS03P035	HS00P036	DS00P037	DS03P037	HS00P040	HS03P040	HS00P041	HS03P041	HS00P042	HS03P042	HS00P044	HS03P044	HS00P045	HS03P045	HS00P046	HS03P046	HS00P047	HS03P047	HS00P048	HS03P048	DS00P049	DS03P049	HS00P050	HS03P050	HS00P051	HS03P051	DS00P054	DS03P054	HS00P055	HS03P055	HS00P056	HS03P056	HS00P057	HS03P057	HS00P058	HS03P058	HS00P059	HS03P059	DS00P060	DS03P060	HS00P061	HS03P061	HS00P063	HS03P063	HS00P064	HS03P064	DS00P065	DS03P065	HS03P066	HS03P067	HS00P068	HS03P068	HS00P071	HS03P071	HS00P072	HS03P072	HS00P073	HS03P073	HS00P074	HS03P074	HS00P075	HS03P075	DS00P076	DS03P076	HS00P077	HS03P077	HS00P082	HS00P93	HS00P96	HS00P109	HS00P110	HS00P118	HS00P137	HS00P142	HS00P167	HS00P176	HS00P179	HS00P192	HS00P198	HS00P201	DS04P86	DS05P114	DS00P119	DS00P138	DS04P138	DS00P140	DS06P140	DS00P166	DS00P172	DS00P180	DS06P180	DS00P191	DS00P193	DS00P194	DS04P194	DS00P196	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned|Unassigned	-0.239301141829954	-0.254118877270526	-0.331438182134318	-0.25253434781313	-0.257722674139224	-0.254436623297429	-0.264995273081552	-0.289958032384046	-0.220751741777904	-0.220121209608776	-0.173448770571072	-0.356962031302303	-0.287328587076573	-0.261830635547217	-0.326989192193125	-0.299460884615394	-0.26651511240417	-0.265592930039603	-0.361954626692994	-0.315744308127018	-0.366663231321996	-0.292233824879832	-0.322824356555475	-0.226362154723909	-0.272290305468781	-0.242182498303157	-0.303573947681185	-0.315252526520497	-0.266221045443276	-0.261479848055754	-0.251248425943992	-0.294985123797052	-0.296161091720045	-0.305668871564421	-0.281187999488576	-0.280993290418498	-0.309145538225366	-0.288192401787673	-0.302451943905121	-0.23016244152816	-0.265375602308591	-0.241890654216856	-0.256720268579751	-0.1684572853477	-0.208842139320468	-0.240523413289183	-0.240031315506261	-0.210308278478813	-0.27762236733854	-0.276723877830869	-0.264970690956133	-0.154404610827734	0.871045678549239	-0.232104526617692	-0.22356223887764	-0.133475016809927	-0.241779756908978	-0.121826000297469	-0.196557160007173	-0.256820036497266	-0.204142272160039	-0.233060776018533	-0.223614129054927	-0.188168991508785	-0.21657264975394	-0.309709127010465	-0.199651289870706	-0.21719177144451	0.86047930235878	-0.274756783649507	-0.194758776742234	-0.182164611046382	-0.271206701393035	-0.212167241449548	-0.24512062971485	-0.290687993692445	-0.234159605444185	-0.266143743593539	-0.124891696717746	-0.267960089596331	-0.287210883231891	-0.199799421952413	-0.182283359958511	-0.193315986947359	-0.168929490560425	-0.305157469193014	-0.200559743310425	-0.237147979856016	-0.321232074991674	-0.199344510453204	-0.181549711556074	-0.0629671056839481	-0.268075667137169	-0.193217702897873	-0.277734137623545	-0.194551663452491	0.868243616237013	-0.0327036240821782	-0.336640432264084	-0.262434307205888	-0.319839099392319	-0.371227046103415	-0.264991592745973	-0.270874567515569	-0.331223920450834	-0.249600295802942	-0.237720611098568	0.199514092394435	0.706523181580942	-0.143144407381147	-0.251198446872352	-0.39716671691893	-0.23597637380991	-0.280760702606918	-0.306254628059645	-0.276959831369155	-0.33437874550409	-0.293665750627026	-0.456573898032749	-0.240527072270522	-0.202467226889411	0.270785524784335	0.137463623631766	-0.375986741128401	-0.371065169933756	-0.405768954470301	-0.189109984752984	1.72327358503429	0.0434855550079315	-0.10635944348523	0.885153605389988	0.296474921848396	-0.213978743078948	2.25804258464979	1.20646437849523	-0.119661714593662
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Williamwhitmaniaceae|Williamwhitmania	-0.238460610318235	-0.25872177885746	-0.333470277885041	-0.25253434781313	-0.25881402919702	-0.253997289221897	-0.264995273081552	-0.289958032384046	-0.223965193302201	-0.223502933102298	-0.177516307064355	-0.378231598058406	-0.303986838974172	-0.308284043044946	-0.331320175873509	-0.304643473544411	-0.269332035001975	-0.272071745963195	-0.380007288918802	-0.323566295785776	-0.365593747400222	-0.295318558705055	-0.322824356555475	-0.227013031464978	-0.273138923303197	-0.242182498303157	-0.303573947681185	-0.316679117270083	-0.26932569834364	-0.262781381752547	-0.253799713026114	-0.302916004574194	-0.300429556911748	-0.32073661871554	-0.317104697104936	-0.28628997684419	-0.316220813646627	-0.30402413208229	-0.311590321210688	-0.238223448505421	-0.276436661452799	-0.243016060532386	-0.257839701377155	-0.235650123913061	-0.211753403146991	-0.243514903382416	-0.259726651209556	-0.223716672659032	-0.278994430402291	-0.279018207051253	-0.265419688937779	-0.169553731403791	-0.205926437417161	-0.235213608065857	-0.228729261193731	-0.267700870985771	-0.242427196356893	-0.198040206155924	-0.198056615642798	-0.257158211095422	-0.204513544310822	-0.245956336981761	-0.223614129054927	-0.188678386480631	-0.21657264975394	-0.310309466926142	-0.199651289870706	-0.231933685533681	-0.29161992608179	-0.283056122977186	-0.195646285630982	-0.182164611046382	-0.281897751577685	-0.212167241449548	-0.24512062971485	-0.291132852789921	-0.234159605444185	-0.268178612586663	-0.332744938655259	-0.276371653210216	-0.303157546564311	-0.199065296496794	-0.182283359958511	-0.201148475041437	-0.168929490560425	-0.307423532908273	-0.200851178012651	-0.244013829102051	-0.322046716455651	-0.20081896015387	-0.182343687515724	-0.23020321954649	-0.272528275774256	-0.193810894169506	-0.279208330489379	-0.24862467747238	-0.329384782380153	-0.401833332607569	-0.337158655940867	-0.24551471479795	-0.32082261514676	-0.371227046103415	-0.265808274981176	-0.272930472446088	-0.331223920450834	-0.271228543162992	-0.243315009431045	-0.453416994583013	-0.173900408755103	-0.405773408483868	-0.277062373409139	-0.397718444874017	-0.296937812009948	-0.282489940084934	-0.21962395070129	-0.277840533466052	-0.220116469831449	-0.293665750627026	-0.457260918504294	-0.240527072270522	-0.29604940917037	-0.284634423242285	-0.191857441981014	-0.37652733650106	-0.371065169933756	-0.40703653444864	-0.202037462574056	-0.380681041703094	-0.186355716109921	-0.322537849384366	-0.262097785465218	-0.299835606949297	-0.213978743078948	-0.10943901874117	-0.0989134938267688	-0.286284267721005
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Unassigned	-0.239301141829954	-0.256420238845255	-0.333978319352637	-0.252980677948809	-0.25881402919702	-0.253997289221897	-0.264995273081552	-0.289958032384046	-0.221669829431784	-0.223502933102298	-0.177516307064355	-0.366177622095538	-0.298433191523255	-0.305143445378196	-0.326370520420434	-0.301764164945259	-0.269801547406083	-0.268184293487129	-0.348830320997003	-0.308634884559861	-0.376289792465296	-0.295318558705055	-0.31979433519312	-0.225711294099436	-0.271441711133648	-0.242182498303157	-0.303573947681185	-0.298137931662297	-0.266997178663346	-0.260178372465737	-0.253161869786047	-0.302916004574194	-0.300429556911748	-0.316550488013621	-0.312313685374525	-0.285533255071947	-0.315336327028048	-0.294524226776392	-0.311590321210688	-0.236495886671955	-0.271881624789037	-0.240765294115448	-0.25727997955211	-0.23517299629532	-0.211389476195088	-0.242517703407614	-0.25824903836469	-0.201241858772826	-0.275564385629855	-0.278444608642537	-0.265419688937779	-0.162863116869935	-0.209301440035918	-0.234824952660574	-0.225284463462393	-0.245545644092869	-0.242427196356893	-0.198040206155924	-0.198056615642798	-0.258172758857997	-0.204513544310822	-0.245565473038913	-0.223614129054927	-0.188678386480631	-0.21657264975394	-0.310309466926142	-0.199651289870706	-0.230506694670652	-0.225636779501118	-0.282537349329238	-0.19520252678201	-0.182164611046382	-0.283425329620042	-0.212167241449548	-0.24512062971485	-0.291132852789921	-0.234535019173526	-0.267839458076534	-0.33498148540931	-0.276814429363699	-0.303157546564311	-0.199799421952413	-0.182283359958511	-0.201148475041437	-0.168645022812317	-0.308556619247024	-0.200851178012651	-0.23682107696579	-0.321639393361119	-0.20081896015387	-0.182343687515724	-0.23020321954649	-0.272528275774256	-0.193810894169506	-0.277365600117832	-0.24862467747238	-0.349625654935672	-0.401833332607569	-0.33767688668625	-0.271743949523471	-0.320330853923424	-0.370581412635643	-0.261316789353011	-0.191619017439477	-0.32828007372538	-0.309230094417169	-0.292908023881146	-0.453416994583013	0.613978132778943	-0.404548226225453	-0.276676181625171	-0.238557470706324	-0.204064567005321	-0.280760702606918	-0.306254628059645	-0.277840533466052	-0.314091749934921	-0.0391213572831305	-0.385175067110905	-0.240527072270522	-0.286439524162899	-0.405936541189908	-0.471005142006638	-0.37652733650106	-0.371065169933756	-0.40703653444864	-0.200775927086008	1.34846520310404	-0.185482937147576	-0.31776702886125	-0.256439945486422	-0.296260093133554	-0.213978743078948	-0.271435566832922	-0.366149509181146	-0.108907418308333
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Unassigned	-0.230896976923626	-0.252277916467126	-0.284730917098542	-0.25208802444101	-0.257722674139224	-0.24828652699407	-0.259989992504489	-0.288491147866658	-0.215243910427614	-0.191394306408896	-0.155708420966285	-0.344205065041386	-0.293497368985962	-0.300119048362395	-0.30781503643532	-0.215492302241677	-0.236484121093769	-0.239043970406675	-0.244802287265713	-0.283762951211569	-0.375220067357927	-0.280668601631657	-0.297581737612321	-0.210095472016303	-0.251930524235629	-0.242182498303157	-0.279054709922908	-0.262509146392489	-0.254581446760571	-0.238712409779781	-0.251248425943992	-0.289698886191037	-0.277670731614043	-0.309853711583658	-0.295550279524568	-0.268889784187558	-0.234057774377828	-0.279488029350471	-0.275051163355193	-0.229586747661277	-0.274484420083629	-0.186802282774771	-0.253362230628418	-0.23517299629532	-0.211753403146991	-0.244512139971195	-0.26169691843616	-0.22253329765843	-0.278994430402291	-0.276723877830869	-0.269460965600626	-0.167782471987962	-0.196816302382432	-0.235213608065857	-0.228729261193731	-0.26460846092166	-0.241132332985137	-0.19195035255898	-0.197681742547603	-0.258849144007404	-0.189296141678579	-0.245174614683227	-0.223614129054927	-0.188168991508785	-0.19367794616684	-0.309709127010465	-0.191415027160158	-0.231458013480738	-0.29345466870848	-0.278387471881783	-0.195646285630982	-0.182164611046382	-0.282279639403354	-0.212167241449548	-0.24389057582022	-0.285794946355857	-0.234159605444185	-0.253937455332267	-0.33498148540931	-0.257780677351274	-0.303157546564311	-0.198331194394069	-0.181281404533724	-0.201148475041437	-0.168929490560425	-0.306290482891041	-0.200851178012651	-0.242705917492376	-0.31715915115242	-0.200524062623701	-0.182079025605456	-0.23020321954649	-0.272528275774256	-0.193217702897873	-0.276997066896227	-0.176550082468997	-0.350158455771798	-0.372356952439393	-0.33767688668625	-0.28317317289564	-0.32082261514676	-0.367353398166899	-0.261316789353011	-0.277865191820411	-0.328770698422899	-0.316450185034657	-0.292908023881146	-0.42864975067781	-0.353402114871814	-0.306033295110214	-0.277062373409139	-0.387788404405377	-0.296937812009948	-0.281625309381703	-0.306254628059645	-0.277840533466052	-0.359751913520166	-0.293665750627026	-0.455199885301671	-0.240527072270522	-0.305181284560402	-0.384090615125008	-0.466191258266296	-0.37652733650106	-0.360383054715198	-0.399431597096076	-0.0966215881096445	-0.433974523162643	-0.175884565865381	-0.324128261830137	-0.259051128385193	-0.271688689084214	-0.213978743078948	-0.321415365202406	-0.403397631076437	-0.287757988285417
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga	-0.235098739899677	-0.232954718225133	-0.327882284501433	-0.176756365446367	-0.189047920535182	-0.0975614941428212	-0.0132640082119875	-0.179634309777347	-0.0254936195715024	-0.172823210596316	0.0509316015615212	-0.292505137602343	-0.196774978839332	-0.174106422717028	-0.0932291606300389	-0.193095595122274	0.167453951247746	0.440813427691619	-0.284908369629423	-0.236198836679258	-0.247047263896406	-0.225211028450612	-0.266304726390671	-0.191888730516721	-0.150334024089754	1.78519236620487	-0.195227453934091	-0.140219943930744	-0.208067986211696	0.0131415419957454	3.89223592281122	-0.156928839802657	-0.0919157967990105	-0.257996738275405	-0.0197049693269494	-0.268133463078324	-0.266723499935055	-0.261295033541929	-0.225286623425394	-0.182996379268087	0.55747571906167	-0.207025961832128	-0.227630242586634	-0.0236742977292897	0.0618396628613542	1.93077085067097	5.20565757620611	-0.185087907453019	-0.0649958608973369	2.96361297260305	0.0850430656263747	0.0362532968704242	-0.154348042878999	-0.177755378002618	0.121541921031488	-0.184317555896366	0.0697728214351365	-0.00956995625038592	-0.158354110874369	-0.0566469388371352	-0.118903435779549	0.0610978768519757	-0.0223364593362489	-0.142626032200291	-0.198143528764815	0.76353529000872	-0.161239545429139	-0.220995361091034	-0.290152205143469	-0.207924210919398	-0.135818380228951	-0.163345580612113	-0.189230877315082	0.916011610943684	0.0854581867278655	-0.134032806590229	0.129026070707597	0.24525154296973	0.646252530957844	-0.204724033311921	0.171157360151188	0.0605684953214378	-0.12524697011648	-0.116808779869259	-0.150447352590638	-0.0820961674745525	-0.0886308799775867	0.275261666131033	0.338492878301035	-0.181658510268515	-0.170966165525585	-0.210507138411583	4.94781936972835	-0.177800143562606	-0.237220673695172	-0.158559856071037	-0.343765341016743	1.24116133244193	-0.133523827448883	1.57954286085291	4.14968213007308	3.14080040688708	0.60031184482538	-0.277042684903849	-0.325336463481971	-0.0388168254835307	-0.0874371097542152	1.29807727970394	-0.303680625141045	-0.287700938721373	0.593483480484218	0.947506479886541	0.506354197703636	-0.241878142234683	-0.27414274019705	0.3155692016704	0.330292689618398	-0.287252642410641	1.50120849284509	5.80362012422669	-0.0422891906288372	1.41867893118544	1.16496094371944	3.66747782805873	2.0028770157349	3.21017510963984	-0.144392537462536	-0.115115576178633	-0.125631630398606	0.53354346699728	-0.0824208295116802	-0.253383460750584	-0.176849765369979	0.44049271020331	0.743753950969573	1.35855331572633
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Unassigned	-0.239301141829954	-0.25872177885746	-0.333470277885041	-0.25253434781313	-0.25881402919702	-0.254436623297429	-0.262492528668194	-0.289469063656538	-0.221210781469839	-0.223502933102298	-0.177516307064355	-0.371140636991939	-0.302752617570179	-0.304515358111902	-0.326370520420434	-0.302915860624894	-0.269801547406083	-0.26688858461275	-0.225990266757935	-0.317166361312421	-0.376289792465296	-0.295318558705055	-0.318784383068393	-0.227013031464978	-0.272290305468781	-0.242182498303157	-0.292426666108452	-0.307407307484392	-0.26932569834364	-0.262781381752547	-0.251886226245628	-0.293222954279096	-0.300429556911748	-0.32073661871554	-0.316306149848051	-0.284019863813525	-0.315336327028048	-0.311150768975663	-0.311590321210688	-0.237647582243773	-0.275135153405877	-0.240202631393858	-0.257839701377155	-0.190360185714756	-0.210661638555164	-0.242517703407614	-0.260711768140946	-0.196118774943301	-0.268705424739839	-0.277297444032747	-0.265419688937779	-0.166601718144794	-0.133478541068713	-0.234436303034	-0.227868018185773	-0.247605904896903	-0.239190154350649	-0.198040206155924	-0.196932014729988	-0.257496389688198	-0.204513544310822	-0.128557834106427	-0.222430076959903	-0.188423687514496	-0.21657264975394	-0.310309466926142	-0.199651289870706	-0.230506694670652	-0.288317645414905	-0.283056122977186	-0.195646285630982	-0.182164611046382	-0.282661531685574	-0.212167241449548	-0.24512062971485	-0.291132852789921	-0.234535019173526	-0.267839458076534	-0.33498148540931	-0.276814429363699	-0.302318060049422	-0.194905693314849	-0.182032866684848	-0.201148475041437	-0.168645022812317	-0.306857003359612	-0.200851178012651	-0.243686845428098	-0.321232074991674	-0.20081896015387	-0.178638717136803	-0.228113528518782	-0.271786129920578	-0.193217702897873	-0.278102679413456	-0.248270926047464	-0.0397449822666555	-0.401833332607569	-0.33767688668625	-0.28317317289564	-0.31787214818646	-0.371227046103415	-0.265399931169751	-0.236355412831238	-0.223926443294779	-0.318857208881062	-0.265702362702547	-0.201497667405161	-0.236982755638488	-0.225428252344361	-0.257372892160598	-0.262752314174514	-0.214862119971356	-0.273844709674052	-0.306254628059645	-0.277400179180874	-0.269608961509228	0.000987616905883525	-0.397525290914575	-0.240527072270522	-0.238910045369249	-0.404008528455181	-0.431132259709967	-0.37652733650106	-0.370502882603307	-0.40703653444864	-0.200145185145293	-0.403081172302826	-0.147113594726737	-0.325718743755055	-0.186454923914027	-0.229735314188564	-0.213978743078948	-0.302248925419412	-0.38812859763771	-0.28923177065011
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium	-0.239301141829954	-0.25872177885746	-0.333978319352637	-0.129160593406078	-0.22445556918559	-0.251800714580357	-0.262492528668194	-0.287024328341452	-0.223506103985701	-0.223502933102298	-0.177516307064355	-0.364050781521467	-0.295965191683134	-0.308284043044946	-0.328845267781071	-0.303491722344424	-0.269801547406083	-0.269480056667301	-0.380007288918802	-0.323566295785776	-0.3784293230967	-0.295318558705055	-0.322824356555475	-0.227013031464978	-0.273138923303197	-0.242182498303157	-0.302830682824184	-0.315965814690719	-0.26932569834364	-0.262781381752547	-0.243595938439717	-0.303797326496462	-0.299718108034541	-0.32073661871554	-0.315507620712981	-0.28780347267876	-0.316220813646627	-0.310358848117295	-0.318237917383717	-0.238223448505421	-0.275135153405877	-0.243016060532386	-0.257839701377155	-0.235650123913061	-0.211753403146991	-0.228560746722957	0.0538095581017247	-0.222927749938442	-0.278994430402291	-0.278444608642537	-0.267664777118196	-0.168963294443707	-0.209301440035918	-0.233659021116266	-0.228729261193731	-0.267700870985771	-0.242427196356893	-0.198040206155924	-0.198056615642798	-0.258849144007404	-0.204513544310822	-0.245956336981761	-0.223614129054927	-0.188678386480631	-0.21657264975394	-0.310309466926142	-0.199651289870706	-0.231933685533681	-0.29345466870848	-0.283056122977186	-0.19520252678201	-0.182164611046382	-0.283425329620042	-0.212167241449548	-0.24512062971485	-0.16060642394686	2.9791228095179	-0.268178612586663	-0.33498148540931	-0.25468324873006	-0.302737800688769	-0.199799421952413	-0.182283359958511	-0.201148475041437	-0.168929490560425	-0.301758645990832	-0.200851178012651	-0.244013829102051	-0.322046716455651	-0.20081896015387	-0.182343687515724	-0.23020321954649	-0.272528275774256	-0.193810894169506	-0.279208330489379	-0.24862467747238	-0.350158455771798	-0.401833332607569	-0.33767688668625	-0.28317317289564	-0.32082261514676	-0.371227046103415	-0.265808274981176	-0.277865191820411	-0.331223920450834	-0.318857208881062	-0.292908023881146	-0.455481481416935	-0.353402114871814	-0.405773408483868	-0.277062373409139	-0.397718444874017	-0.296937812009948	-0.282489940084934	-0.306254628059645	-0.277840533466052	-0.359751913520166	-0.293665750627026	-0.457260918504294	-0.240527072270522	-0.310469266817782	-0.405936541189908	-0.471005142006638	-0.37652733650106	-0.371065169933756	-0.40703653444864	-0.202352857198135	-0.438216370970681	-0.187519473198912	-0.331551105343926	-0.266015354466104	-0.300282572823615	-0.213978743078948	-0.338923329302067	-0.413783280598433	-0.28923177065011
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia	-0.238880872878449	-0.255499672804415	-0.333470277885041	-0.244501561739663	-0.247902280438043	-0.232038719470005	-0.25623657865125	-0.2723597063932	-0.217079721927318	-0.209556157994838	-0.150167529217095	-0.365468664184434	-0.293497368985962	-0.305143445378196	-0.320184355083485	-0.287946702935898	-0.259943304969939	-0.259763156316177	-0.334070408921982	-0.310767564234494	-0.37308069755318	-0.29146268579439	-0.318784383068393	-0.223758808917603	-0.267199091901669	-0.242182498303157	-0.279797459590856	-0.31025991273577	-0.260788672890676	-0.238062172747777	-0.245508867170867	-0.295866242428558	-0.286914627778843	-0.311527786554978	-0.315507620712981	-0.281749907629036	-0.300303428297308	-0.304815908319041	-0.301621300998463	-0.215773786634607	-0.263424064531861	-0.229514234043376	-0.219803318620279	-0.233264569193832	-0.211025554664533	-0.239027791792061	-0.251354504037822	-0.223322208271916	-0.278308391344175	-0.275003243632479	-0.268113814410055	-0.167979270965609	-0.208626401509127	-0.234824952660574	-0.221840130459255	-0.265639228835096	-0.233364456506274	-0.197634167621052	-0.198056615642798	-0.239916397646116	-0.201914761086941	-0.24126633838519	-0.220851427298458	-0.177729003354487	-0.213220871090531	-0.309709127010465	-0.193855106775739	-0.229079779690538	-0.29345466870848	-0.274756783649507	-0.193427579474584	-0.181795449606649	-0.282661531685574	-0.207170584986513	-0.24512062971485	-0.248009909437258	-0.20301852991804	-0.256310507574572	-0.322458569501492	-0.23345194593192	-0.291826245444516	-0.194171723517129	-0.180780444490489	-0.19723190031832	-0.167507191580834	-0.306290482891041	-0.200268312300869	-0.211007894089713	-0.298429784148056	-0.199934278948616	-0.181549711556074	-0.229606147701355	-0.265849602624487	-0.192031366645041	-0.277365600117832	-0.24756343635996	-0.349092861604462	-0.385588799685139	-0.317989085960151	-0.231562873995694	-0.303614953010659	-0.298979376525332	-0.220922724063439	-0.277865191820411	-0.331223920450834	-0.300086757807262	-0.292908023881146	-0.432776779005693	-0.351894470780683	-0.402710517086964	-0.248883355606745	-0.39716671691893	-0.295953691775082	-0.282489940084934	-0.30533671293654	-0.27475818940591	-0.359187891100109	-0.293665750627026	-0.381744988650429	-0.202518653178043	-0.294607755447121	-0.395654770780257	-0.44350329726097	-0.349506407316143	-0.354199968769712	-0.341803156641435	-0.19888375286581	-0.421251274346997	-0.187228528375755	-0.281741021442948	-0.263838866338613	-0.294919373149246	-0.210838862416301	-0.328500982075323	-0.383243507350914	-0.287757988285417
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Unassigned	-0.239301141829954	-0.25872177885746	-0.333978319352637	-0.252980677948809	-0.256085716642102	-0.25355796152902	-0.262075424846731	-0.288002200803853	-0.223965193302201	-0.223502933102298	-0.177516307064355	-0.369013564278899	-0.302135523482095	-0.309540357408326	-0.331320175873509	-0.304643473544411	-0.26041267281194	-0.269480056667301	-0.380007288918802	-0.323566295785776	-0.375220067357927	-0.289149375015096	-0.317774458439196	-0.226362154723909	-0.273138923303197	-0.242182498303157	-0.302830682824184	-0.314539252758819	-0.268549505112497	-0.262130607640482	-0.252524040859432	-0.262399599870963	-0.296872464575574	-0.32073661871554	-0.317104697104936	-0.287046716046193	-0.315336327028048	-0.311150768975663	-0.318237917383717	-0.23304109553042	-0.264725075925292	-0.23232656604704	-0.24552832754857	-0.191789246212294	-0.191018214636593	-0.24401351709989	-0.255294037835023	-0.216617239746595	-0.27762236733854	-0.279018207051253	-0.268113814410055	-0.168372874638766	-0.186360784180604	-0.0126849986685193	-0.227437407576185	-0.255848364221518	-0.241132332985137	-0.198040206155924	-0.198056615642798	-0.257496389688198	-0.204513544310822	-0.237749367273735	-0.222035405280794	-0.188678386480631	-0.21657264975394	-0.309709127010465	-0.199651289870706	-0.230506694670652	-0.247250112317183	-0.283056122977186	-0.194315035511304	-0.182164611046382	-0.275406340291534	-0.212167241449548	-0.24512062971485	-0.291132852789921	-0.232658002957806	-0.267500307437694	-0.292063458440486	-0.276814429363699	-0.302737800688769	-0.199065296496794	-0.182283359958511	-0.200029386194034	-0.168929490560425	-0.308556619247024	-0.200268312300869	-0.204476713164043	-0.317973698125774	-0.20081896015387	-0.182343687515724	-0.23020321954649	-0.272528275774256	-0.193810894169506	-0.279208330489379	-0.24862467747238	-0.350158455771798	-0.401833332607569	-0.33767688668625	-0.28317317289564	-0.24762388305282	-0.371227046103415	-0.253560303691036	-0.255665040045137	-0.331223920450834	-0.314524683679867	-0.279302309647053	-0.455481481416935	-0.304684472193039	-0.308478189071709	-0.267409061429046	-0.295766826985879	-0.259069812685486	0.0849752382378348	-0.306254628059645	-0.277840533466052	-0.359751913520166	-0.277388840742042	-0.40164270761172	-0.240527072270522	-0.306623381011821	-0.364181604040869	-0.453127271468067	-0.350586898266345	-0.371065169933756	-0.40703653444864	-0.202352857198135	-0.427309535062069	-0.187519473198912	-0.331020852043255	-0.265144740942478	-0.300282572823615	-0.213978743078948	-0.338923329302067	-0.413783280598433	-0.28923177065011
Bacteria|Bacteroidetes|Saprospiria|Saprospirales|Saprospiraceae|Phaeodactylibacter	-0.239301141829954	-0.25872177885746	-0.333978319352637	-0.252980677948809	-0.258268346661906	-0.254436623297429	-0.264578134549405	-0.289958032384046	-0.223506103985701	-0.223080193608629	-0.177516307064355	-0.0877004843390759	0.152722121060479	0.144938653122858	-0.331320175873509	0.0472168306202914	-0.269801547406083	-0.272071745963195	-0.380007288918802	-0.323566295785776	-0.3784293230967	-0.295318558705055	-0.322824356555475	-0.227013031464978	-0.273138923303197	-0.242182498303157	-0.303573947681185	-0.316679117270083	-0.26932569834364	-0.262781381752547	-0.253799713026114	-0.303797326496462	-0.300429556911748	-0.32073661871554	-0.317104697104936	-0.28780347267876	-0.316220813646627	-0.312734664937477	-0.318237917383717	-0.238223448505421	-0.276436661452799	-0.243016060532386	-0.257839701377155	-0.235650123913061	-0.211753403146991	-0.244512139971195	-0.26169691843616	-0.223716672659032	-0.278994430402291	-0.279591816196385	-0.269460965600626	-0.169553731403791	-0.209301440035918	-0.235213608065857	-0.228729261193731	-0.267700870985771	-0.242427196356893	-0.198040206155924	-0.198056615642798	-0.258849144007404	-0.204513544310822	-0.245956336981761	-0.223614129054927	-0.188678386480631	-0.21657264975394	-0.310309466926142	-0.199651289870706	-0.231933685533681	-0.29345466870848	-0.283056122977186	-0.195646285630982	-0.182164611046382	-0.283425329620042	-0.212167241449548	-0.24512062971485	-0.291132852789921	-0.234535019173526	-0.268178612586663	-0.33498148540931	-0.276814429363699	-0.303157546564311	-0.199799421952413	-0.182283359958511	-0.201148475041437	-0.168929490560425	-0.308556619247024	-0.200851178012651	-0.244013829102051	-0.322046716455651	-0.20081896015387	-0.182343687515724	-0.23020321954649	-0.272528275774256	-0.193810894169506	-0.279208330489379	-0.24862467747238	-0.350158455771798	-0.401833332607569	-0.33767688668625	-0.28317317289564	-0.32082261514676	-0.371227046103415	-0.265808274981176	-0.277865191820411	-0.331223920450834	-0.318857208881062	-0.292908023881146	-0.455481481416935	-0.353402114871814	-0.405773408483868	-0.277062373409139	-0.397718444874017	-0.296937812009948	-0.282489940084934	-0.306254628059645	-0.277840533466052	-0.359751913520166	-0.293665750627026	-0.457260918504294	-0.240527072270522	-0.310469266817782	-0.405936541189908	-0.471005142006638	-0.37652733650106	-0.371065169933756	-0.40703653444864	-0.202352857198135	-0.438216370970681	-0.187519473198912	-0.331551105343926	-0.266015354466104	-0.300282572823615	-0.213978743078948	-0.338923329302067	-0.413783280598433	-0.28923177065011
