DS	HS	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	0.0145188866688867	0.0133337967931621	0.0132584030737512	1.2889051883111
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales	0.0173020007770008	0.011341156335065	0.0131904788434208	2.10787029114301
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales	0.0208961566211566	0.00891572069851448	0.01281867790514	2.11237526839714
Bacteria|Firmicutes|Negativicutes|Veillonellales	0.0154957153957154	0.010678684874226	0.0120508334483974	1.78862347245261
Bacteria|Synergistetes|Synergistia|Synergistales	0.0128132811632812	0.0089878809623469	0.0103377552849238	1.42427929104142
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	0.0142200160950161	0.00798980157699198	0.0101362166466752	1.9344331832168
Bacteria|Firmicutes|Clostridia|Clostridiales	0.00682810661560661	0.00745593292608739	0.0073752447657699	1.46480863571795
Bacteria|Actinobacteria|Actinobacteria|Micrococcales	0.00624343434343434	0.00812366747571687	0.0071512742951971	1.2355008158385
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales	0.00902938172938173	0.00221345492118746	0.00490620203011549	0.975655171306937
Bacteria|Firmicutes|Negativicutes|Selenomonadales	0.00464406704406704	0.00417082906343742	0.00412814992091645	1.28268250398931
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0.00624508824508825	0.00266387798218294	0.00398905833850684	1.19351899929478
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales	0.00345975135975136	0.00458058600886707	0.00392522819287437	1.06286509440228
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	0.00438474303474303	0.00291078691626646	0.00362951212013615	1.20516990572146
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	0.00249041514041514	0.00393240320223292	0.00316284624769877	0.90070861926059
Bacteria|Proteobacteria|Gammaproteobacteria|Cardiobacteriales	0.00214663392163392	0.00281318026658584	0.00241036175363745	0.861153100407129
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales	0.00289241314241314	0.00106534274119413	0.00164145985875095	0.611473017484031
Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	0.0011479908979909	0.00137672419170097	0.00127152232826106	0.201533862460643
Bacteria|SR1|Unassigned|Unassigned	0.000916819291819292	0.00132352077447985	0.000978458239522707	0.95335016671436
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.00147549117549118	0.000258202521592614	0.000779842571157541	0.528261556223175
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned	-0.000277805527805528	0.00141652091178441	0.000747466537908652	0.877837527808797
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales	-0.000482742257742257	0.00129567435619226	0.000635267640744244	0.29999343169468
Bacteria|Firmicutes|Bacilli|Bacillales	0.00148357892107892	0.000130663866577179	0.000590171874602748	0.705604003540758
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales	0.00152471972471973	-0.000113578745815588	0.000532207982215084	0.652295042985143
Bacteria|Campilobacterota|Campylobacteria|Campylobacterales	0.00214747058497058	-0.000240100332244295	0.000488175913430786	0.682929244365036
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	7.97369297369301e-05	0.00049332498277511	0.000290512649191648	0.588375923679969
Bacteria|Bacteroidetes|Unassigned|Unassigned	0.000467857142857143	0	0.000150250626566416	0.0225750631157206
Bacteria|Tenericutes|Mollicutes|Mycoplasmoidales	0.00153236624486625	-0.000999986299203556	6.88000190436455e-06	0.77122533121545
Bacteria|Firmicutes|Bacilli|Lactobacillales	-0.00136645437895438	0.000719752293630003	-0.00030306809159973	0.560864966632856
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	0.000122222222222222	-0.000633547008547009	-0.000322476927259536	0.135248902338561
Bacteria|Bacteroidetes|Saprospiria|Saprospirales	-0.000367857142857143	-0.00037827964519141	-0.000387827454925107	0.0992014751031443
Bacteria|Bacteroidetes|Cytophagia|Cytophagales	0.000247305472305472	-0.000801503175187386	-0.000452403423421221	0.4252249919139
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	-0.000860750360750361	-0.000477289888474099	-0.000510015487962797	0.286826488438137
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	-0.000273579198579198	-0.00103579138888063	-0.000511369556953475	0.882398917115729
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales	-0.000767013542013542	-0.000688377291782865	-0.000756401000050886	0.473808669703414
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	-0.00099977244977245	-0.00113832296874093	-0.000916023919886742	0.548504077421227
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales	-0.000247125097125097	-0.00157166665034312	-0.00101227208074285	0.154419828701023
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales	-0.00153000055500056	-0.00171755409623057	-0.0016352363546481	0.42296855907852
