PathwayL1	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	DE07P016	DE07P049	DE07P054	DE07P060	DE07P065	DE07P076	DE08P017	DE10P016	DG00P016	DG00P017	DG00P049	DG00P054	DG00P060	DG00P076	DG00P081	DG00P083	DS00P030	DS00P037	DS00P049	DS00P054	DS00P060	DS00P065	DS00P076	DS00P119	DS00P138	DS00P140	DS00P166	DS00P172	DS00P180	DS00P191	DS00P193	DS00P194	DS00P196	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	DS04P138	DS04P194	DS04P86	DS05P114	DS05P196	DS06P140	DS06P180	DS07P016	DS07P037	DS07P049	DS07P054	DS07P060	DS07P065	DS07P076	DS07P172	DS07P193	DS08P017	DS08P191	DS10P016	DS10P049	DS10P054	DS10P166	HE02P026	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082	HE05P026	HE07P004	HE07P010	HE07P012	HE07P019	HE07P021	HE07P022	HE07P023	HE07P024	HE07P025	HE07P028	HE07P046	HE07P047	HE07P048	HE07P051	HE07P055	HE07P056	HE07P057	HE07P058	HE07P059	HE07P061	HE07P063	HE07P064	HE07P066	HE07P068	HE07P071	HE07P072	HE07P073	HE07P074	HE07P075	HE07P077	HE07P078	HE10P003	HE10P049	HE10P054	HG00P003	HG00P010	HG00P011	HG00P012	HG00P014	HG00P021	HG00P022	HG00P023	HG00P024	HG00P025	HG00P026	HG00P028	HG00P046	HG00P047	HG00P048	HG00P050	HG00P051	HG00P055	HG00P056	HG00P058	HG00P059	HG00P061	HG00P063	HG00P064	HG00P066	HG00P071	HG00P072	HG00P073	HG00P074	HG00P075	HG00P077	HG00P078	HG00P082	HS00P003	HS00P004	HS00P010	HS00P011	HS00P012	HS00P014	HS00P019	HS00P025	HS00P029	HS00P031	HS00P034	HS00P036	HS00P040	HS00P041	HS00P042	HS00P044	HS00P045	HS00P046	HS00P047	HS00P048	HS00P050	HS00P051	HS00P055	HS00P056	HS00P057	HS00P058	HS00P059	HS00P061	HS00P063	HS00P064	HS00P068	HS00P071	HS00P072	HS00P073	HS00P074	HS00P075	HS00P077	HS00P082	HS00P109	HS00P110	HS00P118	HS00P137	HS00P142	HS00P167	HS00P176	HS00P179	HS00P192	HS00P198	HS00P201	HS00P93	HS00P96	HS03P003	HS03P004	HS03P005	HS03P010	HS03P011	HS03P012	HS03P014	HS03P019	HS03P024	HS03P025	HS03P026	HS03P029	HS03P031	HS03P034	HS03P035	HS03P040	HS03P041	HS03P042	HS03P044	HS03P045	HS03P046	HS03P047	HS03P048	HS03P050	HS03P051	HS03P055	HS03P056	HS03P057	HS03P058	HS03P059	HS03P061	HS03P063	HS03P064	HS03P066	HS03P067	HS03P068	HS03P071	HS03P072	HS03P073	HS03P074	HS03P075	HS03P077	HS07P004	HS07P010	HS07P011	HS07P012	HS07P014	HS07P019	HS07P024	HS07P025	HS07P026	HS07P029	HS07P031	HS07P034	HS07P035	HS07P036	HS07P040	HS07P041	HS07P042	HS07P045	HS07P046	HS07P047	HS07P048	HS07P050	HS07P051	HS07P055	HS07P056	HS07P057	HS07P058	HS07P059	HS07P061	HS07P063	HS07P064	HS07P066	HS07P068	HS07P071	HS07P072	HS07P073	HS07P074	HS07P075	HS07P077	HS10P003	IE03P013	IE03P020	IE03P027	IE03P052	IE03P053	IE03P062	IE03P069	IE03P070	IE07P013	IE07P020	IE07P027	IE07P052	IE07P053	IE07P062	IE07P069	IE07P070	IG00P013	IG00P020	IG00P052	IG00P053	IG00P062	IG00P069	IG00P070	IS00P013	IS00P020	IS00P027	IS00P033	IS00P038	IS00P039	IS00P043	IS00P052	IS00P053	IS00P062	IS00P069	IS00P070	IS00P081	IS00P083	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083	IS07P013	IS07P020	IS07P027	IS07P033	IS07P038	IS07P039	IS07P043	IS07P052	IS07P053	IS07P062	IS07P069	IS07P070
Brite Hierarchies	39375117.60999992	38796502.66999992	61196198.51000049	38473086.859999925	53477460.18999966	43760668.2200002	36790561.84999894	27896658.079999745	28999891.190000184	36520992.250000365	54946214.44000055	54088931.50000031	45184991.25999934	20342129.68000008	55728079.31000045	43031513.02999956	36171337.25999992	40648512.359999664	37938120.189999856	60246860.37000134	56288169.03000038	48663395.29000069	35119390.09000021	27960551.340000324	36608971.369999886	28598636.459999733	29936104.13000041	37790128.309999995	41581849.64000056	31170250.0599999	55287206.94000033	48215763.19999962	49492387.92999956	38909964.17000068	40004574.94999895	43170025.00000076	41601120.54999982	48013940.04999849	53365456.40999924	39560812.719999954	50247175.77999965	49895996.46999944	42144159.649999924	41754698.46999974	26302573.569999818	34755409.45000025	40686061.10000003	28759850.730000302	54901916.26999899	53257570.09999999	60951399.51000009	54638530.06999995	55782396.02000129	60606863.990000546	47827710.220000595	48355894.539999574	46672557.71999894	54578279.57999964	60289596.55000103	52291801.93000004	53731418.200001046	41276747.139999494	52103304.8999995	45782514.22999999	44724846.18000012	49662859.48000007	41930925.96999952	62991247.45000047	30653020.51999965	29058242.40000005	30861386.140000273	64507353.850000836	32671006.73999978	51073601.74999988	31657897.73000024	42046096.91000111	36599268.00000092	40230971.979999565	54488241.55000075	47907892.40000016	26665984.710000444	58437435.33000042	47454695.03999986	30004766.929999903	45589502.700000465	41020459.189999856	44951312.63999986	40280852.69000036	36153785.650000036	32799663.260000598	37300273.48999993	36996373.1000003	26791556.000000406	31479868.25000035	22563942.410000198	30111773.510000363	30406179.490000363	23973417.750000175	45465970.33000001	41686970.66000015	54356515.32999929	55045761.07999921	45479717.5000003	47507575.45999993	52879376.920000754	49133281.64999971	62114032.06000024	53932720.91999993	48852992.57999943	33458752.68000035	23111909.82000011	52115376.95999986	28569570.710000042	30205626.86000026	34918022.059999794	60688132.339999415	53351344.65000042	69306115.71000098	45238617.959999315	50997434.7799996	41506874.07999955	28868944.600000102	31240567.839999963	44856217.490000084	37612530.91999972	30786134.070000358	43685288.37000028	27655015.17999974	28897050.25999992	27986731.469999775	36588207.67999945	26402277.10999969	29928960.809999954	54376378.04000099	64126137.49000027	60576378.95999979	43834407.81999961	43160130.39000041	57199379.840000615	65044758.0900011	48179225.930000305	48251501.6599999	64784208.37000106	47710245.749999955	31394969.25000011	58886486.60000075	36458018.5199994	53183462.75999989	45823368.709999725	59605180.29999991	48954372.9599996	51856297.979999945	46349786.16000031	41877129.459998675	52316457.79999948	32133794.87000012	59431826.57000101	41755308.22000047	45400775.080000415	40967495.35000066	31317656.890000336	41681117.64000055	24878912.859999582	26761724.44999979	25098362.19000006	28917126.03999984	27708920.609999847	32998837.9899996	25994380.709999852	54029550.09000095	43651843.40999899	50764921.20000057	58043945.01000006	30477311.679999966	54983600.60999974	43152073.36000024	57844647.7400013	48023907.58000011	46956557.57999971	60251261.58999962	20995807.4699999	40725734.11000014	31251844.219999403	41771710.26999988	56624402.429999925	50701796.86999929	51590451.93000005	32144255.329999547	91987894.65	32793103.060000435	46830890.000001155	50334460.94999992	55434403.300000645	42915216.410000436	35039023.930000305	41505767.18000002	44214722.28999984	38229496.500000216	32595417.670000862	19534.59999999988	35163302.44999997	31754807.709999826	28315787.579999838	33817679.24000016	30443257.329999585	30916815.449999586	28044526.41	32891463.91000002	41359416.550000496	37424427.029999636	65202896.709999934	35394475.32999991	27773793.96999986	56724805.45000114	43246605.170000814	55580289.85000046	39967144.219999805	44054498.200000644	36419166.169998944	50328645.830001034	44801260.54000031	44098719.84000002	28897932.83000002	41298747.53999991	62060606.44999952	49793045.93999912	47670612.56000012	45093236.61000025	43712297.56000065	46771544.55000015	44307593.670001075	41228998.12999895	44198603.15000024	35617862.63999976	48354585.56000016	47636108.77000061	41387028.39000047	51067259.490000635	46393856.940000474	41227755.769999415	46623671.619998485	45321980.709999815	49249128.44000022	37667512.89999992	49578352.57999977	30913271.760000635	31982406.180000067	39056596.63000012	46091187.65999971	34830927.559999585	39922660.299999386	27203256.269999884	24451465.85999995	29484483.49999968	27978252.44999992	33385722.430000283	31690243.419999685	29425635.229999933	30394449.819999877	34182239.32000031	35740331.44000031	41183363.15999978	32705011.35000026	28345830.33999958	30747242.730000336	41219964.73000014	31647667.86999962	36703017.69000019	37666292.86000024	32873054.020000007	48563059.159999676	37237889.5299996	51000522.710000515	47529876.479999945	68131923.46999961	51560417.55000027	53611865.22999996	38517273.09000047	51988770.10000078	42809172.25999969	64782352.26000035	70365858.21999958	54510653.2299992	47836396.069999434	45562750.2500003	37606334.24000049	38207681.70999992	44128315.52000044	48848358.83000002	33095236.92999959	24651561.16000001	24147029.260000087	30337388.429999776	26904815.469999924	34354699.899999626	31498326.909999818	27630955.0300002	30255951.279999904	34155932.31999959	35497627.53000059	32605903.59000004	48649602.64999977	36177854.39999982	22658414.219999596	35785021.02000009	62000133.920000896	40330671.780000545	45536754.53000005	42171374.05999926	41681470.710001	30109296.02999985	37715623.56999901	44214369.32000025	74102872.90000066	48043022.70999891	28327533.44999995	50279947.589999214	55095840.149999455	56764304.50000075	34695303.1000007	52875374.19999962	53843320.709999874	60955061.499999166	33634759.37999977	40856279.86999942	32802809.360000152	55306266.050000854	40054479.46000003	62074641.77999885	43115119.0099999	56401827.53999988	51845694.23000031	49953444.800000094	29220306.810000375	53514702.119999066	61564153.20999943	70278621.19999985	40849353.40999979	29229189.489999447	43070292.770000234	43897902.460000165	44800528.68999989	54936910.049998134	61321885.75000005	54602581.509999365	48946650.75000011	38699786.27999982	52068767.4600001	26556268.709999748	31049311.479999382	28463873.200000197	28563505.790000197	31044378.370000165	80701564.06999975	31983863.699999873	22424701.619999807	63421576.60000115	25245892.290000185	63989328.32000033	46432994.60999974	40104064.79000054	31610141.890000205	28937009.47999958	38891147.17000049	23693307.430000264	29853048.660000097	53530783.9800006	37544432.07000046	47093184.69999945	53629063.53	48021081.61000036	39404859.79000022	32957093.86999994	78308243.24999976	50302986.619999774	41858342.90000057	32439992.55000003	27033542.060000293	32728019.85999995	31018971.72999952	30416805.080000162	21203270.780000135	47134848.14999973	41576802.140000366	45804024.22000034	56215514.09999982
Cellular Processes	3963464.1099999985	3393276.1199999987	5567569.559999996	3324312.7199999983	4767861.749999991	3807902.340000006	3346055.770000007	2506998.5400000066	2530830.729999998	3382594.0400000038	4934230.560000009	4847614.959999999	3937162.1100000087	1837228.1500000013	4660912.999999988	4318115.859999999	3285604.55	4370147.189999999	3696353.690000003	5474304.570000004	5279502.049999996	4409947.219999999	3273991.6999999937	2596067.479999998	3352522.2899999972	2480807.9999999963	2704013.9499999913	3084091.3700000034	4166871.0100000035	2655040.3200000073	4968189.710000004	4660638.620000008	5201788.430000009	3811558.7299999986	3770793.8400000012	4181252.329999997	4501884.349999999	4988473.330000001	4974196.899999997	3898041.3100000103	4715868.5600000145	4287617.240000007	3927876.300000003	3656827.0300000063	2221711.2000000044	2952437.0599999926	4160393.540000007	2383014.3100000056	5341919.570000006	4681227.579999997	5531213.67	4875124.389999999	5318625.789999988	6231153.7399999965	4339748.209999997	5206132.119999991	4824443.500000003	4901485.480000006	7476091.699999988	5775729.709999987	6667873.679999983	3525605.5700000003	4707116.999999995	5115771.919999995	3952867.959999994	4454084.3100000005	3655897.810000006	5196123.800000016	2773680.560000007	2533496.3999999994	2830657.4700000053	5488780.369999985	2999464.2599999984	4456634.11	2964645.350000003	3769587.940000002	3377699.5999999954	3626867.3399999975	5035166.680000005	4510024.290000004	2390673.9000000004	5166912.7399999965	4392435.240000009	2692989.8499999987	4060130.8400000003	3791796.460000012	4251544.600000003	3658191.879999997	3139135.5400000005	2957412.92	3516344.8200000064	3633929.4100000015	2422400.0000000033	2815889.579999994	1975559.0799999963	2701708.9799999995	2993025.729999995	2197495.1399999936	4322257.000000008	3804319.330000012	4785907.870000008	4825817.280000014	4290379.390000003	4155496.3200000087	4400176.480000001	4312054.509999996	5818021.759999995	4786764.260000003	4359086.770000004	3088596.239999998	2068602.4500000027	4496926.259999996	2589568.7299999977	2922954.6900000046	3040521.4300000025	5041501.370000006	4280858.369999995	6166981.089999999	4027446.390000005	4411452.080000006	3548408.430000011	2604795.509999995	2845698.859999998	4542207.400000003	3732401.7800000017	2975430.639999999	4410622.040000003	2363597.3099999963	2617416.369999997	2528189.2700000033	3149283.9500000007	2828641.930000006	2791980.769999998	4326201.25	4887264.919999998	5406768.979999996	3799072.4899999895	3846443.7599999933	5052516.009999988	5820018.079999999	4610939.619999992	4516613.560000013	5818254.52999999	4181417.720000008	3080080.8500000057	5311818.570000001	3058268.789999999	4431087.259999995	4029942.040000005	5263504.1300000055	4052840.839999996	4546152.520000004	4024642.610000004	3841689.8400000054	4730387.499999997	2904130.6300000045	5404643.180000006	4079403.199999999	4018436.9699999955	3630126.0300000035	2784030.709999994	4026093.279999984	2421672.680000001	2418563.8599999994	2325994.579999999	2395676.649999996	2520512.1300000055	3130893.909999997	2564793.7299999953	4949785.399999999	3906186.5300000096	4541156.669999992	5391550.01000001	2644867.1900000023	4844887.719999992	3800094.460000001	5375125.209999985	4241193.2600000035	4003742.5099999937	5720658.939999992	2000255.3200000015	3841217.440000004	2987734.7699999963	3582206.5899999947	4418338.349999993	4603166.700000012	4470407.27999999	2770222.779999999	8266252.079999992	2968536.83	4196523.459999996	4410721.540000003	4526543.299999986	3830235.0499999933	3185570.010000001	4011326.57	4253052.360000009	3636601.149999998	2895405.769999991	1753.200000000004	3308676.3900000094	2597056.7399999956	2486140.850000003	3022676.75	2704703.9100000043	2746559.1899999985	2531604.2099999986	3054346.329999994	3470549.410000005	3317004.550000011	8714399.360000003	3152375.430000003	2594935.2600000026	5052779.649999988	3846860.089999998	4990475.220000009	3725749.85000001	3831835.079999992	3651411.4700000077	4755494.8	4032834.1900000093	4011707.589999996	2537297.2200000035	4044040.5499999975	5178899.979999989	4773916.65000001	4508696.540000007	4448382.5600000005	4042946.390000002	4293023.399999996	4347761.539999994	3976995.060000007	4008828.530000008	3478292.1499999994	4814824.7200000025	4302119.919999999	3794249.5499999896	5174387.199999983	5174589.919999984	4308140.640000007	4354942.240000013	3926371.5999999954	4309594.420000003	3194549.8699999987	3992449.2300000093	2804705.21999999	2755377.230000001	3591279.2799999947	3965910.860000012	3045506.1100000003	3706940.840000006	2477256.3099999963	2094133.6100000022	2710174.870000003	2362068.2400000016	2799925.140000005	2678518.660000004	2598534.9400000046	2673787.08	2721541.399999996	3045245.0499999975	4044345.7199999955	2878957.6999999965	2603853.6900000037	3335703.730000004	3717970.149999992	2743418.529999997	3338469.4499999965	3420237.2700000047	2664205.140000002	4504884.4100000085	2752242.890000003	4818870.499999996	4176881.3900000043	6569226.71000001	4447796.24000001	5361806.480000013	3446244.0400000033	4707711.739999988	4124469.8799999948	6540792.580000001	6541724.730000002	4931376.230000017	4090587.2300000037	3840603.089999997	3516599.549999999	3525903.4100000067	4038701.879999999	4594250.1000000145	3127194.5900000026	2095850.4699999967	2208876.0100000044	2538064.640000001	2546857.2099999976	3012102.540000001	2697898.260000004	2480755.0899999947	2734928.7899999977	3018190.4900000077	3097394.049999996	2834893.609999995	4505784.850000005	3406348.159999999	1969964.4700000016	3213148.8500000034	6033160.189999995	3832146.8999999957	3879930.0499999975	3881195.7200000007	3684871.259999991	2495516.3999999966	3497228.060000007	4003713.8099999954	6817234.420000002	3814251.11000001	2582585.250000004	4474207.09000001	5274986.189999996	5242276.480000002	3506605.660000003	4599519.370000007	4607042.739999987	5982966.449999996	2901005.380000003	3652780.4699999983	2806388.609999991	5025839.139999993	3409754.399999999	5212491.460000008	4205466.169999989	4977961.840000003	4515781.700000004	4981124.30000001	2670044.949999992	4839867.940000012	5568352.650000002	6096006.2199999895	3595389.5200000033	2580923.8800000027	4333238.870000001	4430366.830000012	4121921.1200000085	4877077.60000001	5063930.139999991	4524344.329999996	4534725.319999994	3498765.919999996	5057194.95	2204786.850000008	2710988.3100000042	2355677.1700000037	2490429.4600000014	2661129.2900000033	7238922.309999982	2863076.8000000007	2176146.5400000014	6110429.230000004	2351320.399999997	5438502.23999998	6125251.990000017	3580076.09	2590026.869999995	2539473.2499999977	3025001.5999999912	2033138.119999998	2424229.890000004	5210777.070000009	3639649.819999993	3364572.0000000014	5077265.340000005	4355685.619999982	3614032.5600000042	2954669.090000006	6578874.969999989	4389175.199999993	3676949.270000005	2945058.8600000055	2339186.1599999997	2687962.480000004	2747844.81	2496376.090000001	1825375.459999999	4725974.220000007	3878729.9599999976	4381695.969999998	5584742.870000006
Environmental Information Processing	5518781.390000006	4629651.560000006	6374268.599999991	5156850.779999993	7081254.180000008	5442750.579999991	5671747.300000015	3120102.0300000063	3337435.9500000123	5282114.239999991	6561712.8800000055	6359240.769999994	6831269.309999989	2452218.5599999977	7465741.669999981	5062465.160000006	4137498.8099999866	5910864.800000024	4602750.689999992	6274588.479999983	6842029.68999998	6530999.4499999825	4442723.949999987	3403945.1699999943	5311494.010000005	3178080.380000001	4188097.3799999855	4428559.970000003	5517620.439999997	3028683.780000014	8006478.690000006	5296454.200000012	6494632.590000009	4824053.190000001	4311102.130000014	5269431.969999988	4607864.4	6421071.830000034	7003014.230000007	5024534.890000033	6638460.29000003	6702674.190000016	5958349.359999981	5007401.679999982	3164863.660000006	4545379.7599999895	4688881.35000001	3297001.7299999977	6187199.790000017	8122484.230000012	9732278.250000011	6029774.890000007	7544594.809999973	9385999.069999991	6872574.779999964	7161702.070000014	6073719.210000007	5265469.610000003	8106861.249999984	7038375.240000005	6999139.57999997	4680889.440000008	7172963.5800000215	5621550.409999998	6278426.680000002	6374948.879999982	4211664.97000001	8651731.520000037	3858775.47000001	3752511.950000021	3162643.159999996	7130090.269999984	3335171.4200000125	7094746.380000004	4224638.049999981	4317168.82999998	4045234.4399999836	5086640.830000019	6582481.599999993	6402145.289999982	3455565.719999988	6585330.41999998	6255687.780000009	3859100.9199999887	6220240.260000026	4625851.840000005	5692622.119999989	4541298.009999987	4285870.979999995	4167931.429999995	4559615.270000006	5162598.780000002	3468469.0399999972	4056136.0300000035	2961549.3899999894	3819093.2899999875	4422804.07000001	3094861.370000009	5760305.3400000185	6223748.550000027	7951999.250000017	7433089.660000022	5252141.559999993	7285096.990000034	7270150.799999986	5609549.6700000055	9052208.710000018	6952689.319999964	5890662.680000017	4707780.539999975	2439337.639999995	6580123.300000013	3156842.1400000006	4041572.1099999966	4606549.639999993	8820204.560000034	6504449.17000001	9536589.909999982	5818046.560000027	7283731.130000021	4297102.0700000115	3220789.3799999887	4720249.769999996	5559115.740000022	4274526.790000017	3927421.7499999907	5424469.540000034	3681897.6100000027	3857925.6699999897	3859308.6700000055	4519602.940000005	3159877.970000006	3228906.6200000024	6800016.679999979	8195617.440000001	7453611.370000013	6098684.249999999	6383784.929999987	8409461.850000003	8519971.979999999	6623712.5599999605	7051806.960000027	9728177.879999988	5321577.310000003	4737899.319999991	7764949.990000041	5041522.580000009	7448583.539999988	5467146.320000033	8645035.739999987	6034820.090000026	6196282.999999978	5274350.07999998	4027391.1600000146	5797241.739999978	5178086.210000001	7121701.159999994	4652436.7099999925	6259196.25000002	5350178.409999975	4203955.959999984	4469101.409999977	2885815.6700000074	3407992.890000018	3064523.749999998	3773565.1399999955	3390234.690000002	4188202.1499999925	2905830.289999998	6285885.439999988	5798164.070000009	7750137.529999985	8756059.260000011	3977629.630000006	6464270.969999975	6119656.729999995	8591086.389999965	5742609.860000004	5794331.600000016	7778698.310000023	2861192.180000006	5810579.349999987	4039932.4400000065	6236909.039999981	7382617.340000002	6306226.380000034	5678915.609999973	4425298.870000011	11689461.120000027	3495725.7200000086	6178521.219999989	6111549.890000019	7423503.689999981	5487411.709999987	4526916.419999996	5336773.320000008	6379427.289999997	5024381.219999971	4346498.989999987	3106.4000000000233	3937627.4000000195	4215224.440000002	3524235.3800000027	4873366.719999984	4266873.36000001	4400918.890000009	3753372.9199999957	3416500.5899999966	5604093.089999994	3206166.0800000257	11710176.009999957	3440060.940000005	2738050.0200000037	8020311.959999967	3930292.2600000026	8571575.480000015	4859807.05000002	4893590.139999994	4076730.700000017	7638636.869999979	6470512.949999978	5230854.99999999	3579704.8799999924	5184723.129999999	8191474.890000023	5598977.62000001	5631891.640000017	5180772.7600000175	4969524.850000004	6354280.570000002	5952997.609999965	5575312.230000031	6515685.730000018	3944430.9900000137	6119017.579999994	6447736.899999987	4850726.339999981	6342392.229999976	6334778.349999992	4798099.100000008	5996709.970000032	6000078.710000001	6743306.650000002	4896722.390000007	5986067.520000018	4410001.509999984	5118190.669999999	5286088.690000003	5788605.839999995	4137339.5299999802	5268363.250000017	3457617.9000000013	2828348.930000005	3863309.8300000085	3172317.159999999	4491673.910000013	3668859.1500000157	3561161.1000000057	3648922.240000005	4239000.3299999945	4651773.209999992	4937024.44	3885174.2799999914	3760370.280000019	3855501.4600000107	5590321.809999999	2932138.120000004	3440920.2999999933	4129352.570000005	4451505.600000004	5958831.820000013	5015917.500000027	5595898.239999991	6726066.050000009	8105240.550000027	6300756.580000015	7971369.919999992	5458936.539999977	6152104.31999998	4649248.310000003	8628248.400000002	10951046.05999999	6838097.32000002	6674054.540000018	5674977.42	5262630.589999993	5145281.389999988	5947076.0399999805	6460527.600000023	4240101.520000015	3002401.900000005	2915007.0000000023	3776244.0600000005	3732900.080000006	4081430.3700000057	4444321.160000009	3234729.209999995	3632933.400000002	4069257.8000000194	4272101.009999987	3961904.4099999997	5303281.260000034	3782836.3300000224	3005931.1900000055	3500275.470000002	7207897.159999978	4018174.7000000034	4076254.740000005	5012884.990000015	4690401.099999979	4190797.109999995	3008844.7200000146	6724427.280000006	10156258.33	7690510.140000028	2722799.8499999964	6406401.889999992	7660148.120000014	7091602.829999984	3467917.2299999916	7357678.5099999895	6152698.149999981	8437802.200000016	3486236.580000006	4371739.240000009	4121980.189999984	6274221.859999991	5269548.820000026	8287251.400000016	6324483.900000003	6045439.849999993	6798476.439999992	6412445.700000011	3222452.5099999863	6774434.660000023	7690513.250000033	8199941.990000025	4585115.57	4290292.2100000195	4998256.300000013	5001666.500000001	6330713.86	5983687.28000002	8120404.479999966	7166745.940000008	5423431.47	5925572.120000027	7789976.819999998	3953865.2000000062	3820916.780000012	3744188.9500000128	3580179.210000014	4369109.360000011	12311438.830000032	3492575.590000008	2219025.7300000032	7488355.790000003	3189366.6999999946	8800346.959999973	8095709.680000026	5514632.229999986	4348228.319999983	3377964.5199999996	4985361.02999999	3077041.719999996	4036943.849999992	7486564.370000021	4275361.199999992	6056968.480000009	7870827.7400000105	7313644.079999962	3962392.7700000154	4677563.029999993	10141206.790000034	6893477.14000001	5737034.949999992	4530132.160000004	3453827.4599999837	3987529.5000000084	3576461.6100000124	4063916.430000002	2618270.329999997	5783449.119999993	5313447.710000006	5893106.100000006	7914189.230000018
