pathway	description	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	DE07P016	DE07P049	DE07P054	DE07P060	DE07P065	DE07P076	DE08P017	DE10P016	DG00P016	DG00P017	DG00P049	DG00P054	DG00P060	DG00P076	DG00P081	DG00P083	DS00P030	DS00P037	DS00P049	DS00P054	DS00P060	DS00P065	DS00P076	DS00P119	DS00P138	DS00P140	DS00P166	DS00P172	DS00P180	DS00P191	DS00P193	DS00P194	DS00P196	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	DS04P138	DS04P194	DS04P86	DS05P114	DS05P196	DS06P140	DS06P180	DS07P016	DS07P037	DS07P049	DS07P054	DS07P060	DS07P065	DS07P076	DS07P172	DS07P193	DS08P017	DS08P191	DS10P016	DS10P049	DS10P054	DS10P166	HE02P026	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082	HE05P026	HE07P004	HE07P010	HE07P012	HE07P019	HE07P021	HE07P022	HE07P023	HE07P024	HE07P025	HE07P028	HE07P046	HE07P047	HE07P048	HE07P051	HE07P055	HE07P056	HE07P057	HE07P058	HE07P059	HE07P061	HE07P063	HE07P064	HE07P066	HE07P068	HE07P071	HE07P072	HE07P073	HE07P074	HE07P075	HE07P077	HE07P078	HE10P003	HE10P049	HE10P054	HG00P003	HG00P010	HG00P011	HG00P012	HG00P014	HG00P021	HG00P022	HG00P023	HG00P024	HG00P025	HG00P026	HG00P028	HG00P046	HG00P047	HG00P048	HG00P050	HG00P051	HG00P055	HG00P056	HG00P058	HG00P059	HG00P061	HG00P063	HG00P064	HG00P066	HG00P071	HG00P072	HG00P073	HG00P074	HG00P075	HG00P077	HG00P078	HG00P082	HS00P003	HS00P004	HS00P010	HS00P011	HS00P012	HS00P014	HS00P019	HS00P025	HS00P029	HS00P031	HS00P034	HS00P036	HS00P040	HS00P041	HS00P042	HS00P044	HS00P045	HS00P046	HS00P047	HS00P048	HS00P050	HS00P051	HS00P055	HS00P056	HS00P057	HS00P058	HS00P059	HS00P061	HS00P063	HS00P064	HS00P068	HS00P071	HS00P072	HS00P073	HS00P074	HS00P075	HS00P077	HS00P082	HS00P109	HS00P110	HS00P118	HS00P137	HS00P142	HS00P167	HS00P176	HS00P179	HS00P192	HS00P198	HS00P201	HS00P93	HS00P96	HS03P003	HS03P004	HS03P005	HS03P010	HS03P011	HS03P012	HS03P014	HS03P019	HS03P024	HS03P025	HS03P026	HS03P029	HS03P031	HS03P034	HS03P035	HS03P040	HS03P041	HS03P042	HS03P044	HS03P045	HS03P046	HS03P047	HS03P048	HS03P050	HS03P051	HS03P055	HS03P056	HS03P057	HS03P058	HS03P059	HS03P061	HS03P063	HS03P064	HS03P066	HS03P067	HS03P068	HS03P071	HS03P072	HS03P073	HS03P074	HS03P075	HS03P077	HS07P004	HS07P010	HS07P011	HS07P012	HS07P014	HS07P019	HS07P024	HS07P025	HS07P026	HS07P029	HS07P031	HS07P034	HS07P035	HS07P036	HS07P040	HS07P041	HS07P042	HS07P045	HS07P046	HS07P047	HS07P048	HS07P050	HS07P051	HS07P055	HS07P056	HS07P057	HS07P058	HS07P059	HS07P061	HS07P063	HS07P064	HS07P066	HS07P068	HS07P071	HS07P072	HS07P073	HS07P074	HS07P075	HS07P077	HS10P003	IE03P013	IE03P020	IE03P027	IE03P052	IE03P053	IE03P062	IE03P069	IE03P070	IE07P013	IE07P020	IE07P027	IE07P052	IE07P053	IE07P062	IE07P069	IE07P070	IG00P013	IG00P020	IG00P052	IG00P053	IG00P062	IG00P069	IG00P070	IS00P013	IS00P020	IS00P027	IS00P033	IS00P038	IS00P039	IS00P043	IS00P052	IS00P053	IS00P062	IS00P069	IS00P070	IS00P081	IS00P083	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083	IS07P013	IS07P020	IS07P027	IS07P033	IS07P038	IS07P039	IS07P043	IS07P052	IS07P053	IS07P062	IS07P069	IS07P070
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	37354.8224	37991.1778	76364.3537	41350.5739	53753.8575	44255.1631	37976.0469	30948.4161	28262.7752	35267.1288	60957.8253	62628.3666	45644.9497	22200.9094	57508.4959	44816.4747	44763.1406	38526.0966	38646.0314	77272.6437	64800.6325	49723.4836	35315.6222	29517.857000000004	36562.5004	35268.96	31221.6535	39305.8388	41891.3217	35113.9399	62145.4609	52436.0406	50034.489	42156.0354	39308.3103	44680.8071	35666.3793	48637.4941	53072.3502	43065.837	49685.8426	49431.9637	42679.0674	42639.5029	30447.4596	36137.2545	38466.4438	27911.4346	55656.5714	57864.5585	55886.7253	69427.0664	60006.4603	66600.2711	48941.1837	50148.9674	50197.4452	67787.8378	54055.6374	51164.0389	48067.4271	40327.6103	50271.7172	44931.8915	43430.8721	50807.4924	48449.5035	66342.0115	37324.3009	29908.5227	33894.0337	61930.3534	34374.3222	64077.670999999995	32707.1986	33677.6516	40108.9143	42513.424000000006	60682.0491	52402.76	27351.7562	65232.722	46901.2977	32908.1931	44617.1286	41139.9304	44804.4541	42734.5537	35668.6577	35560.6307	39577.7311	36622.9867	26683.6888	33129.2193	20345.9528	29616.0778	28494.0383	22525.7667	50160.1307	43167.2331	56001.4814	60852.2008	49817.7695	46308.3232	54929.9951	58552.4394	62023.803	60799.5822	47758.8158	34004.8401	27590.3422	55010.2793	31527.3845	29813.6644	36425.4259	61378.7748	55449.5383	67924.3097	47535.8507	51644.8639	35503.8018	27104.7438	29430.4042	44366.2092	38475.6179	35956.579	42660.965	26903.4262	25450.8412	27518.3096	32245.3135	21773.8661	27937.1004	55099.2872	67020.5698	68366.3132	45761.5574	46175.492999999995	59511.35400000001	71687.02900000001	56075.149000000005	49998.4612	67970.2692	52033.0668	34101.7689	59997.6277	37347.8386	53691.2176	50232.9177	57786.0825	49075.1622	51508.5628	55899.2499	47472.1124	48372.7218	36113.6664	69047.271	43946.4217	48567.3264	43921.0571	34067.6156	47143.4095	28238.8814	25147.3033	25662.9079	28893.5324	31841.0301	34481.3079	26685.1377	65628.2011	46303.97900000001	49144.3386	57628.6639	32159.627	65408.7514	45616.4433	56559.6306	49533.4603	47030.7311	56551.8266	21476.606	40146.5831	33329.1055	41485.501000000004	58575.453	50765.8796	54972.5711	33605.9424	96856.84199999999	38016.0415	51017.5131	53431.2844	57299.7017	47835.3672	40517.0043	45074.3857	45756.3404	38977.786	34291.3255	21.9676	41051.8736	37828.7296	30899.8766	33841.4846	31137.3929	31978.0439	29828.8815	37502.9934	43263.3567	39911.6138	51896.1217	41028.7973	31405.3064	57611.5105	48129.7789	53118.7848	45802.0481	44465.7891	38359.1417	47551.3428	50963.3853	48324.264	30053.5281	46698.4683	62893.9009	49075.9651	46055.9153	47243.636	50157.6681	49120.5259	47817.9381	45309.875	47185.3176	37229.4214	46535.4934	48917.0587	45592.3677	53091.3115	44752.4599	37233.9588	50551.9833	46515.4524	49673.9769	38430.0888	50171.0713	32559.5948	34683.1155	40824.388	47948.5638	34060.7165	39147.9738	28626.8566	26349.0027	31744.6861	31603.5907	35062.3943	31403.1722	32733.7905	33407.5758	34123.5801	36099.5039	40574.547999999995	35583.951	29057.5501	31066.7738	41719.8001	33094.7717	40810.2589	41722.7217	32762.9838	53273.4806	38526.2093	56630.7797	51689.1798	74323.1986	58336.1276	54636.9423	38106.5365	52790.0581	46653.5133	67597.0665	67098.5419	57191.574	50143.4927	44359.5232	39407.3447	44102.5894	43797.0281	49969.4135	33586.5156	25989.0158	28541.5968	32269.5132	27969.9789	42192.0574	31654.4157	33625.3717	35163.7054	38204.8968	38900.7271	37453.1166	42823.3066	38168.0062	23890.2806	43030.7159	62852.3788	41268.36	40819.5261	43905.0933	42093.7521	30163.0338	52672.9189	43866.1976	75863.015	39838.4362	34733.6275	55677.797999999995	56728.8569	62245.8289	38482.0305	55393.5905	60699.2293	59785.5321	31517.612999999998	37119.4602	34696.8642	67927.1485	45239.6222	65229.5474	43438.0649	67650.6677	51294.3637	48976.0425	31169.1681	62832.7252	71487.1359	81455.1799	48961.0956	29170.9918	44290.5043	47550.8345	48289.7277	67370.2031	62901.6327	57672.541	57137.3593	37984.1699	50034.383	28276.5864	32824.8735	30616.9649	32805.9654	32063.9319	74080.3682	34886.787000000004	27629.9037	69877.4994	25575.7021	64838.8385	42895.8441	40191.0822	33193.6248	31924.4895	40929.7455	27298.7366	30660.0832	56827.468	38415.2391	48280.985	53792.0382	46628.8972	45409.3535	31375.0609	79922.4045	50326.1093	41833.9212	33735.1972	29384.0471	34601.0686	36723.671	31320.1022	21830.3411	49363.2399	41663.5632	47941.2118	59481.6012
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	31.7762	3.3538	0.0	1.4583	0.7385	5.882999999999999	0.0	0.5133	0.1823	381.6111	0.0	0.0	0.7746	7.2022	0.4606	161.4521	314.5447	3.1625	0.7508	0.0	0.5172	2.3982	1.5969	1.7438	0.0	0.0	0.0	0.0	0.0	0.3211	3.2199	10.2536	0.0	0.4841	0.0	0.0	0.0	0.0	0.6591	0.2395	17.7602	0.0	7.4631	7.8181	0.0	0.0	3103.4785	5.0626	1.5626	87.2849	6495.7429	602.0931	506.4132	413.0269	322.811	189.6126	212.2777	56.3227	18.2283	30.1083	9.7509	0.0	0.0	0.0	0.3885	0.1959	0.0	0.2396	11.347000000000001	0.2397	0.0	360.1759	0.3333	11.7471	1.1723	1.5493	0.0	14.3982	0.0	0.7549	2.1983	418.7436	0.0	0.7952	7.0573	16.05	78.9014	67.9965	5.6513	4.4185	25.7661	2.154	9.4028	3.8122	7.3382	2.6172	0.3724	1.1827	2.1737	0.2395	0.0	0.0	0.0	1.7098	0.0	0.0	2.6784	15.7552	0.4984	3.0084	3.1526	0.6479	4.02	3.3269	11.4459	1.9079	0.3248	4.5024	38.442	0.7861	0.0	0.0	0.0	42.9186	4.9504	22.2625	9.4098	1.3781	5.5706	1.8344	0.0	9.3017	0.0	0.0	0.0	0.6579999999999999	0.0	3.1083	0.0	0.0	7.6394	0.0	0.0	6.9803	6.7141	0.8977	0.4994	3.8678	9.1775	1.013	4.6723	2.4254	0.8523	0.0	23.4847	0.0	0.4874	169.4074	2.9447	14.4112	24.5661	15.4205	0.0	9.187999999999999	122.0371	5.0468	5.1964	5.1771	0.0	0.0	2.2431	0.0	0.752	0.889	3.9094	0.0	0.0	1.5253	0.0	0.5759	4.8256	2.7781	3.0114	1.4785	2.9101	9.6589	0.6255	10.2122	3.7143	0.2389	4.2748	55.1684	112.7339	81.9388	162.3292	228.9856	140.6637	3.5523	0.0	0.5984	0.2389	0.0	0.0	0.7444	0.0	0.0	0.0	0.0	225.5035	0.1527	31988.2889	0.0	0.0	747.6285	0.2699	1775.2504	5.6909	1.0422	0.0	0.0	13.4764	0.9	0.6279	2753.788	7.8269	5.7741	5.7301	9.2275	0.0	3.4162	1.9979	11.8252	150.2679	19.185	79.2004	12.9335	29.9254	8.5004	13.5055	3.6241	6.3173	9.9319	2306.8253	148.2613	50.3066	4.9032	21.3918	21.8778	16.7992	1.6640000000000001	4.4216	0.6818	0.0	0.0	0.0	0.2796	0.0	0.0	0.4935	0.0	0.0	0.0	0.2977	0.9372	0.1782	0.0	0.0	0.6954	0.0	5.877000000000001	0.6417	3.4831	793.9254	0.2383	4.5221	0.2375	7497.7805	0.2663	11.9172	0.0	0.1867	33.3487	3.4109	48.04600000000001	280.6921	40.3637	368.5003	22.3647	44.6487	0.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0556	0.0	0.0	0.1527	0.9470000000000001	1.1142	0.0	445.7687	0.2773	1.909	0.5133	3.389	5.2187	1.8969999999999998	3.846	368.5097	0.0	1.5455	0.1958	4604.4394	1.1165	1.969	15.9129	7.8944	31.5905	6.1365	9.8277	200.2475	0.0	0.395	0.0	11.2765	6.2134	3.783	36.7491	0.0	0.4979	0.8778	0.5091	1.0498	0.2392	84.1461	0.2783	0.0	0.0	1.2766	4.8659	0.332	3.1178	373.2119	0.0	0.0	0.2794	0.1864	0.2763	279.1951	0.382	0.4274	0.0	2.5185	52.313	101.5358	1.0108	4.1513	0.0	1.9749	0.0	0.0	6078.1439	0.5123	0.0	3169.0989	0.7453	10.7494	13.9044	3.3266	2.5795	1.0383	3.1937	0.0	0.0	0.3914	0.0	9.017999999999999	0.7564	0.0	1979.3304	4701.1671
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	452.4768	104.7424	0.0	498.9984	465.3213	882.8228	187.6992	0.0	3.1126	3988.6095	406.2782	228.8396	528.502	251.8579	175.8691	3731.4895	1538.8133	232.4257	18.9259	17.3957	221.0501	4141.8733	2275.0665	0.0	0.0	463.3497	0.0	89.6563	0.0	214.0076	7274.3313	162.273	34.1081	37.4023	61.3269	72.7206	41.9507	34.3303	43.2337	80.1666	112.5996	51.9061	3915.7378	862.5968	269.9697	280.1862	261.2683	58.0091	238.5355	20980.1875	21965.1133	62.6072	522.2172	212.8751	1972.1832	533.4005	58.7468	7.4209	0.0	0.0	0.0	22.9596	51.5449	220.7866	330.4074	63.4092	73.7237	113.1799	364.1003	305.5225	121.6608	511.7114	172.3958	12780.128	105.8528	55.1938	95.0443	1235.5815	11.6014	74.3413	87.756	946.5616	42.8605	70.0781	2571.2743	627.4987	4061.9449	1441.5173	542.9759	25.0665	480.8953	1955.7536	75.6069	10.1171	51.495	25.8628	3.6337	54.8477	80.7281	317.0518	25.9542	926.3402	5990.6479	9348.0797	400.5581	2122.6008	479.039	9504.1579	371.8851	59.6112	233.8816	8.5735	1656.8064	3281.3301	483.5771	549.1176	46.4343	986.5523	3028.8722	489.2542	0.0	0.0	1692.3076	948.3703	342.1566	368.3406	186.5603	25.8492	3894.2666	8.565	125.2068	610.4815	0.0	94.8356	1144.4349	25.9791	9287.0466	1267.9951	7072.4242	17.405	3895.7652	2440.8332	231.8107	96.04899999999999	323.5966	511.9519	607.151	998.0118	1530.8691	318.2581	393.0625	261.4097	177.0769	158.1653	375.4579	0.0	75.669	3974.5837	179.5399	495.4426	381.8493	495.0409	357.7784	765.1756	1434.3336	66.4182	59.8644	23.311999999999998	0.0	17.4022	462.0794	0.0	433.0766	1600.2027	709.2825	629.8796	348.1207	3415.9916	456.6961	188.2562	674.1839	272.9603	92.0043	4347.7052	684.6601	509.7589	58.1436	521.2658	1992.4685	3.1123	138.8334	5241.0575	7209.8704	4761.106	221.1743	6908.5507	7349.6863	366.1298	222.3485	4.7807	229.043	406.2532	560.8314	387.0368	1246.5465	1025.5374	254.0329	0.0	944.3826	49.8061	662.3048	83.5055	0.0	954.2492	3.6354	61.3705	64.4369	25.9352	14.9581	17.0887	2318.6919	3.637	15.2625	2394.6771	519.1099	101.3073	135.4502	152.0804	43.13399999999999	25.9069	87.2305	233.7427	744.5239999999999	244.0344	649.4179	251.8285	245.8611	128.6787	209.5999	45.8038	110.1791	261.0155	11898.4942	5570.7981	4755.0745	189.8618	271.1053	5566.1057	305.2592	1982.8134	320.5383	111.5898	0.0	2514.2789	565.9917	106.7773	519.7188	294.4022	807.1226	696.8689	25.9364	0.0	3376.2471	459.8563	3.6031	25.9432	0.0	15.5244	0.0	108.5519	0.0	37.6294	4816.2352	3.1181	39.9312	88.3284	2372.283	156.944	190.9711	25.7758	133.9571	1288.114	202.8093	4944.681	8832.4242	625.0717	5189.2431	4062.3278	587.3673	2236.8453	0.0	43.2421	817.2443	628.0809	302.1063	25.9469	245.3501	364.5826	753.9272	5393.7721	153.2402	3.1149	54.2743	88.2447	32.5152	4310.1137	3.6258	24.7965	25.5052	23.6689	466.1367	40.497	247.97299999999998	971.2821	15.027000000000001	102.5102	121.9893	1147.5306	51.7764	163.1587	491.1335	622.2064	8.5746	59.9764	377.5473	2531.2752	197.5992	584.5899	7217.1102	1393.372	5601.5791	132.7772	829.2003	0.0	418.5298	434.0102	5435.1209	2677.278	11.6057	1489.8433	16.5706	13853.0917	800.3169	4294.8675	5472.7002	2436.0879999999997	197.3225	5254.8864	86.0129	2952.6825	483.91	80.5322	157.5706	235.2985	12.1265	7.2416	226.4816	130.0834	6396.7685	2434.6213	10.1284	117.0959	860.5459	128.9147	152.015	252.8766	793.7460000000001	8.7128	8.5728	3661.6775	73.7196	210.9138	596.3251	158.0794	75.1145	35.8265	58.3003	2441.3858	377.9041	480.2629	373.3384	63.3188	3.6004	6.4736	2118.7115	2713.9576
ANAEROFRUCAT-PWY	homolactic fermentation	41629.3449	35461.507000000005	46646.2067	39027.2655	46669.9455	38472.742999999995	32822.8402	30068.4521	30521.9938	40034.3842	44256.397000000004	49982.385	40150.8301	19003.7998	49788.8974	38008.337999999996	34126.0559	38858.2943	40685.8953	52207.0714	49866.3207	37871.255	29852.4063	32260.9308	29138.5154	24765.5384	26650.9512	36029.4428	31642.1764	25463.9671	58578.7315	45555.2637	46033.1829	40294.5032	41668.1041	48769.4448	39872.2442	48934.3619	51817.0354	43500.245	53369.6153	53097.4996	34912.4503	37907.5622	23348.7218	29519.0088	35083.6403	25814.6308	50666.7049	49785.5645	47987.0564	55090.0247	49645.278	55173.2901	45091.6906	43286.0717	42568.8958	42367.2404	60236.54	50759.9821	48352.0581	40863.7055	44597.6211	48128.3945	42989.8567	51356.5749	35087.5299	54256.3337	29272.5591	23216.1773	29609.5264	56057.5109	28959.6134	49594.8706	36499.2279	38371.4639	33256.0405	36414.0832	51923.9331	46172.9892	25225.6359	66550.2633	49994.4236	25194.9592	41515.8276	39433.4911	36786.9547	35847.451	35229.2721	33880.4619	28443.5585	36276.3642	27902.7934	32273.9434	23357.2237	29760.4954	24677.6979	24629.1951	42292.6224	37018.8217	50201.5141	46991.6459	45827.1017	37566.0137	44833.293	34926.2014	52040.9702	50114.7596	45178.2343	30874.6367	18565.9044	37523.8794	24573.4255	27931.077999999998	31326.6873	52621.0576	46553.3195	54311.0126	41255.2154	42545.202000000005	29886.1559	27312.3377	23701.5983	44338.4023	28372.4583	30634.4429	43857.7897	26173.2358	24577.8638	25162.9953	30429.915	21453.046000000002	25916.2356	49698.1021	55937.1404	61108.3799	44380.2404	41855.1811	41072.7165	46847.8516	50533.424000000006	46401.258	70740.4099	39168.9999	32192.0417	50713.7493	31550.1822	42827.1402	42657.2221	41842.7438	41713.3043	44603.9085	41998.3272	35846.7598	38933.9187	34221.6127	49429.9398	33147.5572	44406.9721	39163.299	29775.8672	40480.9836	23205.8042	31724.9397	33342.8094	37478.1795	28616.3869	35448.9389	24599.8385	43274.907999999996	44130.5676	42715.7844	46118.9981	27692.5833	44017.9842	38075.6846	42404.1466	42932.0004	39781.6712	52693.6221	17978.8976	34678.2984	25150.4565	27063.1925	47004.0728	41205.008	42635.9562	29337.9056	68250.5666	34219.201	39571.9059	40452.0396	48209.7409	44074.4554	35171.4896	36942.1947	38889.0881	33542.5213	31342.0284	23.0397	29180.0855	34732.3752	24293.6381	28049.612999999998	27114.2614	25372.6354	27700.5501	36315.1696	37700.3243	25918.5485	56728.8165	29809.2473	28390.4885	49519.5731	33090.346	47233.1215	42246.2832	35441.2285	25332.7433	37160.8985	47768.2373	46739.5305	32254.6613	39273.5581	60363.3481	41972.4891	37125.0076	43070.1385	46779.0601	52513.7225	44905.799000000006	44068.7047	49178.2154	38571.3629	50511.968	52660.9845	46011.2059	42467.5357	47728.7518	40036.8666	51571.7738	42091.8561	42526.8298	33682.5356	45054.663	30279.3344	36716.1227	31642.071	41401.0807	28968.2344	34577.9729	27327.5178	22727.9267	27247.3637	24256.3193	29003.5527	28372.8809	24083.2215	25524.5076	30414.11	32443.3144	41192.4089	34556.0347	27883.037999999997	33229.6612	46100.4901	28190.3133	27418.5813	33305.6005	28689.0098	50447.8566	30570.7315	51117.4018	49269.7047	53294.4677	53842.3426	50338.0199	44004.7167	65332.971	39070.0557	61146.3411	41652.8034	47361.7973	44320.9168	37997.2941	37601.0653	35614.7117	39007.3724	46009.0406	28354.2869	21727.0954	22832.7578	27600.0549	24953.5158	32602.766	24090.3216	24192.1761	25971.2062	26430.4662	28915.8013	28446.9989	37186.0152	37703.7719	15925.5811	32311.4555	51876.7147	25310.0191	30783.902000000002	33482.8168	36662.3563	30780.3829	20019.9937	32528.1523	57735.9595	61350.6381	27888.5207	53156.1481	59949.1509	46021.8183	30508.6578	56334.6321	53096.7118	52309.0395	28972.7846	36330.9538	35032.7192	43113.10400000001	42866.0101	46994.7339	40335.2694	42403.4965	32986.3395	48861.9757	29621.415	49984.0697	57485.725999999995	51724.9369	30689.6224	13849.9325	41002.0075	42911.2072	41345.6362	44376.8418	52719.3695	46990.6949	40536.4986	33686.1063	40995.9251	26732.6567	28172.7862	25473.2592	25464.2405	27282.3844	43386.4321	28677.6004	19131.8141	51018.6325	25530.2502	56974.0727	41907.8967	31849.2372	28481.8156	23972.3962	33070.182	22852.4058	26048.0677	55867.1429	33069.2869	28358.841	47652.5307	36305.0557	39453.2739	39230.4505	65807.5543	37825.5871	32379.1825	31463.1819	23863.0054	28880.8492	27002.8897	26951.2097	20465.411	37928.3929	30832.0679	42102.5627	48642.4977
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	47337.2276	46868.2479	76942.1221	48451.1041	61335.1468	53032.517	38881.6562	34646.0295	35396.1412	43312.0091	67221.1709	66880.2198	48080.7442	26407.5236	59005.8277	52131.6894	43742.2476	44950.9969	47375.9388	79462.5372	68553.7543	55793.3141	40713.8543	36405.019	36692.6187	34791.5086	32634.5791	41696.0877	43644.4761	40918.581	65641.3514	60075.7736	59693.6866	50330.5362	52768.1042	56685.5691	51342.3562	59348.4272	62337.0821	53453.7676	61772.3276	56127.3291	45707.7615	53164.5586	31265.4156	38126.6186	49994.8783	30301.9278	70231.0749	60372.6933	64959.1614	68273.3431	67421.3916	76651.9403	56077.1215	60164.2042	58248.987	75754.0712	72432.3879	66520.7729	61855.630999999994	53841.0571	56275.5455	58876.3809	48501.4016	58271.5098	59033.6888	69324.5914	37746.571	32457.2047	40586.3522	72943.5499	41346.9056	67525.9269	41020.9695	55537.8426	47547.3044	47905.2263	66750.2913	57604.5245	30810.0738	73038.34	53064.16099999999	33575.966	47948.4743	56166.8454	51817.4116	50012.7228	44643.3091	41514.3999	42741.6243	43055.282999999996	32077.5561	34696.4863	27415.7203	33706.6986	31412.3361	28275.7514	54199.9687	45272.3596	58723.384000000005	57829.0871	57256.7054	48247.5278	54038.9899	57920.4028	63276.4002	59127.9396	59884.1896	34562.7998	29716.2312	57790.4777	36917.3623	34660.3751	36728.9512	57796.2213	59081.1082	70782.0069	54717.8467	52497.8799	54635.2837	34513.1071	29659.8838	54823.5705	46763.7507	40791.8352	51886.2118	29363.8991	30200.6917	29886.0656	32487.0859	29589.509	36995.087999999996	62837.1833	65594.9094	75330.0319	53993.8125	46033.0977	60764.5958	65282.8584	63022.5991	54223.4674	70446.381	57135.2362	36810.6745	70045.2519	36976.2053	51163.7255	54991.3332	60501.8141	49467.197	63823.123	56007.4222	57357.9386	58353.2371	37659.3866	69776.1103	51154.6271	50593.4384	49184.6	39144.4279	56280.5923	32891.0411	37460.5208	36271.2559	38320.1074	33971.0864	40416.8254	31742.4754	62521.6157	58267.8	54409.7827	59167.6179	36068.0575	61662.0475	45589.4908	59889.0814	62802.0401	54334.3677	66169.3245	23330.7948	44021.6109	34141.9434	41414.6285	55083.7792	59337.6217	63679.3808	35129.4243	105073.73599999999	42593.8149	49645.5895	61802.5948	58938.2253	51584.1061	44253.1168	50793.9212	46529.2846	39561.1794	35146.4537	24.9324	44264.2952	41739.932	33147.0682	35067.972	33789.43	31530.4447	33572.7035	48149.4375	39180.3004	45169.4675	56846.5869	44081.1452	37658.5494	53447.0594	55784.1065	52597.1578	53505.1678	54137.7059	47142.1223	49421.119000000006	52104.1334	55489.0606	34721.0241	50371.287000000004	64375.7886	60013.6878	56996.9552	53968.4797	59354.2042	60689.2866	55458.0211	50605.2549	53551.1122	47137.2563	56384.6713	54791.1427	50582.3468	63320.518	57742.3575	51232.7049	62589.5824	49238.1684	52796.5474	41965.6724	56742.1361	35050.2286	41100.43	42475.2084	50464.8314	39707.4569	40424.5405	33807.2336	30635.1743	34957.4083	33930.1913	34613.2852	40450.5245	34390.5519	36035.6426	38808.0111	41550.3548	50975.2753	41142.6852	32621.5748	35895.215	46358.01	41838.6271	50043.5761	46599.3748	30558.4607	59266.7512	32571.9759	67859.6037	59187.3697	85909.1547	65166.637	55317.544	44171.9628	66261.2977	52948.3114	70851.4289	71077.1261	62978.9237	52382.0491	51926.5512	43359.1974	46470.8078	48488.5533	54935.1821	38277.0691	26464.7902	28986.1914	34431.4054	31822.5396	42277.9129	31376.9175	32568.4476	38228.7453	40371.0105	41618.2613	39221.2448	55278.8537	47927.9122	22730.5661	45045.7427	78411.8934	51914.3153	60229.8184	49695.8178	50635.8079	32562.652000000002	48864.4999	41424.4933	79001.6314	61694.9455	38211.8926	58711.2468	65116.8529	60537.8343	47384.3863	62867.5819	64567.9676	64012.0186	39951.0467	56803.857	36898.3124	70853.245	49319.1327	64110.6567	44152.83900000001	72127.2905	52028.4712	58876.133	39038.6415	66191.0769	76450.1048	80743.228	51148.9865	29176.5594	53080.0748	57704.7808	52531.5736	69997.4248	59955.8456	57445.6364	61744.6445	41735.6443	53247.5921	28779.7879	36071.5216	31834.1781	32254.405	31707.6727	80902.8652	39763.5614	28158.0042	79053.3572	30080.9133	70106.5285	47027.3939	43339.4245	31540.8094	35413.5288	39628.1647	27327.8715	28913.8238	62844.1579	45997.1929	33888.1148	57782.1242	47364.455	51851.0524	41884.6156	80881.1576	50215.6251	43709.3567	34595.7932	30948.1699	35725.5046	39182.9693	31059.944	23844.4941	56836.9969	45614.5997	55042.2148	67574.5364
