feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	LinDA	HSmed	HSpost	0.934655558859829	none	0.934655558859829
ko00564	LinDA	HSmed	HSpost	0.519475164669903	none	0.519475164669903
ko00680	LinDA	HSmed	HSpost	0.969696702992811	none	0.969696702992811
ko00562	LinDA	HSmed	HSpost	0.527968130124752	none	0.527968130124752
ko00563	LinDA	HSmed	HSpost	0.422057515806748	none	0.422057515806748
ko03030	LinDA	HSmed	HSpost	0.949287621299122	none	0.949287621299122
ko00561	LinDA	HSmed	HSpost	0.800126375099554	none	0.800126375099554
ko00440	LinDA	HSmed	HSpost	0.505599953285795	none	0.505599953285795
ko00250	LinDA	HSmed	HSpost	0.930059740540117	none	0.930059740540117
ko00740	LinDA	HSmed	HSpost	0.816831976401655	none	0.816831976401655
ko04111	LinDA	HSmed	HSpost	0.0975416456052301	none	0.0975416456052301
ko04940	LinDA	HSmed	HSpost	0.970425623089115	none	0.970425623089115
ko00010	LinDA	HSmed	HSpost	0.789507481167221	none	0.789507481167221
ko05412	LinDA	HSmed	HSpost	0.527462416565179	none	0.527462416565179
ko00195	LinDA	HSmed	HSpost	0.796256315873123	none	0.796256315873123
ko03450	LinDA	HSmed	HSpost	0.876152151392585	none	0.876152151392585
ko00760	LinDA	HSmed	HSpost	0.889593245212346	none	0.889593245212346
ko00920	LinDA	HSmed	HSpost	0.748276436348038	none	0.748276436348038
ko00311	LinDA	HSmed	HSpost	0.99907600935946	none	0.99907600935946
ko00310	LinDA	HSmed	HSpost	0.280774044777694	none	0.280774044777694
ko04146	LinDA	HSmed	HSpost	0.674835716611204	none	0.674835716611204
ko00600	LinDA	HSmed	HSpost	0.317539134665001	none	0.317539134665001
ko04141	LinDA	HSmed	HSpost	0.33593303473837	none	0.33593303473837
ko04142	LinDA	HSmed	HSpost	0.676311206437671	none	0.676311206437671
ko00604	LinDA	HSmed	HSpost	0.692349831511117	none	0.692349831511117
ko04260	LinDA	HSmed	HSpost	0.617965825977352	none	0.617965825977352
ko03040	LinDA	HSmed	HSpost	0.815465811837548	none	0.815465811837548
ko04110	LinDA	HSmed	HSpost	0.0975416456052301	none	0.0975416456052301
ko05142	LinDA	HSmed	HSpost	0.981241900209075	none	0.981241900209075
ko00513	LinDA	HSmed	HSpost	0.833336891383844	none	0.833336891383844
ko04973	LinDA	HSmed	HSpost	0.0781844777228358	none	0.0781844777228358
ko00510	LinDA	HSmed	HSpost	0.397897567140095	none	0.397897567140095
ko05110	LinDA	HSmed	HSpost	0.584150277729336	none	0.584150277729336
ko04974	LinDA	HSmed	HSpost	0.348450301562953	none	0.348450301562953
ko04976	LinDA	HSmed	HSpost	0.254279031493002	none	0.254279031493002
ko00450	LinDA	HSmed	HSpost	0.869884111652703	none	0.869884111652703
ko01051	LinDA	HSmed	HSpost	0.885230064474699	none	0.885230064474699
ko00565	LinDA	HSmed	HSpost	0.340407087800133	none	0.340407087800133
ko00524	LinDA	HSmed	HSpost	0.417754754499892	none	0.417754754499892
ko00300	LinDA	HSmed	HSpost	0.75968953845598	none	0.75968953845598
ko05222	LinDA	HSmed	HSpost	0.842417684851478	none	0.842417684851478
ko00514	LinDA	HSmed	HSpost	0.140643231968344	none	0.140643231968344
ko05416	LinDA	HSmed	HSpost	0.842417684851478	none	0.842417684851478
ko00260	LinDA	HSmed	HSpost	0.761988795103602	none	0.761988795103602
ko00190	LinDA	HSmed	HSpost	0.845156785001651	none	0.845156785001651
ko03440	LinDA	HSmed	HSpost	0.993570906274217	none	0.993570906274217
ko00750	LinDA	HSmed	HSpost	0.869235460831965	none	0.869235460831965
ko00950	LinDA	HSmed	HSpost	0.65181985138661	none	0.65181985138661
ko00592	LinDA	HSmed	HSpost	0.402703808035671	none	0.402703808035671
ko00591	LinDA	HSmed	HSpost	0.67319354968186	none	0.67319354968186
ko00590	LinDA	HSmed	HSpost	0.748603722173942	none	0.748603722173942
ko00061	LinDA	HSmed	HSpost	0.331912074408052	none	0.331912074408052
ko03070	LinDA	HSmed	HSpost	0.251289361176449	none	0.251289361176449
ko00253	LinDA	HSmed	HSpost	0.0315371528229541	none	0.0315371528229541
ko03060	LinDA	HSmed	HSpost	0.970320999570266	none	0.970320999570266
ko04740	LinDA	HSmed	HSpost	0.90744764152046	none	0.90744764152046
ko00380	LinDA	HSmed	HSpost	0.0580724692125694	none	0.0580724692125694
ko00500	LinDA	HSmed	HSpost	0.804326224128988	none	0.804326224128988
ko05120	LinDA	HSmed	HSpost	0.802731141491503	none	0.802731141491503
ko05322	LinDA	HSmed	HSpost	0.532790035545506	none	0.532790035545506
ko04964	LinDA	HSmed	HSpost	0.134630810742098	none	0.134630810742098
ko04962	LinDA	HSmed	HSpost	0.202797214032561	none	0.202797214032561
ko00625	LinDA	HSmed	HSpost	0.00233859858098351	none	0.00233859858098351
ko00624	LinDA	HSmed	HSpost	0.647125685630232	none	0.647125685630232
ko00627	LinDA	HSmed	HSpost	0.0438227785777946	none	0.0438227785777946
ko00626	LinDA	HSmed	HSpost	0.000298284487300915	none	0.000298284487300915
ko00621	LinDA	HSmed	HSpost	0.502992157521259	none	0.502992157521259
ko00620	LinDA	HSmed	HSpost	0.277980763832444	none	0.277980763832444
ko00623	LinDA	HSmed	HSpost	0.251128772486563	none	0.251128772486563
ko00622	LinDA	HSmed	HSpost	0.0719172325275633	none	0.0719172325275633
ko00270	LinDA	HSmed	HSpost	0.841955993679853	none	0.841955993679853
ko00940	LinDA	HSmed	HSpost	0.572555825301289	none	0.572555825301289
