feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	LinDA	DSpost	DSpre	0.512081457660308	none	0.512081457660308
ko00564	LinDA	DSpost	DSpre	0.694415992708886	none	0.694415992708886
ko00680	LinDA	DSpost	DSpre	0.307956171138733	none	0.307956171138733
ko00562	LinDA	DSpost	DSpre	0.585764998762087	none	0.585764998762087
ko00563	LinDA	DSpost	DSpre	0.0218547865070177	none	0.0218547865070177
ko03030	LinDA	DSpost	DSpre	0.952979637787263	none	0.952979637787263
ko00561	LinDA	DSpost	DSpre	0.879560230988947	none	0.879560230988947
ko00440	LinDA	DSpost	DSpre	0.0978329991653693	none	0.0978329991653693
ko00250	LinDA	DSpost	DSpre	0.781455809152792	none	0.781455809152792
ko00740	LinDA	DSpost	DSpre	0.520389290113409	none	0.520389290113409
ko04111	LinDA	DSpost	DSpre	0.952576907016043	none	0.952576907016043
ko04940	LinDA	DSpost	DSpre	0.707789122264853	none	0.707789122264853
ko00010	LinDA	DSpost	DSpre	0.807899719565141	none	0.807899719565141
ko05412	LinDA	DSpost	DSpre	0.907449619536937	none	0.907449619536937
ko00195	LinDA	DSpost	DSpre	0.236711501633753	none	0.236711501633753
ko03450	LinDA	DSpost	DSpre	0.723996352070123	none	0.723996352070123
ko00760	LinDA	DSpost	DSpre	0.949121346976927	none	0.949121346976927
ko00920	LinDA	DSpost	DSpre	0.880994100352264	none	0.880994100352264
ko00311	LinDA	DSpost	DSpre	0.202052170846507	none	0.202052170846507
ko00310	LinDA	DSpost	DSpre	0.0551728245533415	none	0.0551728245533415
ko04146	LinDA	DSpost	DSpre	0.119251375242266	none	0.119251375242266
ko00600	LinDA	DSpost	DSpre	0.989904325579689	none	0.989904325579689
ko04141	LinDA	DSpost	DSpre	0.798773596642859	none	0.798773596642859
ko04142	LinDA	DSpost	DSpre	0.690885571513515	none	0.690885571513515
ko00604	LinDA	DSpost	DSpre	0.350094041819108	none	0.350094041819108
ko04260	LinDA	DSpost	DSpre	0.813394218529939	none	0.813394218529939
ko03040	LinDA	DSpost	DSpre	0.376087918212558	none	0.376087918212558
ko04110	LinDA	DSpost	DSpre	0.952576907016043	none	0.952576907016043
ko05142	LinDA	DSpost	DSpre	0.0909943912519856	none	0.0909943912519856
ko00513	LinDA	DSpost	DSpre	0.751067015866716	none	0.751067015866716
ko04973	LinDA	DSpost	DSpre	0.12402244774669	none	0.12402244774669
ko00510	LinDA	DSpost	DSpre	0.78965303305964	none	0.78965303305964
ko05110	LinDA	DSpost	DSpre	0.37510092550865	none	0.37510092550865
ko04974	LinDA	DSpost	DSpre	0.305785030486623	none	0.305785030486623
ko04976	LinDA	DSpost	DSpre	0.0379763232453691	none	0.0379763232453691
ko00450	LinDA	DSpost	DSpre	0.599541389652577	none	0.599541389652577
ko01051	LinDA	DSpost	DSpre	0.870700374101657	none	0.870700374101657
ko00565	LinDA	DSpost	DSpre	0.025025334516328	none	0.025025334516328
ko00524	LinDA	DSpost	DSpre	0.684122556655365	none	0.684122556655365
ko00300	LinDA	DSpost	DSpre	0.728690945185194	none	0.728690945185194
ko05222	LinDA	DSpost	DSpre	0.559829166618155	none	0.559829166618155
ko00514	LinDA	DSpost	DSpre	0.431666375350413	none	0.431666375350413
ko05416	LinDA	DSpost	DSpre	0.559829166618155	none	0.559829166618155
ko00260	LinDA	DSpost	DSpre	0.517656567251169	none	0.517656567251169
