feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	LinDA	HSmed	HSpre	0.179912578684347	none	0.179912578684347
ko00564	LinDA	HSmed	HSpre	0.274491269009637	none	0.274491269009637
ko00680	LinDA	HSmed	HSpre	0.949397613047337	none	0.949397613047337
ko00562	LinDA	HSmed	HSpre	0.600421260064158	none	0.600421260064158
ko00563	LinDA	HSmed	HSpre	0.0327872493519326	none	0.0327872493519326
ko03030	LinDA	HSmed	HSpre	0.85709547539788	none	0.85709547539788
ko00561	LinDA	HSmed	HSpre	0.914496208267408	none	0.914496208267408
ko00440	LinDA	HSmed	HSpre	0.841862123479324	none	0.841862123479324
ko00250	LinDA	HSmed	HSpre	0.836740722913112	none	0.836740722913112
ko00740	LinDA	HSmed	HSpre	0.729509944551565	none	0.729509944551565
ko04111	LinDA	HSmed	HSpre	0.823485613790718	none	0.823485613790718
ko04940	LinDA	HSmed	HSpre	0.735965012866538	none	0.735965012866538
ko00010	LinDA	HSmed	HSpre	0.979614782980658	none	0.979614782980658
ko05412	LinDA	HSmed	HSpre	0.382832608201576	none	0.382832608201576
ko00195	LinDA	HSmed	HSpre	0.543600193715672	none	0.543600193715672
ko03450	LinDA	HSmed	HSpre	0.224034458925551	none	0.224034458925551
ko00760	LinDA	HSmed	HSpre	0.644380792769281	none	0.644380792769281
ko00920	LinDA	HSmed	HSpre	0.298939255365424	none	0.298939255365424
ko00311	LinDA	HSmed	HSpre	0.800307161820931	none	0.800307161820931
ko00310	LinDA	HSmed	HSpre	0.43754537681684	none	0.43754537681684
ko04146	LinDA	HSmed	HSpre	0.414100668580884	none	0.414100668580884
ko00600	LinDA	HSmed	HSpre	0.857386926831712	none	0.857386926831712
ko04141	LinDA	HSmed	HSpre	0.455947023166719	none	0.455947023166719
ko04142	LinDA	HSmed	HSpre	0.83564632142174	none	0.83564632142174
ko00604	LinDA	HSmed	HSpre	0.386542390182881	none	0.386542390182881
ko04260	LinDA	HSmed	HSpre	0.0846647240542667	none	0.0846647240542667
ko03040	LinDA	HSmed	HSpre	0.0238201557438246	none	0.0238201557438246
ko04110	LinDA	HSmed	HSpre	0.823485613790718	none	0.823485613790718
ko05142	LinDA	HSmed	HSpre	0.00601240561651489	none	0.00601240561651489
ko00513	LinDA	HSmed	HSpre	0.149356457131247	none	0.149356457131247
ko04973	LinDA	HSmed	HSpre	0.724644736592988	none	0.724644736592988
ko00510	LinDA	HSmed	HSpre	0.0989349821382747	none	0.0989349821382747
ko05110	LinDA	HSmed	HSpre	0.295137872006802	none	0.295137872006802
ko04974	LinDA	HSmed	HSpre	0.768972144093186	none	0.768972144093186
ko04976	LinDA	HSmed	HSpre	0.114956774751651	none	0.114956774751651
ko00450	LinDA	HSmed	HSpre	0.728845825993929	none	0.728845825993929
ko01051	LinDA	HSmed	HSpre	0.271595715829701	none	0.271595715829701
ko00565	LinDA	HSmed	HSpre	0.00140029391062448	none	0.00140029391062448
ko00524	LinDA	HSmed	HSpre	0.516096368467969	none	0.516096368467969
ko00300	LinDA	HSmed	HSpre	0.640080472542297	none	0.640080472542297
ko05222	LinDA	HSmed	HSpre	0.219230000116997	none	0.219230000116997
ko00514	LinDA	HSmed	HSpre	0.140192407743448	none	0.140192407743448
ko05416	LinDA	HSmed	HSpre	0.219230000116997	none	0.219230000116997
ko00260	LinDA	HSmed	HSpre	0.822200441828497	none	0.822200441828497
ko00190	LinDA	HSmed	HSpre	0.522354089436168	none	0.522354089436168
ko03440	LinDA	HSmed	HSpre	0.830540521362639	none	0.830540521362639
ko00750	LinDA	HSmed	HSpre	0.727458520504278	none	0.727458520504278
ko00950	LinDA	HSmed	HSpre	0.30578846560153	none	0.30578846560153
ko00592	LinDA	HSmed	HSpre	0.293605063089343	none	0.293605063089343
ko00591	LinDA	HSmed	HSpre	0.886052050696005	none	0.886052050696005
ko00590	LinDA	HSmed	HSpre	0.255768065466849	none	0.255768065466849
ko00061	LinDA	HSmed	HSpre	0.197439244360585	none	0.197439244360585
ko03070	LinDA	HSmed	HSpre	0.372338657055084	none	0.372338657055084
ko00253	LinDA	HSmed	HSpre	0.0161919304842911	none	0.0161919304842911
ko03060	LinDA	HSmed	HSpre	0.836373199433953	none	0.836373199433953
ko04740	LinDA	HSmed	HSpre	0.652859244703287	none	0.652859244703287
ko00380	LinDA	HSmed	HSpre	0.40714622112469	none	0.40714622112469
ko00500	LinDA	HSmed	HSpre	0.986943320809375	none	0.986943320809375
ko05120	LinDA	HSmed	HSpre	0.390800540507433	none	0.390800540507433
ko05322	LinDA	HSmed	HSpre	0.0157056443069448	none	0.0157056443069448
ko04964	LinDA	HSmed	HSpre	0.704018091759433	none	0.704018091759433
ko04962	LinDA	HSmed	HSpre	0.223413990820295	none	0.223413990820295
ko00625	LinDA	HSmed	HSpre	0.333749706933862	none	0.333749706933862
ko00624	LinDA	HSmed	HSpre	0.169271586190419	none	0.169271586190419
ko00627	LinDA	HSmed	HSpre	0.244549777497496	none	0.244549777497496
ko00626	LinDA	HSmed	HSpre	0.0118966076573702	none	0.0118966076573702
ko00621	LinDA	HSmed	HSpre	0.168049336647246	none	0.168049336647246
ko00620	LinDA	HSmed	HSpre	0.315403841970716	none	0.315403841970716
ko00623	LinDA	HSmed	HSpre	0.892358989377052	none	0.892358989377052
ko00622	LinDA	HSmed	HSpre	0.0106654709297996	none	0.0106654709297996
ko00270	LinDA	HSmed	HSpre	0.835468673791872	none	0.835468673791872
ko00940	LinDA	HSmed	HSpre	0.0819001998192467	none	0.0819001998192467
ko00941	LinDA	HSmed	HSpre	0.159678726807068	none	0.159678726807068
ko01053	LinDA	HSmed	HSpre	0.0878562811787885	none	0.0878562811787885
ko00100	LinDA	HSmed	HSpre	0.183842840191571	none	0.183842840191571
ko00945	LinDA	HSmed	HSpre	0.653551479153471	none	0.653551479153471
ko05016	LinDA	HSmed	HSpre	0.341478910430059	none	0.341478910430059
ko00071	LinDA	HSmed	HSpre	0.968481516231579	none	0.968481516231579
ko00072	LinDA	HSmed	HSpre	0.0625603342471807	none	0.0625603342471807
ko05219	LinDA	HSmed	HSpre	0.0138188624763431	none	0.0138188624763431
ko05215	LinDA	HSmed	HSpre	0.975295323919022	none	0.975295323919022
ko05214	LinDA	HSmed	HSpre	0.652859244703287	none	0.652859244703287
ko05211	LinDA	HSmed	HSpre	0.870440757602018	none	0.870440757602018
ko05210	LinDA	HSmed	HSpre	0.219230000116997	none	0.219230000116997
ko01055	LinDA	HSmed	HSpre	0.268359797086047	none	0.268359797086047
ko04910	LinDA	HSmed	HSpre	0.429005976288961	none	0.429005976288961
ko00531	LinDA	HSmed	HSpre	0.52347675272025	none	0.52347675272025
ko04916	LinDA	HSmed	HSpre	0.652859244703287	none	0.652859244703287
ko00360	LinDA	HSmed	HSpre	0.851309998309789	none	0.851309998309789
ko00633	LinDA	HSmed	HSpre	0.911373053677759	none	0.911373053677759
ko00630	LinDA	HSmed	HSpre	0.705243477799276	none	0.705243477799276
ko00363	LinDA	HSmed	HSpre	0.334137985785539	none	0.334137985785539
ko00364	LinDA	HSmed	HSpre	0.252803554960407	none	0.252803554960407
ko05130	LinDA	HSmed	HSpre	0.302245285997577	none	0.302245285997577
ko04115	LinDA	HSmed	HSpre	0.219230000116997	none	0.219230000116997
ko04114	LinDA	HSmed	HSpre	0.652859244703287	none	0.652859244703287
ko00121	LinDA	HSmed	HSpre	0.250083858949107	none	0.250083858949107
ko04914	LinDA	HSmed	HSpre	0.975295323919022	none	0.975295323919022
ko00430	LinDA	HSmed	HSpre	0.421845057036059	none	0.421845057036059
ko02010	LinDA	HSmed	HSpre	0.975601697365539	none	0.975601697365539
ko00130	LinDA	HSmed	HSpre	0.480840683980094	none	0.480840683980094
ko03050	LinDA	HSmed	HSpre	0.00275556790868842	none	0.00275556790868842
ko00361	LinDA	HSmed	HSpre	0.289590210747186	none	0.289590210747186
ko00040	LinDA	HSmed	HSpre	0.371628137399833	none	0.371628137399833
ko00730	LinDA	HSmed	HSpre	0.511534142930489	none	0.511534142930489
ko00362	LinDA	HSmed	HSpre	0.464974410811498	none	0.464974410811498
ko01040	LinDA	HSmed	HSpre	0.97052447849319	none	0.97052447849319
ko00603	LinDA	HSmed	HSpre	0.916058926874089	none	0.916058926874089
ko03018	LinDA	HSmed	HSpre	0.854998181330151	none	0.854998181330151
ko04270	LinDA	HSmed	HSpre	0.652859244703287	none	0.652859244703287
ko00281	LinDA	HSmed	HSpre	0.815629768603398	none	0.815629768603398
ko00280	LinDA	HSmed	HSpre	0.0931599097441493	none	0.0931599097441493
ko03013	LinDA	HSmed	HSpre	0.0908730535576052	none	0.0908730535576052
ko04626	LinDA	HSmed	HSpre	0.835444929270518	none	0.835444929270518
ko05200	LinDA	HSmed	HSpre	0.482382020384582	none	0.482382020384582
ko00601	LinDA	HSmed	HSpre	0.820757147103608	none	0.820757147103608
ko03015	LinDA	HSmed	HSpre	0.0340628018667651	none	0.0340628018667651
ko00312	LinDA	HSmed	HSpre	0.709091486795696	none	0.709091486795696
ko05020	LinDA	HSmed	HSpre	0.678537562348124	none	0.678537562348124
ko05143	LinDA	HSmed	HSpre	0.00572638666088472	none	0.00572638666088472
ko00523	LinDA	HSmed	HSpre	0.284950760486141	none	0.284950760486141
ko00520	LinDA	HSmed	HSpre	0.927445552267046	none	0.927445552267046
ko00521	LinDA	HSmed	HSpre	0.295523177694281	none	0.295523177694281
ko05146	LinDA	HSmed	HSpre	0.160801359008068	none	0.160801359008068
ko05145	LinDA	HSmed	HSpre	0.219230000116997	none	0.219230000116997
ko05144	LinDA	HSmed	HSpre	0.968298779699111	none	0.968298779699111
ko00052	LinDA	HSmed	HSpre	0.686457745634422	none	0.686457745634422
ko00053	LinDA	HSmed	HSpre	0.047083060788208	none	0.047083060788208
ko00051	LinDA	HSmed	HSpre	0.424878530013347	none	0.424878530013347
ko00401	LinDA	HSmed	HSpre	0.613272703246227	none	0.613272703246227
ko00400	LinDA	HSmed	HSpre	0.946201446159564	none	0.946201446159564
ko04020	LinDA	HSmed	HSpre	0.589890549494425	none	0.589890549494425
ko00350	LinDA	HSmed	HSpre	0.106568922536682	none	0.106568922536682
ko00480	LinDA	HSmed	HSpre	0.0667884776905303	none	0.0667884776905303
ko00643	LinDA	HSmed	HSpre	0.0024365423221862	none	0.0024365423221862
ko00642	LinDA	HSmed	HSpre	0.35483332524161	none	0.35483332524161
ko00640	LinDA	HSmed	HSpre	0.94946018065883	none	0.94946018065883
ko00720	LinDA	HSmed	HSpre	0.797430649148566	none	0.797430649148566
ko00960	LinDA	HSmed	HSpre	0.812026442912249	none	0.812026442912249
ko02020	LinDA	HSmed	HSpre	0.617990808236855	none	0.617990808236855
ko00120	LinDA	HSmed	HSpre	0.164472590347516	none	0.164472590347516
ko00965	LinDA	HSmed	HSpre	0.040769910884029	none	0.040769910884029
ko03008	LinDA	HSmed	HSpre	0.678658420383679	none	0.678658420383679
ko05414	LinDA	HSmed	HSpre	0.382832608201576	none	0.382832608201576
ko00290	LinDA	HSmed	HSpre	0.666971945207201	none	0.666971945207201
