feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	LinDA	DEpost	DGpre	0.776292609273597	none	0.776292609273597
ko00564	LinDA	DEpost	DGpre	0.922793419393211	none	0.922793419393211
ko00680	LinDA	DEpost	DGpre	0.959286467906751	none	0.959286467906751
ko00562	LinDA	DEpost	DGpre	0.419093062615107	none	0.419093062615107
ko00563	LinDA	DEpost	DGpre	0.804692986523636	none	0.804692986523636
ko03030	LinDA	DEpost	DGpre	0.927981528163436	none	0.927981528163436
ko00561	LinDA	DEpost	DGpre	0.844975088575101	none	0.844975088575101
ko00440	LinDA	DEpost	DGpre	0.543985458372874	none	0.543985458372874
ko00250	LinDA	DEpost	DGpre	0.981914615073953	none	0.981914615073953
ko00740	LinDA	DEpost	DGpre	0.865888821779681	none	0.865888821779681
ko04111	LinDA	DEpost	DGpre	0.0401259061280897	none	0.0401259061280897
ko04940	LinDA	DEpost	DGpre	0.942563754042392	none	0.942563754042392
ko00010	LinDA	DEpost	DGpre	0.917952535663177	none	0.917952535663177
ko05412	LinDA	DEpost	DGpre	0.679758803432675	none	0.679758803432675
ko00195	LinDA	DEpost	DGpre	0.98415318780137	none	0.98415318780137
ko03450	LinDA	DEpost	DGpre	0.862645050835813	none	0.862645050835813
ko00760	LinDA	DEpost	DGpre	0.966335117020874	none	0.966335117020874
ko00920	LinDA	DEpost	DGpre	0.831842382255948	none	0.831842382255948
ko00311	LinDA	DEpost	DGpre	0.164861990070924	none	0.164861990070924
ko00310	LinDA	DEpost	DGpre	0.173688134105518	none	0.173688134105518
ko04146	LinDA	DEpost	DGpre	0.613351704500864	none	0.613351704500864
ko00600	LinDA	DEpost	DGpre	0.896282134843657	none	0.896282134843657
ko04141	LinDA	DEpost	DGpre	0.341178786843445	none	0.341178786843445
ko04142	LinDA	DEpost	DGpre	0.761950447796216	none	0.761950447796216
ko00604	LinDA	DEpost	DGpre	0.659185044807638	none	0.659185044807638
ko04260	LinDA	DEpost	DGpre	0.838972208575905	none	0.838972208575905
ko03040	LinDA	DEpost	DGpre	0.555304690961401	none	0.555304690961401
ko04110	LinDA	DEpost	DGpre	0.0401259061280897	none	0.0401259061280897
ko05142	LinDA	DEpost	DGpre	0.0345576738342145	none	0.0345576738342145
ko00513	LinDA	DEpost	DGpre	0.719646135087046	none	0.719646135087046
ko04973	LinDA	DEpost	DGpre	0.673966199315243	none	0.673966199315243
ko00510	LinDA	DEpost	DGpre	0.494295558250299	none	0.494295558250299
ko05110	LinDA	DEpost	DGpre	0.670997835376997	none	0.670997835376997
ko04974	LinDA	DEpost	DGpre	0.915682788258948	none	0.915682788258948
ko04976	LinDA	DEpost	DGpre	0.092026108617045	none	0.092026108617045
ko00450	LinDA	DEpost	DGpre	0.974933157595641	none	0.974933157595641
ko01051	LinDA	DEpost	DGpre	0.950847214831783	none	0.950847214831783
ko00565	LinDA	DEpost	DGpre	0.799607531699587	none	0.799607531699587
ko00524	LinDA	DEpost	DGpre	0.736698726214572	none	0.736698726214572
ko00300	LinDA	DEpost	DGpre	0.748803675953102	none	0.748803675953102
ko05222	LinDA	DEpost	DGpre	0.475293957180585	none	0.475293957180585
ko00514	LinDA	DEpost	DGpre	0.293830880766505	none	0.293830880766505
ko05416	LinDA	DEpost	DGpre	0.475293957180585	none	0.475293957180585
ko00260	LinDA	DEpost	DGpre	0.952637424858013	none	0.952637424858013
ko00190	LinDA	DEpost	DGpre	0.726846244585472	none	0.726846244585472
ko03440	LinDA	DEpost	DGpre	0.973171122567029	none	0.973171122567029
ko00750	LinDA	DEpost	DGpre	0.947104928056179	none	0.947104928056179
ko00950	LinDA	DEpost	DGpre	0.983949485807969	none	0.983949485807969
ko00592	LinDA	DEpost	DGpre	0.649581646164364	none	0.649581646164364
ko00591	LinDA	DEpost	DGpre	0.986092516561724	none	0.986092516561724
ko00590	LinDA	DEpost	DGpre	0.847661517381359	none	0.847661517381359
ko00061	LinDA	DEpost	DGpre	0.857058309587888	none	0.857058309587888
ko03070	LinDA	DEpost	DGpre	0.853310819889137	none	0.853310819889137
ko00253	LinDA	DEpost	DGpre	0.872347830604352	none	0.872347830604352
ko03060	LinDA	DEpost	DGpre	0.956292020678821	none	0.956292020678821
ko04740	LinDA	DEpost	DGpre	0.276752497241648	none	0.276752497241648
ko00380	LinDA	DEpost	DGpre	0.694805308357557	none	0.694805308357557
ko00500	LinDA	DEpost	DGpre	0.784640337485182	none	0.784640337485182
ko05120	LinDA	DEpost	DGpre	0.641843148495819	none	0.641843148495819
ko05322	LinDA	DEpost	DGpre	0.475591240792245	none	0.475591240792245
ko04964	LinDA	DEpost	DGpre	0.143939247318924	none	0.143939247318924
ko04962	LinDA	DEpost	DGpre	0.49234203832991	none	0.49234203832991
ko00625	LinDA	DEpost	DGpre	0.980829682112224	none	0.980829682112224
ko00624	LinDA	DEpost	DGpre	0.886294256531294	none	0.886294256531294
ko00627	LinDA	DEpost	DGpre	0.638098041950475	none	0.638098041950475
ko00626	LinDA	DEpost	DGpre	0.643936990924865	none	0.643936990924865
ko00621	LinDA	DEpost	DGpre	0.418067618105924	none	0.418067618105924
ko00620	LinDA	DEpost	DGpre	0.941528609954816	none	0.941528609954816
ko00623	LinDA	DEpost	DGpre	0.527545725555909	none	0.527545725555909
ko00622	LinDA	DEpost	DGpre	0.350992409570681	none	0.350992409570681
ko00270	LinDA	DEpost	DGpre	0.857634768362383	none	0.857634768362383
ko00940	LinDA	DEpost	DGpre	0.869675627806863	none	0.869675627806863
ko00941	LinDA	DEpost	DGpre	0.476572628446696	none	0.476572628446696
ko01053	LinDA	DEpost	DGpre	0.591789883365362	none	0.591789883365362
ko00100	LinDA	DEpost	DGpre	0.152027868821874	none	0.152027868821874
ko00945	LinDA	DEpost	DGpre	0.480946667172156	none	0.480946667172156
ko05016	LinDA	DEpost	DGpre	0.668849527278393	none	0.668849527278393
ko00071	LinDA	DEpost	DGpre	0.414821468724247	none	0.414821468724247
ko00072	LinDA	DEpost	DGpre	0.354762450818468	none	0.354762450818468
ko05219	LinDA	DEpost	DGpre	0.770414410525624	none	0.770414410525624
ko05215	LinDA	DEpost	DGpre	0.288792333685226	none	0.288792333685226
ko05214	LinDA	DEpost	DGpre	0.276752497241648	none	0.276752497241648
ko05211	LinDA	DEpost	DGpre	0.477359648624191	none	0.477359648624191
ko05210	LinDA	DEpost	DGpre	0.475293957180585	none	0.475293957180585
ko01055	LinDA	DEpost	DGpre	0.922853039273791	none	0.922853039273791
ko04910	LinDA	DEpost	DGpre	0.680503228712359	none	0.680503228712359
ko00531	LinDA	DEpost	DGpre	0.715108925928792	none	0.715108925928792
ko04916	LinDA	DEpost	DGpre	0.276752497241648	none	0.276752497241648
ko00360	LinDA	DEpost	DGpre	0.503205879397728	none	0.503205879397728
ko00633	LinDA	DEpost	DGpre	0.969103880601194	none	0.969103880601194
ko00630	LinDA	DEpost	DGpre	0.648477372370088	none	0.648477372370088
ko00363	LinDA	DEpost	DGpre	0.860880101231133	none	0.860880101231133
ko00364	LinDA	DEpost	DGpre	0.716964108487864	none	0.716964108487864
ko05130	LinDA	DEpost	DGpre	0.0717998281987082	none	0.0717998281987082
ko04115	LinDA	DEpost	DGpre	0.475293957180585	none	0.475293957180585
ko04114	LinDA	DEpost	DGpre	0.276752497241648	none	0.276752497241648
ko00121	LinDA	DEpost	DGpre	0.0346701746537684	none	0.0346701746537684
ko04914	LinDA	DEpost	DGpre	0.288792333685226	none	0.288792333685226
ko00430	LinDA	DEpost	DGpre	0.88433372347204	none	0.88433372347204
ko02010	LinDA	DEpost	DGpre	0.902697832487349	none	0.902697832487349
ko00130	LinDA	DEpost	DGpre	0.467786824210573	none	0.467786824210573
ko03050	LinDA	DEpost	DGpre	0.369272134695015	none	0.369272134695015
ko00361	LinDA	DEpost	DGpre	0.201228652218654	none	0.201228652218654
ko00040	LinDA	DEpost	DGpre	0.802741526619271	none	0.802741526619271
ko00730	LinDA	DEpost	DGpre	0.600488567610394	none	0.600488567610394
ko00362	LinDA	DEpost	DGpre	0.409953611460526	none	0.409953611460526
ko01040	LinDA	DEpost	DGpre	0.64327644214346	none	0.64327644214346
ko00603	LinDA	DEpost	DGpre	0.845062654396924	none	0.845062654396924
ko03018	LinDA	DEpost	DGpre	0.935014312399651	none	0.935014312399651
ko04270	LinDA	DEpost	DGpre	0.276752497241648	none	0.276752497241648
ko00281	LinDA	DEpost	DGpre	0.662667845609532	none	0.662667845609532
ko00280	LinDA	DEpost	DGpre	0.424457062115015	none	0.424457062115015
ko03013	LinDA	DEpost	DGpre	0.612742971079418	none	0.612742971079418
ko04626	LinDA	DEpost	DGpre	0.774223981823587	none	0.774223981823587
ko05200	LinDA	DEpost	DGpre	0.107966286633267	none	0.107966286633267
ko00601	LinDA	DEpost	DGpre	0.0483105516774167	none	0.0483105516774167
ko03015	LinDA	DEpost	DGpre	0.548662795983783	none	0.548662795983783
ko00312	LinDA	DEpost	DGpre	0.104644000820061	none	0.104644000820061
ko05020	LinDA	DEpost	DGpre	0.386697953057268	none	0.386697953057268
ko05143	LinDA	DEpost	DGpre	0.0247688229415892	none	0.0247688229415892
ko00523	LinDA	DEpost	DGpre	0.945161551652942	none	0.945161551652942
ko00520	LinDA	DEpost	DGpre	0.843403779441845	none	0.843403779441845
ko00521	LinDA	DEpost	DGpre	0.941928283500665	none	0.941928283500665
ko05146	LinDA	DEpost	DGpre	0.969744939907519	none	0.969744939907519
ko05145	LinDA	DEpost	DGpre	0.475293957180585	none	0.475293957180585
ko05144	LinDA	DEpost	DGpre	0.961035696663078	none	0.961035696663078
ko00052	LinDA	DEpost	DGpre	0.478370836343216	none	0.478370836343216
ko00053	LinDA	DEpost	DGpre	0.989854287136868	none	0.989854287136868
ko00051	LinDA	DEpost	DGpre	0.806081543443555	none	0.806081543443555
ko00401	LinDA	DEpost	DGpre	0.752940973291553	none	0.752940973291553
ko00400	LinDA	DEpost	DGpre	0.962817402448172	none	0.962817402448172
ko04020	LinDA	DEpost	DGpre	0.0275184705028973	none	0.0275184705028973
ko00350	LinDA	DEpost	DGpre	0.504662242526909	none	0.504662242526909
