feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	LinDA	DEmed	HEmed	0.74926064454917	none	0.74926064454917
ko00564	LinDA	DEmed	HEmed	0.827920991812992	none	0.827920991812992
ko00680	LinDA	DEmed	HEmed	0.887526170860749	none	0.887526170860749
ko00562	LinDA	DEmed	HEmed	0.946745021383076	none	0.946745021383076
ko00563	LinDA	DEmed	HEmed	0.776025478146656	none	0.776025478146656
ko03030	LinDA	DEmed	HEmed	0.760635442823583	none	0.760635442823583
ko00561	LinDA	DEmed	HEmed	0.714503463803576	none	0.714503463803576
ko00440	LinDA	DEmed	HEmed	0.436634843189583	none	0.436634843189583
ko00250	LinDA	DEmed	HEmed	0.993806713173717	none	0.993806713173717
ko00740	LinDA	DEmed	HEmed	0.696889817795446	none	0.696889817795446
ko04111	LinDA	DEmed	HEmed	0.584929340098508	none	0.584929340098508
ko04940	LinDA	DEmed	HEmed	0.59068192126907	none	0.59068192126907
ko00010	LinDA	DEmed	HEmed	0.85423384670362	none	0.85423384670362
ko05412	LinDA	DEmed	HEmed	0.259062867469958	none	0.259062867469958
ko00195	LinDA	DEmed	HEmed	0.769905609880634	none	0.769905609880634
ko03450	LinDA	DEmed	HEmed	0.0564368043763087	none	0.0564368043763087
ko00760	LinDA	DEmed	HEmed	0.7523289800091	none	0.7523289800091
ko00920	LinDA	DEmed	HEmed	0.223654844750668	none	0.223654844750668
ko00311	LinDA	DEmed	HEmed	0.728236228917102	none	0.728236228917102
ko00310	LinDA	DEmed	HEmed	0.659489516355231	none	0.659489516355231
ko04146	LinDA	DEmed	HEmed	0.455358197841906	none	0.455358197841906
ko00600	LinDA	DEmed	HEmed	0.444767167614628	none	0.444767167614628
ko04141	LinDA	DEmed	HEmed	0.627521714679294	none	0.627521714679294
ko04142	LinDA	DEmed	HEmed	0.13340089193411	none	0.13340089193411
ko00604	LinDA	DEmed	HEmed	0.153547024296528	none	0.153547024296528
ko04260	LinDA	DEmed	HEmed	0.115174680621934	none	0.115174680621934
ko03040	LinDA	DEmed	HEmed	0.623812941848774	none	0.623812941848774
ko04110	LinDA	DEmed	HEmed	0.584929340098508	none	0.584929340098508
ko05142	LinDA	DEmed	HEmed	0.159048306545456	none	0.159048306545456
ko00513	LinDA	DEmed	HEmed	0.936359570341065	none	0.936359570341065
ko04973	LinDA	DEmed	HEmed	0.385085774277962	none	0.385085774277962
ko00510	LinDA	DEmed	HEmed	0.14654686931579	none	0.14654686931579
ko05110	LinDA	DEmed	HEmed	0.436587338890928	none	0.436587338890928
ko04974	LinDA	DEmed	HEmed	0.391719969960747	none	0.391719969960747
ko04976	LinDA	DEmed	HEmed	0.605673418955042	none	0.605673418955042
ko00450	LinDA	DEmed	HEmed	0.918294877434003	none	0.918294877434003
ko01051	LinDA	DEmed	HEmed	0.108530033639305	none	0.108530033639305
ko00565	LinDA	DEmed	HEmed	0.0114721866170282	none	0.0114721866170282
ko00524	LinDA	DEmed	HEmed	0.210268226537534	none	0.210268226537534
ko00300	LinDA	DEmed	HEmed	0.667511326783256	none	0.667511326783256
