D	H	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae	0.0101666666666667	0.00941302308802309	0.00887200993450994	0.522104680008123
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Corynebacteriaceae	0.00455	0.00563661616161616	0.00531819153069153	0.553469178229036
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae	0.0108166666666667	0.00338546176046176	0.00440497696747697	0.41166274061193
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae	0.0102761904761905	0.00195714285714286	0.00367515148250443	0.552968303149635
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae	0.0031	0.00335868020868021	0.00283420762244292	0.423252288365621
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae	0.00543333333333333	0.00203704906204906	0.00267545787545788	0.219592754734662
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae	0.00148333333333333	0.0028994338994339	0.00265689033189033	0.405926270368531
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae	0.00365	0.00173680763680764	0.00250138195138195	0.538759110505947
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	5e-04	0.00198235930735931	0.00168697413697414	0.227861891842699
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned	0.0019	0.00113772338772339	0.00151157412848589	0.292297083685354
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae	0.00105	0.00175887445887446	0.00148092046842047	0.200812958088992
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae	0.000966666666666667	0.000466702741702742	0.000773669794258029	0.198326475227524
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Williamwhitmaniaceae	0.000333333333333333	0.00075952380952381	0.000707215007215007	0.189547613718461
Bacteria|Proteobacteria|Gammaproteobacteria|Cardiobacteriales|Cardiobacteriaceae	-0.000966666666666667	0.00103297258297258	0.000702763902763903	0.26594709272281
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	0.00278333333333333	9.507992007992e-05	0.000638185425685426	0.355180223898319
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1	0.00136666666666667	0.000261208236208236	0.000563947163947164	0.181577066981492
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae	0.00315	-0.000253138528138528	0.000540689865689866	0.376933217311622
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae	0.00095	2.34848484848485e-05	0.000393054984231455	0.0558833470225965
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptoniphilaceae	0.00257619047619048	-0.000665897990897991	0.000340603840603841	0.379930639542572
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae	-0.000333333333333333	0.000368808968808969	0.000322233322233322	0.111174189553137
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae	2e-04	9.49633699633696e-05	0.000240766178266178	0.55262211470259
Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae	0	0.000222222222222222	0.000153846153846154	0.00600793650793651
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	-0.000716666666666667	0.000305555555555556	0.000131614219114219	0.289508149389685
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae	-7e-04	0.00052480574980575	0.000121857717445953	0.152095769919391
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	-0.000333333333333333	0.000391955266955267	4.73851312086605e-05	0.254610077081865
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	-0.00238333333333333	0.000395804195804196	3.20776445776446e-05	0.250140771816709
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	-0.000566666666666667	0.000147727272727273	1.3435175935176e-05	0.126174158288011
Bacteria|Bacteroidetes|Saprospiria|Saprospirales|Saprospiraceae	0	0	0	0
