D	H	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Schaalia	0.0226119047619048	0.0107998307248307	0.0138111388611389	0.695474034386479
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoanaerobaculum	0.00985	0.00440959595959596	0.0060150419025419	0.452596116290604
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema	0.00624285714285714	0.00306619769119769	0.00403417693417693	0.305577337375423
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Fretibacterium	0.00553333333333333	0.00318350260850261	0.00379072316572317	0.269156624069099
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	0.0043	0.0032988455988456	0.00350497835497836	0.331151073793955
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae|Desulfobulbus	0.00491666666666667	0.00331295093795094	0.00333671606171606	0.218374577564138
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Selenomonas	0.00631666666666667	0.0014297619047619	0.00264588328338328	0.334114974431456
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Unassigned	0.00356666666666667	0.00194730547230547	0.00249392968142968	0.18856736656434
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Corynebacteriaceae|Corynebacterium	0.00228333333333333	0.00215616883116883	0.00220363802863803	0.280255992653133
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	0.00395	0.00150649350649351	0.0019582042957043	0.21808344852455
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia	0.003	0.00127453102453102	0.00165197302697303	0.23667159342311
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus	0.00133333333333333	0.00147193084693085	0.0015480685980686	0.128130175381755
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Tannerella	0.00405	0.00108365800865801	0.00148576423576424	0.243619375483788
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Kingella	0.00105	0.00110479797979798	0.00113328338328338	0.17983910465214
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Fudania	1.66666666666667e-05	0.0010726911976912	0.000980070338158573	0.363993743230164
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Catonella	0.000333333333333333	0.000757178932178932	0.000810252247752248	0.189894521681074
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptoniphilaceae|Parvimonas	0.00136666666666667	0.000487001887001887	0.000804639804639805	0.200690346860095
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Alloprevotella	0.00103333333333333	0.000649242424242424	0.000768265068265068	0.0821042450243769
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella	-0.00075	0.00109852092352092	0.000758928571428571	0.0704784645872767
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Schwartzia	-0.00253333333333333	0.00211569264069264	0.000721206571206571	0.228195270986888
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes	0.000240476190476191	0.00124170274170274	0.000700091575091575	0.163788999365181
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium	0.000416666666666667	0.000550829725829726	0.000542374292374293	0.0519673395123395
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia	0.000666666666666667	0.000520634920634921	0.00052820316937964	0.0989932815682649
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcaceae_incertae_sedis	0.00015	0.000573412698412698	0.000471944721944722	0.0482002790407146
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Shuttleworthia	2e-04	0.000547222222222222	0.000470629370629371	0.0718708079700918
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter	-0.00113333333333333	0.00109286824286824	0.000400332020920256	0.199131737783179
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia	0	0.000590909090909091	0.000392832167832168	0.0563178418821673
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces	-0.000566666666666667	0.000548124098124098	0.000385259185259185	0.156594294081467
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcus	0.00065	0.000221067821067821	0.000384598734598735	0.0794571952037718
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned|Unassigned	0.000766666666666667	4.04761904761906e-05	0.000305794205794206	0.155010128224266
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia	0.00102380952380952	0.000345562770562771	0.000301745476745477	0.0799338771355849
Bacteria|Tenericutes|Mollicutes|Mycoplasmoidales|Metamycoplasmataceae|Metamycoplasma	0.00055	0.000332323232323232	0.000279638009049774	0.0835601183577345
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1|Peptococcus	9e-04	0.000210966810966811	0.000277641802641803	0.111084925407671
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned|Unassigned	-0.000107142857142857	0.000409523809523809	0.000250047175047175	0.154292599582706
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Marinilabiliaceae|Saccharicrinis	0.00133333333333333	1.99522699522697e-06	0.000247075147075147	0.0804855356419535
Bacteria|Proteobacteria|Gammaproteobacteria|Cardiobacteriales|Cardiobacteriaceae|Cardiobacterium	-0.0013	0.000491017316017316	0.0002001443001443	0.130806408400342
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Unassigned	0.000216666666666667	0.000446367521367521	0.000191666666666667	0.0783513427492907
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus	0	0.000225	0.000183333333333333	0.0100878787878788
