ID	methanol_oxidation	methylotrophy	sulfate_respiration	sulfur_respiration	dark_sulfite_oxidation	dark_hydrogen_oxidation	dark_sulfur_oxidation	dark_oxidation_of_sulfur_compounds	fermentation	aerobic_chemoheterotrophy	human_pathogens_all	human_gut	human_associated	mammal_gut	animal_parasites_or_symbionts	aromatic_compound_degradation	nitrate_respiration	nitrate_reduction	nitrogen_respiration	fumarate_respiration	ureolysis	chemoheterotrophy
DS00P037	0	0	0.301029995663981	0	0	1.41497334797082	0	0	3.74942709912175	3.57634135020579	1.14612803567824	0	1.14612803567824	0	3.33545790068938	0	0.301029995663981	3.11727129565576	0.301029995663981	0.301029995663981	0	3.91466043058922
DS00P049	0	0	0	0	0	0	0	0	3.80099186126017	3.32572085801941	0	0	0	0	3.24303804868629	0.301029995663981	0	3.34340859380386	0	0	0	3.9114772171061
DS00P054	0	0	0	0.602059991327962	0	0.301029995663981	0	0	3.67135800344349	1.95904139232109	0	0	0	0	3.59139855128125	0	0.301029995663981	2.22010808804005	0.301029995663981	0.301029995663981	0	3.67430988894148
DS00P060	0	0	0.477121254719662	0	0	0	0	0	3.64894518216567	2.51454775266029	0	0	0	0	3.57089303621839	1.17609125905568	0	2.90200289135073	0	0	0	3.65475393325293
DS00P065	0	0	0	0.301029995663981	0	0	0	0	3.91003712355305	3.34772021703404	0	0	0	0	3.19506899646859	0.301029995663981	0	3.16136800223497	0	0	0	3.95741571472267
DS00P076	0	0	0	0	0	0	0	0	3.85058497635203	2.60852603357719	0	0	0	0	3.38916608436453	0	0	2.82216807936802	0	0	0	3.85235798366783
DS00P119	0	0	1.54406804435028	0	0	0	0	0	3.76529592969806	2.75587485567249	0	0	0	0	2.74896286125616	0	0	2.31597034545692	0	0	0	3.80106052984786
DS00P138	0	0	1.6232492903979	0	0	0	0	0	3.77276164714403	2.28103336724773	0	0.301029995663981	0.301029995663981	0.301029995663981	3.11260500153457	0.477121254719662	0	2.56110138364906	0	0	0	3.77995705124691
DS00P140	0	0	0.845098040014257	0	0	0	0	0	3.77923563167586	1.66275783168157	0	0	0	0	3.31910605930978	0.602059991327962	0	2.67577834167409	0	0	0	3.78074923110355
DS00P166	0	0	0	0	0	0.301029995663981	0	0	3.68033551341456	1.39794000867204	0	0	0	0	3.34024576156793	0	0.301029995663981	3.14332712999205	0.301029995663981	0.301029995663981	0	3.68322720604144
DS00P172	0	0	2.20951501454263	0	0	0	0	0	3.76871208037766	1.07918124604762	0	0	0	0	2.79865064544527	0.477121254719662	0	1.04139268515822	0	0	0	3.77677380241211
DS00P180	0	0	0.602059991327962	0	0	0	0	0	3.65743832270296	2.68304703823885	0	0	0	0	2.9604707775343	0.698970004336019	0	2.17026171539496	0	0	0	3.7056926965377
DS00P191	0	0	1.11394335230684	0	0	0	0	0	3.83619748077893	3.01870049866624	0.301029995663981	0	0.301029995663981	0	3.16405529189345	0.698970004336019	0	3.03059972196595	0	0	0	3.87016972113644
DS00P193	0	0	1	0	0	0	0	0	3.6746774678732	1.78532983501077	0	0	0	0	3.11826472608948	0.903089986991944	0	2.04921802267018	0	0	0	3.67924614541386
DS00P194	0	0	1.69019608002851	0	0	0	0	0	3.79927160834987	2.84571801796666	0	0.301029995663981	0.301029995663981	0.301029995663981	3.0565237240791	0.477121254719662	0	3.12057393120585	0	0	0	3.83142181706502
DS00P196	0	0	0	0	0	0	0	0	3.80929030117632	3.00860017176192	0	0	0	0	2.95712819767681	0.301029995663981	0	3.34202768808747	0	0	0	3.8676442339031
DS03P016	2.25767857486918	2.25767857486918	0	0	1.46239799789896	0	1.46239799789896	1.46239799789896	3.80969435871692	3.49122157623928	0	0.477121254719662	0.477121254719662	0.477121254719662	3.43120288455652	0.778151250383644	0	3.28668096935493	0	0	2.05307844348342	3.90124030207331
DS03P017	0	0	0	0	0	0	0	0	3.76656155263753	3.27253777737524	0	0.301029995663981	0.301029995663981	0.301029995663981	3.4345689040342	0	0	3.02612451674545	0	0	0	3.84223468634724
DS03P030	0	0	0	0	0	0	0	0	3.65696018274285	3.38881141347352	0.301029995663981	0	0.301029995663981	0	3.55436800099009	0	0	3.26007138798507	0	0	0	3.80256849831396
DS03P037	0	0	0	0	0	0	0	0	3.71775369321072	3.56631962152481	2.02118929906994	0	2.02118929906994	0	3.51108084553912	0	0	3.26670196688409	0	0	0	3.86486691432853
DS03P049	0	0	0	0.301029995663981	0	0	0	0	3.64483232882564	1.8750612633917	0	0	0	0	3.54691264318124	0	0	2.37291200297011	0	0	0	3.64806712944893
DS03P054	0	0	0	0	0	0	0	0	3.6628522332648	3.50947135210255	0	0.301029995663981	0.301029995663981	0.301029995663981	3.34419571587144	0.477121254719662	0	2.66181268553726	0	0	0	3.8806992892187
DS03P060	0	0	0.778151250383644	0	0	0.301029995663981	0	0	3.6698745024898	1.36172783601759	0	0	0	0	3.40551710697638	0.698970004336019	0.301029995663981	1.30102999566398	0.301029995663981	0.301029995663981	0	3.67135800344349
DS03P065	0	0	0	0.301029995663981	0	0	0	0	3.83676704739421	3.65253641859303	0	1.54406804435028	1.54406804435028	1.54406804435028	3.43152458418745	0.301029995663981	0	3.40346370134532	0	0	0	3.95535095736766
DS03P076	0	0	0	0	0	0	0	0	3.95060822478423	3.62283547952152	0	0.477121254719662	0.477121254719662	0.477121254719662	3.43071988786328	0.477121254719662	0	3.69337515102519	0	0	0	3.9525502938982
DS03P237	0	0	0.301029995663981	0	0	0	0	0	3.55942779975949	2.42324587393681	0	0	0	0	3.66829271044822	0	0	3.44185217577329	0	0	0	3.5700757053216
DS03P239	0	0	0.698970004336019	0	0	0	0	0	3.70791066571311	3.01494034979294	0	0	0	0	3.37438169805088	0	0	3.09307130637606	0	0	0	3.7131544018373
DS03P245	0	0	0.477121254719662	0	0	0.301029995663981	0	0	3.82033284489941	1.94939000664491	0.301029995663981	0.698970004336019	0.778151250383644	0.698970004336019	2.56229286445647	0.778151250383644	0.477121254719662	1.99563519459755	0.477121254719662	0.301029995663981	0	3.82288694783415
DS03P272	0	0	0.301029995663981	0	0	0	0	0	3.79913369330206	2.91169015875386	0	0.301029995663981	0.301029995663981	0.301029995663981	3.23603314711764	0	0	2.62838893005031	0	0	0	3.8348020540487
DS03P279	0	0	0.477121254719662	0	0	0	0	0	3.7538127835647	1.86332286012046	0	0.301029995663981	0.301029995663981	0.301029995663981	2.89376176205794	0	0	1.84509804001426	0	0	0	3.75777549101193
DS03P288	0	0	0	0	0	0	0	0	3.75876054390998	1.9731278535997	0	0	0	0	3.16046853111904	0	0	1.88649072517248	0	0	0	3.76432560562598
DS03P295	0	0	0.301029995663981	0	0	0	0	0	3.8746557325981	1.17609125905568	0	0	0	0	3.03582982525283	1	0	2.17897694729317	0	0	0	3.87540856007706
DS03P298	0	0	1.64345267648619	0	0	0	0	0	3.54170402328429	1.68124123737559	0	0	0	0	3.05994188806195	0	0	1.69897000433602	0	0	0	3.54666602507018
DS03P312	0	0	1.76342799356294	0	0	0	0	0	3.71155416825017	1.83884909073726	0	0	0	0	3.14519640611418	0	0	2.07554696139253	0	0	0	3.71625382589604
DS03P313	0	0	0	0	0	0	0	0	3.46523409498801	1.76342799356294	0	0	0	0	3.41413736218448	0	0	2.20951501454263	0	0	0	3.47290265180366
DS04P138	0	0	0.477121254719662	1.11394335230684	0	0	0	0	3.77633790962018	1.14612803567824	0	0	0	0	3.38898878512471	0.477121254719662	0	2.83505610172012	0	0	0	3.77713671250417
DS04P194	0	0	0	0	0	0.301029995663981	0	0	3.83828224991469	3.32613095671079	0	0	0	0	3.43695733066945	0.602059991327962	0.301029995663981	3.21906033244886	0.301029995663981	0.301029995663981	0	3.87708325665065
DS04P86	0	0	1.8750612633917	0	0	0	0	0	3.67705917739216	1.25527250510331	0	0	0	0	2.75511226639507	0.477121254719662	0	1.80617997398389	0	0	0	3.68779641138129
DS05P114	0	0	0	0	0	0	0	0	3.70234435835577	3.27806733088866	0	0	0	0	3.3384564936046	0.477121254719662	0	1.85733249643127	0	0	0	3.8410464654093
DS05P196	0	0	0	0	0	0	0	0	3.73062079788728	3.24748226067705	0	0	0	0	3.31175386105575	0.602059991327962	0	2.77887447200274	0	0	0	3.83664054157277
DS06P140	0	0	0	0	0	0	0	0	3.80099186126017	2.60959440922522	0	0	0	0	3.1914510144649	0.698970004336019	0	1.55630250076729	0	0	0	3.82672252016899
DS06P180	0	0	0	0	0	0	0	0	3.94329661456665	3.47899913167336	0	0	0	0	3.38952046584638	0.778151250383644	0	3.68493508264089	0	0	0	3.97155415344606
DS07P016	0	0	0	0	0	0	0	0	3.79441833087414	3.02201573981772	0	0.301029995663981	0.301029995663981	0.301029995663981	3.56972494922616	0	0	3.09621458534641	0	0	0	3.81264601623312
DS07P037	0	0	0.698970004336019	0	0	0	0	0	3.74710093136499	3.53096768157191	1.47712125471966	0	1.47712125471966	0	3.51281775856487	0	0	3.24254142829838	0	0	0	3.86958370771342
DS07P049	0	0	0	0	0	0	0	0	3.68015414173437	2.60745502321467	0	0	0	0	3.58759872972125	0	0	2.81224469680037	0	0	0	3.6986224297021
DS07P054	0	0	0	0	0	0	0	0	3.74296067021415	3.44653716707364	0	0.301029995663981	0.301029995663981	0.301029995663981	3.13576851456782	0	0	2.76267856372744	0	0	0	3.90552604843505
DS07P060	0	0	0	0	0	0	0	0	3.80023578932735	2.83442070368153	0	0	0	0	3.47508980338901	1.04139268515822	0	2.78887511577542	0	0	0	3.81438079446994
DS07P065	0	0	0	0	0	0.477121254719662	0	0	3.65021035466036	3.70782556833223	0	0.903089986991944	0.903089986991944	0.903089986991944	2.79726754083072	0	0	2.57978359661681	0	0	0	3.96665788420176
DS07P076	0	0	1	0	0	0	0	0	3.89553303948407	1.47712125471966	0	0	0	0	2.85973856619715	0	0	2.15836249209525	0	0	0	3.89580915016913
DS07P172	0	0	0.602059991327962	0	0	0	0	0	3.54257647626053	1.30102999566398	0	0	0	0	3.56902258602956	0.602059991327962	0	2.27415784926368	0	0	0	3.54617236831694
DS07P193	0	0	0	0	0	0	0	0	3.80584054881467	2.01283722470517	0	0	0	0	3.19061179781361	0.301029995663981	0	2.46089784275655	0	0	0	3.80929030117632
DS08P017	0	0	0	0	0	0	0	0	3.78710609303657	3.32489949705231	0	0.698970004336019	0.698970004336019	0.698970004336019	3.41929472175346	0	0	3.09061070782841	0	0	0	3.86545932266196
DS08P191	0	0	0	0	0	0	0	0	3.78646747674028	2.34242268082221	0.698970004336019	0	0.698970004336019	0	3.18298496700358	0	0	3.15685190107001	0	0	0	3.79098847508882
DS10P016	0	0	0	0	0	0	0	0	3.78297399494405	3.12936759572299	0	0.301029995663981	0.301029995663981	0.301029995663981	3.49009900506331	0	0	2.9912260756925	0	0	0	3.83218946106851
DS10P049	0	0	0.301029995663981	0	0	0	0	0	3.81650643704636	2.98317507203781	0	0	0	0	3.35179630689702	0.301029995663981	0	3.13545069934551	0	0	0	3.84781934729524
DS10P054	0	0	0	0	0	0	0	0	3.71957985771372	2.77378644498119	0	0.698970004336019	0.698970004336019	0.698970004336019	3.57460994134019	0.301029995663981	0	3.29003461136252	0	0	0	3.74748949225867
DS10P166	0	0	0	0	0	0	0	0	3.71808629478309	1.34242268082221	0	0	0	0	2.86569605991607	0.477121254719662	0	3.13924921757161	0	0	0	3.72090317081346
