ID	methanol_oxidation	methylotrophy	sulfate_respiration	sulfur_respiration	dark_sulfite_oxidation	sulfite_respiration	respiration_of_sulfur_compounds	knallgas_bacteria	dark_hydrogen_oxidation	dark_sulfur_oxidation	dark_oxidation_of_sulfur_compounds	fermentation	aerobic_chemoheterotrophy	human_pathogens_all	human_gut	human_associated	mammal_gut	animal_parasites_or_symbionts	aromatic_compound_degradation	aliphatic_non_methane_hydrocarbon_degradation	hydrocarbon_degradation	nitrate_respiration	nitrate_reduction	nitrogen_respiration	fumarate_respiration	ureolysis	chemoheterotrophy
HE03P066	0	0	0	0	0	0	0	0	0	0	0	3.74772246203551	3.60681114691896	0	0	0	0	3.68169339200456	0	0	0	0	3.50324577146511	0	0	0	3.83365699689287
HE03P067	0	0	0	0	0.301029995663981	0	0	0	0.301029995663981	0.301029995663981	0.301029995663981	3.68187412212865	3.12385164096709	0	0.301029995663981	0.301029995663981	0.301029995663981	3.65301945109961	1.38021124171161	0	0	0.301029995663981	3.13385812520333	0.301029995663981	0.301029995663981	0	3.72353776153206
HE03P068	0	0	0	0	0	0	0	0	0.845098040014257	0	0	3.81411435612913	3.18298496700358	0	0.477121254719662	0.477121254719662	0.477121254719662	3.38435341413751	0	0	0	0.845098040014257	3.07627625540422	0.845098040014257	0.845098040014257	0	3.84862011743413
HE03P071	0	0	0	0	0	0	0	0	0	0	0	3.81103850860422	3.42553422049826	0.301029995663981	0.698970004336019	0.778151250383644	0.698970004336019	3.51851393987789	0.602059991327962	0	0	0	3.3914644118391	0	0	0	3.8774865280696
HE03P072	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0.301029995663981	0	0	3.77844068357123	3.75686422406055	1.44715803134222	0	1.44715803134222	0	3.50704587242733	0.602059991327962	0	0	0.301029995663981	3.46760810558363	0.301029995663981	0.301029995663981	0	3.95192007352029
HE03P073	0	0	0	0	0.301029995663981	0	0	0	0	0.301029995663981	0.301029995663981	3.57170883180869	3.59769518592551	0	0	0	0	3.40001963506516	0	0	0	0	3.11693964655076	0	0	0	3.85751341477669
HE03P074	0	0	0	0	0	0	0	0	0	0	0	3.83720952780121	3.66209644541792	0	0	0	0	3.53262700122889	0.301029995663981	0	0	0	3.50324577146511	0	0	0	3.93666451300008
HE03P075	0	0	0	0	0.477121254719662	0	0	0	0	0.477121254719662	0.477121254719662	3.74834310448755	3.28510702956681	0	1	1	1	3.47610671684019	1.6232492903979	0	0	0	3.11327469246435	0	0	0	3.8213169705911
HE03P077	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.83352958175864	3.59139855128125	0	0	0	0	3.59483435558332	0.301029995663981	0	0	0.301029995663981	3.52387647563813	0.301029995663981	0.301029995663981	0	3.90671205694296
HE03P078	0	0	0	0	0	0	0	0	0	0	0	3.70061719568206	3.00216606175651	0	0	0	0	3.74209640230324	0	0	0	0	2.99563519459755	0	0	0	3.71222866961954
HE03P082	0	0	0	0	0	0	0	0	0	0	0	3.83346586017069	1.6232492903979	0	0	0	0	3.42078061954857	0	0	0	0	2.57749179983723	0	0	0	3.83397537127991
HE05P026	0	0	0	1.27875360095283	0	0	1.27875360095283	0	0	0	0	3.93038861824432	3.58308536634769	0	0	0	0	3.64305768375145	0	0	0	0	3.76819396163307	0	0	0	3.93656400513527
HE07P004	0	0	0	0	0	0	0	0	0	0	0	3.77085201164214	3.14488541828714	0	0.845098040014257	0.845098040014257	0.845098040014257	3.31302311032324	0.698970004336019	0	0	0	2.58092497567562	0	0	0	3.84447717574568
HE07P010	0	0	0	1.17609125905568	0	0	1.17609125905568	0	0	0	0	3.72664572024091	2.82994669594164	0	0	0	0	3.4944328987264	0	0	0	0	2.59217675739587	0	0	0	3.75419538818984
HE07P012	0	0	0	0	0	0	0	0.301029995663981	0.301029995663981	0	0	3.8065869343278	2.22010808804005	0	0.477121254719662	0.477121254719662	0.477121254719662	3.16820274684263	0	0	0	0	2.46538285144842	0	0	0	3.81458051601032
HE07P019	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.772395061082	3.10380372095596	0	0.477121254719662	0.477121254719662	0.477121254719662	3.20574554094266	2.57863920996807	0	0	0.301029995663981	2.51054501020661	0.301029995663981	0.301029995663981	0	3.84683175282326
HE07P021	0	0	0	0	0	0	0	0.698970004336019	0.698970004336019	0	0	3.66782637895071	3.63508143601087	0	0	0	0	3.34576569311449	0	0	0	0	3.07809415040641	0	0	0	3.90124030207331
HE07P022	0	0	0	0	0	0	0	0.602059991327962	0.602059991327962	0	0	3.74343136514668	3.19920647916166	0	0	0	0	3.62664826847401	0	0.301029995663981	0.301029995663981	0	3.27044590801796	0	0	0	3.77988496319264
HE07P023	0	0	0	1.23044892137827	0	0	1.23044892137827	0.602059991327962	0.602059991327962	0	0	3.83847127907193	3.47523522260413	0	0	0	0	3.55412558151301	0	0	0	0	3.38237730346811	0	0	0	3.8885725968576
HE07P024	0	0	0	0	0	0	0	0	0	0	0	3.53377205838472	3.50893352605003	0	0	0	0	3.48330195235817	0	0	0	0	2.63447727016073	0	0	0	3.80915553174718
HE07P025	0	0	0	1.20411998265592	0	0	1.20411998265592	0	0.301029995663981	0	0	3.65906007224094	2.87966920563205	0	0.602059991327962	0.602059991327962	0.602059991327962	3.54530711646582	0.954242509439325	0	0	0.301029995663981	2.54900326202579	0.301029995663981	0.301029995663981	0	3.71197585435176
HE07P028	0	0	0	2.03742649794062	0	0	2.03742649794062	0	0.301029995663981	0	0	3.92293295655521	2.39967372148104	0	0	0	0	2.86033800657099	0	0	0	0.301029995663981	2.33041377334919	0.301029995663981	0.301029995663981	0	3.93074532831111
HE07P046	0	0	0	0	0	0	0	0	0	0	0	3.81384775422885	3.54654266347813	0	0	0	0	3.09307130637606	0	0	0	0	2.9106244048892	0	0	0	3.96838954184707
HE07P047	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.63628725209851	3.71045586433542	0	0	0	0	3.28712962071911	0.301029995663981	0	0	0.301029995663981	3.09691001300806	0.301029995663981	0.301029995663981	0	3.93242302637674
HE07P048	0	0	0	0	0	0	0	0	0	0	0	3.72296280894249	3.19617618503997	0.301029995663981	0	0.301029995663981	0	3.36248247475117	0	0	0	0	3.001733712809	0	0	0	3.81298016603948
HE07P051	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.91354895790652	3.30362797638389	0	0	0	0	3.33284226699435	0	0	0	0	3.24104815067164	0	0	0	3.93771844361726
HE07P055	0	0	0	0	0	0	0	0	0	0	0	3.878751520173	3.43536650661266	0	0	0	0	3.46834733041216	0	0	0	0	3.29247759366778	0	0	0	3.92783213286658
HE07P056	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.92839585225671	3.68833081811227	0.845098040014257	0	0.845098040014257	0	3.70748501196747	0	0	0	0.301029995663981	3.65417654187796	0.301029995663981	0.301029995663981	0	3.95371138042756
HE07P057	0	0	0	0	0	0	0	0	0	0	0	3.75258617874041	3.65609820201283	0.602059991327962	0	0.602059991327962	0	3.80284211273907	0	0	0	0	3.59933713299249	0	0	0	3.83372069044463
HE07P058	0	0	0.477121254719662	0	0	0.477121254719662	0.477121254719662	0	0	0	0	3.82445127003661	2.78816837114117	0	0	0	0	3.23854788768133	0.602059991327962	0	0	0	2.92012332629072	0	0	0	3.83569057149243
HE07P059	0	0	0.301029995663981	0	0	0.301029995663981	0.301029995663981	0	0.477121254719662	0	0	3.89597473235906	3.27600198996205	0	0	0	0	3.33061666729444	0.477121254719662	0	0	0.477121254719662	3.19173039336286	0.477121254719662	0.477121254719662	0	3.9251573271759
HE07P061	0	0	0	0	0	0	0	0	0	0	0	3.86664172056604	3.45423489574827	0	0	0	0	3.46299661202806	0.301029995663981	0	0	0	3.33445375115093	0	0	0	3.92001891602891
HE07P063	0	0	0	0	0	0	0	0	0	0	0	3.64443858946784	3.49512788124293	0	0.301029995663981	0.301029995663981	0.301029995663981	3.65552259625342	0	0	0	0	3.1476763242411	0	0	0	3.79885773174749
HE07P064	0	0	0	0	0	0	0	0	0	0	0	3.87788942537148	3.20139712432045	0	0.954242509439325	0.954242509439325	0.954242509439325	3.46819958607261	0.698970004336019	0	0	0	3.23603314711764	0	0	0	3.88778603483837
HE07P066	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.66959578102431	3.53478735862949	0	0	0	0	3.53895056201436	0	0	0	0.301029995663981	3.29336255471145	0.301029995663981	0.301029995663981	0	3.7979596437372
HE07P068	0	0	0	0	0	0	0	0	0	0	0	3.83569057149243	3.54715912132742	0.301029995663981	0	0.301029995663981	0	3.583765368285	0	0	0	0	3.50242711998443	0	0	0	3.90243805619866
HE07P071	0	0	0	0	0	0	0	0	0	0	0	3.80420760508204	3.71875073473967	0.477121254719662	0	0.477121254719662	0	3.62634036737504	0.845098040014257	0	0	0	3.57019256109573	0	0	0	3.92562145479083
HE07P072	0	0	0	0	0	0	0	0	0	0	0	3.58771096501891	3.22530928172586	0	0	0	0	3.66304097489397	0	0	0	0	3.24551266781415	0	0	0	3.68340729913209
HE07P073	0	0	0.301029995663981	0.698970004336019	0	0.301029995663981	0.778151250383644	0	0	0	0	3.86711377983198	3.71825250009775	0	0	0	0	3.68475562210862	0.301029995663981	0	0	0	3.63437649408837	0	0	0	3.93348728784871
HE07P074	0	0	0	0	0	0	0	0	0	0	0	3.52775875252097	3.69905685454767	0	0	0	0	3.35621713421974	0	0	0	0	2.92116605063774	0	0	0	3.88592633980143
HE07P075	0	0	0	0	0	0	0	0	0	0	0	3.64699153747712	3.39287274540208	0	0.301029995663981	0.301029995663981	0.301029995663981	3.51930284923543	0.301029995663981	0	0	0	3.10754912974469	0	0	0	3.78132445566699
HE07P077	0	0	0	0	0	0	0	0	0	0	0	3.71281800020785	3.07627625540422	0	0	0	0	3.64117654661311	0.301029995663981	0	0	0	3.4323277922616	0	0	0	3.74327452351193
HE07P078	0	0	0	0	0	0	0	0	0	0	0	3.68268647824977	2.53402610605613	0	0	0	0	3.63508143601087	0	0	0	0	2.23552844690755	0	0	0	3.70191321121234
HE10P003	0.301029995663981	0.301029995663981	0	0	0	0	0	0	0	0	0	3.71222866961954	3.02284061087653	0	0.477121254719662	0.477121254719662	0.477121254719662	3.5152113043278	2.58994960132571	0	0	0	2.51054501020661	0	0	0.301029995663981	3.7769915848564
HE10P049	0	0	0	0	0	0	0	0	0	0	0	3.96834283095895	3.07881918309885	0	0	0	0	3.14643813528577	0	0	0	0	3.04532297878666	0	0	0	3.97529391535621
HE10P054	0	0	0	0	0	0	0	0	0	0	0	3.70654710264036	3.33183204443625	0.301029995663981	0	0.301029995663981	0	3.6773331514199	0	0	0	0	3.29534714833362	0	0	0	3.77151398997967
HG00P003	2.37291200297011	2.37291200297011	0	0	1.38021124171161	0	0	0	0	1.38021124171161	1.38021124171161	3.67098760301003	3.03342375548695	0	0.845098040014257	0.845098040014257	0.845098040014257	3.49009900506331	2.43136376415899	0	0	0	2.62634036737504	0	0	2.32837960343874	3.75089392038213
HG00P010	0	0	0	0.477121254719662	0	0	0.477121254719662	0	0	0	0	3.78717699247055	3.3809344633307	0	0	0	0	3.33304402982349	0	0	0	0	3.20167017964658	0	0	0	3.86605092400927
HG00P011	0.301029995663981	0.301029995663981	0	0.477121254719662	0	0	0.477121254719662	0	0	0	0	3.80140371001736	3.10037054511756	0.954242509439325	0	0.954242509439325	0	3.36698297597785	0	0	0	0	2.99211148778695	0	0	0.301029995663981	3.84348194303996
HG00P012	0	0	0	0	0	0	0	0	0	0	0	3.83321088028261	2.91222205653242	0	0.778151250383644	0.778151250383644	0.778151250383644	3.11859536522376	0	0	0	0	2.55022835305509	0	0	0	3.87592898492293
HG00P014	0	0	0	0	0	0	0	0	0	0	0	3.69931730102138	2.61804809671209	0	0.602059991327962	0.602059991327962	0.602059991327962	3.45209324901773	0	0	0	0	2.42324587393681	0	0	0	3.71833557890851
HG00P021	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.75104803482019	3	0.477121254719662	0	0.477121254719662	0	3.32878720035453	0	0.602059991327962	0.602059991327962	0.301029995663981	2.66838591669	0.301029995663981	0.301029995663981	0	3.79775212865071
HG00P022	0	0	1	0	0	1	1	1.04139268515822	1.04139268515822	0	0	3.65820225338701	2.66651798055488	0	0.698970004336019	0.698970004336019	0.698970004336019	3.41630758705988	1.38021124171161	0	0	0	2.9106244048892	0	0	0	3.69037330691606
HG00P023	0	0	0	0	0	0	0	0.477121254719662	0.477121254719662	0	0	3.62231766083384	2.59217675739587	0	0	0	0	3.54120469068326	0	0	0	0	2.59328606702046	0	0	0	3.64345267648619
HG00P024	0	0	0	0.602059991327962	0	0	0.602059991327962	0.903089986991944	0.903089986991944	0	0	3.70765532353119	2.82994669594164	0	0	0	0	3.12483014941386	0	0	0	0	2.8555191556678	0	0	0	3.75081684264975
HG00P025	0	0	0	1.07918124604762	0	0	1.07918124604762	0	0	0	0	3.80475260215046	2.35602585719312	0	0.698970004336019	0.698970004336019	0.698970004336019	3.37051308959859	1.44715803134222	0	0	0	3.18127177155946	0	0	0	3.81237851115419
HG00P026	0	0	0	1.04139268515822	0	0	1.04139268515822	0.477121254719662	0.602059991327962	0	0	3.8593785044256	2.67394199863409	0	0	0	0	3.27021285489624	1.39794000867204	0	0	0.301029995663981	3.04178731897175	0.301029995663981	0.301029995663981	0	3.8667007560425
HG00P028	0	0	0	1.94939000664491	0	0	1.94939000664491	0	0.698970004336019	0	0	3.84584190742176	2.56584781867352	0	0	0	0	3.23904909314019	0.477121254719662	0	0	0.698970004336019	2.6170003411209	0.698970004336019	0.698970004336019	0	3.85333310500234
HG00P046	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.72615646617276	3.3021143769562	0	0	0	0	3.76012078526457	0	0	0	0.301029995663981	3.33000770087276	0.301029995663981	0.301029995663981	0	3.7504312486602
HG00P047	0	0	0	0	0	0	0	0	0	0	0	3.88286591972163	2.51321760006794	0	0	0	0	3.19755621315354	0	0	0	0	2.53781909507327	0	0	0	3.88935773688893
HG00P048	0	0	0	0	0	0	0	0	0	0	0	3.87215627274829	3.56086269472746	0	0	0	0	3.64048143697042	0	0	0	0	3.51679970408162	0	0	0	3.89674661560741
HG00P050	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.85381984585676	3.64305768375145	0	0	0	0	3.67219025118825	0	0	0	0.301029995663981	3.55339751012388	0.301029995663981	0.301029995663981	0	3.91222205653242
HG00P051	0	0	0.301029995663981	0	0	0.301029995663981	0.301029995663981	0	0.301029995663981	0	0	3.79518458968242	3.35964579267454	0	0	0	0	3.52009032811284	0	0	0	0.301029995663981	3.2380461031288	0.301029995663981	0.301029995663981	0	3.85985852048099
HG00P055	0	0	0	0	0	0	0	0	0	0	0	3.68565218411552	3.37438169805088	0.301029995663981	0	0.301029995663981	0	3.7701152947871	0	0	0	0	3.45255306322893	0	0	0	3.73431968085901
HG00P056	0	0	0	0	0	0	0	0	0	0	0	3.8563058664333	3.50338206347373	0.602059991327962	0	0.602059991327962	0	3.59184341122478	0	0	0	0	3.40568778667278	0	0	0	3.90590376621662
HG00P058	0	0	0	0	0	0	0	0	0	0	0	3.91907809237607	3.63265971329391	0	0	0	0	3.67495294804857	0	0	0	0	3.60129931019434	0	0	0	3.9447293603033
HG00P059	0	0	0	0	0	0	0	0	0	0	0	3.78038932847095	3.11126251365907	0	0	0	0	3.56902258602956	0	0	0	0	3.23172438332852	0	0	0	3.79823617636794
HG00P061	0	0	0	0	0	0	0	0	0	0	0	3.71591981743358	3.45954325828041	0	0	0	0	3.61108573341487	0	0	0	0	3.27760921430409	0	0	0	3.82588029893618
HG00P063	0	0	0.903089986991944	0	0	0.903089986991944	0.903089986991944	0	0.301029995663981	0	0	3.77691900284205	3.33745926129066	0	0	0	0	3.3647385550554	0	0	0	0.301029995663981	2.97680833733807	0.301029995663981	0.301029995663981	0	3.85973856619715
HG00P064	0	0	0.301029995663981	0	0	0.301029995663981	0.301029995663981	0	0	0	0	3.79643555881017	3.50447086249442	0	0.602059991327962	0.602059991327962	0.602059991327962	3.53832233323144	0.698970004336019	0	0	0	3.36078268987328	0	0	0	3.87395965474335
HG00P066	0	0	0	0	0	0	0	0	0.698970004336019	0	0	3.82975391892497	3.5358002908249	0	0	0	0	3.498448403174	0	0	0	0.698970004336019	3.50718097726024	0.698970004336019	0.698970004336019	0	3.8886848466597
HG00P071	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.76484835719341	3.42176840120692	0	0.301029995663981	0.301029995663981	0.301029995663981	3.56984189940376	0	0	0	0.301029995663981	3.31260043926126	0.301029995663981	0.301029995663981	0	3.8316138553091
HG00P072	0	0	0	0	0	0	0	0	0	0	0	3.89125861690414	3.81763146719052	0.778151250383644	0.301029995663981	0.845098040014257	0.301029995663981	3.73735169580371	0.954242509439325	0	0	0	3.71608685377483	0	0	0	3.96731391828708
HG00P073	0	0	0	0	0	0	0	0	0	0	0	3.56205482965638	3.72956972630197	0	0	0	0	3.32407657973949	0	0	0	0	3.07954300740291	0	0	0	3.91158370098108
HG00P074	0	0	0	0.698970004336019	0	0	0.698970004336019	0	0.602059991327962	0	0	3.77026273817059	3.44994098877334	0	0.301029995663981	0.301029995663981	0.301029995663981	3.46731206298055	0.477121254719662	0	0	0.602059991327962	3.22141423784234	0.602059991327962	0.602059991327962	0	3.86882070619752
HG00P075	0	0	0	0	0	0	0	0	0	0	0	3.58771096501891	3.43616264704076	0	0	0	0	3.38934331125208	0.301029995663981	0	0	0	2.78532983501077	0	0	0	3.79726754083072
HG00P077	0	0	0	0	0	0	0	0	0	0	0	3.78532983501077	3.52917360326172	0	0.301029995663981	0.301029995663981	0.301029995663981	3.37493155397819	0.477121254719662	0	0	0	3.20736503746907	0	0	0	3.91587450285769
HG00P078	0	0	0	0	0	0	0	0	0	0	0	3.8059084550742	3.45560611258187	0	0	0	0	3.56217386336465	0.477121254719662	0	0	0	3.38987455839099	0	0	0	3.86858566655877
HG00P082	0	0	0	0	0	0	0	0	0	0	0	3.77048380943111	1.65321251377534	0	0	0	0	3.45178643552429	0	0	0	0	2.79169064902012	0	0	0	3.77166095934889
HS00P003	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.76930346018908	3.41279642871654	0	0	0	0	3.72098574415374	0	0	0	0	3.49262072204319	0	0	0	3.80174661921946
HS00P004	0	0	0	0	0	0	0	0	0	0	0	3.79330135361311	3.29622628726116	0	1.41497334797082	1.41497334797082	1.41497334797082	3.47334096418594	0	0	0	0	3.24477176149529	0	0	0	3.85113599501157
HS00P010	0	0	0	0	0	0	0	0	0	0	0	3.71474876072506	3.69722934275972	1.46239799789896	1.47712125471966	1.76342799356294	1.47712125471966	3.52737208282761	0	0	0	0	3.33665982345442	0	0	0	3.90821685308939
HS00P011	0	0	0	0.301029995663981	0	0	0.301029995663981	0.301029995663981	0.301029995663981	0	0	3.77151398997967	3.14019367857863	0.477121254719662	1.30102999566398	1.34242268082221	1.30102999566398	3.54777470538782	0	0	0	0	3.10687054447865	0	0	0	3.80854855124041
HS00P012	0	0	0	0	0	0	0	0	0	0	0	3.83467497446274	2.87563993700417	0	0	0	0	3.39846084960822	0	0	0	0	2.85125834871908	0	0	0	3.8560639533331
HS00P014	2.47275644931721	2.47275644931721	0	0	1.46239799789896	0	0	0	0.778151250383644	1.46239799789896	1.46239799789896	3.75974336759772	3.12287092286444	0	1.32221929473392	1.32221929473392	1.32221929473392	3.43104194533589	1.20411998265592	0	0	0.778151250383644	3.03140846425162	0.778151250383644	0.778151250383644	2.41329976408125	3.8228216453031
HS00P019	2.34635297445064	2.34635297445064	0	0	1.44715803134222	0	0	0	0	1.44715803134222	1.44715803134222	3.81914894280713	3.44947839918736	0	1.69897000433602	1.69897000433602	1.69897000433602	3.51613857671707	0	0	0	0	3.39619934709574	0	0	2.16731733474818	3.88138465677057
HS00P025	0	0	0.602059991327962	0	0	0.602059991327962	0.602059991327962	0	0	0	0	3.77298145034496	3.44963265047007	0.698970004336019	0.602059991327962	0.903089986991944	0.602059991327962	3.44669246637153	1.30102999566398	2.75127910398334	2.75127910398334	0	3.45101845215546	0	0	0	3.86787978345838
HS00P029	0	0	0	0	0	0	0	0	0	0	0	3.7098633174404	3.51134851549021	0	0	0	0	3.27646180417324	0	0	0	0	2.95856388322197	0	0	0	3.89520147477889
HS00P034	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.75959230864598	3.09377178149873	0.477121254719662	0.301029995663981	0.602059991327962	0.301029995663981	3.39058187855044	0.778151250383644	1.47712125471966	1.47712125471966	0.301029995663981	2.86153441085904	0.301029995663981	0.301029995663981	0	3.82691664718492
