ID	methanol_oxidation	methylotrophy	sulfate_respiration	sulfur_respiration	dark_sulfite_oxidation	sulfite_respiration	respiration_of_sulfur_compounds	knallgas_bacteria	dark_hydrogen_oxidation	dark_sulfur_oxidation	dark_oxidation_of_sulfur_compounds	fermentation	aerobic_chemoheterotrophy	human_pathogens_all	human_gut	human_associated	mammal_gut	animal_parasites_or_symbionts	aromatic_compound_degradation	aliphatic_non_methane_hydrocarbon_degradation	hydrocarbon_degradation	nitrate_respiration	nitrate_reduction	nitrogen_respiration	fumarate_respiration	ureolysis	chemoheterotrophy
HS00P036	0	0	0	0	0	0	0	0	0	0	0	3.86021818466876	2.99956548822598	0.602059991327962	0	0.602059991327962	0	2.81624129999178	0.301029995663981	0	0	0	2.49692964807321	0	0	0	3.90832413927618
HS00P040	0	0	0	0	0	0	0	0	0	0	0	3.75120209458835	3.47334096418594	0.301029995663981	0	0.301029995663981	0	3.43663963169266	0	0	0	0	3.27160930137883	0	0	0	3.87616008482563
HS00P041	0	0	0	0	0	0	0	1.32221929473392	1.32221929473392	0	0	3.82412583391655	3.62675085368339	0	0	0	0	3.48770386316373	0	0	0	0	3.44185217577329	0	0	0	3.93211847202912
HS00P042	0	0	0	0	0	0	0	0	0	0	0	3.81881950754754	3.42732378635725	0	0	0	0	3.45848676379821	0.301029995663981	1.20411998265592	1.20411998265592	0	3.29754166781816	0	0	0	3.88823567327057
HS00P044	0	0	0	0	0	0	0	0	0	0	0	3.85082995984853	3.51534389308838	0	0	0	0	3.62971533264713	0	0	0	0	3.49052030936335	0	0	0	3.89248417936469
HS00P045	0	0	0	0	0	0	0	1.5910646070265	1.5910646070265	0	0	3.82568570802176	3.12090281761453	0	0	0	0	3.38934331125208	0.301029995663981	0	0	0	3.00817418400643	0	0	0	3.8747716371843
HS00P046	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.34713478291002	1.75587485567249	0	0	0	0	3.59988307207369	0	0	0	0	2.28103336724773	0	0	0	3.35024801833416
HS00P047	0	0	0	0	0	0	0	0	0	0	0	3.90460736381545	3.446070935701	0	0	0	0	3.49554433754645	0.903089986991944	0	0	0	3.75762374590839	0	0	0	3.93394260274126
HS00P048	0	0	0	0	0	0	0	0	0	0	0	3.78304557211469	1.72427586960079	0	0	0	0	3.45438746714695	0	0	0	0	2.02118929906994	0	0	0	3.78426058256608
HS00P050	0	0	0	0	0	0	0	0	0	0	0	3.39932753215868	2.76715586608218	0	0	0	0	3.00216606175651	0	0	0	0	2.82930377283102	0	0	0	3.43743344379797
HS00P051	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.566083784168	1.96848294855394	0	0	0	0	3.65446533352015	0	0	0	0	2.56937390961505	0	0	0	3.56808433131539
HS00P055	0	0	0	0	0	0	0	0	0	0	0	3.74538712132001	2.29003461136252	0	0	0	0	3.5358002908249	0	0	0	0	2.40483371661994	0	0	0	3.75495958772171
HS00P056	0	0	0	0	0	0	0	0.301029995663981	0.301029995663981	0	0	3.87005258169354	3.49817266063654	0	0.698970004336019	0.698970004336019	0.698970004336019	3.64256343710439	0.477121254719662	0	0	0	3.69600671521855	0	0	0	3.88778603483837
HS00P057	0	0	0.477121254719662	0.477121254719662	0	0.477121254719662	0.698970004336019	0	0	0	0	3.80256849831396	1.61278385671974	0	0	0	0	3.46553155697355	0	0	0	0	2.5092025223311	0	0	0	3.80746737568428
HS00P058	0	0	0	0	0	0	0	0	0	0	0	3.94324712513786	3.71474876072506	0	0	0	0	3.74842062246757	0	0	0	0	3.86445174715818	0	0	0	3.94987770403687
HS00P059	0	0	0	0	0	0	0	0	0	0	0	3.70104963072914	2.27646180417324	0	0.301029995663981	0.301029995663981	0.301029995663981	3.41128291301738	0.301029995663981	0	0	0	2.53907609879278	0	0	0	3.71307032585564
HS00P061	0	0	0	0	0	0	0	0	0	0	0	3.75250940078884	3.14207646107328	0	0.301029995663981	0.301029995663981	0.301029995663981	3.52439612210384	0	0	0	0	3.04257551244019	0	0	0	3.81730087839332
HS00P063	0	0	0	0	0	0	0	0	0	0	0	3.79351100579286	2.11727129565576	0	0	0	0	3.48086892368717	0	0	0	0	2.01283722470517	0	0	0	3.79837437668156
HS00P064	0	0	0	0	0	0	0	0	0	0	0	3.72484908762939	2.48000694295715	0	0	0	0	3.61909333062674	0	0	0	0	3.13161866434913	0	0	0	3.74491854244135
HS00P068	0	0	0	0	0	0	0	0	0	0	0	3.87523494645016	3.22891340599469	0	0.301029995663981	0.301029995663981	0.301029995663981	3.22141423784234	0	0	0	0	3.03702787975578	0	0	0	3.91692746611299
HS00P071	0	0	0	0	0	0	0	0	0	0	0	3.86758532654704	2.64443858946784	0.301029995663981	0	0.301029995663981	0	3.19451434188247	0	0	0	0	2.7041505168398	0	0	0	3.88711070312488
HS00P072	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.83129374437701	3.26810972980848	0.477121254719662	0	0.477121254719662	0	3.3142886609475	0	0	0	0	2.9982593384237	0	0	0	3.90633504180509
HS00P073	0	0	0	0.602059991327962	0	0	0.602059991327962	0	0	0	0	3.67960957177976	2.93247376467715	0.845098040014257	0.602059991327962	1	0.602059991327962	3.50256366910736	0.778151250383644	0	0	0.301029995663981	3.13987908640124	0.301029995663981	0	0	3.71239713140672
HS00P074	0	0	0	1.32221929473392	0	0	1.32221929473392	0	0	0	0	3.5854607295085	3.61605519497659	1.46239799789896	0	1.46239799789896	0	3.16256440652302	0	0	0	0	2.60530504614111	0	0	0	3.88530466758897
HS00P075	0	0	0	0.477121254719662	0	0	0.477121254719662	0	0	0	0	3.90827049949572	2.54282542695918	0	0	0	0	3.21932250841934	0	0	0	0	2.82020145948564	0	0	0	3.90923500336831
HS00P077	0	0	0	0	0	0	0	0	0	0	0	3.88806711340744	2.63548374681491	1.41497334797082	0	1.41497334797082	0	3.25333800532611	0	0	0	0	2.68394713075151	0	0	0	3.89359533381988
HS00P082	0	0	0	0	0	0	0	0	0	0	0	3.7388598020722	2.81557774832427	0.698970004336019	0.301029995663981	0.778151250383644	0.301029995663981	3.54752857645978	0	0	0	0	2.83569057149243	0	0	0	3.75762374590839
HS00P109	0	0	0	0	0	0	0	0	0	0	0	3.60766943668824	2.51851393987789	0	0	0	0	3.25911584418507	0.477121254719662	0	0	0	2.61909333062674	0	0	0	3.64087877870162
HS00P110	0	0	0	0	0	0	0	0	0	0	0	3.8992731873176	2.46982201597816	0	0	0	0	2.84695532501982	0.301029995663981	0	0	0	2.8926510338773	0	0	0	3.91200937558698
HS00P118	0	0	0	0	0	0	0	0	0	0	0	3.72623804680264	2.50785587169583	0	0	0	0	2.88252453795488	0	0	0	0	1.81954393554187	0	0	0	3.74826557266874
HS00P137	0	0	0	0	0	0	0	0	0	0	0	3.75823040845775	2.46538285144842	0	0	0	0	2.82865989653532	0.903089986991944	0	0	0	2.92220627743902	0	0	0	3.77553763478096
HS00P142	0	0	0	0	0	0	0	0	0	0	0	3.87233112123025	2.60205999132796	0	0	0	0	2.90794852161227	1.07918124604762	0	0	0	3.15198239545747	0	0	0	3.88761730033574
HS00P167	0	0	1.39794000867204	0	0	1.39794000867204	1.39794000867204	0	0	0	0	3.66152874013198	1.39794000867204	0	0.301029995663981	0.301029995663981	0.301029995663981	3.22891340599469	0.903089986991944	0	0	0	2.2380461031288	0	0	0	3.66473596851871
HS00P176	0	0	0.845098040014257	0	0	0.845098040014257	0.845098040014257	0	0.903089986991944	0	0	3.80215775318696	2.00432137378264	0	0.778151250383644	0.778151250383644	0.778151250383644	3.15503222879097	0.903089986991944	0	0	0.903089986991944	3.3386556655787	0.903089986991944	0.903089986991944	0	3.80712895559242
HS00P179	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.83314711191279	2.57978359661681	0.301029995663981	0	0.301029995663981	0	2.97358962342726	0.903089986991944	0	0	0.301029995663981	3.44901531634779	0.301029995663981	0.301029995663981	0	3.84329508273651
HS00P192	0	0	0.301029995663981	0	0	0.301029995663981	0.301029995663981	0	0.301029995663981	0	0	3.72320931040511	1.89209460269048	0	0.301029995663981	0.301029995663981	0.301029995663981	3.19865708695442	0.602059991327962	0	0	0.301029995663981	3.04766419460156	0.301029995663981	0.301029995663981	0	3.72908375704361
HS00P198	0	0	1.55630250076729	1.72427586960079	0	1.55630250076729	1.94448267215017	0	0	0	0	3.73822544814251	2.8318697742805	0	0	0	0	3.03742649794062	0.477121254719662	0	0	0	2.40823996531185	0	0	0	3.77771673860963
HS00P201	0	0	1.79934054945358	0	0	1.79934054945358	1.79934054945358	0	0.698970004336019	0	0	3.69992440274248	2.26717172840301	0.301029995663981	0	0.301029995663981	0	2.94939000664491	0.698970004336019	0	0	0.778151250383644	2.33645973384853	0.778151250383644	0.698970004336019	0	3.71725431276255
HS00P93	0	0	1.11394335230684	1.84509804001426	0	1.11394335230684	1.91381385238372	0	0	0	0	3.76514679010803	1.39794000867204	0	0	0	0	2.62838893005031	0.477121254719662	0	0	0	1.75587485567249	0	0	0	3.77195474896395
HS00P96	0	0	0	0	0	0	0	0	0	0	0	3.69284691927723	2.41664050733828	0	0	0	0	3.22582599146189	0	0	0	0	2.61172330800734	0	0	0	3.71070956572434
HS03P003	0	0	0	0	0	0	0	0	0	0	0	3.70867579272654	3.5556988947189	0	0	0	0	3.34399906905716	0	0	0	0	3.10516942799933	0	0	0	3.89159320434897
HS03P004	0	0	0	0	0	0	0	0	0	0	0	3.66351247041516	3.64708942871655	0	1.44715803134222	1.44715803134222	1.44715803134222	3.46996920949996	0.477121254719662	0	0	0	3.14113609012074	0	0	0	3.88722333136252
HS03P005	0.778151250383644	0.778151250383644	0.301029995663981	0	0.301029995663981	0.301029995663981	0.301029995663981	0	0	0.301029995663981	0.301029995663981	3.72271616748849	3.55424680816611	0.602059991327962	1.73239375982297	1.75587485567249	1.73239375982297	3.4344092075875	0	0	0	0	3.07261747654524	0	0	0	3.89148170383952
HS03P010	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.74725639744214	3.50297305906563	0.602059991327962	0.903089986991944	1.04139268515822	0.903089986991944	3.09061070782841	0	0	0	0.301029995663981	2.58883172559421	0.301029995663981	0.301029995663981	0	3.92844706320918
HS03P011	0	0	0	0	0	0	0	0	0	0	0	3.85660806843694	3.32797162362301	0	0.602059991327962	0.602059991327962	0.602059991327962	3.34966598409663	0.301029995663981	0	0	0	3.11394335230684	0	0	0	3.91524149730619
HS03P012	0	0	0	0	0	0	0	0	0	0	0	3.90671205694296	2.5910646070265	0	0.602059991327962	0.602059991327962	0.602059991327962	2.80071707828239	0	0	0	0	2.38560627359831	0	0	0	3.91944421046524
HS03P014	2.20139712432045	2.20139712432045	0	0	1.36172783601759	0	0	0	0	1.36172783601759	1.36172783601759	3.7462448717202	3.46893780566546	0.301029995663981	1	1.04139268515822	1	3.50037371435337	0.477121254719662	0	0	0.301029995663981	3.26458172923808	0.301029995663981	0	2.19589965240923	3.85691006030079
HS03P019	0.301029995663981	0.301029995663981	0	0	0.301029995663981	0	0	0	0	0.301029995663981	0.301029995663981	3.64295887940979	3.50009919191572	0	0.845098040014257	0.845098040014257	0.845098040014257	3.4970679363985	0.903089986991944	0	0	0	3.03901732199741	0	0	0	3.83403901815947
HS03P024	0	0	0.698970004336019	0	0	0.698970004336019	0.698970004336019	0	0	0	0	3.75883622474696	3.51574141666937	0.301029995663981	0	0.301029995663981	0	3.15350998930084	0.477121254719662	1.95904139232109	1.95904139232109	0	2.90579588036787	0	0	0	3.91960102378411
HS03P025	0	0	0	0	0	0	0	0	0	0	0	3.72965066833592	3.63968566124268	0	0	0	0	3.46523409498801	0.845098040014257	2.82542611776782	2.82542611776782	0	3.35659943572497	0	0	0	3.89921841785137
HS03P026	0	0	0.301029995663981	0	0	0.301029995663981	0.301029995663981	0	0	0	0	3.80597635071756	3.1476763242411	0	0	0	0	3.34986008219233	0	0	0	0	3.15228834438306	0	0	0	3.86033800657099
HS03P029	0	0	0	0	0	0	0	0	0	0	0	3.62510657540347	3.2718416065365	0	0	0	0	3.40036527334994	0	0	0	0	2.91960102378411	0	0	0	3.76633847525129
HS03P031	0	0	0	0	0	0	0	1.69897000433602	1.73239375982297	0	0	3.78738962135211	3.24204423936955	0.477121254719662	0	0.477121254719662	0	3.43088094645289	0	0	0	0.698970004336019	3.07114529045108	0.698970004336019	0.698970004336019	0	3.85497367372642
HS03P034	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.57852460527499	3.39967372148104	0	0	0	0	3.57703198562603	0	1.5910646070265	1.5910646070265	0.301029995663981	3.01745072951054	0.301029995663981	0.301029995663981	0	3.76581751530992
HS03P035	0	0	0	0	0	0	0	0	0	0	0	3.75747194776567	3.62726341656822	0.954242509439325	0	0.954242509439325	0	3.4782778319196	0	0	0	0	3.28936595152003	0	0	0	3.91813522616636
HS03P040	0	0	0	0	0	0	0	0	0	0	0	3.79148011602	3.2626883443017	0	0	0	0	3.01199311465926	0	0.301029995663981	0.301029995663981	0	2.65896484266444	0	0	0	3.89713204338209
HS03P041	0	0	0.301029995663981	0	0	0.301029995663981	0.301029995663981	0	0	0	0	3.71474876072506	3.37106786227174	1.11394335230684	0	1.11394335230684	0	3.59835270986928	0	0	0	0	3.32014628611105	0	0	0	3.79761373015308
HS03P042	0	0	0	0	0	0	0	0	0	0	0	3.74780009086437	3.36772854608698	0.954242509439325	0	0.954242509439325	0	3.51811894714315	0.477121254719662	1.63346845557959	1.63346845557959	0	3.22634208716363	0	0	0	3.84192231167945
HS03P044	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.66482994114309	3.46834733041216	0	0	0	0	3.27966694404846	0	0	0	0.301029995663981	3.13321945673249	0.301029995663981	0.301029995663981	0	3.87057946055268
HS03P045	0	0	0	0	0	0	0	1.07918124604762	1.07918124604762	0	0	3.84235957333068	3.47377883464672	0	0	0	0	3.00518051250378	0	0	0	0	3.02530586526477	0	0	0	3.96894968098134
HS03P046	0	0	0	0	0	0	0	0	0	0	0	3.83613414946537	2.69897000433602	0	0	0	0	3.45727618606133	0	0	0	0	2.75511226639507	0	0	0	3.83664054157277
HS03P047	0	0	0	0	0	0	0	0	0	0	0	3.84004333060349	2.77959649125782	0	0	0	0	3.14643813528577	0	0	0	0	2.79028516403324	0	0	0	3.85805571805036
HS03P048	0	0	0	0	0	0	0	0	0	0	0	3.85052370887899	3.16494737262184	0	0.301029995663981	0.301029995663981	0.301029995663981	3.498448403174	0	0	0	0	3.18667386749975	0	0	0	3.86320385902863
HS03P050	0	0	0	0	0	0	0	0	1	0	0	3.78986263004638	2.41664050733828	0	0	0	0	3.16613397030511	0	0	0	1	2.65896484266444	1	1	0	3.79218149614968
HS03P051	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.88603927556644	3.39304846641678	0	0	0	0	3.31576049066573	0	0	0	0	3.31827208021163	0	0	0	3.9507541815935
HS03P055	0	0	0	0	0	0	0	0	0	0	0	3.63828953541426	2.01283722470517	0	0	0	0	3.63848925695464	0.301029995663981	0	0	0	2.70329137811866	0	0	0	3.64216763440495
HS03P056	0	0	0	0	0	0	0	0	0	0	0	3.62900161928699	2.62531245096167	0	0	0	0	3.67163559660213	0	0	0	0	2.50514997831991	0	0	0	3.65934563574618
HS03P057	0	0	0	0	0	0	0	0	0	0	0	3.82743389540078	2.5327543789925	0	0	0	0	3.49471102520526	0	0	0	0	3.09968064110925	0	0	0	3.8285310066451
HS03P058	0	0	0	0	0	0	0	0	0	0	0	3.72672720902657	3.81023251799508	0	0	0	0	3.56014583984905	0.301029995663981	0	0	0	3.52465571235778	0	0	0	3.95172597542459
HS03P059	0	0	0	0	0	0	0	0	0	0	0	3.88513496606343	2.58206336291171	0.845098040014257	0	0.845098040014257	0	3.30984300471607	0	0	0	0	3.24154648059655	0	0	0	3.89226160691554
HS03P061	0	0	0	0	0	0	0	0	0	0	0	3.66838591669	3.84285876244529	0	0	0	0	3.43949059038968	0	0	0	0	3.41697317260304	0	0	0	3.96642334594369
HS03P063	0	0	0	0	0	0	0	0	0	0	0	3.73639650227664	2.33041377334919	0.698970004336019	1.61278385671974	1.65321251377534	1.61278385671974	3.45530177165708	1.20411998265592	0	0	0.698970004336019	2.39619934709574	0.698970004336019	0	0	3.7427251313047
HS03P064	0	0	0	0	0	0	0	0	0	0	0	3.77568324902604	2.68033551341456	0	0	0	0	3.32263271169222	0	0	0	0	2.35793484700045	0	0	0	3.80270532707435
HS03P066	0	0	0	0	0	0	0	0	0	0	0	3.76693309383728	3.11991541025799	0	0	0	0	3.61836193110988	0.477121254719662	0	0	0	3.11394335230684	0	0	0	3.78002912733734
HS03P067	0	0	0	0	0	0	0	0	0	0	0	3.77349389227097	2.84757265914211	0	0	0	0	3.4896772916637	0	0	0	0	3.2464985807958	0	0	0	3.77720925814568
HS03P068	0	0	0	0	0	0	0	0	0	0	0	3.7701152947871	3.14891099310936	0	0.602059991327962	0.602059991327962	0.602059991327962	3.43039759138697	0.301029995663981	0	0	0	3.41879829059035	0	0	0	3.77611979905299
HS03P071	0	0	0	0	0	0	0	0	0	0	0	3.93726707221141	2.86451108105839	0.477121254719662	0	0.477121254719662	0	3.00560944536028	0	0	0	0	3.10890312766731	0	0	0	3.95080282296466
HS03P072	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.87972649663958	2.23552844690755	0	0	0	0	3.20547503674089	0	0	0	0	2.58994960132571	0	0	0	3.88643431962894
HS03P073	0	0	0	0	0	0	0	0	0	0	0	3.83784086165552	2.59549622182557	0	0	0	0	3.38453261549425	0	0	0	0	2.68484536164441	0	0	0	3.84341966520492
HS03P074	0	0	0	0	0	0	0	0	0	0	0	3.84929654083473	3.40226138245468	2.07918124604762	0	2.07918124604762	0	3.54082981411108	0	0	0	0	3.36135002435227	0	0	0	3.88806711340744
HS03P075	0	0	0	0	0	0	0	0.477121254719662	0.477121254719662	0	0	3.94777670846474	3.75396586586516	0.301029995663981	1.07918124604762	1.11394335230684	1.07918124604762	3.78218586649202	0	0	0	0	3.77312792403333	0	0	0	3.95264716975894
HS03P077	0	0	0	0.602059991327962	0	0	0.602059991327962	0	0	0	0	3.8342935124427	3.17114115102838	0	0.477121254719662	0.477121254719662	0.477121254719662	3.43885865942056	0	0	0	0	3.15624619039734	0	0	0	3.85363738195859
HS07P004	0	0	0.301029995663981	0	0	0.301029995663981	0.301029995663981	0	0	0	0	3.79719826983896	3.53844805171022	0.477121254719662	1.07918124604762	1.14612803567824	1.07918124604762	3.28194193344082	0	0	0	0	3.07003786660776	0	0	0	3.93580945380993
HS07P010	0	0	0.301029995663981	0.301029995663981	0	0.301029995663981	0.477121254719662	0	0	0	0	3.78024528386535	3.54530711646582	0.845098040014257	1.81291335664286	1.85125834871908	1.81291335664286	3.36716948853468	0	0	0	0	3.17926446433903	0	0	0	3.91169015875386
HS07P011	0.301029995663981	0.301029995663981	0	0	0	0	0	0	0	0	0	3.80167805903589	3.29928933408768	0	0.778151250383644	0.778151250383644	0.778151250383644	3.30792370361188	1.11394335230684	0	0	0	3.10687054447865	0	0	0.301029995663981	3.87453979707101
HS07P012	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.77415185895471	3.06145247908719	0	1.11394335230684	1.11394335230684	1.11394335230684	3.46731206298055	0.477121254719662	0	0	0	3.07224989761351	0	0	0	3.8055008581584
HS07P014	0	0	0	0	0	0	0	0	0	0	0	3.77633790962018	3.46044678388072	0	0.903089986991944	0.903089986991944	0.903089986991944	3.41547416810924	2.55022835305509	0	0	0	3.19728055812562	0	0	0	3.88280904139244
HS07P019	0.301029995663981	0.301029995663981	0	0	0	0	0	0	0	0	0	3.66903780088516	3.46893780566546	0	0.698970004336019	0.698970004336019	0.698970004336019	3.45453998496482	1.67209785793572	0	0	0	2.98317507203781	0	0	0	3.84323277809801
HS07P024	0	0	0.301029995663981	0	0	0.301029995663981	0.301029995663981	0	0	0	0	3.71850168886727	3.39932753215868	0	0.301029995663981	0.301029995663981	0.301029995663981	3.36210531929377	0.845098040014257	2.31806333496276	2.31806333496276	0	3.1215598441875	0	0	0	3.83683028648888
HS07P025	0	0	0	0	0	0	0	0	0	0	0	3.64443858946784	3.60195140413352	0	0	0	0	3.4996870826184	0	0	0	0	3.15044940946088	0	0	0	3.86003838980719
HS07P026	0	0	0	0	0	0	0	0	0	0	0	3.73559889969818	3.06483221973857	0	0	0	0	3.53122337453303	0	0	0	0	3.12872228433843	0	0	0	3.7979596437372
HS07P029	0	0	0	0	0	0	0	0	0	0	0	3.68142215572101	3.49009900506331	0	0	0	0	3.46938013584993	0	0	0	0	3.16820274684263	0	0	0	3.85424529706612
HS07P031	0	0	0	0	0	0	0	1.20411998265592	1.20411998265592	0	0	3.78397500341267	3.36398782974849	0.301029995663981	0	0.301029995663981	0	3.29247759366778	0	0	0	0	2.93901977644867	0	0	0	3.89287340688877
HS07P034	0	0	0	0	0	0	0	0	0	0	0	3.66763970605641	3.07881918309885	0	0	0	0	3.65040466986803	0	0	0	0	3.27760921430409	0	0	0	3.71891668601486
HS07P035	0	0	0	0	0	0	0	0	0	0	0	3.8258154449852	3.67933703052079	0.954242509439325	0	0.954242509439325	0	3.60292771285919	0	0	0	0	3.49789674291322	0	0	0	3.93135615046793
HS07P036	0	0	0	0	0	0	0	1.79934054945358	1.79934054945358	0	0	3.66294661433262	3.13924921757161	1	0	1	0	3.65600232068296	0.602059991327962	0	0	0	3.32139127831169	0	0	0	3.73287604136271
HS07P040	0	0	0	0	0	0	0	1.7481880270062	1.75587485567249	0	0	3.82801506422398	2.95520653754194	0	0	0	0	3.32242605240595	0	0	0	0.301029995663981	3.01994668167884	0.301029995663981	0.301029995663981	0	3.86021818466876
HS07P041	0	0	0	0	0	0	0	0	0	0	0	3.770925614639	3.39304846641678	0.301029995663981	0	0.301029995663981	0	3.54691264318124	0	0.698970004336019	0.698970004336019	0	3.23628527744803	0	0	0	3.8483738838446
HS07P042	0	0	0	0	0	0	0	0	0	0	0	3.71189154988058	3.4696747725518	0.301029995663981	0	0.301029995663981	0	3.55509444857832	0	1.76342799356294	1.76342799356294	0	3.20520436394814	0	0	0	3.8380931384456
HS07P045	0	0	0	0	0	0	0	0	0	0	0	3.73798732633343	3.42340972773309	0.845098040014257	0	0.845098040014257	0	3.70859084515034	0	0	0	0	3.3914644118391	0	0	0	3.78901632679337
HS07P046	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.76708162136332	1.95904139232109	0	0.301029995663981	0.301029995663981	0.301029995663981	3.50064806337191	0	0	0	0.301029995663981	2.09342168516224	0.301029995663981	0.301029995663981	0	3.76804581410242
HS07P047	0	0	0	0	0	0	0	0	0.698970004336019	0	0	3.77959649125782	1.88649072517248	0	0	0	0	3.46269740810172	0	0	0	0.698970004336019	2.82672252016899	0.698970004336019	0.698970004336019	0	3.78354628227035
HS07P048	0	0	0	0	0	0	0	0.845098040014257	0.845098040014257	0	0	3.84067056133341	3.57275546515422	0	0.301029995663981	0.301029995663981	0.301029995663981	3.67651071028255	0	0	0	0	3.49009900506331	0	0	0	3.89331781161611
HS07P050	0	0	0	0	0	0	0	0	0.301029995663981	0	0	3.71382642438052	1.98677173426624	0	0	0	0	3.5686709780099	0	0	0	0.301029995663981	2.45331834004704	0.301029995663981	0.301029995663981	0	3.71650416377322
HS07P051	0	0	0	0.477121254719662	0	0	0.477121254719662	0	0	0	0	3.73078227566639	2.8318697742805	0.602059991327962	1.66275783168157	1.69019608002851	1.66275783168157	3.55581968306119	0.954242509439325	0	0	0.301029995663981	2.82672252016899	0.301029995663981	0	0	3.74264658993874
HS07P055	0	0	0	0	0	0	0	0	0	0	0	3.73271534034999	2.14301480025409	0	0	0	0	3.58489634413745	0	0	0	0	2.02118929906994	0	0	0	3.74012573696573
HS07P056	0	0	0	0	0	0	0	0	0	0	0	3.5081255360832	2.88536122003151	0	0	0	0	3.72542155007426	0	0	0	0	2.87563993700417	0	0	0	3.56878821231535
HS07P057	0	0	0	0	0	0	0	0	0	0	0	3.89253980465864	3.07918124604762	0	0	0	0	3.43392976560846	0	0	0	0	3.1156105116743	0	0	0	3.89696690193315
HS07P058	0	0	0.698970004336019	0	0	0.698970004336019	0.698970004336019	0	0	0	0	3.72615646617276	3.28555730900777	0.477121254719662	0	0.477121254719662	0	3.32980452216407	0	0	0	0	2.88252453795488	0	0	0	3.84553211749358
HS07P059	0	0	0.477121254719662	0	0	0.477121254719662	0.477121254719662	0	0.301029995663981	0	0	3.88930170250631	2.45636603312904	0	0.602059991327962	0.602059991327962	0.602059991327962	3.18098558078673	1.30102999566398	0	0	0.301029995663981	3.55412558151301	0.301029995663981	0.301029995663981	0	3.89392812654261
HS07P061	0	0	0	0	0	0	0	0	0	0	0	3.38898878512471	2.77378644498119	0	0	0	0	3.89426066444699	0	0	0	0	3.13257984765974	0	0	0	3.40071063677323
HS07P063	0	0	0	0	0	0	0	0	0	0	0	3.67154308526257	2.72916478969277	0	0.301029995663981	0.301029995663981	0.301029995663981	3.68618923424402	0	0	0	0	3.30685374869301	0	0	0	3.69783936821836
HS07P064	0	0	0	0	0	0	0	0	0	0	0	3.92142634101527	3.4895366294821	0	0.477121254719662	0.477121254719662	0.477121254719662	3.56407397897715	0	0	0	0	3.60873991906879	0	0	0	3.93318347917461
HS07P066	0	0	0	0	0	0	0	0	0	0	0	3.88132758410055	2.98272338766855	0	0	0	0	3.02857125269254	0	0	0	0	2.68574173860226	0	0	0	3.91650658711516
HS07P068	0	0	0	0	0	0	0	0	0	0	0	3.66940986728778	1.99122607569249	0	0	0	0	3.67237497874608	0	0	0	0	2.87098881376058	0	0	0	3.67145055421249
HS07P071	0	0	0.477121254719662	0.477121254719662	0	0.477121254719662	0.698970004336019	0	0	0	0	3.85545858038604	3.09656243837414	0.698970004336019	0.301029995663981	0.778151250383644	0.301029995663981	3.41962536088774	0	0	0	0.301029995663981	3.06892761168207	0.301029995663981	0	0	3.87892373396757
HS07P072	0	0	0	0	0	0	0	0.301029995663981	0.301029995663981	0	0	3.78859255592036	3.01745072951054	0.301029995663981	0	0.301029995663981	0	3.40823996531185	0.477121254719662	0	0	0	3.00860017176192	0	0	0	3.80841355140037
HS07P073	0	0	0	0	0	0	0	0	0	0	0	3.75050839485135	3.51534389308838	0	0	0	0	3.75853342223729	0	0	0	0	3.52543355342882	0	0	0	3.78283080520259
HS07P074	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.5736836930938	2.45178643552429	0.602059991327962	0.301029995663981	0.698970004336019	0.301029995663981	3.74052058605366	0	0	0	0	2.2405492482826	0	0	0	3.59073040579269
HS07P075	0	0	0	0.301029995663981	0	0	0.301029995663981	0	0	0	0	3.89014146006458	3.066698550423	0.301029995663981	0.778151250383644	0.845098040014257	0.778151250383644	3.3059958827708	0	0	0	0	3.56062387454993	0	0	0	3.9006947744524
HS07P077	0	0	0	0	0	0	0	0	0.477121254719662	0	0	3.7049222912234	2.59659709562646	0	0.602059991327962	0.602059991327962	0.602059991327962	3.56667313760612	0	0	0	0.477121254719662	3.49982449583958	0.477121254719662	0.477121254719662	0	3.70850588095524
HS10P003	0	0	0	0	0	0	0	0	0	0	0	3.76290352849906	3.50297305906563	0	0	0	0	3.54678935163126	0	0	0	0	3.37106786227174	0	0	0	3.85070748537454
