E	S	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Campilobacterota|Campylobacteria|Campylobacterales|Campylobacteraceae	-0.000228297702714376	0.000625831151508964	0.000263306499814055	0.679829959558258
Bacteria|Firmicutes|Clostridia|Clostridiales|Tissierellaceae	0.000608004143354276	-0.000194787881890531	0.000181065170707105	0.87430275006356
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	0.000105449003054279	0.000132322034886977	0.000111001515595071	0.855172094678231
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae	-0.000432811229242781	0.000486498048288426	0.000103028535878595	0.462913649704941
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae	0.000474363835929169	-0.000331398799487849	5.65580690273408e-05	0.515827356152776
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae	-0.000374764122518097	0.000224263585781417	-1.0565012288304e-05	0.80459030784021
Bacteria|Tenericutes|Mollicutes|Mycoplasmoidales|Metamycoplasmataceae	0.000298178052265213	-0.000284502300244672	-1.65673817587568e-05	0.814613039368805
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae	6.15889892252795e-05	-9.68245212922686e-05	-2.06725185797067e-05	0.123981381952279
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae	-2.81968438301054e-05	-7.702460633289e-05	-5.0698779730928e-05	0.143176601788907
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	0.000540462647155098	-0.000467103974663084	-8.60280073876743e-05	0.940636617639744
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae	-0.000659770756369558	0.000225615408788631	-0.000160291567736678	0.493908371121119
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae	-0.000279900868700505	-0.000228225785412475	-0.000255097254532203	0.782857810595807
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned	-0.000213063480503782	-0.000378275829263144	-0.00029692240867785	0.627995791759176
