ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HG00P003	HG00P010	HG00P011	HG00P012	HG00P014	HG00P021	HG00P022	HG00P023	HG00P024	HG00P025	HG00P026	HG00P028	HG00P046	HG00P047	HG00P048	HG00P050	HG00P051	HG00P055	HG00P056	HG00P058	HG00P059	HG00P061	HG00P063	HG00P064	HG00P066	HG00P071	HG00P072	HG00P073	HG00P074	HG00P075	HG00P077	HG00P078	HG00P082	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082
ASV_85	-1.704	16.209	0.0652216243001943	1	NotSig	0.172	0.561	0.223	0.26	0.832	0.55	0.24	0.064	0.043	0.032	0.186	0.147	0.174	0.134	0.244	0.631	0.394	0.141	0.114	0.074	0.087	0.042	0.052	0.252	0.058	0.07	0.165	0.189	0.027	0.055	0.113	0.022	0.01	0.024	0.033	0.334	7.577	1.042	0.772	4.523	0.317	0.279	0.367	0.053	0.161	0.047	0.774	0.309	0.734	1.067	0.131	0.166	0.123	0.217	0.104	0.045	0.074	0.039	0.076	0.372	0.301	0.251	0.168	0.131	0.177	0.04	0.47	0.084	0.017	0.081	0.239	0.027	0.19	0.005
ASV_75	-0.075	14.714	0.206954210182123	1	NotSig	0.329	0.346	0.086	0.188	0.014	0.081	0.241	0.175	0.017	0.019	0.031	0.014	0.042	0.027	0.014	0.082	0.118	0.063	0.275	0.026	0.28	0.168	0.13	1.057	0.314	0.808	0.288	0.921	2.687	0.745	0.63	0.074	1.077	0.148	0.01	0.407	0.07	0.485	0.257	0.309	0.072	0.088	0.116	0.036	0.366	0.047	0.061	0.202	1.048	0.029	0.028	1.226	0.051	0.072	0.098	0.108	0.169	0.311	0.138	0.234	1.229	0.573	0.214	1.681	0.334	1.306	0.493	0.556	0.171	0.152	0.244	0.443	0.078	0.005
ASV_84	0.1	13.648	0.618840448976474	1	NotSig	0.144	0.135	0.202	0.003	0.01	0.002	0.033	0.152	0	0.006	0	0.184	0.008	0.021	0.071	0.027	0.125	0.053	0.359	0.005	0.167	0.021	0.074	0.758	0	0.004	0.055	0.22	0.121	1.079	0.302	0.045	0.157	0.481	0.013	0.114	0.184	0.131	0	0	0	0.053	0.086	0.045	0.007	0	0.002	0.004	0.009	0.002	0.237	0.009	0.032	0.072	0.152	0.063	0.009	0.052	0.039	0.036	0.468	0.01	0.043	0.043	0.123	0.125	0.564	0.057	1.284	0.106	0.112	0.968	0.002	0.006
ASV_106	1.079	14.985	0.900288045893486	1	NotSig	0.136	0.064	0	0.18	0.297	0	0.131	0.029	0.012	0.011	0.036	0	0	0	0.005	0.003	0.006	0	0	0.056	0.017	0.014	0.006	0.008	3.243	0.055	0.006	0.017	0.004	0	0.115	0.015	0.002	0.007	0.21	0	0	0	0.295	0.205	0	0.103	0	0.01	0.025	0	0.125	0	0	0.007	0.007	0.006	0.021	0	0.01	0.007	0.003	0.055	0.016	0.008	0.052	0	0.027	0.084	1.312	0.043	0.004	0.005	0.003	0.023	0.016	0.003	0.02	0.012
ASV_76	-0.66	14.99	0.778869918748531	1	NotSig	0.211	0.333	0.065	0.062	0.128	0.374	0.088	0.039	0.227	0.107	0.468	0.683	0.201	0.295	0.154	0.46	0.088	0.13	0.245	0.096	0.122	0.648	0.181	0.254	0.11	0.151	0.12	0.161	0.07	0.111	0.304	0.074	0.188	0.42	0.122	0.063	0.112	0.118	0.449	0.104	0.212	0.091	0.097	3.254	0.214	0.218	0.498	1.119	0.328	2.014	0.12	0.092	0.117	0.082	0.136	0.092	0.156	0.329	0.846	0.064	0.139	0.07	0.207	0.134	0.105	0.141	0.185	0.118	0.063	0.19	0.129	0.521	0.036	0.012
ASV_78	0.301	14.617	0.464925154347163	1	NotSig	0.355	0.288	0.055	0.683	1.743	2.513	0.078	0.043	0.014	0.009	0.011	0.067	0.006	0.008	0.203	0.036	0.03	1.593	0.462	0.059	0.09	0.075	0.077	0.636	0.86	0.192	0.234	0.985	0.742	0.053	0.069	0.014	0.013	0.031	0.017	0.059	0.203	0.264	0.132	0.035	0.074	0.571	0.067	0.03	0.02	0.003	0.089	0.027	0.042	0.004	0.313	0.627	0.116	0.299	0.187	0.088	1.192	0.183	0.118	0.045	1.077	0.055	0.113	0.125	0.376	1.927	0.544	1.391	0.053	0.057	0.496	0.063	0.156	0.002
ASV_83	-0.035	14.681	0.709174655311832	1	NotSig	0.283	0.29	0.196	0.022	0.083	0.018	0.054	0.22	0.028	0.011	0.007	0.053	0.002	0	1.159	0.048	0.183	0.059	0.27	0.008	0.163	0.024	1.623	0.101	0.005	0.609	0.144	1.023	0.033	0.597	0.242	0.432	0.119	1.803	0.002	0.204	0.232	0.431	0.097	0.71	0.012	0.224	1.343	0.059	0.014	0.017	0.017	0.099	0.002	0	0.595	0.044	0.586	0.069	0.038	0.044	0.032	0.01	0.126	0.066	0.071	0.702	2.627	0.149	0.153	0.168	0.363	0.027	0.435	0.085	0.753	0.7	0.003	0
ASV_64	-0.022	12.191	0.470428242969435	1	NotSig	0.025	0.026	0.005	0.06	0	0.453	0.001	0.033	0.002	0.002	0.004	0	0	0	0.002	0.005	0.001	0.001	0.002	0	0	0	0	0	0	0.026	0.209	0	0	0	0.006	0	0	0.015	0	0.007	0.073	0.086	0.028	0.002	0.468	0	0.051	0	0.005	0.009	0	0.002	0	0.002	0.007	0.004	0	0	0.001	0.001	0.001	0	0	0.001	0	0.007	0.043	0.173	0	0	0	0	0	0.006	0.001	0.016	0	0
ASV_97	-0.458	13.394	0.839796274665008	1	NotSig	0.167	0.23	0.12	0.054	0.128	0.239	0.057	0.167	0.064	0.109	0.215	0.417	0.142	0.098	0.041	0.093	0.092	0.019	0.066	0.019	0.032	0.932	0.22	0.14	0.159	0.037	0.02	0.694	0.053	0.04	0.201	0.161	0.044	0.246	0.403	0.087	0.62	0.384	0.414	0.269	0.855	0.067	0.113	0.78	0.332	0.116	1.077	0.545	0.342	0.33	0.166	0.108	0.037	0.031	0.094	0.02	0.046	0.011	0.196	0.021	0.151	0.032	0.034	0.033	0.105	0.112	0.101	0.091	0.038	0.889	0.023	0.023	0.235	0.034
ASV_89	1.954	15.376	0.937343050901304	1	NotSig	0.451	0.116	0.075	3.913	0.196	2.638	0.063	0	0.038	0.03	1.412	0.254	0.01	0.004	0.125	0.031	0.026	4.252	0.259	0.019	0.066	0.064	0.017	0.035	0.036	0.144	0.228	0.159	0.062	0.035	0.04	0.028	0.316	0.113	0.192	0.049	0.022	0.047	0.097	0.083	0.219	0.152	0.015	0.144	0.066	0.067	0.07	0.009	0.005	0.119	0.229	0.025	0.116	0.692	0.1	0.042	0.168	0.041	0.195	0.026	0.077	0.142	0.198	0.128	0.063	0.208	0.035	0.565	0.036	0.044	0.071	0.15	0.002	0.022
ASV_70	-0.819	16.073	0.977457757491676	1	NotSig	0.165	0.291	0.045	0.003	0.019	0.99	0.018	0.021	0.024	0	0.002	0.327	0.008	0.015	0.008	0.017	0.052	0.029	0.108	0.007	0.134	0.046	0.022	0.215	0.01	0.786	0.102	0.078	0.199	0.078	0.063	0.836	0.561	0.618	0.002	0.035	0.051	0.034	0.003	0.003	0.058	0.076	0.041	0.024	0	0.029	0.006	0	0.009	0.009	0.022	0.021	0.663	0.027	0.09	0.032	0.184	0.085	0.014	0.023	6.894	0.062	0.143	0.217	0.105	0.267	0.107	0.107	0.77	0.441	0.652	0.043	0.003	0
ASV_100	-1.719	14.709	0.478803983597506	1	NotSig	0.066	0.219	0.03	0.045	0.091	0.033	0.107	0.006	0.035	0.009	0.349	0.11	0.173	0.192	0.001	0.122	0.25	0.009	0.057	0.025	0.044	0.015	0.028	0.015	0.006	0.081	0.022	0.069	0.037	0.026	0.061	0.004	0.015	0.021	0.102	0.107	0.147	0.007	0.097	1.134	0.063	0.481	1.214	0.002	0.339	0.023	0.1	0.282	0.125	2.678	0.015	0.043	0.029	0.008	0.252	0.018	0.012	0.003	0.03	0.042	0.015	0.01	0.015	0.031	0.321	0.533	0.06	0.01	0.017	0.07	0.006	0.004	0.126	0.054
ASV_93	0.294	15.205	0.990982530103737	1	NotSig	0.331	0.27	0.019	0.2	0.091	0.066	0.013	0.078	0.002	0	0.002	0.004	0.019	0.006	0.118	0.149	0.088	0.17	0.293	3.777	0.331	0.151	0.269	0.604	0.03	0.292	1.993	0.215	0.1	0.222	0.621	0.162	0.293	0.53	0.007	0.037	0.029	0.03	0.007	0.008	0.096	0.017	0.047	0.006	0.016	0	0.002	0	0.014	0.004	0.107	0.14	0.562	0.179	0.136	0.334	0.331	0.158	0.898	1.157	0.27	0.491	0.421	0.555	0.172	0.103	0.564	0.144	0.795	1.276	0.571	0.838	0.002	0.003
ASV_118	-1.362	14.18	0.541398923053432	1	NotSig	0.036	0.093	0	0.027	0.069	0	0.024	0.029	0.007	0.002	0.009	0.004	0.006	0.002	0.024	0.132	0.014	0.001	0.119	0.093	0.047	0.05	0.042	0.075	0.103	0.055	0.004	0.002	0.076	0.006	0.074	0.004	0.004	0.03	0.053	0	0	0	0.17	0.026	0	0.007	0	0.002	0.032	0.003	0.015	0.004	0.009	0.002	0.052	0.297	0.019	0.018	0.006	0.02	0.065	0.206	0.062	0.036	1.856	0.002	0.012	0.019	0.014	0.018	0.023	0.079	0.003	0.043	0.409	0.081	0.002	0
ASV_98	-1.972	14.221	0.661664067612526	1	NotSig	0.018	0.069	0.006	0	0	0	0	0	0	0	0	0.004	0.093	0.019	0	0	0	0	0	0	0	0	0	0.003	0	0.044	0.136	0.04	0.004	0.015	0.106	0.026	0.019	0.039	0.025	0	0.006	0.061	0	0	0	0	0.133	0	0.014	0	0	0.009	0.005	0.011	0	0	0	0	0.001	0	0	0	0	0	0.001	0.11	0.058	0.145	0	0	0.045	0.005	0.014	0.115	0.004	0.029	0.011	1.91
ASV_61	-0.58	14.477	0.725610204128498	1	NotSig	0.175	0.261	0.006	0.438	0.476	0	0.26	0.206	0.009	0.006	0.007	0	0.006	0.006	0.057	0.004	0.021	0.121	0.757	0.027	0.078	0.05	0.237	0.028	0	0.218	0.006	0.071	0.341	0.607	0.029	0.059	1.473	0.157	0	0.012	0.005	0.029	0.31	0.345	0	0.157	0.012	0.01	0.009	0.035	0.117	0.002	0	0	0.233	0.007	0.275	0.014	0.004	0.06	1.737	2.002	0.048	0.001	0.193	0	0.055	0	0.146	0.065	0.057	0.499	1.291	0.017	2.281	0.151	0	0
ASV_117	-1.169	14.064	0.515760546280227	1	NotSig	0.051	0.115	0.033	0.203	0.136	0.015	0.127	0.037	0.009	0.002	0.007	0.016	0.013	0.006	0.048	0.018	0.15	0.079	0.096	0.037	0.021	0.003	0.001	0	0.131	0.03	0.114	0.201	0.006	0.087	0.017	0	0	0.024	0.02	0.007	0.036	0.05	1.713	0.262	0.053	0.043	0.018	0.091	0.111	0.006	0.013	0.011	0.018	0	0.134	0.068	0.009	0.077	0.058	0.003	0.004	0.152	0.005	0.005	0.01	0.045	0.012	0.087	0.369	0.184	0.181	0.004	0.03	0.004	0.012	0.053	0.012	0.535
ASV_104	1.02	15.88	0.804840339921207	1	NotSig	0.276	0.136	0.048	0.312	0.236	0.026	6.03	0.341	0.144	0.032	0.337	0.018	0.022	0.021	0.004	0.009	0.033	0.007	0.041	0.019	0.03	0.011	0.001	0.012	0	0.266	0.154	0.301	0.002	0.003	0.192	0.095	0.008	0.037	0.312	0.005	0.022	0.01	0.32	0.302	0.069	0.445	0.088	0.071	0.266	0.035	0.273	0.027	0.021	0.042	0.013	0.015	0.16	0.009	0.009	0.003	0.041	0.228	0.003	0.003	0.088	1.579	0.497	0.142	0.098	0.087	0.164	0.008	0.001	0.047	0.014	0.033	0.065	0.003
ASV_105	-0.716	13.734	0.30416196145216	1	NotSig	0.032	0.053	0	0.064	0.25	0	0.03	0	0	0	0.002	0.018	0.002	0.023	0.002	0	0.009	0.017	0	0.004	0.011	0.001	0	0.009	0.296	0.018	0.118	0.04	0.059	0.007	0.034	0.018	0	0.003	0.02	0	0	0	0.041	0.03	0	0.04	0	0	0	0	0	0.002	0.002	0	0	0	0.041	0	0	0.001	0.065	0.015	0.004	0	0	0.002	0.262	0.001	0.009	0.007	0.045	1.363	0.033	0.035	0.01	0.01	0.016	0.014
ASV_136	0.478	14.453	0.352298770774496	1	NotSig	0.1	0.072	0	0	0	0	0	2.243	0.007	0.006	0.009	0.01	0.002	0	0.229	0.005	0.018	0.017	0.016	0.037	0.003	0.004	0.003	0.006	0.031	0.037	0.032	0.017	0.018	0.008	0.48	0.001	0.033	0.005	0.012	0	0	0	0.001	0	0.002	0	0.041	0.097	0.02	0.009	0.223	0.02	0.048	0	0.997	0.018	0.021	0.049	0.001	0.003	0.035	0.007	0.013	0.008	0.01	0.224	0.034	0.076	0.002	0	0.021	0.071	0.006	0.085	0	0.026	0.606	0.018
ASV_174	1.156	16.046	0.44832313298972	1	NotSig	0.292	0.131	0.107	0.366	0.263	0.004	6.768	0.156	0.144	0.043	0.038	0.08	0.042	0.004	0	0.004	0.004	0.001	0.046	0.016	0.187	0	0	0.003	0	0.528	0.014	0	0.006	0	0.003	0.034	0.008	0.018	0.742	0.031	0.057	0.013	0.273	0.277	0.036	0.241	0.051	0.522	0.448	0.035	0.36	0.085	0.037	0.004	0	0.003	0	0.006	0.13	0.009	0.012	0.034	0.001	0.001	0.008	0.017	1.068	0.003	0.783	0.278	0	0.007	0.007	0	0.175	0.02	0.03	0.043
ASV_112	-0.269	14.03	0.611049403400667	1	NotSig	0.092	0.111	0.011	0.354	0.034	0.199	0.017	0	0.071	0.049	0.033	0.018	0.045	0.086	0.024	0.043	0.02	0.251	0.654	0.048	0.003	0.006	0.007	0.034	0.015	0.037	0.057	0.024	0.01	0.011	0	0.006	0.002	0.013	0.85	0.031	0.167	0.019	0.044	0.008	0.019	0.007	0.278	0.087	0.061	1.673	0.049	0.018	0.023	0.011	0.122	0.013	0.021	0.386	0.048	0.003	0.009	0.007	0.017	0.012	0.031	0.102	0.043	0.031	0.007	0.06	0.016	0.008	0.003	0.005	0.091	0.089	0.181	0.513
ASV_111	1.888	16.432	0.84763773414027	1	NotSig	0.487	0.132	0.023	0.116	0.117	0.055	0.078	0.039	0.009	0.004	0	0.025	0.07	0.006	4.438	0.308	0.133	0.251	0.259	8.841	0.462	0.085	0.052	0.387	0.002	0.059	0.002	0.04	0.006	0.006	0.023	0.014	0.002	0.017	0.147	0.009	0.081	0.01	0.139	0.793	0.026	0.052	0.003	0.01	0.091	0.003	0.006	0.027	0.051	0	0.515	0.059	0.165	0.304	0.171	0.169	0.256	0.74	0.215	0.548	0.388	0.007	0.082	0.001	0.021	0	0.041	0.001	0.009	0.009	0.096	0.007	0.023	0.005
ASV_126	2.758	14.707	0.726002351998314	1	NotSig	0.196	0.029	0.064	1.24	0.035	0.052	0.021	0.006	0.17	0.066	2.675	0.857	0.259	0.038	0	0.001	0.011	0.026	0.046	0	0.008	0.004	0.003	0.006	0.042	0.52	0.006	0	0.004	0.003	0.003	0.001	0.029	0	0.258	0.031	0.002	0.002	0.019	0.016	0.002	0.01	0.065	0.095	0.07	0.076	0.064	0.022	0.023	0.108	0.033	0.007	0.007	0.091	0.023	0.007	0.013	0.001	0.003	0.02	0.004	0	0.119	0.007	0.014	0.011	0.018	0.073	0.006	0.001	0	0.004	0.012	0.046
ASV_96	-4.084	17.005	0.990415963990195	1	NotSig	0.036	0.618	0.003	0.002	0.005	0	0.003	0	0.005	0	0	0	0.005	0	0	0.143	0	0.095	0.547	0.085	0	0	0.001	0.002	0.003	0.162	0	0	0.098	0	0	0.001	0	0	0.043	0.002	0.008	0.002	0.025	0.003	0	0.002	0.002	0	0	0.006	0	0.002	0.002	0	0	0.061	0	0.084	13.151	0.022	0.001	0	0	0.119	0	0	0	0	2.097	8.485	0	0	0	0	0.019	0	0.002	0
ASV_130	-0.317	14.719	0.529090251132823	1	NotSig	0.219	0.273	0.048	0.022	0.069	0.042	0.018	0.023	0.009	0.011	0.018	0.022	0.005	0.004	0.614	0.133	0.05	1.458	0.922	0.18	0.464	0.103	0.73	0.533	0.001	0.406	0.908	0.062	0.057	0.053	0.026	0.028	0.128	0.067	0.015	0.033	0.104	0.035	0.26	0.061	0.026	0.034	0.044	0.012	0.002	0.009	0.006	0.002	0.005	0	0.705	0.101	0.082	1.396	1.102	0.964	0.069	0.074	0.42	2.698	0.217	0.351	0.323	0.127	0.218	0.15	0.238	0.033	0.315	0.03	0.188	0.151	0.045	0.008
ASV_137	-0.85	14.053	0.945928522128361	1	NotSig	0.041	0.075	0.008	0.002	0.01	0.002	0.008	0.07	0.092	0.299	0.06	0.031	0.125	0.071	0.019	0.01	0.014	0.108	0.055	0.204	0.014	0.013	0.004	0.012	0.049	0.018	0.024	0.019	0	0.001	0.002	0.011	0.006	0.003	0.002	0.009	0.015	0	0.012	0.002	0.022	0.005	0.062	0.128	0.109	1.699	0.091	0.052	0.074	0.046	0.01	0.001	0.009	0.079	0.055	0.006	0.015	0.022	0.113	0.036	0.018	0	0.009	0.009	0.009	0.065	0.002	0.02	0	0.007	0.058	0.029	0	0.009
ASV_107	0.453	11.962	0.402521558994989	1	NotSig	0.029	0.021	0.012	0.002	0	0.006	0.03	0.031	0.021	0	0	0.074	0.005	0.002	0.399	0.018	0.02	0.042	0.071	0.012	0.014	0.007	0.004	0.068	0	0.007	0.006	0.007	0.004	0.015	0.015	0.017	0.004	0.021	0.033	0.009	0.011	0.008	0.006	0.005	0.005	0.043	0.008	0.004	0.002	0	0.002	0.007	0.007	0	0.108	0.004	0.098	0.038	0.02	0.004	0.015	0.032	0.014	0.021	0.137	0.005	0.034	0.001	0	0.002	0.018	0.001	0.105	0.004	0.052	0.001	0	0
ASV_109	-0.071	12.526	0.50126592029175	1	NotSig	0.048	0.051	0.009	0.022	0.59	0.009	0.026	0.014	0.005	0.021	0.073	0.114	0.11	0.186	0.004	0.001	0.001	0.001	0.009	0	0.006	0.081	0.024	0.009	0.003	0.018	0.002	0.033	0.029	0.004	0.095	0.041	0.002	0.011	0.041	0.007	0.029	0.012	0.078	0.078	0.065	0.048	0.003	0.016	0.043	0.038	0.187	0.222	0.072	0.467	0.003	0.007	0.01	0	0.006	0.006	0.119	0.059	0.039	0	0.01	0	0.027	0.003	0.012	0.002	0.016	0.162	0.01	0.06	0.013	0.007	0.042	0.008
ASV_189	-0.424	12.709	0.500034276017633	1	NotSig	0.147	0.197	0.153	0.072	0.119	0.096	0.315	0.144	0.272	0.092	0.062	0.209	0.216	0.067	0.116	0.087	0.257	0.039	0.172	0.182	0.121	0.053	0.145	0.237	0.025	0.148	0.106	0.178	0.082	0.414	0.155	0.125	0.188	0.173	0.021	0.112	0.411	0.067	0.424	0.226	0.103	0.34	0.301	0.065	0.236	0.218	0.67	0.253	0.566	0.147	0.099	0.056	0.467	0.061	0.059	0.02	0.097	0.217	0.115	0.113	0.171	0.052	0.449	0.16	0.137	0.083	0.129	0.05	0.333	0.118	0.267	0.263	0.008	0.006
ASV_92	2.308	16.59	0.81117849739156	1	NotSig	0.535	0.108	0.014	0.018	0.011	0	0	0.014	0	0	0	0	0	0	0.297	0.003	0.003	0.02	0.021	0.047	0.059	5.609	0.025	0.214	0.528	0.406	0.01	0.104	9.864	0.072	0.094	0.004	0.006	0.218	0.005	0.005	0.011	0.098	0.015	0	0	0	0	0	0.005	0.003	0.002	0	0.03	0.002	0.007	0.006	0.021	0.005	0.003	0.069	0.843	0.15	0.329	0.025	0.045	0	0.046	0.033	0.202	0.175	0.125	1.644	0.054	0.063	0.167	0.034	0	0
ASV_82	0.816	14.877	0.717351599084071	1	NotSig	0.195	0.111	0.125	0.059	0.306	0	0.026	0.049	0.009	0.002	0	0.006	0	0	0.047	0.004	0.086	0.037	0.05	0.012	0.47	0.064	0.05	0.484	0.216	3.008	0.406	0.215	0.08	0.076	0.038	0.375	0.05	0.082	0.003	0.131	0.043	0.148	0.016	0.102	0	0.009	0.018	0	0.002	0	0.013	0.002	0.002	0	0.163	0.098	0.026	0.026	0.017	0.582	0.04	0.057	0.085	0.064	0.714	0.035	0.07	0.397	0.2	0.269	0.242	0.027	0.033	0.166	0.412	0.107	0	0.003
ASV_95	-0.087	13.501	0.709161264132916	1	NotSig	0.128	0.136	0.036	0.015	0.002	0.015	0	0.033	0.026	0.013	0.004	0	0	0	0.363	0.119	0.088	0.071	0.204	0.963	0.096	0.321	0.064	0.092	0.007	0.159	0.609	0.062	0.379	0.409	0.049	0.003	0.025	0.009	0.002	0.063	0.039	0.037	0.007	0.037	0.007	0.005	0.021	0.002	0.014	0.009	0.004	0.007	0.021	0.002	0.273	0.104	0.226	0.01	0.055	0.077	1.16	0.063	0.846	0.077	0.06	0.167	0.235	0.318	0.042	0.06	0.045	0.685	0.442	0.023	0.023	0.023	0.012	0.015
ASV_110	2.622	14.527	0.88317588748284	1	NotSig	0.268	0.044	0.579	0.107	0.917	0.562	1.492	0.041	0.057	0	0.084	2.361	0.593	0.886	0.001	0	0.021	0.009	0.018	0	0.002	0.006	0.003	0.002	0.102	0.015	0.004	0.002	0.012	0	0.029	0	0.01	0.007	0.914	0.005	0.014	0.01	0.063	0.037	0.699	0.081	0.042	0.136	0.02	0.012	0.006	0.072	0.037	0.103	0.012	0.001	0.015	0.004	0.003	0.004	0.006	0.004	0.042	0.003	0.006	0.007	0.031	0.003	0.021	0.049	0.002	0.039	0.007	0.012	0.036	0.004	0.012	0.034
ASV_80	-3.754	13.003	0.829367456292314	1	NotSig	0.002	0.023	0	0.003	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.01	0.032	0.001	0.001	0.005	0	0	0	0	0.002	0	0	0	0	0	0	0	0.003	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.003	0.821	0	0.001	0	0.046	0.003	0	0	0	0.002	0	0	0	0	0.001	0	0	0	0
ASV_114	0.28	13.626	0.293232311001111	1	NotSig	0.075	0.062	0.006	0.017	0.072	0.035	0.988	0.06	0.18	0.051	0.004	0.004	0.01	0.065	0.011	0.016	0.001	0.063	0.059	0.001	0.002	0.004	0.031	0.015	0.64	0.022	0.014	0.019	0.01	0.019	0.017	0.006	0.008	0.022	0.015	0.049	0.012	0.007	0.016	0.011	0.027	0.021	1.264	0.006	0.007	0.041	0.021	0.004	0.002	0.002	0.086	0.001	0.004	0.335	0.027	0	0.003	0	0.012	0.06	0.039	0.002	0.015	0.007	0.023	0.052	0.031	0.014	0.003	0.007	0.18	0.014	0.008	0.006
ASV_199	0.261	10.104	0.336602541297594	1	NotSig	0.013	0.01	0	0.005	0.002	0	0	0	0.002	0.002	0.018	0.012	0	0	0.006	0	0.02	0.071	0	0.001	0.02	0.006	0.003	0.012	0.025	0.022	0.008	0	0.008	0.003	0.009	0	0.05	0.009	0.101	0.002	0	0	0	0	0	0	0.008	0.002	0	0	0	0	0	0	0.004	0.019	0.004	0.064	0.003	0.007	0.018	0.007	0.008	0.008	0.025	0	0.021	0	0	0.004	0.008	0.11	0.009	0.004	0.004	0.004	0	0.065
ASV_159	0.301	13.523	0.629010712150633	1	NotSig	0.107	0.087	0.011	0.062	1.177	0.015	0.034	0.006	0.071	0.041	0.215	0.133	0.593	0.056	0.106	0.122	0.011	0.179	0.119	0.06	0.056	0.008	0.036	0.023	0.016	0.055	0.012	0.036	0.023	0.051	0.051	0.01	0.008	0.013	0.131	0.217	0.054	0.049	0.09	0.397	0.06	0.272	0.136	0.271	0.189	0.096	0.025	0.108	0.282	0.125	0.027	0.096	0.032	0.08	0.03	0.051	0.019	0.004	0.013	0.017	0.014	0.007	0.11	0.004	0.156	0.067	0.068	0.008	0.017	0.021	0.028	0.009	0.009	0.137
ASV_116	1.27	14.478	0.713391568064969	1	NotSig	0.289	0.12	0.034	0.025	0.101	0.013	0.037	0.152	0.009	0	0.004	0.002	0.005	0.006	0.019	1.611	0.044	0.004	0.265	0.069	0.074	0.06	2.282	0.129	0.014	0.421	0.14	1.359	0.146	0.194	1.683	0.423	0.123	0.099	0.003	0.035	0.091	0.044	0.368	0.187	0.026	0.286	0.045	0.016	0.018	0.009	0.078	0.011	0.069	0.002	0.055	0.192	0.051	0.029	0.058	0.044	0.037	0.01	0.045	0.11	0.16	0.192	0.29	0.112	0.197	0.143	0.281	0.061	0.221	0.223	0.724	0.154	0.006	0
ASV_122	-0.188	14.04	0.829902101186077	1	NotSig	0.113	0.128	0.016	0.003	0	0.313	0.038	0.021	0.944	0.111	0.397	1.11	0.144	0.159	0.052	0.016	0.003	0.009	0.009	0.003	0.02	0.004	0.017	0	0.015	0.018	0	0.085	0.014	0.021	0.026	0.021	0.094	0.004	0.03	0.257	0.11	0.02	0.066	0	0.937	0	0.033	0.225	0.45	0.393	0.04	0.07	0.028	0.121	0.003	0.009	0.006	0.005	0.048	0.007	0.01	0.003	0.025	0.001	0.001	0.04	0	0	0.202	0.114	1.685	0.004	0.006	0.018	0.001	0.001	0.044	0.015
ASV_120	0.623	16.28	0.768480794123513	1	NotSig	0.314	0.204	0.308	0	0	0	0.061	0.031	0.005	0	0.082	0.376	0.329	7.957	0.002	0.001	0.133	0.012	0.023	0.004	0.02	0	0.01	0.006	0.015	0.022	0.016	0.078	0.023	0.551	0.023	0.172	0.033	0.01	0.053	0.129	0.253	0.088	0.004	0.008	0	0.157	0	0	0.005	0.009	0.765	0.309	0.328	0.927	0.003	0.003	0.062	0	0	0.003	0.087	0.004	0.001	0.004	0.008	0.147	0.027	0.013	0.009	0	0.08	0.016	0.08	0.021	0.01	0.006	3.568	0.815
ASV_91	1.716	15.084	0.436317555713807	1	NotSig	0.133	0.041	0.062	0.034	0.042	0.004	0.088	0	0.002	0.002	0	0.08	0.016	0.01	0	0	0.006	0.001	0.043	0.051	0.014	0.006	0.01	0.012	0	0.007	0.006	0.012	0.008	0.003	0.005	3.474	0.266	0.119	0.013	0.012	0.002	0.012	0.06	0.03	0.051	0.383	0.029	0	0.002	0	0.002	0.325	0.005	0.002	0	0	0	0	0.029	0.009	0.149	0.006	0	0	0.01	0.012	0	0.003	0.058	0.087	0.045	0	0	0.03	0.167	0.056	0.003	0.003
ASV_152	0.271	13.561	0.521747563242435	1	NotSig	0.2	0.166	0.014	0.456	0.603	0.177	0.022	0.039	0.052	0.004	0.224	0.166	0.051	0.019	0.447	0.185	0.118	1.209	0.467	0.257	0.121	0.161	0.385	0.152	0.142	0.406	0.097	0.05	0.123	0.04	0.021	0.023	0.215	0.088	0.078	0.042	0.012	0.019	0.084	0.038	0.074	0.01	0.171	0.087	0.023	0.163	0.006	0.054	0.065	0.033	0.405	0.2	0.138	0.866	0.404	0.195	0.355	0.158	0.312	0.348	0.16	0.047	0.073	0.039	0.174	0.764	0.195	0.183	0.061	0.007	0.307	0.126	0.056	0.022
ASV_129	-0.792	12.758	0.471836800488677	1	NotSig	0.059	0.103	0.364	0.022	0.026	0.081	0.016	0.016	0.331	0.047	0.049	0.112	0.061	0.046	0.01	0.001	0.055	0.012	0.009	0.01	0.018	0.011	0.001	0.005	0.096	0.026	0.014	0.021	0.066	0.028	0.156	0.023	0.065	0.031	0.132	0.224	0.693	0.535	0.094	0.01	0.313	0.007	0.186	0.415	0.082	0.087	0.276	0.211	0.058	0.046	0.088	0.015	0.006	0.019	0.038	0.007	0.032	0.097	0.012	0.001	0.015	0.002	0.037	0.013	0.019	0.013	0.07	0.094	0.016	0.032	0.014	0.104	0.009	0.023
