E	S	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium	-0.000946666666666667	3.71181596181596e-05	-0.000141538976159719	0.0588691905624937
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hespellia	-0.000653333333333333	1.69191919191919e-05	-0.000145980490098137	0.018752176600761
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptoniphilaceae|Parvimonas	-0.000964761904761905	-4.2096792096792e-06	-0.000154275838540544	0.0538627854830256
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora	-5e-04	-0.000150308221190574	-0.00017035557321935	0.0373898082719396
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned|Unassigned	-0.000723333333333333	3.37692046515576e-05	-0.000177858399770164	0.0290909383819184
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Dysgonomonadaceae|Dysgonomonas	-0.00039	-0.000204854116471763	-0.000178415236294493	0.0385829134381659
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella	-2.66666666666667e-05	-0.000284997224997225	-0.000197654486036839	0.0263582004835091
Bacteria|SR1|Unassigned|Unassigned|Unassigned|SR1_genera_incertae_sedis	-0.000591428571428571	-0.000181994671994672	-0.00019814779647597	0.0914078394028938
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	-0.000503333333333333	-0.000159028194028194	-0.000199743867243867	0.0412121931664359
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Corynebacteriaceae|Corynebacterium	-0.00052	-0.000143382450882451	-0.000202747583513837	0.0632519222449825
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Metaprevotella	0.000196666666666667	-0.000288065268065268	-0.000205831505096211	0.0390144237158943
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Unassigned	0.00026	-0.000332756214373861	-0.000211903198280907	0.0425799245817597
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Arachnia	-0.000346666666666667	-8.14242456889516e-05	-0.000217810399954363	0.0438861866193279
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas	-0.000466666666666666	-0.000182784992784993	-0.000222734532409455	0.0542831911903268
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Unassigned	-0.000603333333333333	-0.000196280108780109	-0.000282095661476466	0.0215409284206954
Bacteria|Campilobacterota|Campylobacteria|Campylobacterales|Campylobacteraceae|Campylobacter	-0.00126	-4.27830502830503e-05	-0.000286169406788602	0.0479965231457165
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Schwartzia	0.000624761904761904	-0.000526368125338714	-0.000309059450181741	0.112556375154276
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter	-0.000483333333333333	-0.000240536538624774	-0.000338700796107917	0.0775022584864713
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcaceae_incertae_sedis	-0.000756190476190476	-0.000289062326562327	-0.000373238000389703	0.0674526866821747
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Moraxella	-0.000874761904761905	-0.000308803418803419	-0.000400803053155994	0.0785374436134267
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Schaalia	-0.00104857142857143	-0.000202947412065059	-0.000413190583066744	0.0559936793073381
Bacteria|Firmicutes|Clostridia|Clostridiales|Tissierellaceae|Unassigned	-0.0013	-0.000284078339960693	-0.00043485224699621	0.0455938910709626
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptoanaerobacter	-0.000633333333333333	-0.000388440448440448	-0.00043583713242382	0.0459204268712667
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Kingella	-0.000813333333333333	-0.000388297894915542	-0.00047251167563087	0.0847374051947703
