E	S	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae	0.0288133333333334	0.00625688153349918	0.0105139338035546	0.833094568136451
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae	0.0275619047619048	0.00505035648561964	0.00970046933888267	0.843577649466079
Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae	0.0377033333333333	0.00297880229247876	0.00925318946017864	0.765110691445318
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	0.0163633333333333	0.00601079222205383	0.00793068532258935	0.653691854756041
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae	0.016282380952381	0.0037839081214623	0.006081812069939	0.81487183220268
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae	0.0190109523809524	0.00311902807117203	0.00605989587467915	0.652444518458778
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	0.0129430952380952	0.0015099412515589	0.00393423191617464	0.559683649479488
Bacteria|Tenericutes|Mollicutes|Mycoplasmoidales|Metamycoplasmataceae	0.014415	0.00105284553681612	0.00389839148209891	0.561950106182627
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	0.0112033333333333	0.00174134682311153	0.00346958094193388	0.421714902116073
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	0.00802333333333334	0.00249571484071484	0.00333355380773337	0.332432235528351
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII	0.01026	0.00169327016550701	0.00315789024185309	0.342800862729479
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae	0.0194166666666667	-0.000223000022852964	0.00312366749521548	0.498499052753026
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae	0.0100766666666667	0.000355485886662357	0.00212322432641318	0.361523392878262
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	0.00691	0.000877500522353464	0.00193979449858707	0.357939875986832
