#OTUID	IE03P013	IE03P020	IE03P027	IE03P052	IE03P053	IE03P062	IE03P069	IE03P070	IE07P013	IE07P020	IE07P027	IE07P052	IE07P053	IE07P062	IE07P069	IE07P070	IG00P013	IG00P020	IG00P052	IG00P053	IG00P062	IG00P069	IG00P070	IS00P013	IS00P020	IS00P027	IS00P033	IS00P038	IS00P039	IS00P043	IS00P052	IS00P053	IS00P062	IS00P069	IS00P070	IS00P081	IS00P083	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083	IS07P013	IS07P020	IS07P027	IS07P033	IS07P038	IS07P039	IS07P043	IS07P052	IS07P053	IS07P062	IS07P069	IS07P070
ASV_497	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ASV_763	0	0	0	18	3	0	0	1	0	2	0	5	10	2	1	0	0	4	0	22	0	0	2	2	9	0	0	12	13	1	0	0	1	0	0	0	0	0	0	4	6	9	0	0	0	1	1	0	0	0	0	4	0	1	1	9	7	0	1	0	0	0	0
ASV_448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	2	0	0	0	0	3	0	2	1	0	0	0	1	0	0	0	2	0	0	0	1	3	0	2
ASV_596	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	7	0	1	3	0	1	0	0	0	0	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0
ASV_1209	1	0	0	62	4	0	0	5	2	0	0	24	13	0	0	0	0	0	0	24	0	2	1	0	2	1	9	3	4	5	1	2	0	0	0	0	0	0	1	7	1	4	4	0	0	1	0	0	0	0	2	0	1	0	10	0	10	0	3	0	0	1	0
ASV_542	6	9	0	0	1	0	1	0	0	9	1	0	1	1	0	0	9	4	4	0	1	0	2	0	0	1	0	0	0	0	0	2	0	4	1	0	8	1	1	8	2	0	1	0	15	0	1	0	0	0	1	2	0	0	2	0	0	1	13	2	0	0	5
ASV_698	0	0	1	2	21	1	0	1	1	0	0	3	3	3	1	0	0	0	2	9	1	0	0	1	0	17	16	26	0	2	3	0	0	0	2	11	4	1	7	48	3	1	0	1	0	1	0	4	0	0	0	1	0	5	16	10	1	1	0	0	0	10	0
ASV_417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_724	6	1	2	1	0	0	0	0	8	0	17	0	0	0	0	0	38	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	1	2	0
ASV_516	2	1	1	0	0	0	0	0	24	6	0	0	0	0	0	1	3	4	2	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
ASV_847	0	0	7	0	0	0	0	0	0	2	4	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	2	0	1	0	4	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0
ASV_1079	0	0	4	0	1	1	1	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	2	39	0	1	3	2	0	0	1	0	2	1	0	0	0	1	3	0	0	0	0
ASV_830	0	1	0	0	0	2	0	0	1	0	0	1	0	2	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0
ASV_623	1	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	0	2	0	0	0
ASV_749	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	11	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	2	0	6	0	1	0	3	0	0	0	3	0	0	1	0	6	1
ASV_717	0	2	3	1	2	0	4	1	0	2	1	0	0	0	1	0	0	6	0	0	0	1	2	0	0	0	0	4	2	0	1	0	0	2	0	0	9	0	0	0	0	0	1	1	0	2	2	0	2	0	0	0	1	0	0	1	0	0	4	0	1	7	0
ASV_588	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	3	12	0	0	0	0	0	0	1	0	0	10	0	0	1	1	2	0	0	0	0	0	0	0	0	0	6	0
ASV_723	0	2	0	0	0	0	1	8	2	11	0	0	0	0	2	1	4	12	1	0	0	0	2	0	0	1	2	0	1	0	0	38	0	0	0	0	0	1	1	1	1	0	1	0	0	0	3	0	2	0	0	0	1	2	0	0	0	0	0	1	0	1	0
ASV_537	0	0	2	2	0	0	5	0	0	0	0	6	2	0	0	0	0	0	0	0	2	1	0	0	0	4	4	0	0	0	4	0	1	0	0	14	4	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_777	0	1	4	1	0	0	1	0	0	2	1	1	0	1	0	0	1	12	0	0	0	0	1	0	1	0	0	0	1	1	0	2	25	0	0	0	3	0	1	2	0	0	0	6	0	1	5	0	1	1	0	1	0	0	0	0	0	0	4	0	0	0	2
ASV_609	0	2	1	2	0	0	0	0	0	1	0	0	1	0	1	0	0	6	4	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
ASV_743	0	0	0	0	1	0	1	21	0	0	0	0	0	0	2	1	0	4	0	1	1	0	7	0	1	1	5	0	1	1	1	6	0	1	0	0	0	1	5	5	1	1	1	24	0	0	1	0	0	0	0	3	0	2	1	0	1	1	3	0	0	0	2
ASV_629	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0
ASV_676	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	14	3
ASV_699	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	61	0	0	0	0	0	0	0	0	0	0	0	1	4
ASV_523	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0
ASV_505	0	0	0	1	1	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	3	2	11	1	0	2	0	0	0	0	0	0	1	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	2	3	0	0	0	1	0
ASV_597	0	0	9	0	1	0	0	0	0	0	0	3	1	0	0	1	25	0	35	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	13	0
ASV_694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_746	0	0	0	0	0	3	0	18	0	0	1	1	0	1	4	0	1	1	0	1	4	0	15	0	4	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	1	2	1	2	0	1	0
ASV_962	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_468	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0
ASV_647	1	3	0	1	1	0	5	0	0	1	0	0	0	0	0	0	0	30	0	1	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	1	1	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV_918	0	8	0	0	0	0	0	2	1	67	0	0	0	0	4	0	1	6	0	0	0	1	25	3	17	0	2	0	0	1	0	1	0	0	0	0	0	14	0	0	1	1	0	0	1	0	0	1	1	0	1	8	13	1	1	0	24	3	0	1	2	0	0
ASV_650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
ASV_492	2	0	0	6	2	0	2	3	0	0	0	91	1	2	2	0	0	0	1	10	0	1	5	0	0	0	3	0	0	2	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	3	0	2	0	0	0	0	0	0
ASV_835	4	2	1	0	0	0	0	3	0	0	0	0	0	0	1	0	9	1	0	0	0	0	1	2	0	0	2	0	0	0	0	0	36	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0
ASV_544	0	0	2	1	0	1	1	2	2	2	3	2	1	19	2	0	13	0	0	12	0	1	3	2	3	7	5	2	0	3	0	0	2	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	3	5	0	0	1	0	0
ASV_656	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0
ASV_1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	0	0	0	2	0	0	0	15	0	1	0	0	3	0	0	2	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	1
ASV_552	0	0	0	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
ASV_540	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	2	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	1	9	0	0	1	0	0	0	0	0	0	0	0	0	0	14	1	4	0	0	0	0	0	0	0	0	0	0	5	0
ASV_441	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	105	0	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_709	0	11	2	1	15	0	1	0	0	1	1	2	1	1	2	18	1	3	0	3	0	0	2	2	3	18	5	0	6	3	0	3	0	0	0	0	0	0	1	1	0	2	1	1	0	0	1	0	0	1	0	0	1	6	2	2	0	2	1	0	0	0	2
ASV_771	6	2	8	0	1	0	0	1	1	28	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	1	0	0	0	0	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_582	3	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	2	0	0	3	0	0	0	0	0	0	1	2	0	0	0
ASV_823	1	0	0	2	3	8	1	10	1	0	0	5	1	32	16	0	1	0	1	7	0	0	20	0	0	0	1	0	3	1	0	1	4	0	1	0	0	0	0	5	1	1	0	0	0	1	1	0	0	0	1	1	0	0	3	0	4	0	0	0	0	0	0
ASV_638	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_840	0	0	0	0	1	0	4	11	1	0	0	2	1	0	4	1	0	0	0	1	0	0	6	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	3	0	0	2	0	0	1	0	0	3	0	0	0	0	2
ASV_807	2	1	1	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	5	0	1	1	0	0	0	0	0	0	0	2	0	1	3
ASV_710	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	3	5
ASV_1147	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_737	0	13	0	1	4	0	1	6	0	10	0	1	0	0	3	6	0	2	0	0	0	1	6	1	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	2	2	1	0	0	8	26	0	1	1	0	3	0	0	0	0	0
ASV_509	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ASV_832	1	0	1	0	3	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	10	0	2	0	1	0	0	0	0	2	4	0	0	1	0	0	0	0	3	0
ASV_534	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	23	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_713	0	0	1	1	2	0	0	0	1	0	0	0	0	0	1	0	1	0	27	1	0	0	1	1	0	0	0	0	0	0	0	0	0	38	3	0	0	0	0	0	0	0	0	0	1	0	16	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1
ASV_1189	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	2	1	0	0	1	2	0	0	0	0	0	0	1	0	2	0	0	1	3	0	0	1	2	0	1	0	0	1	0	0	0	0	8	2	0	0	0
ASV_444	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4
ASV_893	0	1	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASV_621	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	9	0	0	0	1	1	0	0	13	0	0	0	2	0	0	0	0	21	0	1	0	0	0	0	6	1	0	0	0	0	1	60	0	0	0	0	0	0	0	6	0	1	0	1	0
ASV_944	17	0	0	0	4	0	0	1	12	0	0	1	1	0	1	0	91	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0
ASV_579	5	0	0	4	0	6	1	6	0	0	0	3	1	11	12	2	0	0	0	7	0	1	15	2	0	1	4	1	24	10	0	0	0	0	0	0	0	1	0	5	1	32	2	0	0	0	0	0	0	0	2	0	0	1	3	1	30	1	0	0	0	0	0
ASV_484	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	4	0	1	5	0	0	0	10	0	0	0	0	0	5	0	3	0	5	0	0	0	1	8	0	0	0
ASV_984	0	6	0	0	0	0	0	0	1	4	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
ASV_543	0	0	0	0	0	0	0	2	1	1	0	1	0	0	3	0	0	0	0	1	1	0	0	1	1	4	1	23	7	4	0	1	0	0	0	0	0	1	0	2	0	6	2	0	0	0	0	0	0	0	1	0	0	2	23	0	3	1	1	0	0	0	0
ASV_593	0	0	0	0	0	1	1	10	0	0	0	1	0	1	14	0	0	0	0	0	2	2	20	1	0	0	0	10	3	3	0	0	0	0	0	1	0	0	0	0	26	0	4	0	0	0	0	1	1	0	0	1	0	1	0	4	0	1	0	0	1	0	0
ASV_614	0	0	0	1	5	0	2	1	0	0	0	0	3	0	1	0	0	4	5	0	0	19	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	2	0	1	5	0	2	0	4	0
ASV_759	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	1	0	9	0	0	2	0	1	0	10	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3	1	0	0	1	0	1	0	1	1	1	1	0	0	0
ASV_860	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	3	0	3	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	2	3	0	1	0	2	0	0	0	0	5	8	0	2	1	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0
ASV_1160	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	6	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	2	9	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2
ASV_628	0	0	4	1	0	0	0	3	1	0	2	4	3	0	4	0	3	0	0	9	0	1	3	0	1	2	0	2	5	4	0	3	0	0	0	0	0	1	8	0	1	48	5	34	0	1	0	0	0	0	0	0	0	8	0	2	36	4	2	0	0	0	0
ASV_563	1	1	0	0	0	0	203	3	0	0	0	1	1	1	0	0	0	2	0	0	0	14	1	0	2	3	0	0	0	1	0	2	1	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
ASV_785	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV_641	0	0	0	1	0	1	0	1	2	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	5	1	1	1	0	0	0	0	0	0	1	10	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	9	1	0	0	0	0	0	0	0	0
ASV_682	0	0	56	1	0	0	0	0	3	0	166	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	1	11	1	3	0	1	0	0	1	2	1	2	1	0	0	0	33	1	0	0	1	0	1	0	3	0
ASV_1024	0	5	0	0	0	0	1	5	0	17	0	0	0	0	25	0	0	1	0	0	0	0	54	2	1	0	14	0	0	1	0	3	1	0	0	0	0	3	1	9	1	0	6	0	2	0	1	0	0	0	1	2	2	0	4	0	1	7	1	4	0	0	0
ASV_935	0	0	44	1	2	0	1	0	0	0	3	0	6	0	0	0	3	0	0	0	0	0	2	0	0	0	5	0	1	0	0	2	0	0	0	0	0	0	3	5	0	5	0	6	0	0	0	0	1	64	0	0	1	8	1	1	4	0	35	0	0	0	0
ASV_711	0	2	57	0	0	0	0	0	1	0	7	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	1	0	5	0	2	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0
ASV_791	1	0	1	0	0	0	0	0	0	4	173	0	0	0	4	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	1	3	0	0	0	0	1	0	1	0	3	0	0	2	1	0	10	0	0	3	0	0	0	0	0	0	0	0	3	0	1	15	1
ASV_1012	1	2	5	0	0	0	3	0	1	3	2	0	0	0	0	0	4	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	1	0	2	1	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	2	1	0	0	0
ASV_625	0	1	0	0	2	0	0	0	0	3	0	0	2	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	62	0	0	1	0	0	0	0	7	0	0	1	1	3	1	0	0	0	1	0	0	0	1	6	0	0	1	24	93
ASV_1181	0	4	0	0	1	0	1	14	0	0	0	0	0	0	12	3	0	2	0	4	0	4	21	1	5	0	3	0	0	0	0	2	0	1	0	3	0	2	0	0	3	0	0	1	0	0	0	0	1	0	1	2	2	0	0	2	1	1	0	0	0	1	0
ASV_677	0	7	1	0	1	0	0	1	0	11	1	0	1	0	0	0	0	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	1	1	0	0	0	1	1	1	3	1
ASV_493	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0
ASV_897	0	0	1	0	0	0	1	3	1	0	3	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	5	0	0	0	0	0	0	1	1	0	3	1	0	0	0	0	0	4	2
ASV_1098	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	7	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	42	0
ASV_899	7	2	14	0	0	0	0	0	6	0	20	0	0	0	0	1	4	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_708	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ASV_602	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_572	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	2	1	41	0	4	66	3	0	3	0	0	0	0	1	0	1	0	0	35	1	0	0	0	1	0	0	0	0	1	0	16	0	3	23	1	0	0	0	0	0
ASV_1045	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3
ASV_610	0	2	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	8	0	1	0	0	0	0	0	0	2	0	0	3	0	0	7	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1
ASV_568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27	1	0	0	0	0	0
ASV_725	0	1	7	0	0	0	0	0	1	1	4	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	9
ASV_779	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	0	1	2	0	2	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	5	0	4	0	5	7	0	2	1	0	0	0	1	0	0	8	0	0	0
ASV_1114	0	0	35	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	10	0	1	0	1	0	0	0	0	0	0	1	1	0	0	3	5
ASV_686	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	2	0	0	0	0
ASV_1138	0	3	0	1	1	0	0	4	0	1	1	0	0	0	2	0	0	3	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	1
ASV_513	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	1	20	0	0	1	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_575	0	8	0	2	1	1	2	2	0	1	0	2	0	10	1	0	1	2	1	2	4	1	1	1	0	0	3	2	4	2	0	0	0	0	2	0	1	0	0	3	0	0	2	0	0	0	0	3	0	0	1	2	1	1	5	10	0	1	0	0	0	0	0
ASV_696	3	0	2	1	0	0	0	0	1	3	0	1	0	0	1	0	10	1	2	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	29	3	0	6	0	0	0	0	0	0	1	0	1	0	0	4	0	0	10	0	1	0	0	0
