OTUID	All	med	post	pre
ASV_996	0.022996	0.01823575	0.02172120	0.02925492
ASV_1208	0.02259	0.02294452	0.01607773	0.02816720
ASV_408	0.026284	0.01994612	0.02105238	0.03785035
ASV_457	0.024614	0.02968374	0.01274219	0.03005028
ASV_519	0.023944	0.03454965	0.01412470	0.02158147
ASV_584	0.024714	0.01718496	0.03469530	0.02363896
ASV_769	0.031228	0.04057256	0.03157517	0.02091256
ASV_404	0.025153	0.03320525	0.02072095	0.02059174
ASV_421	0.026424	0.02582061	0.01972173	0.03320039
ASV_559	0.021523	0.007710943	0.005905490	0.050584339
ASV_344	0.022252	0.020827663	0.044393811	0.003522589
ASV_411	0.025121	0.01681729	0.01654831	0.04184654
ASV_707	0.025059	0.01504530	0.04233893	0.01996574
ASV_637	0.020961	0.01233758	0.02311218	0.02821873
ASV_477	0.023517	0.01785113	0.03306514	0.02084480
ASV_406	0.027466	0.03761021	0.03404343	0.01059668
ASV_729	0.022609	0.02218445	0.01319504	0.03167566
ASV_583	0.02458	0.03491139	0.01907338	0.01856426
ASV_465	0.024248	0.01537699	0.03788016	0.02126864
ASV_734	0.022683	0.04583195	0.00932208	0.01014027
ASV_369	0.019104	0.009597387	0.028782912	0.020421268
ASV_684	0.021779	0.03183763	0.01267294	0.01934717
ASV_550	0.024538	0.046934408	0.006675605	0.016918201
ASV_651	0.024167	0.01144020	0.02973235	0.03269066
ASV_531	0.022418	0.02382297	0.01055480	0.03176730
ASV_401	0.026304	0.008594494	0.005280571	0.064480543
ASV_1000	0.023939	0.02159956	0.02322594	0.02709484
ASV_512	0.021071	0.020495112	0.007279366	0.034303724
ASV_530	0.021195	0.01103710	0.01494081	0.03778259
ASV_592	0.024354	0.02506675	0.02502757	0.02297678
ASV_688	0.021176	0.01229834	0.01219569	0.03888884
ASV_744	0.024511	0.02379527	0.02742477	0.02261047
ASV_653	0.022666	0.037829958	0.005865678	0.021812480
ASV_459	0.024169	0.015374272	0.050666362	0.009339468
ASV_416	0.023074	0.008605437	0.018110721	0.043093061
ASV_833	0.021687	0.013054764	0.007918649	0.043516663
ASV_490	0.019917	0.02177128	0.02223525	0.01581401
ASV_587	0.020443	0.031366782	0.009432577	0.018828883
ASV_657	0.021527	0.009906512	0.020612411	0.034796280
ASV_425	0.020778	0.01674201	0.01207645	0.03305597
ASV_772	0.02004	0.021871750	0.005644178	0.031248651
ASV_469	0.02089	0.01120888	0.02315482	0.02917387
ASV_525	0.022369	0.01254368	0.01806745	0.03681569
ASV_379	0.018011	0.031406213	0.003876199	0.016610938
ASV_639	0.024345	0.01582808	0.04359041	0.01585240
ASV_431	0.028436	0.02892884	0.04352961	0.01410243
ASV_489	0.022245	0.025006280	0.008751344	0.031633743
ASV_668	0.021336	0.012861603	0.003959854	0.046297392
ASV_370	0.02239	0.003480074	0.042663834	0.024074662
ASV_693	0.020088	0.017254262	0.004124674	0.037722130
ASV_934	0.022024	0.01195761	0.01608620	0.03822298
ASV_455	0.022565	0.01582373	0.02406728	0.02840375
ASV_442	0.017888	0.0464877183	0.0004091384	0.0032810074
ASV_730	0.021888	0.01973261	0.03398600	0.01312616
ASV_557	0.020222	0.02761316	0.01410739	0.01790886
ASV_571	0.019184	0.012267160	0.006677335	0.038023771
ASV_624	0.020388	0.01521974	0.02005181	0.02622509
ASV_979	0.019497	0.01390087	0.01022421	0.03396670
ASV_464	0.019959	0.01195732	0.02245810	0.02623340
ASV_518	0.026027	0.01482155	0.01754640	0.04577082
ASV_503	0.021343	0.02165964	0.01771737	0.02432139
ASV_467	0.019952	0.03178682	0.01479459	0.01200771
ASV_386	0.031658	0.01054425	0.04513235	0.04191844
ASV_362	0.02131	0.010988453	0.053068408	0.003301426
ASV_549	0.02198	0.01660936	0.03325497	0.01741096
ASV_526	0.019538	0.006704071	0.029787822	0.023890725
ASV_393	0.03265	0.060552010	0.025772651	0.009091281
ASV_501	0.019203	0.03335413	0.01196699	0.01068219
ASV_561	0.018424	0.004718991	0.027613733	0.024677848
ASV_989	0.021693	0.01771404	0.02984247	0.01849495
ASV_842	0.018249	0.015095167	0.002381103	0.036137980
ASV_473	0.022169	0.01929066	0.02687899	0.02093972
ASV_595	0.017209	0.027994477	0.001932887	0.019644171
ASV_950	0.021036	0.01422000	0.01621234	0.03273873
ASV_535	0.01952	0.01893458	0.01222022	0.02682351
ASV_739	0.018567	0.01576488	0.01441387	0.02536330
ASV_1224	0.019109	0.006181306	0.004299852	0.046485119
ASV_354	0.014521	0.0360178977	0.0005203998	0.0043295916
ASV_751	0.020503	0.01473824	0.01594761	0.03083770
ASV_453	0.022665	0.02787560	0.01190278	0.02693628
ASV_504	0.021662	0.02522530	0.02399707	0.01571300
ASV_486	0.018805	0.02660448	0.01801603	0.01118369
ASV_894	0.019128	0.037100885	0.006504607	0.011449040
ASV_976	0.01904	0.019978150	0.007835464	0.028285864
ASV_937	0.019994	0.01453426	0.02863110	0.01793337
ASV_443	0.020638	0.02118929	0.01095838	0.02890321
ASV_502	0.021373	0.01349360	0.02559597	0.02593951
ASV_508	0.019566	0.008482863	0.031640693	0.020377759
ASV_499	0.016222	0.032567157	0.007266770	0.006927176
ASV_536	0.019065	0.02841952	0.01415228	0.01355194
ASV_580	0.019955	0.01338098	0.02660926	0.02090096
ASV_591	0.023979	0.02323723	0.02735179	0.02168765
ASV_756	0.020366	0.014175488	0.004187276	0.041787316
ASV_479	0.016733	0.01258069	0.01872842	0.01935087
ASV_702	0.017463	0.008605432	0.030190797	0.015294862
ASV_1118	0.020376	0.01805524	0.01369406	0.02897079
ASV_447	0.017591	0.018664525	0.024852191	0.009800603
ASV_659	0.017318	0.007673703	0.015764722	0.029056956
ASV_511	0.028027	0.004681825	0.010632560	0.068912059
ASV_904	0.021184	0.042197526	0.013587492	0.005653639
ASV_922	0.018442	0.009436069	0.002187441	0.042945385
ASV_538	0.020244	0.01639466	0.02671674	0.01844210
ASV_619	0.021096	0.01868265	0.01797153	0.02653617
ASV_1140	0.016542	0.015039075	0.001379913	0.032018954
ASV_500	0.017363	0.009098242	0.006927007	0.035750386
ASV_1082	0.01806	0.01564789	0.01769349	0.02097519
ASV_555	0.018186	0.009950877	0.030915198	0.015351399
ASV_451	0.020231	0.01678577	0.03035918	0.01465280
ASV_480	0.021663	0.01142776	0.04756643	0.00891714
ASV_753	0.015636	0.013303963	0.004245145	0.028549781
ASV_461	0.014162	0.003233542	0.038534569	0.003557274
ASV_574	0.019716	0.01522953	0.02598735	0.01877799
ASV_652	0.018337	0.012624042	0.005971594	0.035759151
ASV_767	0.021141	0.008199089	0.036602183	0.020843271
ASV_1165	0.017637	0.01866075	0.01839609	0.01584672
ASV_636	0.016876	0.020170240	0.007322216	0.022092144
ASV_948	0.017405	0.009360674	0.009760041	0.033004421
ASV_821	0.016006	0.002659915	0.014200175	0.031933950
ASV_1090	0.016103	0.01666926	0.00772720	0.02315890
ASV_527	0.017428	0.01603780	0.02139981	0.01528304
ASV_655	0.017352	0.01586960	0.01910420	0.01733436
ASV_663	0.017118	0.01977010	0.01494038	0.01627131
ASV_1216	0.01611	0.01784405	0.00955024	0.02025636
ASV_627	0.016679	0.01200989	0.02475871	0.01428247
ASV_664	0.020587	0.02919471	0.01975434	0.01214106
ASV_721	0.017415	0.02553383	0.01267973	0.01305997
ASV_450	0.017831	0.02776683	0.01040218	0.01399707
ASV_831	0.015483	0.013019583	0.008638205	0.024379432
ASV_608	0.016802	0.025677156	0.008694156	0.014723711
ASV_683	0.017283	0.01640252	0.01181886	0.02322450
ASV_581	0.016075	0.007057523	0.007572761	0.033499005
ASV_532	0.01678	0.01646450	0.02439781	0.01014805
ASV_478	0.016981	0.02386582	0.01638671	0.01015804
ASV_558	0.017388	0.009393309	0.010205883	0.032511580
ASV_497	0.016441	0.01580649	0.01320691	0.02007807
ASV_763	0.019296	0.01222396	0.03583419	0.01173273
ASV_448	0.018322	0.040092183	0.002023158	0.009940932
ASV_670	0.016751	0.008764904	0.013050696	0.028678320
ASV_596	0.01754	0.01030251	0.01917280	0.02378905
ASV_1209	0.018291	0.01824206	0.01743595	0.01912609
ASV_542	0.01696	0.01900701	0.01228653	0.01904473
ASV_698	0.019508	0.02173147	0.01863782	0.01792524
ASV_417	0.02487	0.04824115	0.01127371	0.01230544
ASV_724	0.015644	0.01292077	0.01636642	0.01789712
ASV_516	0.015423	0.031012610	0.005537202	0.007787650
ASV_847	0.017171	0.008449524	0.031605900	0.013297222
ASV_1079	0.016346	0.016939438	0.008778684	0.022633170
ASV_830	0.014823	0.026848946	0.002532119	0.013199526
ASV_623	0.015651	0.01046528	0.02748222	0.01037486
ASV_749	0.016394	0.01011104	0.01890594	0.02081644
ASV_717	0.017021	0.013381812	0.009023129	0.028229240
ASV_588	0.016944	0.009578921	0.017673050	0.024156100
ASV_723	0.016197	0.01514926	0.01625112	0.01726774
ASV_537	0.017389	0.01377411	0.01125484	0.02686811
ASV_777	0.015952	0.01100954	0.01290857	0.02402403
ASV_609	0.01935	0.006731683	0.048365496	0.006307423
ASV_743	0.016827	0.019728750	0.022352216	0.008669866
ASV_629	0.017394	0.01073777	0.02474817	0.01778893
ASV_676	0.014907	0.005534634	0.025011863	0.015689236
ASV_699	0.015241	0.010899708	0.032486086	0.004110026
ASV_523	0.016493	0.02307856	0.01461051	0.01117022
ASV_505	0.017696	0.01344247	0.02050399	0.01967636
ASV_597	0.018412	0.005779039	0.015325147	0.034751100
ASV_694	0.014285	0.027515649	0.001767095	0.011582367
ASV_746	0.016323	0.008083039	0.017696083	0.023881868
ASV_962	0.016133	0.007928247	0.016601629	0.024481297
ASV_468	0.013654	0.023966063	0.002658237	0.012680380
ASV_647	0.015807	0.01330364	0.02006217	0.01459128
ASV_918	0.016541	0.01460013	0.02133796	0.01422931
ASV_650	0.015231	0.040674296	0.000772671	0.001239450
ASV_492	0.01565	0.01290009	0.01886706	0.01564851
ASV_835	0.015989	0.01658066	0.02126293	0.01053290
ASV_544	0.017871	0.01329193	0.02624249	0.01511044
ASV_656	0.016674	0.007285869	0.005918012	0.036554617
ASV_1085	0.017322	0.009910864	0.030066502	0.013592704
ASV_552	0.013627	0.006345704	0.016472305	0.018813103
ASV_540	0.014815	0.007496453	0.018017630	0.019713202
ASV_441	0.019274	0.01723788	0.01361379	0.02662846
ASV_709	0.016737	0.01746167	0.01725417	0.01548956
ASV_771	0.015838	0.01053999	0.01850732	0.01906541
ASV_582	0.017615	0.01184040	0.01946597	0.02209927
ASV_823	0.015702	0.01426153	0.02093476	0.01245784
ASV_638	0.014213	0.009735951	0.031221775	0.003444429
ASV_840	0.014891	0.020607223	0.014105279	0.009494195
ASV_807	0.014137	0.01550117	0.01172584	0.01488374
ASV_710	0.015214	0.01133237	0.01137143	0.02287999
ASV_1147	0.021784	0.01739443	0.02776585	0.02100838
ASV_737	0.015696	0.02279920	0.01208251	0.01140242
ASV_509	0.015001	0.013188308	0.022700493	0.009898454
ASV_832	0.015151	0.011442608	0.007898213	0.025752960
ASV_534	0.012027	0.024735062	0.001943954	0.007655045
ASV_713	0.015312	0.01050407	0.02065691	0.01556642
ASV_1189	0.014651	0.012373981	0.008748401	0.022485394
ASV_444	0.012423	0.027336812	0.004558704	0.003661984
ASV_893	0.013528	0.004965862	0.001773405	0.033439956
ASV_621	0.017095	0.01266760	0.02294828	0.01647680
ASV_944	0.013653	0.006708814	0.004582515	0.029379636
ASV_579	0.01743	0.01404097	0.02226341	0.01663467
ASV_484	0.015609	0.025580921	0.008727607	0.011235269
ASV_984	0.013828	0.006585275	0.008971972	0.026018744
ASV_543	0.016264	0.008668358	0.022740265	0.018466023
ASV_593	0.01404	0.009122586	0.012864509	0.020376608
ASV_614	0.014344	0.008975358	0.020657573	0.014310908
ASV_759	0.014294	0.01405580	0.01281395	0.01590304
ASV_860	0.013893	0.01882165	0.01193089	0.01041479
ASV_1160	0.013272	0.006522910	0.002324363	0.030507352
ASV_628	0.016417	0.01572429	0.01835906	0.01538148
ASV_563	0.0177	0.024015941	0.019599508	0.009205828
ASV_785	0.012624	0.01308684	0.00281521	0.02110015
ASV_641	0.013916	0.009467825	0.015911257	0.016848759
ASV_682	0.015897	0.013464649	0.028837602	0.006663288
ASV_1024	0.014936	0.01403746	0.01522921	0.01562758
ASV_935	0.014188	0.01946093	0.01006506	0.01231918
ASV_711	0.014241	0.026937424	0.008035757	0.006333723
ASV_791	0.017802	0.020341249	0.028027331	0.005731703
ASV_1012	0.013847	0.008111111	0.014785016	0.019125225
ASV_625	0.013409	0.01011092	0.01365292	0.01671342
ASV_1181	0.013867	0.01060255	0.01756132	0.01397847
ASV_677	0.013393	0.01068417	0.01989632	0.01034068
ASV_493	0.014471	0.029106145	0.007930055	0.004798530
ASV_897	0.013333	0.016936607	0.006161956	0.016038313
ASV_1098	0.013754	0.008016325	0.012427905	0.021106327
ASV_899	0.018072	0.01590644	0.01901111	0.01953096
ASV_708	0.012502	0.018018656	0.004103396	0.014283134
ASV_602	0.014155	0.0008989575	0.0329581874	0.0111364057
ASV_572	0.016202	0.01048633	0.01709558	0.02149879
ASV_1045	0.01187	0.011807933	0.006523609	0.016827334
ASV_610	0.013276	0.02090664	0.00761680	0.01029047
ASV_568	0.020005	0.02742605	0.01473848	0.01688393
ASV_725	0.013971	0.012531961	0.009075658	0.019988573
ASV_779	0.012979	0.014218639	0.016334417	0.008583698
ASV_1114	0.014481	0.01050104	0.01150114	0.02146548
ASV_686	0.014383	0.025803060	0.008297240	0.007733234
ASV_1138	0.013916	0.011620620	0.006389314	0.023255499
ASV_513	0.012643	0.004844700	0.003859066	0.029020414
ASV_575	0.014377	0.01548916	0.01395727	0.01357198
ASV_696	0.017086	0.01093954	0.01177012	0.02852293
ASV_514	0.013553	0.009270498	0.010921219	0.020540336
ASV_910	0.015074	0.006339191	0.036550527	0.004774399
ASV_703	0.012325	0.015024091	0.009547355	0.011978737
ASV_565	0.011512	0.0008673695	0.0358875184	0.0006017813
ASV_1238	0.013055	0.01307303	0.01183781	0.01414861
ASV_510	0.014562	0.025007647	0.013591752	0.004276309
ASV_645	0.018459	0.020582408	0.025922106	0.009359759
ASV_564	0.014274	0.013125771	0.023188362	0.007349457
ASV_943	0.011271	0.011277773	0.001362223	0.020327975
ASV_968	0.01247	0.004914513	0.003719472	0.028556977
ASV_1017	0.015698	0.016189736	0.021827416	0.009566579
ASV_1159	0.011464	0.004887845	0.024940552	0.006171153
ASV_1019	0.016314	0.007623914	0.033852621	0.009567667
ASV_969	0.013175	0.01674379	0.01161524	0.01078539
ASV_429	0.015223	5.110176e-05	7.366856e-05	4.531041e-02
ASV_548	0.013257	0.005076963	0.006458060	0.028228382
ASV_566	0.015069	0.01974188	0.01196292	0.01291112
ASV_1091	0.012128	0.01233838	0.00389155	0.01943766
ASV_674	0.01204	0.020399998	0.002851842	0.011502283
ASV_607	0.015016	0.01394970	0.01882686	0.01266971
ASV_712	0.012198	0.008497361	0.026712355	0.002880409
ASV_487	0.013125	0.005868108	0.029451739	0.005952928
ASV_695	0.018374	0.006929056	0.009018380	0.039174473
ASV_613	0.012457	0.021250458	0.013216684	0.002353994
ASV_874	0.012761	0.01176033	0.01395971	0.01273388
ASV_673	0.016025	0.003342301	0.030104531	0.016713204
ASV_1013	0.011817	0.015548849	0.005405286	0.013689341
ASV_1150	0.01315	0.01170836	0.01572363	0.01233702
ASV_585	0.013635	0.01566993	0.01296538	0.01207186
ASV_620	0.017299	0.031423316	0.006187425	0.012351959
ASV_903	0.012519	0.015437888	0.005128283	0.016157566
ASV_974	0.012388	0.016093209	0.011061225	0.009638815
ASV_844	0.013015	0.01201262	0.01103917	0.01589461
ASV_1184	0.012163	0.005474338	0.007625092	0.023470601
ASV_576	0.01459	0.030468043	0.009199033	0.002534858
ASV_925	0.011741	0.002625827	0.015592860	0.017967339
ASV_1011	0.01407	0.01283354	0.01280979	0.01654514
ASV_434	0.00943	0.0246630787	0.0010413121	0.0008089553
ASV_736	0.012328	0.01019498	0.01425926	0.01284232
ASV_706	0.012994	0.010272844	0.009685579	0.018929949
ASV_755	0.012763	0.014189257	0.005659835	0.017735811
ASV_954	0.013244	0.01448589	0.01208684	0.01297402
ASV_980	0.015805	0.01406581	0.01968715	0.01411313
ASV_551	0.012082	0.007536793	0.010592055	0.018307487
ASV_915	0.011677	0.002185153	0.013291075	0.020356000
ASV_880	0.012199	0.004751432	0.012161083	0.020200484
ASV_515	0.009205	0.020651243	0.000000000	0.005380883
ASV_612	0.010052	0.002806648	0.005502574	0.021964220
ASV_632	0.014385	0.01170494	0.01775191	0.01417296
ASV_716	0.012415	0.009766246	0.007025561	0.020177412
ASV_824	0.014142	0.008181775	0.013988423	0.020658920
ASV_626	0.012032	0.015746084	0.009610473	0.010274694
ASV_675	0.009984	0.005479233	0.007010150	0.017523322
ASV_598	0.013883	0.01395245	0.01094332	0.01649658
ASV_802	0.011537	0.011575200	0.008716697	0.014077293
ASV_671	0.011556	0.012395674	0.012849892	0.009475069
ASV_691	0.011774	0.010363001	0.009408936	0.015446508
ASV_1059	0.012489	0.009519767	0.016216117	0.012257240
ASV_852	0.010853	0.017040804	0.003516083	0.010945063
ASV_701	0.009911	0.016732134	0.005802331	0.006370923
ASV_1049	0.010557	0.006011979	0.003862579	0.021541324
ASV_1095	0.014241	0.01276263	0.01528515	0.01486762
ASV_757	0.013152	0.01182808	0.01564631	0.01228566
ASV_720	0.011497	0.019436292	0.008404271	0.005831474
ASV_1198	0.010511	0.004109549	0.021380947	0.007415940
ASV_879	0.012548	0.01048264	0.01084538	0.01631370
ASV_661	0.011506	0.010868376	0.007842951	0.015537846
ASV_868	0.012285	0.01555037	0.01002206	0.01086318
ASV_781	0.012791	0.007539741	0.003434002	0.026966572
ASV_622	0.011759	0.009580448	0.016259052	0.009972293
ASV_855	0.013002	0.006697076	0.027184594	0.006774297
ASV_733	0.013216	0.003868478	0.019001600	0.017922944
ASV_1187	0.011541	0.008695209	0.011267429	0.014835869
ASV_1100	0.011173	0.014935326	0.007751767	0.010276614
ASV_435	0.008531	2.371094e-02	2.033833e-05	7.595396e-05
ASV_1020	0.013638	0.01376632	0.01050603	0.01636462
ASV_863	0.014359	0.005751748	0.004463469	0.032617281
ASV_600	0.014022	0.0007293192	0.0035436886	0.0378255616
ASV_727	0.014651	0.021073016	0.012910734	0.009372417
ASV_764	0.012331	0.016670598	0.011438771	0.008505793
ASV_562	0.012187	0.01142891	0.01232306	0.01287399
ASV_851	0.011023	0.013877084	0.007680941	0.011027339
ASV_1231	0.010597	0.006185046	0.001284348	0.023835367
ASV_750	0.009775	0.022039808	0.003033947	0.002820926
ASV_798	0.010317	0.007111850	0.008339774	0.015554046
ASV_1141	0.01019	0.011996776	0.010863355	0.007641003
ASV_631	0.012922	0.01716136	0.01022622	0.01085132
ASV_927	0.013279	0.01048779	0.01396677	0.01563611
ASV_678	0.010021	0.006096577	0.016134598	0.008625792
ASV_911	0.011077	0.008014555	0.005947810	0.019045929
ASV_812	0.015391	0.02300785	0.01148218	0.01081714
ASV_854	0.010794	0.012741682	0.015091540	0.004779211
ASV_728	0.011246	0.006712311	0.012304267	0.015127719
ASV_809	0.010383	0.017512925	0.003110862	0.009406444
ASV_1006	0.010441	0.008599463	0.007035056	0.015526657
ASV_1073	0.015033	0.01524615	0.01708374	0.01292813
ASV_1131	0.010749	0.013087911	0.007486545	0.011230992
ASV_1229	0.011403	0.01232248	0.00479076	0.01646923
ASV_618	0.012625	0.01174919	0.01116633	0.01489621
ASV_554	0.011686	0.01347261	0.01014325	0.01118455
ASV_617	0.013639	0.032087102	0.003929390	0.002786811
ASV_1174	0.014747	0.01399047	0.01791252	0.01266001
ASV_586	0.009372	0.005405824	0.021004527	0.002975278
ASV_667	0.009719	0.002275603	0.022106707	0.006351787
ASV_790	0.011077	0.005871669	0.014017435	0.013956550
ASV_1225	0.010555	0.009391371	0.014952745	0.007776389
ASV_704	0.012342	0.01603774	0.01044649	0.01012302
ASV_633	0.011038	0.005179511	0.026015221	0.003606207
ASV_816	0.011206	0.008158112	0.021626464	0.004934917
ASV_1088	0.013428	0.017978062	0.013936810	0.008094514
ASV_849	0.009389	0.006951713	0.003148513	0.017703460
ASV_804	0.010935	0.009631017	0.013742538	0.009762584
ASV_795	0.011819	0.01095763	0.01344043	0.01125849
ASV_796	0.010687	0.007492298	0.011808570	0.013077877
ASV_846	0.014158	0.01709241	0.02359033	0.00239042
ASV_1228	0.009028	0.00635691	0.00261080	0.01775478
ASV_794	0.01009	0.014674439	0.004589398	0.010217683
ASV_1213	0.009704	0.011141318	0.007534257	0.010150171
ASV_689	0.010071	0.006356075	0.018539255	0.006299037
ASV_700	0.011939	0.009796011	0.022873782	0.004229756
ASV_784	0.010749	0.001702876	0.008333777	0.022635758
ASV_740	0.011017	0.006085304	0.016401415	0.011368164
ASV_800	0.009144	0.0250593440	0.0002006773	0.0003002646
ASV_1115	0.010042	0.005980441	0.003791268	0.020106116
ASV_1136	0.009648	0.009294993	0.006104544	0.013265914
ASV_672	0.010537	0.011379070	0.010462392	0.009704165
ASV_938	0.009443	0.007178611	0.006018396	0.014997458
ASV_1116	0.009537	0.006712832	0.001251193	0.020136009
ASV_845	0.010297	0.0046702653	0.0007443765	0.0250555348
ASV_1042	0.010392	0.010405362	0.012976246	0.008015072
ASV_826	0.009853	0.006940873	0.008089036	0.014581562
ASV_914	0.009938	0.005527210	0.005492209	0.018724105
ASV_818	0.009961	0.012010582	0.006902755	0.010566218
ASV_722	0.011638	0.007044422	0.013223558	0.015100979
ASV_1112	0.009208	0.013818311	0.006287145	0.006947561
ASV_1029	0.010662	0.008258567	0.005606237	0.017856706
ASV_982	0.011069	0.012696382	0.006718421	0.013307047
ASV_1137	0.009561	0.006605240	0.007076235	0.014997179
ASV_726	0.010666	0.006811435	0.009174706	0.016153941
ASV_1186	0.010667	0.007287085	0.011331792	0.013674938
ASV_1037	0.009393	0.005615659	0.003893896	0.018463567
ASV_719	0.01166	0.014158759	0.010716295	0.009849485
ASV_1021	0.010292	0.00662285	0.01381125	0.01099834
ASV_1117	0.011555	0.006821592	0.005843468	0.021842671
ASV_951	0.008765	0.010506291	0.002469788	0.012660142
ASV_705	0.010688	0.012579379	0.009420286	0.009824771
ASV_649	0.010335	0.003288965	0.013685743	0.014806833
ASV_760	0.009955	0.008800942	0.009668101	0.011453137
ASV_1134	0.008554	0.011660172	0.007730295	0.005983836
ASV_991	0.009732	0.011850622	0.007335705	0.009656123
ASV_1107	0.011618	0.004955368	0.012269509	0.018150067
ASV_956	0.009669	0.005933205	0.012016260	0.011517741
ASV_965	0.009786	0.014152806	0.004447498	0.009997898
ASV_871	0.010079	0.015202903	0.007027765	0.007388002
ASV_905	0.009931	0.006343649	0.008111896	0.015432350
ASV_640	0.009916	0.009618701	0.017816281	0.003006434
ASV_789	0.014047	0.003856182	0.002940536	0.035109546
ASV_665	0.009538	0.009031678	0.011015094	0.008728210
ASV_1004	0.009149	0.007011034	0.004554626	0.015638140
ASV_825	0.013076	0.003722337	0.011767129	0.024280936
ASV_981	0.009479	0.010396422	0.006494281	0.011227598
ASV_887	0.0092	0.00555737	0.00486734	0.01705987
ASV_1056	0.009032	0.007279366	0.003125714	0.016308249
ASV_573	0.010509	0.006109014	0.002813711	0.022253977
ASV_658	0.010755	0.015516294	0.004464576	0.011414202
ASV_1003	0.009022	0.008575272	0.002678352	0.015302042
ASV_611	0.00921	0.0002397727	0.0293625202	0.0003729751
ASV_738	0.009904	0.016094771	0.008965447	0.004139829
ASV_1227	0.010118	0.006299627	0.009889888	0.014412440
ASV_765	0.010169	0.008187988	0.013815219	0.008952641
ASV_741	0.0088	0.004588630	0.018523299	0.004410121
ASV_603	0.010054	0.015749968	0.011741711	0.002417608
ASV_1144	0.009533	0.013393000	0.007269863	0.007474709
ASV_829	0.009773	0.008357481	0.009652936	0.011397461
ASV_988	0.009296	0.021325985	0.002269427	0.002855164
ASV_929	0.007903	0.012810376	0.002493385	0.007602833
ASV_654	0.009227	0.005851971	0.019720199	0.003239495
ASV_1124	0.00934	0.006671332	0.009336674	0.012199021
ASV_776	0.00849	0.007384327	0.012897312	0.005639847
ASV_797	0.009534	0.011144653	0.010267670	0.007140984
ASV_681	0.009588	0.008740099	0.006761529	0.013079712
ASV_569	0.007062	0.0160751500	0.0006642774	0.0032725241
ASV_810	0.010331	0.0006749921	0.0032677111	0.0271204507
ASV_1008	0.00909	0.009602160	0.012128272	0.005763417
ASV_799	0.009778	0.006741433	0.004750224	0.017626746
ASV_766	0.009856	0.011346618	0.009467025	0.008616119
ASV_1031	0.008988	0.010457862	0.009946095	0.006540313
ASV_547	0.006933	0.01934089	0.00000000	0.00000000
ASV_806	0.00982	0.010061406	0.006286385	0.012793741
ASV_752	0.008164	0.005887345	0.012838500	0.006322346
ASV_1175	0.008207	0.009186997	0.007500579	0.007803672
ASV_808	0.00851	0.006925573	0.010675976	0.008222440
ASV_1169	0.009233	0.005240183	0.008527797	0.014148414
ASV_666	0.010508	0.008420650	0.009376696	0.013775937
ASV_876	0.009263	0.006867296	0.008520958	0.012506030
ASV_605	0.008118	0.0007117076	0.0254376395	0.0001978079
ASV_958	0.008866	0.004870502	0.012247640	0.010048447
ASV_660	0.011239	0.008937584	0.010957280	0.013959688
ASV_788	0.012539	0.008473368	0.024555500	0.005896019
ASV_970	0.00984	0.008896435	0.016393068	0.004855404
ASV_1161	0.011429	0.007445781	0.021683034	0.006311024
ASV_933	0.007985	0.011248170	0.003394999	0.008692075
ASV_642	0.009319	0.0208862941	0.0007151354	0.0048143286
ASV_1092	0.007637	0.010426118	0.002963139	0.008928051
ASV_1061	0.007553	0.002693211	0.003152827	0.016777958
ASV_1197	0.007768	0.004323487	0.001671448	0.017028334
ASV_1221	0.007859	0.008523201	0.008739554	0.006342582
ASV_817	0.006881	0.0180668756	0.0001880069	0.0010361426
ASV_998	0.008313	0.002995463	0.003086384	0.018782641
ASV_1195	0.008487	0.009929509	0.005975229	0.009242760
ASV_1009	0.008423	0.009145288	0.005514595	0.010311533
ASV_1148	0.007616	0.006746065	0.010283496	0.006105755
ASV_848	0.009262	0.007788760	0.012072217	0.008266423
ASV_692	0.00897	0.009214775	0.013317686	0.004731019
ASV_913	0.008354	0.006640376	0.004617375	0.013604507
ASV_964	0.008253	0.008200754	0.010828094	0.005952282
ASV_923	0.008508	0.006869574	0.006773149	0.011848376
ASV_762	0.008149	0.005120154	0.012157589	0.007723815
ASV_906	0.007944	0.010162722	0.008056493	0.005467826
ASV_742	0.008328	0.010501113	0.009905735	0.004558896
ASV_778	0.008418	0.003463088	0.002852375	0.018809738
ASV_1104	0.008035	0.005660156	0.007051837	0.011473462
ASV_1158	0.008299	0.008789715	0.004859489	0.010919071
ASV_648	0.006371	0.0164731587	0.0007575741	0.0006996576
ASV_813	0.007008	0.014720864	0.001074874	0.004184026
ASV_898	0.010366	0.01014457	0.01412088	0.00716776
ASV_1191	0.007096	0.007074684	0.010386214	0.004110631
ASV_1230	0.010766	0.015963088	0.009419547	0.006439111
ASV_857	0.008547	0.010950602	0.009184814	0.005391885
ASV_690	0.008141	0.012751570	0.007840300	0.003484889
ASV_1196	0.007292	0.004506109	0.003083944	0.014120372
ASV_1200	0.007577	0.005457701	0.010641119	0.007040409
ASV_1075	0.007963	0.005634672	0.002704765	0.015264262
ASV_872	0.007934	0.004660437	0.005552589	0.013613594
ASV_787	0.009092	0.008041108	0.008860090	0.010429236
ASV_731	0.008281	0.004609072	0.004817503	0.015376319
ASV_1036	0.00711	0.012721252	0.002428692	0.005388809
ASV_921	0.007707	0.012517194	0.006273819	0.003873146
ASV_1113	0.008232	0.008299851	0.007145323	0.009152991
ASV_1074	0.009336	0.008997289	0.009853466	0.009223633
