OTUID	All	D	H	I
ASV_1208	0.02259	0.050113598	0.017027990	0.007428037
ASV_408	0.026284	0.02663513	0.02989759	0.01211430
ASV_457	0.024614	0.03219762	0.02289954	0.02112742
ASV_519	0.023944	0.043595286	0.021447663	0.007526607
ASV_584	0.024714	0.02441098	0.02654510	0.01816836
ASV_769	0.031228	0.01020368	0.02041582	0.09994155
ASV_404	0.025153	0.01954033	0.02923772	0.01704873
ASV_421	0.026424	0.02850497	0.02364049	0.03424236
ASV_559	0.021523	0.02252883	0.02307471	0.01431094
ASV_344	0.022252	0.004534482	0.032818184	0.005511001
ASV_411	0.025121	0.008147844	0.030620380	0.026621417
ASV_707	0.025059	0.04724096	0.01704485	0.02623979
ASV_637	0.020961	0.04515932	0.01627185	0.00687054
ASV_477	0.023517	0.01187958	0.02281588	0.04150986
ASV_406	0.027466	0.06176141	0.01889250	0.01480634
ASV_729	0.022609	0.028681845	0.024103615	0.008940829
ASV_583	0.02458	0.02141671	0.02769881	0.01691460
ASV_465	0.024248	0.01424691	0.02677605	0.02783442
ASV_734	0.022683	0.059181596	0.015111744	0.003319519
ASV_369	0.019104	0.004235417	0.028421737	0.003346538
ASV_684	0.021779	0.061804806	0.011009103	0.009901764
ASV_550	0.024538	2.449088e-02	3.099765e-02	9.424399e-05
ASV_651	0.024167	0.01601134	0.03002579	0.01268499
ASV_531	0.022418	0.003847965	0.026122699	0.032830344
ASV_401	0.026304	0.004668704	0.040127782	0.002366591
ASV_1000	0.023939	0.01516030	0.02890921	0.01665123
ASV_512	0.021071	0.040937778	0.018336436	0.005273451
ASV_530	0.021195	0.01129995	0.02587806	0.01646569
ASV_592	0.024354	0.01096582	0.03077934	0.01761976
ASV_688	0.021176	0.023963881	0.024013454	0.006741354
ASV_744	0.024511	0.02722859	0.02427739	0.02181510
ASV_653	0.022666	0.017041437	0.029207840	0.005260016
ASV_459	0.024169	0.009163573	0.030532452	0.019797446
ASV_416	0.023074	0.0045540760	0.0353415332	0.0009365955
ASV_833	0.021687	0.020576894	0.026689256	0.004174497
ASV_490	0.019917	0.01526213	0.02365518	0.01187075
ASV_587	0.020443	0.046219024	0.015945360	0.003547074
ASV_657	0.021527	0.01540078	0.02654389	0.01056871
ASV_425	0.020778	0.03166332	0.01406040	0.03192299
ASV_772	0.02004	0.056082981	0.010862510	0.007370843
ASV_469	0.02089	0.012462267	0.028505435	0.003100907
ASV_525	0.022369	0.01817945	0.01251481	0.06527424
ASV_379	0.018011	0.062041718	0.006577062	0.003379038
ASV_639	0.024345	0.005750713	0.034277840	0.011161748
ASV_431	0.028436	0.02256343	0.01402467	0.09084484
ASV_489	0.022245	0.04094357	0.01508305	0.02477956
ASV_668	0.021336	0.03041762	0.02075439	0.01158040
ASV_370	0.02239	0.02919793	0.01598833	0.03770755
ASV_693	0.020088	0.02778596	0.01955752	0.01195990
ASV_934	0.022024	0.028483010	0.023425778	0.008194206
ASV_455	0.022565	0.03084097	0.02191630	0.01412543
ASV_442	0.017888	0.0818335431	0.0002650305	0.0004969374
ASV_730	0.021888	0.02304520	0.02460408	0.01005707
ASV_557	0.020222	0.04006417	0.01601507	0.01004136
ASV_571	0.019184	0.034547101	0.018000161	0.003435113
ASV_624	0.020388	0.02519990	0.01975124	0.01646565
ASV_979	0.019497	0.029713090	0.019314301	0.006732961
ASV_464	0.019959	0.01007861	0.02369644	0.01879842
ASV_518	0.026027	0.01312645	0.03461853	0.01042793
ASV_503	0.021343	0.020132063	0.025781882	0.006100129
ASV_467	0.019952	0.011092505	0.026018969	0.008605173
ASV_386	0.031658	0.001160845	0.032561908	0.068405650
ASV_362	0.02131	0.004645845	0.030166985	0.009664253
ASV_549	0.02198	0.00857452	0.02898489	0.01306539
ASV_526	0.019538	0.014854380	0.024656299	0.006289827
ASV_393	0.03265	0.008283915	0.041216097	0.032252591
ASV_501	0.019203	0.004467334	0.028237461	0.004340247
ASV_561	0.018424	0.01473702	0.02283460	0.00654668
ASV_989	0.021693	0.01493636	0.02687543	0.01093419
ASV_842	0.018249	0.060287122	0.007584033	0.003325200
ASV_473	0.022169	0.01480747	0.02013559	0.03958141
ASV_595	0.017209	0.062242191	0.005396118	0.002692738
ASV_950	0.021036	0.004691721	0.030626423	0.006183889
ASV_535	0.01952	0.04128753	0.01336718	0.01418364
ASV_739	0.018567	0.02649138	0.01627566	0.01681886
ASV_1224	0.019109	0.016250179	0.023961808	0.004465811
ASV_354	0.014521	0.0616619978	0.0009874353	0.0037531988
ASV_751	0.020503	0.02164082	0.02208198	0.01301550
ASV_453	0.022665	0.01173044	0.02916899	0.01239883
ASV_504	0.021662	0.02370197	0.01888121	0.02952144
ASV_486	0.018805	0.02838981	0.01725374	0.01206364
ASV_894	0.019128	0.02103510	0.02300247	0.00191888
ASV_976	0.01904	0.033122605	0.017332890	0.006963637
ASV_937	0.019994	0.01712475	0.02325877	0.01138734
ASV_443	0.020638	0.006132581	0.025312496	0.022016419
ASV_502	0.021373	0.018632444	0.025992846	0.007458014
ASV_508	0.019566	0.01378757	0.02076480	0.02263195
ASV_499	0.016222	0.007145121	0.021634508	0.007645392
ASV_536	0.019065	0.004392606	0.026232461	0.011205059
ASV_580	0.019955	0.008504692	0.023848259	0.020270921
ASV_591	0.023979	0.006448753	0.024552173	0.044900631
ASV_756	0.020366	0.029806601	0.020107591	0.008908217
ASV_479	0.016733	0.02293835	0.01065761	0.03160794
ASV_702	0.017463	0.03878489	0.01177374	0.01095286
ASV_1118	0.020376	0.018081573	0.024336194	0.008375139
ASV_447	0.017591	0.01049205	0.02016453	0.01718058
ASV_659	0.017318	0.01909400	0.01367297	0.02880815
ASV_511	0.028027	0.0052267887	0.0431963260	0.0005181615
ASV_904	0.021184	0.04445262	0.01096082	0.02931267
ASV_922	0.018442	0.053817925	0.009779002	0.004701285
ASV_538	0.020244	0.007002012	0.013048499	0.064989068
ASV_619	0.021096	0.01288585	0.02533847	0.01581895
ASV_1140	0.016542	0.03319422	0.01344250	0.00636175
ASV_500	0.017363	0.004603666	0.024951064	0.005386277
ASV_1082	0.01806	0.01140628	0.01574401	0.03561115
ASV_555	0.018186	0.01692172	0.01752783	0.02234748
ASV_451	0.020231	0.01124947	0.01707786	0.04402724
ASV_480	0.021663	0.04296346	0.00928531	0.04055595
ASV_753	0.015636	0.046752851	0.008157214	0.003011668
ASV_461	0.014162	0.049147773	0.003645508	0.007962770
ASV_574	0.019716	0.008721664	0.019330569	0.035660939
ASV_652	0.018337	0.027268067	0.019099368	0.003677744
ASV_767	0.021141	0.011043962	0.028092091	0.008073892
ASV_1165	0.017637	0.03526279	0.01254159	0.01374441
ASV_636	0.016876	0.036368081	0.013450567	0.004193093
ASV_948	0.017405	0.023429332	0.018154846	0.006625164
ASV_821	0.016006	0.02094208	0.01151020	0.02655614
ASV_1090	0.016103	0.026937010	0.015172961	0.005358033
ASV_527	0.017428	0.013881770	0.020961994	0.008695288
ASV_655	0.017352	0.023246611	0.018408976	0.005574892
ASV_663	0.017118	0.02823622	0.01449056	0.01243471
ASV_1216	0.01611	0.038341288	0.011680358	0.003627714
ASV_627	0.016679	0.02482716	0.01417500	0.01544207
ASV_664	0.020587	0.022935127	0.023010822	0.008299653
ASV_721	0.017415	0.016657806	0.020773870	0.005667634
ASV_450	0.017831	0.02002067	0.01805356	0.01410137
ASV_831	0.015483	0.039636597	0.008080512	0.011744088
ASV_608	0.016802	0.043234095	0.010245590	0.006850645
ASV_683	0.017283	0.02421742	0.01440409	0.01907161
ASV_581	0.016075	0.003839154	0.023809147	0.002854918
ASV_532	0.01678	0.028193770	0.015545175	0.006424785
ASV_478	0.016981	0.024820642	0.016266162	0.009361522
ASV_558	0.017388	0.01421850	0.01408602	0.03409319
ASV_497	0.016441	0.018747024	0.017461212	0.009532531
ASV_763	0.019296	0.02325420	0.01690437	0.02315268
ASV_448	0.018322	0.0150604980	0.0242302759	0.0002028084
ASV_670	0.016751	0.006584944	0.023434900	0.004786523
ASV_596	0.01754	0.014408592	0.021028860	0.008430394
ASV_1209	0.018291	0.01587796	0.01501858	0.03388574
ASV_542	0.01696	0.02793400	0.01260958	0.01900532
ASV_698	0.019508	0.009546095	0.018636867	0.035936913
ASV_417	0.02487	5.521172e-05	3.797891e-02	7.832310e-03
ASV_724	0.015644	0.02592315	0.01250362	0.01401659
ASV_516	0.015423	0.051201150	0.005002290	0.007817368
ASV_847	0.017171	0.024695186	0.017292881	0.006796398
ASV_1079	0.016346	0.021077763	0.016572193	0.009253928
ASV_830	0.014823	0.048887640	0.005934884	0.003659872
ASV_623	0.015651	0.005559923	0.021594641	0.006394850
ASV_749	0.016394	0.013733904	0.019191233	0.009284549
ASV_717	0.017021	0.02773897	0.01512041	0.01010918
ASV_588	0.016944	0.02499950	0.01595154	0.01009637
ASV_723	0.016197	0.02362313	0.01359770	0.01627296
ASV_537	0.017389	0.01437158	0.01989034	0.01187704
ASV_777	0.015952	0.02324320	0.01441887	0.01216401
ASV_609	0.01935	0.007377094	0.026434564	0.008247599
ASV_743	0.016827	0.007344031	0.020732304	0.014507408
ASV_629	0.017394	0.015102529	0.021752892	0.003879635
ASV_676	0.014907	0.003828677	0.020721458	0.007442573
ASV_699	0.015241	0.00591202	0.01940768	0.01172348
ASV_523	0.016493	0.033803026	0.013220840	0.006101712
ASV_505	0.017696	0.005461536	0.024276845	0.008846162
ASV_597	0.018412	0.005809459	0.023519262	0.015642509
ASV_694	0.014285	0.050332490	0.005420091	0.000425453
ASV_746	0.016323	0.01532717	0.01806542	0.01102489
ASV_962	0.016133	0.016732616	0.018247562	0.007320685
ASV_468	0.013654	0.042720740	0.006114101	0.003962952
ASV_647	0.015807	0.02738735	0.01289631	0.01158961
ASV_918	0.016541	0.01442634	0.01335654	0.03140763
ASV_650	0.015231	3.305629e-05	2.397535e-02	2.083576e-03
ASV_492	0.01565	0.01201667	0.01408468	0.02637399
ASV_835	0.015989	0.03699434	0.01018419	0.01033890
ASV_544	0.017871	0.02289164	0.01608436	0.01803137
ASV_656	0.016674	0.005840139	0.023500843	0.005045840
ASV_1085	0.017322	0.013250551	0.021266175	0.007723709
ASV_552	0.013627	0.006006206	0.018157069	0.006480553
ASV_540	0.014815	0.010940963	0.018148101	0.007271392
ASV_441	0.019274	0.04043137	0.01011219	0.02615408
ASV_709	0.016737	0.02158655	0.01415630	0.02013995
ASV_771	0.015838	0.01763263	0.01626359	0.01186212
ASV_582	0.017615	0.002507606	0.024099676	0.012917640
ASV_823	0.015702	0.009743778	0.015401340	0.024695249
ASV_638	0.014213	0.007165594	0.017740231	0.010117498
ASV_840	0.014891	0.029457353	0.011398154	0.008950029
ASV_807	0.014137	0.030168358	0.011121111	0.004458617
ASV_710	0.015214	0.02371363	0.01455643	0.00650789
ASV_1147	0.021784	0.013662690	0.029693059	0.002479979
ASV_737	0.015696	0.03749561	0.00746366	0.01820615
ASV_509	0.015001	0.002255135	0.022654272	0.002761874
ASV_832	0.015151	0.031512664	0.011847652	0.006127951
ASV_534	0.012027	0.035970158	0.005165571	0.006511611
ASV_713	0.015312	0.005788432	0.018166874	0.017028942
ASV_1189	0.014651	0.004478739	0.020219439	0.006926275
ASV_444	0.012423	0.036439684	0.006600756	0.002868705
ASV_893	0.013528	0.023537011	0.012043729	0.005972731
ASV_621	0.017095	0.008940002	0.019653364	0.018132684
ASV_944	0.013653	0.021301942	0.008963958	0.021366334
ASV_579	0.01743	0.01264629	0.01565110	0.03048182
ASV_484	0.015609	0.009991134	0.019383377	0.008690208
ASV_984	0.013828	0.010275284	0.017441193	0.004802936
ASV_543	0.016264	0.008145917	0.019332313	0.015320124
ASV_593	0.01404	0.008017326	0.015652221	0.015860200
ASV_614	0.014344	0.007132765	0.017880619	0.010425601
ASV_759	0.014294	0.015114241	0.015797293	0.007511175
ASV_860	0.013893	0.020976756	0.013083710	0.007629576
ASV_1160	0.013272	0.009617478	0.016744046	0.004917572
ASV_628	0.016417	0.005403496	0.017140176	0.028183163
ASV_563	0.0177	0.031263782	0.006500927	0.042315527
ASV_785	0.012624	0.022224886	0.012279148	0.001281195
ASV_641	0.013916	0.007573581	0.018186232	0.006070815
ASV_682	0.015897	0.008110862	0.010250084	0.047580177
ASV_1024	0.014936	0.01362467	0.01235020	0.02647030
ASV_935	0.014188	0.026359831	0.005199526	0.032252491
ASV_711	0.014241	0.032358610	0.007420903	0.016242439
ASV_791	0.017802	0.008953521	0.015009747	0.040051353
ASV_1012	0.013847	0.02007422	0.01371041	0.00616144
ASV_625	0.013409	0.013296921	0.008798431	0.031046239
ASV_1181	0.013867	0.01054651	0.01467085	0.01518916
ASV_677	0.013393	0.016701836	0.013691440	0.007898774
ASV_493	0.014471	0.003967947	0.020787243	0.004347845
ASV_897	0.013333	0.028106533	0.009759170	0.007428905
ASV_1098	0.013754	0.02009798	0.01137164	0.01443664
ASV_899	0.018072	0.002636088	0.024664376	0.013401759
ASV_708	0.012502	0.042427361	0.004761606	0.002441348
ASV_602	0.014155	0.025334913	0.008545055	0.020708771
ASV_572	0.016202	0.005006315	0.015538712	0.033467618
ASV_1045	0.01187	0.019385846	0.007361055	0.019074434
ASV_610	0.013276	0.034500921	0.007933339	0.005582919
ASV_568	0.020005	0.002588695	0.029490044	0.006967934
ASV_725	0.013971	0.013118754	0.016154664	0.006810205
ASV_779	0.012979	0.019183876	0.012622088	0.006158568
ASV_1114	0.014481	0.012899947	0.016682165	0.008215756
ASV_686	0.014383	0.003889022	0.020086292	0.006572560
ASV_1138	0.013916	0.01786577	0.01503856	0.00445188
ASV_513	0.012643	0.043767653	0.003153426	0.007637903
ASV_575	0.014377	0.01686573	0.01403629	0.01239234
ASV_696	0.017086	0.005817652	0.021827216	0.013943155
ASV_514	0.013553	0.009167326	0.015918765	0.010353379
ASV_910	0.015074	0.001496577	0.022054088	0.006484526
ASV_703	0.012325	0.007398287	0.012768183	0.017135176
ASV_565	0.011512	0.0008049841	0.0180825653	0.0006905900
ASV_1238	0.013055	0.020041349	0.011950969	0.008038042
ASV_510	0.014562	0.044774877	0.004338103	0.013546105
ASV_645	0.018459	0.003623773	0.025199599	0.012430358
ASV_564	0.014274	0.007372404	0.016562023	0.014689366
ASV_943	0.011271	0.035063690	0.005385838	0.002252098
ASV_968	0.01247	0.041356615	0.004229293	0.005675404
ASV_1017	0.015698	0.008397145	0.019563144	0.010656395
ASV_1159	0.011464	0.003594094	0.012390787	0.018315531
ASV_1019	0.016314	0.006480115	0.022206337	0.006917053
ASV_969	0.013175	0.00805748	0.01519652	0.01225108
ASV_429	0.015223	1.296725e-04	7.476979e-05	9.257390e-02
ASV_548	0.013257	0.005899693	0.018125785	0.004482479
ASV_566	0.015069	0.01290031	0.01194109	0.02979191
ASV_1091	0.012128	0.029306192	0.007465754	0.007184574
ASV_674	0.01204	0.002726805	0.017680664	0.002912827
ASV_607	0.015016	0.01096958	0.01518322	0.01971042
ASV_712	0.012198	0.004361502	0.015392111	0.010405510
ASV_487	0.013125	0.031898493	0.007445612	0.009935807
ASV_695	0.018374	0.04540432	0.01063183	0.01213205
ASV_613	0.012457	0.028881789	0.009763000	0.001035743
ASV_874	0.012761	0.004813516	0.016336521	0.009664949
ASV_673	0.016025	0.048296339	0.007038439	0.007599879
ASV_1013	0.011817	0.024876401	0.009427726	0.003674953
ASV_1150	0.01315	0.013790065	0.013978219	0.009162643
ASV_585	0.013635	0.019254325	0.012729101	0.009670944
ASV_620	0.017299	0.015159334	0.021720082	0.003343047
ASV_903	0.012519	0.026255479	0.009913425	0.004307596
ASV_974	0.012388	0.008877673	0.014134998	0.010387032
ASV_844	0.013015	0.01309426	0.01280095	0.01372250
ASV_1184	0.012163	0.011596195	0.013770169	0.006815437
ASV_576	0.01459	0.002776895	0.017692553	0.018382065
ASV_925	0.011741	0.007471846	0.014773011	0.005860245
ASV_1011	0.01407	0.006942545	0.013971729	0.023832256
ASV_434	0.00943	0.0383966560	0.0017913152	0.0002490181
ASV_736	0.012328	0.010342812	0.014811573	0.005519692
ASV_706	0.012994	0.012390368	0.014965304	0.006308033
ASV_755	0.012763	0.01383802	0.01205312	0.01404202
ASV_954	0.013244	0.01676177	0.01257769	0.01113734
ASV_980	0.015805	0.006594549	0.019028036	0.015709699
ASV_551	0.012082	0.011928163	0.013683055	0.006211396
ASV_915	0.011677	0.037008122	0.005285246	0.002555145
ASV_880	0.012199	0.004089172	0.018105621	0.000474970
ASV_515	0.009205	1.682755e-05	0.000000e+00	5.623188e-02
ASV_612	0.010052	0.005405205	0.013975829	0.001288103
ASV_632	0.014385	0.005126501	0.016250317	0.019507825
ASV_716	0.012415	0.013813623	0.013236156	0.007455117
ASV_824	0.014142	0.014224356	0.016222233	0.006142609
ASV_626	0.012032	0.021035781	0.009949428	0.008072188
ASV_675	0.009984	0.028810793	0.005047833	0.003906546
ASV_598	0.013883	0.008462422	0.017384272	0.007739471
ASV_802	0.011537	0.023713463	0.008051008	0.008722386
ASV_671	0.011556	0.018298716	0.011235378	0.003890878
ASV_691	0.011774	0.018270702	0.008859239	0.014271772
ASV_1059	0.012489	0.01069862	0.01369077	0.01029100
ASV_852	0.010853	0.032148349	0.005769559	0.002082610
ASV_701	0.009911	0.027922464	0.004793518	0.005592751
ASV_1049	0.010557	0.014610100	0.010839519	0.004142619
ASV_1095	0.014241	0.005689043	0.017843615	0.011841277
ASV_757	0.013152	0.013971570	0.013702206	0.009982883
ASV_720	0.011497	0.031072142	0.006565718	0.004412349
ASV_1198	0.010511	0.021171248	0.007493330	0.007914385
ASV_879	0.012548	0.023222179	0.007684821	0.016931946
ASV_661	0.011506	0.0006920909	0.0181872138	0.0004047382
ASV_868	0.012285	0.017643050	0.008369819	0.020081658
ASV_781	0.012791	0.002366552	0.018110344	0.006342673
ASV_622	0.011759	0.005158474	0.015063991	0.007915057
ASV_855	0.013002	0.006634111	0.015691415	0.011190213
ASV_733	0.013216	0.000616320	0.020446324	0.002385278
ASV_1187	0.011541	0.015147178	0.008675291	0.017662096
ASV_1100	0.011173	0.035257615	0.005012763	0.002810070
ASV_435	0.008531	3.942139e-02	8.873832e-06	1.620955e-04
ASV_1020	0.013638	0.006129130	0.017561990	0.008642324
ASV_863	0.014359	0.006397856	0.020206768	0.002660638
ASV_600	0.014022	0.002561245	0.002986013	0.070985054
ASV_727	0.014651	0.011844210	0.018728070	0.002881057
ASV_764	0.012331	0.01812991	0.01025366	0.01257394
ASV_562	0.012187	0.00745018	0.01234331	0.01783556
ASV_851	0.011023	0.006537912	0.012907883	0.009782294
ASV_1231	0.010597	0.004812541	0.014816406	0.002210950
ASV_750	0.009775	0.004466286	0.013346363	0.003220891
ASV_798	0.010317	0.018250639	0.007557341	0.010333222
ASV_1141	0.01019	0.030158826	0.004458258	0.005625621
ASV_631	0.012922	0.00533253	0.01558125	0.01282957
ASV_927	0.013279	0.014441833	0.013902148	0.009383586
ASV_678	0.010021	0.014087041	0.010488039	0.002890027
ASV_911	0.011077	0.021253627	0.007845662	0.009930330
ASV_812	0.015391	0.005365378	0.020328201	0.009867061
ASV_854	0.010794	0.008046145	0.005342480	0.035095069
ASV_728	0.011246	0.004423975	0.015937530	0.002435217
ASV_809	0.010383	0.003887302	0.014081520	0.004907416
ASV_1006	0.010441	0.014220398	0.010417353	0.005551761
ASV_1073	0.015033	0.01863101	0.01210362	0.02140381
ASV_1131	0.010749	0.023035852	0.008070940	0.004720817
ASV_1229	0.011403	0.012004813	0.008306755	0.022359188
ASV_618	0.012625	0.004015058	0.013509807	0.020611616
ASV_554	0.011686	0.014072725	0.011390833	0.009658505
ASV_617	0.013639	0.0003368228	0.0028601745	0.0720579159
ASV_1174	0.014747	0.01414209	0.01297327	0.02227143
ASV_586	0.009372	0.004424889	0.010604837	0.011214715
ASV_667	0.009719	0.009184113	0.006035883	0.024399173
ASV_790	0.011077	0.01045838	0.01228648	0.00730521
ASV_1225	0.010555	0.019009605	0.009878980	0.001979585
ASV_704	0.012342	0.01721010	0.01063806	0.01239411
ASV_633	0.011038	0.034454287	0.004733772	0.004106224
ASV_816	0.011206	0.016246289	0.011246872	0.004411146
ASV_1088	0.013428	0.01184970	0.01145695	0.02298366
ASV_849	0.009389	0.015336330	0.008797393	0.003795479
ASV_804	0.010935	0.002700875	0.006436443	0.038850647
ASV_795	0.011819	0.011179474	0.013581659	0.005977088
ASV_796	0.010687	0.006486977	0.009933668	0.019076646
ASV_846	0.014158	0.002617473	0.011912381	0.037880438
ASV_1228	0.009028	0.002324619	0.013126733	0.002308926
ASV_794	0.01009	0.024943071	0.005904697	0.006400082
ASV_1213	0.009704	0.009989830	0.010285535	0.007119324
ASV_689	0.010071	0.007388775	0.012112546	0.005859991
ASV_700	0.011939	0.005752162	0.006589349	0.040385883
ASV_784	0.010749	0.0029196342	0.0161674432	0.0005086786
ASV_740	0.011017	0.015241330	0.008153381	0.016316566
ASV_800	0.009144	4.139539e-02	3.447186e-04	3.806479e-05
ASV_1115	0.010042	0.018880927	0.008085666	0.005821718
ASV_1136	0.009648	0.020478469	0.007276767	0.004372822
ASV_672	0.010537	0.006253737	0.013633256	0.004433377
ASV_938	0.009443	0.016577768	0.006142679	0.012562477
ASV_1116	0.009537	0.007758335	0.011836460	0.003153984
ASV_845	0.010297	0.007987644	0.013208864	0.002295302
ASV_1042	0.010392	0.003931072	0.014091520	0.004871888
ASV_826	0.009853	0.010620247	0.006352033	0.022123046
ASV_914	0.009938	0.022966690	0.006091408	0.007367673
ASV_818	0.009961	0.023433439	0.005657764	0.008537245
ASV_722	0.011638	0.00419113	0.01348726	0.01443202
ASV_1112	0.009208	0.02422347	0.00525030	0.00443929
ASV_1029	0.010662	0.011307040	0.012416381	0.003154504
ASV_982	0.011069	0.003675498	0.015621363	0.003538276
ASV_1137	0.009561	0.024242671	0.006567333	0.001578105
ASV_726	0.010666	0.007416047	0.011952541	0.010067660
ASV_1186	0.010667	0.002661460	0.014577418	0.006379874
ASV_1037	0.009393	0.013572116	0.009376915	0.003947182
ASV_719	0.01166	0.004142235	0.014912816	0.009222961
ASV_1021	0.010292	0.011556370	0.011592414	0.003693667
ASV_1117	0.011555	0.005924765	0.015255146	0.004934575
ASV_951	0.008765	0.020596534	0.005685301	0.004859719
ASV_705	0.010688	0.012450686	0.010582334	0.008767599
ASV_649	0.010335	0.017363574	0.009403429	0.004607619
ASV_760	0.009955	0.004476907	0.007514460	0.026433035
ASV_1134	0.008554	0.026424991	0.004248082	0.001343296
ASV_991	0.009732	0.008436418	0.010418622	0.008831199
ASV_1107	0.011618	0.015250414	0.012717228	0.002663486
ASV_956	0.009669	0.010621417	0.008729919	0.011975576
ASV_965	0.009786	0.01108095	0.01042054	0.00567290
ASV_871	0.010079	0.005276428	0.012727904	0.006355818
ASV_905	0.009931	0.006995680	0.011459769	0.007998003
ASV_640	0.009916	0.010157713	0.003456248	0.034101560
ASV_789	0.014047	0.00000000	0.02262874	0.00000000
ASV_665	0.009538	0.011999639	0.010563729	0.002403023
ASV_1004	0.009149	0.026695468	0.005071209	0.001500726
ASV_825	0.013076	0.00686165	0.01051024	0.03099969
ASV_981	0.009479	0.012277153	0.009485201	0.005768647
ASV_887	0.0092	0.005482150	0.011513198	0.005322443
ASV_1056	0.009032	0.019718863	0.006504229	0.004539281
ASV_573	0.010509	0.02033519	0.00195156	0.03002510
ASV_658	0.010755	0.006161459	0.008219432	0.026423097
ASV_1003	0.009022	0.026783201	0.004848005	0.001455836
ASV_611	0.00921	0.010088181	0.004248366	0.026877797
ASV_738	0.009904	0.016589809	0.009430520	0.002891915
ASV_1227	0.010118	0.004331680	0.012576073	0.008418241
ASV_765	0.010169	0.008314246	0.011209553	0.008664497
ASV_741	0.0088	0.0008606719	0.0123372826	0.0058387227
ASV_603	0.010054	0.019237583	0.008687676	0.003139919
ASV_1144	0.009533	0.009080909	0.010675128	0.005797531
ASV_829	0.009773	0.005646472	0.009834495	0.014976981
ASV_988	0.009296	0.0064509273	0.0125347602	0.0007596803
ASV_929	0.007903	0.020883339	0.004680476	0.003029618
ASV_654	0.009227	0.030405194	0.002934895	0.005196494
ASV_1124	0.00934	0.001440020	0.012415234	0.008083848
ASV_776	0.00849	0.017187760	0.007240339	0.001768811
ASV_797	0.009534	0.021316095	0.007557280	0.001512828
ASV_681	0.009588	0.003211175	0.013118826	0.004592856
ASV_569	0.007062	0.0262637737	0.0006566932	0.0060645739
ASV_810	0.010331	0.003034427	0.004658093	0.041462465
ASV_1008	0.00909	0.011527083	0.009027167	0.006118638
ASV_799	0.009778	0.029327718	0.004781599	0.002979231
ASV_766	0.009856	0.002586272	0.008562185	0.024339665
ASV_1031	0.008988	0.006143202	0.011421309	0.003507077
ASV_547	0.006933	0.03215715	0.00000000	0.00000000
ASV_806	0.00982	0.004787438	0.011663433	0.009456226
ASV_752	0.008164	0.008842480	0.009318962	0.002886054
ASV_1175	0.008207	0.006324299	0.006738310	0.016256742
ASV_808	0.00851	0.005927638	0.010355602	0.004908035
ASV_1169	0.009233	0.005079069	0.011148476	0.007436860
ASV_666	0.010508	0.006641409	0.010573001	0.015355737
ASV_876	0.009263	0.003953506	0.010756486	0.010595183
ASV_605	0.008118	0.0010062977	0.0126179226	0.0004153667
ASV_958	0.008866	0.007904115	0.008553316	0.011322483
ASV_660	0.011239	0.002524237	0.014663279	0.009731905
ASV_788	0.012539	0.028845913	0.007681709	0.009481287
ASV_970	0.00984	0.002965288	0.014193654	0.002381508
ASV_1161	0.011429	0.004392908	0.014463475	0.009188189
ASV_933	0.007985	0.008014421	0.004073930	0.022782045
ASV_642	0.009319	7.397360e-03	1.243105e-02	4.351812e-05
ASV_1092	0.007637	0.007962182	0.004707399	0.018321329
ASV_1061	0.007553	0.0006493301	0.0104520269	0.0056527686
ASV_1197	0.007768	0.004345730	0.009331395	0.006343308
ASV_1221	0.007859	0.003166931	0.010334283	0.004649418
ASV_817	0.006881	2.963545e-02	7.737523e-04	6.995278e-05
ASV_998	0.008313	0.020990158	0.001624545	0.016985372
ASV_1195	0.008487	0.004224121	0.009852333	0.008926282
ASV_1009	0.008423	0.001984926	0.012596212	0.001074859
ASV_1148	0.007616	0.005807535	0.006913165	0.012663178
ASV_848	0.009262	0.010518167	0.009708023	0.005912919
ASV_692	0.00897	0.005575212	0.009942504	0.009752797
ASV_913	0.008354	0.001595235	0.011525372	0.005225955
ASV_964	0.008253	0.014570446	0.007315302	0.003485067
ASV_923	0.008508	0.002314873	0.009656647	0.012311116
ASV_762	0.008149	0.005788249	0.007135611	0.015106560
ASV_906	0.007944	0.005320061	0.008652651	0.008713061
ASV_742	0.008328	0.0008430254	0.0099314384	0.0121038572
ASV_778	0.008418	0.001925454	0.011995390	0.003400504
ASV_1104	0.008035	0.013444429	0.006781695	0.005660035
ASV_1158	0.008299	0.009518262	0.008494396	0.005948956
ASV_648	0.006371	0.0263762995	0.0006995816	0.0015319463
ASV_813	0.007008	0.025295793	0.001681312	0.003121736
ASV_898	0.010366	0.013438223	0.007427247	0.017466220
ASV_1191	0.007096	0.004069557	0.007889984	0.008074152
ASV_1230	0.010766	0.004432982	0.006229907	0.036320204
ASV_857	0.008547	0.001457847	0.012901480	0.001366495
ASV_690	0.008141	0.014756748	0.007535493	0.001724283
ASV_1196	0.007292	0.01134604	0.00704692	0.00287843
ASV_1200	0.007577	0.005342711	0.009251196	0.004167406
ASV_1075	0.007963	0.011732549	0.007028319	0.006543922
ASV_872	0.007934	0.008797761	0.003687269	0.022905209
ASV_787	0.009092	0.009320760	0.008513915	0.010985494
ASV_731	0.008281	0.002906998	0.008507765	0.014498823
ASV_1036	0.00711	0.001923015	0.010267908	0.001962453
ASV_921	0.007707	0.002642194	0.010838364	0.002502353
ASV_1113	0.008232	0.007759801	0.009532358	0.003920102
