OTUID	All	D	H	I
ASV_157	0.019613	0.005665523	0.021202003	0.027558218
ASV_769	0.016746	0.008116757	0.014270918	0.038517127
ASV_533	0.016434	0.053631772	0.007489636	0.018193540
ASV_500	0.015158	0.006892704	0.019154603	0.004976357
ASV_264	0.018091	0.003489591	0.022998906	0.010594685
ASV_199	0.014398	0.036892564	0.010482354	0.008182837
ASV_707	0.017904	0.002690535	0.014618363	0.051035983
ASV_576	0.020664	0.0023208339	0.0290344076	0.0004929926
ASV_725	0.019915	0.01248618	0.02308354	0.01282921
ASV_278	0.016432	0.008340407	0.018425040	0.015820726
ASV_377	0.018596	0.01058269	0.02123649	0.01473596
ASV_372	0.020812	0.000000000	0.029358815	0.002560212
ASV_462	0.016273	0.006929085	0.019110742	0.012949143
ASV_366	0.016262	0.002406681	0.022028245	0.003740570
ASV_1017	0.019543	0.004461491	0.025744394	0.006279752
ASV_960	0.016198	0.0000000	0.0232591	0.0000000
ASV_1125	0.016268	0.08835419	0.00262660	0.00167080
ASV_1020	0.022405	0.008998902	0.027963600	0.010385299
ASV_640	0.015728	0.033474078	0.007471296	0.036015030
ASV_479	0.014761	0.006285715	0.007030466	0.061985197
ASV_455	0.01547	0.00152563	0.01268251	0.04474834
ASV_1090	0.014715	0.004853311	0.017335593	0.013031415
ASV_829	0.014202	0.01166323	0.01466162	0.01481796
ASV_738	0.017495	0.016956500	0.020419737	0.003840137
ASV_580	0.018657	0.004728321	0.024978484	0.003510604
ASV_481	0.019034	0.03710869	0.01491561	0.01877475
ASV_1066	0.015151	0.050372781	0.005202554	0.024024854
ASV_185	0.016089	0.01133473	0.01826081	0.01085123
ASV_1093	0.014593	0.0001902262	0.0111249334	0.0477005334
ASV_1131	0.01553	0.087423610	0.001741893	0.001868658
ASV_1144	0.014706	0.007201305	0.018100620	0.006601112
ASV_238	0.014975	0.015096169	0.016855421	0.005668835
ASV_900	0.015664	0.006698054	0.020018035	0.004527252
ASV_1195	0.013253	0.004201072	0.017342044	0.003503543
ASV_582	0.018715	0.001287752	0.021914404	0.022720815
ASV_1000	0.01536	0.009175088	0.017700315	0.010906424
ASV_530	0.013027	0.01098336	0.01249334	0.01792839
ASV_636	0.015739	0.005571987	0.021036898	0.001351979
ASV_924	0.01454	0.0003771332	0.0207915451	0.0000000000
ASV_601	0.015832	0.006239523	0.020055288	0.006037526
ASV_389	0.013877	0.010356239	0.009749391	0.037958793
ASV_1097	0.020232	0.0004898463	0.0286879383	0.0012162998
ASV_329	0.016219	0.005970705	0.020850480	0.005169184
ASV_763	0.01263	0.018907703	0.007179073	0.032138097
ASV_639	0.01353	0.004646270	0.016315493	0.009948222
ASV_468	0.012969	0.0092276873	0.0163280054	0.0008024989
ASV_705	0.013363	0.00014981	0.01217364	0.03402603
ASV_518	0.018798	0.001353394	0.020293604	0.031134368
ASV_339	0.015823	0.01427030	0.01720479	0.01083705
ASV_450	0.012969	0.0009670946	0.0182839128	0.0005594510
ASV_871	0.01407	0.012135530	0.015658646	0.008500754
ASV_631	0.014056	0.005006521	0.017757634	0.006187918
ASV_981	0.013058	0.01559808	0.01404169	0.00540660
ASV_663	0.016296	0.011621720	0.020261062	0.002221909
ASV_876	0.01354	0.009004922	0.014501260	0.013958563
ASV_757	0.014277	0.034324464	0.009620972	0.014421986
ASV_628	0.01449	0.004729328	0.018533534	0.005761409
ASV_1181	0.013341	0.006479444	0.013777852	0.018927610
ASV_574	0.013993	0.008053823	0.015685520	0.012423655
ASV_535	0.012045	0.026848810	0.009817686	0.006251412
ASV_28	0.012423	0.047359803	0.006908677	0.000000000
ASV_549	0.013122	0.019410012	0.013454367	0.004429132
ASV_537	0.014483	0.007000883	0.015945769	0.015768771
ASV_795	0.01529	0.004665084	0.019817525	0.005169125
ASV_570	0.015595	0.007131693	0.015198118	0.027047616
ASV_974	0.013259	0.02323323	0.01156289	0.01030912
ASV_330	0.016192	0.0001946517	0.0232046762	0.0000000000
ASV_627	0.012208	0.00845061	0.01268077	0.01412794
ASV_623	0.014237	0.003153980	0.019034449	0.003315373
ASV_970	0.01823	0.006917907	0.024276773	0.001479730
ASV_704	0.01449	0.02753487	0.01248157	0.00960606
ASV_954	0.013876	0.01295127	0.01200450	0.02403801
ASV_1187	0.011625	0.021942440	0.008222899	0.016603671
ASV_453	0.012832	0.002807677	0.016452260	0.006461283
ASV_557	0.011834	0.01707049	0.01062790	0.01182494
ASV_506	0.012641	0.002670360	0.016167274	0.006668843
ASV_635	0.014449	0.009976355	0.012405142	0.029447334
ASV_1226	0.01242	0.000000000	0.009494107	0.040656142
ASV_682	0.016397	0.003130203	0.009637300	0.064274611
ASV_764	0.013252	0.004578255	0.014245043	0.018169325
ASV_1182	0.01405	0.001859941	0.018201539	0.007521771
ASV_1118	0.013704	0.01010092	0.01507741	0.01106265
ASV_497	0.012665	0.001996581	0.011012505	0.032721845
ASV_523	0.012152	0.017120379	0.012638651	0.004188927
ASV_935	0.014857	0.004599722	0.005612626	0.071460784
ASV_303	0.014598	0.003576788	0.018178654	0.009538483
ASV_751	0.013649	0.005850788	0.015366056	0.014050965
ASV_447	0.012443	0.002365925	0.012402185	0.023975263
ASV_816	0.011874	0.021797024	0.011407122	0.002985073
ASV_659	0.011001	0.001762124	0.013670158	0.008384851
ASV_607	0.012781	0.01006766	0.01186839	0.02028565
ASV_700	0.016064	0.0004298441	0.0091896792	0.0671632158
ASV_718	0.010785	0.0008652108	0.0078743066	0.0361321026
ASV_706	0.012748	0.005696033	0.014200055	0.013605140
ASV_343	0.012135	0.005412114	0.015511161	0.003241323
ASV_579	0.011897	0.011176938	0.009511087	0.024340136
ASV_808	0.012259	0.002001313	0.014248937	0.014100177
ASV_647	0.012406	0.007787222	0.014141393	0.009143105
ASV_843	0.012638	0.0003649628	0.0180624206	0.0000000000
ASV_715	0.012233	0.01208504	0.01267329	0.01025139
ASV_360	0.011607	0.009294614	0.013226151	0.006311912
ASV_713	0.014394	0.002303358	0.019237298	0.004387283
ASV_614	0.013807	0.005951661	0.016802572	0.008042698
ASV_878	0.01182	0.005146192	0.015119575	0.003240104
ASV_527	0.012648	0.002384468	0.014864757	0.013390370
ASV_618	0.011218	0.007824069	0.013486818	0.003974017
ASV_1005	0.017131	0.00000000	0.02459798	0.00000000
ASV_348	0.012958	0.007118255	0.015290736	0.008158101
ASV_451	0.012045	0.024312219	0.009630686	0.010016622
ASV_692	0.014639	0.011099845	0.017512987	0.004608755
ASV_1098	0.011123	0.0007643474	0.0143144344	0.0072164060
ASV_492	0.010367	0.020827433	0.006336447	0.018248441
ASV_504	0.012264	0.008135129	0.013287678	0.011921297
ASV_781	0.010931	0.0008000992	0.0155113548	0.0000000000
ASV_654	0.012097	0.04177696	0.00513855	0.01262973
ASV_480	0.012641	0.013836741	0.008939005	0.029340685
ASV_995	0.011779	0.002466996	0.010340270	0.029265976
ASV_544	0.01368	0.01250481	0.01417381	0.01259786
ASV_260	0.010942	0.01212458	0.01079666	0.01032205
ASV_454	0.011856	0.008871958	0.012951454	0.009870033
ASV_940	0.012067	0.0003804524	0.0171760348	0.0003073481
ASV_494	0.011854	0.004233996	0.014771208	0.006202522
ASV_934	0.012984	0.010066123	0.015532587	0.003843229
ASV_746	0.010405	0.007947330	0.007847187	0.025642105
ASV_197	0.011629	0.003072254	0.013877248	0.010297516
ASV_327	0.012118	0.005179451	0.012678145	0.017192287
ASV_1114	0.014505	0.004710272	0.012088388	0.037305057
ASV_675	0.009807	0.016402034	0.008155237	0.010443085
ASV_761	0.012063	0.003842087	0.014455216	0.009648460
ASV_796	0.010436	0.003607626	0.007178843	0.033998548
ASV_604	0.011951	0.003813503	0.014823306	0.007102396
ASV_1034	0.015773	0.0000000000	0.0225349491	0.0005515078
ASV_331	0.011697	0.003534255	0.013494565	0.012114669
ASV_1059	0.010849	0.017716395	0.009839642	0.008040582
ASV_1016	0.010925	0.0001824814	0.0088280850	0.0332315252
ASV_525	0.011619	0.013293877	0.008642202	0.024243221
ASV_616	0.011616	0.004326133	0.011718419	0.019315248
ASV_597	0.013517	0.0005706785	0.0153765693	0.0190193416
ASV_749	0.011123	0.005594732	0.013105804	0.007673756
ASV_759	0.011302	0.005085489	0.014709075	0.001689353
ASV_519	0.012422	0.002134022	0.016521175	0.004013212
ASV_710	0.011263	0.026409617	0.008873583	0.005870302
ASV_783	0.012699	0.006405792	0.009373902	0.035985871
ASV_771	0.01192	0.008926558	0.011035723	0.019595704
ASV_869	0.011691	0.0016053715	0.0163014672	0.0005607248
ASV_840	0.009668	0.014714752	0.006593877	0.018974774
ASV_965	0.011198	0.002350927	0.013743080	0.008745362
ASV_671	0.010193	0.0057947548	0.0131972606	0.0004959448
ASV_1031	0.011356	0.016055662	0.011744829	0.004171108
ASV_1074	0.014229	0.002625402	0.017893258	0.009416611
ASV_724	0.010654	0.004420919	0.011921274	0.011485313
ASV_728	0.0101	0.009070999	0.011406434	0.004886956
ASV_463	0.012955	0.007801431	0.015906665	0.004364762
ASV_765	0.011252	0.009144221	0.012180825	0.009092167
ASV_437	0.010471	0.005952191	0.010011254	0.017795509
ASV_834	0.011226	0.00000000	0.01612005	0.00000000
ASV_405	0.012505	0.01559548	0.01165068	0.01318975
ASV_1165	0.011718	0.009076147	0.010038417	0.022877742
ASV_937	0.011851	0.013719312	0.012864822	0.004804242
ASV_1192	0.014688	0.00000000	0.01853408	0.01246237
ASV_681	0.010665	0.007740606	0.012330871	0.005834244
ASV_621	0.011498	0.0003223649	0.0159682120	0.0022788231
ASV_440	0.010765	0.01750683	0.01141778	0.00000000
ASV_723	0.010122	0.008693226	0.009671368	0.013928837
ASV_944	0.010683	0.003385631	0.008374479	0.030149511
ASV_363	0.011759	0.01414278	0.01153768	0.01015745
ASV_545	0.010513	0.020261284	0.009410189	0.004920065
ASV_1104	0.009502	0.031713311	0.003167409	0.015391908
ASV_603	0.010735	0.025833790	0.008424460	0.005012401
ASV_425	0.009399	0.017254789	0.009053526	0.002242370
ASV_625	0.012415	0.004962789	0.015494241	0.005788621
ASV_910	0.009762	0.0004760988	0.0115472348	0.0115043981
ASV_572	0.009576	0.001816818	0.012145882	0.005777069
ASV_717	0.011985	0.007049806	0.012967598	0.012744416
ASV_847	0.011976	0.002670801	0.013818275	0.013461403
ASV_1229	0.011708	0.004251505	0.007669360	0.039782903
ASV_433	0.011244	0.007723131	0.013302561	0.005169123
ASV_678	0.008379	0.0381333161	0.0030305925	0.0009793418
ASV_716	0.01088	0.006703047	0.012632968	0.007033189
ASV_1207	0.008235	0.0003047127	0.0115763606	0.0008642815
ASV_652	0.010375	0.0017347424	0.0143428047	0.0007514346
ASV_1079	0.010006	0.002719406	0.011201340	0.012379040
ASV_844	0.010734	0.019562891	0.009626714	0.006200491
ASV_300	0.010589	0.003310098	0.008631232	0.028323413
ASV_837	0.009895	0.004220114	0.011071505	0.010543985
ASV_739	0.009538	0.005184883	0.010703842	0.008751521
ASV_543	0.00964	0.007329415	0.010692050	0.007107436
ASV_422	0.009265	0.01239501	0.00614086	0.02097250
ASV_1208	0.009771	0.003873992	0.011993647	0.005570823
ASV_670	0.009483	0.0024800011	0.0128667485	0.0008651207
ASV_1218	0.013025	0.001287848	0.011204117	0.035106898
ASV_1190	0.01167	0.0013315833	0.0009414888	0.0755990213
ASV_1008	0.01001	0.018548586	0.008082884	0.009797911
ASV_651	0.009563	0.015422632	0.008905928	0.006171046
ASV_508	0.008585	0.01592259	0.00657701	0.01011811
ASV_699	0.009442	0.014605016	0.009174855	0.004934790
ASV_349	0.009106	0.004110473	0.006562858	0.027126210
ASV_684	0.009314	0.004160182	0.010232826	0.010629875
ASV_585	0.010466	0.0001435303	0.0122940560	0.0131683027
ASV_1158	0.008445	0.009543339	0.008904998	0.004966932
ASV_320	0.009349	0.005539027	0.010084349	0.010052449
ASV_419	0.010688	0.002301793	0.012753820	0.010049293
ASV_888	0.00893	0.004881325	0.006765928	0.024035437
ASV_912	0.00926	0.005194369	0.011475932	0.003031779
ASV_930	0.009489	0.009642905	0.009354892	0.009966241
ASV_558	0.01005	0.002042621	0.011368559	0.012632652
ASV_555	0.009644	0.012009447	0.009548825	0.007446445
ASV_807	0.010189	0.005495532	0.012133709	0.005990135
ASV_593	0.008107	0.00312474	0.00858195	0.01139348
ASV_1082	0.008832	0.009996639	0.006980052	0.016546656
ASV_798	0.009113	0.007631086	0.006438264	0.023816820
ASV_857	0.01082	0.0029928172	0.0148068982	0.0001864837
ASV_1133	0.009314	0.026455708	0.006711880	0.002714541
ASV_505	0.008541	0.012338026	0.007961970	0.007094675
ASV_945	0.01009	0.005399396	0.011405572	0.008951519
ASV_1101	0.008231	0.007506855	0.005267408	0.023496517
ASV_1135	0.009275	0.0017478792	0.0127906514	0.0006052854
ASV_896	0.008002	0.011457892	0.005557852	0.016029966
ASV_928	0.008113	0.013192428	0.006599284	0.009774833
ASV_626	0.009758	0.0003771332	0.0130235097	0.0043888601
ASV_754	0.009329	0.014229883	0.007040804	0.014973293
ASV_412	0.01077	0.00203244	0.01122249	0.01839356
ASV_814	0.008935	0.0001946517	0.0126844668	0.0004883194
ASV_788	0.009343	0.033415958	0.005088053	0.003002322
ASV_848	0.008836	0.008376073	0.009685261	0.005212807
ASV_469	0.008031	0.017197231	0.006357499	0.005875732
ASV_609	0.010751	0.006642353	0.013446001	0.002232962
ASV_1219	0.008859	0.005966879	0.010339911	0.004891095
ASV_987	0.010135	0.019452563	0.009806696	0.001249944
ASV_1039	0.008088	0.005496248	0.007420603	0.014257871
ASV_909	0.008016	0.010640960	0.008194549	0.004191435
ASV_470	0.00862	0.001713175	0.011067605	0.004459967
ASV_691	0.008444	0.003225192	0.007473010	0.019049659
ASV_851	0.008116	0.0001902262	0.0066204999	0.0243227840
ASV_655	0.00787	0.011683465	0.007996636	0.002959385
ASV_787	0.009822	0.004097571	0.012028721	0.005505012
ASV_632	0.00751	0.004926258	0.008207148	0.007019020
ASV_1064	0.007958	0.000000000	0.005601166	0.028403606
ASV_615	0.008872	0.005304811	0.011242179	0.001333639
ASV_801	0.009441	0.006081066	0.010181215	0.009610841
ASV_802	0.007921	0.01926603	0.00465778	0.01106824
ASV_1026	0.007714	0.013120530	0.006737645	0.006388610
ASV_1167	0.008552	0.00000000	0.01227926	0.00000000
ASV_589	0.008371	0.0005101006	0.0119022776	0.0000000000
ASV_866	0.009333	0.022425139	0.007221623	0.004894473
ASV_836	0.009594	0.001748651	0.012803952	0.002771821
ASV_777	0.009513	0.002276594	0.011647342	0.007252350
ASV_540	0.007575	0.008074963	0.007878651	0.005535705
ASV_554	0.007932	0.017348493	0.005500004	0.009197496
ASV_797	0.008703	0.0060340572	0.0109893696	0.0005569335
ASV_1095	0.008465	0.006315475	0.009302500	0.006801969
ASV_949	0.008357	0.040013452	0.002025973	0.003604526
ASV_696	0.009704	0.001056130	0.012140128	0.007557337
ASV_1178	0.007681	0.001034083	0.010300779	0.002387002
ASV_656	0.00678	0.002044196	0.009049058	0.001047009
ASV_1217	0.007748	0.001773485	0.010422600	0.001431138
ASV_312	0.008921	0.001222424	0.007119702	0.026362713
ASV_952	0.00715	0.0006447297	0.0096781646	0.0021434662
ASV_509	0.007139	0.002344965	0.009051777	0.003206144
ASV_962	0.008022	0.0005706785	0.0080666634	0.0161856759
ASV_1213	0.007556	0.002475367	0.008378609	0.009263688
ASV_1238	0.008234	0.006022225	0.007410226	0.014741149
ASV_874	0.007992	0.001848735	0.009712175	0.006514579
ASV_395	0.008499	0.004805429	0.008378371	0.013239479
ASV_927	0.007974	0.0007609047	0.0071530806	0.0200894580
ASV_1129	0.006518	0.0000000000	0.0092648809	0.0004610221
ASV_730	0.008441	0.010441577	0.008506968	0.005869324
ASV_977	0.007918	0.006443747	0.008082204	0.008776695
ASV_573	0.008425	0.032907507	0.003919920	0.002843133
ASV_936	0.00609	0.023879807	0.003011161	0.001085068
ASV_511	0.010911	0.0001333499	0.0155976895	0.0001864837
ASV_1138	0.008793	0.010116637	0.008951560	0.006533344
ASV_578	0.008038	0.009479971	0.007431231	0.009376658
ASV_722	0.009016	0.005482823	0.010138542	0.007515991
ASV_672	0.007057	0.009713332	0.005745143	0.010467169
ASV_904	0.008179	0.01365630	0.00571900	0.01401054
ASV_532	0.007084	0.003531223	0.008870153	0.002374414
ASV_677	0.007653	0.008564406	0.006460146	0.012440549
ASV_1023	0.00863	0.005440135	0.008672145	0.012012858
ASV_1012	0.00852	0.008288303	0.007415854	0.014163839
ASV_1175	0.007382	0.000000000	0.007184951	0.016644063
ASV_403	0.006811	0.014211800	0.006026686	0.002310044
ASV_1233	0.006541	0.0001611824	0.0092407208	0.0005594510
ASV_467	0.007524	0.004436128	0.009401453	0.001842021
ASV_396	0.009452	0.009265071	0.011181567	0.001227804
ASV_657	0.009156	0.002043050	0.009016796	0.017833814
ASV_762	0.006781	0.0000000000	0.0095470871	0.0009282224
ASV_1069	0.009347	0.0001435303	0.0119803245	0.0068610458
ASV_587	0.007166	0.018222921	0.005395290	0.003358821
ASV_596	0.006884	0.003923674	0.007971512	0.004914545
ASV_1189	0.007763	0.0025606029	0.0103693678	0.0009075798
ASV_799	0.007222	0.016710990	0.005778844	0.003585760
ASV_590	0.007921	0.002714367	0.009720142	0.005008982
ASV_638	0.006925	0.0077327029	0.0081277378	0.0001505371
ASV_860	0.007455	0.005587855	0.006997311	0.011785128
ASV_740	0.006477	0.018347907	0.003494377	0.007662974
ASV_487	0.00685	0.000000000	0.009835248	0.000000000
ASV_1227	0.007128	0.001626745	0.008638225	0.005953003
ASV_490	0.006694	0.005910261	0.006187305	0.010047985
ASV_789	0.009503	0.00000000	0.01364495	0.00000000
ASV_1113	0.008214	0.0005629338	0.0105772382	0.0053040329
ASV_548	0.006286	0.010282306	0.004268685	0.011628040
ASV_633	0.006613	0.007026645	0.007455116	0.002042089
ASV_371	0.006393	0.0028708638	0.0083858578	0.0006403928
ASV_729	0.008117	0.001834445	0.008853430	0.011592227
ASV_956	0.007557	0.003066082	0.007840731	0.011225524
ASV_712	0.006952	0.008157151	0.007816204	0.001383950
ASV_950	0.007358	0.002670905	0.008601599	0.006570460
ASV_666	0.007043	0.007438495	0.007791851	0.002945212
ASV_1148	0.006981	0.0002870606	0.0096568201	0.0014649582
ASV_688	0.006726	0.003177745	0.008605538	0.001557022
ASV_1139	0.00582	0.0003444676	0.0080483169	0.0011189020
ASV_1203	0.00677	0.0001946517	0.0096757974	0.0000000000
ASV_868	0.006723	0.003141317	0.008147939	0.003804790
ASV_946	0.009117	0.00000000	0.01309065	0.00000000
ASV_1046	0.007084	0.016498320	0.004694176	0.008142291
ASV_818	0.006206	0.004853199	0.007098122	0.003382030
ASV_768	0.008983	0.00000000	0.01289832	0.00000000
ASV_967	0.00613	0.0001902262	0.0047597417	0.0194926708
ASV_996	0.00643	0.001749135	0.006777118	0.010005832
ASV_734	0.006241	0.0061702660	0.0073679997	0.0008229545
ASV_513	0.006151	0.009120267	0.004747501	0.009653513
ASV_726	0.005985	0.005597290	0.006647200	0.003194732
ASV_1117	0.008066	0.001907417	0.010540791	0.002929916
ASV_976	0.006222	0.002532566	0.006527564	0.008880513
ASV_1147	0.005983	0.0001902262	0.0055389444	0.0146659142
ASV_824	0.007214	0.001291773	0.008340448	0.008388136
ASV_1073	0.005299	0.002277205	0.001699990	0.026242506
ASV_612	0.005553	0.013842181	0.003919651	0.004189466
ASV_986	0.006822	0.006552835	0.006930567	0.006595649
ASV_512	0.00684	0.0003337565	0.0095100170	0.0011430118
ASV_588	0.005916	0.0003848779	0.0046627083	0.0182516746
ASV_676	0.006285	0.0007561329	0.0079262700	0.0045011079
ASV_382	0.006357	0.001831923	0.007401873	0.006352880
ASV_775	0.01037	0.000000000	0.014688845	0.000982239
ASV_629	0.006431	0.008129335	0.007112075	0.001198305
ASV_613	0.007889	0.000000000	0.010699833	0.003064529
ASV_486	0.006788	0.002392828	0.008752172	0.002155753
ASV_673	0.006645	0.003524023	0.002567519	0.030031036
ASV_964	0.006727	0.005887591	0.007885410	0.002025945
ASV_351	0.005498	0.003206452	0.006792868	0.001762635
ASV_336	0.005485	0.002154862	0.007117965	0.001267541
ASV_645	0.007203	0.002737077	0.007995578	0.008360188
ASV_826	0.005933	0.006493564	0.005861319	0.005650194
ASV_982	0.00672	0.0008696364	0.0088258150	0.0030372565
ASV_1202	0.005923	0.0003665703	0.0041950072	0.0205964388
ASV_1150	0.006146	0.001071897	0.008031107	0.002663885
ASV_1001	0.006092	0.006267956	0.005554594	0.008511250
ASV_1186	0.005673	0.0006094255	0.0067474098	0.0061293243
ASV_701	0.005233	0.001004712	0.007045428	0.001153364
ASV_1004	0.005401	0.011949985	0.004722051	0.001340244
ASV_835	0.00562	0.005054131	0.005405932	0.007297099
ASV_526	0.005765	0.001267025	0.006731262	0.006115914
ASV_1159	0.005264	0.005089727	0.005087380	0.006318626
ASV_776	0.005224	0.014746264	0.002547251	0.007561371
ASV_887	0.005276	0.001727525	0.004810102	0.011539609
ASV_610	0.005608	0.010720853	0.004458213	0.005459248
ASV_1169	0.005562	0.005672136	0.004878737	0.008771044
ASV_867	0.004891	0.002069884	0.006314017	0.001126025
ASV_266	0.00519	0.0004835473	0.0068508205	0.0023852402
ASV_1174	0.004726	0.004894196	0.001883983	0.018392756
ASV_1234	0.00503	0.0010726119	0.0068982987	0.0003729673
ASV_886	0.005604	0.003735627	0.005477857	0.008323523
ASV_872	0.005331	0.010452272	0.003706513	0.007491605
ASV_660	0.005504	0.0100542233	0.0054511184	0.0006419934
ASV_1068	0.005657	0.0003804524	0.0060302605	0.0097705436
ASV_1136	0.004997	0.003804546	0.005351787	0.004608145
ASV_1151	0.005625	0.0009029700	0.0077794246	0.0004327564
ASV_779	0.00533	0.003387370	0.006332948	0.002629076
ASV_854	0.005707	0.001658578	0.004743432	0.014958456
ASV_991	0.004775	0.0023170907	0.0062521261	0.0003361816
ASV_997	0.005382	0.001487104	0.007182129	0.000990787
ASV_1057	0.005232	0.004659398	0.005168372	0.006187111
ASV_520	0.005186	0.006312140	0.005647634	0.001670800
ASV_1237	0.005927	0.002276067	0.006241441	0.008500307
ASV_850	0.00502	0.0057281369	0.0057325971	0.0007526856
ASV_644	0.004859	0.004463390	0.005535761	0.002007408
ASV_559	0.004667	0.007050856	0.003565218	0.007359346
ASV_733	0.007214	0.0003047127	0.0101375145	0.0007324791
ASV_863	0.006932	0.0007542663	0.0092443520	0.0026058496
ASV_1230	0.005629	0.010009392	0.003150045	0.012788721
ASV_693	0.006078	0.0009396381	0.0075259348	0.0048009926
ASV_735	0.004992	0.007664220	0.004936512	0.002258057
ASV_1145	0.006037	0.001821430	0.001140777	0.034648837
ASV_1224	0.006416	0.008418486	0.004900457	0.011550919
ASV_755	0.004843	0.007110435	0.003854061	0.007113377
ASV_911	0.00514	0.003620097	0.003607973	0.014321328
ASV_1067	0.004984	0.001538112	0.006401978	0.001950189
ASV_608	0.004846	0.005963520	0.003189598	0.011662944
ASV_514	0.005351	0.0001631444	0.0063975493	0.0060858726
ASV_370	0.005304	0.017716187	0.003000159	0.002568726
ASV_732	0.004998	0.011055948	0.003839518	0.003831456
ASV_376	0.005102	0.005508558	0.005415220	0.003120849
ASV_1126	0.004746	0.002934502	0.005293462	0.004116041
ASV_581	0.004349	0.0013793058	0.0058496114	0.0003771934
ASV_1164	0.004667	0.004294435	0.004148398	0.007611424
ASV_668	0.005337	0.008892585	0.004317535	0.006308776
ASV_624	0.004967	0.003757709	0.005574280	0.003365823
ASV_741	0.005034	0.0006506156	0.0065040276	0.0027969638
ASV_752	0.004394	0.008852566	0.003625371	0.003121737
ASV_521	0.004384	0.003109266	0.005330239	0.001205998
ASV_702	0.005009	0.005617125	0.004567019	0.006477753
ASV_630	0.004719	0.001150208	0.004804738	0.008319076
ASV_401	0.005531	0.0030824221	0.0071433463	0.0004282577
ASV_1124	0.005621	0.0005189786	0.0055422705	0.0117460680
ASV_561	0.004613	0.002532206	0.004646211	0.006790604
ASV_766	0.004377	0.0007514482	0.0060167918	0.0004610221
ASV_1235	0.004329	0.001716677	0.005422367	0.001939010
ASV_685	0.005088	0.003945841	0.005083176	0.006396351
ASV_1084	0.004717	0.001473255	0.005770726	0.003226926
ASV_820	0.004235	0.012934937	0.002685290	0.002003976
ASV_1054	0.006071	0.0003066747	0.0080221467	0.0030423936
ASV_830	0.004457	0.006822294	0.004046275	0.003796814
ASV_1160	0.004908	0.006203480	0.003707662	0.009301421
ASV_957	0.004617	0.005895486	0.004009145	0.006140111
ASV_1019	0.005033	0.003727989	0.004335001	0.009900953
ASV_1177	0.004138	0.0118992442	0.0031332976	0.0003042112
ASV_204	0.004104	0.004307963	0.003759014	0.005556766
ASV_778	0.004754	0.0008308580	0.0065661591	0.0003361816
ASV_815	0.004542	0.009087781	0.002406574	0.009839158
ASV_953	0.006363	0.0000000000	0.0090738592	0.0003073481
ASV_794	0.005048	0.001719478	0.004520108	0.011363640
ASV_1146	0.004095	0.0001333499	0.0024332740	0.0166509655
ASV_1173	0.00365	0.0000000000	0.0006777551	0.0222468445
ASV_534	0.004778	0.0004993645	0.0063710948	0.0018281643
ASV_893	0.004979	0.003582790	0.001412143	0.023936075
ASV_1184	0.004572	0.003480274	0.005483662	0.001353528
ASV_1183	0.004233	0.011047245	0.002500872	0.005013240
ASV_1179	0.004116	0.003746070	0.003865726	0.005749528
ASV_1155	0.00447	0.000000000	0.005042288	0.006709746
ASV_853	0.003824	0.002183609	0.004683996	0.001477519
ASV_460	0.004681	0.0007066065	0.0063776714	0.0008785175
ASV_993	0.00363	0.002588930	0.004130965	0.002355515
ASV_287	0.003883	0.000750247	0.004789814	0.002983739
ASV_1110	0.00387	0.007997050	0.002311982	0.006823655
ASV_832	0.00449	0.007260306	0.003305954	0.007142537
ASV_905	0.004375	0.005093170	0.004470118	0.003102441
ASV_720	0.003804	0.0008646044	0.0031309302	0.0103893748
ASV_1010	0.003972	0.0001902262	0.0039556196	0.0083065068
ASV_1105	0.003444	0.0004000496	0.0046928317	0.0007827435
ASV_855	0.004037	0.0003727076	0.0044001713	0.0063890693
ASV_790	0.004873	0.001625955	0.004776807	0.008992259
ASV_938	0.003688	0.003603677	0.003225838	0.006033782
ASV_736	0.00395	0.002389904	0.004568712	0.002686353
ASV_567	0.00424	0.003184922	0.003632472	0.008388157
ASV_852	0.003794	0.001331106	0.004377215	0.003724012
ASV_947	0.003884	0.001824814	0.004683491	0.002301617
ASV_875	0.003754	0.001557214	0.003062254	0.009596157
ASV_1106	0.005013	0.0004894331	0.0069584321	0.0006146962
ASV_416	0.00368	0.0009990070	0.0049764823	0.0003729673
ASV_958	0.0039	0.001381517	0.003575324	0.008315693
ASV_295	0.004378	0.000000000	0.001184401	0.024871569
ASV_552	0.003312	0.003447582	0.002660973	0.006335858
ASV_156	0.00355	0.001345056	0.003288021	0.007308094
ASV_897	0.003863	0.000338182	0.004842648	0.003055890
ASV_708	0.003821	0.005378754	0.003331066	0.004459299
ASV_1115	0.003616	0.004155158	0.003393049	0.004097976
ASV_1107	0.00501	0.000000000	0.004954675	0.010916374
ASV_502	0.003948	0.001253884	0.003971502	0.006863420
ASV_822	0.003644	0.0005048463	0.0050140807	0.0004938317
ASV_990	0.003149	0.0013800334	0.0041645409	0.0001885967
ASV_1216	0.003761	0.0009959923	0.0044093136	0.0037086412
ASV_475	0.003954	0.001503221	0.002355221	0.014504035
ASV_979	0.004083	0.001377462	0.003954338	0.007755871
ASV_689	0.003476	0.002076844	0.003578337	0.004551418
ASV_1123	0.003291	0.0032508825	0.0038485488	0.0006154487
ASV_1071	0.003605	0.009784013	0.002538121	0.001856445
ASV_948	0.003551	0.005493572	0.002437444	0.006792148
ASV_1006	0.00388	0.0036786071	0.0046839161	0.0001856445
