OTUID	All	D	H	I
ASV_1041	0.004198	0.001330377	0.004716790	0.004891705
ASV_10	0.003504	0.0001631444	0.0042871591	0.0034458211
ASV_1140	0.002964	0.001082614	0.002494272	0.007373217
ASV_1193	0.003451	0.0144410472	0.0004275463	0.0058245897
ASV_922	0.003506	0.003125640	0.001874825	0.011883156
ASV_856	0.003935	0.005425908	0.003579410	0.003994154
ASV_809	0.003714	0.0004494301	0.0046646280	0.0027522157
ASV_998	0.003698	0.007493982	0.001462096	0.010324363
ASV_690	0.003845	0.0085135527	0.0034867982	0.0003393185
ASV_862	0.004496	0.0007652614	0.0062410533	0.0001856445
ASV_551	0.003399	0.001992079	0.003877349	0.002650391
ASV_906	0.003037	0.0008276152	0.0017181208	0.0119544726
ASV_1052	0.003175	0.0006679907	0.0039022251	0.0024487880
ASV_496	0.003785	0.001737307	0.004471522	0.002740834
ASV_984	0.003205	0.004568439	0.002632654	0.004458420
ASV_933	0.003627	0.003453559	0.002568361	0.008981634
ASV_767	0.004049	0.0009032784	0.0050733646	0.0025928875
ASV_1121	0.003347	0.0012616269	0.0044449137	0.0003401577
ASV_1027	0.003685	0.000000000	0.005291078	0.000000000
ASV_1228	0.00313	0.002583545	0.003308636	0.002876798
ASV_1021	0.0035	0.002911210	0.003703715	0.003172357
ASV_731	0.002985	0.001898236	0.003347577	0.002443305
ASV_758	0.003245	0.0001824814	0.0044144842	0.0009867376
ASV_890	0.003142	0.002706536	0.003070974	0.003977204
ASV_903	0.003091	0.005845176	0.002398872	0.003369034
ASV_931	0.004335	0.000000000	0.005388273	0.004074237
ASV_898	0.002791	0.004522185	0.002528533	0.002122421
ASV_908	0.003045	0.001739695	0.002420045	0.007559505
ASV_516	0.003244	0.004285765	0.002834758	0.004066241
ASV_785	0.002947	0.002591017	0.003403985	0.001122852
ASV_1100	0.003006	0.0107455565	0.0009660302	0.0042419735
ASV_586	0.002913	0.0001435303	0.0037105933	0.0021421367
ASV_649	0.003029	0.002079989	0.003192972	0.003299769
ASV_1037	0.003264	0.003468651	0.003404913	0.002348461
ASV_923	0.003487	0.0025303040	0.0042649096	0.0007691227
ASV_961	0.003004	0.0017223636	0.0038770153	0.0001885967
ASV_1154	0.002778	0.007185408	0.002090831	0.001166204
ASV_1029	0.003696	0.0006542904	0.0033404159	0.0088529274
ASV_571	0.002711	0.006705373	0.001452508	0.004351643
ASV_914	0.003268	0.004176248	0.003105459	0.003036974
ASV_1112	0.002823	0.001354881	0.002825383	0.004461349
ASV_1225	0.003052	0.0025507483	0.0036509887	0.0006975462
ASV_917	0.002981	0.001657067	0.003705980	0.000937079
ASV_913	0.002909	0.002264820	0.003294366	0.001757756
ASV_1092	0.003675	0.007637439	0.002780559	0.003576888
ASV_1170	0.003093	0.011195611	0.001565716	0.001425398
ASV_968	0.002761	0.0015253756	0.0034814663	0.0006372558
ASV_880	0.002537	0.001925178	0.003197975	0.000000000
ASV_1212	0.003026	0.002757136	0.002784634	0.004505462
ASV_1055	0.003194	0.005987288	0.002328530	0.004269823
ASV_1063	0.003003	0.0021809952	0.0036370460	0.0008394977
ASV_1040	0.002156	0.000000e+00	3.828847e-05	1.490638e-02
ASV_1236	0.003566	0.000000000	0.002089045	0.014780183
ASV_1220	0.002578	0.0003223649	0.0033782806	0.0012146205
ASV_1223	0.002726	0.002919703	0.002510470	0.003557302
ASV_406	0.002534	0.004508552	0.001482377	0.005440956
ASV_1200	0.002655	0.0004165098	0.0034191331	0.0014500047
ASV_992	0.002795	0.003588850	0.001473247	0.008344061
ASV_397	0.002527	0.001514153	0.002357000	0.004492202
ASV_849	0.002418	0.002440015	0.002596300	0.001525976
ASV_892	0.002673	0.0003804524	0.0021571862	0.0077650979
ASV_1056	0.003258	0.0001435303	0.0040462631	0.0029156711
ASV_1142	0.002436	0.0004894331	0.0033848529	0.0000000000
ASV_1171	0.0025	0.001587517	0.002877170	0.001687217
ASV_966	0.00237	0.0005402775	0.0019070044	0.0066832014
ASV_441	0.002313	0.0001435303	0.0015552105	0.0084489352
ASV_1111	0.002442	0.001922177	0.001905792	0.005643201
ASV_1060	0.002992	0.005228020	0.003089383	0.000000000
ASV_1185	0.002035	0.0003514086	0.0026643172	0.0008612867
ASV_1130	0.002741	0.003118194	0.001831049	0.006755370
ASV_1058	0.002202	0.000000000	0.003130355	0.000153674
ASV_831	0.002264	0.0006779173	0.0024579637	0.0031042667
ASV_1013	0.002405	0.002189646	0.001768491	0.005748380
ASV_955	0.002602	0.002739529	0.001993020	0.005412830
ASV_379	0.002317	0.001369675	0.001869802	0.005564096
ASV_756	0.002618	0.002824205	0.002383760	0.003524582
ASV_1091	0.002512	0.0000000000	0.0035763045	0.0001505371
ASV_434	0.002047	0.0015788333	0.0025438102	0.0001505371
ASV_1141	0.002282	0.001034638	0.002545358	0.002401195
ASV_994	0.001985	0.0000000000	0.0027349594	0.0005598857
ASV_1070	0.002336	0.0004993645	0.0027221050	0.0025204278
ASV_819	0.002538	0.001102633	0.001203016	0.010662640
ASV_1032	0.002739	0.000323576	0.002707468	0.005609563
ASV_499	0.001953	0.002801913	0.001745166	0.002008660
ASV_1197	0.002579	0.0009356414	0.0026362317	0.0041507149
ASV_902	0.002187	0.000000000	0.002571460	0.002774568
ASV_882	0.001836	0.0000000000	0.0007448047	0.0092204423
ASV_595	0.002028	0.002903031	0.001428866	0.003961923
ASV_1085	0.002311	0.0003893035	0.0026283986	0.0029276633
ASV_1196	0.002108	0.001062217	0.002393870	0.001893390
ASV_1043	0.001962	0.001958025	0.001378968	0.004809451
ASV_901	0.002122	0.001752290	0.002057047	0.002851896
ASV_1221	0.002015	0.0005498554	0.0027271367	0.0001885967
ASV_828	0.001734	0.0007166846	0.0007618838	0.0076166346
ASV_1120	0.002407	0.0002870606	0.0032397328	0.0007324791
ASV_784	0.001845	0.0000000000	0.0025858354	0.0003073481
ASV_1065	0.0017	0.0041521983	0.0008019563	0.0033224114
ASV_1198	0.001829	0.002440855	0.001796919	0.001299511
ASV_1134	0.001857	0.0088443502	0.0004790273	0.0007104228
ASV_825	0.002168	0.0005629338	0.0027122778	0.0013189095
ASV_907	0.001758	0.0000000000	0.0004243144	0.0102352856
ASV_307	0.002212	0.0000000000	0.0030392857	0.0006679187
ASV_925	0.001777	0.0009124071	0.0023407452	0.0000000000
ASV_1049	0.001622	0.0004695420	0.0021275925	0.0004547483
ASV_889	0.001808	1.058392e-02	7.754616e-05	3.712890e-04
ASV_839	0.001714	0.002433110	0.001253268	0.003150731
ASV_1022	0.001806	0.001901866	0.001823858	0.001607918
ASV_877	0.001868	0.001079771	0.002433704	0.000000000
ASV_1205	0.001799	0.0005504859	0.0023791946	0.0003729673
ASV_1168	0.001754	0.0069586346	0.0008114777	0.0004929926
ASV_975	0.001743	0.0001902262	0.0022585683	0.0009766388
ASV_1062	0.002098	0.0005706785	0.0026139353	0.0012995114
ASV_929	0.001629	0.0005474443	0.0018218495	0.0019072806
ASV_1075	0.0019	0.0005138022	0.0023558186	0.0012355279
ASV_884	0.0017	0.001100266	0.001788661	0.001941098
ASV_1099	0.001801	0.0003577961	0.0024267385	0.0003712890
ASV_1094	0.00145	0.002009424	0.001362684	0.001247195
ASV_1036	0.001381	0.0001611824	0.0017694378	0.0008612867
ASV_1122	0.001577	0.0075841008	0.0004643415	0.0002441597
ASV_694	0.001617	0.0001631444	0.0022836394	0.0000000000
ASV_942	0.001704	0.0007831674	0.0022165182	0.0002441597
ASV_1132	0.001855	0.0009511309	0.0024123139	0.0001536740
ASV_1137	0.001556	0.000000000	0.002234868	0.000000000
ASV_1194	0.001437	0.0002768802	0.0018275167	0.0008418095
ASV_1038	0.001537	0.000000000	0.001185476	0.004983026
ASV_444	0.001388	0.0005751041	0.0017345708	0.0006154487
ASV_1007	0.00161	0.0002996201	0.0018908347	0.0017130309
ASV_864	0.001459	0.001723018	0.001697638	0.000000000
ASV_568	0.001275	0.001878259	0.001397791	0.000000000
ASV_813	0.001281	0.0006520234	0.0015061017	0.0008916655
ASV_1191	0.001256	0.000000000	0.001578646	0.001093705
ASV_1232	0.001269	0.0015167838	0.0013945711	0.0003771934
ASV_750	0.001161	0.0001333499	0.0012735701	0.0017704522
ASV_605	0.001237	0.0067518125	0.0002180183	0.0000000000
ASV_1076	0.001307	0.0008722203	0.0016141742	0.0003010742
ASV_919	0.001023	0.0002666997	0.0002457174	0.0056600013
ASV_1231	0.000996	0.0007236257	0.0009453375	0.0015511136
ASV_674	0.00106	0.0013631744	0.0010812526	0.0006126284
ASV_861	0.001372	0.0000000000	0.0018323500	0.0006679187
ASV_1214	0.001181	0.000720797	0.001088005	0.002150122
ASV_842	0.001103	0.001199364	0.001059823	0.001204738
ASV_1045	0.001065	0.0034793173	0.0005522345	0.0008506110
ASV_1161	0.000981	0.000000000	0.001165293	0.001187632
ASV_1083	0.000924	0.0006270776	0.0011821830	0.0000000000
ASV_983	0.001053	0.0027737323	0.0007223267	0.0007324791
ASV_667	0.001129	0.0001902262	0.0015448393	0.0001608607
ASV_1201	0.000948	0.000000000	0.001360902	0.000000000
ASV_753	0.001001	0.0001824814	0.0011499310	0.0011956492
ASV_951	0.000935	0.0009154488	0.0009738689	0.0007683702
ASV_1025	0.00093	0.0000000000	0.0009612924	0.0018220009
ASV_461	0.00087	0.0003436639	0.0011312624	0.0001885967
ASV_1240	0.000903	0.0007086267	0.0010243964	0.0005329888
ASV_602	0.001006	0.0006929645	0.0012461845	0.0001856445
ASV_1102	0.000847	0.0001902262	0.0007151681	0.0022277338
ASV_915	0.000958	0.0004898463	0.0001613775	0.0053670147
ASV_1087	0.000893	0.0002870606	0.0011540474	0.0003010742
ASV_1061	0.000681	0.0000000000	0.0004503505	0.0025748247
ASV_941	0.000719	0.0008349559	0.0008078790	0.0001536740
ASV_1003	0.00084	0.0002870606	0.0010418431	0.0004793220
ASV_1009	0.00067	0.0003109925	0.0008520384	0.0001864837
ASV_1176	0.00065	0.0008102796	0.0007087052	0.0001864837
ASV_770	0.000767	0.0001824814	0.0010094203	0.0002441597
ASV_239	0.000625	0.0001611824	0.0006197484	0.0011720793
ASV_386	0.000632	0.0000000000	0.0007946264	0.0005515078
ASV_773	0.000661	0.0006796593	0.0007925221	0.0000000000
ASV_661	0.000507	0.0001611824	0.0006522268	0.0001856445
ASV_845	0.000554	0.0005866807	0.0004013617	0.0012597183
ASV_253	0.000481	0.0000000000	0.0006905901	0.0000000000
ASV_1048	0.000435	0.0013353187	0.0003169511	0.0000000000
ASV_1028	0.000491	2.737221e-03	7.361048e-05	0.000000e+00
ASV_1103	0.000575	0.0000000000	0.0007113977	0.0005569335
ASV_1143	0.000493	0.0005596146	0.0004636546	0.0005628379
ASV_1116	0.000442	0.0005209405	0.0004323742	0.0004005217
ASV_1086	0.000394	0.0013532038	0.0002530288	0.0000000000
ASV_611	0.000352	0.0000000000	0.0002771206	0.0011138669
ASV_817	0.000505	0.0000000000	0.0007250224	0.0000000000
ASV_263	0.000355	0.0003804524	0.0002337954	0.0009181236
ASV_354	0.000283	0.0000000000	0.0004063229	0.0000000000
ASV_1149	0.000325	1.642333e-03	8.796493e-05	0.000000e+00
ASV_821	0.000345	0.0000000000	0.0004955585	0.0000000000
ASV_810	0.00029	0.0005302624	0.0002432977	0.0002441597
ASV_442	0.000249	0.0000000000	0.0001479731	0.0010204731
ASV_393	0.000414	0.0000000000	0.0005449021	0.0002441597
ASV_569	0.000272	0.0000000000	0.0003907696	0.0000000000
ASV_1047	0.000283	0.0000000000	0.0002057836	0.0009766388
ASV_943	0.000255	0.0000000000	0.0003661773	0.0000000000
ASV_838	0.000218	0.0001824814	0.0001948169	0.0003712890
ASV_858	0.000214	0.0000000000	0.0002299931	0.0003771934
ASV_748	0.000285	0.0000000000	0.0003602543	0.0002396610
ASV_1206	0.000177	7.372656e-04	8.343351e-05	0.000000e+00
ASV_1188	0.000188	0.0000000000	0.0002703039	0.0000000000
ASV_600	0.000165	0.0001824814	0.0001946932	0.0000000000
ASV_648	0.000127	0.0003223649	0.0001081780	0.0000000000
ASV_932	0.000155	0.0000000000	0.0001228580	0.0004883194
ASV_895	0.000133	0.0000000000	0.0001904541	0.0000000000
ASV_680	5.6e-05	0.000000e+00	8.078963e-05	0.000000e+00
ASV_1002	5e-05	0.000000e+00	7.174121e-05	0.000000e+00
ASV_1030	6.7e-05	0.000000e+00	9.633854e-05	0.000000e+00
ASV_1053	6.3e-05	0.000000e+00	5.744987e-05	1.608607e-04
ASV_1162	5.3e-05	0.000000e+00	3.763599e-05	1.885967e-04
ASV_1239	5.3e-05	0.000000e+00	7.650933e-05	0.000000e+00
ASV_322	2.6e-05	0.000000e+00	3.773625e-05	0.000000e+00
ASV_565	3.1e-05	0.000000e+00	4.421019e-05	0.000000e+00
ASV_1081	3.1e-05	0.000000e+00	4.421019e-05	0.000000e+00
ASV_972	2.3e-05	0.000000e+00	3.358309e-05	0.000000e+00
