OTUID	All	med	post	pre
ASV_441	0.006085	0.010673760	0.003719651	0.004121919
ASV_1179	0.005384	0.002952210	0.002092311	0.010060787
ASV_1025	0.005561	0.003110117	0.007970675	0.005691798
ASV_1123	0.006902	0.008732143	0.011565903	0.001633815
ASV_819	0.006136	0.0008495489	0.0009031714	0.0147616342
ASV_866	0.006264	0.004526811	0.005158284	0.008606493
ASV_1067	0.006375	0.005109104	0.006377517	0.007435283
ASV_373	0.00523	0.005208571	0.008939623	0.002280757
ASV_625	0.005758	0.002704163	0.006084366	0.008062667
ASV_731	0.006151	0.008630319	0.005347456	0.004711623
ASV_1201	0.005533	0.001241127	0.007937891	0.007213280
ASV_1001	0.006352	0.006117682	0.008662538	0.004699230
ASV_909	0.005778	0.005920175	0.005078837	0.006219082
ASV_468	0.005312	0.003142992	0.002752765	0.009180088
ASV_1178	0.005059	0.004535203	0.002356913	0.007660853
ASV_1064	0.00458	0.0009173478	0.0126785029	0.0011785619
ASV_960	0.005519	0.008430397	0.000000000	0.007488143
ASV_440	0.005098	0.005961607	0.004826928	0.004590106
ASV_477	0.006217	0.005227804	0.003308183	0.009375525
ASV_947	0.00602	0.006997339	0.009045227	0.002779881
ASV_701	0.004484	0.001243666	0.005869817	0.006096817
ASV_1099	0.004552	0.001790870	0.011829938	0.001048563
ASV_1054	0.004381	0.0005417265	0.0121811906	0.0013658476
ASV_694	0.004631	0.0011793640	0.0002616653	0.0110257604
ASV_1230	0.006428	0.008413665	0.008034063	0.003473871
ASV_598	0.006318	0.007335630	0.006345266	0.005441102
ASV_1068	0.005886	0.004237387	0.007046059	0.006344092
ASV_1141	0.004955	0.002035028	0.004801727	0.007530451
ASV_797	0.005251	0.008203282	0.007123629	0.001272134
ASV_788	0.00648	0.005248109	0.011252588	0.003696836
ASV_924	0.005179	0.007611942	0.000000000	0.007278983
ASV_787	0.005091	0.005760761	0.006362670	0.003510442
ASV_563	0.005887	0.006343645	0.006344858	0.005137717
ASV_995	0.005224	0.009128194	0.004311988	0.002674664
ASV_295	0.003827	0.005105732	0.002757762	0.003609571
ASV_638	0.00432	0.006891917	0.003630451	0.002711470
ASV_1187	0.005224	0.005388273	0.005281793	0.005038626
ASV_1112	0.004692	0.001781055	0.002736968	0.008702205
ASV_737	0.0048	0.004736285	0.004346150	0.005216847
ASV_828	0.003748	0.003214188	0.001851991	0.005712475
ASV_854	0.004316	0.004837114	0.006487301	0.002140977
ASV_794	0.004147	0.002159857	0.001583437	0.007867427
ASV_804	0.005893	0.006831543	0.008198280	0.003259327
ASV_933	0.004214	0.002557993	0.001616822	0.007682291
ASV_1007	0.005235	0.001451916	0.006878551	0.007097606
ASV_1235	0.005533	0.006031576	0.006400021	0.004420573
ASV_983	0.004626	0.0008257116	0.0132659537	0.0009067015
ASV_898	0.005799	0.007712508	0.007400946	0.002910816
ASV_829	0.00476	0.004664347	0.004590255	0.004975866
ASV_248	0.004719	0.005871293	0.005982666	0.002739054
ASV_942	0.004166	0.002511022	0.001943609	0.007332842
ASV_1004	0.004329	0.003992493	0.003760049	0.005065520
ASV_910	0.004164	0.005198751	0.006258411	0.001620251
ASV_861	0.004474	0.002640824	0.001441572	0.008438918
ASV_633	0.004448	0.005609905	0.005135665	0.002922074
ASV_1026	0.00378	0.001627324	0.002676529	0.006469965
ASV_1151	0.004791	0.004215167	0.009058989	0.001860769
ASV_900	0.004282	0.005474848	0.002073774	0.005047147
ASV_1041	0.003906	0.0008707554	0.0023141443	0.0077302178
ASV_1195	0.004406	0.006483196	0.005353497	0.001902768
ASV_1217	0.003962	0.001505316	0.006804763	0.003751162
ASV_1063	0.003845	0.003296101	0.002850033	0.005102449
ASV_1093	0.004253	0.001896339	0.007449196	0.003675836
ASV_968	0.004054	0.001741949	0.003352320	0.006556578
ASV_600	0.005288	0.001382975	0.006353829	0.007714271
ASV_1100	0.004419	0.002334105	0.001307334	0.008658942
ASV_878	0.003921	0.007689020	0.003497535	0.001093682
ASV_766	0.004481	0.007317339	0.003013885	0.003272367
ASV_428	0.003957	0.002586502	0.003754737	0.005270585
ASV_957	0.004396	0.002699386	0.007310263	0.003490711
ASV_1110	0.005377	0.008732702	0.003847558	0.003780870
ASV_835	0.003864	0.002406868	0.007062621	0.002530072
ASV_712	0.00389	0.004137632	0.004225345	0.003412567
ASV_1218	0.00366	0.003201110	0.003283832	0.004346572
ASV_896	0.004806	0.004771175	0.006968675	0.003105180
ASV_1193	0.003835	0.003185620	0.002983940	0.005060718
ASV_1107	0.004205	0.006958781	0.002427785	0.003313702
ASV_803	0.003197	0.001992842	0.006578743	0.001503062
ASV_700	0.003617	0.004123997	0.003583365	0.003217184
ASV_1052	0.003864	0.003168516	0.003687515	0.004589773
ASV_620	0.00366	0.002915745	0.005812640	0.002562578
ASV_692	0.004785	0.004851413	0.008730525	0.001571735
ASV_1223	0.003612	0.002025420	0.002711023	0.005664884
ASV_510	0.003735	0.002774379	0.006944397	0.001974197
ASV_846	0.003683	0.002012880	0.007225900	0.002252189
ASV_1203	0.003501	0.001174812	0.000000000	0.008256876
ASV_1121	0.003565	0.005704671	0.001988544	0.003028594
ASV_1145	0.005004	0.006062176	0.005514689	0.003707258
ASV_369	0.003596	0.002796121	0.006726219	0.001762406
ASV_1039	0.003363	0.002698642	0.002815896	0.004357466
ASV_1028	0.003432	0.000000e+00	1.128677e-02	3.119054e-05
ASV_818	0.003399	0.002570702	0.004302135	0.003372979
ASV_799	0.003529	0.0090191546	0.0009444925	0.0009853873
ASV_1226	0.002923	0.0002161146	0.0076193971	0.0014388761
ASV_949	0.003056	0.004896916	0.003510289	0.001145770
ASV_1120	0.003501	0.002254275	0.003361554	0.004658725
ASV_1154	0.002823	0.0008589405	0.0012748451	0.0057103227
ASV_778	0.002963	0.003067579	0.001889258	0.003735210
ASV_872	0.003139	0.002562812	0.005052733	0.002092172
ASV_362	0.00296	0.004248503	0.004023564	0.001027065
ASV_986	0.003234	0.003169862	0.005388795	0.001562913
ASV_882	0.002644	0.0063954026	0.0001103252	0.0015194528
ASV_1167	0.003138	7.087984e-03	3.957763e-05	2.298720e-03
ASV_513	0.002886	0.002042562	0.002535545	0.003875919
ASV_977	0.003308	0.002783147	0.006449915	0.001234405
ASV_1016	0.002735	0.0009964531	0.0007613758	0.0057740452
ASV_901	0.003329	0.003293357	0.003504914	0.003217047
ASV_961	0.002684	0.001663013	0.002830369	0.003424484
ASV_1035	0.002373	0.000000000	0.000000000	0.006265402
ASV_1149	0.002652	1.040943e-04	8.601850e-03	3.213884e-05
ASV_680	0.002062	0.002936369	0.002438263	0.001026475
ASV_988	0.003053	0.001959264	0.005617093	0.001920296
ASV_1202	0.002305	0.002172916	0.001921289	0.002721999
ASV_1106	0.002569	0.002430693	0.002964655	0.002367885
ASV_970	0.002575	0.003451262	0.003339403	0.001226827
ASV_1177	0.003049	0.001509934	0.003225919	0.004200047
ASV_1097	0.002358	0.0021429049	0.0009031852	0.0037017996
ASV_1003	0.002475	0.001573819	0.003218989	0.002637653
ASV_869	0.002169	0.002703382	0.001991544	0.001862714
ASV_1047	0.001914	7.333228e-05	8.639060e-05	4.921665e-03
ASV_774	0.001998	0.0006278048	0.0008009794	0.0041065090
ASV_1233	0.003019	0.002621688	0.005367217	0.001475466
ASV_813	0.001979	0.0005448078	0.0015942433	0.0034926780
ASV_1032	0.001861	0.0025180633	0.0023223458	0.0009412347
ASV_266	0.002105	0.002292600	0.001984569	0.002043103
ASV_1207	0.001997	0.002073442	0.001872764	0.002033002
ASV_1157	0.00199	0.0005159584	0.0016670225	0.0034867505
ASV_1205	0.002014	0.0003981695	0.0007790665	0.0043587940
ASV_806	0.001805	0.001312538	0.001549767	0.002422786
ASV_1078	0.001864	0.001413488	0.001590745	0.002461645
ASV_895	0.001687	0.0001291585	0.0000000000	0.0043452399
ASV_810	0.002002	0.0008688328	0.0010265164	0.0037346769
ASV_1076	0.001902	0.001104952	0.003832265	0.001026918
ASV_1188	0.001608	0.0004274424	0.0011977228	0.0029277539
ASV_1080	0.001888	0.002899954	0.001767872	0.001133613
ASV_1164	0.001868	0.0022986724	0.0033423524	0.0003277601
ASV_612	0.001673	0.0006166269	0.0025882438	0.0018271514
ASV_1135	0.002213	0.002202017	0.002195624	0.002237276
ASV_987	0.001843	0.001468881	0.001358556	0.002543839
ASV_919	0.001774	0.001581655	0.001192674	0.002401803
ASV_815	0.001848	0.001929861	0.001506022	0.002052877
ASV_1125	0.001476	0.0002568319	0.0013263774	0.0026205957
ASV_742	0.001803	0.001530885	0.002702993	0.001311074
ASV_875	0.001648	0.0005009978	0.0029745282	0.0015508208
ASV_1057	0.001657	0.0017095468	0.0033240693	0.0002784203
ASV_1220	0.00181	0.001243336	0.001366668	0.002641157
ASV_434	0.001522	0.0029276411	0.0008316752	0.0008940980
ASV_921	0.00178	0.0007160384	0.0009787044	0.0033139085
ASV_654	0.001558	0.0004681122	0.0011746858	0.0027804003
ASV_1069	0.001433	0.0018782071	0.0009339664	0.0014574704
ASV_916	0.001322	0.000000000	0.000000000	0.003488928
ASV_308	0.002136	0.0025177203	0.0038066827	0.0004795832
ASV_1130	0.001251	0.0001861758	0.0007944101	0.0025117008
ASV_1142	0.001279	0.0002984595	0.0005053968	0.0027210040
ASV_862	0.001338	0.0008953267	0.0008307760	0.0021158305
ASV_912	0.001254	0.0023062878	0.0006521457	0.0008521434
ASV_648	0.001091	0.001524423	0.000617735	0.001104502
ASV_718	0.001483	0.001900885	0.001614854	0.001025472
ASV_1206	0.001074	0.0009207764	0.0011819820	0.0011165617
ASV_1168	0.001256	0.0016901587	0.0009445881	0.0011416780
ASV_573	0.001077	0.0011904804	0.0016196489	0.0005477884
ASV_1108	0.001206	8.153388e-05	1.139396e-03	2.205052e-03
ASV_946	0.000892	0.0002259869	0.0000000000	0.0021638453
ASV_1030	0.000874	0.0009358983	0.0007969644	0.0008838868
ASV_1060	0.000948	0.0014512071	0.0003119372	0.0010350822
ASV_263	0.001106	0.0008395801	0.0022488244	0.0004157906
ASV_850	0.000931	0.0008085183	0.0014203930	0.0006433883
ASV_1183	0.000842	0.0012094948	0.0002628269	0.0009974517
ASV_354	0.000748	0.0010484168	0.0002129847	0.0009247168
ASV_908	0.000843	0.0014121897	0.0002690848	0.0008246237
ASV_640	0.000805	0.0006620479	0.0014743040	0.0003893431
ASV_1166	0.000899	0.001642902	0.001242051	0.000000000
ASV_864	0.000891	0.0012658796	0.0005901319	0.0008168658
ASV_888	0.000636	0.0010025945	0.0004780053	0.0004537599
ASV_992	0.000675	0.0002986338	0.0006314358	0.0010265668
ASV_1239	0.000466	0.0005393734	0.0003688847	0.0004818644
ASV_1190	0.00054	0.0000000000	0.0003060161	0.0011811083
ASV_998	0.00053	0.0002652827	0.0002902141	0.0009441985
ASV_569	0.000493	0.0003828441	0.0010189302	0.0001648572
ASV_1236	0.000646	0.0006200395	0.0007635001	0.0005726133
ASV_800	0.000624	0.0008482067	0.0005919981	0.0004616628
ASV_1087	0.000421	0.0002016253	0.0004379437	0.0005919874
ASV_511	0.000334	0.0001171521	0.0003237582	0.0005249612
ASV_817	0.000307	0.0002636750	0.0001034234	0.0005060576
ASV_442	0.000406	0.0001416848	0.0006075851	0.0004661704
ASV_1040	0.000271	1.485294e-04	5.329127e-05	5.469257e-04
ASV_1143	0.000324	0.0007318327	0.0001589850	0.0001131190
ASV_1053	0.000299	5.160949e-05	5.495593e-05	7.020010e-04
ASV_1129	0.000301	0.0003664490	0.0002974393	0.0002489037
ASV_748	0.000232	2.799309e-05	5.260380e-04	1.672444e-04
ASV_858	0.000196	2.151431e-04	3.520494e-04	5.516872e-05
ASV_1173	0.000107	3.608105e-05	0.000000e+00	2.522137e-04
ASV_429	0.000125	8.047722e-05	1.817498e-04	1.159409e-04
ASV_611	9.2e-05	5.419384e-05	0.000000e+00	1.969556e-04
ASV_322	0.000109	5.966402e-05	0.000000e+00	2.387847e-04
ASV_768	7.2e-05	0.000000e+00	5.496922e-05	1.468953e-04
ASV_727	5.4e-05	6.656247e-05	7.627765e-05	2.573903e-05
ASV_1192	4.5e-05	4.289927e-05	0.000000e+00	8.205980e-05
ASV_1005	4e-05	0.0000000000	0.0000000000	0.0001046886
ASV_1034	4.9e-05	2.970213e-05	1.312655e-04	0.000000e+00
ASV_617	6.2e-05	6.482839e-05	7.875256e-05	4.603310e-05
ASV_1086	3.4e-05	0.000000e+00	3.472608e-05	6.176934e-05
ASV_792	1.9e-05	0.000000e+00	6.286936e-05	0.000000e+00
ASV_931	4.2e-05	5.966402e-05	7.463578e-05	0.000000e+00
ASV_435	1.6e-05	5.049633e-05	0.000000e+00	0.000000e+00
ASV_1163	1.1e-05	0.000000e+00	3.472608e-05	0.000000e+00
ASV_1058	1.2e-05	3.72606e-05	0.00000e+00	0.00000e+00
