OTUID	DGpre	DEmed	DEpost	DSpre	DSmed	DSpost	HGpre	HEmed	HEpost	HSpre	HSmed	HSpost	IGpre	IEmed	IEpost	ISpre	ISmed	ISpost
ASV_577	55	70.333333	48.5	6.647059	17.307692	13	52.30303	60.615385	71.457143	38.56	24.261905	44.225	46	87.75	37.375	124.285714	42.571429	63.5
ASV_342	15.625	30.333333	22.875	142.058824	88.884615	387	10.515152	10.307692	16.8	37.76	13.238095	32.05	53.285714	24.875	106.125	8.5	6.214286	8.166667
ASV_214	21.625	32	10.375	29.94118	90.26923	93.8	37.78788	78.51282	30.37143	38.78	56.92857	30.75	42.71429	19.75	19.875	55.5	18.5	26.58333
ASV_204	4.625	3.3333333	2.375	34.8823529	442.5769231	0.4666667	1.1515152	2.4871795	9.2571429	8.34	4.6904762	3.1	14.5714286	4	8.75	13.8571429	5.9285714	308.75
ASV_223	16.125	87.777778	59.625	34.470588	10.923077	33.933333	60.909091	25.153846	63.542857	32.58	25	123.55	112.285714	32.625	45.25	13.428571	9.571429	12.333333
ASV_255	25.375	18.888889	262.75	3.764706	15.115385	23.466667	12.454545	20.435897	13.171429	55.1	107.071429	109.775	13.571429	9	6.25	7.642857	9.857143	21.416667
ASV_164	265.625	75.888889	125.125	6.235294	20.461538	13.2	45	11	34.4	35.04	93.547619	17.5	11.857143	27.25	29.75	92.571429	40.142857	23.333333
ASV_282	15	21.11111	14.75	49.29412	135.88462	128.4	29.45455	30.4359	30.97143	26.4	47.47619	35.6	13.71429	21.5	16.375	25.21429	51.35714	50.08333
ASV_286	38.375	33.444444	24.875	141.823529	53.192308	143.2	49.484848	20.589744	12.742857	67.64	25.119048	27.35	67.714286	21.375	17	7.428571	33.071429	20
ASV_483	57.625	10.55556	21.5	67.94118	40.07692	31.93333	41.81818	17.69231	15.65714	100.86	34.40476	54.175	76.28571	14.25	16.625	10.28571	51.21429	21
ASV_190	15.875	10.222222	12.625	3.823529	3.192308	5.133333	47.060606	78.666667	49.4	10.42	5.47619	7.8	24.714286	417.875	451.875	32.642857	59.357143	15.916667
ASV_280	249.25	52.444444	70.625	7.117647	23.076923	21.066667	47.333333	56.948718	89.114286	24.92	24.47619	32.625	80.285714	34.125	53.75	16.5	22.857143	9.166667
ASV_786	68.375	49.55556	77.25	25.64706	40.30769	17.86667	40.72727	15.05128	27.42857	42.66	43.19048	67.5	115	90	77.625	37.21429	35.85714	29.41667
ASV_246	69	15.66667	22.75	25.35294	41.53846	59.6	51.15152	18.51282	23.2	74.84	55.90476	41.65	91	17.875	23.125	22.07143	44	20
ASV_358	598.5	64	11.875	20.588235	56.384615	23.733333	28.909091	18.153846	22.342857	32.32	27.142857	23.95	215.714286	12.625	14.375	6.142857	22.357143	16.333333
ASV_368	8	8.555556	28.625	67.529412	147.038462	67.266667	25.515152	24.410256	8.657143	31.8	35.285714	66.025	49	18.75	19.5	23.642857	51.357143	20.25
ASV_178	5	6.333333	7.25	18.176471	54.307692	21.4	26.272727	23.846154	25.028571	11.76	82.119048	84.225	232.142857	40.125	23.75	27.5	29.642857	61.583333
ASV_241	71.125	83.22222	30	61.70588	31.5	14.13333	84.18182	25.05128	49.94286	35.02	30.52381	18.225	50.71429	32.125	30.125	23.42857	112.64286	18.5
ASV_222	18.625	6	46.25	115.17647	48.42308	57	28.21212	60.25641	43.6	30.24	26.71429	19.325	78.71429	201.25	36	14.21429	13	11.16667
ASV_361	92.375	13.111111	28.125	10.529412	32.692308	55.4	21.545455	22.153846	35.685714	68.6	59.785714	44.275	17	39.5	101.875	6.214286	48.857143	16.583333
ASV_507	46.875	34.33333	134.25	16.82353	28.80769	26.26667	43	52.15385	39.51429	26.92	35.09524	35.975	85.14286	97.5	35.125	50.64286	50.64286	28
ASV_426	18.75	7.666667	14.625	45.176471	226.692308	164.933333	11.333333	16.538462	22.6	14.14	31.952381	29.475	6.142857	4.125	1.75	49	13.142857	5.666667
ASV_251	4.75	11.22222	5.75	17.47059	26.96154	24.53333	19.57576	12.64103	15.94286	68.54	34.09524	109.875	19.28571	24.375	41.875	134.57143	16.64286	11.83333
ASV_224	11.125	27.7777778	19.375	0.5294118	1.1538462	4.0666667	79.2121212	115.9230769	128.0285714	13.28	13.4285714	21.4	22.5714286	17.75	13.75	31.2857143	6.0714286	13.9166667
ASV_363	39.375	8.6666667	3.5	179.7647059	149.0384615	65.4666667	27.6363636	5.9487179	12.2571429	69.3	28.3095238	7.525	32	6.625	7.375	0.9285714	5.0714286	8.5
ASV_205	11.75	58.444444	15.375	7.823529	11.423077	9.666667	51.30303	58.717949	25	29.5	49.928571	46.95	90.857143	52.625	84.625	55.142857	54	36.416667
ASV_234	87.125	96.777778	122.5	6.058824	6.961538	18.933333	31.545455	25.358974	75.228571	29.06	8.642857	11.9	86.571429	56.125	354.25	46.285714	37.857143	11.416667
ASV_334	7.375	7.111111	10	79.941176	356.153846	2.866667	6.909091	15.102564	11.542857	25.48	6.52381	19.35	7.714286	3.625	11.375	8.928571	22.428571	20.833333
ASV_262	18.125	10.333333	28	112.823529	64.961538	23.866667	23.69697	26.051282	29.371429	38.98	83.02381	18.5	64	37.75	49.125	21.428571	8.928571	10.333333
ASV_198	85.75	36.33333	81.875	21.23529	76.84615	79.46667	20.30303	38.17949	26.68571	25.76	50.14286	41.35	14.42857	29.125	55.625	13.42857	31.85714	24.25
ASV_219	9.5	6	17.5	0.7058824	11.0384615	17.4	24.7272727	32.6410256	151.3142857	9.4	25.3333333	9.725	144.2857143	21.625	23.125	199.9285714	39.7857143	11.9166667
ASV_216	0.5	0.7777778	0.125	0.7647059	1.1153846	7.1333333	129.4242424	119	74.7142857	2.62	8.3095238	4.675	1.5714286	52.5	202.5	1.4285714	5.2857143	35
ASV_228	68.875	42.22222	24.875	61.88235	30.07692	17.93333	21.60606	42.15385	34.54286	21.1	93.71429	41.225	50.71429	29.875	16	21.92857	7.5	17.75
ASV_1119	158	575.444444	38.5	2.529412	33.961538	8.866667	9.575758	19.897436	9.914286	23.7	46.357143	36	10.571429	10.75	8	11.357143	13.214286	31.75
ASV_276	13.75	23.22222	32.375	125.70588	81.03846	23.73333	39.0303	35	27.88571	49.48	19.38095	8.7	55.85714	68	43.125	37.85714	17.64286	12.41667
ASV_269	38	34.55556	69.375	15.17647	27.73077	36	56.36364	52.92308	45.42857	24.8	29.42857	22.15	38.42857	52.375	43.5	101.71429	25.21429	17.58333
ASV_793	24	23.88889	9.5	36	115.73077	43.93333	29.75758	53.25641	43.05714	26.02	34.47619	28.65	27.57143	32.25	33.75	15.28571	11	18.83333
ASV_472	19.625	3.4444444	5.625	163.6470588	116.6923077	1.4666667	2.7878788	14.3333333	1.3714286	116.26	7.547619	5.55	13.7142857	4	4.5	0.6428571	2.9285714	95
ASV_303	31.625	2.333333	6.75	172.352941	185.346154	28	13.69697	9.410256	4.657143	68.52	11.214286	7.075	12.428571	6.875	7.5	5.214286	21.285714	15.666667
ASV_273	12.25	3.666667	10.875	25	56.923077	334.133333	33	8.384615	10.171429	34.86	14.309524	9.525	105.714286	80.875	54.625	7.785714	9.714286	44
ASV_297	61.625	16.33333	14.25	39.11765	76.5	121.46667	15.51515	23.82051	25.57143	16.94	22.30952	42.6	28.42857	9.125	9.75	122.5	44.71429	26.83333
ASV_488	35.125	41.555556	60.625	5.058824	9.884615	28.333333	47.757576	51.846154	37.571429	26.08	26.166667	20.85	89.142857	127.125	38.625	81.571429	39.357143	25.083333
ASV_237	2.5	4.555556	2.125	3.058824	12.923077	4.733333	24.242424	50.564103	83.371429	23.22	48.190476	77.7	12.857143	24.375	34.75	9.642857	10.285714	42.916667
ASV_218	67.5	139.888889	127.25	9.411765	19.692308	10.666667	47.606061	47.205128	60.428571	16.46	34.642857	18.825	31.285714	32.75	43.375	18.428571	18.5	22.5
ASV_299	16	21.88889	34.25	12.23529	13.92308	47.6	43.90909	47.87179	60.97143	12.64	18.47619	38.1	182.14286	27.5	49.5	28.07143	33.85714	52.08333
ASV_341	23	13.666667	28.375	19.058824	57	31.8	20.69697	28.974359	16.085714	24.3	94.904762	38.925	15.857143	10.125	17.375	6.928571	71.642857	12.5
ASV_264	1.125	2.444444	0.875	63.470588	335.115385	21.666667	10.151515	12.820513	5	27.44	6.904762	5.5	11.428571	7.375	3.375	4.142857	9.428571	4.25
ASV_350	15.5	2.888889	9.625	113.117647	61.576923	47.8	48.090909	14.410256	14.857143	90.04	11.52381	9.15	66.714286	12.375	8.5	2.857143	5.357143	17.416667
ASV_615	19.125	3.777778	2.375	246.647059	12.307692	11.733333	7.666667	6.461538	4.742857	120.6	31.452381	7.25	2.857143	0.875	0.875	3.071429	7.714286	3.166667
ASV_244	32.875	76.222222	39.25	9.411765	30.076923	28.8	48.272727	30.717949	47.714286	24.64	39.47619	27.125	81.571429	39.125	46.5	18.785714	15	42.833333
ASV_256	32.75	133.888889	169.375	9.294118	31.884615	18.733333	45.393939	29.153846	45.8	25.86	19.547619	32.975	47.571429	30.5	35.625	18.928571	16.214286	15.75
ASV_355	14.125	30.444444	5.625	21.352941	3.461538	5.6	10.272727	42.692308	21.171429	8.38	123.880952	91.75	4.428571	0.75	0.5	1.071429	1.5	9.916667
ASV_324	26.75	27.333333	69	4.588235	17.923077	17.6	49.878788	66.487179	58.914286	18.6	13.738095	23.5	91.714286	48.25	85.625	32.571429	10.928571	25.666667
ASV_265	3.375	42	30.375	69	19.615385	3.8	7.575758	8.179487	7.6	23.98	44.047619	72.925	97.142857	171.875	33.375	40.285714	31.928571	51.333333
ASV_259	122.25	116.444444	24.5	12.823529	21.461538	4.533333	29.272727	51.051282	60.142857	9.78	36.142857	27.225	102.571429	34.875	17.125	18.571429	23.071429	12.166667
ASV_232	70.375	12	2.5	17.941176	116.5	38.2	34.606061	22.230769	8.028571	36.02	16.833333	53.575	31.857143	4.125	4.5	21.785714	43.785714	21.5
ASV_215	10.875	16.888889	8.875	7.117647	99	13.133333	22.575758	18.846154	121.085714	25.56	25.547619	17.725	16.142857	18.75	34.375	16.357143	9.428571	8.5
ASV_260	1.75	7.33333333	4	0.05882353	0.19230769	4.06666667	69.81818182	7.17948718	13.42857143	169.2	5.14285714	4.525	51.28571429	7.875	29.625	4.85714286	4.92857143	6.41666667
ASV_570	16.75	4.555556	4	89.823529	57.653846	129.266667	28.30303	8.025641	8.2	94.48	13.690476	9.6	27.857143	15.125	6.25	2.785714	6.571429	5.916667
ASV_456	8.625	11.222222	9.125	65.705882	246.807692	8.6	22.939394	12.666667	10.342857	28.12	6.428571	15.05	12	14.125	12.25	17.357143	4.857143	13.5
ASV_409	17.875	36	20.125	30.58824	81.57692	162.66667	17.21212	11.79487	11.22857	21.36	43.7381	31.675	16.28571	9.125	12.875	13.42857	21.35714	35.08333
ASV_242	4.5	18.333333	9.625	4.941176	16.730769	18.6	70.242424	26.25641	25.457143	18.84	25.452381	13.825	229.428571	168.5	63.625	35.571429	16.357143	35.833333
ASV_252	5.75	14.555556	19.375	10.823529	6.307692	9	16.545455	25.102564	29.914286	47.6	32.52381	42.1	116.428571	186.75	74.75	14.428571	21.928571	19.666667
ASV_388	8.625	7.444444	3.75	85.470588	18.461538	53.333333	16.030303	29.564103	13.6	58.4	29.095238	42.1	6.428571	7.5	5.75	38.857143	29.285714	37.666667
ASV_293	3.875	4.888889	3.125	5.470588	3.038462	6.2	8.515152	102.615385	7.657143	46.22	8.52381	12.15	55.428571	14.5	9.25	238.5	18.5	12
ASV_238	52.875	10.444444	4.625	143.764706	26.230769	22.4	28.333333	10.102564	19.657143	48.32	13.285714	12.825	6.857143	4.125	9.375	110.928571	28.714286	59.75
ASV_313	8.75	7	1.5	18	8.461538	214.6	65.242424	17.051282	18.857143	68.92	15.690476	10.075	5	9.5	13.5	2.214286	11.928571	3.916667
ASV_250	9.875	12.11111	16.875	27.58824	78.80769	25.53333	22.48485	20.79487	26.02857	33.28	31.42857	51.625	27.28571	20.375	72.625	18.28571	12.5	11.08333
ASV_345	1.875	30.7777778	6.125	16.4705882	0.8076923	82.8	15.969697	8.7948718	4.6857143	29.08	64.7857143	35.55	0.7142857	0.25	0.25	3.2857143	22.8571429	276.4166667
ASV_249	44	28.888889	35.125	5.058824	67.923077	18.6	37	31.358974	37.942857	28.46	33.404762	22.525	20.142857	19	44.875	33.214286	21.571429	21.416667
ASV_338	16.625	40.444444	54.5	17.411765	9.153846	12.933333	16.545455	66.435897	105.514286	19.72	9.642857	16.6	4.857143	13.75	11.375	62.214286	22.142857	18.75
ASV_292	137	14.444444	35.625	6.882353	5.653846	5.333333	49.545455	37	21.742857	57.84	31.761905	27.525	12.285714	49.75	30.25	7.357143	8.928571	7.75
ASV_285	41.375	31.66667	28.125	55	25.69231	35.66667	25.33333	35.71795	23.68571	40.34	26.21429	20	25.14286	18.75	35.75	47.28571	17.07143	36.66667
ASV_233	87.625	69	6.75	99.588235	145.538462	24.8	4.545455	4.410256	24.628571	40.5	16	2.2	32.571429	23.75	9	5.357143	2.071429	6.416667
ASV_556	48.625	22	8.375	21.47059	11.57692	47.2	83.33333	48.5641	25.54286	17.54	25.09524	31	7	19.5	14	14.92857	11.07143	36.41667
ASV_257	17.625	50.55556	27.625	16.23529	32.03846	13.73333	32.48485	24.97436	25.65714	10.82	42	13.2	192.28571	82.125	96.875	10.21429	47.21429	26.16667
ASV_491	10.375	18.33333	14.75	188.17647	17.69231	5.4	15	12.51282	15.42857	18.74	64.54762	11.275	54.14286	90.125	21.625	10	30.78571	17.66667
ASV_270	144.375	239.222222	43.875	89.529412	8.346154	25.866667	2.212121	7.641026	5	17.56	8.714286	82.7	13.285714	10.125	12.375	37.928571	5.5	1
ASV_227	10	91	27.75	0.5294118	5.2307692	1.4	82	65.4102564	34.2571429	6.76	13.0714286	22.275	211	10.75	23.125	10.9285714	4.7142857	18.5833333
ASV_754	24.625	8.888889	5.125	88.176471	105.5	15.866667	17.909091	3.820513	6.6	91.5	5.690476	10.325	6.285714	9.875	4.125	10.571429	22.285714	8
ASV_307	0.125	0	0.25	59.588235	15.384615	533.066667	15.151515	1.538462	1.085714	9.76	2.238095	6	4.857143	0.375	0.75	6.285714	45.5	4.333333
ASV_314	28.5	30.222222	36	32.647059	16.692308	7.466667	28.30303	18.179487	69.371429	26.6	15.095238	45.05	103.142857	32.5	29.875	15.5	18.928571	15.416667
ASV_462	10.75	4.777778	4.5	120	59.192308	12.2	12.30303	11.74359	10.914286	82.6	19.309524	6.45	6	8	44.75	7.428571	12.142857	41.083333
ASV_320	93.375	3.888889	3.5	75.470588	150	16.333333	27.575758	5.948718	2.514286	49.56	2.642857	13.225	89	7.25	5.75	7.428571	8.714286	4.25
ASV_335	42.875	9.777778	55.625	65.058824	32.653846	50.866667	42.666667	12.435897	10.885714	56.06	18.071429	29.75	38.142857	14.875	16.125	11.285714	11	8.416667
ASV_392	19.75	3.555556	6.625	79.882353	49.346154	8.6	30.333333	17.102564	43.6	79.12	8.547619	11.2	9.428571	6.25	3.875	4.714286	15.357143	2.5
ASV_258	3.125	161.8888889	0.875	0.8823529	6.5	2.3333333	2.9393939	2.1025641	10.0571429	26.62	72.1666667	107	4.2857143	0.25	0.875	11	7.3571429	16.9166667
ASV_310	15	5.222222	6.125	127.294118	57.615385	13.533333	20.727273	23.871795	18.457143	41.06	5.880952	10.925	160.142857	43.25	17.625	7.357143	29.785714	6.416667
ASV_283	42.875	11	4	11.529412	90.692308	58.466667	15.787879	22.102564	8.457143	19.18	26.095238	22.375	29.714286	11	9.375	51	102.285714	17.083333
ASV_1153	32.375	24.55556	33.125	11.88235	20.96154	15	25.93939	32.71795	30.91429	26.44	18.57143	35.35	21.57143	36.375	133.625	37.71429	31.21429	26.83333
ASV_528	5.625	11.666667	4.625	87.588235	66.884615	11.6	16.939394	15.512821	8.828571	87.86	11.428571	9.725	16	15.125	4.5	5.357143	22.214286	20.75
ASV_446	30.375	21.222222	30.5	3.647059	2.461538	15.066667	33.454545	89.538462	69.428571	22.68	6.785714	10.125	37.428571	17.875	23.875	27.714286	7.071429	14.583333
ASV_327	31	3.333333	7.875	103.941176	65.730769	14.533333	41.757576	7.128205	16.457143	68.88	8.809524	5.375	57.571429	11.875	5.75	1.571429	3.714286	13
ASV_343	6.75	3.444444	3	28.705882	53.307692	39	8.606061	9.794872	7.714286	63.16	59.761905	24.525	7.571429	2.25	2.5	4.428571	36.785714	14.083333
ASV_346	49.125	45.444444	22	3.176471	8.923077	25.266667	58.090909	13.74359	48.314286	11.9	23.928571	67.95	5.428571	8.375	8.25	15.571429	8.5	31.333333
ASV_377	12	7.666667	6.25	179.705882	27.5	23.333333	87.272727	10.717949	15.542857	20.24	8.261905	12.55	4.714286	9.875	2.5	3.642857	4.642857	56.25
ASV_521	0.625	2.222222	1.75	272.235294	54.576923	15.8	15.333333	3.589744	10.485714	40.86	4.785714	14.275	62.428571	0.875	0.625	1.928571	21.428571	2
ASV_715	5.125	8	11	26.882353	21.576923	505.466667	6.515152	7.641026	6.171429	4.96	10	10.25	7.571429	7.25	8.625	3.071429	4.857143	4
ASV_275	5	12.444444	6.125	10.705882	16.192308	61.6	13.363636	38.923077	45.8	31.24	35.904762	18.95	53.571429	23.5	60.75	7.714286	14	26.916667
ASV_243	65.125	58.555556	20	3.352941	19.269231	21.666667	62.484848	20.897436	50.4	21.04	19.785714	30.9	23	37.875	20	8.214286	5.357143	4.25
ASV_481	15.5	22.666667	10.875	64.117647	120.846154	47.333333	8.272727	6.410256	2.114286	37.22	11.547619	19.875	14	10.125	3.875	4.142857	89.857143	3.916667
ASV_396	31.375	5.777778	4.25	71.705882	34.884615	86.466667	30.939394	4.974359	3.314286	57.18	5.166667	38.475	1.285714	0.75	1.125	47	17.285714	1.166667
ASV_248	0.875	0.5555556	0.5	73.5294118	2.0769231	9.6	17.3030303	189.2820513	13.7428571	1.74	3.1666667	3.575	0.8571429	15.5	17.25	1.1428571	1.2857143	1.25
ASV_630	35.625	0.6666667	2.125	95.0588235	81.2307692	6.5333333	7.7878788	3.025641	2.7714286	76.4	32.7380952	10.975	5.5714286	5.25	1.5	2.2857143	13.7857143	1.4166667
ASV_236	27.25	27.222222	11.875	2.705882	6.615385	7.6	26.818182	31.74359	19.8	72.06	22.928571	16.35	20.285714	118.75	49.625	2.857143	2.928571	5.916667
ASV_474	17.25	24.666667	18.75	60.117647	41.961538	32.066667	18.30303	6.846154	16.285714	42.42	24.952381	8.6	237.428571	29	16	25.857143	5.285714	3.166667
ASV_520	4.875	4.111111	3.375	195.705882	3.923077	128.8	6.424242	3.461538	5.085714	20.2	10.833333	11.525	1.714286	1.125	1.875	17.857143	80.428571	100.75
ASV_340	10.75	13	20.375	83.411765	16.807692	36.066667	40.969697	13.74359	9.371429	33.64	24.47619	20.525	11	9.75	43.625	9.714286	7.5	102.75
ASV_305	16.375	13.777778	9	12.176471	21	23	17.818182	28.102564	8.742857	24.02	18.214286	83.025	140.428571	9.125	6.75	21.285714	14.785714	10.666667
ASV_423	19	15.555556	4.5	4.352941	7.769231	13.333333	8.666667	11	10.028571	114.86	29.571429	22	19.857143	19.625	6.875	8.714286	9	5.833333
ASV_298	5.625	0.44444444	2	0.05882353	1	1	4.54545455	24.87179487	52.14285714	0.62	7.52380952	4.375	919	4.375	5.5	12.92857143	5.71428571	2.33333333
ASV_267	10.625	18.333333	11	6.294118	60.884615	16.866667	32.939394	37.282051	23.714286	7.16	30.571429	25.25	20	30.875	58.375	37.357143	26.214286	25
ASV_347	13.625	10.333333	13.375	99.764706	49.346154	21.066667	33.212121	17.794872	5.857143	32.22	33.857143	20.55	16.285714	6.875	6.25	16	11.214286	23.25
ASV_289	22.125	5	4.75	38.823529	96.230769	10	34.757576	11.74359	6.171429	23.46	40.833333	21.175	89.857143	29.625	3.875	9.857143	6.928571	3.5
ASV_308	0	0.22222222	2	0	0.03846154	0.2	49.81818182	202.6410256	15.77142857	0.26	1.19047619	1.375	1.28571429	0.375	0.625	0.35714286	0.35714286	0.16666667
ASV_326	8.875	12	41.125	23.70588	67.80769	26.93333	34.93939	36.84615	11.77143	29.08	21.80952	4.95	10.85714	15	39.625	14.78571	23.07143	36.91667
ASV_348	7	4.555556	12	81.294118	50.115385	3.866667	24.181818	8.615385	6.314286	49.3	6.97619	6.825	52.571429	5.5	15.75	3.5	9.428571	166
ASV_662	16.125	10.33333	18.625	147.82353	57.5	21.6	17.39394	11.61538	22.94286	8.38	32.11905	15.35	22.28571	18.625	12.875	16.21429	16.35714	18.16667
ASV_783	6.75	4.222222	8.75	50.882353	15.576923	4.2	8.909091	4.717949	4.428571	124.28	4.428571	9.125	17.857143	20	3.25	6.785714	22.928571	18.416667
ASV_449	17.375	15	32.125	11.588235	37.384615	10.733333	45.181818	18.846154	8.914286	78.92	9.52381	8.1	38.428571	19.5	8.5	4.214286	6.571429	10.333333
ASV_375	55.875	36.66667	25.375	10.41176	21.26923	20.26667	12.69697	14.74359	27.22857	27.88	36.88095	41.7	21	6.625	9.625	24.14286	25.07143	22.33333
ASV_402	6.5	9	12.875	96.470588	4.307692	50.933333	26.787879	14.769231	4.857143	55.28	13.880952	8.325	5.285714	6	17.375	17.642857	76.642857	15
ASV_891	69.125	29.66667	43.875	22.47059	11.03846	18	16.90909	20.82051	24.74286	15.12	21	35.25	66.57143	66.5	53.125	23.14286	17.64286	31.33333
ASV_352	11	18.888889	83.125	2.411765	24.038462	227.6	7.333333	12.410256	3.971429	20.72	29.690476	29.2	3.714286	0.875	0.75	8.142857	9.571429	12.666667
ASV_277	43.875	42	30.125	8.235294	7.384615	13.133333	34.242424	51.128205	43.6	16.12	18.404762	19.8	23	24.875	29.375	18.285714	14.142857	15.583333
ASV_300	3.5	2.333333	2.75	33.235294	3.692308	9.333333	5.606061	4.717949	2.571429	106.2	46.809524	7.1	11.857143	17.5	53	2.357143	6.357143	7.916667
ASV_436	107	34.888889	24.25	6.235294	2.846154	7.266667	21.636364	51.846154	46.657143	12.84	14.02381	26.75	31.285714	13.25	12.625	21.142857	23.5	31.666667
ASV_302	23	19.77777778	52.75	0.05882353	81.65384615	6.8	40.3030303	57.69230769	15.88571429	11.3	24.14285714	14.525	10.71428571	10.125	22.125	1.85714286	1.28571429	4.08333333
ASV_498	23.875	23.555556	11.875	212.764706	18.692308	8.6	14.333333	8.358974	20.457143	33.66	12.452381	6.925	34.428571	47.25	10.5	7	4.142857	6.833333
ASV_460	0.75	0.4444444	1.5	92.9411765	175.5769231	6.1333333	6.2121212	3.5897436	1.4857143	45.32	4.4285714	3.65	0.2857143	0.5	0.375	3	17.2142857	2.4166667
ASV_239	3.125	0.1111111	1.75	5.0588235	316.6923077	3.2666667	0.4242424	0.3076923	1.4571429	8.48	0.952381	3.875	0	0.75	0.875	0.6428571	11.7142857	22.8333333
ASV_316	13.75	81.11111	21.875	15.17647	25.26923	16.93333	14.60606	19.02564	17.54286	5.16	23.83333	13.35	263.28571	8.25	29.25	12.28571	77.57143	28.75
ASV_578	92.875	5.6666667	14.375	76.9411765	45.1153846	20.9333333	4.2424242	4.1025641	3.6857143	84.18	1.8809524	8.9	81.4285714	6.5	4.875	3.5	3.9285714	0.5833333
ASV_339	5.625	9.333333	17.625	14.529412	25.807692	38.066667	10.121212	9.307692	6.942857	80	25.333333	29.2	3.428571	5.875	3.125	7.571429	23.714286	5
ASV_290	51.875	56.1111111	679.5	0.5294118	6.5	16.9333333	10.5757576	18.6153846	10.3714286	7.74	2.8571429	4.55	10.2857143	31.25	19.875	1.5	1.2142857	6.3333333
ASV_466	42.375	10.888889	1.875	118.411765	57.269231	5	9.121212	12.717949	44.342857	38.14	4.571429	16.325	8.142857	7	3.625	2.5	2.071429	6.75
ASV_279	4.625	6.4444444	2.25	1.8235294	20.0769231	0.5333333	7.2424242	21.0769231	22.0285714	15.3	31.047619	107.225	0.5714286	0.375	2.125	32.4285714	3.5714286	0.3333333
ASV_373	45.625	831.5555556	3.5	0.7647059	0.1538462	8.5333333	2.6363636	13.5897436	2.5428571	1.5	3.452381	6.3	0.1428571	1.125	1	8.7142857	0.8571429	2.1666667
ASV_268	48.625	12.333333	11.25	5.941176	6.423077	10.266667	29.030303	40.487179	25.057143	16.3	58.095238	19.275	30.428571	19.875	23.75	12	7.142857	5.916667
ASV_272	34.625	6.666667	3.5	1.235294	2.692308	1.866667	21.272727	37.205128	22.742857	3.7	6.785714	16.675	125.142857	336.75	94.5	14.071429	2.5	12.833333
ASV_328	0.625	1.5555556	0.125	0.4705882	1.5384615	1.2666667	86.2727273	13.4358974	31.3428571	24.84	48.5952381	11.925	11	47.75	29.875	3	3.6428571	14
ASV_496	57.625	1.333333	2.75	22	94.461538	55.6	4.121212	2.358974	2.714286	38.92	46.428571	16.825	2.428571	1.625	1.5	1.714286	4	2.166667
ASV_359	14.25	10.111111	64.375	52.941176	19.307692	19	7	10.589744	12.742857	64.22	11.952381	20.675	28.857143	16.875	9.25	41.071429	9.5	2.916667
ASV_254	0.25	0.7777778	161.25	0	27.0384615	0.2	42.1818182	61.2307692	0.3428571	50.42	19.9047619	0.275	0.1428571	0.125	0.375	0.2857143	0	0.5
ASV_389	11.75	7.666667	6.75	219.705882	3.653846	22.2	27.242424	5.897436	10.057143	18.98	17.261905	13.725	17.857143	25.25	20.375	4	22.5	16.25
ASV_644	4.25	3.222222	0.25	120.647059	76.730769	37	3.878788	3.589744	1.742857	67.7	5.547619	5.6	21.857143	1.375	0.625	1.428571	5.285714	1.5
ASV_323	30.875	33.444444	59.375	6.294118	18.192308	13.933333	23.454545	20.358974	29.885714	11.78	29.738095	21.475	64.714286	42.375	40.5	16.857143	22.071429	25.166667
ASV_315	32.875	427.888889	62.125	4.411765	46.923077	11	3.030303	12.102564	7.657143	8.7	5.404762	12.95	27.142857	35.875	44.375	2.285714	2.571429	3.833333
ASV_253	0	0	0.25	0	0.1153846	1.9333333	0.4545455	0.4358974	0.1428571	62.28	95.3809524	29.325	0.1428571	0	0	5.3571429	19	25.75
ASV_287	4.125	0.5555556	2.25	1.4117647	3.1538462	0.1333333	1.2121212	3.2307692	0.9714286	71.68	12.2619048	10.075	1	2	2	2.0714286	7.6428571	329.9166667
ASV_422	7.875	7.555556	6.375	97.941176	89.384615	23.933333	21.848485	3.820513	8.171429	34.38	16.880952	2.925	74	15.75	4.125	1.071429	1.214286	3.916667
ASV_410	6.625	5.111111	11.125	27.470588	15.461538	18.8	36.878788	14.205128	10.4	12.92	12.380952	24.425	51.428571	220	61.375	14.928571	19.928571	18.166667
ASV_337	11.25	13.444444	14.375	6.705882	3.461538	3.266667	10.818182	64.589744	67.8	26.62	10.97619	12.825	9.571429	13.875	11.625	10.714286	11.642857	17.666667
ASV_1044	34.875	11	13.5	34.294118	13.692308	19.4	25.454545	16.179487	17.2	40.32	16.738095	20.65	104.857143	14.875	10.375	6.928571	30.857143	9.5
ASV_329	3.5	4.222222	2.75	21.705882	26.269231	9.533333	16.121212	11.153846	59.228571	64.16	14.071429	12.175	2.285714	3.375	4.375	3.928571	5.928571	6.583333
ASV_533	25.875	33.666667	23.75	76.411765	90.923077	12.466667	5.30303	4.564103	2.971429	63.22	3.714286	4.175	7	12.625	5.875	1.285714	3.357143	10.666667
ASV_390	4.375	0.8888889	0.5	4.0588235	38.5	45.9333333	17.5151515	33.5641026	84.0571429	20.18	3.1904762	5.35	26	47.75	12.375	1.7857143	3.1428571	1.75
ASV_438	14.25	42.111111	133.5	9.235294	6.769231	55.733333	20.939394	11.076923	19.885714	18.74	23.595238	29.15	22.142857	17.625	20.875	11.785714	26.071429	9.083333
ASV_1237	19	1.444444	1.875	133.176471	102.346154	47.266667	12.939394	3.230769	2.4	37.16	3.119048	2.475	6.857143	5.25	1.5	1.785714	2.285714	1.416667
