OTUID	All	DEmed	DEpost	DGpre	DSmed	DSpost	DSpre	HEmed	HEpost	HGpre	HSmed	HSpost	HSpre	IEmed	IEpost	IGpre	ISmed	ISpost	ISpre
ASV_630	0.039419	0.001150208	0.004848320	0.048959577	0.113035031	0.010781988	0.136242689	0.004804738	0.004342203	0.014281313	0.046666648	0.019002108	0.106193314	0.008319076	0.002435919	0.007854241	0.017951322	0.002298638	0.004170512
ASV_236	0.042282	0.038033148	0.019653834	0.041125983	0.011828987	0.014690592	0.005290153	0.050043119	0.030337291	0.050604112	0.036296764	0.031006945	0.102054496	0.153965653	0.066543034	0.028710174	0.005880994	0.013222023	0.005374614
ASV_474	0.041866	0.039345540	0.029119656	0.026735554	0.057198053	0.048830661	0.084833506	0.011703564	0.029229024	0.031945379	0.036817650	0.016624223	0.061388147	0.047426965	0.022111805	0.353501969	0.007392299	0.004922812	0.046281992
ASV_520	0.041633	0.006312140	0.004971712	0.007985198	0.006023222	0.169992130	0.335317852	0.005647634	0.007388489	0.010385194	0.018576644	0.016615263	0.030594820	0.001670800	0.002521791	0.002500218	0.108803175	0.137602393	0.031413401
ASV_340	0.039858	0.01863171	0.02965747	0.01487502	0.02440663	0.04923692	0.11487350	0.02143111	0.01375258	0.06670207	0.03807263	0.03298658	0.05008287	0.01389025	0.06028659	0.01540498	0.01260619	0.12303247	0.01431910
ASV_305	0.047188	0.02086919	0.01353087	0.02581546	0.02973330	0.03302606	0.01786341	0.05769398	0.01560626	0.03344650	0.03570926	0.15485671	0.03787168	0.01382311	0.01002511	0.20648943	0.02066861	0.01715673	0.03382083
ASV_423	0.044681	0.022580802	0.009466914	0.032749390	0.012254283	0.021035506	0.006886658	0.018053884	0.015809567	0.015305210	0.045779079	0.035213665	0.195121545	0.024724865	0.010736244	0.027686993	0.015194053	0.010039267	0.017813103
ASV_298	0.038238	6.094255e-04	2.677770e-03	7.574329e-03	1.237833e-03	2.100529e-03	8.069625e-05	3.808491e-02	7.169742e-02	8.741695e-03	1.363894e-02	8.798040e-03	1.150119e-03	6.196920e-03	6.730115e-03	1.251132e+00	9.002912e-03	5.857899e-03	1.757427e-02
ASV_267	0.050881	0.02666753	0.01976843	0.01470401	0.12190731	0.03483205	0.01535214	0.05912871	0.03384515	0.05949987	0.06148022	0.04862264	0.01306288	0.03996532	0.13928932	0.02864041	0.06014127	0.06410928	0.08858205
ASV_347	0.039754	0.015361449	0.021618422	0.021761888	0.065665860	0.035542190	0.142939053	0.032258298	0.009412608	0.056361668	0.047095227	0.033180529	0.043294862	0.010820095	0.008988011	0.022513130	0.017801964	0.029109550	0.022677402
ASV_289	0.039987	0.007549025	0.008551797	0.034798133	0.119266124	0.018761351	0.055712539	0.019522699	0.009487791	0.061161545	0.060920235	0.040309127	0.032454345	0.041056828	0.007708889	0.128107755	0.010773898	0.008467709	0.014714321
ASV_308	0.05843	3.727076e-04	2.559181e-03	0.000000e+00	5.095998e-05	3.556554e-04	0.000000e+00	4.597188e-01	3.768126e-02	8.739321e-02	2.517720e-03	3.806683e-03	4.795832e-04	7.189831e-04	1.369564e-03	1.877021e-03	5.726599e-04	3.201016e-04	6.848922e-04
ASV_326	0.041608	0.018713559	0.068244220	0.013747886	0.087132018	0.036215701	0.032445995	0.058611618	0.020767418	0.062536471	0.032441501	0.009473607	0.042964319	0.027311026	0.066263717	0.015311933	0.050463207	0.080632363	0.024184860
ASV_348	0.036525	0.007118255	0.017580916	0.009961742	0.069656634	0.006259175	0.111036560	0.015290736	0.009868173	0.046348029	0.009461939	0.011484688	0.070423719	0.008158101	0.022094404	0.078277697	0.014032079	0.172562158	0.005621409
ASV_662	0.0404	0.01552178	0.03076198	0.02537861	0.08512653	0.04011164	0.20909650	0.01956230	0.03460624	0.03000674	0.04749675	0.02820163	0.01373140	0.03011441	0.01998163	0.03196797	0.02468014	0.03545374	0.03044749
ASV_783	0.038197	0.006405792	0.015365774	0.011748769	0.022130708	0.007056467	0.072283114	0.009373902	0.008796657	0.018681565	0.007446072	0.012883273	0.180815808	0.035985871	0.004917287	0.026144862	0.029221271	0.023341555	0.011633369
ASV_449	0.04109	0.021511044	0.046036662	0.025936316	0.051501937	0.019657339	0.015714206	0.034127654	0.014776306	0.086901522	0.015437515	0.014275729	0.120891465	0.032814179	0.012621152	0.055178110	0.009751837	0.014432531	0.007841554
ASV_375	0.043807	0.05945636	0.03955212	0.09378246	0.03013008	0.03096105	0.01696619	0.02375262	0.05358442	0.02004238	0.06190199	0.08102052	0.04135838	0.01072921	0.01315693	0.02878171	0.04282392	0.05097982	0.05370611
ASV_402	0.040965	0.013470604	0.019312395	0.010087477	0.007684472	0.102065096	0.141415488	0.024485774	0.007453679	0.044648773	0.021030303	0.015407096	0.091102311	0.008899436	0.024025752	0.007525226	0.102720676	0.027393677	0.032390082
ASV_891	0.045569	0.04046290	0.06138622	0.08818068	0.02803352	0.03101476	0.05509272	0.02995059	0.03399022	0.02548681	0.04709222	0.07730692	0.02962416	0.08379352	0.06992591	0.08654040	0.04433776	0.07558790	0.05280197
ASV_352	0.035976	0.028348141	0.116967236	0.019177987	0.036282790	0.257949234	0.004421578	0.019316743	0.006283624	0.011660716	0.048745642	0.045512987	0.032467358	0.001295395	0.001049383	0.005158698	0.016569616	0.022875195	0.014870577
ASV_277	0.041535	0.06264661	0.04667148	0.06286226	0.01268805	0.02349312	0.01494962	0.08126291	0.06012021	0.05000419	0.03713633	0.03800385	0.02920216	0.03396907	0.03864074	0.03190529	0.02747059	0.03611357	0.03777753
ASV_300	0.033104	0.003310098	0.005502576	0.004520492	0.005365738	0.014780471	0.056495086	0.008631232	0.003933064	0.011717313	0.060195643	0.011507622	0.120226156	0.028323413	0.091945171	0.017139396	0.011096746	0.012645162	0.004543334
ASV_436	0.041673	0.047863329	0.042272753	0.136019083	0.005654086	0.012130830	0.014220084	0.074877340	0.062790267	0.034757404	0.026278943	0.051942735	0.022755504	0.020178222	0.015922116	0.040783974	0.064760729	0.074111404	0.047287789
ASV_302	0.040638	3.201149e-02	8.175366e-02	3.424049e-02	1.397351e-01	1.306525e-02	6.804499e-05	8.541010e-02	2.182672e-02	6.013418e-02	4.401847e-02	2.722124e-02	1.850517e-02	1.500099e-02	3.158480e-02	1.482248e-02	1.781445e-03	9.160601e-03	3.275666e-03
ASV_498	0.037213	0.035997904	0.017459619	0.036930528	0.025959050	0.014195273	0.282406396	0.013110174	0.031388225	0.024743612	0.019922939	0.014830500	0.050830588	0.061766755	0.017522711	0.049065217	0.008697758	0.014336275	0.014975277
ASV_460	0.034722	0.0007066065	0.0046306575	0.0013720469	0.2244542527	0.0097349479	0.1342782416	0.0063776714	0.0023630499	0.0110561957	0.0099118082	0.0079293623	0.0621082661	0.0008785175	0.0004420091	0.0004057600	0.0241344026	0.0060073043	0.0064662803
ASV_239	0.031181	0.0001611824	0.0022428179	0.0039797764	0.3885116458	0.0047881816	0.0122554756	0.0006197484	0.0019693940	0.0006483918	0.0015507582	0.0060296095	0.0119489972	0.0011720793	0.0010297267	0.0000000000	0.0162181619	0.0243348618	0.0012056592
ASV_316	0.041271	0.141333992	0.033165368	0.020476507	0.047088932	0.031885164	0.035468007	0.037031347	0.023877621	0.025989811	0.044441545	0.021287974	0.008914025	0.011903849	0.064352691	0.358751375	0.101157512	0.053892880	0.028357808
ASV_578	0.035519	0.009479971	0.021794219	0.127720478	0.061899926	0.031322152	0.117191168	0.007431231	0.005123380	0.007334254	0.002752189	0.016380316	0.113250839	0.009376658	0.007147337	0.120657011	0.007088686	0.001280233	0.006144758
ASV_339	0.03606	0.014270303	0.024506719	0.009500164	0.035183159	0.046409594	0.021854532	0.017204786	0.014461189	0.018328269	0.042280126	0.051316761	0.099749868	0.010837053	0.004414630	0.004829213	0.032563754	0.009917136	0.012256898
ASV_290	0.038147	0.0978001495	1.0245497707	0.0757597062	0.0108259183	0.0290279347	0.0008770885	0.0313568823	0.0147287780	0.0162422975	0.0051070409	0.0071919581	0.0119991190	0.0464376907	0.0272880470	0.0149359342	0.0021933569	0.0111533817	0.0026210363
ASV_466	0.037036	0.016213036	0.002689650	0.074595136	0.078118185	0.010120011	0.158990313	0.022138908	0.082953774	0.015879449	0.007410245	0.024650608	0.052595861	0.009416325	0.005762501	0.011564953	0.002655155	0.008169474	0.003813490
ASV_279	0.032473	0.0097090298	0.0037638535	0.0082030919	0.0266825064	0.0007219247	0.0031350435	0.0318696540	0.0322906141	0.0137695433	0.0381842785	0.1387451162	0.0190837320	0.0004938317	0.0030455697	0.0008229215	0.0050951170	0.0006894963	0.0365839145
ASV_373	0.034456	1.1223800374	0.0119694949	0.0806854523	0.0002101154	0.0192066907	0.0010621328	0.0212659462	0.0036393261	0.0047427157	0.0052085714	0.0089396228	0.0022807568	0.0020707022	0.0016216639	0.0001881283	0.0012201405	0.0033386238	0.0156824837
ASV_268	0.036695	0.018746227	0.020004377	0.082545310	0.008985229	0.017764338	0.009407435	0.057276079	0.036318253	0.045695904	0.086189861	0.029887075	0.024347966	0.028869831	0.030749408	0.044579920	0.011881627	0.011412201	0.024303609
ASV_272	0.03646	0.010318388	0.005338900	0.056040032	0.004905719	0.002642241	0.003023315	0.052255975	0.029763442	0.035018984	0.015057601	0.034959205	0.007725105	0.426767088	0.117474275	0.183346784	0.006072960	0.033826892	0.032416949
ASV_328	0.04248	0.0024335843	0.0001596506	0.0007875126	0.0023312999	0.0021746504	0.0006469266	0.0283828730	0.0692044018	0.1763640875	0.0644613079	0.0212190135	0.0356491032	0.0787974323	0.0463778693	0.0145115008	0.0059658126	0.0216185831	0.0062418697
ASV_496	0.034425	0.001737307	0.004074402	0.078706239	0.126751627	0.073790132	0.030535410	0.004471522	0.004889408	0.007044622	0.073024163	0.024728268	0.055960419	0.002740834	0.002052076	0.003463676	0.005762548	0.003184819	0.002910113
ASV_359	0.034007	0.015884867	0.097014750	0.022475935	0.024809911	0.035254618	0.064905033	0.017729424	0.019653637	0.011080732	0.017925028	0.028991937	0.091702464	0.025121109	0.013476097	0.038598796	0.013208803	0.004963246	0.046456070
ASV_254	0.038456	0.0013017106	0.2431340578	0.0003830326	0.0463016636	0.0003463503	0.0000000000	0.1009213630	0.0004979833	0.0657031024	0.0357268429	0.0004536403	0.0794298248	0.0001856445	0.0005140578	0.0002112271	0.0000000000	0.0009227151	0.0004764862
ASV_389	0.033009	0.010356239	0.010489781	0.015731567	0.004927143	0.031168936	0.257225222	0.009749391	0.014263921	0.049331337	0.023212479	0.021816574	0.028955414	0.037958793	0.030175660	0.025256763	0.036980454	0.024834799	0.006904043
ASV_644	0.033794	0.0044633903	0.0003481278	0.0074104361	0.0986736316	0.0493180072	0.1759266756	0.0055357613	0.0027572202	0.0065709882	0.0086188751	0.0109870455	0.0973268649	0.0020074079	0.0010230478	0.0289501187	0.0073549991	0.0037276716	0.0029074556
ASV_323	0.042844	0.04657696	0.15545094	0.04237610	0.03016757	0.02599131	0.01353536	0.03581170	0.04314120	0.03612702	0.06465908	0.04340961	0.02174385	0.05355521	0.06169740	0.08649646	0.05030071	0.05838704	0.03703410
ASV_315	0.037502	0.704334091	0.093869881	0.051704690	0.071380855	0.019042939	0.006163094	0.019493065	0.011230569	0.005024239	0.009341814	0.021534557	0.013282882	0.050978934	0.067730658	0.039504146	0.006007833	0.007015104	0.004048632
ASV_253	0.047827	0.0000000000	0.0003907786	0.0000000000	0.0001976035	0.0046891787	0.0000000000	0.0006905901	0.0003361489	0.0009344327	0.1934249553	0.0623519261	0.1231026984	0.0000000000	0.0000000000	0.0002129622	0.0390842338	0.0627861620	0.0135692575
ASV_287	0.026439	0.0007502470	0.0038126856	0.0054565764	0.0042828996	0.0002309002	0.0019515922	0.0047898139	0.0014339784	0.0020725262	0.0169276054	0.0162373522	0.0800986155	0.0029837386	0.0024262384	0.0013233029	0.0101287653	0.3357226634	0.0040211558
ASV_422	0.033089	0.012395005	0.009723196	0.011871087	0.120483462	0.038035888	0.136703513	0.006140860	0.012480766	0.032245620	0.023220345	0.005036949	0.048211735	0.020972497	0.007215077	0.109720555	0.002025991	0.004724386	0.001539759
ASV_410	0.037281	0.007745615	0.016479798	0.009433189	0.020331200	0.028060342	0.040023594	0.028802322	0.016036592	0.052053475	0.025747893	0.048261054	0.022583488	0.273996908	0.105887604	0.073133329	0.030400948	0.041658904	0.030450835
ASV_337	0.036083	0.018209859	0.023190731	0.015273011	0.007212239	0.005746406	0.011872173	0.089351153	0.088038997	0.017041357	0.025029304	0.022821599	0.043713882	0.019979149	0.015465839	0.012793028	0.034690812	0.041494041	0.022140464
ASV_1044	0.036227	0.016823097	0.023500595	0.059303127	0.018345138	0.027465076	0.047980675	0.029533372	0.031653467	0.049616597	0.024383092	0.031568834	0.061706843	0.022862102	0.015806648	0.144143279	0.038778491	0.013224945	0.009994761
ASV_329	0.036739	0.005970705	0.004559194	0.004744306	0.031451123	0.017676018	0.031636471	0.020850480	0.119053983	0.025646612	0.018912955	0.020151822	0.089072760	0.005169184	0.006145172	0.003025823	0.008892108	0.013461942	0.008381540
ASV_533	0.031905	0.053631772	0.035996137	0.043200746	0.116037898	0.018942868	0.107245825	0.007489636	0.004470268	0.007788260	0.006145326	0.007056129	0.084605842	0.018193540	0.008221175	0.010070337	0.005428993	0.014519579	0.002482239
ASV_390	0.04261	0.0012700994	0.0007838457	0.0079621332	0.0516874810	0.0711102460	0.0056064772	0.0717544006	0.1989630736	0.0329872424	0.0054172821	0.0097167878	0.0250462234	0.0660141490	0.0209734559	0.0371009392	0.0055188505	0.0029524386	0.0021391027
ASV_438	0.037305	0.06451548	0.19076118	0.01986345	0.01404661	0.07468503	0.01807878	0.01722729	0.02716239	0.03347799	0.04996202	0.05259365	0.03230012	0.02279852	0.03152523	0.03036020	0.04010730	0.02137271	0.02103693
ASV_1237	0.032154	0.002276067	0.002826892	0.026254002	0.139443805	0.064369986	0.189800368	0.006241441	0.004189553	0.023527617	0.005261310	0.004728362	0.049107046	0.008500307	0.002401017	0.009669704	0.003842695	0.002016315	0.003129276
ASV_400	0.034424	0.004012451	0.009978585	0.005106756	0.073880089	0.007288565	0.043067548	0.038622048	0.005377387	0.011959723	0.008543852	0.103223951	0.057737905	0.004237264	0.007278202	0.007978726	0.011569265	0.026027186	0.017701525
ASV_601	0.03347	0.006239523	0.011651663	0.011905255	0.037071823	0.067801327	0.233026154	0.020055288	0.021528168	0.006708778	0.011003943	0.007498963	0.062361294	0.006037526	0.014429278	0.032794437	0.010389659	0.011695214	0.027330196
ASV_428	0.034885	0.0213978308	0.0068397114	0.0188556588	0.0135158185	0.0030507995	0.0000000000	0.2359030360	0.0761499538	0.0073778739	0.0025865017	0.0037547373	0.0052705848	0.0000000000	0.0000000000	0.0000000000	0.0002958379	0.0000000000	0.0000000000
ASV_470	0.0345	0.001713175	0.000000000	0.005131320	0.031843736	0.080422400	0.073143804	0.011067605	0.003352013	0.015942714	0.059971689	0.007487678	0.080239650	0.004459967	0.004003562	0.001159612	0.012737411	0.030241252	0.101850249
ASV_266	0.028267	0.0004835473	0.0000000000	0.0031279450	0.2233176807	0.0044933630	0.0382761594	0.0068508205	0.0079571439	0.0053213339	0.0022926001	0.0019845689	0.0020431025	0.0023852402	0.0005749164	0.0001945328	0.0553502386	0.2053670991	0.0046938119
ASV_371	0.030437	0.0028708638	0.0059434583	0.1335936200	0.1421030505	0.0056787172	0.0822475658	0.0083858578	0.0080326795	0.0188326101	0.0142001737	0.0142732012	0.0518974707	0.0006403928	0.0020899045	0.0016043620	0.0126569815	0.0083184026	0.0068512809
ASV_506	0.032306	0.002670360	0.006630209	0.025260594	0.073072441	0.007770233	0.217440006	0.016167274	0.008322997	0.009589183	0.004539110	0.036931396	0.055088742	0.006668843	0.001598696	0.040922328	0.020503743	0.004160698	0.006819157
ASV_414	0.035023	0.003443188	0.071295759	0.006845630	0.011373824	0.015639811	0.005068219	0.041337824	0.019204107	0.028113333	0.025613538	0.108064513	0.055768272	0.003564768	0.022422753	0.003425281	0.008160815	0.021456466	0.014927926
ASV_365	0.032557	0.05255692	0.04032758	0.01770199	0.03831160	0.09208422	0.04665709	0.02147111	0.04030907	0.01049448	0.03779127	0.03433890	0.03031624	0.02292269	0.01975960	0.01982440	0.01218748	0.02098817	0.03233702
ASV_376	0.030233	0.005508558	0.012523151	0.058800012	0.002105958	0.004428690	0.001440183	0.005415220	0.012285980	0.006106818	0.078946164	0.123772953	0.022550356	0.003120849	0.003818731	0.004605046	0.014604226	0.017968572	0.009234783
ASV_524	0.041812	0.01547732	0.02159279	0.02578995	0.02398445	0.01136190	0.04959886	0.05961616	0.03107806	0.03308631	0.04554513	0.04676881	0.03964296	0.03493684	0.02032098	0.03290519	0.10166162	0.07019492	0.05240964
ASV_432	0.035732	0.005840716	0.008745775	0.009138463	0.036605832	0.160397201	0.035602687	0.024895813	0.020475218	0.102035554	0.012540479	0.024754735	0.040615166	0.028059538	0.022023861	0.018770087	0.014071219	0.008698091	0.011600774
ASV_288	0.039263	0.013038380	0.003598930	0.001868481	0.009346040	0.005022071	0.001498296	0.019458605	0.021790301	0.141024741	0.024185067	0.023459827	0.022933682	0.038243689	0.011514796	0.023334324	0.169097010	0.106385097	0.080704999
ASV_801	0.031175	0.006081066	0.021580069	0.008135348	0.040041604	0.081734710	0.077157152	0.010181215	0.008042984	0.020554421	0.018411687	0.012238655	0.100054057	0.009610841	0.005585216	0.006897645	0.008014221	0.009594599	0.007954963
ASV_291	0.034422	0.01998655	0.01705253	0.02109492	0.03591224	0.04924568	0.06681804	0.02687921	0.02141315	0.02793934	0.01556654	0.03280591	0.02237432	0.05741252	0.05260042	0.07716659	0.03591340	0.08514775	0.08642190
ASV_322	0.029107	0.000000e+00	0.000000e+00	0.000000e+00	4.296958e-01	0.000000e+00	0.000000e+00	3.773625e-05	1.483025e-04	0.000000e+00	5.966402e-05	0.000000e+00	2.387847e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.833153e-04	6.734037e-04
ASV_296	0.031459	0.032640348	0.076208050	0.036859963	0.007062592	0.002570003	0.002638366	0.016724084	0.159855772	0.003043758	0.004191357	0.015663084	0.003119540	0.044334463	0.062276599	0.017092085	0.011122320	0.179345753	0.004281770
ASV_412	0.031317	0.002032440	0.007437151	0.009859347	0.028948352	0.011965377	0.087244353	0.011222489	0.007119900	0.081527367	0.075337666	0.009569172	0.032326730	0.018393560	0.005574053	0.046453557	0.012853881	0.012321760	0.007140864
ASV_385	0.033569	0.04451571	0.03030692	0.02657562	0.04094088	0.02400745	0.03098738	0.04368896	0.03632670	0.03951581	0.02898425	0.01781137	0.03798974	0.05359634	0.02925520	0.03291333	0.02068037	0.03431100	0.02957148
ASV_405	0.034528	0.015595481	0.030785704	0.027226126	0.011461394	0.031739036	0.013496303	0.011650676	0.029992186	0.039100099	0.128075344	0.049251456	0.015458668	0.013189749	0.010424515	0.024913102	0.007931217	0.015375411	0.007851344
ASV_387	0.03478	0.012262271	0.011507019	0.028622078	0.028349887	0.009515177	0.034201380	0.044208692	0.025157389	0.079888066	0.029902791	0.029594743	0.039660572	0.005872123	0.013611185	0.067584315	0.038189695	0.024917072	0.026534260
ASV_886	0.029768	0.003735627	0.001803327	0.010482120	0.021148198	0.008541600	0.101088860	0.005477857	0.003964315	0.020224076	0.005276028	0.012298601	0.119959927	0.008323523	0.002418798	0.010437415	0.058850921	0.008634344	0.008179336
ASV_1133	0.031951	0.026455708	0.004538377	0.187437467	0.040062630	0.038308071	0.106507242	0.006711880	0.008039295	0.017223381	0.009762734	0.008110563	0.100142279	0.002714541	0.002041855	0.003366182	0.007210794	0.003983372	0.002632785
ASV_317	0.029198	0.0953625213	0.0118364845	0.0589220294	0.0102660765	0.0001686889	0.0020665427	0.0176249665	0.0121612157	0.1344768833	0.0524244075	0.0062062437	0.0047740666	0.0200883274	0.0188845022	0.0230913404	0.0291085653	0.0219131846	0.0091990625
ASV_360	0.031953	0.009294614	0.135044227	0.019233522	0.010702529	0.082066133	0.066000751	0.013226151	0.032731166	0.071583841	0.012678445	0.055104965	0.018146434	0.006311912	0.006658446	0.002037475	0.016431850	0.006882705	0.018167033
ASV_325	0.032019	0.03824369	0.04834053	0.10330234	0.01777435	0.03407791	0.02988769	0.02944135	0.03496271	0.02933921	0.02212221	0.02618440	0.02458771	0.02027754	0.02923549	0.03842455	0.04174422	0.08704823	0.03204176
ASV_529	0.031542	0.114050360	0.014989027	0.048012548	0.045909550	0.029210473	0.053749421	0.028272152	0.006243670	0.011223725	0.028534250	0.043643469	0.034330468	0.008882056	0.004109231	0.003345193	0.084265750	0.015033039	0.016284072
ASV_372	0.038362	0.0000000000	0.0005370227	0.0026261334	0.0012216540	0.0342318335	0.0003213402	0.0293588151	0.0016822942	0.0019439000	0.0066348606	0.2947023580	0.0043865124	0.0025602122	0.0022998968	0.0332916183	0.0078771968	0.0097155793	0.0100403179
ASV_885	0.037958	0.010068410	0.030455864	0.044677184	0.014323190	0.063939642	0.006683698	0.052189590	0.013443651	0.088781071	0.023026259	0.044149824	0.023950895	0.146642178	0.086917057	0.063258181	0.013092354	0.019301085	0.027468488
ASV_306	0.030852	0.011290359	0.015882595	0.007603681	0.023734685	0.047242239	0.040059016	0.016509623	0.072737065	0.054432301	0.012922154	0.020692963	0.028123690	0.029401688	0.126846809	0.012486679	0.019723206	0.008876812	0.007069535
ASV_394	0.02982	0.003961589	0.003911813	0.018887827	0.121797726	0.007404873	0.011883268	0.039167929	0.033609628	0.017461698	0.013441618	0.018279822	0.050143186	0.010294879	0.003754346	0.011875987	0.004857723	0.016700701	0.016850149
ASV_1126	0.028915	0.002934502	0.002508443	0.018306421	0.111485215	0.045944661	0.147804207	0.005293462	0.009152574	0.022244690	0.006213744	0.005975236	0.049037080	0.004116041	0.007188985	0.025447501	0.007713739	0.018865199	0.001653109
ASV_331	0.031315	0.003534255	0.068107663	0.005624219	0.064670254	0.039489711	0.019962553	0.013494565	0.008646189	0.023493949	0.066007734	0.035897253	0.047631747	0.012114669	0.002952527	0.005610591	0.009926924	0.005780993	0.018531340
ASV_1219	0.029467	0.005966879	0.006132460	0.005328577	0.012679208	0.039952504	0.139292910	0.010339911	0.012530359	0.011217324	0.014352962	0.016967068	0.091005027	0.004891095	0.004441479	0.003320940	0.047871889	0.005651839	0.001633675
ASV_263	0.03652	3.804524e-04	2.339711e-03	0.000000e+00	5.671097e-04	1.070128e-03	1.355597e-03	2.337954e-04	7.820611e-05	5.474075e-04	8.395801e-04	2.248824e-03	4.157906e-04	9.181236e-04	0.000000e+00	0.000000e+00	4.005777e-04	3.398903e-03	9.824576e-01
ASV_399	0.032845	0.045456514	0.017106332	0.015793008	0.015505405	0.043845245	0.059935552	0.032578002	0.039215633	0.063334876	0.019966033	0.032994565	0.041554829	0.015564804	0.020236881	0.004847988	0.005998633	0.022322542	0.018003108
ASV_590	0.029553	0.002714367	0.003806450	0.028311838	0.018096324	0.030818896	0.100304794	0.009720142	0.013733293	0.040458426	0.024389899	0.009552315	0.085143259	0.005008982	0.004761593	0.036950673	0.006063132	0.011719632	0.002685018
ASV_304	0.033035	0.077928519	0.234661992	0.011472327	0.032503220	0.010830185	0.006202687	0.004769338	0.021315611	0.083497001	0.065914105	0.027131397	0.016593093	0.016425160	0.009168385	0.011949729	0.010513016	0.005148839	0.004770924
ASV_475	0.030254	0.0015032211	0.0005654318	0.0264223805	0.0024329366	0.0019502899	0.1993442315	0.0023552213	0.0027771722	0.0102701736	0.0701976954	0.0062597580	0.0782948082	0.0145040351	0.0018286535	0.0009388036	0.0019649390	0.0066615737	0.0036318498
ASV_945	0.030022	0.005399396	0.024325969	0.009759099	0.022770845	0.031803599	0.091010977	0.011405572	0.004712622	0.012515263	0.024850579	0.086827952	0.022225004	0.008951519	0.003805106	0.094801170	0.067408784	0.006824500	0.012777390
ASV_495	0.029256	0.016616431	0.011114429	0.023624237	0.093333442	0.014288739	0.075376732	0.021226693	0.014520268	0.047969492	0.013759826	0.020329377	0.019571820	0.006158032	0.005873771	0.130131656	0.019179776	0.008551276	0.017623697
ASV_594	0.026963	0.005245910	0.010357084	0.004700723	0.034395390	0.029185064	0.037857251	0.021495354	0.012965813	0.012988101	0.035822583	0.012048438	0.043317573	0.060544078	0.047014960	0.163191606	0.007526325	0.014229079	0.006091476
ASV_403	0.02861	0.014211800	0.009517783	0.016772567	0.106451544	0.033440876	0.019938445	0.006026686	0.012570146	0.004426103	0.038103318	0.044201927	0.034708453	0.002310044	0.029989620	0.004648242	0.041541902	0.019494952	0.002639911
ASV_567	0.025927	0.003184922	0.011806825	0.012466061	0.018356371	0.031000774	0.006433408	0.003632472	0.007215460	0.011481098	0.093661200	0.014357587	0.051391591	0.008388157	0.002114608	0.006247984	0.021142010	0.022757515	0.011421889
ASV_546	0.031355	0.009386059	0.015443347	0.013139168	0.036799344	0.031686719	0.037197551	0.026952767	0.051898029	0.039999149	0.015525574	0.018271064	0.041429899	0.048788948	0.025290162	0.107786102	0.012578828	0.024342745	0.016925924
ASV_439	0.030092	0.004459255	0.011789933	0.003843575	0.033161992	0.009513193	0.058242721	0.094179268	0.022492106	0.016301979	0.020285613	0.013956285	0.029940376	0.003586584	0.001989839	0.013417586	0.043000007	0.027540049	0.032038168
ASV_761	0.028353	0.003842087	0.004820305	0.022309253	0.056443139	0.047393027	0.131387911	0.014455216	0.010506227	0.010222995	0.012792402	0.011978791	0.067361905	0.009648460	0.003271771	0.011507120	0.018564662	0.004811949	0.006955778
ASV_452	0.032359	0.0357000787	0.0008179938	0.3974612489	0.0139225140	0.0042438846	0.0023713787	0.0211992995	0.0069757906	0.1112918181	0.0075188816	0.0149035722	0.0248253607	0.0378578028	0.0716079770	0.0564461991	0.0082182772	0.0072197143	0.0082578380
ASV_437	0.028492	0.005952191	0.004635420	0.035070641	0.094608285	0.023269194	0.072429773	0.010011254	0.026962396	0.013896962	0.015150657	0.034819993	0.037981560	0.017795509	0.023118044	0.024487087	0.009027259	0.007833595	0.008424752
ASV_398	0.029671	0.001201639	0.008835879	0.008237092	0.075703214	0.034367569	0.042904386	0.042366295	0.009672414	0.014183762	0.026983637	0.017166910	0.060306772	0.021420485	0.003415640	0.035332832	0.004822411	0.008342525	0.011064863
ASV_391	0.034713	0.0029042643	0.0021960381	0.0015867688	0.0045469991	0.0041659851	0.0078454228	0.1380350154	0.0181479337	0.0164905567	0.0138873810	0.1346851885	0.0050069551	0.0077862269	0.0107248459	0.0009996061	0.0009617884	0.0018418271	0.0014042690
ASV_1023	0.028107	0.005440135	0.004398291	0.014546653	0.040938678	0.032780306	0.154555282	0.008672145	0.018988706	0.020787147	0.008960906	0.008673704	0.070596755	0.012012858	0.003113433	0.020787167	0.006667311	0.004985629	0.005402690
ASV_418	0.030715	0.005330528	0.002939409	0.004281753	0.027470871	0.018162112	0.051582544	0.089413891	0.014707225	0.030482404	0.032905404	0.021074112	0.026633546	0.010368299	0.012855208	0.079170666	0.026673028	0.005011254	0.008426359
ASV_482	0.029287	0.016640077	0.043737017	0.034938872	0.028339566	0.076917863	0.009350428	0.026877545	0.019521727	0.022441324	0.027394183	0.049700838	0.022173747	0.014493614	0.026390264	0.090479360	0.019658325	0.019257547	0.018621207
ASV_1199	0.035034	0.02705787	0.04153029	0.02942777	0.02112293	0.02066497	0.02410201	0.07353371	0.02438955	0.02186159	0.03242087	0.04809736	0.02629290	0.02580822	0.01704602	0.03020452	0.04115604	0.05500895	0.04102830
ASV_321	0.031544	0.039958028	0.026739419	0.005306891	0.001167269	0.045795531	0.038459249	0.011651696	0.020698373	0.007019418	0.003234905	0.003131642	0.010609167	0.389458914	0.008871451	0.618432839	0.009059170	0.009743527	0.013988920
