OTUID	All	DEmed	DEpost	DGpre	DSmed	DSpost	DSpre	HEmed	HEpost	HGpre	HSmed	HSpost	HSpre	IEmed	IEpost	IGpre	ISmed	ISpost	ISpre
ASV_1224	0.019109	0.008418486	0.001695495	0.004031764	0.010887464	0.005289970	0.050868046	0.004900457	0.004298067	0.021580660	0.004172051	0.005687963	0.085408312	0.011550919	0.001643157	0.013409676	0.002530606	0.001947742	0.001651740
ASV_354	0.014521	0.0000000000	0.0005654318	0.0013640146	0.1802960077	0.0001630151	0.0242569893	0.0004063229	0.0011375122	0.0024711754	0.0010484168	0.0002129847	0.0009247168	0.0000000000	0.0002215212	0.0000000000	0.0159209706	0.0003611678	0.0005322679
ASV_751	0.020503	0.005850788	0.023416799	0.024881114	0.024570797	0.015627691	0.028464226	0.015366056	0.013468404	0.028756992	0.011116321	0.018015409	0.041408817	0.014050965	0.014591356	0.025851073	0.011700698	0.012610592	0.006767380
ASV_453	0.022665	0.002807677	0.004726633	0.004282467	0.020071011	0.004427169	0.016942978	0.016452260	0.008338367	0.009158122	0.055526007	0.017773152	0.053853417	0.006461283	0.002762419	0.009671495	0.019592581	0.022953280	0.006421472
ASV_504	0.021662	0.008135129	0.008237731	0.025565629	0.033957503	0.043685426	0.005026109	0.013287678	0.011525249	0.008022283	0.041875691	0.020850749	0.014669234	0.011921297	0.022837326	0.005719432	0.010900855	0.057529883	0.049912511
ASV_486	0.018805	0.002392828	0.013085238	0.001147895	0.055021861	0.015211174	0.033071625	0.008752172	0.013305601	0.005438873	0.041749658	0.020133324	0.011566220	0.002155753	0.001177884	0.002838503	0.007660600	0.042715831	0.006688004
ASV_894	0.019128	0.0073490016	0.0068995761	0.0231322925	0.0419699170	0.0168340421	0.0056346339	0.0925311346	0.0030270217	0.0053344661	0.0068036586	0.0086900089	0.0194707572	0.0007720749	0.0000000000	0.0022575402	0.0044227652	0.0005241918	0.0021929331
ASV_976	0.01904	0.002532566	0.004754441	0.005950269	0.065210339	0.008607654	0.048009518	0.006527564	0.008111792	0.025273078	0.013280028	0.008968180	0.037071458	0.008880513	0.001523102	0.005325005	0.011095894	0.008550804	0.004303786
ASV_937	0.019994	0.013719312	0.005056532	0.025089399	0.022239958	0.024479115	0.006546307	0.012864822	0.003092842	0.007999127	0.015073156	0.060910525	0.032308095	0.004804242	0.003929792	0.011470323	0.009341501	0.032893527	0.002981025
ASV_443	0.020638	0.013072023	0.010018079	0.014049834	0.002241925	0.005786961	0.003159898	0.047815024	0.011020758	0.012873344	0.008960047	0.010895524	0.051244219	0.060088879	0.031307382	0.021029649	0.001883165	0.004511134	0.030582778
ASV_502	0.021373	0.0012538838	0.1116553480	0.0002657652	0.0044987546	0.0041543720	0.0270915171	0.0039715017	0.0226310360	0.0445541954	0.0303536704	0.0301743187	0.0262640015	0.0068634202	0.0006029112	0.0008062140	0.0178009708	0.0050736373	0.0067416782
ASV_508	0.019566	0.015922594	0.024354685	0.011232136	0.006776595	0.003739959	0.028475249	0.006577010	0.061620462	0.011298229	0.008938977	0.018715519	0.021053362	0.010118113	0.061048678	0.023629417	0.009875351	0.007411543	0.033134212
ASV_499	0.016222	0.0028019125	0.0103064615	0.0481139992	0.0022430899	0.0023449915	0.0004099379	0.0017451657	0.0021386841	0.0059965973	0.0995423842	0.0132431645	0.0023867525	0.0020086603	0.0029180592	0.0039436152	0.0104156564	0.0093272787	0.0112067217
ASV_536	0.019065	0.005143844	0.008649928	0.003571159	0.005648825	0.003238595	0.001474979	0.062154806	0.021039651	0.017764419	0.024723391	0.014729854	0.017906614	0.014075733	0.018103679	0.025069255	0.010978873	0.006814992	0.002679610
ASV_580	0.019955	0.004728321	0.007432127	0.009846093	0.006272884	0.018694098	0.004800136	0.024978484	0.003909821	0.006127241	0.009808475	0.064113137	0.028200977	0.003510604	0.007071069	0.049879195	0.016194536	0.003507225	0.041032147
ASV_591	0.023979	0.015730840	0.007081582	0.011784897	0.005372931	0.001378710	0.004844722	0.044333083	0.016241000	0.030915601	0.015359188	0.020880284	0.021400639	0.010652714	0.176638090	0.014028840	0.033297550	0.027785595	0.030901330
ASV_756	0.020366	0.002824205	0.002072183	0.002324710	0.055492812	0.009980412	0.048284447	0.002383760	0.002004031	0.013489441	0.007485915	0.003425974	0.074920153	0.003524582	0.004266144	0.032686635	0.003743909	0.007208818	0.009368917
ASV_479	0.016733	0.006285715	0.002028418	0.003552154	0.002171929	0.021464628	0.083778086	0.007030466	0.010495653	0.008860276	0.017865893	0.007512614	0.011247417	0.061985197	0.139669891	0.023898705	0.007332633	0.007212068	0.001540476
ASV_702	0.017463	0.005617125	0.097007570	0.005758782	0.007273791	0.107344735	0.032186572	0.004567019	0.020148434	0.006994350	0.015624373	0.007840213	0.014599398	0.006477753	0.008214824	0.004869181	0.004408395	0.007646686	0.027494814
ASV_1118	0.020376	0.010100925	0.009446018	0.004308002	0.008671909	0.011825179	0.052763691	0.015077414	0.009465368	0.053139415	0.033086218	0.019319218	0.019621057	0.011062650	0.006851611	0.004489643	0.007793152	0.017006954	0.002836041
ASV_447	0.017591	0.0023659246	0.0004789517	0.0123501705	0.0116461196	0.0283901503	0.0010742877	0.0124021853	0.0485794353	0.0084986232	0.0353364264	0.0150142499	0.0054040705	0.0239752629	0.0182434973	0.0762039057	0.0065710554	0.0046730432	0.0045091492
ASV_659	0.017318	0.001762124	0.008561087	0.003599600	0.007203607	0.003899261	0.072110284	0.013670158	0.003716937	0.009943899	0.001908576	0.004648104	0.040207566	0.008384851	0.044912216	0.010018373	0.012531643	0.088162076	0.006072866
ASV_511	0.028027	0.0001333499	0.0000000000	0.0000000000	0.0004790062	0.0114442170	0.0146179937	0.0155976895	0.0302711326	0.2609698062	0.0001171521	0.0003237582	0.0005249612	0.0001864837	0.0000000000	0.0000000000	0.0012653863	0.0008782362	0.0002070043
ASV_904	0.021184	0.0136563006	0.0017468227	0.0024242828	0.1199440131	0.0131254246	0.0128156574	0.0057190003	0.0058282753	0.0029413240	0.0282604831	0.0174925294	0.0041780168	0.0140105430	0.0019672862	0.0002129622	0.0756958529	0.0394199170	0.0131859839
ASV_922	0.018442	0.0031256399	0.0017824041	0.0024747092	0.0387807840	0.0015391095	0.1984301835	0.0018748253	0.0009648596	0.0407209466	0.0020590516	0.0037538358	0.0129973665	0.0118831560	0.0012927658	0.0139198170	0.0007916261	0.0022088739	0.0039818272
ASV_538	0.020244	0.009655477	0.009821006	0.006231755	0.007974636	0.006196544	0.003856291	0.010902965	0.007719293	0.011433535	0.024514933	0.018256972	0.005719752	0.036783291	0.204617975	0.027281645	0.015650968	0.028638439	0.100668200
ASV_619	0.021096	0.007524213	0.035713000	0.017266103	0.008719774	0.010184674	0.011675918	0.026028581	0.013193814	0.030264910	0.022769390	0.023782079	0.033453110	0.018467343	0.017574346	0.043790264	0.011757610	0.010708778	0.007758341
ASV_1140	0.016542	0.0010826143	0.0005366051	0.0112509368	0.0713088774	0.0021000945	0.0450319912	0.0024942724	0.0018176759	0.0013883273	0.0006399684	0.0009499721	0.0588233889	0.0073732169	0.0016473447	0.0383401764	0.0020340743	0.0010199343	0.0013948755
ASV_500	0.017363	0.006892704	0.001330252	0.008553390	0.002256489	0.004211182	0.007009666	0.019154603	0.006108149	0.110283881	0.005705114	0.010093429	0.014395389	0.004976357	0.006037648	0.001921491	0.007742794	0.006479455	0.003687170
ASV_1082	0.01806	0.009996639	0.012098852	0.071954172	0.002594857	0.003281286	0.003978943	0.006980052	0.019030639	0.038308607	0.019371531	0.006715151	0.009562573	0.016546656	0.106741064	0.028489285	0.055983833	0.012767920	0.008627624
ASV_555	0.018186	0.012009447	0.019135392	0.008889141	0.006759594	0.036932172	0.020146435	0.009548825	0.025414403	0.001644621	0.012640440	0.033392351	0.020127549	0.007446445	0.081606761	0.010431008	0.009036593	0.005239618	0.030932927
ASV_451	0.020231	0.024312219	0.029181814	0.011495449	0.008905720	0.008409706	0.001869630	0.009630686	0.010076594	0.010158401	0.016444970	0.050164719	0.006416523	0.010016622	0.030336248	0.050167084	0.051404242	0.051735315	0.054231459
ASV_480	0.021663	0.013836741	0.020343806	0.020064583	0.012383778	0.179945616	0.005706292	0.008939005	0.011638891	0.009071827	0.005644976	0.015182368	0.006389055	0.029340685	0.202411862	0.008731448	0.022149015	0.009746139	0.015203159
ASV_753	0.015636	0.0001824814	0.0020150629	0.0132874479	0.0527969736	0.0157508400	0.1263200173	0.0011499310	0.0013715785	0.0129099838	0.0078539355	0.0045061495	0.0184116167	0.0011956492	0.0003641979	0.0094666271	0.0055218206	0.0014482695	0.0011646574
ASV_461	0.014162	0.0003436639	0.0014709231	0.0007240363	0.0006379172	0.2679994178	0.0012962011	0.0011312624	0.0010256160	0.0012557890	0.0039680710	0.0092603451	0.0042549372	0.0001885967	0.0059770261	0.0159397461	0.0153044970	0.0050994907	0.0046638921
ASV_574	0.019716	0.008053823	0.034094667	0.023580079	0.002127116	0.003454972	0.004875657	0.015685520	0.007499420	0.007103927	0.011532230	0.042078982	0.026876969	0.012423655	0.016201098	0.041985669	0.055600509	0.055556473	0.019904048
ASV_652	0.018337	0.0017347424	0.0013696015	0.0027432736	0.0236829813	0.0092689410	0.0858789579	0.0143428047	0.0118754019	0.0713079938	0.0111973043	0.0025528764	0.0132834992	0.0007514346	0.0002215212	0.0113027600	0.0053628588	0.0029275750	0.0024702833
ASV_767	0.021141	0.0009032784	0.0037614305	0.0087352360	0.0067408476	0.0083613820	0.0298743092	0.0050733646	0.0032979578	0.0086798744	0.0150820911	0.0984175123	0.0308827167	0.0025928875	0.0014452764	0.0044852542	0.0068593285	0.0083211823	0.0177905951
ASV_1165	0.017637	0.009076147	0.034346805	0.006505209	0.058758538	0.013002923	0.046796740	0.010038417	0.032393838	0.013560970	0.008571337	0.005564967	0.008841006	0.022877742	0.037626774	0.037751978	0.002232819	0.003626953	0.003058191
ASV_636	0.016876	0.005571987	0.005904821	0.003618417	0.064059915	0.010945952	0.062498230	0.021036898	0.011068908	0.023549755	0.004633828	0.005185302	0.016553199	0.001351979	0.002089578	0.011849354	0.002993698	0.003421095	0.005051573
ASV_948	0.017405	0.0054935715	0.0001620367	0.0995300585	0.0120375346	0.0032883386	0.0432561586	0.0024374439	0.0012551579	0.0284670325	0.0154897508	0.0235524635	0.0333587454	0.0067921483	0.0001471038	0.0013710687	0.0092419935	0.0094881311	0.0077877380
ASV_821	0.016006	0.000000e+00	1.679536e-03	8.145699e-02	1.301722e-02	1.688380e-02	2.831740e-02	4.955585e-04	3.970745e-02	4.333609e-04	1.928591e-04	4.449033e-04	2.603308e-02	0.000000e+00	1.712962e-04	1.231393e-01	8.525425e-05	0.000000e+00	5.774985e-02
ASV_1090	0.016103	0.004853311	0.001354678	0.006484958	0.042980324	0.001876266	0.057867208	0.017335593	0.007569932	0.006477090	0.007098504	0.014128426	0.032165675	0.013031415	0.002927542	0.008102089	0.004336635	0.001610269	0.005223833
ASV_527	0.017428	0.002384468	0.015545432	0.002996482	0.011596379	0.014918643	0.026888582	0.014864757	0.032708970	0.019214810	0.026589082	0.019842863	0.014816646	0.013390370	0.011174764	0.006246206	0.006190046	0.012425669	0.005127854
ASV_655	0.017352	0.011683465	0.018966604	0.013408249	0.010762508	0.046272463	0.034788621	0.007996636	0.011974770	0.022897670	0.032071285	0.021860591	0.013834375	0.002959385	0.003471533	0.003962468	0.008749279	0.007263572	0.004455774
ASV_663	0.017118	0.011621720	0.009861866	0.010802003	0.046988736	0.003857599	0.046713469	0.020261062	0.022618585	0.012041228	0.012411993	0.010881510	0.010549755	0.002221909	0.014147378	0.023699887	0.005193651	0.023842982	0.009121894
ASV_1216	0.01611	0.0009959923	0.0070474546	0.0190561962	0.0740550675	0.0348856764	0.0303421697	0.0044093136	0.0105964447	0.0089275023	0.0064205117	0.0028700261	0.0313939348	0.0037086412	0.0048435418	0.0052935573	0.0040564116	0.0019032153	0.0031032329
ASV_627	0.016679	0.008450610	0.156977024	0.005365217	0.018156660	0.002551182	0.010324711	0.012680768	0.013337372	0.017075436	0.008715045	0.015826994	0.017277331	0.014127942	0.013165197	0.015157615	0.009687909	0.035186172	0.006466941
ASV_664	0.020587	0.065322122	0.088933121	0.032014211	0.006395078	0.004632458	0.006610523	0.042160461	0.012086607	0.019395337	0.034685202	0.024917142	0.006775738	0.006679933	0.003402257	0.006509824	0.008587380	0.008593794	0.012378785
ASV_721	0.017415	0.002645235	0.001004164	0.002607868	0.040257146	0.011213043	0.006765474	0.032779498	0.003408645	0.008049818	0.024636397	0.028094566	0.022861931	0.002640354	0.002148244	0.003206850	0.008494542	0.004975713	0.008405150
ASV_450	0.017831	0.0009670946	0.0056451958	0.0052801541	0.0397394867	0.0244649118	0.0097298972	0.0182839128	0.0045606228	0.0051439260	0.0403616911	0.0117853746	0.0221150214	0.0005594510	0.0030941349	0.0007570930	0.0269395331	0.0132943506	0.0226551618
ASV_831	0.015483	0.0006779173	0.0009159458	0.0227270814	0.0497909832	0.0533911940	0.0587740336	0.0024579637	0.0014224064	0.0040677576	0.0033806977	0.0025781147	0.0281249536	0.0031042667	0.0005355505	0.0592236183	0.0166679705	0.0044932961	0.0006373252
ASV_608	0.016802	0.005963520	0.002350840	0.001669233	0.121203312	0.008686487	0.013000837	0.003189598	0.011015546	0.007463255	0.002384661	0.006953234	0.026283702	0.011662944	0.014386803	0.011055471	0.001474009	0.008169872	0.001937843
ASV_683	0.017283	0.016918680	0.020261806	0.130056844	0.002467653	0.002516708	0.032548172	0.019498674	0.015248551	0.014581759	0.017886493	0.004283906	0.014892840	0.062193179	0.054528008	0.018084642	0.002706773	0.004458400	0.003553852
ASV_581	0.016075	0.0013793058	0.0025457836	0.0026660043	0.0079746363	0.0023985942	0.0012483693	0.0058496114	0.0029296527	0.0032187016	0.0101629796	0.0176050782	0.0824489588	0.0003771934	0.0003534515	0.0012397604	0.0068704539	0.0023060039	0.0029627092
ASV_532	0.01678	0.003531223	0.140604152	0.004307842	0.028735713	0.023062594	0.003290500	0.008870153	0.004581289	0.009376139	0.024280283	0.029193387	0.014241916	0.002374414	0.001777046	0.004896733	0.007749153	0.005489344	0.011636596
ASV_478	0.016981	0.013851396	0.011309731	0.011370613	0.053308328	0.010101791	0.012733212	0.028824960	0.027281022	0.011833089	0.012023330	0.011629016	0.008959422	0.008649141	0.013557937	0.013780496	0.006032705	0.013597248	0.004859355
ASV_558	0.017388	0.002042621	0.049676843	0.004252243	0.011908744	0.021097443	0.006131181	0.011368559	0.004375552	0.013084069	0.007740670	0.007529951	0.034239200	0.012632652	0.002215652	0.006379474	0.007051611	0.001529186	0.133382518
ASV_497	0.016441	0.0019965807	0.1016567235	0.0002657652	0.0207154064	0.0041157826	0.0071950923	0.0110125045	0.0064749371	0.0352071168	0.0188309433	0.0098788127	0.0233846464	0.0327218455	0.0009708489	0.0028692318	0.0101830934	0.0044902316	0.0081769406
ASV_763	0.019296	0.018907703	0.124401072	0.022273865	0.010257351	0.017265614	0.003579687	0.007179073	0.008194161	0.006335376	0.012437262	0.057306592	0.008993371	0.032138097	0.021177032	0.034974669	0.013613715	0.018813799	0.026494099
ASV_448	0.018322	0.0001824814	0.0261066300	0.0000000000	0.0399817678	0.0000000000	0.0000000000	0.0813699265	0.0003092549	0.0051453628	0.0312764735	0.0003095841	0.0222198532	0.0001856445	0.0000000000	0.0000000000	0.0002163447	0.0005560240	0.0001136185
ASV_670	0.016751	0.0024800011	0.0038576991	0.0147533930	0.0088552476	0.0060840714	0.0031672992	0.0128667485	0.0059924726	0.0033204507	0.0085039704	0.0277457174	0.0662566201	0.0008651207	0.0003629113	0.0046875189	0.0065078178	0.0079492492	0.0051723998
ASV_596	0.01754	0.003923674	0.015020512	0.005480311	0.017129308	0.021899582	0.013102221	0.007971512	0.027109168	0.022819296	0.012492983	0.018452301	0.035007072	0.004914545	0.004145178	0.025338824	0.004725798	0.007804881	0.008674681
ASV_1209	0.018291	0.008895883	0.009393442	0.077659702	0.008605548	0.004531513	0.014686211	0.010548176	0.009519101	0.014050925	0.018666803	0.024964253	0.011972739	0.102858608	0.041809295	0.044964426	0.013953154	0.020675713	0.015661041
ASV_542	0.01696	0.017069564	0.022047687	0.013116806	0.035219422	0.015510489	0.043248103	0.020868225	0.010417515	0.019479309	0.008850466	0.006985367	0.010825308	0.018333493	0.022289948	0.032153745	0.015813414	0.018202041	0.014818522
ASV_698	0.019508	0.009949415	0.012954062	0.021272252	0.008929913	0.005976251	0.006302889	0.014504995	0.011483640	0.019665843	0.028917732	0.027199175	0.010702089	0.030559634	0.021130761	0.016820450	0.046607414	0.028920532	0.052372074
ASV_417	0.02487	0.000000e+00	0.000000e+00	0.000000e+00	8.220561e-05	1.630151e-04	0.000000e+00	0.000000e+00	0.000000e+00	6.229551e-05	1.545324e-01	2.827831e-02	2.906823e-02	0.000000e+00	0.000000e+00	0.000000e+00	1.177006e-02	1.639337e-02	9.423878e-03
ASV_724	0.015644	0.004420919	0.003105758	0.002476132	0.030572892	0.052588679	0.028438405	0.011921274	0.011999697	0.008207854	0.007925267	0.010585493	0.021526112	0.011485313	0.027535211	0.054523830	0.004193511	0.004489175	0.005473902
ASV_516	0.015423	0.004285765	0.001893507	0.006723401	0.146247348	0.004369195	0.016130550	0.002834758	0.004072927	0.006130762	0.006630287	0.002728628	0.007050138	0.004066241	0.037212713	0.013217553	0.001227122	0.001942048	0.002089673
ASV_847	0.017171	0.002670801	0.009997495	0.008944764	0.009831486	0.071400509	0.032205818	0.013818275	0.051208011	0.020807521	0.004993390	0.016220399	0.005132379	0.013461403	0.012792693	0.008201673	0.002146579	0.002922561	0.006828983
ASV_1079	0.016346	0.002719406	0.002408807	0.011476406	0.026286088	0.017747694	0.039073192	0.011201340	0.006233403	0.026387511	0.018026650	0.010368075	0.025262054	0.012379040	0.003184925	0.001350752	0.024051828	0.007668946	0.001448397
ASV_830	0.014823	0.006822294	0.003074867	0.011615716	0.125345468	0.002524114	0.034229701	0.004046275	0.002116542	0.003471272	0.003013703	0.002718624	0.016733623	0.003796814	0.004334371	0.005308482	0.005001209	0.001569202	0.002822552
ASV_623	0.015651	0.003153980	0.004229204	0.008779651	0.004206485	0.011726943	0.002573186	0.019034449	0.061914523	0.017143839	0.010188650	0.018407933	0.010435604	0.003315373	0.004498742	0.004042130	0.007833193	0.007820721	0.007753882
ASV_749	0.016394	0.005594732	0.026908372	0.008387172	0.010859912	0.022581718	0.010947859	0.013105804	0.008709531	0.010690569	0.007762359	0.030477275	0.037456920	0.007673756	0.004592578	0.025482344	0.011719826	0.009686961	0.002007032
ASV_717	0.017021	0.007049806	0.004400178	0.013223126	0.015242347	0.016394044	0.085628715	0.012967598	0.008494754	0.033121730	0.016250553	0.008248107	0.014105228	0.012744416	0.005429537	0.011945926	0.006908993	0.009411681	0.014157062
ASV_588	0.016944	0.0003848779	0.1529761681	0.0003176328	0.0160518058	0.0059697116	0.0198971716	0.0046627083	0.0043807386	0.0271515205	0.0098080309	0.0133178469	0.0327319015	0.0182516746	0.0012436412	0.0004057467	0.0115202852	0.0063396667	0.0171363176
ASV_723	0.016197	0.008693226	0.009301186	0.005587482	0.032874606	0.019694056	0.036071836	0.009671368	0.028458737	0.012816750	0.013775696	0.008536487	0.010672416	0.013928837	0.021252321	0.026740077	0.006458961	0.003356501	0.030418797
ASV_537	0.017389	0.007000883	0.002855384	0.031051956	0.011906843	0.019382880	0.015191378	0.015945769	0.011718236	0.055921091	0.015086536	0.012781546	0.014629496	0.015768771	0.007771849	0.014016747	0.010469432	0.002575832	0.020309236
ASV_777	0.015952	0.002276594	0.009621030	0.010737715	0.009095766	0.042241186	0.051512836	0.011647342	0.005660268	0.011777456	0.013934485	0.012759634	0.026189294	0.007252350	0.003514473	0.017141999	0.011773131	0.006334598	0.022811782
ASV_609	0.01935	0.006642353	0.004722004	0.003301405	0.002466991	0.015016866	0.011702093	0.013446001	0.001247595	0.002793317	0.003699866	0.133420133	0.003308436	0.002232962	0.001478467	0.014973535	0.007671232	0.004316715	0.016135336
ASV_743	0.016827	0.005133302	0.012307608	0.002709581	0.010271911	0.007944452	0.003351814	0.020833546	0.047420761	0.013703957	0.026026684	0.014392764	0.007234475	0.023915567	0.006415715	0.015456335	0.022310328	0.011097579	0.008400469
ASV_629	0.017394	0.0081293348	0.0411898437	0.0006367642	0.0034099165	0.0200737418	0.0268217125	0.0071120749	0.0029678280	0.0107442744	0.0224901882	0.0525935649	0.0282960941	0.0011983051	0.0002215212	0.0000000000	0.0063175015	0.0066892195	0.0045959115
ASV_676	0.014907	0.0007561329	0.0152293573	0.0068425672	0.0021506606	0.0041364242	0.0009668267	0.0079262700	0.0031331390	0.0228765716	0.0031240513	0.0612936536	0.0239152169	0.0045011079	0.0038331360	0.0000000000	0.0160509698	0.0146206231	0.0001462202
ASV_699	0.015241	0.0146050155	0.0066385049	0.0168708979	0.0018676483	0.0058698182	0.0020335995	0.0091748546	0.0962705425	0.0034420453	0.0076286175	0.0068812739	0.0040381178	0.0049347896	0.0029954017	0.0046337648	0.0433182971	0.0019599721	0.0009089479
ASV_523	0.016493	0.017120379	0.008711654	0.004997282	0.087290512	0.005486788	0.011178888	0.012638651	0.020148742	0.011884464	0.003842581	0.020340758	0.011889227	0.004188927	0.003526241	0.021914938	0.005242640	0.002083249	0.005063284
ASV_505	0.017696	0.0123380264	0.0206686385	0.0136979315	0.0015253215	0.0006544449	0.0010504523	0.0079619697	0.0463742374	0.0124761521	0.0286669497	0.0121446270	0.0353408177	0.0070946748	0.0074886494	0.0060094799	0.0095052483	0.0062926879	0.0135706815
ASV_597	0.018412	0.0005706785	0.0412710488	0.0030848511	0.0007068059	0.0060628207	0.0007577936	0.0153765693	0.0231986940	0.0838784663	0.0003959024	0.0098077011	0.0206507558	0.0190193416	0.0048625700	0.0866870801	0.0003946821	0.0120078126	0.0027138515
ASV_694	0.014285	0.0001631444	0.0017925307	0.0000000000	0.1405026089	0.0049448124	0.0255616547	0.0022836394	0.0027818598	0.0150814190	0.0011793640	0.0002616653	0.0110257604	0.0000000000	0.0001820989	0.0002129622	0.0002877284	0.0008930187	0.0006508277
ASV_746	0.016323	0.007947330	0.018529564	0.029021381	0.006663812	0.029919666	0.011656925	0.007847187	0.016462452	0.010297723	0.007319576	0.019844777	0.039887405	0.025642105	0.006292477	0.028985892	0.003719643	0.005899128	0.008094702
ASV_962	0.016133	0.0005706785	0.0429465508	0.0009565920	0.0087585743	0.0259995743	0.0243958450	0.0080666634	0.0269991434	0.0369390463	0.0066467148	0.0054838389	0.0276818669	0.0161856759	0.0005669432	0.0007756122	0.0098565564	0.0047139245	0.0090852895
ASV_468	0.013654	0.0092276873	0.0023884764	0.0594921938	0.0878254053	0.0050262099	0.0358160707	0.0163280054	0.0013090406	0.0023497234	0.0031429920	0.0027527646	0.0091800882	0.0008024989	0.0042621791	0.0003890657	0.0118277888	0.0024288801	0.0008349645
ASV_647	0.015807	0.007787222	0.013049519	0.005705626	0.026629098	0.063456432	0.024048265	0.014141393	0.025047168	0.009660733	0.008092546	0.008728179	0.012924705	0.009143105	0.001370764	0.041831564	0.007779669	0.006195758	0.012139223
ASV_918	0.016541	0.015947781	0.018326633	0.027103017	0.008971196	0.017794002	0.011191619	0.021468565	0.019269623	0.015830427	0.012556123	0.006820321	0.007158549	0.017077633	0.078982094	0.041915555	0.009770360	0.043770812	0.018197080
ASV_650	0.015231	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0001613925	0.0000000000	0.0001746977	0.0001017034	0.1330090494	0.0009492077	0.0019257831	0.0000000000	0.0000000000	0.0000000000	0.0019052022	0.0039243704	0.0041071429
ASV_492	0.01565	0.020827433	0.014412170	0.038215771	0.011540950	0.003618259	0.002033778	0.006336447	0.010300675	0.011713262	0.017388492	0.015295277	0.020598557	0.018248441	0.127261414	0.024084306	0.012091042	0.005526359	0.006664406
ASV_835	0.015989	0.005054131	0.006030472	0.010685889	0.070267838	0.039802632	0.027488738	0.005405932	0.042656240	0.006670430	0.002406868	0.007062621	0.002530072	0.007297099	0.006521229	0.010821771	0.003241631	0.003008323	0.027397772
ASV_544	0.017871	0.012504812	0.070534663	0.003023676	0.010793973	0.029996484	0.027553283	0.014173812	0.011832532	0.011920441	0.015978344	0.029578336	0.012592936	0.012597860	0.037525994	0.034076243	0.008317674	0.015409063	0.013935419
ASV_656	0.016674	0.0020441955	0.0012376656	0.0017104731	0.0054651965	0.0139182727	0.0054046760	0.0090490576	0.0009367606	0.0106512962	0.0103232681	0.0088228244	0.0818603724	0.0010470089	0.0005342075	0.0006169871	0.0035778929	0.0074730581	0.0115108618
ASV_1085	0.017322	0.0003893035	0.0124910222	0.0111983348	0.0176485385	0.0228018500	0.0062286726	0.0026283986	0.0021158739	0.0065596037	0.0161374920	0.0730021978	0.0218344650	0.0029276633	0.0039669209	0.0078281067	0.0072592877	0.0066677072	0.0139284108
ASV_552	0.013627	0.003447582	0.002176377	0.010191730	0.006919046	0.005926864	0.005867285	0.002660973	0.001701612	0.001653260	0.010061303	0.041645528	0.040665034	0.006335858	0.004540728	0.012836217	0.006267443	0.006309561	0.004853552
ASV_540	0.014815	0.008074963	0.008331600	0.009440230	0.003989803	0.011921665	0.024158283	0.007878651	0.019497034	0.020945231	0.007523740	0.028497149	0.024013140	0.005535705	0.002111070	0.005732796	0.013610773	0.003452659	0.008915087
ASV_441	0.019274	0.0001435303	0.0000000000	0.0000000000	0.0648599317	0.0844509586	0.0236111312	0.0015552105	0.0003289721	0.0467111268	0.0106737597	0.0037196514	0.0041219193	0.0084489352	0.0179629940	0.1651648097	0.0081881939	0.0029715209	0.0092832202
ASV_709	0.016737	0.008599354	0.038835885	0.010688245	0.021834985	0.021770357	0.024931281	0.019593706	0.008517484	0.019563382	0.014790119	0.016424400	0.007946723	0.036914921	0.035626191	0.012977218	0.005996285	0.013221022	0.025360518
ASV_771	0.015838	0.008926558	0.018137940	0.007252565	0.016466832	0.025209352	0.021986290	0.011035723	0.027009241	0.019623720	0.007080122	0.009074768	0.024066876	0.019595704	0.040363964	0.012449598	0.004394171	0.002449481	0.006398364
ASV_582	0.017615	0.0012877515	0.0004008464	0.0012665484	0.0051844431	0.0007519239	0.0021840012	0.0219144037	0.0551040512	0.0414316191	0.0032729016	0.0023939739	0.0275210936	0.0227208153	0.0254843388	0.0058950579	0.0224071284	0.0045186007	0.0013558354
ASV_823	0.015702	0.018406445	0.029826132	0.010215883	0.005543642	0.005349335	0.005786160	0.011737306	0.027937479	0.017260970	0.017876115	0.015017824	0.006484636	0.040256580	0.055412197	0.060664847	0.009121038	0.010802496	0.007748004
ASV_638	0.014213	0.0077327029	0.0019084729	0.0069851794	0.0034992775	0.0166814734	0.0066351432	0.0081277378	0.0929691282	0.0029927882	0.0068919168	0.0036304506	0.0027114705	0.0001505371	0.0004430425	0.0001881283	0.0410956485	0.0013331467	0.0028571429
ASV_840	0.014891	0.014714752	0.005920022	0.003808472	0.068711854	0.009387283	0.018081301	0.006593877	0.025206587	0.011023947	0.010683493	0.011341437	0.006372250	0.018974774	0.006375151	0.016845495	0.004799265	0.007447020	0.006184284
ASV_807	0.014137	0.005495532	0.012000611	0.011647934	0.029412750	0.054035039	0.040592264	0.012133709	0.005729361	0.008065627	0.017204765	0.004802271	0.016066929	0.005990135	0.003535527	0.003548906	0.005802419	0.004684650	0.003028256
ASV_710	0.015214	0.026409617	0.009426990	0.009793825	0.026879730	0.013142355	0.040045285	0.008873583	0.016029669	0.014559208	0.004452709	0.009335562	0.030619766	0.005870302	0.001882842	0.004182043	0.003375829	0.009979482	0.010834445
