OTUID	All	D	H	I
ASV_291	0.025491	0.03591224	0.01556654	0.03591340
ASV_929	0.020446	0.059563835	0.002201937	0.002532393
ASV_532	0.022871	0.028735713	0.024280283	0.007749153
ASV_396	0.022368	0.043823939	0.009732139	0.020426680
ASV_329	0.021178	0.031451123	0.018912955	0.008892108
ASV_346	0.033082	0.01637236	0.04878836	0.01699402
ASV_624	0.022222	0.01925785	0.01446957	0.05098251
ASV_433	0.025021	0.009973718	0.025217428	0.052376021
ASV_448	0.028734	0.0399817678	0.0312764735	0.0002163447
ASV_1121	0.029383	0.001341343	0.005704671	0.152493401
ASV_314	0.034341	0.03525671	0.03050358	0.04415431
ASV_431	0.034218	0.02441818	0.01227325	0.11825225
ASV_831	0.020365	0.049790983	0.003380698	0.016667971
ASV_1079	0.021674	0.02628609	0.01802665	0.02405183
ASV_663	0.022143	0.046988736	0.012411993	0.005193651
ASV_1112	0.021327	0.063230051	0.001781055	0.002147619
ASV_578	0.022247	0.061899926	0.002752189	0.007088686
ASV_935	0.022605	0.031100068	0.005637253	0.057733243
ASV_779	0.020289	0.01218215	0.02779394	0.01282765
ASV_756	0.022069	0.055492812	0.007485915	0.003743909
ASV_1045	0.019144	0.013548374	0.006595558	0.067183407
ASV_886	0.019456	0.021148198	0.005276028	0.058850921
ASV_785	0.020011	0.056991577	0.003312197	0.001430933
ASV_571	0.018793	0.048208478	0.005858726	0.002969412
ASV_903	0.02387	0.023022942	0.031869775	0.001441902
ASV_943	0.018806	0.054892673	0.001994269	0.002220208
ASV_794	0.021249	0.062563922	0.002159857	0.001787715
ASV_941	0.019938	0.0008461593	0.0383465033	0.0001679882
ASV_489	0.025	0.02529301	0.01991200	0.03972039
ASV_861	0.021622	0.063099693	0.002640824	0.001534433
ASV_979	0.020606	0.043098391	0.011077558	0.007417208
ASV_432	0.020432	0.03660583	0.01254048	0.01407122
ASV_535	0.023639	0.04107217	0.01593652	0.01437292
ASV_425	0.021757	0.054760810	0.003342743	0.015707258
ASV_503	0.021911	0.044235038	0.014625955	0.002305831
ASV_755	0.020572	0.023455760	0.022954070	0.008070531
ASV_1199	0.03033	0.02112293	0.03242087	0.04115604
ASV_1036	0.020466	0.003555666	0.037012931	0.002228097
ASV_739	0.020017	0.02387638	0.01130334	0.03899290
ASV_932	0.022624	9.207934e-05	4.411445e-02	0.000000e+00
ASV_645	0.02972	0.004718246	0.052414165	0.008068589
ASV_868	0.021579	0.039512592	0.006716411	0.032861052
ASV_356	0.022175	0.03896504	0.01392252	0.01574885
ASV_590	0.019265	0.018096324	0.024389899	0.006063132
ASV_807	0.019129	0.029412750	0.017204765	0.005802419
ASV_325	0.024094	0.01777435	0.02212221	0.04174422
ASV_1134	0.018355	0.0509903047	0.0039828906	0.0008649912
ASV_732	0.025133	0.0432307632	0.0221797032	0.0003821447
ASV_626	0.019836	0.043215140	0.009288868	0.008057970
ASV_410	0.024825	0.02033120	0.02574789	0.03040095
ASV_441	0.02743	0.064859932	0.010673760	0.008188194
ASV_546	0.021768	0.03679934	0.01552557	0.01257883
ASV_324	0.023602	0.02453275	0.02404389	0.02054895
ASV_1219	0.019545	0.01267921	0.01435296	0.04787189
ASV_374	0.028219	0.01563854	0.03650013	0.02674033
ASV_390	0.020106	0.051687481	0.005417282	0.005518850
ASV_236	0.023346	0.011828987	0.036296764	0.005880994
ASV_277	0.027734	0.01268805	0.03713633	0.02747059
ASV_854	0.017546	0.001193156	0.004837114	0.086041609
ASV_585	0.019224	0.054700678	0.003040529	0.001887398
ASV_357	0.020082	0.04148678	0.00903512	0.01347199
ASV_690	0.018834	0.037707526	0.012911605	0.001550856
ASV_1182	0.019697	0.044327342	0.003570795	0.022330964
ASV_502	0.020013	0.004498755	0.030353670	0.017800971
ASV_190	0.021412	0.005573027	0.009611129	0.086228508
ASV_421	0.02645	0.03526783	0.02149660	0.02493532
ASV_359	0.019303	0.02480991	0.01792503	0.01320880
ASV_389	0.019765	0.004927143	0.023212479	0.036980454
ASV_307	0.018141	0.021566590	0.003903737	0.054490228
ASV_907	0.016324	0.001056276	0.030431036	0.002354603
ASV_377	0.018894	0.036820044	0.011974088	0.006359746
ASV_851	0.017812	0.009352873	0.020324814	0.025980495
ASV_723	0.018582	0.032874606	0.013775696	0.006458961
ASV_668	0.018	0.036468816	0.004899436	0.023003453
ASV_1133	0.018934	0.040062630	0.009762734	0.007210794
ASV_1091	0.019049	0.053408517	0.001323032	0.008416263
ASV_1141	0.018631	0.053465548	0.002035028	0.003727814
ASV_894	0.017547	0.041969917	0.006803659	0.004422765
ASV_1072	0.032243	0.02467322	0.03484660	0.03848786
ASV_1023	0.018709	0.040938678	0.008960906	0.006667311
ASV_1118	0.021027	0.008671909	0.033086218	0.007793152
ASV_950	0.018906	0.006270805	0.031700719	0.003987482
ASV_1090	0.018004	0.042980324	0.007098504	0.004336635
ASV_655	0.021333	0.010762508	0.032071285	0.008749279
ASV_234	0.023271	0.01627583	0.01866490	0.05007853
ASV_858	0.014797	0.0461601978	0.0002151431	0.0002990786
ASV_498	0.01992	0.025959050	0.019922939	0.008697758
ASV_974	0.018029	0.005349111	0.029931112	0.005868186
ASV_743	0.020397	0.01027191	0.02602668	0.02231033
ASV_951	0.017043	0.042746375	0.004229277	0.007747569
ASV_497	0.017952	0.02071541	0.01883094	0.01018309
ASV_601	0.019164	0.03707182	0.01100394	0.01038966
ASV_458	0.021183	0.02292182	0.02306926	0.01229325
ASV_715	0.020184	0.02857233	0.01830353	0.01024871
ASV_1030	0.018523	0.0558811311	0.0009358983	0.0019075592
ASV_313	0.017636	0.01153918	0.02142152	0.01760255
ASV_933	0.016453	0.007585769	0.002557993	0.074605757
ASV_773	0.014095	0.0435173099	0.0003422395	0.0007116243
ASV_1092	0.015037	0.006573430	0.003743403	0.064634165
ASV_688	0.016104	0.039142882	0.005731757	0.004432181
ASV_1147	0.025187	0.0077566832	0.0442885350	0.0002557628
ASV_936	0.014355	0.002246648	0.026174032	0.001387415
ASV_542	0.0184	0.035219422	0.008850466	0.015813414
ASV_1082	0.020303	0.002594857	0.019371531	0.055983833
ASV_937	0.016367	0.022239958	0.015073156	0.009341501
ASV_764	0.019005	0.03744982	0.01206601	0.00556853
ASV_436	0.026309	0.005654086	0.026278943	0.064760729
ASV_306	0.017512	0.02373468	0.01292215	0.01972321
ASV_527	0.018353	0.011596379	0.026589082	0.006190046
ASV_991	0.016683	0.01423652	0.01846789	0.01587205
ASV_698	0.0256	0.008929913	0.028917732	0.046607414
ASV_381	0.023471	0.02162648	0.01753075	0.04471933
ASV_1238	0.016377	0.036649264	0.007587484	0.005099652
ASV_603	0.019175	0.0335332606	0.0164594582	0.0006554523
ASV_338	0.02414	0.01658340	0.02090478	0.04787889
ASV_832	0.016191	0.036659999	0.005854772	0.009186020
ASV_818	0.015974	0.038170340	0.002570702	0.014964300
ASV_661	0.017945	0.002019335	0.033784775	0.000000000
ASV_982	0.016778	0.004556771	0.028677266	0.003774850
ASV_536	0.016329	0.005648825	0.024723391	0.010978873
ASV_853	0.013843	9.222506e-05	2.634455e-02	1.873360e-03
ASV_919	0.015822	0.046650266	0.001581655	0.001291504
ASV_440	0.016207	0.002259004	0.005961607	0.072848641
ASV_736	0.01446	0.005092208	0.023437149	0.004926451
ASV_783	0.01582	0.022130708	0.007446072	0.029221271
ASV_455	0.016065	0.01695781	0.01676789	0.01229891
ASV_353	0.016566	0.028303811	0.011683292	0.009415935
ASV_414	0.018119	0.011373824	0.025613538	0.008160815
ASV_744	0.021381	0.018222028	0.027900252	0.007687039
ASV_906	0.015029	0.005102293	0.025837278	0.001038521
ASV_724	0.014469	0.030572892	0.007925267	0.004193511
ASV_686	0.017772	0.001662836	0.033313939	0.001063058
ASV_759	0.015936	0.011778500	0.022344817	0.004431398
ASV_1085	0.015101	0.017648538	0.016137492	0.007259288
ASV_584	0.01668	0.01972422	0.01682165	0.01060284
ASV_965	0.016171	0.003490249	0.027631403	0.005337175
ASV_671	0.0139	0.035890843	0.003324744	0.004784877
ASV_451	0.020023	0.00890572	0.01644497	0.05140424
ASV_1189	0.015523	0.002667707	0.026308714	0.007040832
ASV_1007	0.015207	0.044011885	0.001451916	0.002974990
ASV_751	0.015482	0.02457080	0.01111632	0.01170070
ASV_1213	0.01359	0.005523842	0.020351600	0.008282942
ASV_631	0.019282	0.001847315	0.030032135	0.019412717
ASV_1043	0.01484	0.042538698	0.001888665	0.002252607
ASV_384	0.019061	0.016815347	0.023956689	0.008544501
ASV_871	0.015977	0.003994693	0.027134529	0.004755382
ASV_485	0.014852	0.024706225	0.011803031	0.005700156
ASV_717	0.014336	0.015242347	0.016250553	0.006908993
ASV_802	0.014071	0.039861743	0.002398645	0.001188255
ASV_942	0.013905	0.038314945	0.002511022	0.002751708
ASV_1230	0.02302	0.003742370	0.008413665	0.102641753
ASV_1150	0.015507	0.013630468	0.020062439	0.005326219
ASV_1003	0.013858	0.039327987	0.001573819	0.003407815
ASV_664	0.021259	0.006395078	0.034685202	0.008587380
ASV_1138	0.013551	0.028707064	0.007757807	0.002786192
ASV_1225	0.013721	0.022020581	0.012216989	0.002816775
ASV_735	0.015932	0.0008289613	0.0299810784	0.0018352665
ASV_738	0.015139	0.036166760	0.006726562	0.001323408
ASV_954	0.014903	0.023113289	0.012331506	0.007367343
ASV_652	0.01416	0.023682981	0.011197304	0.005362859
ASV_820	0.020597	0.000404564	0.033855269	0.018324865
ASV_537	0.01329	0.01190684	0.01508654	0.01046943
ASV_885	0.018571	0.01432319	0.02302626	0.01309235
ASV_1122	0.016115	0.001106701	0.030776630	0.000000000
ASV_874	0.014334	0.007868939	0.016442820	0.020014581
ASV_709	0.015522	0.021834985	0.014790119	0.005996285
ASV_399	0.016167	0.015505405	0.019966033	0.005998633
ASV_1017	0.0139	0.01606348	0.01251608	0.01403107
ASV_493	0.015449	0.011313657	0.021978302	0.003539442
ASV_672	0.01433	0.002031880	0.025805917	0.002744025
ASV_509	0.01732	0.002800500	0.030600639	0.004440969
ASV_862	0.013177	0.0394888495	0.0008953267	0.0011596113
ASV_647	0.013917	0.026629098	0.008092546	0.007779669
ASV_1221	0.012968	0.002534505	0.021298757	0.007352929
ASV_677	0.012754	0.026778218	0.007456794	0.002603319
ASV_454	0.013512	0.00898529	0.01592837	0.01466682
ASV_1009	0.014933	0.0056880380	0.0255703557	0.0001918189
ASV_505	0.01679	0.001525322	0.028666950	0.009505248
ASV_844	0.012886	0.01543271	0.01063788	0.01489914
ASV_538	0.017757	0.007974636	0.024514933	0.015650968
ASV_554	0.017256	0.015387008	0.021189515	0.008927282
ASV_1136	0.01223	0.032122170	0.002775102	0.003653748
ASV_227	0.017532	0.008158699	0.026201836	0.008928325
ASV_922	0.013486	0.0387807840	0.0020590516	0.0007916261
ASV_629	0.013679	0.003409916	0.022490188	0.006317502
ASV_619	0.016435	0.008719774	0.022769390	0.011757610
ASV_1214	0.010943	0.025157236	0.004728939	0.003184434
ASV_566	0.02168	0.00440006	0.02644902	0.03946395
ASV_514	0.011947	0.006618302	0.007000660	0.036683242
ASV_703	0.012564	0.0005899578	0.0038370191	0.0609846019
ASV_484	0.014893	0.01365942	0.01487813	0.01722771
ASV_1073	0.022039	0.02208307	0.02554195	0.01145091
ASV_1006	0.011823	0.024812039	0.005772602	0.005849881
ASV_948	0.013328	0.012037535	0.015489751	0.009241994
ASV_477	0.012698	0.014923818	0.005227804	0.030973871
ASV_707	0.013093	0.009112755	0.015766873	0.012463739
ASV_777	0.012031	0.009095766	0.013934485	0.011773131
ASV_766	0.016106	0.003464826	0.007317339	0.065950967
ASV_1131	0.01142	0.02055374	0.00578011	0.01137674
ASV_651	0.012722	0.007600141	0.009882534	0.030755347
ASV_627	0.011875	0.018156660	0.008715045	0.009687909
ASV_596	0.012637	0.017129308	0.012492983	0.004725798
ASV_479	0.011091	0.002171929	0.017865893	0.007332633
ASV_1191	0.011049	0.0009962422	0.0176765692	0.0098336667
ASV_492	0.01463	0.01154095	0.01738849	0.01209104
ASV_337	0.02103	0.007212239	0.025029304	0.034690812
ASV_525	0.013176	0.01104869	0.01484767	0.01210880
ASV_360	0.012693	0.01070253	0.01267844	0.01643185
ASV_1162	0.013068	0.00000000	0.02551306	0.00000000
ASV_1174	0.020317	0.01519071	0.02334017	0.02076957
ASV_287	0.011758	0.00428290	0.01692761	0.01012877
ASV_702	0.011062	0.007273791	0.015624373	0.004408395
ASV_628	0.016567	0.003043871	0.010127796	0.060998593
ASV_592	0.015749	0.012368488	0.020049950	0.009126017
ASV_588	0.01208	0.016051806	0.009808031	0.011520285
ASV_704	0.017095	0.01342519	0.02071366	0.01305254
ASV_639	0.017397	0.004805947	0.026294571	0.014088750
ASV_366	0.012534	0.008750861	0.014395746	0.013976879
ASV_293	0.013491	0.005041227	0.015178448	0.024122942
ASV_797	0.012812	0.027156802	0.008203282	0.000000000
ASV_638	0.011656	0.003499278	0.006891917	0.041095649
ASV_518	0.012106	0.022868150	0.005971283	0.010521598
ASV_972	0.019071	0.000000000	0.036192010	0.003123633
ASV_642	0.014634	0.02074836	0.01572658	0.00000000
ASV_727	0.01209	3.775083e-02	6.656247e-05	5.039645e-04
ASV_710	0.01138	0.026879730	0.004452709	0.003375829
ASV_224	0.015741	0.002185442	0.024907512	0.013415613
ASV_691	0.011673	0.023751897	0.007376676	0.002132356
ASV_1229	0.012742	0.022397014	0.001118836	0.029682613
ASV_934	0.011257	0.015687620	0.009940434	0.006975852
ASV_917	0.011246	0.001178239	0.002936519	0.054869214
ASV_927	0.012205	0.009922668	0.013999260	0.011058736
ASV_386	0.017313	0.0005679671	0.0329995681	0.0013539323
ASV_270	0.011989	0.012545787	0.013245262	0.007187933
ASV_621	0.013466	0.00696353	0.00793644	0.04213249
ASV_699	0.011895	0.001867648	0.007628618	0.043318297
ASV_469	0.013379	0.021653438	0.012295738	0.001263733
ASV_705	0.012044	0.012251906	0.012638713	0.009875034
ASV_1240	0.011051	0.006148237	0.002265842	0.046512038
ASV_397	0.010594	0.002970075	0.012459646	0.019155299
ASV_1066	0.011429	0.009757000	0.013528015	0.008234657
ASV_1056	0.010026	0.019611576	0.003376821	0.012171692
ASV_857	0.01104	0.001235533	0.019972228	0.002452100
ASV_378	0.011644	0.016241302	0.009893760	0.008358408
ASV_997	0.013755	0.008769690	0.020522814	0.002710528
ASV_849	0.010048	0.022711415	0.004526999	0.003091574
ASV_411	0.015843	0.01091254	0.01326743	0.03272355
ASV_1223	0.01065	0.0301792409	0.0020254200	0.0002557628
ASV_1088	0.01226	0.020930723	0.008920594	0.006176032
ASV_632	0.01457	0.003547782	0.021426810	0.014467597
ASV_1183	0.013017	3.905279e-02	1.209495e-03	8.525425e-05
ASV_549	0.018991	0.002111063	0.030741673	0.015086422
ASV_1175	0.01042	0.007754138	0.002634188	0.038728327
ASV_551	0.010363	0.001863605	0.012234470	0.020530539
ASV_1022	0.011798	0.018416157	0.008820900	0.008435796
ASV_1116	0.010995	0.021778136	0.007464065	0.001563808
ASV_1031	0.009845	0.008619107	0.012716929	0.003504212
ASV_682	0.011462	0.012238805	0.009961306	0.014522456
ASV_607	0.014748	0.005167153	0.021291687	0.012907189
ASV_591	0.015255	0.005372931	0.015359188	0.033297550
ASV_1049	0.00901	0.022995715	0.001457168	0.005694538
ASV_427	0.016784	0.006578147	0.016393131	0.036908476
ASV_1083	0.011293	0.0062975639	0.0179277671	0.0006656352
ASV_819	0.00899	0.0268555696	0.0008495489	0.0002308929
ASV_657	0.010419	0.006951283	0.012729632	0.009929123
ASV_938	0.009563	0.011982636	0.009652807	0.004797914
ASV_416	0.011969	0.004103214	0.019668553	0.003480714
ASV_993	0.011678	0.000000000	0.021475260	0.003971984
ASV_1144	0.012496	0.006550076	0.018204533	0.006414061
ASV_911	0.009977	0.023285763	0.004006179	0.003175487
ASV_824	0.008842	0.016848023	0.001023934	0.017430187
ASV_923	0.00918	0.002382660	0.006150805	0.030890074
ASV_771	0.009598	0.016466832	0.007080122	0.004394171
ASV_1231	0.009729	1.333587e-03	1.814000e-02	8.525425e-05
ASV_530	0.009678	0.003751432	0.012792176	0.011342401
ASV_1228	0.00856	0.001010072	0.014812638	0.003825553
ASV_575	0.011282	0.014856660	0.010621710	0.006623661
ASV_1014	0.012332	0.0137707677	0.0154853132	0.0001996048
ASV_555	0.01016	0.006759594	0.012640440	0.009036593
ASV_1095	0.015697	0.004549464	0.021003698	0.020482099
ASV_898	0.015167	0.022443402	0.007712508	0.024014686
ASV_559	0.009789	0.023749471	0.003697553	0.002139334
ASV_1029	0.011374	0.008013341	0.016353679	0.002678040
ASV_967	0.009061	0.009964326	0.007669774	0.011556531
ASV_1024	0.012751	0.01189760	0.01286790	0.01398425
ASV_823	0.012471	0.005543642	0.017876115	0.009121038
ASV_459	0.010744	0.011838751	0.010540916	0.009318893
ASV_892	0.009259	0.012304384	0.005226088	0.015699579
ASV_1137	0.010053	0.021829350	0.005211308	0.002708946
ASV_465	0.013507	0.009155838	0.012815613	0.023660122
ASV_1209	0.014672	0.008605548	0.018666803	0.013953154
ASV_712	0.009553	0.001278570	0.004137632	0.041163891
ASV_473	0.015023	0.002471988	0.014242836	0.040671341
ASV_580	0.009778	0.006272884	0.009808475	0.016194536
ASV_918	0.010944	0.008971196	0.012556123	0.009770360
ASV_955	0.009116	0.0231205521	0.0033707182	0.0003458319
ASV_1010	0.008248	0.004056390	0.009372079	0.012657425
ASV_401	0.010686	0.005966666	0.016313263	0.002570818
ASV_579	0.015505	0.006944187	0.017218780	0.026262131
ASV_544	0.013027	0.010793973	0.015978344	0.008317674
ASV_464	0.009733	0.005360617	0.013898286	0.005356269
ASV_430	0.009724	0.002927236	0.011127033	0.018137069
ASV_404	0.009676	0.006793078	0.009488709	0.015590326
ASV_855	0.008514	0.009468868	0.002638289	0.024366015
ASV_864	0.007482	0.001407953	0.001265880	0.037411397
ASV_716	0.009006	0.014949247	0.005344398	0.008951293
ASV_757	0.010156	0.013541383	0.008999499	0.007336109
ASV_574	0.016074	0.002127116	0.011532230	0.055600509
ASV_867	0.007589	0.002516419	0.011761537	0.004492147
ASV_696	0.011783	0.001732434	0.012142863	0.029370261
ASV_964	0.009207	0.011162384	0.010249732	0.002447607
ASV_1008	0.009324	0.011843037	0.009722717	0.003447995
ASV_984	0.008894	0.009431101	0.009694285	0.005495897
ASV_1021	0.008755	0.001375664	0.014701001	0.004622814
ASV_776	0.00886	0.0229360847	0.0028010017	0.0008933381
ASV_1054	0.007363	0.0219523090	0.0005417265	0.0007309644
ASV_913	0.009188	0.001510674	0.010802384	0.018604893
ASV_552	0.008417	0.006919046	0.010061303	0.006267443
ASV_836	0.009642	0.009051574	0.010608365	0.007839601
ASV_581	0.008907	0.007974636	0.010162980	0.006870454
ASV_747	0.011254	0.006123581	0.016488120	0.005079594
ASV_452	0.009669	0.013922514	0.007518882	0.008218277
ASV_749	0.00942	0.010859912	0.007762359	0.011719826
ASV_895	0.008369	0.0261853212	0.0001291585	0.0000000000
ASV_558	0.008945	0.011908744	0.007740670	0.007051611
ASV_1114	0.007767	0.003372904	0.011284789	0.005371940
ASV_767	0.011033	0.006740848	0.015082091	0.006859328
ASV_1019	0.009394	0.010873051	0.010496942	0.003336041
ASV_1113	0.008358	0.014368764	0.006617000	0.002419047
ASV_618	0.012112	0.004490315	0.014654303	0.018640283
ASV_763	0.011947	0.01025735	0.01243726	0.01361372
ASV_625	0.008537	0.017290825	0.002704163	0.009780074
ASV_420	0.014431	0.031995918	0.005251778	0.009349137
ASV_1041	0.007603	0.0206422968	0.0008707554	0.0035865843
ASV_969	0.009673	0.007051338	0.010490627	0.012089627
ASV_1120	0.00779	0.005032674	0.002254275	0.029518871
ASV_962	0.007864	0.008758574	0.006646715	0.009856556
ASV_1154	0.007971	0.0218587351	0.0008589405	0.0035178516
ASV_845	0.007482	0.001573816	0.012814849	0.002453053
ASV_1075	0.008185	0.019228337	0.002212969	0.005594136
ASV_713	0.007847	0.003722095	0.007982064	0.015104135
ASV_695	0.011661	0.01093335	0.01130743	0.01407361
ASV_540	0.007442	0.003989803	0.007523740	0.013610773
ASV_1124	0.007388	0.000715541	0.006340452	0.022925200
ASV_1065	0.009288	0.004056096	0.012790954	0.008497975
ASV_623	0.00789	0.004206485	0.010188650	0.007833193
ASV_1161	0.011861	0.007266967	0.015294190	0.010090940
ASV_216	0.011966	0.001770361	0.019185356	0.009244160
ASV_1012	0.007832	0.014074397	0.004656398	0.005764746
ASV_689	0.008323	0.014903951	0.005547572	0.004427109
ASV_1200	0.007372	0.006302832	0.008956270	0.004602212
ASV_446	0.011291	0.004852869	0.012871579	0.018506467
ASV_1115	0.007595	0.017350985	0.001986220	0.006303208
ASV_670	0.008275	0.008855248	0.008503970	0.006507818
ASV_1181	0.008733	0.006040723	0.010724123	0.007757657
ASV_666	0.009362	0.006397466	0.010269613	0.012142966
ASV_1004	0.008111	0.0186599849	0.0039924931	0.0008747523
ASV_656	0.007631	0.005465197	0.010323268	0.003577893
ASV_1037	0.007222	0.007787867	0.007503647	0.005323286
ASV_822	0.007992	0.011030723	0.005989529	0.008356537
ASV_1160	0.007626	0.020193855	0.001388531	0.002997249
ASV_582	0.007146	0.005184443	0.003272902	0.022407128
ASV_1086	0.005683	0.01792232	0.00000000	0.00000000
ASV_1087	0.005559	0.0001603279	0.0002016253	0.0316546507
ASV_391	0.008719	0.0045469991	0.0138873810	0.0009617884
ASV_480	0.010599	0.012383778	0.005644976	0.022149015
ASV_593	0.009816	0.005765796	0.008786839	0.020428034
ASV_719	0.006683	0.006309885	0.007964914	0.003530569
ASV_1142	0.006557	0.0194881015	0.0002984595	0.0013190811
ASV_586	0.007108	0.0006735834	0.0005724368	0.0386647287
ASV_660	0.011283	0.001909919	0.020180564	0.001994819
ASV_1158	0.009025	0.013221834	0.007935793	0.004499229
ASV_526	0.007345	0.008205359	0.005907118	0.010062413
ASV_981	0.008579	0.003303519	0.011921262	0.008347166
ASV_298	0.008915	0.001237833	0.013638936	0.009002912
ASV_463	0.009234	0.004951819	0.007897645	0.021194218
ASV_725	0.00749	0.009706161	0.006843848	0.005310113
ASV_826	0.007629	0.010272660	0.007630713	0.002716164
ASV_1186	0.00839	0.001345969	0.014795940	0.002251760
ASV_1002	0.00788	0.00000000	0.01538388	0.00000000
ASV_914	0.00707	0.004965143	0.009621645	0.003325519
ASV_1093	0.007212	0.016750340	0.001896339	0.005442031
ASV_843	0.008587	0.019431007	0.004380714	0.001066856
ASV_980	0.008971	0.002042382	0.014699944	0.004650741
ASV_758	0.007639	0.001221841	0.013260148	0.002691149
ASV_706	0.008582	0.005709463	0.012662927	0.001675427
ASV_1059	0.008612	0.006507343	0.010253931	0.007596684
ASV_1195	0.00766	0.007180819	0.006483196	0.012078505
ASV_272	0.010305	0.004905719	0.015057601	0.006072960
ASV_968	0.006385	0.007259555	0.001741949	0.018692064
ASV_658	0.006745	0.0122594221	0.0052576817	0.0009662421
ASV_408	0.00816	0.007664385	0.008395896	0.008371289
ASV_752	0.006908	0.015457796	0.003358661	0.001675048
ASV_1146	0.009636	0.004790389	0.014166272	0.005042818
ASV_1148	0.006586	0.002677447	0.010345745	0.002564492
ASV_1170	0.006299	0.010044561	0.005736459	0.001032101
ASV_790	0.006554	0.003718649	0.007945746	0.007644065
ASV_905	0.007688	0.003709634	0.008571571	0.012426747
ASV_960	0.007946	0.011441173	0.008430397	0.000000000
ASV_1081	0.007292	9.222506e-05	1.418052e-02	0.000000e+00
ASV_1197	0.005515	0.0009204237	0.0024769831	0.0231598160
ASV_1232	0.007146	0.005420208	0.007938389	0.007975598
ASV_890	0.008175	0.0099160711	0.0095667962	0.0007689963
ASV_887	0.005749	0.013418374	0.002455578	0.001389037
ASV_1196	0.006144	0.013003808	0.003214041	0.002191879
ASV_508	0.008413	0.006776595	0.008938977	0.009875351
ASV_471	0.006977	0.0006458124	0.0126622465	0.0016814894
ASV_572	0.011108	0.00294407	0.01012037	0.02923247
ASV_989	0.007712	0.007615067	0.009201877	0.003423049
ASV_726	0.007376	0.007763781	0.008114968	0.004436913
ASV_1117	0.005972	0.012990507	0.001206740	0.007231895
ASV_1198	0.005667	0.008674746	0.001300144	0.013180329
ASV_1155	0.006878	0.003578338	0.008202614	0.009031160
ASV_847	0.006041	0.009831486	0.004993390	0.002146579
ASV_803	0.006644	0.0175774969	0.0019928424	0.0002898358
ASV_1011	0.008311	0.003994020	0.009609909	0.012429799
ASV_563	0.007154	0.010865194	0.006343645	0.002694423
ASV_1184	0.006091	0.009842689	0.003028861	0.008308790
ASV_683	0.010406	0.002467653	0.017886493	0.002706773
ASV_1020	0.007867	0.002962956	0.011571275	0.005862013
ASV_681	0.007425	0.002161242	0.011751176	0.004224902
ASV_296	0.006285	0.007062592	0.004191357	0.011122320
ASV_834	0.007028	0.0212094386	0.0005922245	0.0000000000
ASV_975	0.005495	0.001382424	0.005969102	0.011711976
ASV_1187	0.006694	0.006843152	0.005388273	0.010336071
ASV_863	0.004946	0.002397367	0.007860475	0.000936061
ASV_940	0.007034	0.013832243	0.005169825	0.000000000
ASV_1071	0.006456	0.0033416911	0.0104058023	0.0003891944
ASV_775	0.008161	0.0003167433	0.0152981366	0.0013164818
ASV_916	0.005553	0.01751231	0.00000000	0.00000000
ASV_787	0.006825	0.007267201	0.005760761	0.009195383
ASV_791	0.005478	0.002801568	0.005505815	0.010363016
ASV_893	0.004957	0.010320792	0.002621323	0.002003255
ASV_958	0.005533	0.003566373	0.003762596	0.014498408
ASV_1040	0.005707	0.0176158690	0.0001485294	0.0002664180
ASV_1224	0.006021	0.010887464	0.004172051	0.002530606
ASV_798	0.005745	0.0032130780	0.0090866365	0.0004249972
ASV_879	0.006593	0.004283257	0.007418486	0.008405253
ASV_543	0.008005	0.002404986	0.011408489	0.008195215
ASV_880	0.006264	0.006952198	0.007443769	0.001446751
ASV_795	0.007999	0.004922955	0.011476605	0.003279743
ASV_799	0.006413	0.004860408	0.009019155	0.001477339
ASV_737	0.006438	0.009424795	0.004736285	0.005994432
ASV_1227	0.005734	0.003173262	0.007528256	0.005107246
ASV_1105	0.009043	0.0002634713	0.0162520079	0.0037221964
ASV_882	0.005089	0.005407306	0.006395403	0.000577924
ASV_290	0.006423	0.010825918	0.005107041	0.002193357
ASV_1188	0.005214	0.0156634430	0.0004274424	0.0001678230
ASV_1098	0.005895	0.005286534	0.005546279	0.008070427
ASV_848	0.007074	0.006587031	0.008299466	0.004299730
ASV_700	0.005516	0.006901375	0.004123997	0.007116725
ASV_746	0.006497	0.006663812	0.007319576	0.003719643
ASV_461	0.004848	0.0006379172	0.0039680710	0.0153044970
ASV_676	0.005022	0.002150661	0.003124051	0.016050970
ASV_487	0.005198	0.0001658243	0.0100455438	0.0000000000
ASV_260	0.005612	0.0002922301	0.0078043238	0.0089149575
ASV_372	0.005131	0.001221654	0.006634861	0.007877197
ASV_659	0.005401	0.007203607	0.001908576	0.012531643
ASV_731	0.005718	0.0005631111	0.0086303187	0.0065536906
ASV_564	0.006721	0.002373087	0.009933413	0.005160326
ASV_956	0.004824	0.004192044	0.004886841	0.005811034
ASV_781	0.005224	0.0008101113	0.0050880144	0.0138272164
ASV_714	0.006418	0.0023732053	0.0109306211	0.0003932714
ASV_561	0.004792	0.002235943	0.006264591	0.005118319
ASV_415	0.006251	0.003540613	0.006234746	0.011335425
ASV_1042	0.00623	0.001814173	0.009507010	0.004601355
ASV_1046	0.005211	0.005054051	0.006560131	0.001456675
ASV_1103	0.00679	0.0015454730	0.0120333768	0.0007984191
ASV_812	0.007219	0.004319724	0.007990741	0.010290421
ASV_816	0.005621	0.0105381917	0.0043938835	0.0001679882
ASV_924	0.005841	0.006125707	0.007611942	0.000000000
